year,bula_h,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.37999,42,42,0.23142,0.52857
2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.39624,116,116,0.30684,0.48564
2019,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.15505,54,54,0.05760,0.25249
2019,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.31900,351,466,0.27664,0.36136
2019,Baden-Wuerttemberg,Upper Secondary Level,No,0.08839,115,466,0.06259,0.11419
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.39746,85,118,0.30879,0.48614
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.13463,33,118,0.07278,0.19648
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.33550,59,59,0.21399,0.45702
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.39385,333,422,0.34718,0.44053
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.10516,89,422,0.07586,0.13446
2019,Bavaria,Lower Secondary Level,Yes,0.17317,65,65,0.08046,0.26587
2019,Bavaria,Upper Secondary Level,Yes,0.26824,505,697,0.23533,0.30116
2019,Bavaria,Upper Secondary Level,No,0.11829,192,697,0.09430,0.14229
2019,Bavaria,Post-secondary Non-tertiary Level,Yes,0.45810,115,154,0.37915,0.53705
2019,Bavaria,Post-secondary Non-tertiary Level,No,0.11800,39,154,0.06688,0.16912
2019,Bavaria,First Stage of Tertiary Education,Yes,0.42044,94,94,0.32012,0.52077
2019,Bavaria,Second Stage of Tertiary Education,Yes,0.37720,352,441,0.33192,0.42249
2019,Bavaria,Second Stage of Tertiary Education,No,0.07456,89,441,0.05002,0.09911
2019,Berlin,Upper Secondary Level,Yes,0.19782,81,81,0.11053,0.28512
2019,Berlin,Second Stage of Tertiary Education,Yes,0.34265,135,183,0.27370,0.41161
2019,Berlin,Second Stage of Tertiary Education,No,0.11736,48,183,0.07060,0.16412
2019,Brandenburg,Upper Secondary Level,Yes,0.20493,105,163,0.14277,0.26708
2019,Brandenburg,Upper Secondary Level,No,0.12274,58,163,0.07221,0.17327
2019,Brandenburg,Post-secondary Non-tertiary Level,Yes,0.48064,35,35,0.31270,0.64858
2019,Brandenburg,Second Stage of Tertiary Education,Yes,0.27092,73,73,0.16826,0.37357
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.23696,61,61,0.12936,0.34455
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.25151,37,37,0.10978,0.39324
2019,Saxony,Upper Secondary Level,Yes,0.28396,231,324,0.23478,0.33313
2019,Saxony,Upper Secondary Level,No,0.12493,93,324,0.08887,0.16099
2019,Saxony,Post-secondary Non-tertiary Level,Yes,0.47163,36,36,0.30625,0.63701
2019,Saxony,First Stage of Tertiary Education,Yes,0.36002,33,33,0.19371,0.52634
2019,Saxony,Second Stage of Tertiary Education,Yes,0.32244,136,182,0.25435,0.39054
2019,Saxony,Second Stage of Tertiary Education,No,0.13108,46,182,0.08191,0.18025
2019,Saxony-Anhalt,Upper Secondary Level,Yes,0.23107,110,142,0.16150,0.30065
2019,Saxony-Anhalt,Upper Secondary Level,No,0.05550,32,142,0.01771,0.09329
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.30798,74,74,0.20208,0.41389
2019,Thuringa,Upper Secondary Level,Yes,0.23613,119,155,0.16905,0.30321
2019,Thuringa,Upper Secondary Level,No,0.08097,36,155,0.03789,0.12406
2019,Thuringa,Second Stage of Tertiary Education,Yes,0.34454,86,86,0.24351,0.44556
2020,Schleswig-Holstein,Upper Secondary Level,Yes,0.26275,95,145,0.19087,0.33464
2020,Schleswig-Holstein,Upper Secondary Level,No,0.13272,50,145,0.07731,0.18813
2020,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.31780,35,35,0.16128,0.47431
2020,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.40987,73,73,0.29627,0.52347
2020,Hamburg,Upper Secondary Level,Yes,0.17546,34,34,0.04568,0.30523
2020,Hamburg,Second Stage of Tertiary Education,Yes,0.32946,45,45,0.19057,0.46834
2020,Lower Saxony,Lower Secondary Level,Yes,0.11407,42,80,0.04397,0.18417
2020,Lower Saxony,Lower Secondary Level,No,0.10209,38,80,0.03532,0.16885
2020,Lower Saxony,Upper Secondary Level,Yes,0.26528,276,438,0.22389,0.30668
2020,Lower Saxony,Upper Secondary Level,No,0.13648,162,438,0.10429,0.16867
2020,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.40530,80,121,0.31746,0.49314
2020,Lower Saxony,Post-secondary Non-tertiary Level,No,0.13590,41,121,0.07458,0.19721
2020,Lower Saxony,First Stage of Tertiary Education,Yes,0.38620,44,44,0.24067,0.53172
2020,Lower Saxony,Second Stage of Tertiary Education,Yes,0.30912,189,272,0.25409,0.36414
2020,Lower Saxony,Second Stage of Tertiary Education,No,0.14011,83,272,0.09879,0.18144
2020,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11426,88,136,0.06059,0.16792
2020,North Rhine-Westphalia,Lower Secondary Level,No,0.08134,48,136,0.03523,0.12745
2020,North Rhine-Westphalia,Upper Secondary Level,Yes,0.19637,451,746,0.16784,0.22489
2020,North Rhine-Westphalia,Upper Secondary Level,No,0.12013,295,746,0.09678,0.14348
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.37441,212,302,0.31974,0.42909
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.13466,90,302,0.09609,0.17322
2020,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.26533,72,108,0.18167,0.34898
2020,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.18558,36,108,0.11191,0.25924
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.34152,416,601,0.30357,0.37946
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.14088,185,601,0.11304,0.16872
2020,Hesse,Lower Secondary Level,Yes,0.14182,35,35,0.02456,0.25909
2020,Hesse,Upper Secondary Level,Yes,0.26232,171,273,0.21004,0.31460
2020,Hesse,Upper Secondary Level,No,0.13971,102,273,0.09851,0.18091
2020,Hesse,Post-secondary Non-tertiary Level,Yes,0.31481,55,55,0.19094,0.43869
2020,Hesse,Second Stage of Tertiary Education,Yes,0.37056,189,281,0.31399,0.42712
2020,Hesse,Second Stage of Tertiary Education,No,0.12927,92,281,0.08997,0.16857
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.20914,124,222,0.15552,0.26276
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.13835,98,222,0.09283,0.18387
2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.25755,32,32,0.10362,0.41149
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.31682,92,135,0.23805,0.39560
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.16205,43,135,0.09966,0.22444
2020,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.12878,51,85,0.05715,0.20042
2020,Baden-Wuerttemberg,Lower Secondary Level,No,0.07009,34,85,0.01549,0.12469
2020,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.26142,293,454,0.22095,0.30188
2020,Baden-Wuerttemberg,Upper Secondary Level,No,0.14458,161,454,0.11220,0.17697
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.32393,81,137,0.24528,0.40258
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.19045,56,137,0.12446,0.25645
2020,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.34465,50,50,0.21158,0.47772
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.37684,303,459,0.33246,0.42122
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.16540,156,459,0.13137,0.19943
2020,Bavaria,Lower Secondary Level,Yes,0.13294,70,128,0.07389,0.19199
2020,Bavaria,Lower Secondary Level,No,0.10475,58,128,0.05149,0.15801
2020,Bavaria,Upper Secondary Level,Yes,0.25066,459,757,0.21977,0.28156
2020,Bavaria,Upper Secondary Level,No,0.17366,298,757,0.14665,0.20066
2020,Bavaria,Post-secondary Non-tertiary Level,Yes,0.37797,114,180,0.30693,0.44900
2020,Bavaria,Post-secondary Non-tertiary Level,No,0.20005,66,180,0.14144,0.25865
2020,Bavaria,First Stage of Tertiary Education,Yes,0.36340,81,112,0.27392,0.45288
2020,Bavaria,First Stage of Tertiary Education,No,0.16512,31,112,0.09604,0.23419
2020,Bavaria,Second Stage of Tertiary Education,Yes,0.34097,365,557,0.30157,0.38038
2020,Bavaria,Second Stage of Tertiary Education,No,0.17538,192,557,0.14377,0.20699
2020,Berlin,Upper Secondary Level,Yes,0.18944,79,131,0.12208,0.25680
2020,Berlin,Upper Secondary Level,No,0.09751,52,131,0.04651,0.14850
2020,Berlin,Second Stage of Tertiary Education,Yes,0.35668,166,241,0.29607,0.41728
2020,Berlin,Second Stage of Tertiary Education,No,0.08876,75,241,0.05277,0.12474
2020,Brandenburg,Upper Secondary Level,Yes,0.23335,106,167,0.16901,0.29770
2020,Brandenburg,Upper Secondary Level,No,0.12792,61,167,0.07711,0.17873
2020,Brandenburg,Post-secondary Non-tertiary Level,Yes,0.43068,31,31,0.25348,0.60787
2020,Brandenburg,Second Stage of Tertiary Education,Yes,0.27723,66,103,0.19036,0.36411
2020,Brandenburg,Second Stage of Tertiary Education,No,0.15708,37,103,0.08646,0.22770
2020,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.21154,46,46,0.09222,0.33087
2020,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.24975,33,33,0.09977,0.39973
2020,Saxony,Upper Secondary Level,Yes,0.25182,185,311,0.20350,0.30014
2020,Saxony,Upper Secondary Level,No,0.17791,126,311,0.13534,0.22048
2020,Saxony,Post-secondary Non-tertiary Level,Yes,0.48594,34,34,0.31541,0.65647
2020,Saxony,Second Stage of Tertiary Education,Yes,0.27003,110,191,0.20690,0.33316
2020,Saxony,Second Stage of Tertiary Education,No,0.19948,81,191,0.14266,0.25630
2020,Saxony-Anhalt,Upper Secondary Level,Yes,0.23434,104,156,0.16765,0.30102
2020,Saxony-Anhalt,Upper Secondary Level,No,0.09681,52,156,0.05026,0.14336
2020,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.33588,65,96,0.24091,0.43086
2020,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.10564,31,96,0.04383,0.16745
2020,Thuringa,Upper Secondary Level,Yes,0.20412,98,172,0.14371,0.26453
2020,Thuringa,Upper Secondary Level,No,0.14945,74,172,0.09601,0.20289
2020,Thuringa,Second Stage of Tertiary Education,Yes,0.35933,65,100,0.26481,0.45384
2020,Thuringa,Second Stage of Tertiary Education,No,0.10936,35,100,0.04788,0.17083
2021,Schleswig-Holstein,Upper Secondary Level,Yes,0.26956,79,79,0.17109,0.36804
2021,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.35276,57,57,0.22761,0.47791
2021,Lower Saxony,Lower Secondary Level,Yes,0.16838,33,33,0.03873,0.29804
2021,Lower Saxony,Upper Secondary Level,Yes,0.29885,174,247,0.24165,0.35606
2021,Lower Saxony,Upper Secondary Level,No,0.06979,73,247,0.03795,0.10164
2021,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.47167,63,63,0.34741,0.59593
2021,Lower Saxony,First Stage of Tertiary Education,Yes,0.47010,31,31,0.29149,0.64870
2021,Lower Saxony,Second Stage of Tertiary Education,Yes,0.40990,179,227,0.34578,0.47403
2021,Lower Saxony,Second Stage of Tertiary Education,No,0.09035,48,227,0.05297,0.12773
2021,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12087,53,86,0.05157,0.19017
2021,North Rhine-Westphalia,Lower Secondary Level,No,0.05105,33,86,0.00426,0.09784
2021,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21006,354,491,0.17399,0.24613
2021,North Rhine-Westphalia,Upper Secondary Level,No,0.09077,137,491,0.06533,0.11621
2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.41348,170,215,0.34750,0.47946
2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.10624,45,215,0.06495,0.14752
2021,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.27951,49,49,0.15256,0.40647
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.36092,337,442,0.31609,0.40574
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.10189,105,442,0.07365,0.13012
2021,Hesse,Upper Secondary Level,Yes,0.28490,118,155,0.21361,0.35618
2021,Hesse,Upper Secondary Level,No,0.05837,37,155,0.02134,0.09540
2021,Hesse,Post-secondary Non-tertiary Level,Yes,0.39731,40,40,0.24373,0.55089
2021,Hesse,Second Stage of Tertiary Education,Yes,0.38362,160,204,0.31673,0.45052
2021,Hesse,Second Stage of Tertiary Education,No,0.10675,44,204,0.06427,0.14923
2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.23733,91,139,0.16634,0.30831
2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.09006,48,139,0.04230,0.13783
2021,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.45526,32,32,0.27995,0.63057
2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.27537,80,80,0.17686,0.37387
2021,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.31450,230,324,0.26386,0.36513
2021,Baden-Wuerttemberg,Upper Secondary Level,No,0.09556,94,324,0.06350,0.12762
2021,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.40155,72,72,0.28752,0.51558
2021,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.31309,39,39,0.16564,0.46054
2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.39964,261,358,0.34883,0.45045
2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.11514,97,358,0.08203,0.14825
2021,Bavaria,Lower Secondary Level,Yes,0.10598,41,41,0.01059,0.20138
2021,Bavaria,Upper Secondary Level,Yes,0.28256,347,475,0.24203,0.32310
2021,Bavaria,Upper Secondary Level,No,0.12148,128,475,0.09207,0.15089
2021,Bavaria,Post-secondary Non-tertiary Level,Yes,0.41699,86,86,0.31217,0.52181
2021,Bavaria,First Stage of Tertiary Education,Yes,0.38681,65,65,0.26749,0.50612
2021,Bavaria,Second Stage of Tertiary Education,Yes,0.34383,293,404,0.29745,0.39020
2021,Bavaria,Second Stage of Tertiary Education,No,0.15573,111,404,0.12033,0.19114
2021,Berlin,Upper Secondary Level,Yes,0.15980,41,41,0.04624,0.27335
2021,Berlin,Second Stage of Tertiary Education,Yes,0.39388,135,182,0.32270,0.46506
2021,Berlin,Second Stage of Tertiary Education,No,0.11469,47,182,0.06827,0.16111
2021,Brandenburg,Upper Secondary Level,Yes,0.20761,57,91,0.12382,0.29141
2021,Brandenburg,Upper Secondary Level,No,0.14759,34,91,0.07431,0.22087
2021,Brandenburg,Second Stage of Tertiary Education,Yes,0.35201,59,59,0.22909,0.47492
2021,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.29265,44,44,0.15666,0.42865
2021,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.31285,34,34,0.15465,0.47104
2021,Saxony,Upper Secondary Level,Yes,0.24032,136,203,0.18140,0.29925
2021,Saxony,Upper Secondary Level,No,0.15578,67,203,0.10577,0.20580
2021,Saxony,Second Stage of Tertiary Education,Yes,0.33828,109,150,0.26231,0.41425
2021,Saxony,Second Stage of Tertiary Education,No,0.12314,41,150,0.07038,0.17591
2021,Saxony-Anhalt,Upper Secondary Level,Yes,0.21212,63,63,0.11036,0.31389
2021,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.30786,52,52,0.18117,0.43455
2021,Thuringa,Upper Secondary Level,Yes,0.21690,70,70,0.11965,0.31414
2021,Thuringa,Second Stage of Tertiary Education,Yes,0.34066,61,61,0.22074,0.46058
2022,Schleswig-Holstein,Upper Secondary Level,Yes,0.23419,95,136,0.16275,0.30563
2022,Schleswig-Holstein,Upper Secondary Level,No,0.12412,41,136,0.06850,0.17974
2022,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.42865,37,37,0.26699,0.59032
2022,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.43227,101,139,0.34961,0.51492
2022,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.16412,38,139,0.10232,0.22592
2022,Hamburg,Second Stage of Tertiary Education,Yes,0.35037,82,82,0.24647,0.45427
2022,Lower Saxony,Lower Secondary Level,Yes,0.17625,38,38,0.05347,0.29902
2022,Lower Saxony,Upper Secondary Level,Yes,0.25931,226,323,0.21144,0.30718
2022,Lower Saxony,Upper Secondary Level,No,0.11049,97,323,0.07625,0.14473
2022,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.50409,89,89,0.39963,0.60856
2022,Lower Saxony,First Stage of Tertiary Education,Yes,0.41788,48,48,0.27687,0.55888
2022,Lower Saxony,Second Stage of Tertiary Education,Yes,0.35068,258,347,0.30040,0.40096
2022,Lower Saxony,Second Stage of Tertiary Education,No,0.11582,89,347,0.08210,0.14954
2022,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14411,73,117,0.08020,0.20802
2022,North Rhine-Westphalia,Lower Secondary Level,No,0.09963,44,117,0.04513,0.15414
2022,North Rhine-Westphalia,Upper Secondary Level,Yes,0.22336,474,674,0.19189,0.25483
2022,North Rhine-Westphalia,Upper Secondary Level,No,0.09938,200,674,0.07678,0.12198
2022,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.44201,260,351,0.38998,0.49404
2022,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.12321,91,351,0.08877,0.15764
2022,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.33020,89,121,0.24606,0.41435
2022,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.12335,32,121,0.06451,0.18218
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.38055,641,840,0.34770,0.41341
2022,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.11035,199,840,0.08915,0.13155
2022,Hesse,Upper Secondary Level,Yes,0.27451,162,227,0.21633,0.33269
2022,Hesse,Upper Secondary Level,No,0.08756,65,227,0.05071,0.12441
2022,Hesse,Post-secondary Non-tertiary Level,Yes,0.43001,55,55,0.29796,0.56206
2022,Hesse,Second Stage of Tertiary Education,Yes,0.41709,274,375,0.36711,0.46706
2022,Hesse,Second Stage of Tertiary Education,No,0.15281,101,375,0.11634,0.18927
2022,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.22220,135,192,0.16324,0.28116
2022,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.14296,57,192,0.09331,0.19260
2022,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.40831,53,53,0.27471,0.54190
2022,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.33463,125,168,0.26306,0.40620
2022,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.10843,43,168,0.06127,0.15559
2022,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.26588,43,43,0.13227,0.39950
2022,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.32476,354,479,0.28278,0.36674
2022,Baden-Wuerttemberg,Upper Secondary Level,No,0.10056,125,479,0.07360,0.12752
2022,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.47251,106,141,0.38981,0.55521
2022,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.12927,35,141,0.07370,0.18485
2022,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.36822,69,69,0.25358,0.48286
2022,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.44521,490,643,0.40677,0.48365
2022,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.12035,153,643,0.09518,0.14552
2022,Bavaria,Lower Secondary Level,Yes,0.17511,64,64,0.08126,0.26896
2022,Bavaria,Upper Secondary Level,Yes,0.27516,475,690,0.24182,0.30851
2022,Bavaria,Upper Secondary Level,No,0.12667,215,690,0.10183,0.15151
2022,Bavaria,Post-secondary Non-tertiary Level,Yes,0.42044,106,148,0.34064,0.50024
2022,Bavaria,Post-secondary Non-tertiary Level,No,0.13585,42,148,0.08046,0.19123
2022,Bavaria,First Stage of Tertiary Education,Yes,0.44437,107,107,0.34978,0.53897
2022,Bavaria,Second Stage of Tertiary Education,Yes,0.38452,568,762,0.34996,0.41909
2022,Bavaria,Second Stage of Tertiary Education,No,0.13558,194,762,0.11126,0.15990
2022,Berlin,Upper Secondary Level,Yes,0.16126,74,115,0.09375,0.22877
2022,Berlin,Upper Secondary Level,No,0.09760,41,115,0.04312,0.15208
2022,Berlin,Post-secondary Non-tertiary Level,Yes,0.38978,38,38,0.23264,0.54693
2022,Berlin,Second Stage of Tertiary Education,Yes,0.35520,281,408,0.30870,0.40169
2022,Berlin,Second Stage of Tertiary Education,No,0.16373,127,408,0.12778,0.19967
2022,Brandenburg,Upper Secondary Level,Yes,0.31073,79,133,0.23178,0.38969
2022,Brandenburg,Upper Secondary Level,No,0.12148,54,133,0.06575,0.17721
2022,Brandenburg,Post-secondary Non-tertiary Level,Yes,0.56095,48,48,0.41906,0.70283
2022,Brandenburg,Second Stage of Tertiary Education,Yes,0.29463,88,134,0.21715,0.37211
2022,Brandenburg,Second Stage of Tertiary Education,No,0.18746,46,134,0.12113,0.25379
2022,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.29132,58,58,0.17337,0.40928
2022,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.19511,41,41,0.07230,0.31792
2022,Saxony,Upper Secondary Level,Yes,0.24921,202,281,0.19854,0.29988
2022,Saxony,Upper Secondary Level,No,0.10386,79,281,0.06813,0.13960
2022,Saxony,Post-secondary Non-tertiary Level,Yes,0.49623,49,49,0.35479,0.63768
2022,Saxony,First Stage of Tertiary Education,Yes,0.27284,39,39,0.13122,0.41446
2022,Saxony,Second Stage of Tertiary Education,Yes,0.29002,153,207,0.22805,0.35199
2022,Saxony,Second Stage of Tertiary Education,No,0.11379,54,207,0.07042,0.15716
2022,Saxony-Anhalt,Upper Secondary Level,Yes,0.25058,110,166,0.18446,0.31670
