year,bula_h,sex,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Berlin,male,No,0.08569,54,179,0.04457,0.12681
2018,Berlin,female,Yes,0.27233,143,185,0.20801,0.33666
2018,Berlin,female,No,0.05654,42,185,0.02317,0.08992
2018,Brandenburg,male,Yes,0.21942,124,173,0.15757,0.28127
2018,Brandenburg,male,No,0.09867,49,173,0.05410,0.14324
2018,Brandenburg,female,Yes,0.15832,118,167,0.10279,0.21386
2018,Brandenburg,female,No,0.07981,49,167,0.03858,0.12103
2018,Mecklenburg-Western Pomerania,male,Yes,0.24923,65,65,0.14325,0.35521
2018,Mecklenburg-Western Pomerania,female,Yes,0.17891,71,71,0.08912,0.26870
2018,Saxony,male,Yes,0.28373,232,345,0.23609,0.33137
2018,Saxony,male,No,0.12533,113,345,0.09034,0.16032
2018,Saxony,female,Yes,0.23881,220,340,0.19343,0.28420
2018,Saxony,female,No,0.10678,120,340,0.07390,0.13965
2018,Saxony-Anhalt,male,Yes,0.22620,121,161,0.16138,0.29103
2018,Saxony-Anhalt,male,No,0.06103,40,161,0.02394,0.09813
2018,Saxony-Anhalt,female,Yes,0.14869,118,169,0.09489,0.20249
2018,Saxony-Anhalt,female,No,0.06629,51,169,0.02867,0.10391
2018,Thuringa,male,Yes,0.24158,134,186,0.17989,0.30326
2018,Thuringa,male,No,0.09224,52,186,0.05054,0.13394
2018,Thuringa,female,Yes,0.19778,122,183,0.13991,0.25565
2018,Thuringa,female,No,0.09491,61,183,0.05233,0.13749
2019,Schleswig-Holstein,male,Yes,0.31398,145,186,0.24710,0.38086
2019,Schleswig-Holstein,male,No,0.07225,41,186,0.03494,0.10956
2019,Schleswig-Holstein,female,Yes,0.17900,123,163,0.11997,0.23803
2019,Schleswig-Holstein,female,No,0.05698,40,163,0.02128,0.09267
2019,Hamburg,male,Yes,0.21296,50,50,0.09833,0.32760
2019,Hamburg,female,Yes,0.16421,52,52,0.06254,0.26589
2019,Lower Saxony,male,Yes,0.26432,347,458,0.22389,0.30475
2019,Lower Saxony,male,No,0.07525,111,458,0.05106,0.09943
2019,Lower Saxony,female,Yes,0.21018,348,448,0.17241,0.24795
2019,Lower Saxony,female,No,0.05348,100,448,0.03262,0.07434
2019,Bremen,female,Yes,0.26444,33,33,0.11163,0.41725
2019,North Rhine-Westphalia,male,Yes,0.24222,692,903,0.21426,0.27018
2019,North Rhine-Westphalia,male,No,0.06131,211,903,0.04566,0.07697
2019,North Rhine-Westphalia,female,Yes,0.20038,630,829,0.17311,0.22765
2019,North Rhine-Westphalia,female,No,0.05338,199,829,0.03807,0.06869
2019,Hesse,male,Yes,0.28642,275,344,0.23858,0.33427
2019,Hesse,male,No,0.08877,69,344,0.05867,0.11886
2019,Hesse,female,Yes,0.23531,243,323,0.18898,0.28164
2019,Hesse,female,No,0.05979,80,323,0.03389,0.08569
2019,"Rhineland-Palatinate, Saarland",male,Yes,0.24084,202,265,0.18926,0.29242
2019,"Rhineland-Palatinate, Saarland",male,No,0.09797,63,265,0.06211,0.13384
2019,"Rhineland-Palatinate, Saarland",female,Yes,0.20077,190,254,0.15141,0.25013
2019,"Rhineland-Palatinate, Saarland",female,No,0.05834,64,254,0.02946,0.08722
2019,Baden-Wuerttemberg,male,Yes,0.30944,485,621,0.27305,0.34582
2019,Baden-Wuerttemberg,male,No,0.07585,136,621,0.05501,0.09669
2019,Baden-Wuerttemberg,female,Yes,0.21447,412,560,0.18045,0.24850
2019,Baden-Wuerttemberg,female,No,0.07617,148,560,0.05418,0.09816
2019,Bavaria,male,Yes,0.27141,590,773,0.24005,0.30278
2019,Bavaria,male,No,0.07907,183,773,0.06003,0.09810
2019,Bavaria,female,Yes,0.23477,574,772,0.20485,0.26469
2019,Bavaria,female,No,0.07722,198,772,0.05838,0.09607
2019,Berlin,male,Yes,0.20923,128,161,0.14620,0.27226
2019,Berlin,male,No,0.05899,33,161,0.02248,0.09550
2019,Berlin,female,Yes,0.22934,131,185,0.16859,0.29008
2019,Berlin,female,No,0.09313,54,185,0.05114,0.13512
2019,Brandenburg,male,Yes,0.21200,122,169,0.15020,0.27381
2019,Brandenburg,male,No,0.07799,47,169,0.03744,0.11853
2019,Brandenburg,female,Yes,0.16397,129,178,0.10942,0.21851
2019,Brandenburg,female,No,0.08681,49,178,0.04533,0.12829
2019,Mecklenburg-Western Pomerania,male,Yes,0.23296,60,60,0.12509,0.34082
2019,Mecklenburg-Western Pomerania,female,Yes,0.14303,60,60,0.05369,0.23237
2019,Saxony,male,Yes,0.27383,226,308,0.22395,0.32371
2019,Saxony,male,No,0.11318,82,308,0.07774,0.14862
2019,Saxony,female,Yes,0.24325,235,321,0.19624,0.29026
2019,Saxony,female,No,0.09303,86,321,0.06120,0.12486
2019,Saxony-Anhalt,male,Yes,0.20049,101,132,0.13193,0.26905
2019,Saxony-Anhalt,male,No,0.05907,31,132,0.01870,0.09944
2019,Saxony-Anhalt,female,Yes,0.22547,136,167,0.16189,0.28904
2019,Saxony-Anhalt,female,No,0.03885,31,167,0.00945,0.06824
2019,Thuringa,male,Yes,0.21762,127,161,0.15368,0.28156
2019,Thuringa,male,No,0.08293,34,161,0.04020,0.12566
2019,Thuringa,female,Yes,0.20392,123,168,0.14282,0.26503
2019,Thuringa,female,No,0.05463,45,168,0.02016,0.08909
2020,Schleswig-Holstein,male,Yes,0.26585,123,170,0.19925,0.33246
2020,Schleswig-Holstein,male,No,0.11633,47,170,0.06799,0.16466
2020,Schleswig-Holstein,female,Yes,0.19536,117,175,0.13645,0.25427
2020,Schleswig-Holstein,female,No,0.07895,58,175,0.03888,0.11902
2020,Hamburg,male,Yes,0.24447,47,47,0.12027,0.36866
2020,Hamburg,female,Yes,0.15476,60,60,0.06247,0.24704
2020,Lower Saxony,male,Yes,0.22124,322,500,0.18482,0.25766
2020,Lower Saxony,male,No,0.12120,178,500,0.09257,0.14984
2020,Lower Saxony,female,Yes,0.22159,329,508,0.18544,0.25775
2020,Lower Saxony,female,No,0.10119,179,508,0.07494,0.12744
2020,North Rhine-Westphalia,male,Yes,0.22343,666,995,0.19753,0.24933
2020,North Rhine-Westphalia,male,No,0.10838,329,995,0.08905,0.12770
2020,North Rhine-Westphalia,female,Yes,0.17374,618,975,0.14995,0.19754
2020,North Rhine-Westphalia,female,No,0.09707,357,975,0.07847,0.11566
2020,Hesse,male,Yes,0.26809,265,399,0.22457,0.31161
2020,Hesse,male,No,0.11193,134,399,0.08095,0.14290
2020,Hesse,female,Yes,0.20581,233,366,0.16433,0.24728
2020,Hesse,female,No,0.10425,133,366,0.07290,0.13560
2020,"Rhineland-Palatinate, Saarland",male,Yes,0.22169,164,261,0.17120,0.27218
2020,"Rhineland-Palatinate, Saarland",male,No,0.11856,97,261,0.07927,0.15786
2020,"Rhineland-Palatinate, Saarland",female,Yes,0.19027,144,263,0.14274,0.23780
2020,"Rhineland-Palatinate, Saarland",female,No,0.11482,119,263,0.07622,0.15343
2020,Baden-Wuerttemberg,male,Yes,0.25605,429,659,0.22270,0.28940
2020,Baden-Wuerttemberg,male,No,0.11506,230,659,0.09068,0.13944
2020,Baden-Wuerttemberg,female,Yes,0.20380,375,606,0.17170,0.23590
2020,Baden-Wuerttemberg,female,No,0.11510,231,606,0.08966,0.14053
2020,Bavaria,male,Yes,0.24639,591,918,0.21850,0.27428
2020,Bavaria,male,No,0.13414,327,918,0.11208,0.15620
2020,Bavaria,female,Yes,0.21145,533,877,0.18440,0.23849
2020,Bavaria,female,No,0.13705,344,877,0.11427,0.15982
2020,Berlin,male,Yes,0.19545,143,224,0.14340,0.24749
2020,Berlin,male,No,0.08135,81,224,0.04547,0.11723
2020,Berlin,female,Yes,0.25047,156,235,0.19495,0.30599
2020,Berlin,female,No,0.09710,79,235,0.05916,0.13503
2020,Brandenburg,male,Yes,0.21369,122,184,0.15430,0.27308
2020,Brandenburg,male,No,0.14346,62,184,0.09267,0.19424
2020,Brandenburg,female,Yes,0.19526,116,180,0.13719,0.25333
2020,Brandenburg,female,No,0.08407,64,180,0.04342,0.12472
2020,Mecklenburg-Western Pomerania,male,Yes,0.21282,51,51,0.09936,0.32627
2020,Mecklenburg-Western Pomerania,female,Yes,0.14614,50,81,0.06873,0.22355
2020,Mecklenburg-Western Pomerania,female,No,0.08260,31,81,0.02228,0.14292
2020,Saxony,male,Yes,0.22781,204,324,0.18207,0.27355
2020,Saxony,male,No,0.16094,120,324,0.12087,0.20102
2020,Saxony,female,Yes,0.21973,186,320,0.17429,0.26517
2020,Saxony,female,No,0.15263,134,320,0.11316,0.19209
2020,Saxony-Anhalt,male,Yes,0.23313,109,156,0.16657,0.29970
2020,Saxony-Anhalt,male,No,0.08515,47,156,0.04121,0.12909
2020,Saxony-Anhalt,female,Yes,0.18819,109,172,0.12960,0.24677
2020,Saxony-Anhalt,female,No,0.09274,63,172,0.04926,0.13621
2020,Thuringa,male,Yes,0.23460,108,167,0.17014,0.29907
2020,Thuringa,male,No,0.11291,59,167,0.06476,0.16105
2020,Thuringa,female,Yes,0.19197,100,176,0.13362,0.25033
2020,Thuringa,female,No,0.11362,76,176,0.06660,0.16064
2021,Schleswig-Holstein,male,Yes,0.25478,111,149,0.18458,0.32498
2021,Schleswig-Holstein,male,No,0.07730,38,149,0.03428,0.12033
2021,Schleswig-Holstein,female,Yes,0.19956,94,126,0.12950,0.26963
2021,Schleswig-Holstein,female,No,0.07810,32,126,0.03106,0.12514
2021,Hamburg,male,Yes,0.25403,38,38,0.11377,0.39430
2021,Hamburg,female,Yes,0.17807,42,42,0.06096,0.29517
2021,Lower Saxony,male,Yes,0.27561,252,333,0.22755,0.32367
2021,Lower Saxony,male,No,0.05844,81,333,0.03321,0.08368
2021,Lower Saxony,female,Yes,0.26647,259,347,0.21989,0.31306
2021,Lower Saxony,female,No,0.06119,88,347,0.03593,0.08644
2021,North Rhine-Westphalia,male,Yes,0.24741,516,714,0.21574,0.27908
2021,North Rhine-Westphalia,male,No,0.07757,198,714,0.05794,0.09721
2021,North Rhine-Westphalia,female,Yes,0.19085,509,681,0.16131,0.22038
2021,North Rhine-Westphalia,female,No,0.07357,172,681,0.05395,0.09319
2021,Hesse,male,Yes,0.28279,199,263,0.22826,0.33732
2021,Hesse,male,No,0.05953,64,263,0.03088,0.08818
2021,Hesse,female,Yes,0.24469,177,230,0.18901,0.30037
2021,Hesse,female,No,0.05418,53,230,0.02486,0.08351
2021,"Rhineland-Palatinate, Saarland",male,Yes,0.28364,142,204,0.22163,0.34565
2021,"Rhineland-Palatinate, Saarland",male,No,0.09048,62,204,0.05101,0.12994
2021,"Rhineland-Palatinate, Saarland",female,Yes,0.18290,115,178,0.12594,0.23985
2021,"Rhineland-Palatinate, Saarland",female,No,0.07959,63,178,0.03971,0.11946
2021,Baden-Wuerttemberg,male,Yes,0.31512,363,496,0.27419,0.35605
2021,Baden-Wuerttemberg,male,No,0.08929,133,496,0.06417,0.11441
2021,Baden-Wuerttemberg,female,Yes,0.22893,300,436,0.18945,0.26842
2021,Baden-Wuerttemberg,female,No,0.09475,136,436,0.06722,0.12227
2021,Bavaria,male,Yes,0.27026,458,606,0.23487,0.30565
2021,Bavaria,male,No,0.11701,148,606,0.09140,0.14262
2021,Bavaria,female,Yes,0.21725,414,589,0.18392,0.25058
2021,Bavaria,female,No,0.10706,175,589,0.08207,0.13205
2021,Berlin,male,Yes,0.18667,107,151,0.12431,0.24902
2021,Berlin,male,No,0.07151,44,151,0.03027,0.11275
2021,Berlin,female,Yes,0.24963,115,162,0.18278,0.31648
2021,Berlin,female,No,0.06972,47,162,0.03038,0.10906
2021,Brandenburg,male,Yes,0.26466,82,122,0.18606,0.34327
2021,Brandenburg,male,No,0.10176,40,122,0.04789,0.15563
2021,Brandenburg,female,Yes,0.18556,86,127,0.11768,0.25344
2021,Brandenburg,female,No,0.12518,41,127,0.06740,0.18297
2021,Mecklenburg-Western Pomerania,male,Yes,0.24661,50,50,0.12592,0.36730
2021,Mecklenburg-Western Pomerania,female,Yes,0.19354,53,53,0.08616,0.30093
2021,Saxony,male,Yes,0.23926,157,216,0.18223,0.29628
2021,Saxony,male,No,0.11694,59,216,0.07399,0.15990
2021,Saxony,female,Yes,0.24341,160,233,0.18818,0.29863
2021,Saxony,female,No,0.11447,73,233,0.07350,0.15544
2021,Saxony-Anhalt,male,Yes,0.26787,82,82,0.17143,0.36431
2021,Saxony-Anhalt,female,Yes,0.13041,71,105,0.06569,0.19513
2021,Saxony-Anhalt,female,No,0.09122,34,105,0.03589,0.14656
2021,Thuringa,male,Yes,0.28944,83,83,0.19128,0.38760
2021,Thuringa,female,Yes,0.19405,91,126,0.12472,0.26338
2021,Thuringa,female,No,0.13143,35,126,0.07220,0.19066
2022,Schleswig-Holstein,male,Yes,0.24125,144,211,0.18338,0.29911
2022,Schleswig-Holstein,male,No,0.13062,67,211,0.08504,0.17620
2022,Schleswig-Holstein,female,Yes,0.24118,154,203,0.18219,0.30018
2022,Schleswig-Holstein,female,No,0.06793,49,203,0.03323,0.10263
2022,Hamburg,male,Yes,0.22996,83,83,0.13887,0.32104
2022,Hamburg,female,Yes,0.24872,98,136,0.17580,0.32164
2022,Hamburg,female,No,0.08773,38,136,0.04001,0.13545
2022,Lower Saxony,male,Yes,0.25219,377,529,0.21515,0.28923
2022,Lower Saxony,male,No,0.09040,152,529,0.06594,0.11486
2022,Lower Saxony,female,Yes,0.24661,373,518,0.20945,0.28376
2022,Lower Saxony,female,No,0.08694,145,518,0.06265,0.11122
2022,Bremen,male,Yes,0.28644,31,31,0.12466,0.44822
2022,North Rhine-Westphalia,male,Yes,0.25295,916,1281,0.22914,0.27677
2022,North Rhine-Westphalia,male,No,0.10461,365,1281,0.08784,0.12138
2022,North Rhine-Westphalia,female,Yes,0.22692,915,1233,0.20353,0.25031
2022,North Rhine-Westphalia,female,No,0.07715,318,1233,0.06225,0.09205
2022,Hesse,male,Yes,0.31787,323,441,0.27436,0.36138
2022,Hesse,male,No,0.09232,118,441,0.06527,0.11936
2022,Hesse,female,Yes,0.24479,292,418,0.20352,0.28606
2022,Hesse,female,No,0.09437,126,418,0.06631,0.12243
2022,"Rhineland-Palatinate, Saarland",male,Yes,0.25659,195,285,0.20579,0.30739
2022,"Rhineland-Palatinate, Saarland",male,No,0.12224,90,285,0.08414,0.16034
2022,"Rhineland-Palatinate, Saarland",female,Yes,0.21584,205,283,0.16782,0.26385
2022,"Rhineland-Palatinate, Saarland",female,No,0.09203,78,283,0.05829,0.12577
2022,Baden-Wuerttemberg,male,Yes,0.33066,661,854,0.29909,0.36223
2022,Baden-Wuerttemberg,male,No,0.07345,193,854,0.05595,0.09096
2022,Baden-Wuerttemberg,female,Yes,0.25681,534,757,0.22567,0.28796
2022,Baden-Wuerttemberg,female,No,0.10116,223,757,0.07967,0.12266
2022,Bavaria,male,Yes,0.28404,776,1075,0.25707,0.31102
2022,Bavaria,male,No,0.11037,299,1075,0.09163,0.12911
2022,Bavaria,female,Yes,0.23281,739,1040,0.20711,0.25851
2022,Bavaria,female,No,0.10799,301,1040,0.08911,0.12686
2022,Berlin,male,Yes,0.23745,238,364,0.19368,0.28123
2022,Berlin,male,No,0.11686,126,364,0.08381,0.14991
2022,Berlin,female,Yes,0.22861,232,336,0.18364,0.27358
2022,Berlin,female,No,0.09620,104,336,0.06463,0.12778
2022,Brandenburg,male,Yes,0.25356,122,186,0.19087,0.31625
2022,Brandenburg,male,No,0.11351,64,186,0.06780,0.15922
2022,Brandenburg,female,Yes,0.20785,151,231,0.15541,0.26029
2022,Brandenburg,female,No,0.12053,80,231,0.07845,0.16261
2022,Mecklenburg-Western Pomerania,male,Yes,0.26122,72,72,0.15904,0.36341
2022,Mecklenburg-Western Pomerania,female,Yes,0.15928,76,114,0.09181,0.22676
2022,Mecklenburg-Western Pomerania,female,No,0.09063,38,114,0.03770,0.14357
2022,Saxony,male,Yes,0.25920,258,356,0.21362,0.30478
2022,Saxony,male,No,0.08463,98,356,0.05568,0.11359
2022,Saxony,female,Yes,0.19518,276,382,0.15538,0.23498
2022,Saxony,female,No,0.10376,106,382,0.07314,0.13439
2022,Saxony-Anhalt,male,Yes,0.27323,146,207,0.21238,0.33408
2022,Saxony-Anhalt,male,No,0.08942,61,207,0.05045,0.12839
2022,Saxony-Anhalt,female,Yes,0.20478,144,196,0.14814,0.26142
2022,Saxony-Anhalt,female,No,0.06878,52,196,0.03326,0.10430
2022,Thuringa,male,Yes,0.26391,121,163,0.19604,0.33178
2022,Thuringa,male,No,0.07339,42,163,0.03323,0.11355
2022,Thuringa,female,Yes,0.20711,115,185,0.14855,0.26566
2022,Thuringa,female,No,0.10669,70,185,0.06208,0.15130
