,Unnamed: 0,year,bula_h,overyn,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
34,34,1988,Bavaria,No,0.69288,726,5797,0.66472,0.72235
35,35,1988,Berlin,Yes,0.30367,60,5797,0.25952,0.34776
36,36,1988,Berlin,No,0.69633,156,5797,0.61374,0.7642
37,37,1989,Schleswig-Holstein,Yes,0.31367,52,5699,0.2801,0.35146
38,38,1989,Schleswig-Holstein,No,0.68633,121,5699,0.6284,0.75083
39,39,1989,Hamburg,Yes,0.49299,48,5699,0.42084,0.56909
40,40,1989,Hamburg,No,0.50701,68,5699,0.4092,0.5893
41,41,1989,Lower Saxony,Yes,0.39265,209,5699,0.3658,0.42145
42,42,1989,Lower Saxony,No,0.60735,343,5699,0.57386,0.64841
43,43,1989,North Rhine-Westphalia,Yes,0.36142,487,5699,0.34339,0.37806
44,44,1989,North Rhine-Westphalia,No,0.63858,982,5699,0.61052,0.66298
45,45,1989,Hesse,Yes,0.32586,167,5699,0.28576,0.36237
46,46,1989,Hesse,No,0.67414,417,5699,0.63157,0.72384
47,47,1989,"Rhineland-Palatinate, Saarland",Yes,0.35858,137,5699,0.33428,0.38141
48,48,1989,"Rhineland-Palatinate, Saarland",No,0.64142,253,5699,0.59448,0.68004
49,49,1989,Baden-Wuerttemberg,Yes,0.36293,394,5699,0.34022,0.38695
50,50,1989,Baden-Wuerttemberg,No,0.63707,789,5699,0.59959,0.67544
51,51,1989,Bavaria,Yes,0.35653,339,5699,0.338,0.3788
52,52,1989,Bavaria,No,0.64347,677,5699,0.6127,0.66941
53,53,1989,Berlin,Yes,0.3144,57,5699,0.27218,0.35772
54,54,1989,Berlin,No,0.6856,159,5699,0.61538,0.76371
55,55,1990,Schleswig-Holstein,Yes,0.3619,54,8958,0.3129,0.40535
56,56,1990,Schleswig-Holstein,No,0.6381,111,8958,0.57518,0.71476
57,57,1990,Hamburg,Yes,0.46174,40,8958,0.38278,0.52175
58,58,1990,Hamburg,No,0.53826,54,8958,0.44444,0.63014
59,59,1990,Lower Saxony,Yes,0.39562,206,8958,0.37042,0.4255
60,60,1990,Lower Saxony,No,0.60438,342,8958,0.5727,0.64753
61,61,1990,North Rhine-Westphalia,Yes,0.37657,513,8958,0.35718,0.39375
62,62,1990,North Rhine-Westphalia,No,0.62343,959,8958,0.59816,0.65324
63,63,1990,Hesse,Yes,0.36669,193,8958,0.33496,0.39898
64,64,1990,Hesse,No,0.63331,399,8958,0.58073,0.68708
65,65,1990,"Rhineland-Palatinate, Saarland",Yes,0.39302,136,8958,0.3591,0.42648
66,66,1990,"Rhineland-Palatinate, Saarland",No,0.60698,227,8958,0.56289,0.65185
67,67,1990,Baden-Wuerttemberg,Yes,0.40037,415,8958,0.37492,0.43099
68,68,1990,Baden-Wuerttemberg,No,0.59963,755,8958,0.56705,0.63345
69,69,1990,Bavaria,Yes,0.34907,328,8958,0.33114,0.36686
70,70,1990,Bavaria,No,0.65093,672,8958,0.61443,0.68158
71,71,1990,Berlin,Yes,0.30439,122,8958,0.27084,0.34352
72,72,1990,Berlin,No,0.69561,307,8958,0.64643,0.75069
73,73,1990,Brandenburg,Yes,0.29953,168,8958,0.28337,0.31724
74,74,1990,Brandenburg,No,0.70047,384,8958,0.67644,0.73167
75,75,1990,Mecklenburg-Western Pomerania,Yes,0.29575,126,8958,0.27857,0.31463
76,76,1990,Mecklenburg-Western Pomerania,No,0.70425,259,8958,0.66777,0.74242
77,77,1990,Saxony,Yes,0.32673,335,8958,0.31501,0.33818
78,78,1990,Saxony,No,0.67327,679,8958,0.65832,0.69151
79,79,1990,Saxony-Anhalt,Yes,0.30252,188,8958,0.28152,0.32557
80,80,1990,Saxony-Anhalt,No,0.69748,429,8958,0.67542,0.72523
81,81,1990,Thuringa,Yes,0.32419,184,8958,0.30457,0.34302
82,82,1990,Thuringa,No,0.67581,373,8958,0.64318,0.70461
83,83,1991,Schleswig-Holstein,Yes,0.40632,67,8498,0.3677,0.44444
84,84,1991,Schleswig-Holstein,No,0.59368,114,8498,0.53966,0.64305
85,85,1991,Hamburg,Yes,0.493,38,8498,0.42407,0.5761
86,86,1991,Hamburg,No,0.507,57,8498,0.39995,0.62612
87,87,1991,Lower Saxony,Yes,0.41963,231,8498,0.39486,0.4506
88,88,1991,Lower Saxony,No,0.58037,335,8498,0.54378,0.61616
89,89,1991,North Rhine-Westphalia,Yes,0.39219,525,8498,0.37017,0.41078
90,90,1991,North Rhine-Westphalia,No,0.60781,963,8498,0.57979,0.63541
91,91,1991,Hesse,Yes,0.37071,204,8498,0.33427,0.4043
92,92,1991,Hesse,No,0.62929,398,8498,0.58588,0.67368
93,93,1991,"Rhineland-Palatinate, Saarland",Yes,0.38724,138,8498,0.35386,0.42018
94,94,1991,"Rhineland-Palatinate, Saarland",No,0.61276,244,8498,0.56666,0.65513
95,95,1991,Baden-Wuerttemberg,Yes,0.40271,432,8498,0.38105,0.43237
96,96,1991,Baden-Wuerttemberg,No,0.59729,751,8498,0.56652,0.63186
97,97,1991,Bavaria,Yes,0.3793,358,8498,0.35746,0.40275
98,98,1991,Bavaria,No,0.6207,658,8498,0.59232,0.65005
99,99,1991,Berlin,Yes,0.3543,138,8498,0.32131,0.39136
100,100,1991,Berlin,No,0.6457,257,8498,0.58975,0.7005
101,101,1991,Brandenburg,Yes,0.24871,117,8498,0.22835,0.27245
102,102,1991,Brandenburg,No,0.75129,329,8498,0.71496,0.78426
103,103,1991,Mecklenburg-Western Pomerania,Yes,0.23825,81,8498,0.21617,0.2641
104,104,1991,Mecklenburg-Western Pomerania,No,0.76175,239,8498,0.71977,0.81017
105,105,1991,Saxony,Yes,0.2971,249,8498,0.28135,0.31676
106,106,1991,Saxony,No,0.7029,566,8498,0.67284,0.73325
107,107,1991,Saxony-Anhalt,Yes,0.23906,145,8498,0.22004,0.25867
108,108,1991,Saxony-Anhalt,No,0.76094,397,8498,0.71949,0.80164
109,109,1991,Thuringa,Yes,0.33403,151,8498,0.31302,0.36304
110,110,1991,Thuringa,No,0.66597,316,8498,0.62911,0.7075
111,111,1992,Schleswig-Holstein,Yes,0.39903,59,7922,0.35185,0.44166
112,112,1992,Schleswig-Holstein,No,0.60097,103,7922,0.55001,0.65576
113,113,1992,Hamburg,No,1.0,61,7922,0.83249,1.20482
114,114,1992,Lower Saxony,Yes,0.44482,234,7922,0.40889,0.48433
115,115,1992,Lower Saxony,No,0.55518,310,7922,0.51981,0.59047
116,116,1992,North Rhine-Westphalia,Yes,0.38581,509,7922,0.36791,0.40761
117,117,1992,North Rhine-Westphalia,No,0.61419,966,7922,0.58577,0.64303
118,118,1992,Hesse,Yes,0.38356,198,7922,0.3517,0.42321
119,119,1992,Hesse,No,0.61644,376,7922,0.56273,0.66128
120,120,1992,"Rhineland-Palatinate, Saarland",Yes,0.42646,140,7922,0.39137,0.46921
121,121,1992,"Rhineland-Palatinate, Saarland",No,0.57354,221,7922,0.53193,0.6238
122,122,1992,Baden-Wuerttemberg,Yes,0.41361,415,7922,0.38882,0.43945
123,123,1992,Baden-Wuerttemberg,No,0.58639,717,7922,0.5572,0.61994
124,124,1992,Bavaria,Yes,0.35624,348,7922,0.33688,0.37994
125,125,1992,Bavaria,No,0.64376,691,7922,0.61298,0.68011
126,126,1992,Berlin,Yes,0.41976,156,7922,0.37554,0.46178
127,127,1992,Berlin,No,0.58024,218,7922,0.52739,0.63217
128,128,1992,Brandenburg,Yes,0.38546,149,7922,0.34899,0.4248
129,129,1992,Brandenburg,No,0.61454,247,7922,0.57918,0.65457
130,130,1992,Mecklenburg-Western Pomerania,Yes,0.37509,93,7922,0.34438,0.40989
131,131,1992,Mecklenburg-Western Pomerania,No,0.62491,159,7922,0.57818,0.6677
132,132,1992,Saxony,Yes,0.41729,283,7922,0.39641,0.44172
133,133,1992,Saxony,No,0.58271,394,7922,0.55829,0.61196
134,134,1992,Saxony-Anhalt,Yes,0.37493,177,7922,0.33406,0.41402
135,135,1992,Saxony-Anhalt,No,0.62507,295,7922,0.58631,0.66398
136,136,1992,Thuringa,Yes,0.40496,159,7922,0.37327,0.43722
137,137,1992,Thuringa,No,0.59504,244,7922,0.56053,0.63675
138,138,1993,Schleswig-Holstein,Yes,0.47741,72,7696,0.42978,0.53639
139,139,1993,Schleswig-Holstein,No,0.52259,98,7696,0.46889,0.57387
140,140,1993,Hamburg,No,1.0,57,7696,0.81217,1.1801
141,141,1993,Lower Saxony,Yes,0.40498,218,7696,0.37587,0.43239
142,142,1993,Lower Saxony,No,0.59502,351,7696,0.55797,0.63572
143,143,1993,North Rhine-Westphalia,Yes,0.32326,449,7696,0.30345,0.3426
144,144,1993,North Rhine-Westphalia,No,0.67674,1005,7696,0.65074,0.70531
145,145,1993,Hesse,Yes,0.353,181,7696,0.31572,0.38839
146,146,1993,Hesse,No,0.647,388,7696,0.59349,0.70268
147,147,1993,"Rhineland-Palatinate, Saarland",Yes,0.35153,121,7696,0.3208,0.38188
148,148,1993,"Rhineland-Palatinate, Saarland",No,0.64847,223,7696,0.60072,0.70144
149,149,1993,Baden-Wuerttemberg,Yes,0.36904,375,7696,0.34361,0.39006
150,150,1993,Baden-Wuerttemberg,No,0.63096,746,7696,0.58784,0.6698
151,151,1993,Bavaria,Yes,0.34953,334,7696,0.32865,0.37003
152,152,1993,Bavaria,No,0.65047,681,7696,0.61067,0.68243
153,153,1993,Berlin,Yes,0.39041,141,7696,0.35301,0.43067
154,154,1993,Berlin,No,0.60959,215,7696,0.55932,0.6595
155,155,1993,Brandenburg,Yes,0.36091,137,7696,0.32543,0.3956
156,156,1993,Brandenburg,No,0.63909,233,7696,0.59975,0.6768
157,157,1993,Mecklenburg-Western Pomerania,Yes,0.39487,88,7696,0.35572,0.44336
158,158,1993,Mecklenburg-Western Pomerania,No,0.60513,133,7696,0.55606,0.6565
159,159,1993,Saxony,Yes,0.49733,313,7696,0.47558,0.52203
160,160,1993,Saxony,No,0.50267,328,7696,0.47352,0.52548
161,161,1993,Saxony-Anhalt,Yes,0.43269,184,7696,0.39036,0.46843
162,162,1993,Saxony-Anhalt,No,0.56731,242,7696,0.53207,0.60575
163,163,1993,Thuringa,Yes,0.42468,163,7696,0.39024,0.4635
164,164,1993,Thuringa,No,0.57532,220,7696,0.54211,0.6123
165,165,1994,Schleswig-Holstein,Yes,0.37195,60,7432,0.32182,0.42591
166,166,1994,Schleswig-Holstein,No,0.62805,108,7432,0.56064,0.684
167,167,1994,Hamburg,Yes,0.45948,33,7432,0.35416,0.55727
168,168,1994,Hamburg,No,0.54052,46,7432,0.42458,0.65025
169,169,1994,Lower Saxony,Yes,0.39498,219,7432,0.36284,0.43056
170,170,1994,Lower Saxony,No,0.60502,340,7432,0.56238,0.6415
171,171,1994,North Rhine-Westphalia,Yes,0.35618,475,7432,0.33566,0.38242
172,172,1994,North Rhine-Westphalia,No,0.64382,928,7432,0.61664,0.67649
173,173,1994,Hesse,Yes,0.40059,186,7432,0.35824,0.44821
174,174,1994,Hesse,No,0.59941,357,7432,0.55066,0.64478
175,175,1994,"Rhineland-Palatinate, Saarland",Yes,0.40731,131,7432,0.36277,0.45689
176,176,1994,"Rhineland-Palatinate, Saarland",No,0.59269,211,7432,0.54629,0.64821
177,177,1994,Baden-Wuerttemberg,Yes,0.38809,356,7432,0.35467,0.42132
178,178,1994,Baden-Wuerttemberg,No,0.61191,678,7432,0.56844,0.65428
179,179,1994,Bavaria,Yes,0.35213,329,7432,0.33013,0.37749
180,180,1994,Bavaria,No,0.64787,626,7432,0.61393,0.68315
181,181,1994,Berlin,Yes,0.4316,143,7432,0.39249,0.4779
182,182,1994,Berlin,No,0.5684,187,7432,0.51618,0.61481
183,183,1994,Brandenburg,Yes,0.42254,158,7432,0.38984,0.45708
184,184,1994,Brandenburg,No,0.57746,199,7432,0.53671,0.61988
185,185,1994,Mecklenburg-Western Pomerania,Yes,0.40336,99,7432,0.36062,0.45341
186,186,1994,Mecklenburg-Western Pomerania,No,0.59664,133,7432,0.53642,0.65255
187,187,1994,Saxony,Yes,0.4866,303,7432,0.45904,0.51737
188,188,1994,Saxony,No,0.5134,330,7432,0.488,0.54238
189,189,1994,Saxony-Anhalt,Yes,0.4625,194,7432,0.42055,0.5082
190,190,1994,Saxony-Anhalt,No,0.5375,221,7432,0.49751,0.57983
191,191,1994,Thuringa,Yes,0.49088,179,7432,0.44353,0.54266
192,192,1994,Thuringa,No,0.50912,203,7432,0.47129,0.55025
193,193,1995,Schleswig-Holstein,Yes,0.44748,71,7724,0.38708,0.51416
194,194,1995,Schleswig-Holstein,No,0.55252,89,7724,0.48865,0.61526
195,195,1995,Hamburg,Yes,0.39021,34,7724,0.2842,0.48381
196,196,1995,Hamburg,No,0.60979,43,7724,0.4967,0.72745
197,197,1995,Lower Saxony,Yes,0.44364,255,7724,0.41162,0.48046
198,198,1995,Lower Saxony,No,0.55636,336,7724,0.50807,0.59776
199,199,1995,North Rhine-Westphalia,Yes,0.41678,601,7724,0.39235,0.44549
200,200,1995,North Rhine-Westphalia,No,0.58322,903,7724,0.55871,0.61292
201,201,1995,Hesse,Yes,0.38537,189,7724,0.33964,0.43007
202,202,1995,Hesse,No,0.61463,365,7724,0.57167,0.6654
203,203,1995,"Rhineland-Palatinate, Saarland",Yes,0.38021,140,7724,0.34554,0.41356
204,204,1995,"Rhineland-Palatinate, Saarland",No,0.61979,247,7724,0.56947,0.68354
205,205,1995,Baden-Wuerttemberg,Yes,0.43074,406,7724,0.39814,0.46118
206,206,1995,Baden-Wuerttemberg,No,0.56926,666,7724,0.52617,0.60663
207,207,1995,Bavaria,Yes,0.37787,381,7724,0.35104,0.40511
208,208,1995,Bavaria,No,0.62213,636,7724,0.58966,0.66141
209,209,1995,Berlin,Yes,0.47975,153,7724,0.43456,0.52986
210,210,1995,Berlin,No,0.52025,177,7724,0.46496,0.56121
211,211,1995,Brandenburg,Yes,0.37583,138,7724,0.34,0.42399
212,212,1995,Brandenburg,No,0.62417,215,7724,0.58518,0.66809
213,213,1995,Mecklenburg-Western Pomerania,Yes,0.41925,115,7724,0.37228,0.4668
214,214,1995,Mecklenburg-Western Pomerania,No,0.58075,135,7724,0.52201,0.64495
215,215,1995,Saxony,Yes,0.51386,322,7724,0.47633,0.5525
216,216,1995,Saxony,No,0.48614,315,7724,0.45494,0.51771
217,217,1995,Saxony-Anhalt,Yes,0.42207,175,7724,0.38467,0.46832
218,218,1995,Saxony-Anhalt,No,0.57793,233,7724,0.53447,0.63187
219,219,1995,Thuringa,Yes,0.48582,181,7724,0.44588,0.54091
220,220,1995,Thuringa,No,0.51418,203,7724,0.47702,0.56527
221,221,1996,Schleswig-Holstein,Yes,0.44129,73,7496,0.37899,0.49999
222,222,1996,Schleswig-Holstein,No,0.55871,98,7496,0.48672,0.6262
223,223,1996,Hamburg,No,1.0,46,7496,0.84191,1.22591
224,224,1996,Lower Saxony,Yes,0.42091,255,7496,0.39017,0.45499
225,225,1996,Lower Saxony,No,0.57909,345,7496,0.53597,0.6328
226,226,1996,North Rhine-Westphalia,Yes,0.40326,568,7496,0.37808,0.42877
227,227,1996,North Rhine-Westphalia,No,0.59674,899,7496,0.56294,0.62248
228,228,1996,Hesse,Yes,0.42894,193,7496,0.38346,0.47702
229,229,1996,Hesse,No,0.57106,333,7496,0.50909,0.61867
230,230,1996,"Rhineland-Palatinate, Saarland",Yes,0.39071,147,7496,0.34882,0.42664
231,231,1996,"Rhineland-Palatinate, Saarland",No,0.60929,243,7496,0.54905,0.65796
232,232,1996,Baden-Wuerttemberg,Yes,0.42914,396,7496,0.39819,0.46227
233,233,1996,Baden-Wuerttemberg,No,0.57086,615,7496,0.52752,0.60551
234,234,1996,Bavaria,Yes,0.41902,407,7496,0.39151,0.44891
235,235,1996,Bavaria,No,0.58098,593,7496,0.54948,0.61737
236,236,1996,Berlin,Yes,0.44926,142,7496,0.40427,0.50245
237,237,1996,Berlin,No,0.55074,171,7496,0.49824,0.60927
238,238,1996,Brandenburg,Yes,0.37444,136,7496,0.34491,0.41107
239,239,1996,Brandenburg,No,0.62556,201,7496,0.58038,0.67669
240,240,1996,Mecklenburg-Western Pomerania,Yes,0.41558,91,7496,0.36215,0.47629
241,241,1996,Mecklenburg-Western Pomerania,No,0.58442,131,7496,0.52684,0.64262
242,242,1996,Saxony,Yes,0.49313,314,7496,0.46121,0.52582
243,243,1996,Saxony,No,0.50687,333,7496,0.47094,0.54217
244,244,1996,Saxony-Anhalt,Yes,0.43061,161,7496,0.39413,0.48302
245,245,1996,Saxony-Anhalt,No,0.56939,223,7496,0.5214,0.6142
246,246,1996,Thuringa,Yes,0.50006,187,7496,0.45005,0.54016
247,247,1996,Thuringa,No,0.49994,195,7496,0.45553,0.54845
248,248,1997,Schleswig-Holstein,Yes,0.66653,67,4479,0.57051,0.75408
249,249,1997,Schleswig-Holstein,No,0.33347,37,4479,0.27563,0.39377
250,250,1997,Lower Saxony,Yes,0.69493,276,4479,0.62896,0.74583
251,251,1997,Lower Saxony,No,0.30507,120,4479,0.26029,0.34392
252,252,1997,North Rhine-Westphalia,Yes,0.73108,567,4479,0.68666,0.77602
253,253,1997,North Rhine-Westphalia,No,0.26892,238,4479,0.24202,0.29538
254,254,1997,Hesse,Yes,0.7307,194,4479,0.65363,0.8017
255,255,1997,Hesse,No,0.2693,84,4479,0.22126,0.3379
256,256,1997,"Rhineland-Palatinate, Saarland",Yes,0.68563,155,4479,0.61673,0.75766
257,257,1997,"Rhineland-Palatinate, Saarland",No,0.31437,72,4479,0.27307,0.34829
258,258,1997,Baden-Wuerttemberg,Yes,0.73321,399,4479,0.66906,0.79581
259,259,1997,Baden-Wuerttemberg,No,0.26679,169,4479,0.2278,0.3064
260,260,1997,Bavaria,Yes,0.68278,378,4479,0.62458,0.74065
261,261,1997,Bavaria,No,0.31722,214,4479,0.28658,0.34803
262,262,1997,Berlin,Yes,0.75,150,4479,0.67976,0.83227
263,263,1997,Berlin,No,0.25,44,4479,0.19275,0.31743
264,264,1997,Brandenburg,Yes,0.65166,145,4479,0.59594,0.70893
265,265,1997,Brandenburg,No,0.34834,80,4479,0.30452,0.40182
266,266,1997,Mecklenburg-Western Pomerania,Yes,0.68692,102,4479,0.5905,0.79477
267,267,1997,Mecklenburg-Western Pomerania,No,0.31308,47,4479,0.26216,0.36395
268,268,1997,Saxony,Yes,0.66635,287,4479,0.61054,0.71714
269,269,1997,Saxony,No,0.33365,132,4479,0.29748,0.37677
270,270,1997,Saxony-Anhalt,Yes,0.69394,177,4479,0.6333,0.77089
271,271,1997,Saxony-Anhalt,No,0.30606,85,4479,0.26372,0.3389
272,272,1997,Thuringa,Yes,0.69879,186,4479,0.63579,0.76802
273,273,1997,Thuringa,No,0.30121,74,4479,0.25331,0.34374
274,274,1998,Schleswig-Holstein,Yes,0.70822,92,4930,0.63348,0.80005
275,275,1998,Schleswig-Holstein,No,0.29178,37,4930,0.23304,0.344
276,276,1998,Lower Saxony,Yes,0.6835,311,4930,0.6356,0.73912
277,277,1998,Lower Saxony,No,0.3165,139,4930,0.28936,0.35053
278,278,1998,North Rhine-Westphalia,Yes,0.74076,659,4930,0.69825,0.77848
279,279,1998,North Rhine-Westphalia,No,0.25924,251,4930,0.24141,0.2801
280,280,1998,Hesse,Yes,0.72006,224,4930,0.65042,0.77882
281,281,1998,Hesse,No,0.27994,93,4930,0.23747,0.31651
282,282,1998,"Rhineland-Palatinate, Saarland",Yes,0.68277,168,4930,0.61578,0.74326
283,283,1998,"Rhineland-Palatinate, Saarland",No,0.31723,77,4930,0.27911,0.3676
284,284,1998,Baden-Wuerttemberg,Yes,0.71644,430,4930,0.66127,0.77017
285,285,1998,Baden-Wuerttemberg,No,0.28356,176,4930,0.24863,0.32027
286,286,1998,Bavaria,Yes,0.73133,461,4930,0.68177,0.78731
287,287,1998,Bavaria,No,0.26867,185,4930,0.24717,0.28952
288,288,1998,Berlin,Yes,0.69976,134,4930,0.63142,0.77216
289,289,1998,Berlin,No,0.30024,53,4930,0.25176,0.338
290,290,1998,Brandenburg,Yes,0.66615,144,4930,0.59917,0.74774
291,291,1998,Brandenburg,No,0.33385,80,4930,0.28826,0.37746
292,292,1998,Mecklenburg-Western Pomerania,Yes,0.66017,115,4930,0.58277,0.72956
293,293,1998,Mecklenburg-Western Pomerania,No,0.33983,55,4930,0.28446,0.39329
294,294,1998,Saxony,Yes,0.66374,334,4930,0.61863,0.71081
295,295,1998,Saxony,No,0.33626,153,4930,0.30511,0.36582
296,296,1998,Saxony-Anhalt,Yes,0.71653,192,4930,0.64865,0.77878
297,297,1998,Saxony-Anhalt,No,0.28347,84,4930,0.25327,0.31629
298,298,1998,Thuringa,Yes,0.6607,186,4930,0.61224,0.7249
299,299,1998,Thuringa,No,0.3393,97,4930,0.299,0.37283
300,300,1999,Schleswig-Holstein,Yes,0.70998,84,4864,0.61933,0.80926
301,301,1999,Schleswig-Holstein,No,0.29002,39,4864,0.2351,0.33853
302,302,1999,Hamburg,Yes,1.0,40,4864,0.81731,1.17511
303,303,1999,Lower Saxony,Yes,0.69884,312,4864,0.63507,0.74895
304,304,1999,Lower Saxony,No,0.30116,140,4864,0.26521,0.3338
305,305,1999,North Rhine-Westphalia,Yes,0.7316,675,4864,0.69163,0.7677
306,306,1999,North Rhine-Westphalia,No,0.2684,219,4864,0.24823,0.29871
307,307,1999,Hesse,Yes,0.74537,216,4864,0.68878,0.81561
308,308,1999,Hesse,No,0.25463,83,4864,0.21795,0.28961
309,309,1999,"Rhineland-Palatinate, Saarland",Yes,0.66459,149,4864,0.59448,0.73763
310,310,1999,"Rhineland-Palatinate, Saarland",No,0.33541,83,4864,0.30057,0.37046
311,311,1999,Baden-Wuerttemberg,Yes,0.7644,442,4864,0.70056,0.81575
312,312,1999,Baden-Wuerttemberg,No,0.2356,143,4864,0.20343,0.26296
313,313,1999,Bavaria,Yes,0.69942,457,4864,0.65241,0.75598
314,314,1999,Bavaria,No,0.30058,198,4864,0.26968,0.33166
315,315,1999,Berlin,Yes,0.73205,137,4864,0.65358,0.82337
316,316,1999,Berlin,No,0.26795,49,4864,0.22446,0.3147
317,317,1999,Brandenburg,Yes,0.64143,138,4864,0.5812,0.71632
318,318,1999,Brandenburg,No,0.35857,73,4864,0.29101,0.41547
319,319,1999,Mecklenburg-Western Pomerania,Yes,0.60587,107,4864,0.53062,0.69422
320,320,1999,Mecklenburg-Western Pomerania,No,0.39413,58,4864,0.32475,0.48482
321,321,1999,Saxony,Yes,0.73045,335,4864,0.68288,0.78897
322,322,1999,Saxony,No,0.26955,131,4864,0.24149,0.30434
323,323,1999,Saxony-Anhalt,Yes,0.65139,180,4864,0.59341,0.71561
324,324,1999,Saxony-Anhalt,No,0.34861,83,4864,0.29931,0.39916
325,325,1999,Thuringa,Yes,0.68052,202,4864,0.61653,0.73981
326,326,1999,Thuringa,No,0.31948,91,4864,0.27374,0.37189
327,327,2000,Schleswig-Holstein,Yes,0.71735,160,8107,0.66339,0.77188
328,328,2000,Schleswig-Holstein,No,0.28265,59,8107,0.24185,0.3259
329,329,2000,Hamburg,Yes,0.58593,68,8107,0.51972,0.65507
330,330,2000,Hamburg,No,0.41407,48,8107,0.35589,0.46288
331,331,2000,Lower Saxony,Yes,0.65857,494,8107,0.62566,0.69054
332,332,2000,Lower Saxony,No,0.34143,248,8107,0.31517,0.36407
333,333,2000,Bremen,Yes,1.0,36,8107,0.79467,1.18859
334,334,2000,North Rhine-Westphalia,Yes,0.69262,1122,8107,0.66649,0.71869
335,335,2000,North Rhine-Westphalia,No,0.30738,502,8107,0.29249,0.32083
336,336,2000,Hesse,Yes,0.69319,390,8107,0.66154,0.72766
337,337,2000,Hesse,No,0.30681,159,8107,0.27899,0.33377
338,338,2000,"Rhineland-Palatinate, Saarland",Yes,0.66998,288,8107,0.62856,0.71062
339,339,2000,"Rhineland-Palatinate, Saarland",No,0.33002,145,8107,0.30663,0.36165
340,340,2000,Baden-Wuerttemberg,Yes,0.74544,753,8107,0.71161,0.78196
341,341,2000,Baden-Wuerttemberg,No,0.25456,252,8107,0.23419,0.27627
342,342,2000,Bavaria,Yes,0.69114,832,8107,0.66444,0.71706
343,343,2000,Bavaria,No,0.30886,348,8107,0.28953,0.32517
344,344,2000,Berlin,Yes,0.64215,179,8107,0.60373,0.68876
345,345,2000,Berlin,No,0.35785,95,8107,0.32927,0.39015
346,346,2000,Brandenburg,Yes,0.65988,231,8107,0.61735,0.70119
347,347,2000,Brandenburg,No,0.34012,114,8107,0.30743,0.37508
348,348,2000,Mecklenburg-Western Pomerania,Yes,0.59772,126,8107,0.52241,0.67461
349,349,2000,Mecklenburg-Western Pomerania,No,0.40228,73,8107,0.35546,0.46759
350,350,2000,Saxony,Yes,0.67617,435,8107,0.636,0.71354
351,351,2000,Saxony,No,0.32383,186,8107,0.29816,0.3474
352,352,2000,Saxony-Anhalt,Yes,0.66786,249,8107,0.62869,0.71068
353,353,2000,Saxony-Anhalt,No,0.33214,120,8107,0.30061,0.3668
