,Unnamed: 0,year,bula_h,overyn,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
710,710,2014,Hamburg,No,0.23567,39,9951,0.13521,0.35706
711,711,2014,Lower Saxony,Yes,0.72027,676,9951,0.6551,0.7749
712,712,2014,Lower Saxony,No,0.27973,277,9951,0.24332,0.31656
713,713,2014,Bremen,Yes,1.0,51,9951,0.62011,1.48121
714,714,2014,North Rhine-Westphalia,Yes,0.73704,1380,9951,0.68392,0.78165
715,715,2014,North Rhine-Westphalia,No,0.26296,537,9951,0.23819,0.28833
716,716,2014,Hesse,Yes,0.72734,551,9951,0.65478,0.79737
717,717,2014,Hesse,No,0.27266,209,9951,0.23315,0.31422
718,718,2014,"Rhineland-Palatinate, Saarland",Yes,0.71277,390,9951,0.6225,0.80419
719,719,2014,"Rhineland-Palatinate, Saarland",No,0.28723,156,9951,0.24632,0.33292
720,720,2014,Baden-Wuerttemberg,Yes,0.7913,962,9951,0.73295,0.86442
721,721,2014,Baden-Wuerttemberg,No,0.2087,307,9951,0.18537,0.23057
722,722,2014,Bavaria,Yes,0.71381,1276,9951,0.6665,0.76481
723,723,2014,Bavaria,No,0.28619,540,9951,0.25392,0.31798
724,724,2014,Berlin,Yes,0.76871,277,9951,0.6792,0.86668
725,725,2014,Berlin,No,0.23129,84,9951,0.18668,0.28587
726,726,2014,Brandenburg,Yes,0.65502,225,9951,0.56795,0.76947
727,727,2014,Brandenburg,No,0.34498,96,9951,0.27261,0.43983
728,728,2014,Mecklenburg-Western Pomerania,Yes,0.67773,132,9951,0.53608,0.82837
729,729,2014,Mecklenburg-Western Pomerania,No,0.32227,54,9951,0.24108,0.4024
730,730,2014,Saxony,Yes,0.67787,428,9951,0.60099,0.75468
731,731,2014,Saxony,No,0.32213,199,9951,0.26532,0.39987
732,732,2014,Saxony-Anhalt,Yes,0.72055,237,9951,0.63271,0.84541
733,733,2014,Saxony-Anhalt,No,0.27945,97,9951,0.21834,0.34926
734,734,2014,Thuringa,Yes,0.67179,264,9951,0.5604,0.78968
735,735,2014,Thuringa,No,0.32821,98,9951,0.27678,0.37742
736,736,2015,Schleswig-Holstein,Yes,0.76131,244,9488,0.66169,0.87427
737,737,2015,Schleswig-Holstein,No,0.23869,80,9488,0.17943,0.29721
738,738,2015,Hamburg,Yes,0.73746,96,9488,0.5514,0.93508
739,739,2015,Hamburg,No,0.26254,32,9488,0.14242,0.43064
740,740,2015,Lower Saxony,Yes,0.75149,689,9488,0.68057,0.82275
741,741,2015,Lower Saxony,No,0.24851,243,9488,0.21585,0.28777
742,742,2015,Bremen,Yes,1.0,46,9488,0.65534,1.4484
743,743,2015,North Rhine-Westphalia,Yes,0.76431,1302,9488,0.71174,0.81996
744,744,2015,North Rhine-Westphalia,No,0.23569,403,9488,0.21164,0.26531
745,745,2015,Hesse,Yes,0.71757,551,9488,0.64667,0.79428
746,746,2015,Hesse,No,0.28243,196,9488,0.22687,0.33206
747,747,2015,"Rhineland-Palatinate, Saarland",Yes,0.75764,390,9488,0.67336,0.84428
748,748,2015,"Rhineland-Palatinate, Saarland",No,0.24236,118,9488,0.18567,0.2993
749,749,2015,Baden-Wuerttemberg,Yes,0.83425,1053,9488,0.76465,0.90115
750,750,2015,Baden-Wuerttemberg,No,0.16575,235,9488,0.14412,0.19097
751,751,2015,Bavaria,Yes,0.77334,1360,9488,0.72405,0.82601
752,752,2015,Bavaria,No,0.22666,409,9488,0.1975,0.25965
753,753,2015,Berlin,Yes,0.77878,258,9488,0.68992,0.87772
754,754,2015,Berlin,No,0.22122,68,9488,0.17171,0.27196
755,755,2015,Brandenburg,Yes,0.70407,234,9488,0.61077,0.80236
756,756,2015,Brandenburg,No,0.29593,82,9488,0.21583,0.37068
757,757,2015,Mecklenburg-Western Pomerania,Yes,0.72404,117,9488,0.6022,0.88369
758,758,2015,Mecklenburg-Western Pomerania,No,0.27596,48,9488,0.21379,0.34782
759,759,2015,Saxony,Yes,0.71809,421,9488,0.64215,0.78613
760,760,2015,Saxony,No,0.28191,157,9488,0.22732,0.35082
761,761,2015,Saxony-Anhalt,Yes,0.69169,235,9488,0.57232,0.81339
762,762,2015,Saxony-Anhalt,No,0.30831,77,9488,0.22803,0.41574
763,763,2015,Thuringa,Yes,0.77267,260,9488,0.65829,0.90579
764,764,2015,Thuringa,No,0.22733,84,9488,0.16552,0.29228
765,765,2016,Schleswig-Holstein,Yes,0.73992,218,8995,0.64761,0.84823
766,766,2016,Schleswig-Holstein,No,0.26008,70,8995,0.19993,0.31968
767,767,2016,Hamburg,Yes,1.0,93,8995,0.7737,1.23056
768,768,2016,Lower Saxony,Yes,0.72108,706,8995,0.64557,0.80047
769,769,2016,Lower Saxony,No,0.27892,218,8995,0.23481,0.32593
770,770,2016,Bremen,Yes,1.0,48,8995,0.64423,1.46945
771,771,2016,North Rhine-Westphalia,Yes,0.78874,1265,8995,0.72741,0.83452
772,772,2016,North Rhine-Westphalia,No,0.21126,401,8995,0.18453,0.23947
773,773,2016,Hesse,Yes,0.80183,520,8995,0.73816,0.89241
774,774,2016,Hesse,No,0.19817,145,8995,0.16331,0.23014
775,775,2016,"Rhineland-Palatinate, Saarland",Yes,0.7162,382,8995,0.63388,0.80951
776,776,2016,"Rhineland-Palatinate, Saarland",No,0.2838,126,8995,0.2241,0.34457
777,777,2016,Baden-Wuerttemberg,Yes,0.79726,971,8995,0.73303,0.85631
778,778,2016,Baden-Wuerttemberg,No,0.20274,255,8995,0.17292,0.23998
779,779,2016,Bavaria,Yes,0.76873,1192,8995,0.71605,0.82343
780,780,2016,Bavaria,No,0.23127,391,8995,0.20351,0.25687
781,781,2016,Berlin,Yes,0.78262,254,8995,0.66987,0.8963
782,782,2016,Berlin,No,0.21738,66,8995,0.16057,0.28339
783,783,2016,Brandenburg,Yes,0.72391,233,8995,0.62107,0.85103
784,784,2016,Brandenburg,No,0.27609,74,8995,0.19275,0.36652
785,785,2016,Mecklenburg-Western Pomerania,Yes,0.69065,122,8995,0.55426,0.83776
786,786,2016,Mecklenburg-Western Pomerania,No,0.30935,49,8995,0.23286,0.39117
787,787,2016,Saxony,Yes,0.71321,404,8995,0.62504,0.81304
788,788,2016,Saxony,No,0.28679,163,8995,0.23809,0.34101
789,789,2016,Saxony-Anhalt,Yes,0.75867,227,8995,0.64323,0.87915
790,790,2016,Saxony-Anhalt,No,0.24133,72,8995,0.20231,0.28686
791,791,2016,Thuringa,Yes,0.68525,241,8995,0.57127,0.81189
792,792,2016,Thuringa,No,0.31475,89,8995,0.24558,0.40112
793,793,2017,Schleswig-Holstein,Yes,0.76034,282,9692,0.65737,0.85377
794,794,2017,Schleswig-Holstein,No,0.23966,76,9692,0.18677,0.31357
795,795,2017,Hamburg,Yes,1.0,98,9692,0.81954,1.26369
796,796,2017,Lower Saxony,Yes,0.76086,766,9692,0.68933,0.83235
797,797,2017,Lower Saxony,No,0.23914,232,9692,0.20195,0.2776
798,798,2017,Bremen,Yes,1.0,62,9692,0.74074,1.31087
799,799,2017,North Rhine-Westphalia,Yes,0.74957,1309,9692,0.69813,0.79994
800,800,2017,North Rhine-Westphalia,No,0.25043,444,9692,0.22592,0.27954
801,801,2017,Hesse,Yes,0.78655,567,9692,0.71657,0.86494
802,802,2017,Hesse,No,0.21345,152,9692,0.17164,0.25023
803,803,2017,"Rhineland-Palatinate, Saarland",Yes,0.76323,395,9692,0.70143,0.84202
804,804,2017,"Rhineland-Palatinate, Saarland",No,0.23677,147,9692,0.20107,0.28457
805,805,2017,Baden-Wuerttemberg,Yes,0.79402,1048,9692,0.7429,0.85322
806,806,2017,Baden-Wuerttemberg,No,0.20598,256,9692,0.17986,0.23625
807,807,2017,Bavaria,Yes,0.75107,1276,9692,0.70275,0.79958
808,808,2017,Bavaria,No,0.24893,428,9692,0.22111,0.28122
809,809,2017,Berlin,Yes,0.81024,262,9692,0.72166,0.9164
810,810,2017,Berlin,No,0.18976,63,9692,0.13912,0.24116
811,811,2017,Brandenburg,Yes,0.76654,236,9692,0.65413,0.87283
812,812,2017,Brandenburg,No,0.23346,84,9692,0.18284,0.29911
813,813,2017,Mecklenburg-Western Pomerania,Yes,0.73562,128,9692,0.57927,0.89415
814,814,2017,Mecklenburg-Western Pomerania,No,0.26438,48,9692,0.1965,0.34715
815,815,2017,Saxony,Yes,0.75396,456,9692,0.67623,0.83585
816,816,2017,Saxony,No,0.24604,191,9692,0.20565,0.29153
817,817,2017,Saxony-Anhalt,Yes,0.75641,245,9692,0.66415,0.87523
818,818,2017,Saxony-Anhalt,No,0.24359,76,9692,0.19767,0.30648
819,819,2017,Thuringa,Yes,0.72219,258,9692,0.62295,0.81465
820,820,2017,Thuringa,No,0.27781,107,9692,0.22428,0.33071
821,821,2018,Schleswig-Holstein,Yes,0.74087,279,10140,0.65041,0.85418
822,822,2018,Schleswig-Holstein,No,0.25913,102,10140,0.21212,0.31485
823,823,2018,Hamburg,Yes,0.74114,111,10140,0.56396,0.92281
824,824,2018,Hamburg,No,0.25886,38,10140,0.17533,0.36085
825,825,2018,Lower Saxony,Yes,0.73491,759,10140,0.67688,0.80278
826,826,2018,Lower Saxony,No,0.26509,268,10140,0.22833,0.30229
827,827,2018,Bremen,Yes,1.0,58,10140,0.59332,1.46043
828,828,2018,North Rhine-Westphalia,Yes,0.75628,1409,10140,0.71377,0.8007
829,829,2018,North Rhine-Westphalia,No,0.24372,499,10140,0.22091,0.2711
830,830,2018,Hesse,Yes,0.73333,536,10140,0.6578,0.82428
831,831,2018,Hesse,No,0.26667,181,10140,0.22018,0.31117
832,832,2018,"Rhineland-Palatinate, Saarland",Yes,0.71235,413,10140,0.61712,0.79885
833,833,2018,"Rhineland-Palatinate, Saarland",No,0.28765,177,10140,0.23308,0.33928
834,834,2018,Baden-Wuerttemberg,Yes,0.8259,1039,10140,0.77306,0.88412
835,835,2018,Baden-Wuerttemberg,No,0.1741,272,10140,0.14805,0.20428
836,836,2018,Bavaria,Yes,0.75698,1267,10140,0.68942,0.81618
837,837,2018,Bavaria,No,0.24302,457,10140,0.20835,0.26643
838,838,2018,Berlin,Yes,0.76255,268,10140,0.65957,0.86733
839,839,2018,Berlin,No,0.23745,96,10140,0.1938,0.30161
840,840,2018,Brandenburg,Yes,0.68133,242,10140,0.58691,0.79108
841,841,2018,Brandenburg,No,0.31867,98,10140,0.25494,0.40552
842,842,2018,Mecklenburg-Western Pomerania,Yes,0.7702,136,10140,0.60794,0.94675
843,843,2018,Mecklenburg-Western Pomerania,No,0.2298,51,10140,0.17909,0.29154
844,844,2018,Saxony,Yes,0.69346,452,10140,0.60684,0.76897
845,845,2018,Saxony,No,0.30654,233,10140,0.25968,0.36098
846,846,2018,Saxony-Anhalt,Yes,0.74415,239,10140,0.63426,0.86212
847,847,2018,Saxony-Anhalt,No,0.25585,91,10140,0.20917,0.29899
848,848,2018,Thuringa,Yes,0.70219,256,10140,0.60982,0.80266
849,849,2018,Thuringa,No,0.29781,113,10140,0.23846,0.37521
850,850,2019,Schleswig-Holstein,Yes,0.78734,268,9173,0.67116,0.89654
851,851,2019,Schleswig-Holstein,No,0.21266,81,9173,0.15976,0.28245
852,852,2019,Hamburg,Yes,1.0,102,9173,0.80874,1.23259
853,853,2019,Lower Saxony,Yes,0.78586,695,9173,0.71316,0.84963
854,854,2019,Lower Saxony,No,0.21414,211,9173,0.18655,0.24567
855,855,2019,Bremen,Yes,1.0,60,9173,0.68876,1.39036
856,856,2019,North Rhine-Westphalia,Yes,0.79503,1322,9173,0.74441,0.85752
857,857,2019,North Rhine-Westphalia,No,0.20497,410,9173,0.18035,0.2307
858,858,2019,Hesse,Yes,0.77835,518,9173,0.68022,0.87326
859,859,2019,Hesse,No,0.22165,149,9173,0.17679,0.27194
860,860,2019,"Rhineland-Palatinate, Saarland",Yes,0.74069,392,9173,0.65292,0.83685
861,861,2019,"Rhineland-Palatinate, Saarland",No,0.25931,127,9173,0.20285,0.3162
862,862,2019,Baden-Wuerttemberg,Yes,0.77205,897,9173,0.70641,0.82573
863,863,2019,Baden-Wuerttemberg,No,0.22795,284,9173,0.19503,0.26428
864,864,2019,Bavaria,Yes,0.76519,1164,9173,0.71311,0.81738
865,865,2019,Bavaria,No,0.23481,381,9173,0.20465,0.26822
866,866,2019,Berlin,Yes,0.74072,259,9173,0.64684,0.87254
867,867,2019,Berlin,No,0.25928,87,9173,0.19343,0.33688
868,868,2019,Brandenburg,Yes,0.69703,251,9173,0.58126,0.82014
869,869,2019,Brandenburg,No,0.30297,96,9173,0.20725,0.39107
870,870,2019,Mecklenburg-Western Pomerania,Yes,0.67652,120,9173,0.54833,0.83933
871,871,2019,Mecklenburg-Western Pomerania,No,0.32348,42,9173,0.20976,0.49077
872,872,2019,Saxony,Yes,0.71539,461,9173,0.63525,0.8082
873,873,2019,Saxony,No,0.28461,168,9173,0.23728,0.34684
874,874,2019,Saxony-Anhalt,Yes,0.81336,237,9173,0.69985,1.00183
875,875,2019,Saxony-Anhalt,No,0.18664,62,9173,0.14467,0.23524
876,876,2019,Thuringa,Yes,0.75255,250,9173,0.63773,0.91707
877,877,2019,Thuringa,No,0.24745,79,9173,0.1886,0.31402
878,878,2020,Schleswig-Holstein,Yes,0.70566,240,10185,0.59434,0.82414
879,879,2020,Schleswig-Holstein,No,0.29434,105,10185,0.22239,0.38448
880,880,2020,Hamburg,Yes,0.66124,107,10185,0.49081,0.81372
881,881,2020,Hamburg,No,0.33876,59,10185,0.23674,0.43994
882,882,2020,Lower Saxony,Yes,0.66477,651,10185,0.59832,0.73221
883,883,2020,Lower Saxony,No,0.33523,357,10185,0.28964,0.3788
884,884,2020,Bremen,Yes,1.0,53,10185,0.68846,1.35324
885,885,2020,North Rhine-Westphalia,Yes,0.65998,1286,10185,0.60344,0.70718
886,886,2020,North Rhine-Westphalia,No,0.34002,686,10185,0.30523,0.37541
887,887,2020,Hesse,Yes,0.68812,498,10185,0.61581,0.77369
888,888,2020,Hesse,No,0.31188,267,10185,0.26399,0.35971
889,889,2020,"Rhineland-Palatinate, Saarland",Yes,0.6365,308,10185,0.55747,0.72572
890,890,2020,"Rhineland-Palatinate, Saarland",No,0.3635,216,10185,0.29661,0.44055
891,891,2020,Baden-Wuerttemberg,Yes,0.66835,804,10185,0.60721,0.72714
892,892,2020,Baden-Wuerttemberg,No,0.33165,461,10185,0.29686,0.36752
893,893,2020,Bavaria,Yes,0.62796,1124,10185,0.56687,0.67697
894,894,2020,Bavaria,No,0.37204,671,10185,0.32986,0.41731
895,895,2020,Berlin,Yes,0.71583,299,10185,0.60337,0.8418
896,896,2020,Berlin,No,0.28417,160,10185,0.23818,0.33812
897,897,2020,Brandenburg,Yes,0.63782,238,10185,0.52869,0.73066
898,898,2020,Brandenburg,No,0.36218,126,10185,0.27747,0.4571
899,899,2020,Mecklenburg-Western Pomerania,Yes,0.69708,101,10185,0.5373,0.8703
900,900,2020,Mecklenburg-Western Pomerania,No,0.30292,53,10185,0.2096,0.38746
901,901,2020,Saxony,Yes,0.59015,390,10185,0.51719,0.66514
902,902,2020,Saxony,No,0.40985,254,10185,0.35358,0.46142
903,903,2020,Saxony-Anhalt,Yes,0.70427,218,10185,0.59746,0.84228
904,904,2020,Saxony-Anhalt,No,0.29573,110,10185,0.24978,0.34946
905,905,2020,Thuringa,Yes,0.65327,208,10185,0.52887,0.77476
906,906,2020,Thuringa,No,0.34673,135,10185,0.27161,0.42268
907,907,2021,Schleswig-Holstein,Yes,0.74367,205,7099,0.61837,0.88779
908,908,2021,Schleswig-Holstein,No,0.25633,70,7099,0.18478,0.34491
909,909,2021,Hamburg,Yes,0.74161,80,7099,0.52251,0.96387
910,910,2021,Hamburg,No,0.25839,37,7099,0.15487,0.39655
911,911,2021,Lower Saxony,Yes,0.81916,511,7099,0.71873,0.90839
912,912,2021,Lower Saxony,No,0.18084,169,7099,0.1482,0.21679
913,913,2021,Bremen,Yes,1.0,36,7099,0.54696,1.50623
914,914,2021,North Rhine-Westphalia,Yes,0.7428,1026,7099,0.68667,0.82819
915,915,2021,North Rhine-Westphalia,No,0.2572,371,7099,0.21506,0.29523
916,916,2021,Hesse,Yes,0.81901,376,7099,0.70677,0.92757
917,917,2021,Hesse,No,0.18099,117,7099,0.14348,0.23324
918,918,2021,"Rhineland-Palatinate, Saarland",Yes,0.73449,257,7099,0.60701,0.86596
919,919,2021,"Rhineland-Palatinate, Saarland",No,0.26551,125,7099,0.20982,0.32439
920,920,2021,Baden-Wuerttemberg,Yes,0.7487,663,7099,0.68617,0.82767
921,921,2021,Baden-Wuerttemberg,No,0.2513,269,7099,0.2128,0.29558
922,922,2021,Bavaria,Yes,0.68738,872,7099,0.62497,0.75856
923,923,2021,Bavaria,No,0.31262,323,7099,0.26591,0.37623
924,924,2021,Berlin,Yes,0.75738,222,7099,0.64568,0.90237
925,925,2021,Berlin,No,0.24262,91,7099,0.19511,0.29963
926,926,2021,Brandenburg,Yes,0.66548,168,7099,0.52394,0.84899
927,927,2021,Brandenburg,No,0.33452,81,7099,0.25303,0.4486
928,928,2021,Mecklenburg-Western Pomerania,Yes,0.72805,103,7099,0.5712,0.9124
929,929,2021,Mecklenburg-Western Pomerania,No,0.27195,39,7099,0.17172,0.4035
930,930,2021,Saxony,Yes,0.67724,318,7099,0.58854,0.79015
931,931,2021,Saxony,No,0.32276,132,7099,0.26404,0.39139
932,932,2021,Saxony-Anhalt,Yes,0.69961,153,7099,0.52836,0.85201
933,933,2021,Saxony-Anhalt,No,0.30039,60,7099,0.18422,0.43373
934,934,2021,Thuringa,Yes,0.69581,174,7099,0.54725,0.9132
935,935,2021,Thuringa,No,0.30419,51,7099,0.20304,0.40661
