,Unnamed: 0,year,bula_h,rentown,hlc0178,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
90,90,2018,Brandenburg,Tenant,No,1.0,370,15213,0.88504,1.13353
91,91,2018,Mecklenburg-Western Pomerania,Owner,No,1.0,120,15213,0.81889,1.16713
92,92,2018,Mecklenburg-Western Pomerania,Tenant,No,1.0,251,15213,0.84495,1.15141
93,93,2018,Saxony,Owner,No,1.0,341,15213,0.8884,1.12573
94,94,2018,Saxony,Tenant,No,1.0,623,15213,0.91715,1.10128
95,95,2018,Saxony-Anhalt,Owner,No,1.0,223,15213,0.88021,1.13496
96,96,2018,Saxony-Anhalt,Tenant,No,1.0,345,15213,0.8827,1.12333
97,97,2018,Thuringa,Owner,No,1.0,242,15213,0.81571,1.16295
98,98,2018,Thuringa,Tenant,No,1.0,327,15213,0.88583,1.11409
99,99,2019,Schleswig-Holstein,Owner,No,1.0,322,15858,0.84135,1.16091
100,100,2019,Schleswig-Holstein,Tenant,No,1.0,251,15858,0.8872,1.14418
101,101,2019,Hamburg,Owner,No,1.0,108,15858,0.78542,1.26432
102,102,2019,Hamburg,Tenant,No,1.0,241,15858,0.86773,1.1352
103,103,2019,Lower Saxony,Owner,No,1.0,792,15858,0.91987,1.07919
104,104,2019,Lower Saxony,Tenant,No,1.0,662,15858,0.91714,1.09179
105,105,2019,Bremen,Owner,No,1.0,48,15858,0.58124,1.32797
106,106,2019,Bremen,Tenant,No,1.0,81,15858,0.74882,1.27809
107,107,2019,North Rhine-Westphalia,Owner,Yes,0.03805,64,15858,0.02914,0.05045
108,108,2019,North Rhine-Westphalia,Owner,No,0.96195,1500,15858,0.8985,1.02464
109,109,2019,North Rhine-Westphalia,Tenant,No,1.0,1687,15858,0.9449,1.05269
110,110,2019,Hesse,Owner,No,1.0,517,15858,0.90035,1.08289
111,111,2019,Hesse,Tenant,No,1.0,543,15858,0.90514,1.10253
112,112,2019,"Rhineland-Palatinate, Saarland",Owner,No,1.0,482,15858,0.9088,1.0995
113,113,2019,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,403,15858,0.87256,1.11735
114,114,2019,Baden-Wuerttemberg,Owner,Yes,0.03327,47,15858,0.02183,0.047
115,115,2019,Baden-Wuerttemberg,Owner,No,0.96673,919,15858,0.89664,1.04288
116,116,2019,Baden-Wuerttemberg,Tenant,No,1.0,712,15858,0.9245,1.07535
117,117,2019,Bavaria,Owner,Yes,0.02577,40,15858,0.01584,0.03628
118,118,2019,Bavaria,Owner,No,0.97423,1281,15858,0.91144,1.04414
119,119,2019,Bavaria,Tenant,No,1.0,1184,15858,0.932,1.08509
120,120,2019,Berlin,Owner,No,1.0,150,15858,0.8112,1.18747
121,121,2019,Berlin,Tenant,No,1.0,570,15858,0.91012,1.09151
122,122,2019,Brandenburg,Owner,No,1.0,352,15858,0.88478,1.14524
123,123,2019,Brandenburg,Tenant,No,1.0,355,15858,0.89112,1.13714
124,124,2019,Mecklenburg-Western Pomerania,Owner,No,1.0,163,15858,0.79376,1.2372
125,125,2019,Mecklenburg-Western Pomerania,Tenant,No,1.0,233,15858,0.84651,1.15592
126,126,2019,Saxony,Owner,No,1.0,416,15858,0.88872,1.1476
127,127,2019,Saxony,Tenant,No,1.0,600,15858,0.92708,1.08839
128,128,2019,Saxony-Anhalt,Owner,No,1.0,258,15858,0.85307,1.16493
129,129,2019,Saxony-Anhalt,Tenant,No,1.0,303,15858,0.86939,1.14132
130,130,2019,Thuringa,Owner,No,1.0,278,15858,0.814,1.21135
131,131,2019,Thuringa,Tenant,No,1.0,296,15858,0.86972,1.11488
132,132,2020,Schleswig-Holstein,Owner,No,1.0,281,16052,0.87484,1.16151
133,133,2020,Schleswig-Holstein,Tenant,No,1.0,251,16052,0.88138,1.15439
134,134,2020,Hamburg,Owner,No,1.0,93,16052,0.77079,1.23876
135,135,2020,Hamburg,Tenant,No,1.0,261,16052,0.8604,1.13741
136,136,2020,Lower Saxony,Owner,No,1.0,712,16052,0.92601,1.07983
137,137,2020,Lower Saxony,Tenant,No,1.0,740,16052,0.91059,1.07317
138,138,2020,Bremen,Owner,No,1.0,48,16052,0.65927,1.43231
139,139,2020,Bremen,Tenant,No,1.0,90,16052,0.72749,1.2969
140,140,2020,North Rhine-Westphalia,Owner,Yes,0.03483,52,16052,0.02618,0.04608
141,141,2020,North Rhine-Westphalia,Owner,No,0.96517,1302,16052,0.90026,1.0288
142,142,2020,North Rhine-Westphalia,Tenant,Yes,0.0227,34,16052,0.01481,0.03381
143,143,2020,North Rhine-Westphalia,Tenant,No,0.9773,2009,16052,0.92324,1.0339
144,144,2020,Hesse,Owner,No,1.0,458,16052,0.89493,1.10592
145,145,2020,Hesse,Tenant,No,1.0,632,16052,0.90518,1.10707
146,146,2020,"Rhineland-Palatinate, Saarland",Owner,No,1.0,422,16052,0.89981,1.10262
147,147,2020,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,425,16052,0.86434,1.13021
148,148,2020,Baden-Wuerttemberg,Owner,Yes,0.04175,35,16052,0.02656,0.05892
149,149,2020,Baden-Wuerttemberg,Owner,No,0.95825,842,16052,0.88945,1.04372
150,150,2020,Baden-Wuerttemberg,Tenant,No,1.0,852,16052,0.92273,1.07961
151,151,2020,Bavaria,Owner,Yes,0.04491,60,16052,0.0311,0.06289
152,152,2020,Bavaria,Owner,No,0.95509,1111,16052,0.89655,1.0197
153,153,2020,Bavaria,Tenant,No,1.0,1444,16052,0.92531,1.07569
154,154,2020,Berlin,Owner,No,1.0,133,16052,0.8171,1.24007
155,155,2020,Berlin,Tenant,No,1.0,701,16052,0.903,1.1114
156,156,2020,Brandenburg,Owner,No,1.0,311,16052,0.8872,1.12957
157,157,2020,Brandenburg,Tenant,No,1.0,353,16052,0.87642,1.1358
158,158,2020,Mecklenburg-Western Pomerania,Owner,No,1.0,119,16052,0.78097,1.26774
159,159,2020,Mecklenburg-Western Pomerania,Tenant,No,1.0,213,16052,0.84834,1.12273
160,160,2020,Saxony,Owner,No,1.0,355,16052,0.87467,1.12045
161,161,2020,Saxony,Tenant,No,1.0,601,16052,0.919,1.08978
162,162,2020,Saxony-Anhalt,Owner,No,1.0,238,16052,0.85819,1.1747
163,163,2020,Saxony-Anhalt,Tenant,No,1.0,314,16052,0.87636,1.13521
164,164,2020,Thuringa,Owner,No,1.0,245,16052,0.83276,1.18545
165,165,2020,Thuringa,Tenant,No,1.0,315,16052,0.87231,1.13966
166,166,2021,Schleswig-Holstein,Owner,No,1.0,235,10795,0.83495,1.17147
167,167,2021,Schleswig-Holstein,Tenant,No,1.0,179,10795,0.83084,1.20245
168,168,2021,Hamburg,Owner,No,1.0,69,10795,0.67408,1.27384
169,169,2021,Hamburg,Tenant,No,1.0,186,10795,0.83564,1.13505
170,170,2021,Lower Saxony,Owner,No,1.0,543,10795,0.89548,1.09133
171,171,2021,Lower Saxony,Tenant,No,1.0,490,10795,0.87773,1.09219
172,172,2021,Bremen,Tenant,No,1.0,56,10795,0.70924,1.35162
173,173,2021,North Rhine-Westphalia,Owner,Yes,0.03907,40,10795,0.02477,0.05357
174,174,2021,North Rhine-Westphalia,Owner,No,0.96093,962,10795,0.89139,1.0381
175,175,2021,North Rhine-Westphalia,Tenant,No,1.0,1252,10795,0.94211,1.06898
176,176,2021,Hesse,Owner,No,1.0,311,10795,0.8696,1.17018
177,177,2021,Hesse,Tenant,No,1.0,361,10795,0.88456,1.12655
178,178,2021,"Rhineland-Palatinate, Saarland",Owner,No,1.0,286,10795,0.87994,1.13176
179,179,2021,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,234,10795,0.84009,1.14594
180,180,2021,Baden-Wuerttemberg,Owner,No,1.0,629,10795,0.91109,1.08651
181,181,2021,Baden-Wuerttemberg,Tenant,No,1.0,553,10795,0.91497,1.11904
182,182,2021,Bavaria,Owner,Yes,0.02633,40,10795,0.01744,0.03333
183,183,2021,Bavaria,Owner,No,0.97367,822,10795,0.89906,1.0478
184,184,2021,Bavaria,Tenant,No,1.0,873,10795,0.91386,1.08832
185,185,2021,Berlin,Owner,No,1.0,101,10795,0.7383,1.24357
186,186,2021,Berlin,Tenant,No,1.0,433,10795,0.87036,1.12074
187,187,2021,Brandenburg,Owner,No,1.0,220,10795,0.85965,1.1521
188,188,2021,Brandenburg,Tenant,No,1.0,216,10795,0.84043,1.18346
189,189,2021,Mecklenburg-Western Pomerania,Owner,No,1.0,100,10795,0.73262,1.23717
190,190,2021,Mecklenburg-Western Pomerania,Tenant,No,1.0,157,10795,0.82736,1.16807
191,191,2021,Saxony,Owner,No,1.0,259,10795,0.86398,1.16223
192,192,2021,Saxony,Tenant,No,1.0,453,10795,0.90408,1.10412
193,193,2021,Saxony-Anhalt,Owner,No,1.0,149,10795,0.81584,1.2107
194,194,2021,Saxony-Anhalt,Tenant,No,1.0,213,10795,0.86206,1.18639
195,195,2021,Thuringa,Owner,No,1.0,161,10795,0.78494,1.25981
196,196,2021,Thuringa,Tenant,No,1.0,212,10795,0.84338,1.11954
