,Unnamed: 0,year,bula_h,quintil_oecd_hh,hlc0178,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
109,109,2017,Bavaria,3rd Quintile,No,1.0,481,15192,0.90508,1.08273
110,110,2017,Bavaria,4th Quintile,No,1.0,521,15192,0.91106,1.08948
111,111,2017,Bavaria,5th Quintile,No,1.0,565,15192,0.91502,1.07699
112,112,2017,Berlin,1st Quintile,No,1.0,161,15192,0.85327,1.1515
113,113,2017,Berlin,2nd Quintile,No,1.0,141,15192,0.85968,1.14975
114,114,2017,Berlin,3rd Quintile,No,1.0,118,15192,0.83231,1.16969
115,115,2017,Berlin,4th Quintile,No,1.0,113,15192,0.79599,1.15256
116,116,2017,Berlin,5th Quintile,No,1.0,115,15192,0.85031,1.20102
117,117,2017,Brandenburg,1st Quintile,No,1.0,157,15192,0.84458,1.16342
118,118,2017,Brandenburg,2nd Quintile,No,1.0,150,15192,0.82398,1.21485
119,119,2017,Brandenburg,3rd Quintile,No,1.0,139,15192,0.82548,1.18335
120,120,2017,Brandenburg,4th Quintile,No,1.0,94,15192,0.80511,1.18018
121,121,2017,Brandenburg,5th Quintile,No,1.0,66,15192,0.77913,1.27372
122,122,2017,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,110,15192,0.82767,1.25053
123,123,2017,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,90,15192,0.80365,1.21435
124,124,2017,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,78,15192,0.79373,1.19753
125,125,2017,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,43,15192,0.76949,1.22328
126,126,2017,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,38,15192,0.79794,1.2278
127,127,2017,Saxony,1st Quintile,No,1.0,229,15192,0.88029,1.12982
128,128,2017,Saxony,2nd Quintile,No,1.0,266,15192,0.88103,1.122
129,129,2017,Saxony,3rd Quintile,No,1.0,221,15192,0.86466,1.15372
130,130,2017,Saxony,4th Quintile,No,1.0,159,15192,0.85973,1.16697
131,131,2017,Saxony,5th Quintile,No,1.0,90,15192,0.78431,1.2239
132,132,2017,Saxony-Anhalt,1st Quintile,No,1.0,168,15192,0.84018,1.20598
133,133,2017,Saxony-Anhalt,2nd Quintile,No,1.0,138,15192,0.8437,1.14335
134,134,2017,Saxony-Anhalt,3rd Quintile,No,1.0,101,15192,0.81298,1.17749
135,135,2017,Saxony-Anhalt,4th Quintile,No,1.0,84,15192,0.83259,1.22433
136,136,2017,Saxony-Anhalt,5th Quintile,No,1.0,64,15192,0.80018,1.20572
137,137,2017,Thuringa,1st Quintile,No,1.0,125,15192,0.7787,1.20987
138,138,2017,Thuringa,2nd Quintile,No,1.0,161,15192,0.86712,1.13153
139,139,2017,Thuringa,3rd Quintile,No,1.0,128,15192,0.84923,1.14225
140,140,2017,Thuringa,4th Quintile,No,1.0,102,15192,0.76342,1.24008
141,141,2017,Thuringa,5th Quintile,No,1.0,62,15192,0.68942,1.35655
142,142,2018,Schleswig-Holstein,1st Quintile,No,1.0,126,15016,0.82174,1.20659
143,143,2018,Schleswig-Holstein,2nd Quintile,No,1.0,122,15016,0.79775,1.24065
144,144,2018,Schleswig-Holstein,3rd Quintile,No,1.0,109,15016,0.81322,1.23501
145,145,2018,Schleswig-Holstein,4th Quintile,No,1.0,86,15016,0.84237,1.22803
146,146,2018,Schleswig-Holstein,5th Quintile,No,1.0,94,15016,0.81076,1.21857
147,147,2018,Hamburg,1st Quintile,No,1.0,70,15016,0.77158,1.25608
148,148,2018,Hamburg,2nd Quintile,No,1.0,55,15016,0.75562,1.32567
149,149,2018,Hamburg,3rd Quintile,No,1.0,59,15016,0.76299,1.22024
150,150,2018,Hamburg,4th Quintile,No,1.0,63,15016,0.79058,1.23151
151,151,2018,Hamburg,5th Quintile,No,1.0,73,15016,0.76491,1.26516
152,152,2018,Lower Saxony,1st Quintile,No,1.0,304,15016,0.88469,1.12835
153,153,2018,Lower Saxony,2nd Quintile,No,1.0,300,15016,0.88096,1.14284
154,154,2018,Lower Saxony,3rd Quintile,No,1.0,287,15016,0.86439,1.14894
155,155,2018,Lower Saxony,4th Quintile,No,1.0,272,15016,0.89865,1.11117
156,156,2018,Lower Saxony,5th Quintile,No,1.0,281,15016,0.8903,1.14819
157,157,2018,Bremen,1st Quintile,No,1.0,37,15016,0.58775,1.41788
158,158,2018,Bremen,5th Quintile,No,1.0,33,15016,0.61666,1.42398
159,159,2018,North Rhine-Westphalia,1st Quintile,No,1.0,699,15016,0.9149,1.08959
160,160,2018,North Rhine-Westphalia,2nd Quintile,No,1.0,662,15016,0.90221,1.08502
161,161,2018,North Rhine-Westphalia,3rd Quintile,No,1.0,554,15016,0.90345,1.09676
162,162,2018,North Rhine-Westphalia,4th Quintile,No,1.0,557,15016,0.92289,1.0654
163,163,2018,North Rhine-Westphalia,5th Quintile,No,1.0,631,15016,0.91804,1.08026
164,164,2018,Hesse,1st Quintile,No,1.0,188,15016,0.84452,1.14014
165,165,2018,Hesse,2nd Quintile,No,1.0,169,15016,0.82543,1.15955
166,166,2018,Hesse,3rd Quintile,No,1.0,171,15016,0.83826,1.16518
167,167,2018,Hesse,4th Quintile,No,1.0,205,15016,0.8672,1.12026
168,168,2018,Hesse,5th Quintile,No,1.0,239,15016,0.89891,1.12728
169,169,2018,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,193,15016,0.83361,1.17628
170,170,2018,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,195,15016,0.84533,1.15688
171,171,2018,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,158,15016,0.85777,1.15292
172,172,2018,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,170,15016,0.88078,1.12359
173,173,2018,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,152,15016,0.84937,1.16726
174,174,2018,Baden-Wuerttemberg,1st Quintile,No,1.0,195,15016,0.8667,1.14713
175,175,2018,Baden-Wuerttemberg,2nd Quintile,No,1.0,300,15016,0.89002,1.11039
176,176,2018,Baden-Wuerttemberg,3rd Quintile,No,1.0,301,15016,0.88274,1.10234
177,177,2018,Baden-Wuerttemberg,4th Quintile,No,1.0,367,15016,0.90209,1.10324
178,178,2018,Baden-Wuerttemberg,5th Quintile,No,1.0,413,15016,0.90527,1.10635
179,179,2018,Bavaria,1st Quintile,No,1.0,385,15016,0.89317,1.11572
180,180,2018,Bavaria,2nd Quintile,No,1.0,468,15016,0.89004,1.11229
181,181,2018,Bavaria,3rd Quintile,No,1.0,428,15016,0.90331,1.13136
182,182,2018,Bavaria,4th Quintile,No,1.0,507,15016,0.91407,1.0994
183,183,2018,Bavaria,5th Quintile,No,1.0,555,15016,0.89515,1.10813
184,184,2018,Berlin,1st Quintile,No,1.0,179,15016,0.85827,1.15622
185,185,2018,Berlin,2nd Quintile,No,1.0,141,15016,0.83531,1.16811
186,186,2018,Berlin,3rd Quintile,No,1.0,118,15016,0.83567,1.17817
187,187,2018,Berlin,4th Quintile,No,1.0,120,15016,0.79168,1.13417
188,188,2018,Berlin,5th Quintile,No,1.0,120,15016,0.82137,1.15583
189,189,2018,Brandenburg,1st Quintile,No,1.0,181,15016,0.82959,1.21402
190,190,2018,Brandenburg,2nd Quintile,No,1.0,165,15016,0.87393,1.15913
191,191,2018,Brandenburg,3rd Quintile,No,1.0,143,15016,0.83373,1.16995
192,192,2018,Brandenburg,4th Quintile,No,1.0,82,15016,0.81113,1.18009
193,193,2018,Brandenburg,5th Quintile,No,1.0,62,15016,0.7446,1.28893
194,194,2018,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,123,15016,0.7902,1.20284
195,195,2018,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,107,15016,0.82831,1.24049
196,196,2018,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,59,15016,0.75956,1.35227
197,197,2018,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,48,15016,0.78549,1.29023
198,198,2018,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,34,15016,0.65616,1.35136
199,199,2018,Saxony,1st Quintile,No,1.0,220,15016,0.86495,1.17467
200,200,2018,Saxony,2nd Quintile,No,1.0,299,15016,0.89271,1.11579
201,201,2018,Saxony,3rd Quintile,No,1.0,218,15016,0.84051,1.14212
202,202,2018,Saxony,4th Quintile,No,1.0,133,15016,0.83289,1.19651
203,203,2018,Saxony,5th Quintile,No,1.0,94,15016,0.78031,1.26074
204,204,2018,Saxony-Anhalt,1st Quintile,No,1.0,182,15016,0.84822,1.21147
205,205,2018,Saxony-Anhalt,2nd Quintile,No,1.0,144,15016,0.85162,1.13924
206,206,2018,Saxony-Anhalt,3rd Quintile,No,1.0,113,15016,0.82348,1.1867
207,207,2018,Saxony-Anhalt,4th Quintile,No,1.0,70,15016,0.79313,1.29968
208,208,2018,Saxony-Anhalt,5th Quintile,No,1.0,59,15016,0.77359,1.19976
209,209,2018,Thuringa,1st Quintile,No,1.0,146,15016,0.82128,1.16552
210,210,2018,Thuringa,2nd Quintile,No,1.0,167,15016,0.86256,1.15291
211,211,2018,Thuringa,3rd Quintile,No,1.0,109,15016,0.81237,1.22735
212,212,2018,Thuringa,4th Quintile,No,1.0,87,15016,0.71281,1.26859
213,213,2018,Thuringa,5th Quintile,No,1.0,60,15016,0.72305,1.31971
214,214,2019,Schleswig-Holstein,1st Quintile,No,1.0,104,15712,0.80433,1.20395
215,215,2019,Schleswig-Holstein,2nd Quintile,No,1.0,108,15712,0.8165,1.22721
216,216,2019,Schleswig-Holstein,3rd Quintile,No,1.0,119,15712,0.77784,1.20173
217,217,2019,Schleswig-Holstein,4th Quintile,No,1.0,98,15712,0.79621,1.24581
218,218,2019,Schleswig-Holstein,5th Quintile,No,1.0,144,15712,0.74847,1.24159
219,219,2019,Hamburg,1st Quintile,No,1.0,68,15712,0.74779,1.26347
220,220,2019,Hamburg,2nd Quintile,No,1.0,54,15712,0.78238,1.30501
221,221,2019,Hamburg,3rd Quintile,No,1.0,52,15712,0.79659,1.26153
222,222,2019,Hamburg,4th Quintile,No,1.0,58,15712,0.8084,1.29821
223,223,2019,Hamburg,5th Quintile,No,1.0,117,15712,0.7575,1.29
224,224,2019,Lower Saxony,1st Quintile,No,1.0,274,15712,0.86668,1.12407
225,225,2019,Lower Saxony,2nd Quintile,No,1.0,282,15712,0.86312,1.14515
226,226,2019,Lower Saxony,3rd Quintile,No,1.0,261,15712,0.86691,1.13954
227,227,2019,Lower Saxony,4th Quintile,No,1.0,289,15712,0.897,1.13435
228,228,2019,Lower Saxony,5th Quintile,No,1.0,348,15712,0.86094,1.14025
229,229,2019,Bremen,1st Quintile,No,1.0,36,15712,0.73728,1.29944
230,230,2019,Bremen,5th Quintile,No,1.0,31,15712,0.55757,1.61959
231,231,2019,North Rhine-Westphalia,1st Quintile,No,1.0,631,15712,0.89978,1.09356
232,232,2019,North Rhine-Westphalia,2nd Quintile,No,1.0,590,15712,0.91468,1.09087
233,233,2019,North Rhine-Westphalia,3rd Quintile,No,1.0,522,15712,0.9031,1.08092
234,234,2019,North Rhine-Westphalia,4th Quintile,No,1.0,565,15712,0.9246,1.08586
235,235,2019,North Rhine-Westphalia,5th Quintile,Yes,0.0399,38,15712,0.02661,0.05568
236,236,2019,North Rhine-Westphalia,5th Quintile,No,0.9601,879,15712,0.8671,1.04967
237,237,2019,Hesse,1st Quintile,No,1.0,157,15712,0.86922,1.20721
238,238,2019,Hesse,2nd Quintile,No,1.0,162,15712,0.83256,1.16446
239,239,2019,Hesse,3rd Quintile,No,1.0,182,15712,0.85883,1.13455
240,240,2019,Hesse,4th Quintile,No,1.0,198,15712,0.84325,1.16767
241,241,2019,Hesse,5th Quintile,No,1.0,361,15712,0.85608,1.14205
242,242,2019,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,180,15712,0.82629,1.16806
243,243,2019,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,169,15712,0.85041,1.1676
244,244,2019,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,148,15712,0.83334,1.16138
245,245,2019,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,159,15712,0.84489,1.15509
246,246,2019,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,229,15712,0.8152,1.16742
247,247,2019,Baden-Wuerttemberg,1st Quintile,No,1.0,212,15712,0.87756,1.12079
248,248,2019,Baden-Wuerttemberg,2nd Quintile,No,1.0,234,15712,0.87748,1.13968
249,249,2019,Baden-Wuerttemberg,3rd Quintile,No,1.0,287,15712,0.87149,1.11941
250,250,2019,Baden-Wuerttemberg,4th Quintile,No,1.0,359,15712,0.90118,1.1271
251,251,2019,Baden-Wuerttemberg,5th Quintile,Yes,0.04218,33,15712,0.02189,0.07139
252,252,2019,Baden-Wuerttemberg,5th Quintile,No,0.95782,539,15712,0.84077,1.06255
253,253,2019,Bavaria,1st Quintile,No,1.0,327,15712,0.90204,1.11657
254,254,2019,Bavaria,2nd Quintile,No,1.0,433,15712,0.87551,1.10283
255,255,2019,Bavaria,3rd Quintile,No,1.0,452,15712,0.9139,1.11038
256,256,2019,Bavaria,4th Quintile,No,1.0,522,15712,0.90316,1.11188
257,257,2019,Bavaria,5th Quintile,No,1.0,730,15712,0.89518,1.11439
258,258,2019,Berlin,1st Quintile,No,1.0,157,15712,0.82035,1.19122
259,259,2019,Berlin,2nd Quintile,No,1.0,131,15712,0.84401,1.18379
260,260,2019,Berlin,3rd Quintile,No,1.0,133,15712,0.87162,1.17315
261,261,2019,Berlin,4th Quintile,No,1.0,123,15712,0.8094,1.21438
262,262,2019,Berlin,5th Quintile,No,1.0,175,15712,0.83177,1.2152
263,263,2019,Brandenburg,1st Quintile,No,1.0,169,15712,0.84591,1.17755
264,264,2019,Brandenburg,2nd Quintile,No,1.0,148,15712,0.80786,1.20285
265,265,2019,Brandenburg,3rd Quintile,No,1.0,133,15712,0.84431,1.20324
266,266,2019,Brandenburg,4th Quintile,No,1.0,115,15712,0.80147,1.21565
267,267,2019,Brandenburg,5th Quintile,No,1.0,141,15712,0.78211,1.265
268,268,2019,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,108,15712,0.81592,1.21043
269,269,2019,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,89,15712,0.76997,1.26933
270,270,2019,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,78,15712,0.71233,1.30762
271,271,2019,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,50,15712,0.78706,1.24933
272,272,2019,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,71,15712,0.64067,1.38047
273,273,2019,Saxony,1st Quintile,No,1.0,199,15712,0.85367,1.16427
274,274,2019,Saxony,2nd Quintile,No,1.0,254,15712,0.87619,1.14115
275,275,2019,Saxony,3rd Quintile,No,1.0,225,15712,0.86091,1.15401
276,276,2019,Saxony,4th Quintile,No,1.0,155,15712,0.82118,1.22693
277,277,2019,Saxony,5th Quintile,No,1.0,182,15712,0.74697,1.2032
278,278,2019,Saxony-Anhalt,1st Quintile,No,1.0,143,15712,0.83117,1.19966
279,279,2019,Saxony-Anhalt,2nd Quintile,No,1.0,134,15712,0.83008,1.16181
280,280,2019,Saxony-Anhalt,3rd Quintile,No,1.0,101,15712,0.81111,1.21974
281,281,2019,Saxony-Anhalt,4th Quintile,No,1.0,78,15712,0.77627,1.28289
282,282,2019,Saxony-Anhalt,5th Quintile,No,1.0,105,15712,0.73788,1.27157
283,283,2019,Thuringa,1st Quintile,No,1.0,125,15712,0.83596,1.19315
284,284,2019,Thuringa,2nd Quintile,No,1.0,145,15712,0.82712,1.1618
285,285,2019,Thuringa,3rd Quintile,No,1.0,123,15712,0.82913,1.2091
286,286,2019,Thuringa,4th Quintile,No,1.0,83,15712,0.6777,1.4134
287,287,2019,Thuringa,5th Quintile,No,1.0,98,15712,0.66172,1.44991
288,288,2020,Schleswig-Holstein,1st Quintile,No,1.0,104,15821,0.77386,1.21926
289,289,2020,Schleswig-Holstein,2nd Quintile,No,1.0,109,15821,0.85563,1.16371
290,290,2020,Schleswig-Holstein,3rd Quintile,No,1.0,97,15821,0.81782,1.2049
291,291,2020,Schleswig-Holstein,4th Quintile,No,1.0,103,15821,0.76134,1.22329
292,292,2020,Schleswig-Holstein,5th Quintile,No,1.0,119,15821,0.80727,1.19294
293,293,2020,Hamburg,1st Quintile,No,1.0,67,15821,0.76028,1.30109
294,294,2020,Hamburg,2nd Quintile,No,1.0,56,15821,0.74433,1.28751
295,295,2020,Hamburg,3rd Quintile,No,1.0,64,15821,0.71231,1.27168
296,296,2020,Hamburg,4th Quintile,No,1.0,63,15821,0.7414,1.27237
297,297,2020,Hamburg,5th Quintile,No,1.0,103,15821,0.7558,1.31548
298,298,2020,Lower Saxony,1st Quintile,No,1.0,325,15821,0.85978,1.14545
299,299,2020,Lower Saxony,2nd Quintile,No,1.0,309,15821,0.84922,1.15321
300,300,2020,Lower Saxony,3rd Quintile,No,1.0,248,15821,0.87208,1.16112
301,301,2020,Lower Saxony,4th Quintile,No,1.0,254,15821,0.87791,1.14754
302,302,2020,Lower Saxony,5th Quintile,No,1.0,311,15821,0.88521,1.13733
303,303,2020,Bremen,1st Quintile,No,1.0,43,15821,0.65769,1.4154
304,304,2020,North Rhine-Westphalia,1st Quintile,No,1.0,786,15821,0.89678,1.09693
305,305,2020,North Rhine-Westphalia,2nd Quintile,No,1.0,665,15821,0.91975,1.08406
306,306,2020,North Rhine-Westphalia,3rd Quintile,No,1.0,555,15821,0.90803,1.08649
307,307,2020,North Rhine-Westphalia,4th Quintile,No,1.0,559,15821,0.90496,1.10316
308,308,2020,North Rhine-Westphalia,5th Quintile,Yes,0.04521,35,15821,0.02903,0.06335
309,309,2020,North Rhine-Westphalia,5th Quintile,No,0.95479,738,15821,0.86522,1.03961
310,310,2020,Hesse,1st Quintile,No,1.0,204,15821,0.87002,1.18222
