"year","hhtyp","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2013","Alleinerziehende","Staedtischer Raum","25917.88","22906.5","3832","25486.72","26349.04"
"2013","Paar mit Kind(ern)","Laendlicher Raum","46110.53","41714.5","8993","45626.05","46595.01"
"2013","Paar mit Kind(ern)","Staedtischer Raum","51892.93","45550.5","17928","51367.07","52418.79"
"2013","Sonstige","Laendlicher Raum","42956.73","36530","615","41015.74","44897.72"
"2013","Sonstige","Staedtischer Raum","39614.25","36493","1205","38427.63","40800.87"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","33955.02","30636","3240","33333.29","34576.75"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","41868.08","35766","5486","40806.12","42930.04"
"2014","1-Pers.- Haushalt","Laendlicher Raum","18437.45","15935.5","1144","17605.47","19269.43"
"2014","1-Pers.- Haushalt","Staedtischer Raum","21173.17","17726","2422","20323.38","22022.96"
"2014","Alleinerziehende","Laendlicher Raum","26912.98","23681","1647","26341.66","27484.3"
"2014","Alleinerziehende","Staedtischer Raum","26129.61","23257.5","3041","25605.53","26653.69"
"2014","Paar mit Kind(ern)","Laendlicher Raum","47103.54","42332.5","7847","46572.81","47634.27"
"2014","Paar mit Kind(ern)","Staedtischer Raum","52749.08","45738","15259","52211.56","53286.6"
"2014","Sonstige","Laendlicher Raum","46673.41","44485","486","44037.12","49309.7"
"2014","Sonstige","Staedtischer Raum","42542.67","41563.5","935","40861.87","44223.47"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","35044.13","31480.5","3198","34400.06","35688.2"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","41986.92","35852","5554","41084.99","42888.85"
"2015","1-Pers.- Haushalt","Laendlicher Raum","18434.29","16382","1174","17812.6","19055.98"
"2015","1-Pers.- Haushalt","Staedtischer Raum","21134.71","17949.5","2453","20242.28","22027.14"
"2015","Alleinerziehende","Laendlicher Raum","27137.73","23764.5","1532","26308.66","27966.8"
"2015","Alleinerziehende","Staedtischer Raum","26885.42","24260","2896","26343.42","27427.42"
"2015","Paar mit Kind(ern)","Laendlicher Raum","48024.27","44325","7753","47542.73","48505.81"
"2015","Paar mit Kind(ern)","Staedtischer Raum","53353.29","47376","15030","52892.73","53813.85"
"2015","Sonstige","Laendlicher Raum","43899.42","42600","467","42179.26","45619.58"
"2015","Sonstige","Staedtischer Raum","43464.96","41563","995","41830.48","45099.44"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","36301.42","32874","3064","35606.36","36996.48"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","43698.2","37306.5","5130","42569.32","44827.08"
"2016","1-Pers.- Haushalt","Laendlicher Raum","19443.09","17072","1073","18721.76","20164.42"
"2016","1-Pers.- Haushalt","Staedtischer Raum","21940.65","18386.5","2315","20962.34","22918.96"
"2016","Alleinerziehende","Laendlicher Raum","27215.56","24421.5","1372","26538.52","27892.6"
"2016","Alleinerziehende","Staedtischer Raum","29464.59","24919","2557","28659.97","30269.21"
"2016","Paar mit Kind(ern)","Laendlicher Raum","50659.32","45376.5","6903","49911.39","51407.25"
"2016","Paar mit Kind(ern)","Staedtischer Raum","53874.61","47920","13256","53332.07","54417.15"
"2016","Sonstige","Laendlicher Raum","41999.58","36814","370","39831.41","44167.75"
"2016","Sonstige","Staedtischer Raum","46019.06","43670","750","44435.48","47602.64"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","38167.39","34112.5","3478","37467.08","38867.7"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","44995.57","38820.5","5836","44071.43","45919.71"
"2017","1-Pers.- Haushalt","Laendlicher Raum","19196.46","17526.5","1337","18609.21","19783.71"
"2017","1-Pers.- Haushalt","Staedtischer Raum","22496.2","18943.5","2775","21670.83","23321.57"
"2017","Alleinerziehende","Laendlicher Raum","30576.21","26461","1523","29807.76","31344.66"
"2017","Alleinerziehende","Staedtischer Raum","30107.37","25399.5","2930","29371.58","30843.16"
"2017","Paar mit Kind(ern)","Laendlicher Raum","52575.97","45550","8359","51854.08","53297.86"
"2017","Paar mit Kind(ern)","Staedtischer Raum","55064.55","49634.5","16670","54473.43","55655.67"
"2017","Sonstige","Laendlicher Raum","48673.91","41884.5","494","46362.53","50985.29"
"2017","Sonstige","Staedtischer Raum","46744.3","43536.5","1245","45339.17","48149.43"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","38303.5","34649.5","3415","37637.33","38969.67"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","44844.73","38934","5822","43893.5","45795.96"
"2018","1-Pers.- Haushalt","Laendlicher Raum","19985.68","18007","1384","19386.27","20585.09"
"2018","1-Pers.- Haushalt","Staedtischer Raum","23080.24","19534.5","3069","22129.33","24031.15"
"2018","Alleinerziehende","Laendlicher Raum","28839.75","25952.5","1488","28127.03","29552.47"
"2018","Alleinerziehende","Staedtischer Raum","34511.73","27016","3125","33403.87","35619.59"
"2018","Paar mit Kind(ern)","Laendlicher Raum","52745.58","47166","8560","52142.05","53349.11"
"2018","Paar mit Kind(ern)","Staedtischer Raum","56932.52","52015","17716","56400.03","57465.01"
"2018","Sonstige","Laendlicher Raum","50087.69","47207","505","47722.78","52452.6"
"2018","Sonstige","Staedtischer Raum","48699.1","44703","1402","47238.73","50159.47"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","40237.58","36088.5","3671","38594.26","41880.9"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","47159.81","40731","6386","45207.61","49112.01"
"2019","1-Pers.- Haushalt","Laendlicher Raum","21574.1","18792","1382","20063.86","23084.34"
"2019","1-Pers.- Haushalt","Staedtischer Raum","23780.6","20056","3015","22181.57","25379.63"
"2019","Alleinerziehende","Laendlicher Raum","32249.52","28779.5","1395","31303.02","33196.02"
"2019","Alleinerziehende","Staedtischer Raum","32370.26","27958.5","2852","30366.1","34374.42"
"2019","Paar mit Kind(ern)","Laendlicher Raum","56194.05","49608.5","8592","55259.75","57128.35"
"2019","Paar mit Kind(ern)","Staedtischer Raum","61157.33","54507.5","17838","58917.56","63397.1"
"2019","Sonstige","Laendlicher Raum","47964.61","44987","455","45165.63","50763.59"
"2019","Sonstige","Staedtischer Raum","51734.71","46382","1125","48014.58","55454.84"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","41576.96","37185","3541","37478.21","45675.71"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","50452.63","42488.5","6724","48132.6","52772.66"
"2020","1-Pers.- Haushalt","Laendlicher Raum","21929.29","19528.5","1492","20514.61","23343.97"
"2020","1-Pers.- Haushalt","Staedtischer Raum","23674.54","20628.5","3637","22624.25","24724.83"
"2020","Alleinerziehende","Laendlicher Raum","32680.14","28762","1290","31449.03","33911.25"
"2020","Alleinerziehende","Staedtischer Raum","34390.27","29922.5","2687","32454.15","36326.39"
"2020","Paar mit Kind(ern)","Laendlicher Raum","56881.58","51807.5","8266","55965.72","57797.44"
"2020","Paar mit Kind(ern)","Staedtischer Raum","63710.05","57088.5","16988","61256.04","66164.06"
"2020","Sonstige","Laendlicher Raum","54888.78","49483","607","51847.1","57930.46"
"2020","Sonstige","Staedtischer Raum","56699.11","46863","1318","54221.23","59176.99"
