year,bula_h,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Lower Saxony,Paid,0.31901,138,401,0.27333,0.36469
1989,Lower Saxony,Not compensated,0.17286,63,401,0.13581,0.20992
1989,North Rhine-Westphalia,Comp. time,0.29064,243,975,0.26213,0.31916
1989,North Rhine-Westphalia,Some of both,0.12382,108,975,0.10313,0.14451
1989,North Rhine-Westphalia,Paid,0.38007,454,975,0.34958,0.41055
1989,North Rhine-Westphalia,Not compensated,0.20547,170,975,0.18009,0.23084
1989,Hesse,Comp. time,0.34724,97,324,0.29532,0.39917
1989,Hesse,Some of both,0.14970,48,324,0.11079,0.18861
1989,Hesse,Paid,0.32482,130,324,0.27375,0.37589
1989,Hesse,Not compensated,0.17824,49,324,0.13650,0.21998
1989,"Rhineland-Palatinate, Saarland",Comp. time,0.25359,62,238,0.19820,0.30899
1989,"Rhineland-Palatinate, Saarland",Some of both,0.13872,32,238,0.09471,0.18273
1989,"Rhineland-Palatinate, Saarland",Paid,0.45517,105,238,0.39177,0.51857
1989,"Rhineland-Palatinate, Saarland",Not compensated,0.15252,39,238,0.10674,0.19829
1989,Baden-Wuerttemberg,Comp. time,0.28443,173,718,0.25141,0.31746
1989,Baden-Wuerttemberg,Some of both,0.18991,129,718,0.16120,0.21862
1989,Baden-Wuerttemberg,Paid,0.37582,330,718,0.34036,0.41127
1989,Baden-Wuerttemberg,Not compensated,0.14984,86,718,0.12371,0.17596
1989,Bavaria,Comp. time,0.31611,203,644,0.28017,0.35205
1989,Bavaria,Some of both,0.14620,91,644,0.11889,0.17351
1989,Bavaria,Paid,0.31584,232,644,0.27991,0.35177
1989,Bavaria,Not compensated,0.22185,118,644,0.18973,0.25397
1989,Berlin,Comp. time,0.44464,49,91,0.34198,0.54731
1989,Berlin,Paid,0.28871,42,91,0.19509,0.38234
1990,Schleswig-Holstein,Comp. time,0.32795,39,77,0.22240,0.43350
1990,Schleswig-Holstein,Paid,0.30499,38,77,0.20148,0.40850
1990,Lower Saxony,Comp. time,0.35781,135,387,0.30999,0.40563
1990,Lower Saxony,Some of both,0.17279,66,387,0.13507,0.21051
1990,Lower Saxony,Paid,0.29000,125,387,0.24473,0.33526
1990,Lower Saxony,Not compensated,0.17940,61,387,0.14112,0.21768
1990,North Rhine-Westphalia,Comp. time,0.30037,233,917,0.27068,0.33005
1990,North Rhine-Westphalia,Some of both,0.10576,98,917,0.08584,0.12567
1990,North Rhine-Westphalia,Paid,0.39550,432,917,0.36383,0.42716
1990,North Rhine-Westphalia,Not compensated,0.19838,154,917,0.17255,0.22420
1990,Hesse,Comp. time,0.35566,112,356,0.30587,0.40546
1990,Hesse,Some of both,0.13865,62,356,0.10270,0.17459
1990,Hesse,Paid,0.31222,128,356,0.26402,0.36043
1990,Hesse,Not compensated,0.19347,54,356,0.15238,0.23456
1990,"Rhineland-Palatinate, Saarland",Comp. time,0.30592,66,239,0.24738,0.36447
1990,"Rhineland-Palatinate, Saarland",Some of both,0.14169,32,239,0.09738,0.18599
1990,"Rhineland-Palatinate, Saarland",Paid,0.40554,108,239,0.34316,0.46792
1990,"Rhineland-Palatinate, Saarland",Not compensated,0.14685,33,239,0.10188,0.19182
1990,Baden-Wuerttemberg,Comp. time,0.30767,190,745,0.27450,0.34083
1990,Baden-Wuerttemberg,Some of both,0.13723,117,745,0.11251,0.16196
1990,Baden-Wuerttemberg,Paid,0.39057,347,745,0.35551,0.42562
1990,Baden-Wuerttemberg,Not compensated,0.16454,91,745,0.13789,0.19118
1990,Bavaria,Comp. time,0.37352,227,646,0.33619,0.41085
1990,Bavaria,Some of both,0.17839,107,646,0.14885,0.20794
1990,Bavaria,Paid,0.30753,233,646,0.27192,0.34314
1990,Bavaria,Not compensated,0.14056,79,646,0.11374,0.16738
1990,Berlin,Comp. time,0.43954,115,291,0.38241,0.49666
1990,Berlin,Some of both,0.13874,42,291,0.09896,0.17853
1990,Berlin,Paid,0.24288,83,291,0.19353,0.29224
1990,Berlin,Not compensated,0.17884,51,291,0.13473,0.22294
1990,Brandenburg,Comp. time,0.34434,147,429,0.29932,0.38935
1990,Brandenburg,Some of both,0.13511,58,429,0.10272,0.16750
1990,Brandenburg,Paid,0.43200,185,429,0.38507,0.47893
1990,Brandenburg,Not compensated,0.08855,39,429,0.06163,0.11546
1990,Mecklenburg-Western Pomerania,Comp. time,0.34296,96,255,0.28458,0.40134
1990,Mecklenburg-Western Pomerania,Some of both,0.14467,41,255,0.10141,0.18793
1990,Mecklenburg-Western Pomerania,Paid,0.43511,118,255,0.37414,0.49608
1990,Saxony,Comp. time,0.39651,306,774,0.36202,0.43099
1990,Saxony,Some of both,0.15046,123,774,0.12525,0.17566
1990,Saxony,Paid,0.36765,276,774,0.33366,0.40165
1990,Saxony,Not compensated,0.08538,69,774,0.06568,0.10508
1990,Saxony-Anhalt,Comp. time,0.33818,151,452,0.29452,0.38185
1990,Saxony-Anhalt,Some of both,0.13577,62,452,0.10416,0.16738
1990,Saxony-Anhalt,Paid,0.42513,194,452,0.37951,0.47076
1990,Saxony-Anhalt,Not compensated,0.10091,45,452,0.07311,0.12871
1990,Thuringa,Comp. time,0.31425,133,422,0.26991,0.35859
1990,Thuringa,Some of both,0.17260,72,422,0.13650,0.20869
1990,Thuringa,Paid,0.44046,186,422,0.39304,0.48788
1990,Thuringa,Not compensated,0.07269,31,422,0.04789,0.09750
1991,Schleswig-Holstein,Comp. time,0.35694,44,90,0.25741,0.45648
1991,Schleswig-Holstein,Paid,0.36039,46,90,0.26064,0.46014
1991,Lower Saxony,Comp. time,0.34627,134,405,0.29987,0.39267
1991,Lower Saxony,Some of both,0.14051,58,405,0.10663,0.17440
1991,Lower Saxony,Paid,0.37294,162,405,0.32578,0.42010
1991,Lower Saxony,Not compensated,0.14028,51,405,0.10641,0.17414
1991,North Rhine-Westphalia,Comp. time,0.27851,241,946,0.24993,0.30709
1991,North Rhine-Westphalia,Some of both,0.13024,117,946,0.10878,0.15170
1991,North Rhine-Westphalia,Paid,0.39552,435,946,0.36434,0.42669
1991,North Rhine-Westphalia,Not compensated,0.19573,153,946,0.17043,0.22103
1991,Hesse,Comp. time,0.37919,137,416,0.33251,0.42587
1991,Hesse,Some of both,0.19462,83,416,0.15653,0.23271
1991,Hesse,Paid,0.26289,143,416,0.22053,0.30524
1991,Hesse,Not compensated,0.16331,53,416,0.12774,0.19887
1991,"Rhineland-Palatinate, Saarland",Comp. time,0.26924,71,267,0.21593,0.32254
1991,"Rhineland-Palatinate, Saarland",Some of both,0.13972,40,267,0.09806,0.18139
1991,"Rhineland-Palatinate, Saarland",Paid,0.43884,121,267,0.37920,0.49847
1991,"Rhineland-Palatinate, Saarland",Not compensated,0.15221,35,267,0.10904,0.19538
1991,Baden-Wuerttemberg,Comp. time,0.29688,211,796,0.26512,0.32864
1991,Baden-Wuerttemberg,Some of both,0.15863,116,796,0.13324,0.18403
1991,Baden-Wuerttemberg,Paid,0.41064,389,796,0.37644,0.44483
1991,Baden-Wuerttemberg,Not compensated,0.13384,80,796,0.11018,0.15751
1991,Bavaria,Comp. time,0.36642,232,675,0.33005,0.40280
1991,Bavaria,Some of both,0.15255,106,675,0.12541,0.17970
1991,Bavaria,Paid,0.32388,248,675,0.28855,0.35921
1991,Bavaria,Not compensated,0.15714,89,675,0.12967,0.18462
1991,Berlin,Comp. time,0.45624,125,280,0.39780,0.51469
1991,Berlin,Some of both,0.14320,46,280,0.10210,0.18430
1991,Berlin,Paid,0.24992,66,280,0.19911,0.30072
1991,Berlin,Not compensated,0.15064,43,280,0.10866,0.19261
1991,Brandenburg,Comp. time,0.40892,122,297,0.35292,0.46493
1991,Brandenburg,Some of both,0.13818,41,297,0.09887,0.17749
1991,Brandenburg,Paid,0.29622,86,297,0.24420,0.34823
1991,Brandenburg,Not compensated,0.15668,48,297,0.11527,0.19809
1991,Mecklenburg-Western Pomerania,Comp. time,0.45995,99,156,0.38149,0.53842
1991,Mecklenburg-Western Pomerania,Paid,0.30681,57,156,0.23421,0.37942
1991,Saxony,Comp. time,0.48497,265,557,0.44343,0.52651
1991,Saxony,Some of both,0.13598,75,557,0.10749,0.16447
1991,Saxony,Paid,0.21315,124,557,0.17911,0.24719
1991,Saxony,Not compensated,0.16590,93,557,0.13498,0.19682
1991,Saxony-Anhalt,Comp. time,0.46086,165,346,0.40826,0.51346
1991,Saxony-Anhalt,Some of both,0.13036,39,346,0.09483,0.16589
1991,Saxony-Anhalt,Paid,0.26704,93,346,0.22036,0.31373
1991,Saxony-Anhalt,Not compensated,0.14174,49,346,0.10494,0.17855
1991,Thuringa,Comp. time,0.45940,138,299,0.40281,0.51598
1991,Thuringa,Some of both,0.11221,34,299,0.07638,0.14805
1991,Thuringa,Paid,0.29222,84,299,0.24058,0.34385
1991,Thuringa,Not compensated,0.13617,43,299,0.09723,0.17511
1992,Schleswig-Holstein,Comp. time,0.30619,33,74,0.20046,0.41192
1992,Schleswig-Holstein,Paid,0.36483,41,74,0.25440,0.47525
1992,Lower Saxony,Comp. time,0.39666,148,401,0.34871,0.44460
1992,Lower Saxony,Some of both,0.17398,72,401,0.13683,0.21113
1992,Lower Saxony,Paid,0.31099,141,401,0.26562,0.35635
1992,Lower Saxony,Not compensated,0.11838,40,401,0.08672,0.15004
1992,North Rhine-Westphalia,Comp. time,0.29682,242,930,0.26744,0.32620
1992,North Rhine-Westphalia,Some of both,0.13191,121,930,0.11015,0.15367
1992,North Rhine-Westphalia,Paid,0.38487,418,930,0.35358,0.41616
1992,North Rhine-Westphalia,Not compensated,0.18640,149,930,0.16136,0.21145
1992,Hesse,Comp. time,0.39819,127,356,0.34727,0.44911
1992,Hesse,Some of both,0.20900,69,356,0.16670,0.25129
1992,Hesse,Paid,0.24008,108,356,0.19565,0.28451
1992,Hesse,Not compensated,0.15273,52,356,0.11531,0.19015
1992,"Rhineland-Palatinate, Saarland",Comp. time,0.28285,64,208,0.22150,0.34421
1992,"Rhineland-Palatinate, Saarland",Some of both,0.18601,39,208,0.13300,0.23902
1992,"Rhineland-Palatinate, Saarland",Paid,0.41397,105,208,0.34687,0.48107
1992,Baden-Wuerttemberg,Comp. time,0.33027,224,754,0.29668,0.36387
1992,Baden-Wuerttemberg,Some of both,0.17597,128,754,0.14877,0.20317
1992,Baden-Wuerttemberg,Paid,0.37228,330,754,0.33776,0.40681
1992,Baden-Wuerttemberg,Not compensated,0.12148,72,754,0.09814,0.14481
1992,Bavaria,Comp. time,0.37456,246,684,0.33826,0.41086
1992,Bavaria,Some of both,0.16194,121,684,0.13431,0.18957
1992,Bavaria,Paid,0.30394,225,684,0.26944,0.33843
1992,Bavaria,Not compensated,0.15956,92,684,0.13210,0.18702
1992,Berlin,Comp. time,0.38774,105,273,0.32984,0.44565
1992,Berlin,Some of both,0.15587,40,273,0.11276,0.19897
1992,Berlin,Paid,0.27016,78,273,0.21739,0.32293
1992,Berlin,Not compensated,0.18623,50,273,0.13997,0.23250
1992,Brandenburg,Comp. time,0.36821,107,276,0.31120,0.42521
1992,Brandenburg,Some of both,0.16234,47,276,0.11875,0.20592
1992,Brandenburg,Paid,0.27549,73,276,0.22269,0.32829
1992,Brandenburg,Not compensated,0.19396,49,276,0.14723,0.24070
1992,Mecklenburg-Western Pomerania,Comp. time,0.39936,70,153,0.32150,0.47722
1992,Mecklenburg-Western Pomerania,Paid,0.35671,52,153,0.28056,0.43287
1992,Mecklenburg-Western Pomerania,Not compensated,0.16009,31,153,0.10179,0.21838
1992,Saxony,Comp. time,0.38805,191,493,0.34499,0.43111
1992,Saxony,Some of both,0.19421,99,493,0.15926,0.22917
1992,Saxony,Paid,0.22981,115,493,0.19263,0.26698
1992,Saxony,Not compensated,0.18793,88,493,0.15341,0.22245
1992,Saxony-Anhalt,Comp. time,0.35149,127,325,0.29950,0.40347
1992,Saxony-Anhalt,Some of both,0.17089,49,325,0.12990,0.21187
1992,Saxony-Anhalt,Paid,0.30947,93,325,0.25913,0.35980
1992,Saxony-Anhalt,Not compensated,0.16816,56,325,0.12744,0.20889
1992,Thuringa,Comp. time,0.41231,125,286,0.35516,0.46946
1992,Thuringa,Some of both,0.17328,44,286,0.12934,0.21722
1992,Thuringa,Paid,0.25013,73,286,0.19985,0.30042
1992,Thuringa,Not compensated,0.16428,44,286,0.12126,0.20730
1993,Schleswig-Holstein,Comp. time,0.38267,48,84,0.27810,0.48723
1993,Schleswig-Holstein,Paid,0.28053,36,84,0.18388,0.37719
1993,Lower Saxony,Comp. time,0.39079,149,395,0.34261,0.43897
1993,Lower Saxony,Some of both,0.14467,63,395,0.10994,0.17941
1993,Lower Saxony,Paid,0.32417,136,395,0.27795,0.37039
1993,Lower Saxony,Not compensated,0.14036,47,395,0.10606,0.17466
1993,North Rhine-Westphalia,Comp. time,0.29063,239,914,0.26118,0.32008
1993,North Rhine-Westphalia,Some of both,0.13145,129,914,0.10953,0.15337
1993,North Rhine-Westphalia,Paid,0.39422,402,914,0.36252,0.42592
1993,North Rhine-Westphalia,Not compensated,0.18370,144,914,0.15858,0.20882
1993,Hesse,Comp. time,0.38792,121,334,0.33559,0.44026
1993,Hesse,Some of both,0.18649,65,334,0.14466,0.22833
1993,Hesse,Paid,0.24112,101,334,0.19517,0.28706
1993,Hesse,Not compensated,0.18447,47,334,0.14281,0.22613
1993,"Rhineland-Palatinate, Saarland",Comp. time,0.25213,59,233,0.19625,0.30801
1993,"Rhineland-Palatinate, Saarland",Some of both,0.14334,35,233,0.09824,0.18843
1993,"Rhineland-Palatinate, Saarland",Paid,0.45150,105,233,0.38746,0.51554
1993,"Rhineland-Palatinate, Saarland",Not compensated,0.15304,34,233,0.10671,0.19936
1993,Baden-Wuerttemberg,Comp. time,0.30847,214,735,0.27505,0.34188
1993,Baden-Wuerttemberg,Some of both,0.20136,139,735,0.17235,0.23037
1993,Baden-Wuerttemberg,Paid,0.34369,297,735,0.30933,0.37805
1993,Baden-Wuerttemberg,Not compensated,0.14649,85,735,0.12091,0.17207
1993,Bavaria,Comp. time,0.38030,252,669,0.34348,0.41711
1993,Bavaria,Some of both,0.17252,120,669,0.14387,0.20118
1993,Bavaria,Paid,0.26363,189,669,0.23022,0.29705
1993,Bavaria,Not compensated,0.18355,108,669,0.15419,0.21290
1993,Berlin,Comp. time,0.41156,111,260,0.35162,0.47149
1993,Berlin,Some of both,0.12101,38,260,0.08129,0.16073
1993,Berlin,Paid,0.25728,69,260,0.20404,0.31052
1993,Berlin,Not compensated,0.21015,42,260,0.16053,0.25977
1993,Brandenburg,Comp. time,0.37009,105,266,0.31196,0.42822
1993,Brandenburg,Some of both,0.15228,47,266,0.10902,0.19554
1993,Brandenburg,Paid,0.23498,59,266,0.18393,0.28603
1993,Brandenburg,Not compensated,0.24265,55,266,0.19103,0.29426
1993,Mecklenburg-Western Pomerania,Comp. time,0.38962,62,115,0.30010,0.47914
1993,Mecklenburg-Western Pomerania,Paid,0.33418,53,115,0.24759,0.42077
1993,Saxony,Comp. time,0.38796,193,488,0.34468,0.43124
1993,Saxony,Some of both,0.19366,90,488,0.15857,0.22876
1993,Saxony,Paid,0.22134,112,488,0.18447,0.25821
1993,Saxony,Not compensated,0.19704,93,488,0.16171,0.23237
1993,Saxony-Anhalt,Comp. time,0.37988,119,311,0.32585,0.43391
1993,Saxony-Anhalt,Some of both,0.17149,48,311,0.12953,0.21345
1993,Saxony-Anhalt,Paid,0.29855,91,311,0.24760,0.34949
1993,Saxony-Anhalt,Not compensated,0.15009,53,311,0.11033,0.18984
1993,Thuringa,Comp. time,0.33200,92,281,0.27684,0.38716
1993,Thuringa,Some of both,0.18647,54,281,0.14085,0.23209
1993,Thuringa,Paid,0.31457,85,281,0.26018,0.36896
1993,Thuringa,Not compensated,0.16696,50,281,0.12328,0.21064
1994,Schleswig-Holstein,Comp. time,0.36266,44,82,0.25796,0.46736
1994,Schleswig-Holstein,Paid,0.32019,38,82,0.21858,0.42179
1994,Hamburg,Comp. time,0.58207,32,32,0.40845,0.75570
1994,Lower Saxony,Comp. time,0.36938,144,411,0.32266,0.41610
1994,Lower Saxony,Some of both,0.18977,78,411,0.15181,0.22773
1994,Lower Saxony,Paid,0.33013,144,411,0.28461,0.37565
1994,Lower Saxony,Not compensated,0.11072,45,411,0.08035,0.14109
1994,North Rhine-Westphalia,Comp. time,0.33117,290,943,0.30112,0.36123
1994,North Rhine-Westphalia,Some of both,0.12113,119,943,0.10029,0.14196
1994,North Rhine-Westphalia,Paid,0.35440,373,943,0.32385,0.38495
1994,North Rhine-Westphalia,Not compensated,0.19330,161,943,0.16809,0.21852
1994,Hesse,Comp. time,0.43897,136,339,0.38607,0.49188
1994,Hesse,Some of both,0.19087,71,339,0.14898,0.23277
1994,Hesse,Paid,0.21151,84,339,0.16797,0.25505
1994,Hesse,Not compensated,0.15864,48,339,0.11969,0.19759
1994,"Rhineland-Palatinate, Saarland",Comp. time,0.32061,74,209,0.25718,0.38404
1994,"Rhineland-Palatinate, Saarland",Some of both,0.20097,52,209,0.14651,0.25543
1994,"Rhineland-Palatinate, Saarland",Paid,0.32959,83,209,0.26571,0.39347
1994,Baden-Wuerttemberg,Comp. time,0.35249,229,658,0.31595,0.38902
1994,Baden-Wuerttemberg,Some of both,0.20853,128,658,0.17746,0.23959
1994,Baden-Wuerttemberg,Paid,0.30274,234,658,0.26761,0.33787
1994,Baden-Wuerttemberg,Not compensated,0.13625,67,658,0.11002,0.16248
1994,Bavaria,Comp. time,0.41691,270,649,0.37895,0.45487
1994,Bavaria,Some of both,0.16278,109,649,0.13435,0.19120
1994,Bavaria,Paid,0.25966,185,649,0.22590,0.29342
1994,Bavaria,Not compensated,0.16065,85,649,0.13238,0.18893
1994,Berlin,Comp. time,0.41562,104,238,0.35287,0.47836
1994,Berlin,Some of both,0.19596,40,238,0.14543,0.24650
1994,Berlin,Paid,0.24009,62,238,0.18571,0.29447
1994,Berlin,Not compensated,0.14833,32,238,0.10308,0.19358
1994,Brandenburg,Comp. time,0.33376,97,260,0.27633,0.39119
1994,Brandenburg,Some of both,0.22683,55,260,0.17583,0.27783
1994,Brandenburg,Paid,0.23252,60,260,0.18107,0.28396
1994,Brandenburg,Not compensated,0.20689,48,260,0.15756,0.25623
1994,Mecklenburg-Western Pomerania,Comp. time,0.38745,71,184,0.31686,0.45803
1994,Mecklenburg-Western Pomerania,Some of both,0.17131,35,184,0.11672,0.22590
1994,Mecklenburg-Western Pomerania,Paid,0.26925,42,184,0.20498,0.33352
1994,Mecklenburg-Western Pomerania,Not compensated,0.17199,36,184,0.11731,0.22667
1994,Saxony,Comp. time,0.36697,186,478,0.32371,0.41022
1994,Saxony,Some of both,0.19775,96,478,0.16200,0.23349
1994,Saxony,Paid,0.22810,103,478,0.19044,0.26575
1994,Saxony,Not compensated,0.20719,93,478,0.17082,0.24356
1994,Saxony-Anhalt,Comp. time,0.38600,119,310,0.33172,0.44028
1994,Saxony-Anhalt,Some of both,0.15670,48,310,0.11616,0.19723
1994,Saxony-Anhalt,Paid,0.26041,75,310,0.21148,0.30935
1994,Saxony-Anhalt,Not compensated,0.19689,68,310,0.15255,0.24123
1994,Thuringa,Comp. time,0.39539,110,277,0.33771,0.45308
1994,Thuringa,Some of both,0.14130,38,277,0.10020,0.18239
