,Unnamed: 0,year,pgisced97,quintil_oecd,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
41,41,1985,Lower Secondary Level,3rd Quintile,Comp. time,0.418,39,2832,0.36976,0.46453
42,42,1985,Lower Secondary Level,3rd Quintile,Paid,0.582,88,2832,0.48204,0.68235
43,43,1985,Lower Secondary Level,4th Quintile,Comp. time,0.35208,33,2832,0.29717,0.41338
44,44,1985,Lower Secondary Level,4th Quintile,Paid,0.64792,77,2832,0.54918,0.74571
45,45,1985,Lower Secondary Level,5th Quintile,Paid,1.0,40,2832,0.84538,1.15318
46,46,1985,Upper Secondary Level,1st Quintile,Comp. time,0.3094,54,2832,0.27511,0.34422
47,47,1985,Upper Secondary Level,1st Quintile,Paid,0.50067,104,2832,0.44601,0.54739
48,48,1985,Upper Secondary Level,1st Quintile,Not compensated,0.18993,37,2832,0.15931,0.21787
49,49,1985,Upper Secondary Level,2nd Quintile,Comp. time,0.27066,85,2832,0.25213,0.28524
50,50,1985,Upper Secondary Level,2nd Quintile,Some of both,0.1141,38,2832,0.09731,0.13253
51,51,1985,Upper Secondary Level,2nd Quintile,Paid,0.46568,175,2832,0.4346,0.49611
52,52,1985,Upper Secondary Level,2nd Quintile,Not compensated,0.14956,49,2832,0.13554,0.16425
53,53,1985,Upper Secondary Level,3rd Quintile,Comp. time,0.272,99,2832,0.25071,0.294
54,54,1985,Upper Secondary Level,3rd Quintile,Some of both,0.10914,41,2832,0.10023,0.11876
55,55,1985,Upper Secondary Level,3rd Quintile,Paid,0.40779,181,2832,0.3794,0.43554
56,56,1985,Upper Secondary Level,3rd Quintile,Not compensated,0.21107,80,2832,0.19872,0.22273
57,57,1985,Upper Secondary Level,4th Quintile,Comp. time,0.3166,160,2832,0.30196,0.33151
58,58,1985,Upper Secondary Level,4th Quintile,Some of both,0.12635,64,2832,0.11665,0.13545
59,59,1985,Upper Secondary Level,4th Quintile,Paid,0.35478,208,2832,0.33195,0.37709
60,60,1985,Upper Secondary Level,4th Quintile,Not compensated,0.20226,103,2832,0.19081,0.21184
61,61,1985,Upper Secondary Level,5th Quintile,Comp. time,0.30389,161,2832,0.28979,0.31572
62,62,1985,Upper Secondary Level,5th Quintile,Some of both,0.11605,63,2832,0.10468,0.12578
63,63,1985,Upper Secondary Level,5th Quintile,Paid,0.25501,144,2832,0.23655,0.27424
64,64,1985,Upper Secondary Level,5th Quintile,Not compensated,0.32505,162,2832,0.30845,0.33957
65,65,1985,First Stage of Tertiary Education,5th Quintile,Comp. time,0.43195,39,2832,0.3934,0.46925
66,66,1985,First Stage of Tertiary Education,5th Quintile,Not compensated,0.56805,50,2832,0.52435,0.60587
67,67,1985,Second Stage of Tertiary Education,3rd Quintile,Not compensated,1.0,33,2832,0.94647,1.05985
68,68,1985,Second Stage of Tertiary Education,4th Quintile,Not compensated,1.0,50,2832,0.9103,1.08888
69,69,1985,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.21049,33,2832,0.18536,0.2321
70,70,1985,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.78951,142,2832,0.75239,0.82809
71,71,1986,Primary Level,1st Quintile,Paid,1.0,32,2675,0.69823,1.29937
72,72,1986,Primary Level,4th Quintile,Paid,1.0,35,2675,0.63977,1.36821
73,73,1986,Lower Secondary Level,1st Quintile,Paid,1.0,66,2675,0.80791,1.21264
74,74,1986,Lower Secondary Level,2nd Quintile,Paid,1.0,97,2675,0.86979,1.13971
75,75,1986,Lower Secondary Level,3rd Quintile,Comp. time,0.38307,35,2675,0.31842,0.44706
76,76,1986,Lower Secondary Level,3rd Quintile,Paid,0.61693,103,2675,0.52027,0.69964
77,77,1986,Lower Secondary Level,4th Quintile,Comp. time,0.45128,38,2675,0.38837,0.52355
78,78,1986,Lower Secondary Level,4th Quintile,Paid,0.54872,66,2675,0.43524,0.64801
79,79,1986,Lower Secondary Level,5th Quintile,Paid,1.0,41,2675,0.83624,1.17577
80,80,1986,Upper Secondary Level,1st Quintile,Comp. time,0.31597,41,2675,0.26821,0.36258
81,81,1986,Upper Secondary Level,1st Quintile,Paid,0.68403,111,2675,0.61422,0.77099
82,82,1986,Upper Secondary Level,2nd Quintile,Comp. time,0.34685,98,2675,0.31489,0.37091
83,83,1986,Upper Secondary Level,2nd Quintile,Some of both,0.12843,39,2675,0.10729,0.15268
84,84,1986,Upper Secondary Level,2nd Quintile,Paid,0.42437,155,2675,0.3833,0.46328
85,85,1986,Upper Secondary Level,2nd Quintile,Not compensated,0.10035,31,2675,0.08993,0.10867
86,86,1986,Upper Secondary Level,3rd Quintile,Comp. time,0.32768,126,2675,0.30464,0.35704
87,87,1986,Upper Secondary Level,3rd Quintile,Some of both,0.12614,50,2675,0.10522,0.14608
88,88,1986,Upper Secondary Level,3rd Quintile,Paid,0.40267,170,2675,0.37283,0.42822
89,89,1986,Upper Secondary Level,3rd Quintile,Not compensated,0.14352,55,2675,0.13075,0.15861
90,90,1986,Upper Secondary Level,4th Quintile,Comp. time,0.3296,172,2675,0.30868,0.3487
91,91,1986,Upper Secondary Level,4th Quintile,Some of both,0.13567,75,2675,0.12713,0.14698
92,92,1986,Upper Secondary Level,4th Quintile,Paid,0.386,225,2675,0.35919,0.40911
93,93,1986,Upper Secondary Level,4th Quintile,Not compensated,0.14873,81,2675,0.13614,0.16131
94,94,1986,Upper Secondary Level,5th Quintile,Comp. time,0.35489,166,2675,0.33213,0.37585
95,95,1986,Upper Secondary Level,5th Quintile,Some of both,0.12432,57,2675,0.11424,0.13635
96,96,1986,Upper Secondary Level,5th Quintile,Paid,0.28517,151,2675,0.26423,0.31027
97,97,1986,Upper Secondary Level,5th Quintile,Not compensated,0.23561,107,2675,0.21867,0.25254
98,98,1986,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,31,2675,0.85361,1.18808
99,99,1986,First Stage of Tertiary Education,5th Quintile,Not compensated,1.0,33,2675,0.8654,1.10678
100,100,1986,Second Stage of Tertiary Education,4th Quintile,Not compensated,1.0,38,2675,0.9019,1.09463
101,101,1986,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.20261,32,2675,0.1717,0.23505
102,102,1986,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.79739,118,2675,0.75557,0.8426
103,103,1988,Primary Level,2nd Quintile,Paid,1.0,34,2539,0.84861,1.1276
104,104,1988,Lower Secondary Level,1st Quintile,Paid,1.0,88,2539,0.79934,1.21422
105,105,1988,Lower Secondary Level,2nd Quintile,Comp. time,0.46384,39,2539,0.37622,0.54485
106,106,1988,Lower Secondary Level,2nd Quintile,Paid,0.53616,88,2539,0.43549,0.63249
107,107,1988,Lower Secondary Level,3rd Quintile,Comp. time,0.32661,40,2539,0.26291,0.37583
108,108,1988,Lower Secondary Level,3rd Quintile,Paid,0.67339,101,2539,0.55923,0.79421
109,109,1988,Lower Secondary Level,4th Quintile,Comp. time,0.34009,32,2539,0.28503,0.41034
110,110,1988,Lower Secondary Level,4th Quintile,Paid,0.65991,70,2539,0.53535,0.8002
111,111,1988,Lower Secondary Level,5th Quintile,Paid,1.0,35,2539,0.80821,1.17865
112,112,1988,Upper Secondary Level,1st Quintile,Comp. time,0.33461,43,2539,0.29435,0.38567
113,113,1988,Upper Secondary Level,1st Quintile,Paid,0.66539,100,2539,0.57982,0.75915
114,114,1988,Upper Secondary Level,2nd Quintile,Comp. time,0.34937,107,2539,0.31506,0.38493
115,115,1988,Upper Secondary Level,2nd Quintile,Some of both,0.10931,43,2539,0.08996,0.13067
116,116,1988,Upper Secondary Level,2nd Quintile,Paid,0.42698,157,2539,0.38519,0.47536
117,117,1988,Upper Secondary Level,2nd Quintile,Not compensated,0.11433,37,2539,0.09536,0.14003
118,118,1988,Upper Secondary Level,3rd Quintile,Comp. time,0.36144,131,2539,0.33041,0.38692
119,119,1988,Upper Secondary Level,3rd Quintile,Some of both,0.14394,56,2539,0.12562,0.16427
120,120,1988,Upper Secondary Level,3rd Quintile,Paid,0.37195,163,2539,0.33355,0.40438
121,121,1988,Upper Secondary Level,3rd Quintile,Not compensated,0.12267,50,2539,0.10722,0.14052
122,122,1988,Upper Secondary Level,4th Quintile,Comp. time,0.36429,174,2539,0.34334,0.39244
123,123,1988,Upper Secondary Level,4th Quintile,Some of both,0.13459,66,2539,0.11695,0.14922
124,124,1988,Upper Secondary Level,4th Quintile,Paid,0.35905,190,2539,0.32661,0.38869
125,125,1988,Upper Secondary Level,4th Quintile,Not compensated,0.14207,66,2539,0.13022,0.15689
126,126,1988,Upper Secondary Level,5th Quintile,Comp. time,0.36208,167,2539,0.3414,0.38915
127,127,1988,Upper Secondary Level,5th Quintile,Some of both,0.13059,58,2539,0.11618,0.14563
128,128,1988,Upper Secondary Level,5th Quintile,Paid,0.3187,154,2539,0.29125,0.34371
129,129,1988,Upper Secondary Level,5th Quintile,Not compensated,0.18863,78,2539,0.17399,0.20161
130,130,1988,Second Stage of Tertiary Education,4th Quintile,Not compensated,1.0,44,2539,0.88334,1.14788
131,131,1988,Second Stage of Tertiary Education,5th Quintile,Not compensated,1.0,128,2539,0.92707,1.06562
132,132,1989,Primary Level,2nd Quintile,Paid,1.0,32,2689,0.67417,1.40855
133,133,1989,Primary Level,3rd Quintile,Paid,1.0,34,2689,0.70767,1.37117
134,134,1989,Lower Secondary Level,1st Quintile,Paid,1.0,83,2689,0.81453,1.18582
135,135,1989,Lower Secondary Level,2nd Quintile,Comp. time,0.45295,43,2689,0.37849,0.53609
136,136,1989,Lower Secondary Level,2nd Quintile,Paid,0.54705,87,2689,0.43731,0.65753
137,137,1989,Lower Secondary Level,3rd Quintile,Paid,1.0,100,2689,0.86408,1.18359
138,138,1989,Lower Secondary Level,4th Quintile,Comp. time,0.50644,47,2689,0.4279,0.59941
139,139,1989,Lower Secondary Level,4th Quintile,Paid,0.49356,76,2689,0.39315,0.58775
140,140,1989,Lower Secondary Level,5th Quintile,Paid,1.0,42,2689,0.81182,1.19133
141,141,1989,Upper Secondary Level,1st Quintile,Comp. time,0.36423,53,2689,0.31357,0.41687
142,142,1989,Upper Secondary Level,1st Quintile,Paid,0.63577,104,2689,0.53317,0.73827
143,143,1989,Upper Secondary Level,2nd Quintile,Comp. time,0.38132,112,2689,0.34149,0.43124
144,144,1989,Upper Secondary Level,2nd Quintile,Some of both,0.16741,59,2689,0.14699,0.19206
145,145,1989,Upper Secondary Level,2nd Quintile,Paid,0.45128,164,2689,0.40755,0.49516
146,146,1989,Upper Secondary Level,3rd Quintile,Comp. time,0.30999,129,2689,0.28175,0.34
147,147,1989,Upper Secondary Level,3rd Quintile,Some of both,0.13773,60,2689,0.12231,0.15701
148,148,1989,Upper Secondary Level,3rd Quintile,Paid,0.44729,209,2689,0.41451,0.47276
149,149,1989,Upper Secondary Level,3rd Quintile,Not compensated,0.10499,51,2689,0.09132,0.11813
150,150,1989,Upper Secondary Level,4th Quintile,Comp. time,0.34322,183,2689,0.3199,0.36886
151,151,1989,Upper Secondary Level,4th Quintile,Some of both,0.15409,80,2689,0.13915,0.16812
152,152,1989,Upper Secondary Level,4th Quintile,Paid,0.37205,229,2689,0.34015,0.40382
153,153,1989,Upper Secondary Level,4th Quintile,Not compensated,0.13063,61,2689,0.11418,0.14369
154,154,1989,Upper Secondary Level,5th Quintile,Comp. time,0.36289,167,2689,0.33929,0.38732
155,155,1989,Upper Secondary Level,5th Quintile,Some of both,0.12536,61,2689,0.1127,0.13881
156,156,1989,Upper Secondary Level,5th Quintile,Paid,0.29304,140,2689,0.26475,0.32484
157,157,1989,Upper Secondary Level,5th Quintile,Not compensated,0.21872,92,2689,0.20259,0.24323
158,158,1989,Second Stage of Tertiary Education,4th Quintile,Not compensated,1.0,32,2689,0.84423,1.13522
159,159,1989,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.22837,36,2689,0.19519,0.26967
160,160,1989,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.77163,123,2689,0.72492,0.83532
161,161,1990,Lower Secondary Level,1st Quintile,Paid,1.0,92,2672,0.80913,1.20345
162,162,1990,Lower Secondary Level,2nd Quintile,Comp. time,0.33788,35,2672,0.27871,0.40136
163,163,1990,Lower Secondary Level,2nd Quintile,Paid,0.66212,98,2672,0.54108,0.77792
164,164,1990,Lower Secondary Level,3rd Quintile,Comp. time,0.39196,44,2672,0.31534,0.46555
165,165,1990,Lower Secondary Level,3rd Quintile,Paid,0.60804,97,2672,0.51047,0.6924
166,166,1990,Lower Secondary Level,4th Quintile,Comp. time,0.3663,39,2672,0.28995,0.44654
167,167,1990,Lower Secondary Level,4th Quintile,Paid,0.6337,89,2672,0.55006,0.73294
168,168,1990,Lower Secondary Level,5th Quintile,Paid,1.0,31,2672,0.78858,1.26206
169,169,1990,Upper Secondary Level,1st Quintile,Comp. time,0.35165,47,2672,0.29552,0.41471
170,170,1990,Upper Secondary Level,1st Quintile,Paid,0.64835,101,2672,0.5593,0.75073
171,171,1990,Upper Secondary Level,2nd Quintile,Comp. time,0.34024,116,2672,0.3093,0.36953
172,172,1990,Upper Secondary Level,2nd Quintile,Some of both,0.12685,52,2672,0.10682,0.14674
173,173,1990,Upper Secondary Level,2nd Quintile,Paid,0.42218,174,2672,0.37494,0.4671
174,174,1990,Upper Secondary Level,2nd Quintile,Not compensated,0.11073,37,2672,0.09205,0.12897
175,175,1990,Upper Secondary Level,3rd Quintile,Comp. time,0.37284,143,2672,0.34493,0.3999
176,176,1990,Upper Secondary Level,3rd Quintile,Some of both,0.11406,56,2672,0.09555,0.13192
177,177,1990,Upper Secondary Level,3rd Quintile,Paid,0.42464,197,2672,0.37912,0.46759
178,178,1990,Upper Secondary Level,3rd Quintile,Not compensated,0.08845,35,2672,0.07574,0.10308
179,179,1990,Upper Secondary Level,4th Quintile,Comp. time,0.38449,188,2672,0.36074,0.41634
180,180,1990,Upper Secondary Level,4th Quintile,Some of both,0.13953,84,2672,0.12492,0.15771
181,181,1990,Upper Secondary Level,4th Quintile,Paid,0.37861,213,2672,0.34158,0.40883
182,182,1990,Upper Secondary Level,4th Quintile,Not compensated,0.09737,46,2672,0.08681,0.10882
183,183,1990,Upper Secondary Level,5th Quintile,Comp. time,0.35162,157,2672,0.32685,0.37837
184,184,1990,Upper Secondary Level,5th Quintile,Some of both,0.14359,64,2672,0.12629,0.16071
185,185,1990,Upper Secondary Level,5th Quintile,Paid,0.27851,123,2672,0.25157,0.30659
186,186,1990,Upper Secondary Level,5th Quintile,Not compensated,0.22628,92,2672,0.20691,0.24857
187,187,1990,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.41322,31,2672,0.33298,0.49236
188,188,1990,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.58678,41,2672,0.5197,0.68213
189,189,1990,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.29654,44,2672,0.2577,0.33569
190,190,1990,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.70346,106,2672,0.63842,0.77348
191,191,1991,Primary Level,2nd Quintile,Paid,1.0,46,2967,0.84352,1.17278
192,192,1991,Lower Secondary Level,1st Quintile,Paid,1.0,89,2967,0.81385,1.21368
193,193,1991,Lower Secondary Level,2nd Quintile,Comp. time,0.32234,46,2967,0.24945,0.39136
194,194,1991,Lower Secondary Level,2nd Quintile,Paid,0.67766,108,2967,0.58164,0.77045
195,195,1991,Lower Secondary Level,3rd Quintile,Comp. time,0.44261,47,2967,0.35582,0.52475
196,196,1991,Lower Secondary Level,3rd Quintile,Paid,0.55739,92,2967,0.46643,0.66083
197,197,1991,Lower Secondary Level,4th Quintile,Comp. time,0.34026,41,2967,0.2817,0.43729
198,198,1991,Lower Secondary Level,4th Quintile,Paid,0.65974,100,2967,0.56689,0.77339
199,199,1991,Lower Secondary Level,5th Quintile,Paid,1.0,42,2967,0.81342,1.21654
200,200,1991,Upper Secondary Level,1st Quintile,Comp. time,0.26011,46,2967,0.20133,0.30781
201,201,1991,Upper Secondary Level,1st Quintile,Some of both,0.19548,32,2967,0.15749,0.23129
202,202,1991,Upper Secondary Level,1st Quintile,Paid,0.54441,103,2967,0.48173,0.60649
203,203,1991,Upper Secondary Level,2nd Quintile,Comp. time,0.34962,109,2967,0.31517,0.37599
204,204,1991,Upper Secondary Level,2nd Quintile,Some of both,0.1533,46,2967,0.13051,0.17886
205,205,1991,Upper Secondary Level,2nd Quintile,Paid,0.49708,185,2967,0.45634,0.54107
206,206,1991,Upper Secondary Level,3rd Quintile,Comp. time,0.33513,140,2967,0.30686,0.36452
207,207,1991,Upper Secondary Level,3rd Quintile,Some of both,0.14698,78,2967,0.11995,0.16749
208,208,1991,Upper Secondary Level,3rd Quintile,Paid,0.41228,208,2967,0.37205,0.44663
209,209,1991,Upper Secondary Level,3rd Quintile,Not compensated,0.10561,42,2967,0.09074,0.12251
210,210,1991,Upper Secondary Level,4th Quintile,Comp. time,0.36164,197,2967,0.33405,0.38947
211,211,1991,Upper Secondary Level,4th Quintile,Some of both,0.15988,87,2967,0.14326,0.17833
212,212,1991,Upper Secondary Level,4th Quintile,Paid,0.35904,207,2967,0.33008,0.38751
213,213,1991,Upper Secondary Level,4th Quintile,Not compensated,0.11944,58,2967,0.10494,0.13264
214,214,1991,Upper Secondary Level,5th Quintile,Comp. time,0.33755,182,2967,0.31107,0.36235
215,215,1991,Upper Secondary Level,5th Quintile,Some of both,0.16906,81,2967,0.14797,0.18933
216,216,1991,Upper Secondary Level,5th Quintile,Paid,0.31666,162,2967,0.28865,0.34406
217,217,1991,Upper Secondary Level,5th Quintile,Not compensated,0.17672,74,2967,0.15944,0.1945
218,218,1991,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,35,2967,0.86427,1.16823
219,219,1991,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,34,2967,0.83927,1.20657
220,220,1991,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.49596,31,2967,0.40677,0.57639
221,221,1991,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.50404,36,2967,0.44773,0.56795
222,222,1991,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.21903,40,2967,0.18013,0.26087
223,223,1991,Second Stage of Tertiary Education,5th Quintile,Some of both,0.2029,36,2967,0.17,0.23633
224,224,1991,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.57807,107,2967,0.52705,0.63381
225,225,1992,Lower Secondary Level,1st Quintile,Paid,1.0,60,4294,0.82122,1.20296
226,226,1992,Lower Secondary Level,2nd Quintile,Comp. time,0.39611,45,4294,0.32137,0.47704
227,227,1992,Lower Secondary Level,2nd Quintile,Paid,0.60389,81,4294,0.49923,0.73352
228,228,1992,Lower Secondary Level,3rd Quintile,Comp. time,0.40924,45,4294,0.32119,0.51936
229,229,1992,Lower Secondary Level,3rd Quintile,Paid,0.59076,97,4294,0.45348,0.70531
230,230,1992,Lower Secondary Level,4th Quintile,Comp. time,0.35995,54,4294,0.29966,0.42007
231,231,1992,Lower Secondary Level,4th Quintile,Some of both,0.15482,33,4294,0.11864,0.19774
232,232,1992,Lower Secondary Level,4th Quintile,Paid,0.48523,104,4294,0.42008,0.54329
233,233,1992,Lower Secondary Level,5th Quintile,Comp. time,0.40308,32,4294,0.32519,0.47705
234,234,1992,Lower Secondary Level,5th Quintile,Paid,0.59692,51,4294,0.51032,0.69068
235,235,1992,Upper Secondary Level,1st Quintile,Comp. time,0.40342,168,4294,0.36148,0.44089
236,236,1992,Upper Secondary Level,1st Quintile,Some of both,0.20485,80,4294,0.1755,0.23846
237,237,1992,Upper Secondary Level,1st Quintile,Paid,0.39173,159,4294,0.35488,0.43071
238,238,1992,Upper Secondary Level,2nd Quintile,Comp. time,0.33774,219,4294,0.30512,0.36683
239,239,1992,Upper Secondary Level,2nd Quintile,Some of both,0.18157,114,4294,0.1557,0.20833
240,240,1992,Upper Secondary Level,2nd Quintile,Paid,0.41539,254,4294,0.37921,0.45101
241,241,1992,Upper Secondary Level,2nd Quintile,Not compensated,0.0653,42,4294,0.05386,0.07811
242,242,1992,Upper Secondary Level,3rd Quintile,Comp. time,0.31695,197,4294,0.28859,0.34832
243,243,1992,Upper Secondary Level,3rd Quintile,Some of both,0.14772,93,4294,0.13013,0.16761
244,244,1992,Upper Secondary Level,3rd Quintile,Paid,0.43427,250,4294,0.39569,0.47506
245,245,1992,Upper Secondary Level,3rd Quintile,Not compensated,0.10107,49,4294,0.08249,0.11748
246,246,1992,Upper Secondary Level,4th Quintile,Comp. time,0.38688,259,4294,0.36159,0.41648
247,247,1992,Upper Secondary Level,4th Quintile,Some of both,0.17637,124,4294,0.15315,0.19634
248,248,1992,Upper Secondary Level,4th Quintile,Paid,0.35748,272,4294,0.33068,0.3837
249,249,1992,Upper Secondary Level,4th Quintile,Not compensated,0.07927,57,4294,0.06782,0.09136
250,250,1992,Upper Secondary Level,5th Quintile,Comp. time,0.35503,225,4294,0.33426,0.38449
251,251,1992,Upper Secondary Level,5th Quintile,Some of both,0.18472,113,4294,0.16822,0.20332
252,252,1992,Upper Secondary Level,5th Quintile,Paid,0.2904,195,4294,0.26704,0.31561
253,253,1992,Upper Secondary Level,5th Quintile,Not compensated,0.16984,84,4294,0.15161,0.19217
254,254,1992,First Stage of Tertiary Education,4th Quintile,Comp. time,1.0,31,4294,0.80159,1.21791
255,255,1992,First Stage of Tertiary Education,5th Quintile,Comp. time,1.0,47,4294,0.86825,1.15861
256,256,1992,Second Stage of Tertiary Education,2nd Quintile,Comp. time,0.52341,72,4294,0.43876,0.65081
257,257,1992,Second Stage of Tertiary Education,2nd Quintile,Not compensated,0.47659,54,4294,0.37608,0.58934
258,258,1992,Second Stage of Tertiary Education,3rd Quintile,Comp. time,0.55307,91,4294,0.48131,0.62483
259,259,1992,Second Stage of Tertiary Education,3rd Quintile,Not compensated,0.44693,70,4294,0.38955,0.51304
260,260,1992,Second Stage of Tertiary Education,4th Quintile,Comp. time,0.39879,51,4294,0.33618,0.47336
261,261,1992,Second Stage of Tertiary Education,4th Quintile,Not compensated,0.60121,70,4294,0.52637,0.69747
262,262,1992,Second Stage of Tertiary Education,5th Quintile,Comp. time,0.31372,72,4294,0.27247,0.35263
263,263,1992,Second Stage of Tertiary Education,5th Quintile,Some of both,0.16772,40,4294,0.13502,0.20007
264,264,1992,Second Stage of Tertiary Education,5th Quintile,Not compensated,0.51856,140,4294,0.48113,0.55784
265,265,1993,Lower Secondary Level,1st Quintile,Paid,1.0,62,4229,0.84113,1.19107
266,266,1993,Lower Secondary Level,2nd Quintile,Comp. time,0.34315,36,4229,0.27448,0.41988
267,267,1993,Lower Secondary Level,2nd Quintile,Paid,0.65685,74,4229,0.52577,0.82105
268,268,1993,Lower Secondary Level,3rd Quintile,Comp. time,0.3878,41,4229,0.30626,0.48167
269,269,1993,Lower Secondary Level,3rd Quintile,Paid,0.6122,82,4229,0.50157,0.73407
270,270,1993,Lower Secondary Level,4th Quintile,Comp. time,0.41432,58,4229,0.34825,0.4829
271,271,1993,Lower Secondary Level,4th Quintile,Paid,0.58568,88,4229,0.4916,0.6786
272,272,1993,Lower Secondary Level,5th Quintile,Comp. time,0.39214,34,4229,0.30295,0.52071
273,273,1993,Lower Secondary Level,5th Quintile,Paid,0.60786,47,4229,0.50642,0.70201
274,274,1993,Upper Secondary Level,1st Quintile,Comp. time,0.37506,113,4229,0.32143,0.43172
275,275,1993,Upper Secondary Level,1st Quintile,Some of both,0.17907,62,4229,0.15089,0.20987
276,276,1993,Upper Secondary Level,1st Quintile,Paid,0.44587,149,4229,0.40123,0.50273
277,277,1993,Upper Secondary Level,2nd Quintile,Comp. time,0.3031,196,4229,0.27525,0.3275
