,Unnamed: 0,year,age_gr,bula_h,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1694,1694,2011,30-45 y.,Saxony-Anhalt,Comp. time,0.602,92,8890,0.4643,0.72836
1695,1695,2011,30-45 y.,Saxony-Anhalt,Some of both,0.398,44,8890,0.28448,0.52178
1696,1696,2011,30-45 y.,Thuringa,Comp. time,0.47855,101,8890,0.38068,0.57767
1697,1697,2011,30-45 y.,Thuringa,Some of both,0.19582,31,8890,0.10495,0.36509
1698,1698,2011,30-45 y.,Thuringa,Not compensated,0.32563,35,8890,0.18748,0.46392
1699,1699,2011,46-65 y.,Schleswig-Holstein,Comp. time,1.0,69,8890,0.75649,1.30097
1700,1700,2011,46-65 y.,Lower Saxony,Comp. time,0.47897,176,8890,0.42228,0.54177
1701,1701,2011,46-65 y.,Lower Saxony,Some of both,0.18271,73,8890,0.14619,0.22936
1702,1702,2011,46-65 y.,Lower Saxony,Paid,0.14403,56,8890,0.11634,0.16869
1703,1703,2011,46-65 y.,Lower Saxony,Not compensated,0.19429,68,8890,0.14633,0.24033
1704,1704,2011,46-65 y.,North Rhine-Westphalia,Comp. time,0.47621,362,8890,0.42238,0.51658
1705,1705,2011,46-65 y.,North Rhine-Westphalia,Some of both,0.18176,130,8890,0.15392,0.20994
1706,1706,2011,46-65 y.,North Rhine-Westphalia,Paid,0.15525,91,8890,0.12477,0.18758
1707,1707,2011,46-65 y.,North Rhine-Westphalia,Not compensated,0.18678,161,8890,0.1558,0.22286
1708,1708,2011,46-65 y.,Hesse,Comp. time,0.48536,149,8890,0.41306,0.55418
1709,1709,2011,46-65 y.,Hesse,Some of both,0.18771,59,8890,0.14364,0.24372
1710,1710,2011,46-65 y.,Hesse,Paid,0.102,34,8890,0.06966,0.1347
1711,1711,2011,46-65 y.,Hesse,Not compensated,0.22493,71,8890,0.18352,0.2818
1712,1712,2011,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.4685,112,8890,0.3835,0.56322
1713,1713,2011,46-65 y.,"Rhineland-Palatinate, Saarland",Some of both,0.20211,34,8890,0.15325,0.26814
1714,1714,2011,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.20353,31,8890,0.13485,0.27312
1715,1715,2011,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.12586,38,8890,0.09259,0.16381
1716,1716,2011,46-65 y.,Baden-Wuerttemberg,Comp. time,0.40821,196,8890,0.34382,0.47244
1717,1717,2011,46-65 y.,Baden-Wuerttemberg,Some of both,0.23965,95,8890,0.18802,0.28596
1718,1718,2011,46-65 y.,Baden-Wuerttemberg,Paid,0.13778,49,8890,0.10227,0.17892
1719,1719,2011,46-65 y.,Baden-Wuerttemberg,Not compensated,0.21437,121,8890,0.1754,0.26958
1720,1720,2011,46-65 y.,Bavaria,Comp. time,0.5552,332,8890,0.49111,0.62893
1721,1721,2011,46-65 y.,Bavaria,Some of both,0.15382,95,8890,0.12176,0.18823
1722,1722,2011,46-65 y.,Bavaria,Paid,0.09161,57,8890,0.06826,0.12092
1723,1723,2011,46-65 y.,Bavaria,Not compensated,0.19936,149,8890,0.16826,0.23439
1724,1724,2011,46-65 y.,Berlin,Comp. time,0.73052,88,8890,0.59371,0.87471
1725,1725,2011,46-65 y.,Berlin,Not compensated,0.26948,40,8890,0.19174,0.35486
1726,1726,2011,46-65 y.,Brandenburg,Comp. time,0.82899,101,8890,0.67009,1.04124
1727,1727,2011,46-65 y.,Brandenburg,Not compensated,0.17101,32,8890,0.12075,0.24439
1728,1728,2011,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,56,8890,0.73599,1.25507
1729,1729,2011,46-65 y.,Saxony,Comp. time,0.59818,140,8890,0.50754,0.69887
1730,1730,2011,46-65 y.,Saxony,Some of both,0.20506,51,8890,0.16137,0.25702
1731,1731,2011,46-65 y.,Saxony,Not compensated,0.19676,54,8890,0.14733,0.2512
1732,1732,2011,46-65 y.,Saxony-Anhalt,Comp. time,0.80314,82,8890,0.64715,0.95025
1733,1733,2011,46-65 y.,Saxony-Anhalt,Not compensated,0.19686,32,8890,0.14393,0.26857
1734,1734,2011,46-65 y.,Thuringa,Comp. time,0.64681,74,8890,0.5153,0.82871
1735,1735,2011,46-65 y.,Thuringa,Not compensated,0.35319,39,8890,0.24661,0.48176
1736,1736,2012,17-29 y.,Lower Saxony,Comp. time,1.0,53,8957,0.79316,1.25692
1737,1737,2012,17-29 y.,North Rhine-Westphalia,Comp. time,0.52071,111,8957,0.42757,0.6226
1738,1738,2012,17-29 y.,North Rhine-Westphalia,Some of both,0.19523,41,8957,0.13425,0.26059
1739,1739,2012,17-29 y.,North Rhine-Westphalia,Paid,0.11644,47,8957,0.08425,0.14838
1740,1740,2012,17-29 y.,North Rhine-Westphalia,Not compensated,0.16762,37,8957,0.11464,0.22701
1741,1741,2012,17-29 y.,Hesse,Comp. time,1.0,40,8957,0.72641,1.372
1742,1742,2012,17-29 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,33,8957,0.7014,1.32442
1743,1743,2012,17-29 y.,Baden-Wuerttemberg,Comp. time,0.74221,88,8957,0.57711,0.94223
1744,1744,2012,17-29 y.,Baden-Wuerttemberg,Some of both,0.25779,43,8957,0.18237,0.35485
1745,1745,2012,17-29 y.,Bavaria,Comp. time,0.56533,142,8957,0.48425,0.65088
1746,1746,2012,17-29 y.,Bavaria,Some of both,0.2832,56,8957,0.21531,0.34795
1747,1747,2012,17-29 y.,Bavaria,Not compensated,0.15147,37,8957,0.0907,0.23761
1748,1748,2012,17-29 y.,Saxony,Comp. time,0.74541,47,8957,0.54761,0.98512
1749,1749,2012,17-29 y.,Saxony,Some of both,0.25459,32,8957,0.16496,0.35084
1750,1750,2012,30-45 y.,Schleswig-Holstein,Comp. time,0.65012,102,8957,0.52597,0.81678
1751,1751,2012,30-45 y.,Schleswig-Holstein,Some of both,0.34988,44,8957,0.21766,0.55592
1752,1752,2012,30-45 y.,Lower Saxony,Comp. time,0.51604,228,8957,0.43448,0.62596
1753,1753,2012,30-45 y.,Lower Saxony,Some of both,0.23692,100,8957,0.18641,0.30227
1754,1754,2012,30-45 y.,Lower Saxony,Paid,0.12708,70,8957,0.09897,0.15791
1755,1755,2012,30-45 y.,Lower Saxony,Not compensated,0.11996,47,8957,0.08157,0.16327
1756,1756,2012,30-45 y.,North Rhine-Westphalia,Comp. time,0.48893,407,8957,0.43217,0.55444
1757,1757,2012,30-45 y.,North Rhine-Westphalia,Some of both,0.19645,172,8957,0.16032,0.23699
1758,1758,2012,30-45 y.,North Rhine-Westphalia,Paid,0.1472,134,8957,0.11908,0.17821
1759,1759,2012,30-45 y.,North Rhine-Westphalia,Not compensated,0.16742,147,8957,0.12217,0.21125
1760,1760,2012,30-45 y.,Hesse,Comp. time,0.46697,167,8957,0.38742,0.54199
1761,1761,2012,30-45 y.,Hesse,Some of both,0.17895,63,8957,0.11582,0.26387
1762,1762,2012,30-45 y.,Hesse,Paid,0.07731,37,8957,0.0467,0.10958
1763,1763,2012,30-45 y.,Hesse,Not compensated,0.27677,76,8957,0.21727,0.35755
1764,1764,2012,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.65744,121,8957,0.50496,0.86952
1765,1765,2012,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.2051,44,8957,0.13706,0.30925
1766,1766,2012,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.13746,31,8957,0.0843,0.21083
1767,1767,2012,30-45 y.,Baden-Wuerttemberg,Comp. time,0.4362,318,8957,0.38093,0.48847
1768,1768,2012,30-45 y.,Baden-Wuerttemberg,Some of both,0.2429,146,8957,0.19251,0.29666
1769,1769,2012,30-45 y.,Baden-Wuerttemberg,Paid,0.11316,71,8957,0.0809,0.15354
1770,1770,2012,30-45 y.,Baden-Wuerttemberg,Not compensated,0.20774,133,8957,0.16439,0.26107
1771,1771,2012,30-45 y.,Bavaria,Comp. time,0.50987,436,8957,0.44981,0.57881
1772,1772,2012,30-45 y.,Bavaria,Some of both,0.19528,145,8957,0.15861,0.24863
1773,1773,2012,30-45 y.,Bavaria,Paid,0.09798,88,8957,0.07484,0.12647
1774,1774,2012,30-45 y.,Bavaria,Not compensated,0.19687,144,8957,0.15527,0.24227
1775,1775,2012,30-45 y.,Berlin,Comp. time,0.71851,87,8957,0.56288,0.87539
1776,1776,2012,30-45 y.,Berlin,Not compensated,0.28149,36,8957,0.1661,0.44865
1777,1777,2012,30-45 y.,Brandenburg,Comp. time,0.62843,75,8957,0.42419,0.82479
1778,1778,2012,30-45 y.,Brandenburg,Some of both,0.37157,40,8957,0.26463,0.49951
1779,1779,2012,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,54,8957,0.65569,1.36703
1780,1780,2012,30-45 y.,Saxony,Comp. time,0.60605,192,8957,0.49436,0.69467
1781,1781,2012,30-45 y.,Saxony,Some of both,0.23679,69,8957,0.17374,0.30558
1782,1782,2012,30-45 y.,Saxony,Not compensated,0.15715,49,8957,0.0956,0.23291
1783,1783,2012,30-45 y.,Saxony-Anhalt,Comp. time,0.57107,95,8957,0.43038,0.73274
1784,1784,2012,30-45 y.,Saxony-Anhalt,Some of both,0.42893,40,8957,0.32575,0.56415
1785,1785,2012,30-45 y.,Thuringa,Comp. time,0.56206,89,8957,0.46312,0.6895
1786,1786,2012,30-45 y.,Thuringa,Some of both,0.43794,43,8957,0.2277,0.78178
1787,1787,2012,46-65 y.,Schleswig-Holstein,Comp. time,1.0,80,8957,0.78487,1.25785
1788,1788,2012,46-65 y.,Lower Saxony,Comp. time,0.50401,189,8957,0.43682,0.58986
1789,1789,2012,46-65 y.,Lower Saxony,Some of both,0.20159,81,8957,0.1584,0.24168
1790,1790,2012,46-65 y.,Lower Saxony,Paid,0.13613,40,8957,0.10775,0.17107
1791,1791,2012,46-65 y.,Lower Saxony,Not compensated,0.15826,66,8957,0.1126,0.21122
1792,1792,2012,46-65 y.,North Rhine-Westphalia,Comp. time,0.47353,394,8957,0.42045,0.53302
1793,1793,2012,46-65 y.,North Rhine-Westphalia,Some of both,0.19382,138,8957,0.16713,0.22747
1794,1794,2012,46-65 y.,North Rhine-Westphalia,Paid,0.15642,112,8957,0.12311,0.19168
1795,1795,2012,46-65 y.,North Rhine-Westphalia,Not compensated,0.17623,175,8957,0.14791,0.20224
1796,1796,2012,46-65 y.,Hesse,Comp. time,0.51071,182,8957,0.44788,0.60286
1797,1797,2012,46-65 y.,Hesse,Some of both,0.23485,69,8957,0.18071,0.29262
1798,1798,2012,46-65 y.,Hesse,Not compensated,0.25444,82,8957,0.20841,0.30675
1799,1799,2012,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.61647,133,8957,0.51585,0.73234
1800,1800,2012,46-65 y.,"Rhineland-Palatinate, Saarland",Some of both,0.22401,42,8957,0.16798,0.29457
1801,1801,2012,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.15952,43,8957,0.12123,0.20102
1802,1802,2012,46-65 y.,Baden-Wuerttemberg,Comp. time,0.46937,239,8957,0.41447,0.54013
1803,1803,2012,46-65 y.,Baden-Wuerttemberg,Some of both,0.23409,117,8957,0.18847,0.28379
1804,1804,2012,46-65 y.,Baden-Wuerttemberg,Paid,0.12418,52,8957,0.09162,0.15662
1805,1805,2012,46-65 y.,Baden-Wuerttemberg,Not compensated,0.17236,107,8957,0.14226,0.20872
1806,1806,2012,46-65 y.,Bavaria,Comp. time,0.5497,376,8957,0.48804,0.60737
1807,1807,2012,46-65 y.,Bavaria,Some of both,0.17046,114,8957,0.13313,0.21204
1808,1808,2012,46-65 y.,Bavaria,Paid,0.09201,51,8957,0.06757,0.12005
1809,1809,2012,46-65 y.,Bavaria,Not compensated,0.18783,153,8957,0.15459,0.2209
1810,1810,2012,46-65 y.,Berlin,Comp. time,0.79569,94,8957,0.65179,0.96522
1811,1811,2012,46-65 y.,Berlin,Not compensated,0.20431,35,8957,0.12645,0.27597
1812,1812,2012,46-65 y.,Brandenburg,Comp. time,1.0,93,8957,0.75949,1.24022
1813,1813,2012,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,75,8957,0.81115,1.20474
1814,1814,2012,46-65 y.,Saxony,Comp. time,0.52731,147,8957,0.45499,0.61132
1815,1815,2012,46-65 y.,Saxony,Some of both,0.33503,80,8957,0.25631,0.40893
1816,1816,2012,46-65 y.,Saxony,Not compensated,0.13766,48,8957,0.11221,0.16437
1817,1817,2012,46-65 y.,Saxony-Anhalt,Comp. time,0.80764,83,8957,0.64764,1.00599
1818,1818,2012,46-65 y.,Saxony-Anhalt,Not compensated,0.19236,32,8957,0.14967,0.23309
1819,1819,2012,46-65 y.,Thuringa,Comp. time,1.0,88,8957,0.80945,1.22225
1820,1820,2013,17-29 y.,Lower Saxony,Comp. time,0.70968,94,9745,0.57187,0.88234
1821,1821,2013,17-29 y.,Lower Saxony,Some of both,0.10666,36,9745,0.07337,0.15539
1822,1822,2013,17-29 y.,Lower Saxony,Paid,0.18366,31,9745,0.13063,0.25695
1823,1823,2013,17-29 y.,North Rhine-Westphalia,Comp. time,0.50143,124,9745,0.40127,0.62179
1824,1824,2013,17-29 y.,North Rhine-Westphalia,Some of both,0.21246,61,9745,0.13901,0.28979
1825,1825,2013,17-29 y.,North Rhine-Westphalia,Paid,0.16656,53,9745,0.11706,0.2479
1826,1826,2013,17-29 y.,North Rhine-Westphalia,Not compensated,0.11955,36,9745,0.07286,0.18301
1827,1827,2013,17-29 y.,Hesse,Comp. time,0.68503,54,9745,0.44824,0.94562
1828,1828,2013,17-29 y.,Hesse,Some of both,0.31497,31,9745,0.12771,0.56448
1829,1829,2013,17-29 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,47,9745,0.70402,1.31733
1830,1830,2013,17-29 y.,Baden-Wuerttemberg,Comp. time,0.65892,132,9745,0.50641,0.82264
1831,1831,2013,17-29 y.,Baden-Wuerttemberg,Some of both,0.18061,44,9745,0.13682,0.22441
1832,1832,2013,17-29 y.,Baden-Wuerttemberg,Not compensated,0.16047,33,9745,0.11422,0.2195
1833,1833,2013,17-29 y.,Bavaria,Comp. time,0.50373,147,9745,0.41305,0.61833
1834,1834,2013,17-29 y.,Bavaria,Some of both,0.25065,61,9745,0.2041,0.30185
1835,1835,2013,17-29 y.,Bavaria,Paid,0.12047,31,9745,0.07384,0.17312
1836,1836,2013,17-29 y.,Bavaria,Not compensated,0.12515,39,9745,0.08247,0.16566
1837,1837,2013,17-29 y.,Saxony,Comp. time,1.0,49,9745,0.59549,1.56002
1838,1838,2013,30-45 y.,Schleswig-Holstein,Comp. time,0.62352,93,9745,0.49907,0.78346
1839,1839,2013,30-45 y.,Schleswig-Holstein,Some of both,0.21023,32,9745,0.11505,0.33912
1840,1840,2013,30-45 y.,Schleswig-Holstein,Not compensated,0.16625,32,9745,0.09566,0.25208
1841,1841,2013,30-45 y.,Hamburg,Comp. time,1.0,42,9745,0.62274,1.40872
1842,1842,2013,30-45 y.,Lower Saxony,Comp. time,0.50689,239,9745,0.42558,0.59586
1843,1843,2013,30-45 y.,Lower Saxony,Some of both,0.21467,94,9745,0.15209,0.27835
1844,1844,2013,30-45 y.,Lower Saxony,Paid,0.12388,82,9745,0.09532,0.15841
1845,1845,2013,30-45 y.,Lower Saxony,Not compensated,0.15457,59,9745,0.10412,0.20546
1846,1846,2013,30-45 y.,North Rhine-Westphalia,Comp. time,0.44893,434,9745,0.39324,0.51128
1847,1847,2013,30-45 y.,North Rhine-Westphalia,Some of both,0.24995,214,9745,0.20857,0.29618
1848,1848,2013,30-45 y.,North Rhine-Westphalia,Paid,0.13475,168,9745,0.10764,0.16088
1849,1849,2013,30-45 y.,North Rhine-Westphalia,Not compensated,0.16637,160,9745,0.13561,0.197
1850,1850,2013,30-45 y.,Hesse,Comp. time,0.49969,184,9745,0.39272,0.63683
1851,1851,2013,30-45 y.,Hesse,Some of both,0.19536,74,9745,0.13506,0.28169
1852,1852,2013,30-45 y.,Hesse,Paid,0.08353,53,9745,0.06403,0.11201
1853,1853,2013,30-45 y.,Hesse,Not compensated,0.22142,69,9745,0.15608,0.28356
1854,1854,2013,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.56999,129,9745,0.4366,0.72288
1855,1855,2013,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.22924,59,9745,0.1577,0.33805
1856,1856,2013,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.20077,44,9745,0.13433,0.28215
1857,1857,2013,30-45 y.,Baden-Wuerttemberg,Comp. time,0.45093,352,9745,0.39434,0.50695
1858,1858,2013,30-45 y.,Baden-Wuerttemberg,Some of both,0.20881,159,9745,0.16918,0.25084
1859,1859,2013,30-45 y.,Baden-Wuerttemberg,Paid,0.111,88,9745,0.07619,0.15927
1860,1860,2013,30-45 y.,Baden-Wuerttemberg,Not compensated,0.22925,132,9745,0.17347,0.30177
1861,1861,2013,30-45 y.,Bavaria,Comp. time,0.52927,475,9745,0.46377,0.60103
1862,1862,2013,30-45 y.,Bavaria,Some of both,0.17699,170,9745,0.1402,0.21591
1863,1863,2013,30-45 y.,Bavaria,Paid,0.08713,91,9745,0.06374,0.1128
1864,1864,2013,30-45 y.,Bavaria,Not compensated,0.20661,136,9745,0.15712,0.25436
1865,1865,2013,30-45 y.,Berlin,Comp. time,0.68939,88,9745,0.5096,0.85733
1866,1866,2013,30-45 y.,Berlin,Not compensated,0.31061,34,9745,0.16546,0.49539
1867,1867,2013,30-45 y.,Brandenburg,Comp. time,0.58951,69,9745,0.39769,0.80437
1868,1868,2013,30-45 y.,Brandenburg,Some of both,0.41049,37,9745,0.25955,0.60874
1869,1869,2013,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,53,9745,0.70574,1.3078
1870,1870,2013,30-45 y.,Saxony,Comp. time,0.59186,185,9745,0.49074,0.72545
1871,1871,2013,30-45 y.,Saxony,Some of both,0.26629,59,9745,0.17867,0.37447
1872,1872,2013,30-45 y.,Saxony,Not compensated,0.14184,51,9745,0.0954,0.19287
1873,1873,2013,30-45 y.,Saxony-Anhalt,Comp. time,0.64972,97,9745,0.50572,0.78375
1874,1874,2013,30-45 y.,Saxony-Anhalt,Some of both,0.35028,42,9745,0.2338,0.48051
1875,1875,2013,30-45 y.,Thuringa,Comp. time,0.68672,81,9745,0.48001,0.93321
1876,1876,2013,30-45 y.,Thuringa,Some of both,0.31328,32,9745,0.1803,0.47997
1877,1877,2013,46-65 y.,Schleswig-Holstein,Comp. time,0.57552,76,9745,0.44861,0.71352
1878,1878,2013,46-65 y.,Schleswig-Holstein,Some of both,0.42448,34,9745,0.27101,0.59915
1879,1879,2013,46-65 y.,Lower Saxony,Comp. time,0.45847,198,9745,0.40179,0.54474
1880,1880,2013,46-65 y.,Lower Saxony,Some of both,0.25824,103,9745,0.20485,0.31429
1881,1881,2013,46-65 y.,Lower Saxony,Paid,0.13751,57,9745,0.10313,0.17659
1882,1882,2013,46-65 y.,Lower Saxony,Not compensated,0.14579,69,9745,0.10108,0.20099
1883,1883,2013,46-65 y.,North Rhine-Westphalia,Comp. time,0.48102,421,9745,0.4263,0.53265
1884,1884,2013,46-65 y.,North Rhine-Westphalia,Some of both,0.18106,170,9745,0.15181,0.21092
1885,1885,2013,46-65 y.,North Rhine-Westphalia,Paid,0.16072,136,9745,0.1314,0.19176
1886,1886,2013,46-65 y.,North Rhine-Westphalia,Not compensated,0.1772,165,9745,0.14955,0.20879
1887,1887,2013,46-65 y.,Hesse,Comp. time,0.51839,188,9745,0.44319,0.5876
1888,1888,2013,46-65 y.,Hesse,Some of both,0.16649,63,9745,0.12671,0.21672
1889,1889,2013,46-65 y.,Hesse,Paid,0.09092,32,9745,0.06492,0.13147
1890,1890,2013,46-65 y.,Hesse,Not compensated,0.22419,81,9745,0.17657,0.26655
1891,1891,2013,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.62063,137,9745,0.54388,0.69956
1892,1892,2013,46-65 y.,"Rhineland-Palatinate, Saarland",Some of both,0.22489,38,9745,0.15112,0.29821
1893,1893,2013,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.15448,33,9745,0.11688,0.19913
1894,1894,2013,46-65 y.,Baden-Wuerttemberg,Comp. time,0.46108,264,9745,0.39749,0.5206
1895,1895,2013,46-65 y.,Baden-Wuerttemberg,Some of both,0.2301,102,9745,0.18605,0.2979
1896,1896,2013,46-65 y.,Baden-Wuerttemberg,Paid,0.10509,55,9745,0.07812,0.14237
1897,1897,2013,46-65 y.,Baden-Wuerttemberg,Not compensated,0.20373,114,9745,0.16136,0.25969
1898,1898,2013,46-65 y.,Bavaria,Comp. time,0.60021,381,9745,0.53157,0.6712
1899,1899,2013,46-65 y.,Bavaria,Some of both,0.15316,120,9745,0.1274,0.18271
1900,1900,2013,46-65 y.,Bavaria,Paid,0.07073,50,9745,0.04797,0.09813
1901,1901,2013,46-65 y.,Bavaria,Not compensated,0.17589,129,9745,0.13417,0.21031
1902,1902,2013,46-65 y.,Berlin,Comp. time,0.80921,95,9745,0.64677,0.95708
1903,1903,2013,46-65 y.,Berlin,Not compensated,0.19079,31,9745,0.12454,0.26945
1904,1904,2013,46-65 y.,Brandenburg,Comp. time,1.0,92,9745,0.76204,1.27215
1905,1905,2013,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,56,9745,0.81305,1.27582
1906,1906,2013,46-65 y.,Saxony,Comp. time,0.54042,137,9745,0.46727,0.61436
1907,1907,2013,46-65 y.,Saxony,Some of both,0.28571,64,9745,0.20959,0.35699
1908,1908,2013,46-65 y.,Saxony,Not compensated,0.17387,52,9745,0.13038,0.22427
1909,1909,2013,46-65 y.,Saxony-Anhalt,Comp. time,0.76159,83,9745,0.59866,0.95628
1910,1910,2013,46-65 y.,Saxony-Anhalt,Not compensated,0.23841,33,9745,0.18629,0.29374
1911,1911,2013,46-65 y.,Thuringa,Comp. time,1.0,91,9745,0.77342,1.20379
1912,1912,2014,17-29 y.,Lower Saxony,Comp. time,1.0,75,8738,0.75037,1.21459
1913,1913,2014,17-29 y.,North Rhine-Westphalia,Comp. time,0.53286,117,8738,0.41903,0.66803
1914,1914,2014,17-29 y.,North Rhine-Westphalia,Some of both,0.27601,69,8738,0.20389,0.3548
1915,1915,2014,17-29 y.,North Rhine-Westphalia,Paid,0.19112,49,8738,0.14799,0.24778
1916,1916,2014,17-29 y.,Hesse,Comp. time,1.0,54,8738,0.76056,1.30156
1917,1917,2014,17-29 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,47,8738,0.70505,1.28471
1918,1918,2014,17-29 y.,Baden-Wuerttemberg,Comp. time,0.79385,99,8738,0.61255,0.99863
1919,1919,2014,17-29 y.,Baden-Wuerttemberg,Some of both,0.20615,41,8738,0.16396,0.25262
1920,1920,2014,17-29 y.,Bavaria,Comp. time,0.54581,178,8738,0.45622,0.65144
1921,1921,2014,17-29 y.,Bavaria,Some of both,0.25253,53,8738,0.1672,0.33384
1922,1922,2014,17-29 y.,Bavaria,Paid,0.11631,40,8738,0.07898,0.15819
1923,1923,2014,17-29 y.,Bavaria,Not compensated,0.08535,34,8738,0.06485,0.1046
1924,1924,2014,17-29 y.,Saxony,Comp. time,1.0,42,8738,0.68218,1.43598
1925,1925,2014,30-45 y.,Schleswig-Holstein,Comp. time,0.66219,79,8738,0.4884,0.89275
1926,1926,2014,30-45 y.,Schleswig-Holstein,Some of both,0.33781,35,8738,0.20233,0.51408
1927,1927,2014,30-45 y.,Lower Saxony,Comp. time,0.539,215,8738,0.44688,0.64259
1928,1928,2014,30-45 y.,Lower Saxony,Some of both,0.21191,96,8738,0.1591,0.2621
1929,1929,2014,30-45 y.,Lower Saxony,Paid,0.08121,51,8738,0.06029,0.10033
1930,1930,2014,30-45 y.,Lower Saxony,Not compensated,0.16788,50,8738,0.11926,0.23944
1931,1931,2014,30-45 y.,North Rhine-Westphalia,Comp. time,0.45282,343,8738,0.3908,0.51897
1932,1932,2014,30-45 y.,North Rhine-Westphalia,Some of both,0.24373,193,8738,0.19787,0.29462
1933,1933,2014,30-45 y.,North Rhine-Westphalia,Paid,0.10917,132,8738,0.08764,0.13694
1934,1934,2014,30-45 y.,North Rhine-Westphalia,Not compensated,0.19428,154,8738,0.15624,0.2329
1935,1935,2014,30-45 y.,Hesse,Comp. time,0.41676,142,8738,0.30964,0.51313
1936,1936,2014,30-45 y.,Hesse,Some of both,0.20667,62,8738,0.14985,0.29984
1937,1937,2014,30-45 y.,Hesse,Paid,0.11633,40,8738,0.08217,0.15792
1938,1938,2014,30-45 y.,Hesse,Not compensated,0.26024,58,8738,0.18064,0.33139
1939,1939,2014,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.67426,116,8738,0.50636,0.87981
1940,1940,2014,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.20679,48,8738,0.14267,0.2902
1941,1941,2014,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.11895,31,8738,0.06364,0.18844
1942,1942,2014,30-45 y.,Baden-Wuerttemberg,Comp. time,0.42931,285,8738,0.36581,0.49613
1943,1943,2014,30-45 y.,Baden-Wuerttemberg,Some of both,0.26592,160,8738,0.2044,0.34325
1944,1944,2014,30-45 y.,Baden-Wuerttemberg,Paid,0.11165,52,8738,0.07691,0.15923
1945,1945,2014,30-45 y.,Baden-Wuerttemberg,Not compensated,0.19312,100,8738,0.13823,0.26031
1946,1946,2014,30-45 y.,Bavaria,Comp. time,0.56891,436,8738,0.49832,0.64372
1947,1947,2014,30-45 y.,Bavaria,Some of both,0.1843,162,8738,0.14228,0.23037
1948,1948,2014,30-45 y.,Bavaria,Paid,0.09026,85,8738,0.06611,0.12645
1949,1949,2014,30-45 y.,Bavaria,Not compensated,0.15653,117,8738,0.12284,0.19504
1950,1950,2014,30-45 y.,Berlin,Comp. time,0.71179,75,8738,0.57574,0.89449
1951,1951,2014,30-45 y.,Berlin,Not compensated,0.28821,32,8738,0.15604,0.41434
1952,1952,2014,30-45 y.,Brandenburg,Comp. time,0.7299,77,8738,0.52241,0.94839
1953,1953,2014,30-45 y.,Brandenburg,Some of both,0.2701,35,8738,0.17573,0.38352
1954,1954,2014,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,39,8738,0.6593,1.28208
1955,1955,2014,30-45 y.,Saxony,Comp. time,0.60331,150,8738,0.47284,0.74655
1956,1956,2014,30-45 y.,Saxony,Some of both,0.26312,64,8738,0.16841,0.39413
1957,1957,2014,30-45 y.,Saxony,Not compensated,0.13357,44,8738,0.08133,0.22863
1958,1958,2014,30-45 y.,Saxony-Anhalt,Comp. time,0.54001,73,8738,0.38476,0.67982
1959,1959,2014,30-45 y.,Saxony-Anhalt,Some of both,0.45999,40,8738,0.33353,0.62055
1960,1960,2014,30-45 y.,Thuringa,Comp. time,0.71211,71,8738,0.5111,0.95208
1961,1961,2014,30-45 y.,Thuringa,Some of both,0.28789,38,8738,0.178,0.41514
1962,1962,2014,46-65 y.,Schleswig-Holstein,Comp. time,1.0,68,8738,0.80296,1.26201
1963,1963,2014,46-65 y.,Lower Saxony,Comp. time,0.4915,196,8738,0.41895,0.5688
1964,1964,2014,46-65 y.,Lower Saxony,Some of both,0.22246,93,8738,0.18168,0.28708
1965,1965,2014,46-65 y.,Lower Saxony,Paid,0.13538,44,8738,0.09402,0.18257
1966,1966,2014,46-65 y.,Lower Saxony,Not compensated,0.15066,64,8738,0.10863,0.20654
1967,1967,2014,46-65 y.,North Rhine-Westphalia,Comp. time,0.49138,423,8738,0.43792,0.54988
1968,1968,2014,46-65 y.,North Rhine-Westphalia,Some of both,0.20846,172,8738,0.17835,0.24633
