"plb0195_h","year","bildungsniveau","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Abgefeiert","1989","(noch) kein Abschluss","maennlich","14","","",""
"Abgefeiert","1989","(noch) kein Abschluss","weiblich","13","","",""
"Abgefeiert","1989","Hauptschule","maennlich","284","0.237164097743592","0.215009875943896","0.259318319543288"
"Abgefeiert","1989","Hauptschule","weiblich","231","0.41157094983826","0.372927714761923","0.450214184914597"
"Abgefeiert","1989","Realschule","maennlich","128","0.35684329991059","0.307763281057204","0.405923318763976"
"Abgefeiert","1989","Realschule","weiblich","190","0.483600679017178","0.433289468330615","0.533911889703742"
"Abgefeiert","1989","(Fach-)Abitur","maennlich","38","0.250044419881042","0.180745125037473","0.319343714724612"
"Abgefeiert","1989","(Fach-)Abitur","weiblich","54","0.499719702152717","0.405854465778156","0.593584938527278"
"Abgefeiert","1989","AkademikerIn","maennlich","50","0.175755148310592","0.130355931769387","0.221154364851797"
"Abgefeiert","1989","AkademikerIn","weiblich","25","","",""
"Teils, teils","1989","(noch) kein Abschluss","maennlich","18","","",""
"Teils, teils","1989","(noch) kein Abschluss","weiblich","5","","",""
"Teils, teils","1989","Hauptschule","maennlich","213","0.158618314945484","0.139590467650673","0.177646162240294"
"Teils, teils","1989","Hauptschule","weiblich","75","0.112567366393512","0.08774872419869","0.137386008588335"
"Teils, teils","1989","Realschule","maennlich","64","0.164211053883984","0.126257097515631","0.202165010252337"
"Teils, teils","1989","Realschule","weiblich","47","0.126567519624489","0.0930937756837383","0.16004126356524"
"Teils, teils","1989","(Fach-)Abitur","maennlich","25","","",""
"Teils, teils","1989","(Fach-)Abitur","weiblich","15","","",""
"Teils, teils","1989","AkademikerIn","maennlich","45","0.168811896518512","0.124131461507852","0.213492331529172"
"Teils, teils","1989","AkademikerIn","weiblich","10","","",""
"Bezahlt","1989","(noch) kein Abschluss","maennlich","101","0.737915643173282","0.664005754986748","0.811825531359815"
"Bezahlt","1989","(noch) kein Abschluss","weiblich","38","0.608021721346035","0.482382671829469","0.733660770862602"
"Bezahlt","1989","Hauptschule","maennlich","800","0.511002051937777","0.484965629773533","0.537038474102022"
"Bezahlt","1989","Hauptschule","weiblich","255","0.365074063764209","0.327268467526803","0.402879660001615"
"Bezahlt","1989","Realschule","maennlich","98","0.253770331503854","0.209187851068297","0.298352811939412"
"Bezahlt","1989","Realschule","weiblich","68","0.177976396270574","0.13946831901026","0.216484473530887"
"Bezahlt","1989","(Fach-)Abitur","maennlich","58","0.322681833838037","0.247867281499241","0.397496386176832"
"Bezahlt","1989","(Fach-)Abitur","weiblich","25","","",""
"Bezahlt","1989","AkademikerIn","maennlich","32","0.103968839162352","0.0675623028046531","0.14037537552005"
"Bezahlt","1989","AkademikerIn","weiblich","7","","",""
"Nicht abgegolten","1989","(noch) kein Abschluss","maennlich","3","","",""
"Nicht abgegolten","1989","(noch) kein Abschluss","weiblich","2","","",""
"Nicht abgegolten","1989","Hauptschule","maennlich","119","0.0932155353731472","0.0780725100371297","0.108358560709165"
"Nicht abgegolten","1989","Hauptschule","weiblich","62","0.110787620004019","0.0861412800627345","0.135433959945303"
"Nicht abgegolten","1989","Realschule","maennlich","76","0.225175314701571","0.182382617393417","0.267968012009725"
"Nicht abgegolten","1989","Realschule","weiblich","74","0.211855405087759","0.170716643758552","0.252994166416966"
"Nicht abgegolten","1989","(Fach-)Abitur","maennlich","29","","",""
"Nicht abgegolten","1989","(Fach-)Abitur","weiblich","15","","",""
"Nicht abgegolten","1989","AkademikerIn","maennlich","143","0.551464116008544","0.492141071042302","0.610787160974786"
"Nicht abgegolten","1989","AkademikerIn","weiblich","44","0.514086908748026","0.408454681335953","0.619719136160099"
"Abgefeiert","1990","(noch) kein Abschluss","maennlich","11","","",""
"Abgefeiert","1990","(noch) kein Abschluss","weiblich","13","","",""
"Abgefeiert","1990","Hauptschule","maennlich","400","0.258585408163984","0.238385841181215","0.278784975146753"
"Abgefeiert","1990","Hauptschule","weiblich","374","0.409291795208136","0.378428037275043","0.440155553141229"
"Abgefeiert","1990","Realschule","maennlich","275","0.309758631155366","0.280447583237422","0.339069679073309"
"Abgefeiert","1990","Realschule","weiblich","405","0.527981823478542","0.493081804333461","0.562881842623623"
"Abgefeiert","1990","(Fach-)Abitur","maennlich","43","0.233123563982124","0.173471535005855","0.292775592958394"
"Abgefeiert","1990","(Fach-)Abitur","weiblich","63","0.481953851173796","0.395391297821057","0.568516404526535"
"Abgefeiert","1990","AkademikerIn","maennlich","170","0.24683877329661","0.212594329912918","0.281083216680302"
"Abgefeiert","1990","AkademikerIn","weiblich","200","0.45086798145008","0.404162492030014","0.497573470870145"
"Teils, teils","1990","(noch) kein Abschluss","maennlich","19","","",""
"Teils, teils","1990","(noch) kein Abschluss","weiblich","9","","",""
"Teils, teils","1990","Hauptschule","maennlich","252","0.138936496309521","0.122980083985789","0.154892908633253"
"Teils, teils","1990","Hauptschule","weiblich","130","0.122591007360264","0.102004810065911","0.143177204654617"
"Teils, teils","1990","Realschule","maennlich","178","0.170160049369233","0.146339865151437","0.19398023358703"
"Teils, teils","1990","Realschule","weiblich","117","0.138992913982315","0.1148084475173","0.16317738044733"
"Teils, teils","1990","(Fach-)Abitur","maennlich","39","0.243630451961652","0.183068168761415","0.304192735161888"
"Teils, teils","1990","(Fach-)Abitur","weiblich","18","","",""
"Teils, teils","1990","AkademikerIn","maennlich","107","0.174149249930435","0.144029522830227","0.204268977030643"
"Teils, teils","1990","AkademikerIn","weiblich","47","0.110972732935653","0.0814898106410854","0.140455655230222"
"Bezahlt","1990","(noch) kein Abschluss","maennlich","91","0.733768139122361","0.655015549261174","0.812520728983549"
"Bezahlt","1990","(noch) kein Abschluss","weiblich","34","0.559077325154246","0.43018477414895","0.687969876159543"
"Bezahlt","1990","Hauptschule","maennlich","1042","0.522503862548003","0.499460854476362","0.545546870619643"
"Bezahlt","1990","Hauptschule","weiblich","409","0.383389844153951","0.352870765245248","0.413908923062655"
"Bezahlt","1990","Realschule","maennlich","407","0.381026462240088","0.350241916083063","0.411811008397112"
"Bezahlt","1990","Realschule","weiblich","184","0.20222652354606","0.174146616058493","0.230306431033627"
"Bezahlt","1990","(Fach-)Abitur","maennlich","83","0.354261524383252","0.28678390346521","0.421739145301295"
"Bezahlt","1990","(Fach-)Abitur","weiblich","28","","",""
"Bezahlt","1990","AkademikerIn","maennlich","78","0.108207688043372","0.0835359147479081","0.132879461338835"
"Bezahlt","1990","AkademikerIn","weiblich","88","0.149801525625918","0.116303198044737","0.1832998532071"
"Nicht abgegolten","1990","(noch) kein Abschluss","maennlich","","","",""
"Nicht abgegolten","1990","(noch) kein Abschluss","weiblich","1","","",""
"Nicht abgegolten","1990","Hauptschule","maennlich","111","0.0799742329784924","0.0674605679608674","0.0924878979961175"
"Nicht abgegolten","1990","Hauptschule","weiblich","62","0.0847273532776484","0.0672476987466495","0.102207007808647"
"Nicht abgegolten","1990","Realschule","maennlich","96","0.139054857235313","0.117121759860125","0.160987954610502"
"Nicht abgegolten","1990","Realschule","weiblich","80","0.130798738993083","0.107226612096453","0.154370865889712"
"Nicht abgegolten","1990","(Fach-)Abitur","maennlich","28","","",""
"Nicht abgegolten","1990","(Fach-)Abitur","weiblich","19","","",""
"Nicht abgegolten","1990","AkademikerIn","maennlich","254","0.470804288729583","0.431161170487425","0.510447406971742"
"Nicht abgegolten","1990","AkademikerIn","weiblich","101","0.288357759988348","0.245836950186889","0.330878569789808"
"Abgefeiert","1991","(noch) kein Abschluss","maennlich","18","","",""
"Abgefeiert","1991","(noch) kein Abschluss","weiblich","14","","",""
"Abgefeiert","1991","Hauptschule","maennlich","409","0.255876781381514","0.235097560694361","0.276656002068668"
"Abgefeiert","1991","Hauptschule","weiblich","349","0.415510607656106","0.382554881632936","0.448466333679276"
"Abgefeiert","1991","Realschule","maennlich","317","0.353446214761985","0.320885275857671","0.3860071536663"
"Abgefeiert","1991","Realschule","weiblich","398","0.512029431298647","0.476303509144383","0.547755353452912"
"Abgefeiert","1991","(Fach-)Abitur","maennlich","65","0.328953175216233","0.2641619995412","0.393744350891265"
"Abgefeiert","1991","(Fach-)Abitur","weiblich","63","0.521631637814266","0.4364150163396","0.606848259288932"
"Abgefeiert","1991","AkademikerIn","maennlich","157","0.267462597651449","0.230867208952143","0.304057986350754"
"Abgefeiert","1991","AkademikerIn","weiblich","194","0.457545385864943","0.408164542124776","0.506926229605109"
"Teils, teils","1991","(noch) kein Abschluss","maennlich","17","","",""
"Teils, teils","1991","(noch) kein Abschluss","weiblich","6","","",""
"Teils, teils","1991","Hauptschule","maennlich","271","0.165740343340436","0.148032889176444","0.183447797504428"
"Teils, teils","1991","Hauptschule","weiblich","109","0.128036377011966","0.105692044735898","0.150380709288033"
"Teils, teils","1991","Realschule","maennlich","134","0.171619068450746","0.145936956223894","0.197301180677597"
"Teils, teils","1991","Realschule","weiblich","100","0.119775092229076","0.096568078748758","0.142982105709394"
"Teils, teils","1991","(Fach-)Abitur","maennlich","30","0.135526601600446","0.0883245910857305","0.182728612115161"
"Teils, teils","1991","(Fach-)Abitur","weiblich","18","","",""
"Teils, teils","1991","AkademikerIn","maennlich","83","0.148701612904395","0.119285947419104","0.178117278389686"
"Teils, teils","1991","AkademikerIn","weiblich","38","0.113362230379459","0.0819378287208295","0.144786632038088"
"Bezahlt","1991","(noch) kein Abschluss","maennlich","110","0.799850192819349","0.73538887967971","0.864311505958988"
"Bezahlt","1991","(noch) kein Abschluss","weiblich","43","0.534282045459628","0.416583708536351","0.651980382382906"
"Bezahlt","1991","Hauptschule","maennlich","903","0.493603644303817","0.469795483204637","0.517411805402996"
"Bezahlt","1991","Hauptschule","weiblich","335","0.368719642831463","0.336456194407429","0.400983091255497"
"Bezahlt","1991","Realschule","maennlich","297","0.340150501087668","0.307881098461822","0.372419903713513"
"Bezahlt","1991","Realschule","weiblich","156","0.222740382605387","0.193001701517932","0.252479063692843"
"Bezahlt","1991","(Fach-)Abitur","maennlich","75","0.345902883645376","0.280307902007004","0.411497865283748"
"Bezahlt","1991","(Fach-)Abitur","weiblich","27","","",""
"Bezahlt","1991","AkademikerIn","maennlich","73","0.134645322268047","0.106424306518729","0.162866338017365"
"Bezahlt","1991","AkademikerIn","weiblich","42","0.0921773729698231","0.0635044229802604","0.120850322959386"
"Nicht abgegolten","1991","(noch) kein Abschluss","maennlich","3","","",""
"Nicht abgegolten","1991","(noch) kein Abschluss","weiblich","6","","",""
"Nicht abgegolten","1991","Hauptschule","maennlich","111","0.0847792309742331","0.0715144813213738","0.0980439806270923"
"Nicht abgegolten","1991","Hauptschule","weiblich","66","0.0877333725004659","0.0688145189635765","0.106652226037355"
