year,age_gr,sampreg,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,30-45 y.,West,Paid,0.33488,565,1389,0.31005,0.35971
1990,30-45 y.,West,Not compensated,0.17321,203,1389,0.15330,0.19312
1990,30-45 y.,East,Comp. time,0.36292,410,1127,0.33484,0.39101
1990,30-45 y.,East,Some of both,0.16164,175,1127,0.14014,0.18314
1990,30-45 y.,East,Paid,0.37226,420,1127,0.34403,0.40050
1990,30-45 y.,East,Not compensated,0.10318,122,1127,0.08541,0.12094
1990,46-65 y.,West,Comp. time,0.32401,294,1059,0.29581,0.35222
1990,46-65 y.,West,Some of both,0.11770,134,1059,0.09828,0.13712
1990,46-65 y.,West,Paid,0.35451,444,1059,0.32568,0.38334
1990,46-65 y.,West,Not compensated,0.20378,187,1059,0.17950,0.22805
1990,46-65 y.,East,Comp. time,0.35467,267,780,0.32107,0.38826
1990,46-65 y.,East,Some of both,0.12496,105,780,0.10174,0.14819
1990,46-65 y.,East,Paid,0.40319,319,780,0.36874,0.43763
1990,46-65 y.,East,Not compensated,0.11718,89,780,0.09460,0.13977
1991,17-29 y.,West,Comp. time,0.35123,410,1235,0.32460,0.37787
1991,17-29 y.,West,Some of both,0.15833,197,1235,0.13796,0.17870
1991,17-29 y.,West,Paid,0.36661,505,1235,0.33972,0.39350
1991,17-29 y.,West,Not compensated,0.12383,123,1235,0.10545,0.14221
1991,17-29 y.,East,Comp. time,0.43368,197,401,0.38512,0.48225
1991,17-29 y.,East,Some of both,0.16105,65,401,0.12503,0.19707
1991,17-29 y.,East,Paid,0.35582,139,401,0.30891,0.40274
1991,30-45 y.,West,Comp. time,0.32322,445,1514,0.29965,0.34678
1991,30-45 y.,West,Some of both,0.15729,232,1514,0.13894,0.17564
1991,30-45 y.,West,Paid,0.37103,643,1514,0.34669,0.39537
1991,30-45 y.,West,Not compensated,0.14847,194,1514,0.13055,0.16638
1991,30-45 y.,East,Comp. time,0.47304,435,922,0.44080,0.50529
1991,30-45 y.,East,Some of both,0.11937,112,922,0.09843,0.14031
1991,30-45 y.,East,Paid,0.25145,225,922,0.22343,0.27947
1991,30-45 y.,East,Not compensated,0.15614,150,922,0.13270,0.17958
1991,46-65 y.,West,Comp. time,0.30408,305,1116,0.27708,0.33108
1991,46-65 y.,West,Some of both,0.13152,148,1116,0.11168,0.15135
1991,46-65 y.,West,Paid,0.35476,472,1116,0.32668,0.38285
1991,46-65 y.,West,Not compensated,0.20964,191,1116,0.18575,0.23353
1991,46-65 y.,East,Comp. time,0.46609,221,499,0.42228,0.50990
1991,46-65 y.,East,Some of both,0.11207,61,499,0.08437,0.13978
1991,46-65 y.,East,Paid,0.20002,106,499,0.16489,0.23516
1991,46-65 y.,East,Not compensated,0.22181,111,499,0.18532,0.25830
1992,17-29 y.,West,Comp. time,0.38128,404,1160,0.35332,0.40925
1992,17-29 y.,West,Some of both,0.18483,204,1160,0.16248,0.20718
1992,17-29 y.,West,Paid,0.33412,439,1160,0.30697,0.36128
1992,17-29 y.,West,Not compensated,0.09976,113,1160,0.08251,0.11701
1992,17-29 y.,East,Comp. time,0.38398,163,398,0.33613,0.43182
1992,17-29 y.,East,Some of both,0.16466,63,398,0.12818,0.20114
1992,17-29 y.,East,Paid,0.34034,132,398,0.29373,0.38695
1992,17-29 y.,East,Not compensated,0.11102,40,398,0.08012,0.14193
1992,30-45 y.,West,Comp. time,0.33476,470,1500,0.31087,0.35865
1992,30-45 y.,West,Some of both,0.18068,262,1500,0.16120,0.20016
1992,30-45 y.,West,Paid,0.33966,575,1500,0.31569,0.36364
1992,30-45 y.,West,Not compensated,0.14489,193,1500,0.12707,0.16271
1992,30-45 y.,East,Comp. time,0.37587,333,858,0.34344,0.40829
1992,30-45 y.,East,Some of both,0.18252,157,858,0.15666,0.20838
1992,30-45 y.,East,Paid,0.27404,218,858,0.24417,0.30390
1992,30-45 y.,East,Not compensated,0.16758,150,858,0.14257,0.19258
1992,46-65 y.,West,Comp. time,0.32524,297,1027,0.29657,0.35390
1992,46-65 y.,West,Some of both,0.13457,143,1027,0.11369,0.15545
1992,46-65 y.,West,Paid,0.34098,417,1027,0.31197,0.36998
1992,46-65 y.,West,Not compensated,0.19922,170,1027,0.17478,0.22366
1992,46-65 y.,East,Comp. time,0.38612,177,433,0.34021,0.43203
1992,46-65 y.,East,Some of both,0.14712,58,433,0.11372,0.18052
1992,46-65 y.,East,Paid,0.21168,93,433,0.17316,0.25021
1992,46-65 y.,East,Not compensated,0.25507,105,433,0.21397,0.29618
1993,17-29 y.,West,Comp. time,0.37714,396,1117,0.34871,0.40558
1993,17-29 y.,West,Some of both,0.17762,203,1117,0.15519,0.20004
1993,17-29 y.,West,Paid,0.34045,410,1117,0.31265,0.36825
1993,17-29 y.,West,Not compensated,0.10479,108,1117,0.08682,0.12276
1993,17-29 y.,East,Comp. time,0.39231,158,386,0.34354,0.44109
1993,17-29 y.,East,Some of both,0.19824,75,386,0.15842,0.23807
1993,17-29 y.,East,Paid,0.29790,117,386,0.25222,0.34359
1993,17-29 y.,East,Not compensated,0.11154,36,386,0.08009,0.14298
1993,30-45 y.,West,Comp. time,0.33890,488,1512,0.31504,0.36277
1993,30-45 y.,West,Some of both,0.17329,259,1512,0.15421,0.19238
1993,30-45 y.,West,Paid,0.32314,555,1512,0.29955,0.34672
1993,30-45 y.,West,Not compensated,0.16467,210,1512,0.14597,0.18337
1993,30-45 y.,East,Comp. time,0.37473,324,851,0.34219,0.40727
1993,30-45 y.,East,Some of both,0.15971,141,851,0.13508,0.18434
1993,30-45 y.,East,Paid,0.29004,236,851,0.25954,0.32055
1993,30-45 y.,East,Not compensated,0.17552,150,851,0.14994,0.20109
1993,46-65 y.,West,Comp. time,0.30825,282,975,0.27925,0.33725
1993,46-65 y.,West,Some of both,0.14216,145,975,0.12022,0.16409
1993,46-65 y.,West,Paid,0.33108,361,975,0.30153,0.36064
1993,46-65 y.,West,Not compensated,0.21851,187,975,0.19256,0.24446
1993,46-65 y.,East,Comp. time,0.36874,148,410,0.32199,0.41550
1993,46-65 y.,East,Some of both,0.17206,76,410,0.13548,0.20864
1993,46-65 y.,East,Paid,0.18525,76,410,0.14760,0.22290
1993,46-65 y.,East,Not compensated,0.27394,110,410,0.23072,0.31717
1994,17-29 y.,West,Comp. time,0.41897,422,1083,0.38957,0.44837
1994,17-29 y.,West,Some of both,0.19350,194,1083,0.16996,0.21704
1994,17-29 y.,West,Paid,0.28735,354,1083,0.26039,0.31432
1994,17-29 y.,West,Not compensated,0.10018,113,1083,0.08229,0.11807
1994,17-29 y.,East,Comp. time,0.38551,149,368,0.33571,0.43530
1994,17-29 y.,East,Some of both,0.24288,80,368,0.19901,0.28675
1994,17-29 y.,East,Paid,0.26972,98,368,0.22431,0.31513
1994,17-29 y.,East,Not compensated,0.10189,41,368,0.07094,0.13284
1994,30-45 y.,West,Comp. time,0.36173,522,1495,0.33736,0.38610
1994,30-45 y.,West,Some of both,0.17365,279,1495,0.15444,0.19286
1994,30-45 y.,West,Paid,0.30393,492,1495,0.28060,0.32725
1994,30-45 y.,West,Not compensated,0.16070,202,1495,0.14207,0.17932
1994,30-45 y.,East,Comp. time,0.37239,329,832,0.33952,0.40527
1994,30-45 y.,East,Some of both,0.16704,138,832,0.14167,0.19240
1994,30-45 y.,East,Paid,0.27645,209,832,0.24604,0.30685
1994,30-45 y.,East,Not compensated,0.18412,156,832,0.15777,0.21048
1994,46-65 y.,West,Comp. time,0.35476,331,967,0.32458,0.38493
1994,46-65 y.,West,Some of both,0.14311,139,967,0.12103,0.16519
1994,46-65 y.,West,Paid,0.30398,337,967,0.27497,0.33298
1994,46-65 y.,West,Not compensated,0.19816,160,967,0.17302,0.22329
1994,46-65 y.,East,Comp. time,0.36916,161,437,0.32386,0.41446
1994,46-65 y.,East,Some of both,0.16642,75,437,0.13146,0.20139
1994,46-65 y.,East,Paid,0.18312,76,437,0.14681,0.21942
1994,46-65 y.,East,Not compensated,0.28130,125,437,0.23909,0.32350
1995,17-29 y.,West,Comp. time,0.41515,421,1108,0.38612,0.44418
1995,17-29 y.,West,Some of both,0.18839,200,1108,0.16536,0.21143
1995,17-29 y.,West,Paid,0.26504,353,1108,0.23904,0.29103
1995,17-29 y.,West,Not compensated,0.13142,134,1108,0.11152,0.15132
1995,17-29 y.,East,Comp. time,0.40682,161,380,0.35736,0.45627
1995,17-29 y.,East,Some of both,0.22749,77,380,0.18529,0.26970
1995,17-29 y.,East,Paid,0.29115,110,380,0.24541,0.33689
1995,17-29 y.,East,Not compensated,0.07454,32,380,0.04810,0.10098
1995,30-45 y.,West,Comp. time,0.36835,610,1734,0.34564,0.39106
1995,30-45 y.,West,Some of both,0.18149,320,1734,0.16335,0.19964
1995,30-45 y.,West,Paid,0.29673,586,1734,0.27522,0.31824
1995,30-45 y.,West,Not compensated,0.15343,218,1734,0.13646,0.17040
1995,30-45 y.,East,Comp. time,0.39727,338,810,0.36355,0.43099
1995,30-45 y.,East,Some of both,0.19620,157,810,0.16884,0.22357
1995,30-45 y.,East,Paid,0.23757,181,810,0.20825,0.26690
1995,30-45 y.,East,Not compensated,0.16896,134,810,0.14314,0.19478
1995,46-65 y.,West,Comp. time,0.34257,328,1029,0.31356,0.37158
1995,46-65 y.,West,Some of both,0.15106,155,1029,0.12917,0.17295
1995,46-65 y.,West,Paid,0.30149,360,1029,0.27344,0.32955
1995,46-65 y.,West,Not compensated,0.20488,186,1029,0.18020,0.22955
1995,46-65 y.,East,Comp. time,0.38647,175,450,0.34143,0.43151
1995,46-65 y.,East,Some of both,0.15973,83,450,0.12584,0.19362
1995,46-65 y.,East,Paid,0.19288,79,450,0.15639,0.22938
1995,46-65 y.,East,Not compensated,0.26091,113,450,0.22029,0.30153
1996,17-29 y.,West,Comp. time,0.45657,439,1003,0.42573,0.48741
1996,17-29 y.,West,Some of both,0.14882,160,1003,0.12678,0.17086
1996,17-29 y.,West,Paid,0.27288,290,1003,0.24530,0.30046
1996,17-29 y.,West,Not compensated,0.12173,114,1003,0.10148,0.14198
1996,17-29 y.,East,Comp. time,0.41506,165,362,0.36423,0.46589
1996,17-29 y.,East,Some of both,0.21081,73,362,0.16874,0.25289
1996,17-29 y.,East,Paid,0.27342,84,362,0.22744,0.31940
1996,17-29 y.,East,Not compensated,0.10071,40,362,0.06966,0.13175
1996,30-45 y.,West,Comp. time,0.41402,703,1768,0.39105,0.43699
1996,30-45 y.,West,Some of both,0.19199,315,1768,0.17362,0.21035
1996,30-45 y.,West,Paid,0.26050,531,1768,0.24003,0.28096
1996,30-45 y.,West,Not compensated,0.13350,219,1768,0.11764,0.14935
1996,30-45 y.,East,Comp. time,0.39578,329,794,0.36175,0.42982
1996,30-45 y.,East,Some of both,0.18689,139,794,0.15976,0.21403
1996,30-45 y.,East,Paid,0.24819,192,794,0.21812,0.27825
1996,30-45 y.,East,Not compensated,0.16914,134,794,0.14304,0.19523
1996,46-65 y.,West,Comp. time,0.40165,384,987,0.37105,0.43225
1996,46-65 y.,West,Some of both,0.13837,138,987,0.11682,0.15992
1996,46-65 y.,West,Paid,0.25474,298,987,0.22754,0.28193
1996,46-65 y.,West,Not compensated,0.20525,167,987,0.18004,0.23046
1996,46-65 y.,East,Comp. time,0.44583,182,423,0.39841,0.49326
1996,46-65 y.,East,Some of both,0.10286,53,423,0.07388,0.13185
1996,46-65 y.,East,Paid,0.16043,69,423,0.12542,0.19545
1996,46-65 y.,East,Not compensated,0.29087,119,423,0.24754,0.33421
1997,17-29 y.,West,Comp. time,0.44541,385,844,0.41186,0.47897
1997,17-29 y.,West,Some of both,0.20606,176,844,0.17875,0.23336
1997,17-29 y.,West,Paid,0.19082,178,844,0.16429,0.21735
1997,17-29 y.,West,Not compensated,0.15771,105,844,0.13310,0.18231
1997,17-29 y.,East,Comp. time,0.49818,162,315,0.44287,0.55348
1997,17-29 y.,East,Some of both,0.23714,74,315,0.19010,0.28419
1997,17-29 y.,East,Paid,0.15229,44,315,0.11255,0.19204
1997,17-29 y.,East,Not compensated,0.11239,35,315,0.07745,0.14732
1997,30-45 y.,West,Comp. time,0.43077,626,1527,0.40593,0.45562
1997,30-45 y.,West,Some of both,0.22135,333,1527,0.20052,0.24218
1997,30-45 y.,West,Paid,0.17516,328,1527,0.15609,0.19423
1997,30-45 y.,West,Not compensated,0.17272,240,1527,0.15375,0.19169
1997,30-45 y.,East,Comp. time,0.41592,290,679,0.37882,0.45302
1997,30-45 y.,East,Some of both,0.24189,166,679,0.20965,0.27412
1997,30-45 y.,East,Paid,0.17301,111,679,0.14453,0.20148
1997,30-45 y.,East,Not compensated,0.16919,112,679,0.14097,0.19741
1997,46-65 y.,West,Comp. time,0.43777,343,798,0.40333,0.47222
1997,46-65 y.,West,Some of both,0.16953,142,798,0.14348,0.19558
1997,46-65 y.,West,Paid,0.16738,160,798,0.14146,0.19329
1997,46-65 y.,West,Not compensated,0.22532,153,798,0.19631,0.25432
1997,46-65 y.,East,Comp. time,0.39120,153,421,0.34453,0.43787
1997,46-65 y.,East,Some of both,0.17612,82,421,0.13969,0.21255
1997,46-65 y.,East,Paid,0.10558,53,421,0.07619,0.13497
1997,46-65 y.,East,Not compensated,0.32710,133,421,0.28223,0.37197
1998,17-29 y.,West,Comp. time,0.44132,352,829,0.40750,0.47514
1998,17-29 y.,West,Some of both,0.23200,202,829,0.20325,0.26075
1998,17-29 y.,West,Paid,0.19511,173,829,0.16812,0.22210
1998,17-29 y.,West,Not compensated,0.13157,102,829,0.10854,0.15459
1998,17-29 y.,East,Comp. time,0.48844,180,357,0.43651,0.54037
1998,17-29 y.,East,Some of both,0.24676,84,357,0.20198,0.29155
1998,17-29 y.,East,Paid,0.13985,45,357,0.10382,0.17588
1998,17-29 y.,East,Not compensated,0.12495,48,357,0.09060,0.15929
1998,30-45 y.,West,Comp. time,0.43434,746,1731,0.41098,0.45769
1998,30-45 y.,West,Some of both,0.21308,370,1731,0.19378,0.23237
1998,30-45 y.,West,Paid,0.17860,331,1731,0.16055,0.19665
1998,30-45 y.,West,Not compensated,0.17399,284,1731,0.15612,0.19185
1998,30-45 y.,East,Comp. time,0.44207,328,728,0.40597,0.47818
1998,30-45 y.,East,Some of both,0.23791,164,728,0.20696,0.26887
1998,30-45 y.,East,Paid,0.14309,109,728,0.11764,0.16855
1998,30-45 y.,East,Not compensated,0.17692,127,728,0.14918,0.20466
1998,46-65 y.,West,Comp. time,0.46732,429,933,0.43529,0.49936
1998,46-65 y.,West,Some of both,0.16054,159,933,0.13697,0.18411
1998,46-65 y.,West,Paid,0.15326,158,933,0.13013,0.17639
1998,46-65 y.,West,Not compensated,0.21888,187,933,0.19233,0.24542
1998,46-65 y.,East,Comp. time,0.41617,177,435,0.36979,0.46254
1998,46-65 y.,East,Some of both,0.22938,102,435,0.18983,0.26894
1998,46-65 y.,East,Paid,0.13159,56,435,0.09979,0.16340
1998,46-65 y.,East,Not compensated,0.22286,100,435,0.18370,0.26201
1999,17-29 y.,West,Comp. time,0.46397,343,804,0.42948,0.49847
1999,17-29 y.,West,Some of both,0.21605,189,804,0.18759,0.24452
1999,17-29 y.,West,Paid,0.16754,165,804,0.14171,0.19337
1999,17-29 y.,West,Not compensated,0.15244,107,804,0.12757,0.17730
1999,17-29 y.,East,Comp. time,0.49411,166,342,0.44104,0.54717
1999,17-29 y.,East,Some of both,0.21351,70,342,0.17001,0.25700
1999,17-29 y.,East,Paid,0.16887,56,342,0.12911,0.20864
1999,17-29 y.,East,Not compensated,0.12351,50,342,0.08859,0.15844
1999,30-45 y.,West,Comp. time,0.44597,766,1750,0.42268,0.46927
1999,30-45 y.,West,Some of both,0.21909,394,1750,0.19970,0.23847
1999,30-45 y.,West,Paid,0.16553,314,1750,0.14811,0.18294
1999,30-45 y.,West,Not compensated,0.16941,276,1750,0.15183,0.18699
1999,30-45 y.,East,Comp. time,0.45824,351,738,0.42227,0.49421
1999,30-45 y.,East,Some of both,0.26779,179,738,0.23582,0.29976
1999,30-45 y.,East,Paid,0.12649,96,738,0.10249,0.15049
1999,30-45 y.,East,Not compensated,0.14748,112,738,0.12188,0.17308
1999,46-65 y.,West,Comp. time,0.47804,396,880,0.44501,0.51106
1999,46-65 y.,West,Some of both,0.16004,142,880,0.13580,0.18428
1999,46-65 y.,West,Paid,0.14670,160,880,0.12331,0.17009
1999,46-65 y.,West,Not compensated,0.21522,182,880,0.18805,0.24239
1999,46-65 y.,East,Comp. time,0.40817,176,429,0.36160,0.45473
1999,46-65 y.,East,Some of both,0.23156,91,429,0.19160,0.27153
1999,46-65 y.,East,Paid,0.10802,52,429,0.07862,0.13743
1999,46-65 y.,East,Not compensated,0.25224,110,429,0.21110,0.29339
2000,17-29 y.,West,Comp. time,0.51701,581,1183,0.48852,0.54550
2000,17-29 y.,West,Some of both,0.20028,243,1183,0.17746,0.22310
2000,17-29 y.,West,Paid,0.16709,208,1183,0.14582,0.18836
2000,17-29 y.,West,Not compensated,0.11562,151,1183,0.09739,0.13385
2000,17-29 y.,East,Comp. time,0.52168,222,429,0.47435,0.56900
2000,17-29 y.,East,Some of both,0.20846,86,429,0.16997,0.24694
2000,17-29 y.,East,Paid,0.15078,64,429,0.11687,0.18468
2000,17-29 y.,East,Not compensated,0.11909,57,429,0.08840,0.14978
2000,30-45 y.,West,Comp. time,0.46098,1459,3167,0.44362,0.47835
2000,30-45 y.,West,Some of both,0.21365,684,3167,0.19937,0.22793
2000,30-45 y.,West,Paid,0.16251,529,3167,0.14965,0.17536
2000,30-45 y.,West,Not compensated,0.16286,495,3167,0.15000,0.17573
2000,30-45 y.,East,Comp. time,0.47600,501,1036,0.44558,0.50643
2000,30-45 y.,East,Some of both,0.24312,230,1036,0.21699,0.26926
2000,30-45 y.,East,Paid,0.13502,137,1036,0.11420,0.15585
2000,30-45 y.,East,Not compensated,0.14585,168,1036,0.12435,0.16735
2000,46-65 y.,West,Comp. time,0.46025,824,1815,0.43731,0.48318
2000,46-65 y.,West,Some of both,0.18682,339,1815,0.16889,0.20476
2000,46-65 y.,West,Paid,0.15928,293,1815,0.14244,0.17612
2000,46-65 y.,West,Not compensated,0.19365,359,1815,0.17546,0.21183
2000,46-65 y.,East,Comp. time,0.46738,298,626,0.42826,0.50649
2000,46-65 y.,East,Some of both,0.20346,117,626,0.17190,0.23503
2000,46-65 y.,East,Paid,0.11690,74,626,0.09171,0.14209
2000,46-65 y.,East,Not compensated,0.21226,137,626,0.18020,0.24432
2001,17-29 y.,West,Comp. time,0.45855,488,1066,0.42862,0.48847
2001,17-29 y.,West,Some of both,0.23101,234,1066,0.20569,0.25632
2001,17-29 y.,West,Paid,0.18225,201,1066,0.15906,0.20543
2001,17-29 y.,West,Not compensated,0.12820,143,1066,0.10812,0.14828
2001,17-29 y.,East,Comp. time,0.45417,192,407,0.40574,0.50260
2001,17-29 y.,East,Some of both,0.27145,99,407,0.22820,0.31471
2001,17-29 y.,East,Paid,0.15105,59,407,0.11622,0.18589
2001,17-29 y.,East,Not compensated,0.12332,57,407,0.09134,0.15530
2001,30-45 y.,West,Comp. time,0.44929,1303,2959,0.43137,0.46722
2001,30-45 y.,West,Some of both,0.22964,701,2959,0.21448,0.24480
2001,30-45 y.,West,Paid,0.15831,491,2959,0.14515,0.17146
2001,30-45 y.,West,Not compensated,0.16276,464,2959,0.14946,0.17606
2001,30-45 y.,East,Comp. time,0.50014,473,948,0.46830,0.53199
2001,30-45 y.,East,Some of both,0.23113,211,948,0.20428,0.25798
2001,30-45 y.,East,Paid,0.12747,119,948,0.10623,0.14871
2001,30-45 y.,East,Not compensated,0.14126,145,948,0.11908,0.16344
2001,46-65 y.,West,Comp. time,0.45452,751,1697,0.43083,0.47822
2001,46-65 y.,West,Some of both,0.18721,326,1697,0.16864,0.20577
2001,46-65 y.,West,Paid,0.16446,272,1697,0.14682,0.18210
2001,46-65 y.,West,Not compensated,0.19381,348,1697,0.17499,0.21262
2001,46-65 y.,East,Comp. time,0.48715,302,629,0.44806,0.52624
2001,46-65 y.,East,Some of both,0.20089,132,629,0.16955,0.23223
2001,46-65 y.,East,Paid,0.14260,84,629,0.11525,0.16995
2001,46-65 y.,East,Not compensated,0.16936,111,629,0.14003,0.19870
2002,17-29 y.,West,Comp. time,0.46017,459,1001,0.42928,0.49106
2002,17-29 y.,West,Some of both,0.22649,231,1001,0.20055,0.25243
2002,17-29 y.,West,Paid,0.16467,157,1001,0.14168,0.18766
2002,17-29 y.,West,Not compensated,0.14867,154,1001,0.12662,0.17072
2002,17-29 y.,East,Comp. time,0.52959,191,377,0.47914,0.58004
2002,17-29 y.,East,Some of both,0.25443,88,377,0.21040,0.29845
2002,17-29 y.,East,Paid,0.07884,43,377,0.05160,0.10608
2002,17-29 y.,East,Not compensated,0.13714,55,377,0.10237,0.17191
2002,30-45 y.,West,Comp. time,0.45257,1307,2951,0.43461,0.47053
2002,30-45 y.,West,Some of both,0.22504,672,2951,0.20997,0.24011
2002,30-45 y.,West,Paid,0.14059,394,2951,0.12804,0.15313
2002,30-45 y.,West,Not compensated,0.18180,578,2951,0.16789,0.19572
2002,30-45 y.,East,Comp. time,0.52240,456,902,0.48979,0.55502
2002,30-45 y.,East,Some of both,0.22542,198,902,0.19813,0.25270
2002,30-45 y.,East,Paid,0.11365,94,902,0.09292,0.13437
2002,30-45 y.,East,Not compensated,0.13854,154,902,0.11598,0.16109
2002,46-65 y.,West,Comp. time,0.50564,886,2037,0.48393,0.52736
2002,46-65 y.,West,Some of both,0.16530,332,2037,0.14917,0.18144
2002,46-65 y.,West,Paid,0.13082,236,2037,0.11617,0.14546
2002,46-65 y.,West,Not compensated,0.19824,583,2037,0.18092,0.21556
2002,46-65 y.,East,Comp. time,0.48930,321,681,0.45173,0.52687
2002,46-65 y.,East,Some of both,0.20212,136,681,0.17193,0.23230
2002,46-65 y.,East,Paid,0.12092,65,681,0.09642,0.14543
2002,46-65 y.,East,Not compensated,0.18766,159,681,0.15831,0.21701
2003,17-29 y.,West,Comp. time,0.51686,489,986,0.48565,0.54806
2003,17-29 y.,West,Some of both,0.18998,205,986,0.16548,0.21447
2003,17-29 y.,West,Paid,0.14863,148,986,0.12641,0.17084
2003,17-29 y.,West,Not compensated,0.14454,144,986,0.12258,0.16650
2003,17-29 y.,East,Comp. time,0.52839,193,354,0.47631,0.58047
2003,17-29 y.,East,Some of both,0.23428,67,354,0.19010,0.27847
2003,17-29 y.,East,Paid,0.10936,42,354,0.07680,0.14192
2003,17-29 y.,East,Not compensated,0.12797,52,354,0.09312,0.16282
