"plb0195_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Bezahlt","1995","Hauptschule","3","194","0.42561316421938","0.379981155677768","0.471245172760992"
"Bezahlt","1995","Hauptschule","4","108","0.360300206046018","0.304267203161784","0.416333208930252"
"Bezahlt","1995","Hauptschule","5 Einkommensstärkstes Quintil","18","","",""
"Bezahlt","1995","Realschule","1 Einkommensschwächstes Quintil","139","0.284293260845653","0.24364253015392","0.324943991537387"
"Bezahlt","1995","Realschule","2","143","0.25049292903429","0.212924481943815","0.288061376124764"
"Bezahlt","1995","Realschule","3","70","0.212776907399117","0.168485209607708","0.257068605190525"
"Bezahlt","1995","Realschule","4","55","0.237159228281935","0.185055947418454","0.289262509145415"
"Bezahlt","1995","Realschule","5 Einkommensstärkstes Quintil","18","","",""
"Bezahlt","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","38","0.237008186297543","0.154482410107978","0.319533962487109"
"Bezahlt","1995","(Fach-)Abitur","2","36","0.303977925706171","0.220985278460403","0.386970572951939"
"Bezahlt","1995","(Fach-)Abitur","3","9","","",""
"Bezahlt","1995","(Fach-)Abitur","4","4","","",""
"Bezahlt","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7","","",""
"Bezahlt","1995","AkademikerIn","1 Einkommensschwächstes Quintil","17","","",""
"Bezahlt","1995","AkademikerIn","2","25","","",""
"Bezahlt","1995","AkademikerIn","3","24","","",""
"Bezahlt","1995","AkademikerIn","4","15","","",""
"Bezahlt","1995","AkademikerIn","5 Einkommensstärkstes Quintil","9","","",""
"Nicht abgegolten","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","2","","",""
"Nicht abgegolten","1995","(noch) kein Abschluss","2","1","","",""
"Nicht abgegolten","1995","(noch) kein Abschluss","3","1","","",""
"Nicht abgegolten","1995","(noch) kein Abschluss","4","1","","",""
"Nicht abgegolten","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nicht abgegolten","1995","Hauptschule","1 Einkommensschwächstes Quintil","47","0.0836195025723946","0.0622400359512991","0.10499896919349"
"Nicht abgegolten","1995","Hauptschule","2","42","0.0620299759671833","0.0439798050228107","0.080080146911556"
"Nicht abgegolten","1995","Hauptschule","3","43","0.0924500004408944","0.0657169474462233","0.119183053435566"
"Nicht abgegolten","1995","Hauptschule","4","22","","",""
"Nicht abgegolten","1995","Hauptschule","5 Einkommensstärkstes Quintil","14","","",""
"Nicht abgegolten","1995","Realschule","1 Einkommensschwächstes Quintil","46","0.102065033147294","0.0747828918980563","0.129347174396531"
"Nicht abgegolten","1995","Realschule","2","53","0.132353307454463","0.102971636006401","0.161734978902524"
"Nicht abgegolten","1995","Realschule","3","42","0.13318952941816","0.0964182885405582","0.169960770295761"
"Nicht abgegolten","1995","Realschule","4","27","","",""
"Nicht abgegolten","1995","Realschule","5 Einkommensstärkstes Quintil","16","","",""
"Nicht abgegolten","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","10","","",""
"Nicht abgegolten","1995","(Fach-)Abitur","2","15","","",""
"Nicht abgegolten","1995","(Fach-)Abitur","3","11","","",""
"Nicht abgegolten","1995","(Fach-)Abitur","4","15","","",""
"Nicht abgegolten","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","9","","",""
"Nicht abgegolten","1995","AkademikerIn","1 Einkommensschwächstes Quintil","42","0.287630334282583","0.21543158581134","0.359829082753825"
"Nicht abgegolten","1995","AkademikerIn","2","83","0.342853954648285","0.285704684948116","0.400003224348453"
"Nicht abgegolten","1995","AkademikerIn","3","92","0.41919533373666","0.355287570417495","0.483103097055825"
"Nicht abgegolten","1995","AkademikerIn","4","99","0.45735459161586","0.389814828044334","0.524894355187385"
"Nicht abgegolten","1995","AkademikerIn","5 Einkommensstärkstes Quintil","73","0.55037622817914","0.469685036528221","0.631067419830059"
"Abgefeiert","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","21","","",""
"Abgefeiert","1996","(noch) kein Abschluss","2","14","","",""
"Abgefeiert","1996","(noch) kein Abschluss","3","8","","",""
"Abgefeiert","1996","(noch) kein Abschluss","4","6","","",""
"Abgefeiert","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Abgefeiert","1996","Hauptschule","1 Einkommensschwächstes Quintil","178","0.368388545558143","0.327928177658564","0.408848913457721"
"Abgefeiert","1996","Hauptschule","2","235","0.382481076462708","0.344379916798105","0.420582236127311"
"Abgefeiert","1996","Hauptschule","3","188","0.425547302622613","0.380315613548096","0.47077899169713"
"Abgefeiert","1996","Hauptschule","4","111","0.387520631685207","0.331449123372714","0.443592139997699"
"Abgefeiert","1996","Hauptschule","5 Einkommensstärkstes Quintil","27","","",""
"Abgefeiert","1996","Realschule","1 Einkommensschwächstes Quintil","180","0.460156702623369","0.411912748520551","0.508400656726186"
"Abgefeiert","1996","Realschule","2","228","0.457939146732483","0.414528051783987","0.50135024168098"
"Abgefeiert","1996","Realschule","3","188","0.502002087879676","0.452631704146633","0.551372471612719"
"Abgefeiert","1996","Realschule","4","120","0.516993824162242","0.452272205639872","0.581715442684612"
"Abgefeiert","1996","Realschule","5 Einkommensstärkstes Quintil","57","0.455623628769295","0.364202112958888","0.547045144579701"
"Abgefeiert","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","45","0.424329009761376","0.329340744667856","0.519317274854895"
"Abgefeiert","1996","(Fach-)Abitur","2","48","0.436506597767186","0.343825413960545","0.529187781573827"
"Abgefeiert","1996","(Fach-)Abitur","3","53","0.5128617358168","0.416333193092152","0.609390278541447"
"Abgefeiert","1996","(Fach-)Abitur","4","38","0.518832440810236","0.400076494196789","0.637588387423682"
"Abgefeiert","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","14","","",""
"Abgefeiert","1996","AkademikerIn","1 Einkommensschwächstes Quintil","45","0.346923641141498","0.257152831398741","0.436694450884254"
"Abgefeiert","1996","AkademikerIn","2","124","0.469551678048863","0.408653895871881","0.530449460225845"
"Abgefeiert","1996","AkademikerIn","3","92","0.387105541521475","0.32259457106749","0.451616511975461"
"Abgefeiert","1996","AkademikerIn","4","66","0.324433163691534","0.262569799694811","0.386296527688257"
"Abgefeiert","1996","AkademikerIn","5 Einkommensstärkstes Quintil","57","0.277010486733966","0.211814192992924","0.342206780475009"
"Teils, teils","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","4","","",""
"Teils, teils","1996","(noch) kein Abschluss","2","6","","",""
"Teils, teils","1996","(noch) kein Abschluss","3","4","","",""
"Teils, teils","1996","(noch) kein Abschluss","4","3","","",""
"Teils, teils","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Teils, teils","1996","Hauptschule","1 Einkommensschwächstes Quintil","86","0.1710195478515","0.139437027003911","0.20260206869909"
"Teils, teils","1996","Hauptschule","2","86","0.122823032979131","0.0970899630105686","0.148556102947692"
"Teils, teils","1996","Hauptschule","3","85","0.179353787057511","0.144256381933544","0.214451192181479"
"Teils, teils","1996","Hauptschule","4","58","0.184829785175665","0.140155334317412","0.229504236033919"
"Teils, teils","1996","Hauptschule","5 Einkommensstärkstes Quintil","16","","",""
"Teils, teils","1996","Realschule","1 Einkommensschwächstes Quintil","72","0.16555696367605","0.129579691111163","0.201534236240937"
"Teils, teils","1996","Realschule","2","104","0.205170727967634","0.169984925619525","0.240356530315744"
"Teils, teils","1996","Realschule","3","74","0.165315387146288","0.128636358738457","0.201994415554119"
"Teils, teils","1996","Realschule","4","40","0.174086827924826","0.124975632885324","0.223198022964329"
"Teils, teils","1996","Realschule","5 Einkommensstärkstes Quintil","19","","",""
"Teils, teils","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","12","","",""
"Teils, teils","1996","(Fach-)Abitur","2","17","","",""
"Teils, teils","1996","(Fach-)Abitur","3","24","","",""
"Teils, teils","1996","(Fach-)Abitur","4","8","","",""
"Teils, teils","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5","","",""
"Teils, teils","1996","AkademikerIn","1 Einkommensschwächstes Quintil","18","","",""
"Teils, teils","1996","AkademikerIn","2","29","","",""
"Teils, teils","1996","AkademikerIn","3","26","","",""
"Teils, teils","1996","AkademikerIn","4","42","0.178360775788918","0.127775163755978","0.228946387821859"
"Teils, teils","1996","AkademikerIn","5 Einkommensstärkstes Quintil","23","","",""
"Bezahlt","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","40","0.620575555188257","0.503508118494554","0.73764299188196"
"Bezahlt","1996","(noch) kein Abschluss","2","18","","",""
"Bezahlt","1996","(noch) kein Abschluss","3","8","","",""
"Bezahlt","1996","(noch) kein Abschluss","4","5","","",""
"Bezahlt","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Bezahlt","1996","Hauptschule","1 Einkommensschwächstes Quintil","254","0.40989202561435","0.368639338196236","0.451144713032464"
"Bezahlt","1996","Hauptschule","2","263","0.429944746407507","0.391132133414135","0.468757359400879"
"Bezahlt","1996","Hauptschule","3","158","0.333790359217399","0.290649966004181","0.376930752430617"
"Bezahlt","1996","Hauptschule","4","97","0.340492276789757","0.285952586466435","0.395031967113079"
"Bezahlt","1996","Hauptschule","5 Einkommensstärkstes Quintil","24","","",""
"Bezahlt","1996","Realschule","1 Einkommensschwächstes Quintil","111","0.267592340984168","0.22474050433449","0.310444177633847"
"Bezahlt","1996","Realschule","2","129","0.224765141199517","0.188394248748633","0.261136033650401"
"Bezahlt","1996","Realschule","3","81","0.202603528269615","0.162915398227321","0.242291658311909"
"Bezahlt","1996","Realschule","4","40","0.171084748015457","0.122310446079084","0.21985904995183"
"Bezahlt","1996","Realschule","5 Einkommensstärkstes Quintil","13","","",""
"Bezahlt","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","36","0.300990087041315","0.21283463332301","0.38914554075962"
"Bezahlt","1996","(Fach-)Abitur","2","32","0.295648037409482","0.210370605528536","0.380925469290428"
"Bezahlt","1996","(Fach-)Abitur","3","12","","",""
"Bezahlt","1996","(Fach-)Abitur","4","10","","",""
"Bezahlt","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5","","",""
"Bezahlt","1996","AkademikerIn","1 Einkommensschwächstes Quintil","14","","",""
"Bezahlt","1996","AkademikerIn","2","27","","",""
"Bezahlt","1996","AkademikerIn","3","19","","",""
"Bezahlt","1996","AkademikerIn","4","15","","",""
"Bezahlt","1996","AkademikerIn","5 Einkommensstärkstes Quintil","9","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","1","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","2","1","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","3","2","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","4","","","",""
"Nicht abgegolten","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nicht abgegolten","1996","Hauptschule","1 Einkommensschwächstes Quintil","28","","",""
"Nicht abgegolten","1996","Hauptschule","2","41","0.0647511441506544","0.0454583380938376","0.0840439502074711"
"Nicht abgegolten","1996","Hauptschule","3","28","","",""
"Nicht abgegolten","1996","Hauptschule","4","24","","",""
"Nicht abgegolten","1996","Hauptschule","5 Einkommensstärkstes Quintil","9","","",""
"Nicht abgegolten","1996","Realschule","1 Einkommensschwächstes Quintil","47","0.106693992716413","0.0768108496682768","0.136577135764549"
"Nicht abgegolten","1996","Realschule","2","45","0.112124984100365","0.0846333884542175","0.139616579746513"
"Nicht abgegolten","1996","Realschule","3","51","0.130078996704421","0.0968632914807095","0.163294701928132"
"Nicht abgegolten","1996","Realschule","4","29","","",""
"Nicht abgegolten","1996","Realschule","5 Einkommensstärkstes Quintil","25","","",""
"Nicht abgegolten","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","11","","",""
"Nicht abgegolten","1996","(Fach-)Abitur","2","13","","",""
"Nicht abgegolten","1996","(Fach-)Abitur","3","14","","",""
"Nicht abgegolten","1996","(Fach-)Abitur","4","12","","",""
"Nicht abgegolten","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","15","","",""
"Nicht abgegolten","1996","AkademikerIn","1 Einkommensschwächstes Quintil","31","0.317636172376828","0.229833205994076","0.405439138759579"
"Nicht abgegolten","1996","AkademikerIn","2","78","0.302309154176091","0.246269506070876","0.358348802281306"
"Nicht abgegolten","1996","AkademikerIn","3","82","0.383646840147839","0.319243756838913","0.448049923456765"
"Nicht abgegolten","1996","AkademikerIn","4","97","0.4362228722099","0.370692189361875","0.501753555057925"
"Nicht abgegolten","1996","AkademikerIn","5 Einkommensstärkstes Quintil","92","0.536765913721465","0.464121617204477","0.609410210238453"
"Abgefeiert","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","13","","",""
"Abgefeiert","1997","(noch) kein Abschluss","2","18","","",""
"Abgefeiert","1997","(noch) kein Abschluss","3","11","","",""
"Abgefeiert","1997","(noch) kein Abschluss","4","4","","",""
"Abgefeiert","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Abgefeiert","1997","Hauptschule","1 Einkommensschwächstes Quintil","136","0.401806742589039","0.353149762098675","0.450463723079404"
"Abgefeiert","1997","Hauptschule","2","212","0.462046333023997","0.419112623743525","0.504980042304468"
"Abgefeiert","1997","Hauptschule","3","156","0.399112227098191","0.350067434315676","0.448157019880706"
"Abgefeiert","1997","Hauptschule","4","92","0.384251331843042","0.322192796592351","0.446309867093733"
"Abgefeiert","1997","Hauptschule","5 Einkommensstärkstes Quintil","35","0.515755953276513","0.401891936300787","0.629619970252239"
"Abgefeiert","1997","Realschule","1 Einkommensschwächstes Quintil","143","0.432103816113555","0.379756141310447","0.484451490916664"
"Abgefeiert","1997","Realschule","2","197","0.438504872290351","0.392556588822971","0.48445315575773"
"Abgefeiert","1997","Realschule","3","158","0.472973041663832","0.418692894090279","0.527253189237386"
"Abgefeiert","1997","Realschule","4","129","0.546650035561425","0.48340432214141","0.609895748981441"
"Abgefeiert","1997","Realschule","5 Einkommensstärkstes Quintil","37","0.366069687229054","0.268685866884524","0.463453507573584"
"Abgefeiert","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","22","","",""
"Abgefeiert","1997","(Fach-)Abitur","2","52","0.529363505176068","0.433892116289099","0.624834894063036"
"Abgefeiert","1997","(Fach-)Abitur","3","68","0.58153729119376","0.489350454241035","0.673724128146486"
"Abgefeiert","1997","(Fach-)Abitur","4","30","0.427087000357704","0.312829595026804","0.541344405688604"
"Abgefeiert","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","19","","",""
"Abgefeiert","1997","AkademikerIn","1 Einkommensschwächstes Quintil","53","0.474988850097894","0.386376522044159","0.563601178151629"
"Abgefeiert","1997","AkademikerIn","2","92","0.469497719573502","0.398905335743739","0.540090103403265"
"Abgefeiert","1997","AkademikerIn","3","77","0.345323038106857","0.281767241460256","0.408878834753458"
"Abgefeiert","1997","AkademikerIn","4","84","0.423683300398201","0.357166486936982","0.49020011385942"
"Abgefeiert","1997","AkademikerIn","5 Einkommensstärkstes Quintil","48","0.213644607678869","0.154096522685323","0.273192692672415"
"Teils, teils","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","3","","",""
"Teils, teils","1997","(noch) kein Abschluss","2","6","","",""
"Teils, teils","1997","(noch) kein Abschluss","3","1","","",""
"Teils, teils","1997","(noch) kein Abschluss","4","3","","",""
"Teils, teils","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Teils, teils","1997","Hauptschule","1 Einkommensschwächstes Quintil","81","0.204094774549872","0.164094551935975","0.244094997163768"
"Teils, teils","1997","Hauptschule","2","111","0.18545418809853","0.151983912271473","0.218924463925586"
"Teils, teils","1997","Hauptschule","3","87","0.215685572934413","0.174494381480502","0.256876764388324"
"Teils, teils","1997","Hauptschule","4","54","0.240150583186389","0.185650435444193","0.294650730928584"
"Teils, teils","1997","Hauptschule","5 Einkommensstärkstes Quintil","18","","",""
"Teils, teils","1997","Realschule","1 Einkommensschwächstes Quintil","89","0.237960604331203","0.192960853058636","0.282960355603769"
"Teils, teils","1997","Realschule","2","111","0.230986999399969","0.191959592752384","0.270014406047555"
"Teils, teils","1997","Realschule","3","81","0.244066029057653","0.197367628133615","0.290764429981692"
"Teils, teils","1997","Realschule","4","48","0.201605514822472","0.150634934219223","0.252576095425721"
"Teils, teils","1997","Realschule","5 Einkommensstärkstes Quintil","26","","",""
"Teils, teils","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","14","","",""
"Teils, teils","1997","(Fach-)Abitur","2","25","","",""
"Teils, teils","1997","(Fach-)Abitur","3","21","","",""
"Teils, teils","1997","(Fach-)Abitur","4","19","","",""
"Teils, teils","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5","","",""
"Teils, teils","1997","AkademikerIn","1 Einkommensschwächstes Quintil","19","","",""
"Teils, teils","1997","AkademikerIn","2","27","","",""
"Teils, teils","1997","AkademikerIn","3","44","0.242118230821881","0.184859286448462","0.299377175195301"
"Teils, teils","1997","AkademikerIn","4","41","0.20949387118999","0.154714323465305","0.264273418914674"
"Teils, teils","1997","AkademikerIn","5 Einkommensstärkstes Quintil","23","","",""
"Bezahlt","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","15","","",""
"Bezahlt","1997","(noch) kein Abschluss","2","9","","",""
"Bezahlt","1997","(noch) kein Abschluss","3","4","","",""
"Bezahlt","1997","(noch) kein Abschluss","4","6","","",""
"Bezahlt","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Bezahlt","1997","Hauptschule","1 Einkommensschwächstes Quintil","137","0.282932322207644","0.238229273461141","0.327635370954146"
"Bezahlt","1997","Hauptschule","2","159","0.290286149349181","0.251198639034373","0.32937365966399"
"Bezahlt","1997","Hauptschule","3","100","0.274191074580484","0.229513816374209","0.31886833278676"
"Bezahlt","1997","Hauptschule","4","66","0.265071089755487","0.208759740012912","0.321382439498061"
"Bezahlt","1997","Hauptschule","5 Einkommensstärkstes Quintil","8","","",""
"Bezahlt","1997","Realschule","1 Einkommensschwächstes Quintil","73","0.183523689199633","0.142617715999271","0.224429662399995"
"Bezahlt","1997","Realschule","2","77","0.170445617726128","0.135625965043483","0.205265270408774"
"Bezahlt","1997","Realschule","3","45","0.14372335540316","0.105583667603462","0.181863043202858"
"Bezahlt","1997","Realschule","4","32","0.106069868069531","0.0669490961988782","0.145190639940183"
"Bezahlt","1997","Realschule","5 Einkommensstärkstes Quintil","8","","",""
"Bezahlt","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","18","","",""
"Bezahlt","1997","(Fach-)Abitur","2","22","","",""
"Bezahlt","1997","(Fach-)Abitur","3","9","","",""
"Bezahlt","1997","(Fach-)Abitur","4","9","","",""
"Bezahlt","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","4","","",""
"Bezahlt","1997","AkademikerIn","1 Einkommensschwächstes Quintil","11","","",""
"Bezahlt","1997","AkademikerIn","2","15","","",""
"Bezahlt","1997","AkademikerIn","3","10","","",""
"Bezahlt","1997","AkademikerIn","4","8","","",""
"Bezahlt","1997","AkademikerIn","5 Einkommensstärkstes Quintil","3","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","2","1","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","3","3","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","4","1","","",""
"Nicht abgegolten","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nicht abgegolten","1997","Hauptschule","1 Einkommensschwächstes Quintil","36","0.111166160653446","0.0799691931081553","0.142363128198736"
"Nicht abgegolten","1997","Hauptschule","2","36","0.0622133295282921","0.0414126769094529","0.0830139821471312"
"Nicht abgegolten","1997","Hauptschule","3","40","0.111011125386911","0.0795495750443138","0.142472675729509"
"Nicht abgegolten","1997","Hauptschule","4","24","","",""
"Nicht abgegolten","1997","Hauptschule","5 Einkommensstärkstes Quintil","13","","",""
"Nicht abgegolten","1997","Realschule","1 Einkommensschwächstes Quintil","39","0.146411890355609","0.109054096429828","0.183769684281389"
"Nicht abgegolten","1997","Realschule","2","63","0.160062510583552","0.126109571115527","0.194015450051576"
"Nicht abgegolten","1997","Realschule","3","41","0.139237573875355","0.101599595819968","0.176875551930742"
"Nicht abgegolten","1997","Realschule","4","29","","",""
"Nicht abgegolten","1997","Realschule","5 Einkommensstärkstes Quintil","23","","",""
"Nicht abgegolten","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","12","","",""
"Nicht abgegolten","1997","(Fach-)Abitur","2","6","","",""
"Nicht abgegolten","1997","(Fach-)Abitur","3","12","","",""
"Nicht abgegolten","1997","(Fach-)Abitur","4","14","","",""
"Nicht abgegolten","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","10","","",""
"Nicht abgegolten","1997","AkademikerIn","1 Einkommensschwächstes Quintil","39","0.332469294074751","0.24887443495929","0.416064153190212"
"Nicht abgegolten","1997","AkademikerIn","2","58","0.335884193640562","0.269078393720215","0.40268999356091"
"Nicht abgegolten","1997","AkademikerIn","3","84","0.377576289580038","0.312776397536938","0.442376181623138"
"Nicht abgegolten","1997","AkademikerIn","4","79","0.327436344833395","0.264266428787321","0.390606260879468"
"Nicht abgegolten","1997","AkademikerIn","5 Einkommensstärkstes Quintil","108","0.626908577942865","0.556646314649673","0.697170841236057"
"Abgefeiert","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","10","","",""
"Abgefeiert","1998","(noch) kein Abschluss","2","14","","",""
"Abgefeiert","1998","(noch) kein Abschluss","3","6","","",""
"Abgefeiert","1998","(noch) kein Abschluss","4","6","","",""
"Abgefeiert","1998","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Abgefeiert","1998","Hauptschule","1 Einkommensschwächstes Quintil","153","0.380830569595689","0.335250445771907","0.426410693419471"
"Abgefeiert","1998","Hauptschule","2","227","0.4597115140749","0.417282230070113","0.502140798079688"
"Abgefeiert","1998","Hauptschule","3","174","0.479099516124634","0.429646213067252","0.528552819182017"
"Abgefeiert","1998","Hauptschule","4","94","0.449652116213396","0.384652049372666","0.514652183054127"
"Abgefeiert","1998","Hauptschule","5 Einkommensstärkstes Quintil","43","0.507466326235951","0.401803932807932","0.61312871966397"
