year,bula_h,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Bavaria,Rural regions,Not compensated,0.08363,89,317,0.05310,0.11415
1985,Berlin,Urban regions,Comp. time,0.10141,40,77,0.03354,0.16927
1985,Berlin,Urban regions,Paid,0.07997,37,77,0.01898,0.14095
1986,Schleswig-Holstein,Urban regions,Paid,0.14792,31,31,0.02088,0.27496
1986,Lower Saxony,Urban regions,Comp. time,0.09968,61,127,0.04737,0.15198
1986,Lower Saxony,Urban regions,Paid,0.10501,66,127,0.05148,0.15854
1986,Lower Saxony,Rural regions,Comp. time,0.09271,68,178,0.04998,0.13543
1986,Lower Saxony,Rural regions,Paid,0.08742,69,178,0.04581,0.12903
1986,Lower Saxony,Rural regions,Not compensated,0.05208,41,178,0.01934,0.08481
1986,North Rhine-Westphalia,Urban regions,Comp. time,0.06664,204,874,0.05010,0.08319
1986,North Rhine-Westphalia,Urban regions,Some of both,0.02681,88,874,0.01610,0.03753
1986,North Rhine-Westphalia,Urban regions,Paid,0.09501,406,874,0.07556,0.11446
1986,North Rhine-Westphalia,Urban regions,Not compensated,0.05769,176,874,0.04223,0.07316
1986,Hesse,Urban regions,Comp. time,0.09263,82,296,0.05954,0.12571
1986,Hesse,Urban regions,Some of both,0.03886,37,296,0.01680,0.06091
1986,Hesse,Urban regions,Paid,0.09082,121,296,0.05803,0.12362
1986,Hesse,Urban regions,Not compensated,0.05750,56,296,0.03093,0.08407
1986,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.06630,46,171,0.02889,0.10370
1986,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.11839,92,171,0.06982,0.16695
1986,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04336,33,171,0.01275,0.07398
1986,Baden-Wuerttemberg,Urban regions,Comp. time,0.07368,124,555,0.05192,0.09543
1986,Baden-Wuerttemberg,Urban regions,Some of both,0.03102,58,555,0.01658,0.04546
1986,Baden-Wuerttemberg,Urban regions,Paid,0.10631,278,555,0.08064,0.13197
1986,Baden-Wuerttemberg,Urban regions,Not compensated,0.05476,95,555,0.03582,0.07371
1986,Baden-Wuerttemberg,Rural regions,Paid,0.14685,63,63,0.05874,0.23495
1986,Bavaria,Urban regions,Comp. time,0.10992,126,352,0.07720,0.14264
1986,Bavaria,Urban regions,Some of both,0.04070,48,352,0.02003,0.06137
1986,Bavaria,Urban regions,Paid,0.07490,105,352,0.04736,0.10244
1986,Bavaria,Urban regions,Not compensated,0.07230,73,352,0.04521,0.09940
1986,Bavaria,Rural regions,Comp. time,0.08742,93,226,0.05051,0.12432
1986,Bavaria,Rural regions,Paid,0.08291,93,226,0.04688,0.11894
1986,Bavaria,Rural regions,Not compensated,0.03284,40,226,0.00956,0.05613
1986,Berlin,Urban regions,Comp. time,0.08498,38,82,0.02425,0.14571
1986,Berlin,Urban regions,Paid,0.10091,44,82,0.03531,0.16650
1988,Lower Saxony,Urban regions,Comp. time,0.10078,55,161,0.05413,0.14743
1988,Lower Saxony,Urban regions,Paid,0.10925,69,161,0.06091,0.15759
1988,Lower Saxony,Urban regions,Not compensated,0.07356,37,161,0.03311,0.11401
1988,Lower Saxony,Rural regions,Comp. time,0.11137,76,132,0.05750,0.16524
1988,Lower Saxony,Rural regions,Paid,0.06797,56,132,0.02487,0.11107
1988,North Rhine-Westphalia,Urban regions,Comp. time,0.08375,241,888,0.06552,0.10198
1988,North Rhine-Westphalia,Urban regions,Some of both,0.02455,78,888,0.01437,0.03474
1988,North Rhine-Westphalia,Urban regions,Paid,0.10045,405,888,0.08066,0.12023
1988,North Rhine-Westphalia,Urban regions,Not compensated,0.05820,164,888,0.04279,0.07361
1988,Hesse,Urban regions,Comp. time,0.08610,82,261,0.05200,0.12020
1988,Hesse,Urban regions,Some of both,0.03532,34,261,0.01288,0.05776
1988,Hesse,Urban regions,Paid,0.07895,97,261,0.04617,0.11173
1988,Hesse,Urban regions,Not compensated,0.06154,48,261,0.03233,0.09075
1988,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.06303,46,164,0.02572,0.10033
1988,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.11819,86,164,0.06863,0.16775
1988,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04722,32,164,0.01466,0.07978
1988,Baden-Wuerttemberg,Urban regions,Comp. time,0.08259,129,572,0.06001,0.10517
1988,Baden-Wuerttemberg,Urban regions,Some of both,0.04123,73,572,0.02493,0.05754
1988,Baden-Wuerttemberg,Urban regions,Paid,0.11434,286,572,0.08824,0.14045
1988,Baden-Wuerttemberg,Urban regions,Not compensated,0.04890,84,572,0.03121,0.06659
1988,Baden-Wuerttemberg,Rural regions,Paid,0.10086,45,45,0.01188,0.18985
1988,Bavaria,Urban regions,Comp. time,0.11503,122,349,0.08151,0.14855
1988,Bavaria,Urban regions,Some of both,0.05028,56,349,0.02732,0.07323
1988,Bavaria,Urban regions,Paid,0.08274,104,349,0.05380,0.11169
1988,Bavaria,Urban regions,Not compensated,0.07358,67,349,0.04615,0.10101
1988,Bavaria,Rural regions,Comp. time,0.09079,90,268,0.05633,0.12525
1988,Bavaria,Rural regions,Some of both,0.03397,35,268,0.01224,0.05570
1988,Bavaria,Rural regions,Paid,0.09073,107,268,0.05628,0.12519
1988,Bavaria,Rural regions,Not compensated,0.03355,36,268,0.01195,0.05515
1988,Berlin,Urban regions,Comp. time,0.12193,47,89,0.05357,0.19030
1988,Berlin,Urban regions,Paid,0.08718,42,89,0.02824,0.14612
1989,Lower Saxony,Urban regions,Comp. time,0.12172,66,204,0.07674,0.16670
1989,Lower Saxony,Urban regions,Some of both,0.05275,33,204,0.02200,0.08350
1989,Lower Saxony,Urban regions,Paid,0.10535,68,204,0.06311,0.14758
1989,Lower Saxony,Urban regions,Not compensated,0.06632,37,204,0.03208,0.10055
1989,Lower Saxony,Rural regions,Comp. time,0.10574,70,171,0.05951,0.15197
1989,Lower Saxony,Rural regions,Some of both,0.04939,31,171,0.01682,0.08197
1989,Lower Saxony,Rural regions,Paid,0.10092,70,171,0.05564,0.14620
1989,North Rhine-Westphalia,Urban regions,Comp. time,0.08779,234,945,0.06974,0.10584
1989,North Rhine-Westphalia,Urban regions,Some of both,0.03695,104,945,0.02491,0.04898
1989,North Rhine-Westphalia,Urban regions,Paid,0.11527,444,945,0.09490,0.13565
1989,North Rhine-Westphalia,Urban regions,Not compensated,0.06107,163,945,0.04580,0.07635
1989,Hesse,Urban regions,Comp. time,0.09526,84,279,0.06075,0.12977
1989,Hesse,Urban regions,Some of both,0.03868,40,279,0.01601,0.06135
1989,Hesse,Urban regions,Paid,0.08906,110,279,0.05558,0.12254
1989,Hesse,Urban regions,Not compensated,0.05247,45,279,0.02626,0.07868
1989,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.06565,46,202,0.03141,0.09989
1989,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04825,32,202,0.01863,0.07788
1989,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.13647,91,202,0.08901,0.18392
1989,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04525,33,202,0.01651,0.07398
1989,Baden-Wuerttemberg,Urban regions,Comp. time,0.09196,146,626,0.06930,0.11461
1989,Baden-Wuerttemberg,Urban regions,Some of both,0.06393,117,626,0.04475,0.08311
1989,Baden-Wuerttemberg,Urban regions,Paid,0.12289,291,626,0.09715,0.14863
1989,Baden-Wuerttemberg,Urban regions,Not compensated,0.04610,72,626,0.02966,0.06254
1989,Baden-Wuerttemberg,Rural regions,Paid,0.10390,39,39,0.00688,0.20091
1989,Bavaria,Urban regions,Comp. time,0.10816,118,353,0.07571,0.14061
1989,Bavaria,Urban regions,Some of both,0.04986,47,353,0.02712,0.07260
1989,Bavaria,Urban regions,Paid,0.09132,116,353,0.06123,0.12141
1989,Bavaria,Urban regions,Not compensated,0.08848,72,353,0.05881,0.11815
1989,Bavaria,Rural regions,Comp. time,0.08496,85,291,0.05287,0.11705
1989,Bavaria,Rural regions,Some of both,0.03945,44,291,0.01705,0.06186
1989,Bavaria,Rural regions,Paid,0.10142,116,291,0.06668,0.13617
1989,Bavaria,Rural regions,Not compensated,0.04721,46,291,0.02280,0.07162
1989,Berlin,Urban regions,Comp. time,0.14777,49,91,0.07445,0.22109
1989,Berlin,Urban regions,Paid,0.09595,42,91,0.03510,0.15680
1990,Lower Saxony,Urban regions,Comp. time,0.11853,62,194,0.07292,0.16413
1990,Lower Saxony,Urban regions,Some of both,0.06117,36,194,0.02736,0.09498
1990,Lower Saxony,Urban regions,Paid,0.10045,62,194,0.05804,0.14285
1990,Lower Saxony,Urban regions,Not compensated,0.06723,34,194,0.03190,0.10256
1990,Lower Saxony,Rural regions,Comp. time,0.11179,73,136,0.05863,0.16494
1990,Lower Saxony,Rural regions,Paid,0.08691,63,136,0.03939,0.13443
1990,North Rhine-Westphalia,Urban regions,Comp. time,0.08762,222,890,0.06903,0.10620
1990,North Rhine-Westphalia,Urban regions,Some of both,0.03075,94,890,0.01940,0.04210
1990,North Rhine-Westphalia,Urban regions,Paid,0.11756,425,890,0.09638,0.13873
1990,North Rhine-Westphalia,Urban regions,Not compensated,0.05808,149,890,0.04270,0.07345
1990,Hesse,Urban regions,Comp. time,0.09762,91,304,0.06420,0.13104
1990,Hesse,Urban regions,Some of both,0.04147,54,304,0.01902,0.06392
1990,Hesse,Urban regions,Paid,0.09615,109,304,0.06296,0.12935
1990,Hesse,Urban regions,Not compensated,0.06323,50,304,0.03583,0.09064
1990,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.08566,50,148,0.04042,0.13090
1990,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.12810,98,148,0.07407,0.18212
1990,Baden-Wuerttemberg,Urban regions,Comp. time,0.10243,160,637,0.07886,0.12599
1990,Baden-Wuerttemberg,Urban regions,Some of both,0.04914,109,637,0.03234,0.06594
1990,Baden-Wuerttemberg,Urban regions,Paid,0.12940,291,637,0.10332,0.15549
1990,Baden-Wuerttemberg,Urban regions,Not compensated,0.05430,77,637,0.03669,0.07191
1990,Baden-Wuerttemberg,Rural regions,Paid,0.14336,56,56,0.05075,0.23598
1990,Bavaria,Urban regions,Comp. time,0.12828,127,343,0.09284,0.16373
1990,Bavaria,Urban regions,Some of both,0.06764,60,343,0.04103,0.09426
1990,Bavaria,Urban regions,Paid,0.09135,112,343,0.06082,0.12189
1990,Bavaria,Urban regions,Not compensated,0.05664,44,343,0.03214,0.08114
1990,Bavaria,Rural regions,Comp. time,0.11060,100,303,0.07523,0.14597
1990,Bavaria,Rural regions,Some of both,0.04665,47,303,0.02286,0.07043
1990,Bavaria,Rural regions,Paid,0.10489,121,303,0.07033,0.13945
1990,Bavaria,Rural regions,Not compensated,0.03351,35,303,0.01322,0.05381
1990,Berlin,Urban regions,Comp. time,0.15484,112,282,0.11255,0.19714
1990,Berlin,Urban regions,Some of both,0.04750,39,282,0.02263,0.07237
1990,Berlin,Urban regions,Paid,0.08436,80,282,0.05186,0.11686
1990,Berlin,Urban regions,Not compensated,0.06401,51,282,0.03539,0.09263
1990,Brandenburg,Rural regions,Comp. time,0.14098,130,351,0.10452,0.17744
1990,Brandenburg,Rural regions,Some of both,0.05423,50,351,0.03050,0.07795
1990,Brandenburg,Rural regions,Paid,0.19147,171,351,0.15025,0.23269
1990,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.13362,84,226,0.08916,0.17808
1990,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.05622,37,226,0.02612,0.08632
1990,Mecklenburg-Western Pomerania,Rural regions,Paid,0.17206,105,226,0.12274,0.22138
1990,Saxony,Urban regions,Comp. time,0.15164,146,394,0.11618,0.18710
1990,Saxony,Urban regions,Some of both,0.06217,65,394,0.03830,0.08604
1990,Saxony,Urban regions,Paid,0.14910,133,394,0.11389,0.18432
1990,Saxony,Urban regions,Not compensated,0.04918,50,394,0.02780,0.07056
1990,Saxony,Rural regions,Comp. time,0.17454,153,348,0.13460,0.21447
1990,Saxony,Rural regions,Some of both,0.06228,56,348,0.03685,0.08770
1990,Saxony,Rural regions,Paid,0.15785,139,348,0.11948,0.19621
1990,Saxony-Anhalt,Urban regions,Comp. time,0.16716,36,77,0.08327,0.25105
1990,Saxony-Anhalt,Urban regions,Paid,0.18478,41,77,0.09752,0.27204
1990,Saxony-Anhalt,Rural regions,Comp. time,0.12929,113,341,0.09363,0.16495
1990,Saxony-Anhalt,Rural regions,Some of both,0.05441,46,341,0.03030,0.07852
1990,Saxony-Anhalt,Rural regions,Paid,0.16669,148,341,0.12708,0.20631
1990,Saxony-Anhalt,Rural regions,Not compensated,0.04183,34,341,0.02055,0.06312
1990,Thuringa,Urban regions,Comp. time,0.13321,37,84,0.06011,0.20631
1990,Thuringa,Urban regions,Paid,0.17670,47,84,0.09464,0.25875
1990,Thuringa,Rural regions,Comp. time,0.11988,91,280,0.08177,0.15800
1990,Thuringa,Rural regions,Some of both,0.08424,57,280,0.05165,0.11684
1990,Thuringa,Rural regions,Paid,0.17308,132,280,0.12868,0.21747
1991,Lower Saxony,Urban regions,Comp. time,0.12331,60,147,0.06997,0.17664
1991,Lower Saxony,Urban regions,Paid,0.13031,87,147,0.07570,0.18491
1991,Lower Saxony,Rural regions,Comp. time,0.10445,74,149,0.05518,0.15373
1991,Lower Saxony,Rural regions,Paid,0.11459,75,149,0.06327,0.16591
1991,North Rhine-Westphalia,Urban regions,Comp. time,0.08401,232,924,0.06611,0.10191
1991,North Rhine-Westphalia,Urban regions,Some of both,0.03919,112,924,0.02667,0.05171
1991,North Rhine-Westphalia,Urban regions,Paid,0.12065,428,924,0.09964,0.14167
1991,North Rhine-Westphalia,Urban regions,Not compensated,0.06097,152,924,0.04554,0.07641
1991,Hesse,Urban regions,Comp. time,0.12155,116,357,0.08760,0.15549
1991,Hesse,Urban regions,Some of both,0.06631,70,357,0.04046,0.09216
1991,Hesse,Urban regions,Paid,0.08322,123,357,0.05453,0.11192
1991,Hesse,Urban regions,Not compensated,0.05612,48,357,0.03221,0.08002
1991,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.08514,57,203,0.04666,0.12363
1991,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.05221,36,203,0.02153,0.08289
1991,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.15819,110,203,0.10787,0.20852
1991,Baden-Wuerttemberg,Urban regions,Comp. time,0.10690,180,684,0.08373,0.13007
1991,Baden-Wuerttemberg,Urban regions,Some of both,0.05515,102,684,0.03803,0.07227
1991,Baden-Wuerttemberg,Urban regions,Paid,0.14472,336,684,0.11833,0.17110
1991,Baden-Wuerttemberg,Urban regions,Not compensated,0.04444,66,684,0.02899,0.05990
1991,Baden-Wuerttemberg,Rural regions,Comp. time,0.08935,31,83,0.02761,0.15109
1991,Baden-Wuerttemberg,Rural regions,Paid,0.13860,52,83,0.06381,0.21338
1991,Bavaria,Urban regions,Comp. time,0.13316,130,350,0.09751,0.16880
1991,Bavaria,Urban regions,Some of both,0.05494,58,350,0.03103,0.07884
1991,Bavaria,Urban regions,Paid,0.08840,113,350,0.05862,0.11818
1991,Bavaria,Urban regions,Not compensated,0.06456,49,350,0.03878,0.09034
1991,Bavaria,Rural regions,Comp. time,0.10621,102,325,0.07266,0.13976
1991,Bavaria,Rural regions,Some of both,0.04468,48,325,0.02218,0.06718
1991,Bavaria,Rural regions,Paid,0.12107,135,325,0.08555,0.15659
1991,Bavaria,Rural regions,Not compensated,0.03863,40,325,0.01765,0.05961
1991,Berlin,Urban regions,Comp. time,0.16982,120,273,0.12520,0.21444
1991,Berlin,Urban regions,Some of both,0.05474,46,273,0.02771,0.08177
1991,Berlin,Urban regions,Paid,0.09319,64,273,0.05864,0.12774
1991,Berlin,Urban regions,Not compensated,0.05758,43,273,0.02990,0.08527
1991,Brandenburg,Rural regions,Comp. time,0.12632,113,273,0.08684,0.16580
1991,Brandenburg,Rural regions,Some of both,0.04224,38,273,0.01833,0.06614
1991,Brandenburg,Rural regions,Paid,0.09411,79,273,0.05941,0.12881
1991,Brandenburg,Rural regions,Not compensated,0.04748,43,273,0.02221,0.07275
1991,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.13643,84,138,0.07896,0.19391
1991,Mecklenburg-Western Pomerania,Rural regions,Paid,0.10540,54,138,0.05398,0.15682
1991,Saxony,Urban regions,Comp. time,0.14637,127,274,0.10444,0.18830
1991,Saxony,Urban regions,Some of both,0.03686,31,274,0.01451,0.05922
1991,Saxony,Urban regions,Paid,0.06215,53,274,0.03351,0.09079
1991,Saxony,Urban regions,Not compensated,0.07339,63,274,0.04245,0.10432
1991,Saxony,Rural regions,Comp. time,0.17902,134,245,0.13091,0.22712
1991,Saxony,Rural regions,Some of both,0.05461,43,245,0.02610,0.08312
1991,Saxony,Rural regions,Paid,0.08066,68,245,0.04649,0.11482
1991,Saxony-Anhalt,Urban regions,Comp. time,0.16408,39,39,0.04633,0.28184
1991,Saxony-Anhalt,Rural regions,Comp. time,0.13804,122,228,0.09316,0.18291
1991,Saxony-Anhalt,Rural regions,Paid,0.07994,69,228,0.04466,0.11522
1991,Saxony-Anhalt,Rural regions,Not compensated,0.04310,37,228,0.01668,0.06952
1991,Thuringa,Urban regions,Comp. time,0.14014,37,37,0.02674,0.25353
1991,Thuringa,Rural regions,Comp. time,0.14976,98,154,0.09322,0.20630
1991,Thuringa,Rural regions,Paid,0.08713,56,154,0.04244,0.13182
1992,Lower Saxony,Urban regions,Comp. time,0.15065,68,176,0.09765,0.20365
1992,Lower Saxony,Urban regions,Some of both,0.04851,33,176,0.01668,0.08034
1992,Lower Saxony,Urban regions,Paid,0.10662,75,176,0.06090,0.15235
1992,Lower Saxony,Rural regions,Comp. time,0.10987,80,182,0.06431,0.15543
1992,Lower Saxony,Rural regions,Some of both,0.06100,38,182,0.02613,0.09586
1992,Lower Saxony,Rural regions,Paid,0.09188,64,182,0.04980,0.13397
1992,North Rhine-Westphalia,Urban regions,Comp. time,0.08761,232,900,0.06913,0.10610
1992,North Rhine-Westphalia,Urban regions,Some of both,0.03832,114,900,0.02577,0.05087
1992,North Rhine-Westphalia,Urban regions,Paid,0.11377,406,900,0.09302,0.13453
1992,North Rhine-Westphalia,Urban regions,Not compensated,0.05695,148,900,0.04180,0.07210
1992,Hesse,Urban regions,Comp. time,0.12207,104,303,0.08515,0.15899
1992,Hesse,Urban regions,Some of both,0.06673,59,303,0.03858,0.09487
1992,Hesse,Urban regions,Paid,0.07418,91,303,0.04462,0.10374
1992,Hesse,Urban regions,Not compensated,0.05376,49,303,0.02832,0.07920
1992,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.08000,49,179,0.04015,0.11986
1992,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.05764,33,179,0.02340,0.09188
1992,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.13641,97,179,0.08599,0.18683
1992,Baden-Wuerttemberg,Urban regions,Comp. time,0.11323,193,647,0.08880,0.13767
1992,Baden-Wuerttemberg,Urban regions,Some of both,0.05843,112,647,0.04034,0.07652
1992,Baden-Wuerttemberg,Urban regions,Paid,0.12402,281,647,0.09860,0.14944
1992,Baden-Wuerttemberg,Urban regions,Not compensated,0.03873,61,647,0.02385,0.05361
1992,Baden-Wuerttemberg,Rural regions,Comp. time,0.09953,31,80,0.03352,0.16555
1992,Baden-Wuerttemberg,Rural regions,Paid,0.13403,49,80,0.05890,0.20916
1992,Bavaria,Urban regions,Comp. time,0.12799,130,364,0.09362,0.16236
1992,Bavaria,Urban regions,Some of both,0.05621,73,364,0.03252,0.07991
1992,Bavaria,Urban regions,Paid,0.09114,110,364,0.06153,0.12075
1992,Bavaria,Urban regions,Not compensated,0.06564,51,364,0.04016,0.09111
1992,Bavaria,Rural regions,Comp. time,0.11230,116,319,0.07760,0.14700
1992,Bavaria,Rural regions,Some of both,0.04775,48,319,0.02431,0.07119
1992,Bavaria,Rural regions,Paid,0.10203,114,319,0.06877,0.13530
1992,Bavaria,Rural regions,Not compensated,0.03767,41,319,0.01674,0.05860
1992,Berlin,Urban regions,Comp. time,0.14236,102,267,0.10037,0.18435
1992,Berlin,Urban regions,Some of both,0.05884,40,267,0.03056,0.08712
1992,Berlin,Urban regions,Paid,0.09942,76,267,0.06346,0.13538
1992,Berlin,Urban regions,Not compensated,0.06945,49,267,0.03890,0.10000
1992,Brandenburg,Rural regions,Comp. time,0.10883,92,232,0.06867,0.14899
1992,Brandenburg,Rural regions,Some of both,0.04867,41,232,0.02092,0.07642
1992,Brandenburg,Rural regions,Paid,0.07779,61,232,0.04325,0.11233
1992,Brandenburg,Rural regions,Not compensated,0.05279,38,232,0.02395,0.08162
1992,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.11696,62,107,0.05578,0.17814
1992,Mecklenburg-Western Pomerania,Rural regions,Paid,0.10424,45,107,0.04607,0.16241
1992,Saxony,Urban regions,Comp. time,0.11234,93,249,0.07304,0.15165
1992,Saxony,Urban regions,Some of both,0.05414,47,249,0.02598,0.08231
1992,Saxony,Urban regions,Paid,0.07080,56,249,0.03887,0.10272
1992,Saxony,Urban regions,Not compensated,0.06689,53,249,0.03580,0.09799
1992,Saxony,Rural regions,Comp. time,0.12044,91,231,0.07838,0.16251
1992,Saxony,Rural regions,Some of both,0.06627,52,231,0.03412,0.09842
1992,Saxony,Rural regions,Paid,0.06878,57,231,0.03607,0.10148
1992,Saxony,Rural regions,Not compensated,0.04045,31,231,0.01499,0.06591
1992,Saxony-Anhalt,Rural regions,Comp. time,0.10840,96,244,0.06931,0.14749
1992,Saxony-Anhalt,Rural regions,Some of both,0.04809,32,244,0.02119,0.07499
1992,Saxony-Anhalt,Rural regions,Paid,0.09699,74,244,0.05978,0.13421
1992,Saxony-Anhalt,Rural regions,Not compensated,0.04753,42,244,0.02077,0.07428
1992,Thuringa,Urban regions,Comp. time,0.12202,34,34,0.01034,0.23369
1992,Thuringa,Rural regions,Comp. time,0.12663,89,172,0.07679,0.17648
1992,Thuringa,Rural regions,Some of both,0.05468,31,172,0.02060,0.08876
1992,Thuringa,Rural regions,Paid,0.06518,52,172,0.02818,0.10218
1993,Lower Saxony,Urban regions,Comp. time,0.14812,78,144,0.08990,0.20634
1993,Lower Saxony,Urban regions,Paid,0.10536,66,144,0.05504,0.15568
1993,Lower Saxony,Rural regions,Comp. time,0.10520,71,174,0.05948,0.15092
1993,Lower Saxony,Rural regions,Some of both,0.04192,33,174,0.01206,0.07179
1993,Lower Saxony,Rural regions,Paid,0.10097,70,174,0.05608,0.14587
1993,North Rhine-Westphalia,Urban regions,Comp. time,0.08474,232,893,0.06646,0.10302
1993,North Rhine-Westphalia,Urban regions,Some of both,0.03695,121,893,0.02457,0.04933
1993,North Rhine-Westphalia,Urban regions,Paid,0.11687,398,893,0.09578,0.13795
1993,North Rhine-Westphalia,Urban regions,Not compensated,0.05427,142,893,0.03940,0.06914
1993,Hesse,Urban regions,Comp. time,0.11807,103,285,0.08054,0.15560
1993,Hesse,Urban regions,Some of both,0.05673,54,285,0.02982,0.08363
1993,Hesse,Urban regions,Paid,0.07115,83,285,0.04125,0.10105
1993,Hesse,Urban regions,Not compensated,0.06144,45,285,0.03351,0.08937
1993,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.06053,42,133,0.01985,0.10121
1993,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.13045,91,133,0.07299,0.18791
1993,Baden-Wuerttemberg,Urban regions,Comp. time,0.09950,184,642,0.07633,0.12267
1993,Baden-Wuerttemberg,Urban regions,Some of both,0.06977,130,642,0.05005,0.08950
1993,Baden-Wuerttemberg,Urban regions,Paid,0.10940,253,642,0.08523,0.13356
1993,Baden-Wuerttemberg,Urban regions,Not compensated,0.04904,75,642,0.03232,0.06576
1993,Baden-Wuerttemberg,Rural regions,Paid,0.13297,44,44,0.03148,0.23446
1993,Bavaria,Urban regions,Comp. time,0.12630,135,334,0.09062,0.16198
1993,Bavaria,Urban regions,Some of both,0.05971,62,334,0.03426,0.08516
1993,Bavaria,Urban regions,Paid,0.07165,78,334,0.04395,0.09935
1993,Bavaria,Urban regions,Not compensated,0.06968,59,334,0.04233,0.09702
1993,Bavaria,Rural regions,Comp. time,0.11737,117,335,0.08285,0.15188
1993,Bavaria,Rural regions,Some of both,0.05089,58,335,0.02732,0.07446
1993,Bavaria,Rural regions,Paid,0.09688,111,335,0.06516,0.12861
1993,Bavaria,Rural regions,Not compensated,0.04813,49,335,0.02518,0.07109
1993,Berlin,Urban regions,Comp. time,0.14775,111,260,0.10454,0.19097
1993,Berlin,Urban regions,Some of both,0.04344,38,260,0.01862,0.06827
1993,Berlin,Urban regions,Paid,0.09237,69,260,0.05710,0.12763
