year,bula_h,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.16785,88,128,0.10285,0.23286
2010,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.08046,40,128,0.03316,0.12777
2010,Saxony,Urban regions,Comp. time,0.16523,169,297,0.12292,0.20754
2010,Saxony,Urban regions,Some of both,0.06484,62,297,0.03679,0.09290
2010,Saxony,Urban regions,Not compensated,0.05722,66,297,0.03076,0.08369
2010,Saxony,Rural regions,Comp. time,0.19678,178,293,0.15118,0.24238
2010,Saxony,Rural regions,Some of both,0.08070,72,293,0.04946,0.11194
2010,Saxony,Rural regions,Not compensated,0.03697,43,293,0.01533,0.05862
2010,Saxony-Anhalt,Rural regions,Comp. time,0.15745,144,249,0.11212,0.20278
2010,Saxony-Anhalt,Rural regions,Some of both,0.06399,57,249,0.03353,0.09446
2010,Saxony-Anhalt,Rural regions,Not compensated,0.05421,48,249,0.02603,0.08239
2010,Thuringa,Urban regions,Comp. time,0.18270,63,63,0.08651,0.27889
2010,Thuringa,Rural regions,Comp. time,0.15283,114,232,0.10643,0.19923
2010,Thuringa,Rural regions,Some of both,0.04977,42,232,0.02172,0.07781
2010,Thuringa,Rural regions,Paid,0.03884,40,232,0.01393,0.06376
2010,Thuringa,Rural regions,Not compensated,0.04289,36,232,0.01676,0.06901
2011,Schleswig-Holstein,Urban regions,Comp. time,0.19580,62,62,0.09622,0.29538
2011,Schleswig-Holstein,Rural regions,Comp. time,0.14428,120,241,0.09982,0.18873
2011,Schleswig-Holstein,Rural regions,Some of both,0.04281,45,241,0.01720,0.06842
2011,Schleswig-Holstein,Rural regions,Paid,0.03333,35,241,0.01062,0.05604
2011,Schleswig-Holstein,Rural regions,Not compensated,0.05800,41,241,0.02843,0.08757
2011,Hamburg,Urban regions,Comp. time,0.11530,54,54,0.02931,0.20129
2011,Lower Saxony,Urban regions,Comp. time,0.13674,207,410,0.10344,0.17003
2011,Lower Saxony,Urban regions,Some of both,0.06422,90,410,0.04046,0.08797
2011,Lower Saxony,Urban regions,Paid,0.03291,43,410,0.01562,0.05020
2011,Lower Saxony,Urban regions,Not compensated,0.06030,70,410,0.03723,0.08336
2011,Lower Saxony,Rural regions,Comp. time,0.15449,268,555,0.12439,0.18459
2011,Lower Saxony,Rural regions,Some of both,0.05333,110,555,0.03462,0.07204
2011,Lower Saxony,Rural regions,Paid,0.05571,95,555,0.03661,0.07481
2011,Lower Saxony,Rural regions,Not compensated,0.04126,82,555,0.02470,0.05782
2011,North Rhine-Westphalia,Urban regions,Comp. time,0.12589,817,1798,0.11055,0.14122
2011,North Rhine-Westphalia,Urban regions,Some of both,0.05169,339,1798,0.04146,0.06193
2011,North Rhine-Westphalia,Urban regions,Paid,0.04273,293,1798,0.03338,0.05208
2011,North Rhine-Westphalia,Urban regions,Not compensated,0.05216,349,1798,0.04188,0.06244
2011,Hesse,Urban regions,Comp. time,0.14659,284,609,0.11847,0.17470
2011,Hesse,Urban regions,Some of both,0.05452,118,609,0.03647,0.07256
2011,Hesse,Urban regions,Paid,0.03323,67,609,0.01898,0.04748
2011,Hesse,Urban regions,Not compensated,0.07505,140,609,0.05410,0.09599
2011,Hesse,Rural regions,Comp. time,0.14327,74,110,0.07750,0.20904
2011,Hesse,Rural regions,Some of both,0.06228,36,110,0.01691,0.10764
2011,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.10490,170,380,0.07405,0.13575
2011,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04897,72,380,0.02724,0.07069
2011,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04939,67,380,0.02757,0.07120
2011,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04612,71,380,0.02501,0.06724
2011,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.17127,91,91,0.09344,0.24911
2011,Baden-Wuerttemberg,Urban regions,Comp. time,0.14436,539,1184,0.12433,0.16439
2011,Baden-Wuerttemberg,Urban regions,Some of both,0.06576,244,1184,0.05164,0.07989
2011,Baden-Wuerttemberg,Urban regions,Paid,0.03715,123,1184,0.02637,0.04792
2011,Baden-Wuerttemberg,Urban regions,Not compensated,0.06949,278,1184,0.05500,0.08398
2011,Baden-Wuerttemberg,Rural regions,Comp. time,0.12866,59,92,0.05987,0.19746
2011,Baden-Wuerttemberg,Rural regions,Not compensated,0.06645,33,92,0.01527,0.11762
2011,Bavaria,Urban regions,Comp. time,0.16795,399,772,0.14156,0.19434
2011,Bavaria,Urban regions,Some of both,0.07496,146,772,0.05637,0.09355
2011,Bavaria,Urban regions,Paid,0.01777,49,772,0.00845,0.02710
2011,Bavaria,Urban regions,Not compensated,0.06211,178,772,0.04508,0.07915
2011,Bavaria,Rural regions,Comp. time,0.17271,525,944,0.14858,0.19683
2011,Bavaria,Rural regions,Some of both,0.04977,153,944,0.03589,0.06365
2011,Bavaria,Rural regions,Paid,0.03303,96,944,0.02162,0.04443
2011,Bavaria,Rural regions,Not compensated,0.06338,170,944,0.04783,0.07893
2011,Berlin,Urban regions,Comp. time,0.14432,186,321,0.10582,0.18283
2011,Berlin,Urban regions,Some of both,0.03908,54,321,0.01785,0.06031
2011,Berlin,Urban regions,Not compensated,0.06159,81,321,0.03525,0.08793
2011,Brandenburg,Rural regions,Comp. time,0.18309,188,334,0.14155,0.22463
2011,Brandenburg,Rural regions,Some of both,0.04972,60,334,0.02638,0.07307
2011,Brandenburg,Rural regions,Paid,0.01925,32,334,0.00449,0.03401
2011,Brandenburg,Rural regions,Not compensated,0.03486,54,334,0.01516,0.05456
2011,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.16613,107,139,0.10403,0.22823
2011,Mecklenburg-Western Pomerania,Rural regions,Not compensated,0.02978,32,139,0.00142,0.05814
2011,Saxony,Urban regions,Comp. time,0.17764,196,331,0.13641,0.21888
2011,Saxony,Urban regions,Some of both,0.08148,74,331,0.05196,0.11099
2011,Saxony,Urban regions,Not compensated,0.05210,61,331,0.02812,0.07607
2011,Saxony,Rural regions,Comp. time,0.17974,179,356,0.13979,0.21968
2011,Saxony,Rural regions,Some of both,0.06918,81,356,0.04278,0.09558
2011,Saxony,Rural regions,Paid,0.03382,33,356,0.01502,0.05262
2011,Saxony,Rural regions,Not compensated,0.05312,63,356,0.02979,0.07645
2011,Saxony-Anhalt,Urban regions,Comp. time,0.11751,35,35,0.00926,0.22575
2011,Saxony-Anhalt,Rural regions,Comp. time,0.14796,165,323,0.10918,0.18675
2011,Saxony-Anhalt,Rural regions,Some of both,0.07731,69,323,0.04814,0.10648
2011,Saxony-Anhalt,Rural regions,Paid,0.03358,43,323,0.01390,0.05326
2011,Saxony-Anhalt,Rural regions,Not compensated,0.04958,46,323,0.02587,0.07328
2011,Thuringa,Urban regions,Comp. time,0.11483,68,105,0.05355,0.17610
2011,Thuringa,Urban regions,Not compensated,0.11853,37,105,0.05641,0.18065
2011,Thuringa,Rural regions,Comp. time,0.14807,137,264,0.10514,0.19099
2011,Thuringa,Rural regions,Some of both,0.03573,40,264,0.01329,0.05816
2011,Thuringa,Rural regions,Paid,0.04456,42,264,0.01963,0.06950
2011,Thuringa,Rural regions,Not compensated,0.04685,45,264,0.02131,0.07239
2012,Schleswig-Holstein,Urban regions,Comp. time,0.17501,71,71,0.08600,0.26403
2012,Schleswig-Holstein,Rural regions,Comp. time,0.14232,141,261,0.09985,0.18479
2012,Schleswig-Holstein,Rural regions,Some of both,0.06762,52,261,0.03710,0.09814
2012,Schleswig-Holstein,Rural regions,Paid,0.02226,35,261,0.00433,0.04019
2012,Schleswig-Holstein,Rural regions,Not compensated,0.03709,33,261,0.01412,0.06006
2012,Hamburg,Urban regions,Comp. time,0.14134,64,97,0.07165,0.21103
2012,Hamburg,Urban regions,Not compensated,0.07902,33,97,0.02506,0.13299
2012,Lower Saxony,Urban regions,Comp. time,0.16646,194,381,0.12901,0.20392
2012,Lower Saxony,Urban regions,Some of both,0.06105,80,381,0.03698,0.08512
2012,Lower Saxony,Urban regions,Paid,0.03435,45,381,0.01604,0.05266
2012,Lower Saxony,Urban regions,Not compensated,0.05262,62,381,0.03017,0.07507
2012,Lower Saxony,Rural regions,Comp. time,0.15589,277,552,0.12560,0.18618
2012,Lower Saxony,Rural regions,Some of both,0.06628,122,552,0.04551,0.08705
2012,Lower Saxony,Rural regions,Paid,0.04866,88,552,0.03070,0.06663
2012,Lower Saxony,Rural regions,Not compensated,0.02975,65,552,0.01557,0.04394
2012,North Rhine-Westphalia,Urban regions,Comp. time,0.13914,884,1874,0.12346,0.15481
2012,North Rhine-Westphalia,Urban regions,Some of both,0.05715,343,1874,0.04664,0.06766
2012,North Rhine-Westphalia,Urban regions,Paid,0.04379,292,1874,0.03452,0.05306
2012,North Rhine-Westphalia,Urban regions,Not compensated,0.05058,355,1874,0.04065,0.06050
2012,North Rhine-Westphalia,Rural regions,Comp. time,0.18347,31,31,0.04497,0.32198
2012,Hesse,Urban regions,Comp. time,0.14060,294,615,0.11311,0.16810
2012,Hesse,Urban regions,Some of both,0.07174,121,615,0.05133,0.09216
2012,Hesse,Urban regions,Paid,0.03010,60,615,0.01658,0.04361
2012,Hesse,Urban regions,Not compensated,0.07642,140,615,0.05541,0.09744
2012,Hesse,Rural regions,Comp. time,0.18636,96,127,0.11837,0.25435
2012,Hesse,Rural regions,Some of both,0.06779,31,127,0.02389,0.11168
2012,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.13933,196,398,0.10527,0.17340
2012,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.06322,81,398,0.03928,0.08716
2012,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.03671,53,398,0.01821,0.05520
2012,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04674,68,398,0.02597,0.06750
2012,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.21890,91,91,0.13347,0.30433
2012,Baden-Wuerttemberg,Urban regions,Comp. time,0.15864,580,1227,0.13819,0.17910
2012,Baden-Wuerttemberg,Urban regions,Some of both,0.07701,279,1227,0.06208,0.09193
2012,Baden-Wuerttemberg,Urban regions,Paid,0.03739,132,1227,0.02677,0.04801
2012,Baden-Wuerttemberg,Urban regions,Not compensated,0.05718,236,1227,0.04419,0.07018
2012,Baden-Wuerttemberg,Rural regions,Comp. time,0.13860,65,65,0.05394,0.22325
2012,Bavaria,Urban regions,Comp. time,0.16715,411,770,0.14077,0.19352
2012,Bavaria,Urban regions,Some of both,0.05806,133,770,0.04153,0.07459
2012,Bavaria,Urban regions,Paid,0.03406,62,770,0.02124,0.04689
2012,Bavaria,Urban regions,Not compensated,0.06357,164,770,0.04632,0.08081
2012,Bavaria,Rural regions,Comp. time,0.17347,546,1007,0.15007,0.19687
2012,Bavaria,Rural regions,Some of both,0.06742,182,1007,0.05192,0.08291
2012,Bavaria,Rural regions,Paid,0.03313,106,1007,0.02207,0.04419
2012,Bavaria,Rural regions,Not compensated,0.05516,173,1007,0.04105,0.06926
2012,Berlin,Urban regions,Comp. time,0.17076,200,375,0.13263,0.20890
2012,Berlin,Urban regions,Some of both,0.05030,59,375,0.02815,0.07245
2012,Berlin,Urban regions,Paid,0.03063,37,375,0.01317,0.04810
2012,Berlin,Urban regions,Not compensated,0.05096,79,375,0.02867,0.07325
2012,Brandenburg,Rural regions,Comp. time,0.16998,169,321,0.12882,0.21113
2012,Brandenburg,Rural regions,Some of both,0.05699,71,321,0.03159,0.08239
2012,Brandenburg,Rural regions,Paid,0.02762,42,321,0.00966,0.04557
2012,Brandenburg,Rural regions,Not compensated,0.02951,39,321,0.01097,0.04805
2012,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.21142,134,166,0.14912,0.27372
2012,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.03723,32,166,0.00834,0.06612
2012,Saxony,Urban regions,Comp. time,0.17270,186,333,0.13204,0.21336
2012,Saxony,Urban regions,Some of both,0.08309,88,333,0.05340,0.11279
2012,Saxony,Urban regions,Not compensated,0.05760,59,333,0.03254,0.08267
2012,Saxony,Rural regions,Comp. time,0.17485,200,342,0.13453,0.21516
2012,Saxony,Rural regions,Some of both,0.08427,93,342,0.05479,0.11376
2012,Saxony,Rural regions,Not compensated,0.02850,49,342,0.01084,0.04616
2012,Saxony-Anhalt,Urban regions,Comp. time,0.14437,41,41,0.03545,0.25329
2012,Saxony-Anhalt,Rural regions,Comp. time,0.15919,165,304,0.11800,0.20039
2012,Saxony-Anhalt,Rural regions,Some of both,0.06899,63,304,0.04045,0.09753
2012,Saxony-Anhalt,Rural regions,Paid,0.02139,34,304,0.00510,0.03768
2012,Saxony-Anhalt,Rural regions,Not compensated,0.04230,42,304,0.01964,0.06496
2012,Thuringa,Urban regions,Comp. time,0.13732,65,65,0.05299,0.22164
2012,Thuringa,Rural regions,Comp. time,0.15133,141,268,0.10835,0.19432
2012,Thuringa,Rural regions,Some of both,0.06035,60,268,0.03179,0.08892
2012,Thuringa,Rural regions,Paid,0.02837,31,268,0.00845,0.04828
2012,Thuringa,Rural regions,Not compensated,0.04007,36,268,0.01655,0.06360
2013,Schleswig-Holstein,Urban regions,Comp. time,0.18051,61,61,0.08319,0.27783
2013,Schleswig-Holstein,Rural regions,Comp. time,0.12195,136,268,0.08270,0.16120
2013,Schleswig-Holstein,Rural regions,Some of both,0.06582,54,268,0.03607,0.09556
2013,Schleswig-Holstein,Rural regions,Paid,0.02502,33,268,0.00628,0.04375
2013,Schleswig-Holstein,Rural regions,Not compensated,0.03877,45,268,0.01561,0.06192
2013,Hamburg,Urban regions,Comp. time,0.09476,76,149,0.04758,0.14195
2013,Hamburg,Urban regions,Some of both,0.07319,34,149,0.03123,0.11515
2013,Hamburg,Urban regions,Not compensated,0.08185,39,149,0.03769,0.12602
2013,Lower Saxony,Urban regions,Comp. time,0.18160,243,452,0.14602,0.21718
2013,Lower Saxony,Urban regions,Some of both,0.05976,85,452,0.03788,0.08163
2013,Lower Saxony,Urban regions,Paid,0.02831,61,452,0.01300,0.04361
2013,Lower Saxony,Urban regions,Not compensated,0.05287,63,452,0.03222,0.07352
2013,Lower Saxony,Rural regions,Comp. time,0.14540,288,629,0.11783,0.17297
2013,Lower Saxony,Rural regions,Some of both,0.06979,148,629,0.04986,0.08972
2013,Lower Saxony,Rural regions,Paid,0.05376,110,629,0.03612,0.07140
2013,Lower Saxony,Rural regions,Not compensated,0.03842,83,629,0.02339,0.05345
2013,Bremen,Urban regions,Comp. time,0.06456,35,35,-0.01804,0.14717
2013,North Rhine-Westphalia,Urban regions,Comp. time,0.12843,957,2102,0.11413,0.14274
2013,North Rhine-Westphalia,Urban regions,Some of both,0.05767,431,2102,0.04770,0.06764
2013,North Rhine-Westphalia,Urban regions,Paid,0.04250,353,2102,0.03387,0.05113
2013,North Rhine-Westphalia,Urban regions,Not compensated,0.04679,361,2102,0.03776,0.05582
2013,Hesse,Urban regions,Comp. time,0.15589,336,694,0.12889,0.18290
2013,Hesse,Urban regions,Some of both,0.05997,127,694,0.04229,0.07765
2013,Hesse,Urban regions,Paid,0.03147,85,694,0.01847,0.04447
2013,Hesse,Urban regions,Not compensated,0.06692,146,694,0.04831,0.08552
2013,Hesse,Rural regions,Comp. time,0.17667,92,133,0.11160,0.24173
2013,Hesse,Rural regions,Some of both,0.05671,41,133,0.01725,0.09616
2013,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.13898,218,448,0.10691,0.17105
2013,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.05555,100,448,0.03432,0.07678
2013,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.03579,72,448,0.01857,0.05301
2013,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.03718,58,448,0.01964,0.05472
2013,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.16739,96,96,0.09232,0.24246
2013,Baden-Wuerttemberg,Urban regions,Comp. time,0.15397,678,1347,0.13469,0.17325
2013,Baden-Wuerttemberg,Urban regions,Some of both,0.06182,269,1347,0.04895,0.07468
2013,Baden-Wuerttemberg,Urban regions,Paid,0.03401,146,1347,0.02432,0.04369
2013,Baden-Wuerttemberg,Urban regions,Not compensated,0.06251,254,1347,0.04958,0.07544
2013,Baden-Wuerttemberg,Rural regions,Comp. time,0.11005,70,106,0.05019,0.16991
2013,Baden-Wuerttemberg,Rural regions,Some of both,0.08250,36,106,0.02988,0.13513
2013,Bavaria,Urban regions,Comp. time,0.17435,455,822,0.14839,0.20030
2013,Bavaria,Urban regions,Some of both,0.04686,149,822,0.03241,0.06132
2013,Bavaria,Urban regions,Paid,0.02775,65,822,0.01651,0.03899
2013,Bavaria,Urban regions,Not compensated,0.06125,153,822,0.04485,0.07766
2013,Bavaria,Rural regions,Comp. time,0.15785,552,1016,0.13542,0.18028
2013,Bavaria,Rural regions,Some of both,0.06042,203,1016,0.04576,0.07508
2013,Bavaria,Rural regions,Paid,0.02526,109,1016,0.01561,0.03492
2013,Bavaria,Rural regions,Not compensated,0.04626,152,1016,0.03333,0.05918
2013,Berlin,Urban regions,Comp. time,0.15960,207,378,0.12263,0.19657
2013,Berlin,Urban regions,Some of both,0.03637,56,378,0.01747,0.05526
2013,Berlin,Urban regions,Paid,0.02889,41,378,0.01198,0.04580
2013,Berlin,Urban regions,Not compensated,0.05034,74,378,0.02826,0.07241
2013,Brandenburg,Rural regions,Comp. time,0.14201,159,308,0.10297,0.18106
2013,Brandenburg,Rural regions,Some of both,0.05334,65,308,0.02820,0.07848
2013,Brandenburg,Rural regions,Paid,0.02561,38,308,0.00794,0.04328
2013,Brandenburg,Rural regions,Not compensated,0.03336,46,308,0.01327,0.05345
2013,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.17547,108,141,0.11246,0.23847
2013,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.04944,33,141,0.01353,0.08535
2013,Saxony,Urban regions,Comp. time,0.19758,183,342,0.15532,0.23984
2013,Saxony,Urban regions,Some of both,0.06861,70,342,0.04178,0.09544
2013,Saxony,Urban regions,Paid,0.03097,31,342,0.01258,0.04935
2013,Saxony,Urban regions,Not compensated,0.04853,58,342,0.02572,0.07133
2013,Saxony,Rural regions,Comp. time,0.16002,188,347,0.12139,0.19865
2013,Saxony,Rural regions,Some of both,0.09331,70,347,0.06267,0.12396
2013,Saxony,Rural regions,Paid,0.02582,36,347,0.00911,0.04253
2013,Saxony,Rural regions,Not compensated,0.04135,53,347,0.02037,0.06232
2013,Saxony-Anhalt,Urban regions,Comp. time,0.13623,42,42,0.03123,0.24123
2013,Saxony-Anhalt,Rural regions,Comp. time,0.16190,163,300,0.12015,0.20365
2013,Saxony-Anhalt,Rural regions,Some of both,0.07463,66,300,0.04485,0.10442
2013,Saxony-Anhalt,Rural regions,Paid,0.02237,37,300,0.00561,0.03913
2013,Saxony-Anhalt,Rural regions,Not compensated,0.02911,34,300,0.01006,0.04817
2013,Thuringa,Urban regions,Comp. time,0.14691,68,68,0.06214,0.23168
2013,Thuringa,Rural regions,Comp. time,0.15069,126,212,0.10241,0.19896
2013,Thuringa,Rural regions,Some of both,0.04864,44,212,0.01961,0.07766
2013,Thuringa,Rural regions,Not compensated,0.04260,42,212,0.01535,0.06985
2014,Schleswig-Holstein,Urban regions,Comp. time,0.15054,53,53,0.05334,0.24774
2014,Schleswig-Holstein,Rural regions,Comp. time,0.11869,112,195,0.07318,0.16420
2014,Schleswig-Holstein,Rural regions,Some of both,0.06239,50,195,0.02835,0.09642
2014,Schleswig-Holstein,Rural regions,Not compensated,0.04058,33,195,0.01281,0.06835
2014,Hamburg,Urban regions,Comp. time,0.08240,53,117,0.03236,0.13244
2014,Hamburg,Urban regions,Some of both,0.06612,31,117,0.02090,0.11134
2014,Hamburg,Urban regions,Not compensated,0.07105,33,117,0.02430,0.11780
2014,Lower Saxony,Urban regions,Comp. time,0.18565,204,369,0.14592,0.22537
2014,Lower Saxony,Urban regions,Some of both,0.06915,77,369,0.04323,0.09508
2014,Lower Saxony,Urban regions,Paid,0.02231,38,369,0.00722,0.03740
2014,Lower Saxony,Urban regions,Not compensated,0.04462,50,369,0.02353,0.06572
2014,Lower Saxony,Rural regions,Comp. time,0.15127,285,591,0.12236,0.18018
2014,Lower Saxony,Rural regions,Some of both,0.06441,140,591,0.04460,0.08421
2014,Lower Saxony,Rural regions,Paid,0.04295,85,591,0.02659,0.05932
2014,Lower Saxony,Rural regions,Not compensated,0.04698,81,591,0.02990,0.06405
2014,Bremen,Urban regions,Comp. time,0.10776,33,33,0.00032,0.21519
2014,North Rhine-Westphalia,Urban regions,Comp. time,0.13680,861,1904,0.12136,0.15224
2014,North Rhine-Westphalia,Urban regions,Some of both,0.06434,425,1904,0.05331,0.07536
2014,North Rhine-Westphalia,Urban regions,Paid,0.04292,309,1904,0.03382,0.05203
2014,North Rhine-Westphalia,Urban regions,Not compensated,0.04374,309,1904,0.03455,0.05293
2014,Hesse,Urban regions,Comp. time,0.14864,298,614,0.12048,0.17680
2014,Hesse,Urban regions,Some of both,0.07140,110,614,0.05102,0.09179
2014,Hesse,Urban regions,Paid,0.03336,69,614,0.01914,0.04757
2014,Hesse,Urban regions,Not compensated,0.07291,137,614,0.05233,0.09350
2014,Hesse,Rural regions,Comp. time,0.17885,84,118,0.10941,0.24829
2014,Hesse,Rural regions,Some of both,0.07178,34,118,0.02501,0.11855
2014,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.13886,194,410,0.10534,0.17237
2014,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.06346,94,410,0.03983,0.08708
2014,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.03590,59,410,0.01787,0.05393
2014,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.03258,63,410,0.01538,0.04979
2014,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.18458,91,91,0.10442,0.26473
2014,Baden-Wuerttemberg,Urban regions,Comp. time,0.14567,561,1158,0.12534,0.16600
2014,Baden-Wuerttemberg,Urban regions,Some of both,0.06706,273,1158,0.05264,0.08147
2014,Baden-Wuerttemberg,Urban regions,Paid,0.03774,120,1158,0.02676,0.04872
2014,Baden-Wuerttemberg,Urban regions,Not compensated,0.05999,204,1158,0.04630,0.07367
2014,Baden-Wuerttemberg,Rural regions,Comp. time,0.12882,63,63,0.04543,0.21221
2014,Bavaria,Urban regions,Comp. time,0.18369,456,828,0.15730,0.21008
2014,Bavaria,Urban regions,Some of both,0.06687,150,828,0.04984,0.08389
2014,Bavaria,Urban regions,Paid,0.03320,73,828,0.02099,0.04541
2014,Bavaria,Urban regions,Not compensated,0.05214,149,828,0.03699,0.06729
2014,Bavaria,Rural regions,Comp. time,0.18936,556,998,0.16504,0.21369
2014,Bavaria,Rural regions,Some of both,0.06920,195,998,0.05345,0.08496
2014,Bavaria,Rural regions,Paid,0.02803,114,998,0.01779,0.03828
2014,Bavaria,Rural regions,Not compensated,0.05059,133,998,0.03698,0.06419
2014,Berlin,Urban regions,Comp. time,0.16710,189,335,0.12709,0.20711
2014,Berlin,Urban regions,Some of both,0.05133,66,335,0.02766,0.07499
2014,Berlin,Urban regions,Not compensated,0.06122,80,335,0.03551,0.08694
2014,Brandenburg,Rural regions,Comp. time,0.12306,141,258,0.08290,0.16322
2014,Brandenburg,Rural regions,Some of both,0.05564,75,258,0.02762,0.08367
2014,Brandenburg,Rural regions,Not compensated,0.03258,42,258,0.01088,0.05429
2014,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.17701,101,101,0.10220,0.25182
2014,Saxony,Urban regions,Comp. time,0.20479,167,295,0.15866,0.25092
2014,Saxony,Urban regions,Some of both,0.08088,78,295,0.04972,0.11205
2014,Saxony,Urban regions,Not compensated,0.04521,50,295,0.02146,0.06897
2014,Saxony,Rural regions,Comp. time,0.17977,175,288,0.13535,0.22420
2014,Saxony,Rural regions,Some of both,0.09372,75,288,0.06000,0.12743
2014,Saxony,Rural regions,Not compensated,0.04324,38,288,0.01971,0.06678
2014,Saxony-Anhalt,Rural regions,Comp. time,0.13387,137,270,0.09318,0.17456
2014,Saxony-Anhalt,Rural regions,Some of both,0.07950,67,270,0.04717,0.11183
2014,Saxony-Anhalt,Rural regions,Paid,0.03481,31,270,0.01291,0.05672
2014,Saxony-Anhalt,Rural regions,Not compensated,0.03615,35,270,0.01384,0.05846
2014,Thuringa,Urban regions,Comp. time,0.19118,66,66,0.09558,0.28677
2014,Thuringa,Rural regions,Comp. time,0.16107,120,218,0.11216,0.20998
2014,Thuringa,Rural regions,Some of both,0.05597,57,218,0.02539,0.08655
2014,Thuringa,Rural regions,Not compensated,0.03972,41,218,0.01374,0.06571
2018,Schleswig-Holstein,Urban regions,Comp. time,0.21920,70,70,0.12158,0.31682
2018,Schleswig-Holstein,Rural regions,Comp. time,0.18070,143,223,0.13008,0.23131
2018,Schleswig-Holstein,Rural regions,Some of both,0.04141,36,223,0.01520,0.06762
2018,Schleswig-Holstein,Rural regions,Paid,0.04025,44,223,0.01439,0.06610
2018,Hamburg,Urban regions,Comp. time,0.11384,69,69,0.03835,0.18934
2018,Lower Saxony,Urban regions,Comp. time,0.18157,223,418,0.14457,0.21857
2018,Lower Saxony,Urban regions,Some of both,0.09235,101,418,0.06456,0.12013
2018,Lower Saxony,Urban regions,Paid,0.03595,46,418,0.01808,0.05382
2018,Lower Saxony,Urban regions,Not compensated,0.03728,48,418,0.01909,0.05546
2018,Lower Saxony,Rural regions,Comp. time,0.15742,279,575,0.12762,0.18721
2018,Lower Saxony,Rural regions,Some of both,0.08422,160,575,0.06150,0.10694
2018,Lower Saxony,Rural regions,Paid,0.03109,73,575,0.01689,0.04529
2018,Lower Saxony,Rural regions,Not compensated,0.04184,63,575,0.02546,0.05822
2018,Bremen,Urban regions,Comp. time,0.13879,43,43,0.03423,0.24336
2018,North Rhine-Westphalia,Urban regions,Comp. time,0.14023,884,1817,0.12426,0.15620
2018,North Rhine-Westphalia,Urban regions,Some of both,0.07123,386,1817,0.05940,0.08306
2018,North Rhine-Westphalia,Urban regions,Paid,0.04273,298,1817,0.03343,0.05203
2018,North Rhine-Westphalia,Urban regions,Not compensated,0.03552,249,1817,0.02701,0.04403
2018,Hesse,Urban regions,Comp. time,0.17735,281,551,0.14542,0.20927
2018,Hesse,Urban regions,Some of both,0.06384,106,551,0.04341,0.08428
2018,Hesse,Urban regions,Paid,0.02536,61,551,0.01222,0.03850
2018,Hesse,Urban regions,Not compensated,0.06604,103,551,0.04528,0.08680
2018,Hesse,Rural regions,Comp. time,0.17843,76,76,0.09178,0.26508
2018,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.14352,190,419,0.10991,0.17713
2018,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.08590,112,419,0.05903,0.11276
2018,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04241,61,419,0.02309,0.06173
2018,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04032,56,419,0.02146,0.05918
2018,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.19955,84,84,0.11357,0.28553
2018,Baden-Wuerttemberg,Urban regions,Comp. time,0.18962,630,1137,0.16682,0.21241
2018,Baden-Wuerttemberg,Urban regions,Some of both,0.07531,234,1137,0.05997,0.09066
2018,Baden-Wuerttemberg,Urban regions,Paid,0.03661,104,1137,0.02569,0.04754
2018,Baden-Wuerttemberg,Urban regions,Not compensated,0.04829,169,1137,0.03582,0.06076
2018,Baden-Wuerttemberg,Rural regions,Comp. time,0.18493,70,70,0.09332,0.27654
2018,Bavaria,Urban regions,Comp. time,0.18228,426,757,0.15475,0.20980
