year,bula_h,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Hesse,Second Stage of Tertiary Education,Not compensated,0.18864,101,234,0.13840,0.23887
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.15800,134,232,0.11097,0.20504
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06903,54,232,0.03634,0.10172
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.05387,44,232,0.02475,0.08298
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.23355,59,96,0.14847,0.31863
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.10998,37,96,0.04706,0.17289
2011,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.09874,31,31,-0.00801,0.20549
2011,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.17446,282,579,0.14352,0.20540
2011,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.08287,137,579,0.06040,0.10535
2011,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.05547,81,579,0.03681,0.07413
2011,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.05269,79,579,0.03447,0.07090
2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.21718,57,57,0.10919,0.32518
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.22663,60,92,0.14061,0.31265
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Some of both,0.12283,32,92,0.05539,0.19027
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.20867,158,390,0.16829,0.24905
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.09373,60,390,0.06477,0.12270
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.20206,172,390,0.16215,0.24196
2011,Bavaria,Lower Secondary Level,Comp. time,0.08304,52,52,0.00730,0.15877
2011,Bavaria,Upper Secondary Level,Comp. time,0.23247,535,933,0.20535,0.25959
2011,Bavaria,Upper Secondary Level,Some of both,0.07603,180,933,0.05902,0.09305
2011,Bavaria,Upper Secondary Level,Paid,0.03867,100,933,0.02629,0.05104
2011,Bavaria,Upper Secondary Level,Not compensated,0.04921,118,933,0.03532,0.06309
2011,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.26383,72,72,0.16132,0.36635
2011,Bavaria,First Stage of Tertiary Education,Comp. time,0.22833,77,108,0.14879,0.30786
2011,Bavaria,First Stage of Tertiary Education,Not compensated,0.11756,31,108,0.05653,0.17858
2011,Bavaria,Second Stage of Tertiary Education,Comp. time,0.17559,173,397,0.13812,0.21307
2011,Bavaria,Second Stage of Tertiary Education,Some of both,0.09403,54,397,0.06528,0.12278
2011,Bavaria,Second Stage of Tertiary Education,Not compensated,0.19315,170,397,0.15427,0.23203
2011,Berlin,Upper Secondary Level,Comp. time,0.12385,53,84,0.05298,0.19472
2011,Berlin,Upper Secondary Level,Some of both,0.07658,31,84,0.01937,0.13379
2011,Berlin,Second Stage of Tertiary Education,Comp. time,0.23239,92,143,0.16292,0.30186
2011,Berlin,Second Stage of Tertiary Education,Not compensated,0.11516,51,143,0.06266,0.16766
2011,Brandenburg,Upper Secondary Level,Comp. time,0.23054,102,145,0.16175,0.29933
2011,Brandenburg,Upper Secondary Level,Some of both,0.07949,43,145,0.03531,0.12368
2011,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.18714,60,96,0.10871,0.26557
2011,Brandenburg,Second Stage of Tertiary Education,Not compensated,0.09607,36,96,0.03681,0.15533
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.18812,68,68,0.09454,0.28170
2011,Saxony,Upper Secondary Level,Comp. time,0.18706,192,376,0.14759,0.22653
2011,Saxony,Upper Secondary Level,Some of both,0.09311,96,376,0.06370,0.12252
2011,Saxony,Upper Secondary Level,Paid,0.05175,45,376,0.02933,0.07417
2011,Saxony,Upper Secondary Level,Not compensated,0.04080,43,376,0.02078,0.06082
2011,Saxony,Post-secondary Non-tertiary Level,Comp. time,0.43621,34,34,0.26701,0.60541
2011,Saxony,First Stage of Tertiary Education,Comp. time,0.29673,35,35,0.14318,0.45028
2011,Saxony,Second Stage of Tertiary Education,Comp. time,0.22850,102,202,0.17045,0.28654
2011,Saxony,Second Stage of Tertiary Education,Some of both,0.08448,34,202,0.04603,0.12293
2011,Saxony,Second Stage of Tertiary Education,Not compensated,0.13599,66,202,0.08860,0.18338
2011,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.14852,93,181,0.09657,0.20048
2011,Saxony-Anhalt,Upper Secondary Level,Some of both,0.11830,54,181,0.07112,0.16548
2011,Saxony-Anhalt,Upper Secondary Level,Paid,0.04675,34,181,0.01591,0.07759
2011,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.21047,60,60,0.10645,0.31449
2011,Thuringa,Upper Secondary Level,Comp. time,0.13421,104,229,0.08996,0.17846
2011,Thuringa,Upper Secondary Level,Some of both,0.06523,44,229,0.03318,0.09729
2011,Thuringa,Upper Secondary Level,Paid,0.06118,45,229,0.03007,0.09229
2011,Thuringa,Upper Secondary Level,Not compensated,0.05833,36,229,0.02791,0.08875
2011,Thuringa,Second Stage of Tertiary Education,Comp. time,0.27593,67,102,0.18876,0.36310
2011,Thuringa,Second Stage of Tertiary Education,Not compensated,0.13338,35,102,0.06708,0.19969
2012,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.19268,111,155,0.13039,0.25498
2012,Schleswig-Holstein,Upper Secondary Level,Some of both,0.09375,44,155,0.04772,0.13979
2012,Schleswig-Holstein,Second Stage of Tertiary Education,Comp. time,0.20557,42,42,0.08187,0.32927
2012,Lower Saxony,Upper Secondary Level,Comp. time,0.19727,243,487,0.16189,0.23265
2012,Lower Saxony,Upper Secondary Level,Some of both,0.09468,126,487,0.06865,0.12071
2012,Lower Saxony,Upper Secondary Level,Paid,0.06237,85,487,0.04087,0.08387
2012,Lower Saxony,Upper Secondary Level,Not compensated,0.02243,33,487,0.00927,0.03560
2012,Lower Saxony,Post-secondary Non-tertiary Level,Comp. time,0.34907,51,51,0.21694,0.48120
2012,Lower Saxony,First Stage of Tertiary Education,Comp. time,0.26980,39,39,0.12867,0.41092
2012,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.21240,109,206,0.15641,0.26839
2012,Lower Saxony,Second Stage of Tertiary Education,Some of both,0.05990,34,206,0.02742,0.09239
2012,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.14626,63,206,0.09789,0.19463
2012,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.07725,51,98,0.02412,0.13038
2012,North Rhine-Westphalia,Lower Secondary Level,Paid,0.05312,47,98,0.00849,0.09775
2012,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.16048,414,814,0.13525,0.18571
2012,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06813,163,814,0.05081,0.08545
2012,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05566,153,814,0.03990,0.07142
2012,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03281,84,814,0.02056,0.04505
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.26556,138,237,0.20921,0.32190
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.11587,55,237,0.07503,0.15671
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.08284,44,237,0.04767,0.11800
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.23434,67,99,0.15047,0.31821
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.10318,32,99,0.04295,0.16341
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.21651,227,471,0.17928,0.25375
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.06623,64,471,0.04375,0.08871
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.13995,180,471,0.10858,0.17131
2012,Hesse,Upper Secondary Level,Comp. time,0.17166,172,325,0.13060,0.21272
2012,Hesse,Upper Secondary Level,Some of both,0.09781,72,325,0.06546,0.13015
2012,Hesse,Upper Secondary Level,Paid,0.04068,38,325,0.01917,0.06219
2012,Hesse,Upper Secondary Level,Not compensated,0.05324,43,325,0.02880,0.07769
2012,Hesse,Post-secondary Non-tertiary Level,Comp. time,0.27573,41,41,0.13724,0.41422
2012,Hesse,First Stage of Tertiary Education,Comp. time,0.23787,31,31,0.08551,0.39024
2012,Hesse,Second Stage of Tertiary Education,Comp. time,0.23875,121,252,0.18600,0.29149
2012,Hesse,Second Stage of Tertiary Education,Some of both,0.07637,35,252,0.04351,0.10923
2012,Hesse,Second Stage of Tertiary Education,Not compensated,0.19794,96,252,0.14864,0.24723
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.21166,155,251,0.16103,0.26230
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06483,53,251,0.03431,0.09535
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.05119,43,251,0.02387,0.07852
2012,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Comp. time,0.36265,33,33,0.19607,0.52923
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.21382,60,96,0.13137,0.29627
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.12153,36,96,0.05583,0.18724
2012,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.13956,55,55,0.04713,0.23199
2012,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.17244,299,604,0.14229,0.20260
2012,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.11059,166,604,0.08556,0.13562
2012,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.05419,79,604,0.03612,0.07227
2012,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03654,60,604,0.02156,0.05152
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.27877,59,59,0.16337,0.39417
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.27940,65,65,0.16946,0.38933
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.22770,163,380,0.18548,0.26992
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.08337,68,380,0.05554,0.11120
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.18006,149,380,0.14138,0.21874
2012,Bavaria,Lower Secondary Level,Comp. time,0.10048,72,72,0.03055,0.17041
2012,Bavaria,Upper Secondary Level,Comp. time,0.22304,536,946,0.19650,0.24958
2012,Bavaria,Upper Secondary Level,Some of both,0.08359,194,946,0.06595,0.10124
2012,Bavaria,Upper Secondary Level,Paid,0.04860,103,946,0.03489,0.06231
2012,Bavaria,Upper Secondary Level,Not compensated,0.04565,113,946,0.03234,0.05895
2012,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.29920,76,76,0.19556,0.40283
2012,Bavaria,First Stage of Tertiary Education,Comp. time,0.27352,86,117,0.19240,0.35464
2012,Bavaria,First Stage of Tertiary Education,Not compensated,0.11103,31,117,0.05385,0.16820
2012,Bavaria,Second Stage of Tertiary Education,Comp. time,0.17669,175,391,0.13883,0.21454
2012,Bavaria,Second Stage of Tertiary Education,Some of both,0.08302,53,391,0.05563,0.11040
2012,Bavaria,Second Stage of Tertiary Education,Not compensated,0.17505,163,391,0.13733,0.21276
2012,Berlin,Upper Secondary Level,Comp. time,0.15649,71,71,0.07138,0.24161
2012,Berlin,Second Stage of Tertiary Education,Comp. time,0.27967,89,142,0.20558,0.35375
2012,Berlin,Second Stage of Tertiary Education,Not compensated,0.12393,53,142,0.06955,0.17832
2012,Brandenburg,Upper Secondary Level,Comp. time,0.20932,96,147,0.14333,0.27531
2012,Brandenburg,Upper Secondary Level,Some of both,0.09379,51,147,0.04650,0.14108
2012,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.17435,55,55,0.07315,0.27554
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.27256,87,87,0.17845,0.36667
2012,Saxony,Upper Secondary Level,Comp. time,0.19926,211,411,0.16059,0.23792
2012,Saxony,Upper Secondary Level,Some of both,0.11183,118,411,0.08133,0.14234
2012,Saxony,Upper Secondary Level,Paid,0.04788,45,411,0.02721,0.06855
2012,Saxony,Upper Secondary Level,Not compensated,0.02823,37,411,0.01220,0.04426
2012,Saxony,Post-secondary Non-tertiary Level,Comp. time,0.59215,38,38,0.43380,0.75050
2012,Saxony,Second Stage of Tertiary Education,Comp. time,0.18560,101,199,0.13144,0.23975
2012,Saxony,Second Stage of Tertiary Education,Some of both,0.06358,35,199,0.02960,0.09757
2012,Saxony,Second Stage of Tertiary Education,Not compensated,0.12496,63,199,0.07890,0.17102
2012,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.17360,100,144,0.11152,0.23568
2012,Saxony-Anhalt,Upper Secondary Level,Some of both,0.08150,44,144,0.03665,0.12634
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.21202,62,62,0.10945,0.31460
2012,Thuringa,Upper Secondary Level,Comp. time,0.14487,100,193,0.09508,0.19465
2012,Thuringa,Upper Secondary Level,Some of both,0.06693,60,193,0.03158,0.10227
2012,Thuringa,Upper Secondary Level,Paid,0.03655,33,193,0.01000,0.06309
2012,Thuringa,Second Stage of Tertiary Education,Comp. time,0.31077,67,67,0.19912,0.42243
2013,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.17045,103,146,0.10925,0.23166
2013,Schleswig-Holstein,Upper Secondary Level,Some of both,0.10696,43,146,0.05666,0.15727
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Comp. time,0.14137,39,39,0.03059,0.25215
2013,Lower Saxony,Lower Secondary Level,Comp. time,0.08161,46,46,0.00162,0.16159
2013,Lower Saxony,Upper Secondary Level,Comp. time,0.18663,254,538,0.15368,0.21958
2013,Lower Saxony,Upper Secondary Level,Some of both,0.08936,130,538,0.06523,0.11348
2013,Lower Saxony,Upper Secondary Level,Paid,0.06162,109,538,0.04128,0.08196
2013,Lower Saxony,Upper Secondary Level,Not compensated,0.03186,45,538,0.01701,0.04671
2013,Lower Saxony,Post-secondary Non-tertiary Level,Comp. time,0.41689,67,67,0.29794,0.53584
2013,Lower Saxony,First Stage of Tertiary Education,Comp. time,0.27000,31,31,0.11113,0.42887
2013,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.21726,124,238,0.16476,0.26976
2013,Lower Saxony,Second Stage of Tertiary Education,Some of both,0.09434,41,238,0.05712,0.13155
2013,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.14666,73,238,0.10162,0.19170
2013,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.05444,73,172,0.02044,0.08845
2013,North Rhine-Westphalia,Lower Secondary Level,Some of both,0.05318,42,172,0.01954,0.08681
2013,North Rhine-Westphalia,Lower Secondary Level,Paid,0.03293,57,172,0.00619,0.05968
2013,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.16274,402,863,0.13810,0.18738
2013,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06717,205,863,0.05046,0.08388
2013,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05438,180,863,0.03924,0.06952
2013,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03085,76,863,0.01930,0.04239
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.24211,165,332,0.19597,0.28826
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.12091,67,332,0.08579,0.15604
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Paid,0.06359,54,332,0.03730,0.08988
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.06081,46,332,0.03506,0.08655
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.16986,54,94,0.09354,0.24618
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.10585,40,94,0.04333,0.16838
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.19042,263,563,0.15796,0.22288
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.06942,81,563,0.04841,0.09044
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.03179,32,563,0.01729,0.04630
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.13880,187,563,0.11021,0.16738
2013,Hesse,Upper Secondary Level,Comp. time,0.21854,193,359,0.17573,0.26135
2013,Hesse,Upper Secondary Level,Some of both,0.07996,81,359,0.05187,0.10806
2013,Hesse,Upper Secondary Level,Paid,0.04116,54,359,0.02058,0.06174
2013,Hesse,Upper Secondary Level,Not compensated,0.03777,31,359,0.01802,0.05752
2013,Hesse,Post-secondary Non-tertiary Level,Comp. time,0.32063,55,55,0.19615,0.44511
2013,Hesse,Second Stage of Tertiary Education,Comp. time,0.17713,116,261,0.13072,0.22353
2013,Hesse,Second Stage of Tertiary Education,Some of both,0.06503,41,261,0.03506,0.09500
2013,Hesse,Second Stage of Tertiary Education,Not compensated,0.19304,104,261,0.14507,0.24102
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.16340,155,265,0.11880,0.20800
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.09672,75,265,0.06106,0.13237
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.03737,35,265,0.01449,0.06025
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Comp. time,0.28974,32,32,0.13005,0.44943
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.25484,76,109,0.17265,0.33703
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.10632,33,109,0.04818,0.16445
2013,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.11952,68,103,0.05656,0.18247
2013,Baden-Wuerttemberg,Lower Secondary Level,Paid,0.04617,35,103,0.00545,0.08690
2013,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.17345,332,640,0.14409,0.20281
2013,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.07938,151,640,0.05842,0.10034
2013,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.06004,92,640,0.04162,0.07846
2013,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.04179,65,640,0.02627,0.05730
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.23994,75,107,0.15865,0.32124
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Some of both,0.11436,32,107,0.05378,0.17495
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.22390,64,64,0.12096,0.32683
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.22230,196,404,0.18170,0.26290
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.06683,60,404,0.04244,0.09121
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.17105,148,404,0.13428,0.20781
2013,Bavaria,Lower Secondary Level,Comp. time,0.08700,66,66,0.01848,0.15551
2013,Bavaria,Upper Secondary Level,Comp. time,0.22367,560,948,0.19713,0.25021
2013,Bavaria,Upper Secondary Level,Some of both,0.07163,193,948,0.05521,0.08806
2013,Bavaria,Upper Secondary Level,Paid,0.03557,98,948,0.02377,0.04736
2013,Bavaria,Upper Secondary Level,Not compensated,0.03416,97,948,0.02259,0.04573
2013,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.26608,87,118,0.18601,0.34616
2013,Bavaria,Post-secondary Non-tertiary Level,Some of both,0.08669,31,118,0.03571,0.13768
2013,Bavaria,First Stage of Tertiary Education,Comp. time,0.27399,72,72,0.17024,0.37773
2013,Bavaria,Second Stage of Tertiary Education,Comp. time,0.17170,205,451,0.13685,0.20654
2013,Bavaria,Second Stage of Tertiary Education,Some of both,0.05692,68,451,0.03551,0.07833
2013,Bavaria,Second Stage of Tertiary Education,Paid,0.03287,31,451,0.01640,0.04935
2013,Bavaria,Second Stage of Tertiary Education,Not compensated,0.16889,147,451,0.13427,0.20351
2013,Berlin,Upper Secondary Level,Comp. time,0.14197,72,72,0.06079,0.22316
2013,Berlin,Second Stage of Tertiary Education,Comp. time,0.27353,93,139,0.19915,0.34790
2013,Berlin,Second Stage of Tertiary Education,Not compensated,0.10803,46,139,0.05624,0.15982
2013,Brandenburg,Upper Secondary Level,Comp. time,0.16430,85,136,0.10179,0.22681
2013,Brandenburg,Upper Secondary Level,Some of both,0.08747,51,136,0.03981,0.13513
2013,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.17431,51,82,0.09169,0.25693
2013,Brandenburg,Second Stage of Tertiary Education,Not compensated,0.10600,31,82,0.03896,0.17305
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.18782,66,66,0.09287,0.28277
2013,Saxony,Upper Secondary Level,Comp. time,0.18370,188,364,0.14386,0.22353
2013,Saxony,Upper Secondary Level,Some of both,0.12206,92,364,0.08839,0.15574
2013,Saxony,Upper Secondary Level,Paid,0.04546,49,364,0.02403,0.06690
2013,Saxony,Upper Secondary Level,Not compensated,0.03203,35,364,0.01392,0.05015
2013,Saxony,Post-secondary Non-tertiary Level,Comp. time,0.48938,31,31,0.31050,0.66826
2013,Saxony,First Stage of Tertiary Education,Comp. time,0.25320,35,35,0.10703,0.39937
2013,Saxony,Second Stage of Tertiary Education,Comp. time,0.23230,106,201,0.17377,0.29083
2013,Saxony,Second Stage of Tertiary Education,Some of both,0.07397,33,201,0.03770,0.11025
2013,Saxony,Second Stage of Tertiary Education,Not compensated,0.09830,62,201,0.05704,0.13956
2013,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.16119,100,185,0.10806,0.21433
2013,Saxony-Anhalt,Upper Secondary Level,Some of both,0.09013,51,185,0.04875,0.13151
2013,Saxony-Anhalt,Upper Secondary Level,Paid,0.04134,34,185,0.01257,0.07010
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.21604,57,57,0.10825,0.32383
2013,Thuringa,Upper Secondary Level,Comp. time,0.15017,99,172,0.09663,0.20372
2013,Thuringa,Upper Secondary Level,Some of both,0.05896,38,172,0.02365,0.09426
2013,Thuringa,Upper Secondary Level,Paid,0.04667,35,172,0.01506,0.07829
2013,Thuringa,Second Stage of Tertiary Education,Comp. time,0.28484,62,95,0.19359,0.37608
2013,Thuringa,Second Stage of Tertiary Education,Not compensated,0.10460,33,95,0.04273,0.16646
2014,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.14925,83,130,0.08775,0.21074
2014,Schleswig-Holstein,Upper Secondary Level,Some of both,0.10368,47,130,0.05107,0.15628
2014,Schleswig-Holstein,Second Stage of Tertiary Education,Comp. time,0.19727,35,35,0.06351,0.33104
2014,Lower Saxony,Upper Secondary Level,Comp. time,0.16679,227,461,0.13273,0.20086
2014,Lower Saxony,Upper Secondary Level,Some of both,0.09433,115,461,0.06762,0.12104
2014,Lower Saxony,Upper Secondary Level,Paid,0.05941,80,461,0.03781,0.08101
2014,Lower Saxony,Upper Secondary Level,Not compensated,0.04052,39,461,0.02250,0.05853
2014,Lower Saxony,Post-secondary Non-tertiary Level,Comp. time,0.42130,62,62,0.29739,0.54521
2014,Lower Saxony,First Stage of Tertiary Education,Comp. time,0.28470,31,31,0.12321,0.44618
2014,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.29620,129,231,0.23720,0.35521
2014,Lower Saxony,Second Stage of Tertiary Education,Some of both,0.07733,41,231,0.04281,0.11185
2014,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.11593,61,231,0.07456,0.15730
2014,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.06408,58,158,0.02577,0.10239
2014,North Rhine-Westphalia,Lower Secondary Level,Some of both,0.06876,49,158,0.02918,0.10835
2014,North Rhine-Westphalia,Lower Secondary Level,Paid,0.05328,51,158,0.01815,0.08841
2014,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.15455,369,785,0.12925,0.17985
2014,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06885,190,785,0.05112,0.08657
2014,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05110,154,785,0.03568,0.06651
2014,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.02824,72,785,0.01664,0.03983
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.26603,149,306,0.21643,0.31562
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Some of both,0.16206,79,306,0.12071,0.20342
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Paid,0.04665,39,306,0.02298,0.07031
2014,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.05871,39,306,0.03232,0.08509
2014,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.21772,57,88,0.13100,0.30444
2014,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.10088,31,88,0.03759,0.16416
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.22030,235,499,0.18390,0.25670
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.06567,75,499,0.04391,0.08743
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.04275,38,499,0.02498,0.06051
2014,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.13068,151,499,0.10107,0.16028
2014,Hesse,Upper Secondary Level,Comp. time,0.19495,162,303,0.15027,0.23964
2014,Hesse,Upper Secondary Level,Some of both,0.09261,68,303,0.05991,0.12530
2014,Hesse,Upper Secondary Level,Paid,0.03810,36,303,0.01651,0.05969
2014,Hesse,Upper Secondary Level,Not compensated,0.05213,37,303,0.02706,0.07720
2014,Hesse,Post-secondary Non-tertiary Level,Comp. time,0.22831,39,39,0.09485,0.36177
2014,Hesse,Second Stage of Tertiary Education,Comp. time,0.21327,125,251,0.16249,0.26404
2014,Hesse,Second Stage of Tertiary Education,Some of both,0.08886,37,251,0.05359,0.12413
2014,Hesse,Second Stage of Tertiary Education,Not compensated,0.17461,89,251,0.12755,0.22167
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.17726,137,235,0.12833,0.22619
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.07847,63,235,0.04402,0.11293
2014,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.03999,35,235,0.01489,0.06510
2014,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Comp. time,0.30214,34,34,0.14547,0.45881
2014,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Comp. time,0.23792,67,67,0.13519,0.34065
2014,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.09224,49,49,0.01038,0.17410
2014,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.16759,260,533,0.13586,0.19933
2014,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.08293,137,533,0.05950,0.10637
2014,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.06223,81,533,0.04170,0.08276
2014,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03893,55,533,0.02249,0.05536
2014,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.22458,63,99,0.14196,0.30720
2014,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Some of both,0.11475,36,99,0.05165,0.17785
2014,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.18815,54,54,0.08293,0.29338
