"plb0195_h","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Bezahlt","1984","(Fach-)Abitur","Westdeutschland","105","0.247136521835446","0.197576878012851","0.296696165658041"
"Bezahlt","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Bezahlt","1984","AkademikerIn","Westdeutschland","68","0.141415263059525","0.108326310762375","0.174504215356674"
"Bezahlt","1984","AkademikerIn","Ostdeutschland","","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Westdeutschland","14","","",""
"Nicht abgegolten","1984","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1984","Hauptschule","Westdeutschland","406","0.171103371847362","0.156472046477974","0.18573469721675"
"Nicht abgegolten","1984","Hauptschule","Ostdeutschland","","","",""
"Nicht abgegolten","1984","Realschule","Westdeutschland","215","0.289303693719403","0.257234613837403","0.321372773601403"
"Nicht abgegolten","1984","Realschule","Ostdeutschland","","","",""
"Nicht abgegolten","1984","(Fach-)Abitur","Westdeutschland","74","0.315883384142423","0.262472464364491","0.369294303920356"
"Nicht abgegolten","1984","(Fach-)Abitur","Ostdeutschland","","","",""
"Nicht abgegolten","1984","AkademikerIn","Westdeutschland","238","0.588321207319388","0.54158754771366","0.635054866925116"
"Nicht abgegolten","1984","AkademikerIn","Ostdeutschland","","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Westdeutschland","13","","",""
"Abgefeiert","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Abgefeiert","1985","Hauptschule","Westdeutschland","472","0.246833762468936","0.228462543962443","0.265204980975428"
"Abgefeiert","1985","Hauptschule","Ostdeutschland","","","",""
"Abgefeiert","1985","Realschule","Westdeutschland","269","0.368978430277192","0.334022960567269","0.403933899987114"
"Abgefeiert","1985","Realschule","Ostdeutschland","","","",""
"Abgefeiert","1985","(Fach-)Abitur","Westdeutschland","73","0.368792900081675","0.306303326196781","0.431282473966569"
"Abgefeiert","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Abgefeiert","1985","AkademikerIn","Westdeutschland","67","0.172589715082434","0.136144461312987","0.209034968851881"
"Abgefeiert","1985","AkademikerIn","Ostdeutschland","","","",""
"Teils, teils","1985","(noch) kein Abschluss","Westdeutschland","12","","",""
"Teils, teils","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1985","Hauptschule","Westdeutschland","224","0.111863145460976","0.0984332163924111","0.12529307452954"
"Teils, teils","1985","Hauptschule","Ostdeutschland","","","",""
"Teils, teils","1985","Realschule","Westdeutschland","94","0.128377202187914","0.104144558629413","0.152609845746416"
"Teils, teils","1985","Realschule","Ostdeutschland","","","",""
"Teils, teils","1985","(Fach-)Abitur","Westdeutschland","19","","",""
"Teils, teils","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Teils, teils","1985","AkademikerIn","Westdeutschland","54","0.126307499830761","0.0942693861258834","0.158345613535639"
"Teils, teils","1985","AkademikerIn","Ostdeutschland","","","",""
"Bezahlt","1985","(noch) kein Abschluss","Westdeutschland","146","0.701068275641507","0.635101024402352","0.767035526880662"
"Bezahlt","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bezahlt","1985","Hauptschule","Westdeutschland","1039","0.443296188698638","0.422129673862137","0.464462703535138"
"Bezahlt","1985","Hauptschule","Ostdeutschland","","","",""
"Bezahlt","1985","Realschule","Westdeutschland","157","0.198876216626223","0.169960511469634","0.227791921782812"
"Bezahlt","1985","Realschule","Ostdeutschland","","","",""
"Bezahlt","1985","(Fach-)Abitur","Westdeutschland","73","0.223818649954304","0.169835268166788","0.27780203174182"
"Bezahlt","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Bezahlt","1985","AkademikerIn","Westdeutschland","51","0.108045540224258","0.0781058137408131","0.137985266707703"
"Bezahlt","1985","AkademikerIn","Ostdeutschland","","","",""
"Nicht abgegolten","1985","(noch) kein Abschluss","Westdeutschland","14","","",""
"Nicht abgegolten","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1985","Hauptschule","Westdeutschland","381","0.198006903371451","0.181027761377472","0.214986045365431"
"Nicht abgegolten","1985","Hauptschule","Ostdeutschland","","","",""
"Nicht abgegolten","1985","Realschule","Westdeutschland","212","0.303768150908671","0.270453089942017","0.337083211875325"
"Nicht abgegolten","1985","Realschule","Ostdeutschland","","","",""
"Nicht abgegolten","1985","(Fach-)Abitur","Westdeutschland","64","0.320499497989695","0.260057485312529","0.38094151066686"
"Nicht abgegolten","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Nicht abgegolten","1985","AkademikerIn","Westdeutschland","241","0.593057244862547","0.5456780110214","0.640436478703694"
"Nicht abgegolten","1985","AkademikerIn","Ostdeutschland","","","",""
"Abgefeiert","1986","(noch) kein Abschluss","Westdeutschland","22","","",""
"Abgefeiert","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Abgefeiert","1986","Hauptschule","Westdeutschland","507","0.282048867633451","0.262337095182861","0.301760640084041"
"Abgefeiert","1986","Hauptschule","Ostdeutschland","","","",""
"Abgefeiert","1986","Realschule","Westdeutschland","280","0.420974156682226","0.383838603680415","0.458109709684037"
"Abgefeiert","1986","Realschule","Ostdeutschland","","","",""
"Abgefeiert","1986","(Fach-)Abitur","Westdeutschland","69","0.323900089854837","0.2644475263001","0.383352653409575"
"Abgefeiert","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Abgefeiert","1986","AkademikerIn","Westdeutschland","77","0.213903268557609","0.171126552202313","0.256679984912905"
"Abgefeiert","1986","AkademikerIn","Ostdeutschland","","","",""
"Teils, teils","1986","(noch) kein Abschluss","Westdeutschland","13","","",""
"Teils, teils","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1986","Hauptschule","Westdeutschland","225","0.120728041657226","0.106456143305737","0.134999940008714"
"Teils, teils","1986","Hauptschule","Ostdeutschland","","","",""
"Teils, teils","1986","Realschule","Westdeutschland","92","0.132595075329989","0.107086403722589","0.158103746937389"
"Teils, teils","1986","Realschule","Ostdeutschland","","","",""
"Teils, teils","1986","(Fach-)Abitur","Westdeutschland","28","","",""
"Teils, teils","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Teils, teils","1986","AkademikerIn","Westdeutschland","35","0.0983707037368552","0.0673031087530992","0.129438298720611"
"Teils, teils","1986","AkademikerIn","Ostdeutschland","","","",""
"Bezahlt","1986","(noch) kein Abschluss","Westdeutschland","149","0.687673035617324","0.621948557659481","0.753397513575166"
"Bezahlt","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bezahlt","1986","Hauptschule","Westdeutschland","1034","0.474511275772993","0.452637637608753","0.496384913937233"
"Bezahlt","1986","Hauptschule","Ostdeutschland","","","",""
"Bezahlt","1986","Realschule","Westdeutschland","152","0.214070504066159","0.183218497593912","0.244922510538405"
"Bezahlt","1986","Realschule","Ostdeutschland","","","",""
"Bezahlt","1986","(Fach-)Abitur","Westdeutschland","80","0.265960794091946","0.209826527695723","0.322095060488169"
"Bezahlt","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Bezahlt","1986","AkademikerIn","Westdeutschland","45","0.115772474365696","0.0823956194339563","0.149149329297435"
"Bezahlt","1986","AkademikerIn","Ostdeutschland","","","",""
"Nicht abgegolten","1986","(noch) kein Abschluss","Westdeutschland","7","","",""
"Nicht abgegolten","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1986","Hauptschule","Westdeutschland","236","0.122711814936331","0.108339378902709","0.137084250969953"
"Nicht abgegolten","1986","Hauptschule","Ostdeutschland","","","",""
"Nicht abgegolten","1986","Realschule","Westdeutschland","155","0.232360263921626","0.200593508585645","0.264127019257607"
"Nicht abgegolten","1986","Realschule","Ostdeutschland","","","",""
"Nicht abgegolten","1986","(Fach-)Abitur","Westdeutschland","61","0.285870181496648","0.228467441249367","0.343272921743928"
"Nicht abgegolten","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Nicht abgegolten","1986","AkademikerIn","Westdeutschland","196","0.57195355333984","0.520337289261","0.62356981741868"
"Nicht abgegolten","1986","AkademikerIn","Ostdeutschland","","","",""
"Abgefeiert","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Abgefeiert","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Abgefeiert","1987","Hauptschule","Westdeutschland","","","",""
"Abgefeiert","1987","Hauptschule","Ostdeutschland","","","",""
"Abgefeiert","1987","Realschule","Westdeutschland","","","",""
"Abgefeiert","1987","Realschule","Ostdeutschland","","","",""
"Abgefeiert","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Abgefeiert","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Abgefeiert","1987","AkademikerIn","Westdeutschland","","","",""
"Abgefeiert","1987","AkademikerIn","Ostdeutschland","","","",""
"Teils, teils","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Teils, teils","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1987","Hauptschule","Westdeutschland","","","",""
"Teils, teils","1987","Hauptschule","Ostdeutschland","","","",""
"Teils, teils","1987","Realschule","Westdeutschland","","","",""
"Teils, teils","1987","Realschule","Ostdeutschland","","","",""
"Teils, teils","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Teils, teils","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Teils, teils","1987","AkademikerIn","Westdeutschland","","","",""
"Teils, teils","1987","AkademikerIn","Ostdeutschland","","","",""
"Bezahlt","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Bezahlt","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bezahlt","1987","Hauptschule","Westdeutschland","","","",""
"Bezahlt","1987","Hauptschule","Ostdeutschland","","","",""
"Bezahlt","1987","Realschule","Westdeutschland","","","",""
"Bezahlt","1987","Realschule","Ostdeutschland","","","",""
"Bezahlt","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Bezahlt","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Bezahlt","1987","AkademikerIn","Westdeutschland","","","",""
"Bezahlt","1987","AkademikerIn","Ostdeutschland","","","",""
"Nicht abgegolten","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Nicht abgegolten","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1987","Hauptschule","Westdeutschland","","","",""
"Nicht abgegolten","1987","Hauptschule","Ostdeutschland","","","",""
"Nicht abgegolten","1987","Realschule","Westdeutschland","","","",""
"Nicht abgegolten","1987","Realschule","Ostdeutschland","","","",""
"Nicht abgegolten","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Nicht abgegolten","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Nicht abgegolten","1987","AkademikerIn","Westdeutschland","","","",""
"Nicht abgegolten","1987","AkademikerIn","Ostdeutschland","","","",""
"Abgefeiert","1988","(noch) kein Abschluss","Westdeutschland","20","","",""
"Abgefeiert","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Abgefeiert","1988","Hauptschule","Westdeutschland","523","0.309161079758758","0.288574878200954","0.329747281316562"
"Abgefeiert","1988","Hauptschule","Ostdeutschland","","","",""
"Abgefeiert","1988","Realschule","Westdeutschland","299","0.433039810914437","0.39577032533028","0.470309296498594"
"Abgefeiert","1988","Realschule","Ostdeutschland","","","",""
"Abgefeiert","1988","(Fach-)Abitur","Westdeutschland","78","0.363304334160881","0.30356647512811","0.423042193193652"
"Abgefeiert","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Abgefeiert","1988","AkademikerIn","Westdeutschland","78","0.200617762677596","0.159364742991555","0.241870782363636"
"Abgefeiert","1988","AkademikerIn","Ostdeutschland","","","",""
"Teils, teils","1988","(noch) kein Abschluss","Westdeutschland","12","","",""
"Teils, teils","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1988","Hauptschule","Westdeutschland","238","0.130922735105994","0.115897124014966","0.145948346197021"
"Teils, teils","1988","Hauptschule","Ostdeutschland","","","",""
"Teils, teils","1988","Realschule","Westdeutschland","86","0.120521152599933","0.0960329143821492","0.145009390817718"
"Teils, teils","1988","Realschule","Ostdeutschland","","","",""
"Teils, teils","1988","(Fach-)Abitur","Westdeutschland","37","0.149626378247891","0.105320904019944","0.193931852475838"
"Teils, teils","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Teils, teils","1988","AkademikerIn","Westdeutschland","43","0.114692941926038","0.0818676108228381","0.147518273029237"
"Teils, teils","1988","AkademikerIn","Ostdeutschland","","","",""
"Bezahlt","1988","(noch) kein Abschluss","Westdeutschland","145","0.790433292402968","0.731140410319966","0.84972617448597"
"Bezahlt","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bezahlt","1988","Hauptschule","Westdeutschland","978","0.451803679483243","0.429635075034731","0.473972283931756"
"Bezahlt","1988","Hauptschule","Ostdeutschland","","","",""
"Bezahlt","1988","Realschule","Westdeutschland","161","0.231796247674492","0.200056416191325","0.263536079157659"
"Bezahlt","1988","Realschule","Ostdeutschland","","","",""
"Bezahlt","1988","(Fach-)Abitur","Westdeutschland","83","0.239626929663205","0.186608166432269","0.29264569289414"
"Bezahlt","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Bezahlt","1988","AkademikerIn","Westdeutschland","39","0.0989978896808921","0.0682319858407992","0.129763793520985"
"Bezahlt","1988","AkademikerIn","Ostdeutschland","","","",""
"Nicht abgegolten","1988","(noch) kein Abschluss","Westdeutschland","4","","",""
"Nicht abgegolten","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1988","Hauptschule","Westdeutschland","197","0.108112505652005","0.0942803961560512","0.121944615147959"
"Nicht abgegolten","1988","Hauptschule","Ostdeutschland","","","",""
"Nicht abgegolten","1988","Realschule","Westdeutschland","133","0.214642788811137","0.183760820500595","0.245524757121679"
"Nicht abgegolten","1988","Realschule","Ostdeutschland","","","",""
"Nicht abgegolten","1988","(Fach-)Abitur","Westdeutschland","51","0.247442357928023","0.193843525989744","0.301041189866303"
"Nicht abgegolten","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Nicht abgegolten","1988","AkademikerIn","Westdeutschland","202","0.585691405715475","0.534946762591382","0.636436048839568"
"Nicht abgegolten","1988","AkademikerIn","Ostdeutschland","","","",""
"Abgefeiert","1989","(noch) kein Abschluss","Westdeutschland","27","","",""
"Abgefeiert","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Abgefeiert","1989","Hauptschule","Westdeutschland","515","0.291939614882773","0.272205341421515","0.311673888344031"
"Abgefeiert","1989","Hauptschule","Ostdeutschland","","","",""
"Abgefeiert","1989","Realschule","Westdeutschland","318","0.421790255977455","0.386328443490497","0.457252068464414"
"Abgefeiert","1989","Realschule","Ostdeutschland","","","",""
"Abgefeiert","1989","(Fach-)Abitur","Westdeutschland","92","0.367097288498886","0.308394696821034","0.425799880176737"
"Abgefeiert","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Abgefeiert","1989","AkademikerIn","Westdeutschland","75","0.204574342625464","0.162671018913128","0.2464776663378"
"Abgefeiert","1989","AkademikerIn","Ostdeutschland","","","",""
"Teils, teils","1989","(noch) kein Abschluss","Westdeutschland","23","","",""
"Teils, teils","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1989","Hauptschule","Westdeutschland","288","0.144155210478035","0.128909342456944","0.159401078499127"
"Teils, teils","1989","Hauptschule","Ostdeutschland","","","",""
"Teils, teils","1989","Realschule","Westdeutschland","111","0.144923553755908","0.119645600058624","0.170201507453191"
"Teils, teils","1989","Realschule","Ostdeutschland","","","",""
"Teils, teils","1989","(Fach-)Abitur","Westdeutschland","40","0.182111041759634","0.135109346658512","0.229112736860757"
"Teils, teils","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Teils, teils","1989","AkademikerIn","Westdeutschland","55","0.156846201200005","0.119070416470526","0.194621985929484"
"Teils, teils","1989","AkademikerIn","Ostdeutschland","","","",""
"Bezahlt","1989","(noch) kein Abschluss","Westdeutschland","139","0.700745887592301","0.636307069147845","0.765184706036757"
"Bezahlt","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bezahlt","1989","Hauptschule","Westdeutschland","1055","0.465170819269529","0.44352105075916","0.486820587779898"
"Bezahlt","1989","Hauptschule","Ostdeutschland","","","",""
"Bezahlt","1989","Realschule","Westdeutschland","166","0.214935626838721","0.185438698479911","0.24443255519753"
"Bezahlt","1989","Realschule","Ostdeutschland","","","",""
"Bezahlt","1989","(Fach-)Abitur","Westdeutschland","83","0.258785977714515","0.205447527531572","0.312124427897458"
"Bezahlt","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Bezahlt","1989","AkademikerIn","Westdeutschland","39","0.0963679897994352","0.0657141209173668","0.127021858681504"
"Bezahlt","1989","AkademikerIn","Ostdeutschland","","","",""
"Nicht abgegolten","1989","(noch) kein Abschluss","Westdeutschland","5","","",""
"Nicht abgegolten","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1989","Hauptschule","Westdeutschland","181","0.0987343553696632","0.0857864345799042","0.111682276159422"
"Nicht abgegolten","1989","Hauptschule","Ostdeutschland","","","",""
"Nicht abgegolten","1989","Realschule","Westdeutschland","150","0.218350563427916","0.188684964375777","0.248016162480055"
"Nicht abgegolten","1989","Realschule","Ostdeutschland","","","",""
"Nicht abgegolten","1989","(Fach-)Abitur","Westdeutschland","44","0.192005692026965","0.144036830475369","0.239974553578561"
"Nicht abgegolten","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Nicht abgegolten","1989","AkademikerIn","Westdeutschland","187","0.542211466375096","0.490457946071335","0.593964986678857"
"Nicht abgegolten","1989","AkademikerIn","Ostdeutschland","","","",""
"Abgefeiert","1990","(noch) kein Abschluss","Westdeutschland","23","","",""
"Abgefeiert","1990","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Abgefeiert","1990","Hauptschule","Westdeutschland","529","0.30902604118717","0.288784460049258","0.329267622325083"
"Abgefeiert","1990","Hauptschule","Ostdeutschland","245","0.317597437580014","0.284884683268182","0.350310191891846"
"Abgefeiert","1990","Realschule","Westdeutschland","326","0.441601833640009","0.405750792463462","0.477452874816556"
"Abgefeiert","1990","Realschule","Ostdeutschland","354","0.359185821831473","0.329524485809116","0.388847157853829"
"Abgefeiert","1990","(Fach-)Abitur","Westdeutschland","82","0.330191913698002","0.272918031913295","0.387465795482708"
"Abgefeiert","1990","(Fach-)Abitur","Ostdeutschland","24","","",""
"Abgefeiert","1990","AkademikerIn","Westdeutschland","95","0.25813418544066","0.213301682104641","0.302966688776678"
"Abgefeiert","1990","AkademikerIn","Ostdeutschland","275","0.403280938437287","0.36638300806711","0.440178868807464"
"Teils, teils","1990","(noch) kein Abschluss","Westdeutschland","28","","",""
"Teils, teils","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1990","Hauptschule","Westdeutschland","280","0.134448897327987","0.11950578593805","0.149392008717925"
"Teils, teils","1990","Hauptschule","Ostdeutschland","102","0.127783252006987","0.104324361319935","0.151242142694038"
"Teils, teils","1990","Realschule","Westdeutschland","113","0.142480944331709","0.117245286549774","0.167716602113644"
"Teils, teils","1990","Realschule","Ostdeutschland","182","0.17855541456225","0.154877649448791","0.20223317967571"
"Teils, teils","1990","(Fach-)Abitur","Westdeutschland","47","0.217267704942296","0.167044731225006","0.267490678659586"
"Teils, teils","1990","(Fach-)Abitur","Ostdeutschland","10","","",""
"Teils, teils","1990","AkademikerIn","Westdeutschland","65","0.170393227190521","0.131874683675152","0.20891177070589"
"Teils, teils","1990","AkademikerIn","Ostdeutschland","89","0.126054400707076","0.101089237485654","0.151019563928498"
"Bezahlt","1990","(noch) kein Abschluss","Westdeutschland","123","0.680798398709054","0.611731356123841","0.749865441294266"
"Bezahlt","1990","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Bezahlt","1990","Hauptschule","Westdeutschland","1032","0.461406110033745","0.439569338204635","0.483242881862855"
"Bezahlt","1990","Hauptschule","Ostdeutschland","419","0.538307489700946","0.503276700754403","0.573338278647489"
"Bezahlt","1990","Realschule","Westdeutschland","167","0.226466699429346","0.196249373442308","0.256684025416384"
"Bezahlt","1990","Realschule","Ostdeutschland","424","0.421801386041776","0.391269222179439","0.452333549904113"
"Bezahlt","1990","(Fach-)Abitur","Westdeutschland","88","0.264707615185742","0.210978280761628","0.318436949609857"
"Bezahlt","1990","(Fach-)Abitur","Ostdeutschland","23","","",""
"Bezahlt","1990","AkademikerIn","Westdeutschland","30","0.0676596245911069","0.0419284515047968","0.093390797677417"
"Bezahlt","1990","AkademikerIn","Ostdeutschland","136","0.197564359651385","0.167616029695426","0.227512689607343"
"Nicht abgegolten","1990","(noch) kein Abschluss","Westdeutschland","1","","",""
"Nicht abgegolten","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1990","Hauptschule","Westdeutschland","161","0.0951189514510974","0.0822677027623359","0.107970200139859"
"Nicht abgegolten","1990","Hauptschule","Ostdeutschland","12","","",""
"Nicht abgegolten","1990","Realschule","Westdeutschland","131","0.189450522598936","0.161159280447311","0.217741764750561"
"Nicht abgegolten","1990","Realschule","Ostdeutschland","45","0.040457377564501","0.0282760096693179","0.0526387454596841"
"Nicht abgegolten","1990","(Fach-)Abitur","Westdeutschland","42","0.18783276617396","0.140265672365792","0.235399859982129"
"Nicht abgegolten","1990","(Fach-)Abitur","Ostdeutschland","5","","",""
"Nicht abgegolten","1990","AkademikerIn","Westdeutschland","176","0.503812962777712","0.452589972949692","0.555035952605732"
"Nicht abgegolten","1990","AkademikerIn","Ostdeutschland","179","0.273100301204253","0.239587437683738","0.306613164724768"
"Abgefeiert","1991","(noch) kein Abschluss","Westdeutschland","32","0.176515252024035","0.125671204739793","0.227359299308278"
"Abgefeiert","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Abgefeiert","1991","Hauptschule","Westdeutschland","554","0.287978346754347","0.268620446273306","0.307336247235389"
"Abgefeiert","1991","Hauptschule","Ostdeutschland","204","0.481480881947036","0.435366994990863","0.527594768903209"
"Abgefeiert","1991","Realschule","Westdeutschland","341","0.419086322685236","0.385001762415981","0.45317088295449"
"Abgefeiert","1991","Realschule","Ostdeutschland","374","0.456682546735771","0.421612909374735","0.491752184096807"
"Abgefeiert","1991","(Fach-)Abitur","Westdeutschland","107","0.398313603740389","0.342258914825433","0.454368292655344"
"Abgefeiert","1991","(Fach-)Abitur","Ostdeutschland","21","","",""
"Abgefeiert","1991","AkademikerIn","Westdeutschland","101","0.27170494200773","0.227037811497987","0.316372072517473"
"Abgefeiert","1991","AkademikerIn","Ostdeutschland","250","0.432480608984493","0.391880822546149","0.473080395422837"
"Teils, teils","1991","(noch) kein Abschluss","Westdeutschland","23","","",""
"Teils, teils","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teils, teils","1991","Hauptschule","Westdeutschland","315","0.154043374202189","0.138611193685278","0.1694755547191"
"Teils, teils","1991","Hauptschule","Ostdeutschland","65","0.143508782088311","0.11115235817883","0.175865205997792"
"Teils, teils","1991","Realschule","Westdeutschland","123","0.147974600188752","0.123446155601726","0.172503044775779"
"Teils, teils","1991","Realschule","Ostdeutschland","111","0.142623101493817","0.11800366735496","0.167242535632674"
"Teils, teils","1991","(Fach-)Abitur","Westdeutschland","42","0.132219958330521","0.0934346170237325","0.171005299637309"
"Teils, teils","1991","(Fach-)Abitur","Ostdeutschland","6","","",""
"Teils, teils","1991","AkademikerIn","Westdeutschland","65","0.162149827905438","0.125139150774919","0.199160505035958"
"Teils, teils","1991","AkademikerIn","Ostdeutschland","56","0.095291409886865","0.0712294327451972","0.119353387028533"
"Bezahlt","1991","(noch) kein Abschluss","Westdeutschland","152","0.722969404075421","0.663287173967005","0.782651634183838"
"Bezahlt","1991","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Bezahlt","1991","Hauptschule","Westdeutschland","1086","0.470262264537632","0.448925318643422","0.491599210431843"
"Bezahlt","1991","Hauptschule","Ostdeutschland","152","0.303736004278188","0.261294093619458","0.346177914936917"
"Bezahlt","1991","Realschule","Westdeutschland","211","0.255916278256794","0.225771644741876","0.286060911771712"
"Bezahlt","1991","Realschule","Ostdeutschland","242","0.34123830565228","0.307858000914074","0.374618610390486"
"Bezahlt","1991","(Fach-)Abitur","Westdeutschland","93","0.262888459743563","0.212484268918816","0.31329265056831"
"Bezahlt","1991","(Fach-)Abitur","Ostdeutschland","9","","",""
"Bezahlt","1991","AkademikerIn","Westdeutschland","49","0.122282447548129","0.0893862988369174","0.155178596259341"
"Bezahlt","1991","AkademikerIn","Ostdeutschland","66","0.116002636300978","0.0897598773595028","0.142245395242454"
"Nicht abgegolten","1991","(noch) kein Abschluss","Westdeutschland","9","","",""
"Nicht abgegolten","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nicht abgegolten","1991","Hauptschule","Westdeutschland","147","0.0877160145058313","0.0756229545480524","0.0998090744636102"
"Nicht abgegolten","1991","Hauptschule","Ostdeutschland","30","0.0712743316864655","0.0475294439080266","0.0950192194649044"
"Nicht abgegolten","1991","Realschule","Westdeutschland","130","0.177022798869217","0.150655924226189","0.203389673512246"
"Nicht abgegolten","1991","Realschule","Ostdeutschland","48","0.0594560461181317","0.0428071746620884","0.076104917574175"
