"plb0195_h","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nicht abgegolten","1998","Realschule","Staedtischer Raum","121","0.152304403097715","0.128317694936626","0.176291111258803"
"Nicht abgegolten","1998","Realschule","Laendlicher Raum","86","0.123952351213551","0.0999491007575185","0.147955601669584"
"Nicht abgegolten","1998","(Fach-)Abitur","Staedtischer Raum","58","0.182964837377838","0.141623678833956","0.22430599592172"
"Nicht abgegolten","1998","(Fach-)Abitur","Laendlicher Raum","16","","",""
"Nicht abgegolten","1998","AkademikerIn","Staedtischer Raum","257","0.413048238391538","0.374781528356559","0.451314948426516"
"Nicht abgegolten","1998","AkademikerIn","Laendlicher Raum","125","0.333560189528806","0.285712469614888","0.381407909442724"
"Abgefeiert","1999","(noch) kein Abschluss","Staedtischer Raum","30","0.527508112548327","0.411381791838941","0.643634433257714"
"Abgefeiert","1999","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Abgefeiert","1999","Hauptschule","Staedtischer Raum","432","0.428471519770645","0.398834585700783","0.458108453840507"
"Abgefeiert","1999","Hauptschule","Laendlicher Raum","247","0.492543844501449","0.451283747045436","0.533803941957463"
"Abgefeiert","1999","Realschule","Staedtischer Raum","453","0.496952097135729","0.464268475034649","0.529635719236809"
"Abgefeiert","1999","Realschule","Laendlicher Raum","336","0.465259482412087","0.428901639824566","0.501617324999608"
"Abgefeiert","1999","(Fach-)Abitur","Staedtischer Raum","175","0.546628276676203","0.494021446827985","0.599235106524421"
"Abgefeiert","1999","(Fach-)Abitur","Laendlicher Raum","59","0.433844739299261","0.34479973653736","0.522889742061161"
"Abgefeiert","1999","AkademikerIn","Staedtischer Raum","242","0.361541240219773","0.324914968921338","0.398167511518208"
"Abgefeiert","1999","AkademikerIn","Laendlicher Raum","156","0.417262010633198","0.365821907915899","0.468702113350497"
"Teils, teils","1999","(noch) kein Abschluss","Staedtischer Raum","8","","",""
"Teils, teils","1999","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Teils, teils","1999","Hauptschule","Staedtischer Raum","236","0.21032436138713","0.185916905378846","0.234731817395414"
"Teils, teils","1999","Hauptschule","Laendlicher Raum","129","0.207897682954806","0.174406999885304","0.241388366024308"
"Teils, teils","1999","Realschule","Staedtischer Raum","199","0.210876757310024","0.184210932587103","0.237542582032946"
"Teils, teils","1999","Realschule","Laendlicher Raum","191","0.278472417750115","0.245798854162485","0.311145981337745"
"Teils, teils","1999","(Fach-)Abitur","Staedtischer Raum","70","0.190230563502463","0.14875524713843","0.231705879866497"
"Teils, teils","1999","(Fach-)Abitur","Laendlicher Raum","25","","",""
"Teils, teils","1999","AkademikerIn","Staedtischer Raum","128","0.195753117599875","0.165505136148936","0.226001099050814"
"Teils, teils","1999","AkademikerIn","Laendlicher Raum","58","0.18451866617379","0.144052887307166","0.224984445040413"
"Bezahlt","1999","(noch) kein Abschluss","Staedtischer Raum","30","0.339141893907863","0.229022516343835","0.449261271471892"
"Bezahlt","1999","(noch) kein Abschluss","Laendlicher Raum","9","","",""
"Bezahlt","1999","Hauptschule","Staedtischer Raum","297","0.245098921510569","0.219337544191172","0.270860298829966"
"Bezahlt","1999","Hauptschule","Laendlicher Raum","141","0.223112127468769","0.188752432574624","0.257471822362914"
"Bezahlt","1999","Realschule","Staedtischer Raum","111","0.122655860747794","0.101212276074978","0.14409944542061"
"Bezahlt","1999","Realschule","Laendlicher Raum","106","0.125552057572047","0.101399793988373","0.149704321155721"
"Bezahlt","1999","(Fach-)Abitur","Staedtischer Raum","47","0.104010445808768","0.0717508574096259","0.13627003420791"
"Bezahlt","1999","(Fach-)Abitur","Laendlicher Raum","15","","",""
"Bezahlt","1999","AkademikerIn","Staedtischer Raum","37","0.0420834956650286","0.0267773059164155","0.0573896854136418"
"Bezahlt","1999","AkademikerIn","Laendlicher Raum","23","","",""
"Nicht abgegolten","1999","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Nicht abgegolten","1999","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Nicht abgegolten","1999","Hauptschule","Staedtischer Raum","106","0.116105197331656","0.0969194166246338","0.135290978038679"
"Nicht abgegolten","1999","Hauptschule","Laendlicher Raum","47","0.0764463450749755","0.0545173884795631","0.0983753016703879"
"Nicht abgegolten","1999","Realschule","Staedtischer Raum","136","0.169515284806453","0.144988619828019","0.194041949784886"
"Nicht abgegolten","1999","Realschule","Laendlicher Raum","90","0.130716042265751","0.106144963737482","0.15528712079402"
"Nicht abgegolten","1999","(Fach-)Abitur","Staedtischer Raum","52","0.159130714012566","0.120475318590123","0.197786109435008"
"Nicht abgegolten","1999","(Fach-)Abitur","Laendlicher Raum","20","","",""
"Nicht abgegolten","1999","AkademikerIn","Staedtischer Raum","254","0.400622146515323","0.36326573214549","0.437978560885156"
"Nicht abgegolten","1999","AkademikerIn","Laendlicher Raum","116","0.322426777899158","0.273667820900552","0.371185734897763"
"Abgefeiert","2000","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Abgefeiert","2000","(noch) kein Abschluss","Laendlicher Raum","7","","",""
"Abgefeiert","2000","Hauptschule","Staedtischer Raum","787","0.445928911330946","0.422882602645819","0.468975220016073"
"Abgefeiert","2000","Hauptschule","Laendlicher Raum","441","0.494871003712833","0.462115541897957","0.52762646552771"
"Abgefeiert","2000","Realschule","Staedtischer Raum","803","0.522110917935355","0.49735524943739","0.54686658643332"
"Abgefeiert","2000","Realschule","Laendlicher Raum","643","0.523567876294644","0.4956677557985","0.551467996790788"
"Abgefeiert","2000","(Fach-)Abitur","Staedtischer Raum","335","0.540819079038756","0.502420613451045","0.579217544626468"
"Abgefeiert","2000","(Fach-)Abitur","Laendlicher Raum","99","0.478979839615016","0.411733903791616","0.546225775438417"
"Abgefeiert","2000","AkademikerIn","Staedtischer Raum","480","0.370015288985038","0.343430413951913","0.396600164018162"
"Abgefeiert","2000","AkademikerIn","Laendlicher Raum","268","0.46610110585276","0.425362475232393","0.506839736473127"
"Teils, teils","2000","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"Teils, teils","2000","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teils, teils","2000","Hauptschule","Staedtischer Raum","383","0.214901222082813","0.195856817109321","0.233945627056305"
"Teils, teils","2000","Hauptschule","Laendlicher Raum","200","0.22444970377706","0.197115836855115","0.251783570699005"
"Teils, teils","2000","Realschule","Staedtischer Raum","370","0.231731391179468","0.21082020371891","0.252642578640026"
"Teils, teils","2000","Realschule","Laendlicher Raum","287","0.243585475674882","0.219606827878584","0.26756412347118"
"Teils, teils","2000","(Fach-)Abitur","Staedtischer Raum","112","0.170482854358667","0.141506150104606","0.199459558612727"
"Teils, teils","2000","(Fach-)Abitur","Laendlicher Raum","42","0.181212706234311","0.129361360681854","0.233064051786768"
"Teils, teils","2000","AkademikerIn","Staedtischer Raum","217","0.172904855317996","0.152081960102776","0.193727750533217"
"Teils, teils","2000","AkademikerIn","Laendlicher Raum","75","0.129864691697386","0.102412577956033","0.157316805438739"
"Bezahlt","2000","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Bezahlt","2000","(noch) kein Abschluss","Laendlicher Raum","9","","",""
"Bezahlt","2000","Hauptschule","Staedtischer Raum","474","0.255608590657385","0.235384257356826","0.275832923957944"
"Bezahlt","2000","Hauptschule","Laendlicher Raum","179","0.190540503352331","0.164811214138304","0.216269792566358"
"Bezahlt","2000","Realschule","Staedtischer Raum","200","0.13072944903743","0.114022624344194","0.147436273730667"
"Bezahlt","2000","Realschule","Laendlicher Raum","171","0.125742160287302","0.107220526587206","0.144263793987397"
"Bezahlt","2000","(Fach-)Abitur","Staedtischer Raum","87","0.129077497157391","0.103242347923536","0.154912646391247"
"Bezahlt","2000","(Fach-)Abitur","Laendlicher Raum","27","","",""
"Bezahlt","2000","AkademikerIn","Staedtischer Raum","101","0.0806329759897","0.0656409409274038","0.0956250110519963"
"Bezahlt","2000","AkademikerIn","Laendlicher Raum","35","0.0593612821076862","0.0400638327017094","0.078658731513663"
"Nicht abgegolten","2000","(noch) kein Abschluss","Staedtischer Raum","4","","",""
"Nicht abgegolten","2000","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Nicht abgegolten","2000","Hauptschule","Staedtischer Raum","143","0.0835612759288557","0.0707308798871454","0.096391671970566"
"Nicht abgegolten","2000","Hauptschule","Laendlicher Raum","75","0.0901387891577753","0.0713767512717981","0.108900827043753"
"Nicht abgegolten","2000","Realschule","Staedtischer Raum","191","0.115428241847746","0.0995919939405942","0.131264489754899"
"Nicht abgegolten","2000","Realschule","Laendlicher Raum","130","0.107104487743172","0.0898292823801622","0.124379693106181"
"Nicht abgegolten","2000","(Fach-)Abitur","Staedtischer Raum","113","0.159620569445186","0.131399199907121","0.18784193898325"
"Nicht abgegolten","2000","(Fach-)Abitur","Laendlicher Raum","44","0.208211683049562","0.153555757563586","0.262867608535539"
"Nicht abgegolten","2000","AkademikerIn","Staedtischer Raum","469","0.376446879707266","0.349769181035148","0.403124578379384"
"Nicht abgegolten","2000","AkademikerIn","Laendlicher Raum","198","0.344672920342168","0.305860610615905","0.38348523006843"
"Abgefeiert","2001","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Abgefeiert","2001","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Abgefeiert","2001","Hauptschule","Staedtischer Raum","634","0.409221789737199","0.385166965815534","0.433276613658865"
"Abgefeiert","2001","Hauptschule","Laendlicher Raum","377","0.489983846900611","0.455036061106905","0.524931632694316"
"Abgefeiert","2001","Realschule","Staedtischer Raum","790","0.534132768955304","0.508753048539255","0.559512489371353"
"Abgefeiert","2001","Realschule","Laendlicher Raum","588","0.517436387280741","0.488643369849835","0.546229404711647"
"Abgefeiert","2001","(Fach-)Abitur","Staedtischer Raum","290","0.465568436394312","0.426771356168586","0.504365516620038"
"Abgefeiert","2001","(Fach-)Abitur","Laendlicher Raum","99","0.524862488524042","0.456166322570105","0.59355865447798"
"Abgefeiert","2001","AkademikerIn","Staedtischer Raum","459","0.371120516948379","0.343967224387074","0.398273809509683"
"Abgefeiert","2001","AkademikerIn","Laendlicher Raum","247","0.429710114958985","0.388225214669958","0.471195015248013"
"Teils, teils","2001","(noch) kein Abschluss","Staedtischer Raum","8","","",""
"Teils, teils","2001","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teils, teils","2001","Hauptschule","Staedtischer Raum","415","0.252703139269072","0.231443177944969","0.273963100593174"
"Teils, teils","2001","Hauptschule","Laendlicher Raum","171","0.216294799776895","0.187511788932131","0.245077810621659"
"Teils, teils","2001","Realschule","Staedtischer Raum","324","0.203856178740279","0.183359247481566","0.224353109998993"
"Teils, teils","2001","Realschule","Laendlicher Raum","258","0.219280977997875","0.195439714274389","0.243122241721361"
"Teils, teils","2001","(Fach-)Abitur","Staedtischer Raum","140","0.221867253364414","0.189549982514736","0.254184524214093"
"Teils, teils","2001","(Fach-)Abitur","Laendlicher Raum","48","0.224931883479447","0.167494384902233","0.282369382056661"
"Teils, teils","2001","AkademikerIn","Staedtischer Raum","234","0.200446535373424","0.177945405034543","0.222947665712305"
"Teils, teils","2001","AkademikerIn","Laendlicher Raum","100","0.19032928755745","0.157431896763301","0.223226678351598"
"Bezahlt","2001","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Bezahlt","2001","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Bezahlt","2001","Hauptschule","Staedtischer Raum","419","0.25759611711363","0.236201705544895","0.278990528682366"
"Bezahlt","2001","Hauptschule","Laendlicher Raum","175","0.214906217229352","0.186190340722296","0.243622093736408"
"Bezahlt","2001","Realschule","Staedtischer Raum","198","0.149355494112739","0.131220567906819","0.167490420318658"
"Bezahlt","2001","Realschule","Laendlicher Raum","174","0.133448312835023","0.113853767471361","0.153042858198685"
"Bezahlt","2001","(Fach-)Abitur","Staedtischer Raum","97","0.138975229938466","0.112069935337455","0.165880524539478"
"Bezahlt","2001","(Fach-)Abitur","Laendlicher Raum","20","","",""
"Bezahlt","2001","AkademikerIn","Staedtischer Raum","77","0.0665459326835295","0.0525375325643342","0.0805543328027248"
"Bezahlt","2001","AkademikerIn","Laendlicher Raum","36","0.0684718714535479","0.0473073470558147","0.0896363958512811"
"Nicht abgegolten","2001","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nicht abgegolten","2001","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","2001","Hauptschule","Staedtischer Raum","137","0.0804789538800984","0.0671703477933632","0.0937875599668336"
"Nicht abgegolten","2001","Hauptschule","Laendlicher Raum","63","0.0788151360931421","0.0599779933134617","0.0976522788728224"
"Nicht abgegolten","2001","Realschule","Staedtischer Raum","172","0.112655558191678","0.0965693542990489","0.128741762084308"
"Nicht abgegolten","2001","Realschule","Laendlicher Raum","137","0.129834321886361","0.110466662295593","0.14920198147713"
"Nicht abgegolten","2001","(Fach-)Abitur","Staedtischer Raum","108","0.173589080302807","0.144129913938688","0.203048246666927"
"Nicht abgegolten","2001","(Fach-)Abitur","Laendlicher Raum","36","0.164160934356509","0.113204818961621","0.215117049751397"
"Nicht abgegolten","2001","AkademikerIn","Staedtischer Raum","446","0.361887014994668","0.334877511872443","0.388896518116893"
"Nicht abgegolten","2001","AkademikerIn","Laendlicher Raum","164","0.311488726030017","0.272679844901037","0.350297607158998"
"Abgefeiert","2002","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Abgefeiert","2002","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Abgefeiert","2002","Hauptschule","Staedtischer Raum","588","0.452191575628285","0.425960712103545","0.478422439153024"
"Abgefeiert","2002","Hauptschule","Laendlicher Raum","336","0.481580731036636","0.444853481211514","0.518307980861757"
"Abgefeiert","2002","Realschule","Staedtischer Raum","786","0.53033527629799","0.505237315709896","0.555433236886084"
"Abgefeiert","2002","Realschule","Laendlicher Raum","600","0.528208864533496","0.499076799405817","0.557340929661175"
"Abgefeiert","2002","(Fach-)Abitur","Staedtischer Raum","341","0.52134539280092","0.483660255983319","0.559030529618522"
"Abgefeiert","2002","(Fach-)Abitur","Laendlicher Raum","114","0.529877720636489","0.464370540368533","0.595384900904445"
"Abgefeiert","2002","AkademikerIn","Staedtischer Raum","554","0.376499450075991","0.352729282631723","0.400269617520259"
"Abgefeiert","2002","AkademikerIn","Laendlicher Raum","261","0.471800470102233","0.432537741255293","0.511063198949172"
"Teils, teils","2002","(noch) kein Abschluss","Staedtischer Raum","6","","",""
"Teils, teils","2002","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teils, teils","2002","Hauptschule","Staedtischer Raum","344","0.235959560744062","0.213581937211196","0.258337184276928"
"Teils, teils","2002","Hauptschule","Laendlicher Raum","193","0.277941571412778","0.245012747790259","0.310870395035297"
"Teils, teils","2002","Realschule","Staedtischer Raum","347","0.219874687263624","0.199047097911356","0.240702276615892"
"Teils, teils","2002","Realschule","Laendlicher Raum","255","0.221997408834731","0.197744824938868","0.246249992730595"
"Teils, teils","2002","(Fach-)Abitur","Staedtischer Raum","130","0.174368020677697","0.145744511476605","0.202991529878788"
"Teils, teils","2002","(Fach-)Abitur","Laendlicher Raum","42","0.195451560892236","0.143405084889207","0.247498036895266"
"Teils, teils","2002","AkademikerIn","Staedtischer Raum","229","0.145152169204052","0.12787041516684","0.162433923241264"
"Teils, teils","2002","AkademikerIn","Laendlicher Raum","103","0.170716233800985","0.141123077807235","0.200309389794734"
"Bezahlt","2002","(noch) kein Abschluss","Staedtischer Raum","25","","",""
"Bezahlt","2002","(noch) kein Abschluss","Laendlicher Raum","6","","",""
"Bezahlt","2002","Hauptschule","Staedtischer Raum","303","0.21487957799094","0.193232329165123","0.236526826816757"
"Bezahlt","2002","Hauptschule","Laendlicher Raum","130","0.168302587590959","0.140802038683517","0.195803136498402"
"Bezahlt","2002","Realschule","Staedtischer Raum","162","0.11289715170502","0.0969824800257756","0.128811823384264"
"Bezahlt","2002","Realschule","Laendlicher Raum","139","0.123051417195142","0.103881337585243","0.142221496805041"
"Bezahlt","2002","(Fach-)Abitur","Staedtischer Raum","85","0.151541731247489","0.124491089666557","0.178592372828421"
"Bezahlt","2002","(Fach-)Abitur","Laendlicher Raum","23","","",""
"Bezahlt","2002","AkademikerIn","Staedtischer Raum","78","0.0553859245329581","0.044164227000987","0.0666076220649292"
"Bezahlt","2002","AkademikerIn","Laendlicher Raum","33","0.0479226294543727","0.0311226507227337","0.0647226081860117"
"Nicht abgegolten","2002","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Nicht abgegolten","2002","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","2002","Hauptschule","Staedtischer Raum","148","0.0969692856367132","0.0813735681265051","0.112565003146921"
"Nicht abgegolten","2002","Hauptschule","Laendlicher Raum","52","0.0721751099596271","0.0531538173202536","0.0911964025990006"
"Nicht abgegolten","2002","Realschule","Staedtischer Raum","224","0.136892884733367","0.119606984972723","0.154178784494011"
"Nicht abgegolten","2002","Realschule","Laendlicher Raum","134","0.126742309436631","0.107327838553172","0.14615678032009"
"Nicht abgegolten","2002","(Fach-)Abitur","Staedtischer Raum","119","0.152744855273894","0.125606307285913","0.179883403261876"
"Nicht abgegolten","2002","(Fach-)Abitur","Laendlicher Raum","44","0.16697421655723","0.118024566815521","0.215923866298938"
"Nicht abgegolten","2002","AkademikerIn","Staedtischer Raum","735","0.422962456186999","0.398725136425627","0.447199775948371"
"Nicht abgegolten","2002","AkademikerIn","Laendlicher Raum","224","0.30956066664241","0.273199489049709","0.345921844235111"
"Abgefeiert","2003","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Abgefeiert","2003","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Abgefeiert","2003","Hauptschule","Staedtischer Raum","574","0.471940249488834","0.444624079616638","0.499256419361031"
"Abgefeiert","2003","Hauptschule","Laendlicher Raum","354","0.555726259292984","0.518269472009667","0.593183046576301"
"Abgefeiert","2003","Realschule","Staedtischer Raum","800","0.550784534432112","0.525382708479087","0.576186360385137"
"Abgefeiert","2003","Realschule","Laendlicher Raum","595","0.572524945984375","0.543034058703487","0.602015833265264"
"Abgefeiert","2003","(Fach-)Abitur","Staedtischer Raum","343","0.501423220290843","0.464223763272952","0.538622677308733"
"Abgefeiert","2003","(Fach-)Abitur","Laendlicher Raum","123","0.568611944542448","0.503017345640287","0.634206543444608"
"Abgefeiert","2003","AkademikerIn","Staedtischer Raum","542","0.396118822002571","0.370936116627004","0.421301527378138"
"Abgefeiert","2003","AkademikerIn","Laendlicher Raum","255","0.528564683624396","0.48758479337334","0.569544573875453"
"Teils, teils","2003","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Teils, teils","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teils, teils","2003","Hauptschule","Staedtischer Raum","313","0.229833153203625","0.206811658871385","0.252854647535865"
"Teils, teils","2003","Hauptschule","Laendlicher Raum","150","0.210932434359795","0.180178298995091","0.241686569724499"
"Teils, teils","2003","Realschule","Staedtischer Raum","313","0.203414156164676","0.182857446768275","0.223970865561077"
"Teils, teils","2003","Realschule","Laendlicher Raum","230","0.208612188395346","0.184390759373994","0.232833617416697"
"Teils, teils","2003","(Fach-)Abitur","Staedtischer Raum","117","0.184060358601417","0.155228177026028","0.212892540176806"
"Teils, teils","2003","(Fach-)Abitur","Laendlicher Raum","38","0.174058800349161","0.123842051544587","0.224275549153735"
"Teils, teils","2003","AkademikerIn","Staedtischer Raum","213","0.155150116351407","0.136508664846996","0.173791567855818"
"Teils, teils","2003","AkademikerIn","Laendlicher Raum","93","0.14784451488162","0.11870564572241","0.176983384040831"
"Bezahlt","2003","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Bezahlt","2003","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Bezahlt","2003","Hauptschule","Staedtischer Raum","260","0.200906201785975","0.178981670654851","0.222830732917099"
"Bezahlt","2003","Hauptschule","Laendlicher Raum","109","0.156366430752847","0.128987062011744","0.183745799493951"
"Bezahlt","2003","Realschule","Staedtischer Raum","149","0.116018251011347","0.0996639674366223","0.132372534586072"
"Bezahlt","2003","Realschule","Laendlicher Raum","125","0.110622909025283","0.0919246681272475","0.129321149923319"
"Bezahlt","2003","(Fach-)Abitur","Staedtischer Raum","89","0.128253830227767","0.10337679897878","0.153130861476755"
"Bezahlt","2003","(Fach-)Abitur","Laendlicher Raum","17","","",""
"Bezahlt","2003","AkademikerIn","Staedtischer Raum","83","0.0727054022068789","0.0593361811660476","0.0860746232477101"
"Bezahlt","2003","AkademikerIn","Laendlicher Raum","32","0.0528358245463616","0.0344709680312487","0.0712006810614746"
"Nicht abgegolten","2003","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Nicht abgegolten","2003","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","2003","Hauptschule","Staedtischer Raum","136","0.0973203955215657","0.0811021634549298","0.113538627588202"
"Nicht abgegolten","2003","Hauptschule","Laendlicher Raum","63","0.0769748755943729","0.0568813565818235","0.0970683946069223"
"Nicht abgegolten","2003","Realschule","Staedtischer Raum","211","0.129783058391865","0.112620995595416","0.146945121188315"
"Nicht abgegolten","2003","Realschule","Laendlicher Raum","131","0.108239956594996","0.0897194418317319","0.12676047135826"
"Nicht abgegolten","2003","(Fach-)Abitur","Staedtischer Raum","145","0.186262590879973","0.157297605307027","0.21522757645292"
"Nicht abgegolten","2003","(Fach-)Abitur","Laendlicher Raum","41","0.174426154491838","0.124167622436123","0.224684686547552"
"Nicht abgegolten","2003","AkademikerIn","Staedtischer Raum","611","0.376025659439143","0.351085110706569","0.400966208171717"
"Nicht abgegolten","2003","AkademikerIn","Laendlicher Raum","190","0.270754976947621","0.2342765901268","0.307233363768443"
"Abgefeiert","2004","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"Abgefeiert","2004","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Abgefeiert","2004","Hauptschule","Staedtischer Raum","556","0.473175539298841","0.445101554490329","0.501249524107353"
"Abgefeiert","2004","Hauptschule","Laendlicher Raum","292","0.524139075627182","0.484178129975353","0.564100021279011"
"Abgefeiert","2004","Realschule","Staedtischer Raum","747","0.531563954284426","0.505591505984411","0.557536402584441"
"Abgefeiert","2004","Realschule","Laendlicher Raum","581","0.567777355251185","0.538108817127965","0.597445893374405"
"Abgefeiert","2004","(Fach-)Abitur","Staedtischer Raum","353","0.540006438426406","0.502407849164747","0.577605027688065"
"Abgefeiert","2004","(Fach-)Abitur","Laendlicher Raum","120","0.592280373491887","0.525658103274367","0.658902643709407"
"Abgefeiert","2004","AkademikerIn","Staedtischer Raum","544","0.399175365282388","0.373640548777338","0.424710181787438"
"Abgefeiert","2004","AkademikerIn","Laendlicher Raum","248","0.453606482100091","0.412950051766637","0.494262912433545"
"Teils, teils","2004","(noch) kein Abschluss","Staedtischer Raum","4","","",""
"Teils, teils","2004","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teils, teils","2004","Hauptschule","Staedtischer Raum","270","0.212217017944437","0.189226256601583","0.23520777928729"
"Teils, teils","2004","Hauptschule","Laendlicher Raum","153","0.236799662243079","0.202783737494879","0.270815586991278"
"Teils, teils","2004","Realschule","Staedtischer Raum","305","0.202883132880318","0.181951941608637","0.223814324151999"
"Teils, teils","2004","Realschule","Laendlicher Raum","229","0.202763029231386","0.178683862374547","0.226842196088224"
"Teils, teils","2004","(Fach-)Abitur","Staedtischer Raum","105","0.179389846412864","0.150445511364617","0.208334181461111"
"Teils, teils","2004","(Fach-)Abitur","Laendlicher Raum","42","0.196282110312038","0.142434414414226","0.25012980620985"
"Teils, teils","2004","AkademikerIn","Staedtischer Raum","181","0.131705249589774","0.11407282071753","0.149337678462018"
"Teils, teils","2004","AkademikerIn","Laendlicher Raum","86","0.149188470245027","0.120093282563231","0.178283657926823"
"Bezahlt","2004","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Bezahlt","2004","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Bezahlt","2004","Hauptschule","Staedtischer Raum","240","0.192346279192825","0.170183998761428","0.214508559624221"
"Bezahlt","2004","Hauptschule","Laendlicher Raum","95","0.141296020978714","0.113424596254165","0.169167445703264"
"Bezahlt","2004","Realschule","Staedtischer Raum","135","0.109907599572894","0.0936280875228673","0.126187111622921"
"Bezahlt","2004","Realschule","Laendlicher Raum","119","0.104982272680899","0.0866241968523918","0.123340348509407"
"Bezahlt","2004","(Fach-)Abitur","Staedtischer Raum","86","0.119367804885028","0.0949088955181587","0.143826714251897"
"Bezahlt","2004","(Fach-)Abitur","Laendlicher Raum","9","","",""
"Bezahlt","2004","AkademikerIn","Staedtischer Raum","62","0.0684708509924569","0.0553025999489289","0.0816391020359849"
"Bezahlt","2004","AkademikerIn","Laendlicher Raum","32","0.0732438100275122","0.0519670712902794","0.094520548764745"
"Nicht abgegolten","2004","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Nicht abgegolten","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nicht abgegolten","2004","Hauptschule","Staedtischer Raum","149","0.122261163563898","0.103841280378454","0.140681046749342"
"Nicht abgegolten","2004","Hauptschule","Laendlicher Raum","60","0.0977652411510244","0.0740009709897797","0.121529511312269"
"Nicht abgegolten","2004","Realschule","Staedtischer Raum","231","0.155645313262362","0.136776679336937","0.174513947187787"
"Nicht abgegolten","2004","Realschule","Laendlicher Raum","142","0.12447734283653","0.104706180371195","0.144248505301865"
"Nicht abgegolten","2004","(Fach-)Abitur","Staedtischer Raum","131","0.161235910275702","0.133493320135082","0.188978500416322"
"Nicht abgegolten","2004","(Fach-)Abitur","Laendlicher Raum","38","0.185157747103194","0.132497527927943","0.237817966278445"
"Nicht abgegolten","2004","AkademikerIn","Staedtischer Raum","626","0.400648534135381","0.375098024029616","0.426199044241145"
"Nicht abgegolten","2004","AkademikerIn","Laendlicher Raum","210","0.32396123762737","0.285743130536308","0.362179344718431"
"Abgefeiert","2005","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Abgefeiert","2005","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Abgefeiert","2005","Hauptschule","Staedtischer Raum","532","0.490174588810399","0.460592358567597","0.5197568190532"
"Abgefeiert","2005","Hauptschule","Laendlicher Raum","287","0.543585396794644","0.502658801771949","0.584511991817339"
"Abgefeiert","2005","Realschule","Staedtischer Raum","742","0.53469873440936","0.507992209123393","0.561405259695326"
"Abgefeiert","2005","Realschule","Laendlicher Raum","542","0.563949226301409","0.532996552787195","0.594901899815624"
"Abgefeiert","2005","(Fach-)Abitur","Staedtischer Raum","353","0.546771983855235","0.508502472815541","0.585041494894929"
"Abgefeiert","2005","(Fach-)Abitur","Laendlicher Raum","107","0.595022148190073","0.525038046746327","0.66500624963382"
"Abgefeiert","2005","AkademikerIn","Staedtischer Raum","518","0.412582557168467","0.385800767461096","0.439364346875838"
"Abgefeiert","2005","AkademikerIn","Laendlicher Raum","250","0.4866502573352","0.444297045247395","0.529003469423005"
"Teils, teils","2005","(noch) kein Abschluss","Staedtischer Raum","4","","",""
"Teils, teils","2005","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Teils, teils","2005","Hauptschule","Staedtischer Raum","251","0.235773004606641","0.210653966572469","0.260892042640813"
"Teils, teils","2005","Hauptschule","Laendlicher Raum","132","0.206872816778469","0.173590382032237","0.240155251524701"
"Teils, teils","2005","Realschule","Staedtischer Raum","274","0.210404360555049","0.18858080891635","0.232227912193748"
"Teils, teils","2005","Realschule","Laendlicher Raum","215","0.210718275018918","0.185263060671713","0.236173489366123"
