year,pgisced97,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Lower Secondary Level,Seldom,0.02610,67,2669,0.02005,0.03215
1988,Lower Secondary Level,Never,0.95391,2602,2669,0.94595,0.96187
1988,Upper Secondary Level,At least once per week,0.00719,36,4681,0.00477,0.00961
1988,Upper Secondary Level,At least once per month,0.01384,61,4681,0.01050,0.01719
1988,Upper Secondary Level,Seldom,0.05482,241,4681,0.04830,0.06134
1988,Upper Secondary Level,Never,0.90921,4343,4681,0.90097,0.91744
1988,Post-secondary Non-tertiary Level,Never,0.88577,240,240,0.84544,0.92610
1988,First Stage of Tertiary Education,Seldom,0.08583,48,513,0.06156,0.11009
1988,First Stage of Tertiary Education,Never,0.86054,465,513,0.83054,0.89055
1988,Second Stage of Tertiary Education,Seldom,0.15446,112,658,0.12683,0.18210
1988,Second Stage of Tertiary Education,Never,0.77938,546,658,0.74768,0.81109
1990,Pre-primary Level,Never,0.91961,178,178,0.87955,0.95967
1990,Primary Level,Never,0.90841,608,608,0.88546,0.93135
1990,Lower Secondary Level,At least once per month,0.01609,46,2936,0.01154,0.02064
1990,Lower Secondary Level,Seldom,0.07484,198,2936,0.06532,0.08436
1990,Lower Secondary Level,Never,0.89776,2692,2936,0.88680,0.90872
1990,Upper Secondary Level,At least once per week,0.01321,85,6971,0.01053,0.01589
1990,Upper Secondary Level,At least once per month,0.02671,199,6971,0.02293,0.03050
1990,Upper Secondary Level,Seldom,0.12278,778,6971,0.11508,0.13049
1990,Upper Secondary Level,Never,0.82795,5909,6971,0.81909,0.83681
1990,Post-secondary Non-tertiary Level,Seldom,0.14023,52,354,0.10401,0.17645
1990,Post-secondary Non-tertiary Level,Never,0.79190,302,354,0.74955,0.83425
1990,First Stage of Tertiary Education,Seldom,0.15415,122,716,0.12768,0.18061
1990,First Stage of Tertiary Education,Never,0.78762,594,716,0.75764,0.81759
1990,Second Stage of Tertiary Education,At least once per week,0.03962,69,1663,0.03024,0.04900
1990,Second Stage of Tertiary Education,At least once per month,0.08612,149,1663,0.07263,0.09961
1990,Second Stage of Tertiary Education,Seldom,0.22036,350,1663,0.20043,0.24029
1990,Second Stage of Tertiary Education,Never,0.64078,1095,1663,0.61772,0.66385
1992,Pre-primary Level,Never,0.89711,172,172,0.85157,0.94264
1992,Primary Level,Never,0.96298,608,608,0.94795,0.97800
1992,Lower Secondary Level,Seldom,0.03022,84,2712,0.02378,0.03667
1992,Lower Secondary Level,Never,0.94213,2628,2712,0.93334,0.95092
1992,Upper Secondary Level,At least once per week,0.00709,47,6607,0.00507,0.00912
1992,Upper Secondary Level,At least once per month,0.01991,116,6607,0.01654,0.02328
1992,Upper Secondary Level,Seldom,0.05378,348,6607,0.04834,0.05922
1992,Upper Secondary Level,Never,0.89607,6096,6607,0.88871,0.90343
1992,Post-secondary Non-tertiary Level,Never,0.90589,344,344,0.87499,0.93679
1992,First Stage of Tertiary Education,Seldom,0.07512,61,719,0.05584,0.09440
1992,First Stage of Tertiary Education,Never,0.86497,658,719,0.83997,0.88997
1992,Second Stage of Tertiary Education,At least once per week,0.02353,44,1637,0.01619,0.03088
1992,Second Stage of Tertiary Education,At least once per month,0.04465,72,1637,0.03464,0.05465
1992,Second Stage of Tertiary Education,Seldom,0.11333,184,1637,0.09797,0.12869
1992,Second Stage of Tertiary Education,Never,0.80487,1337,1637,0.78566,0.82407
1994,Pre-primary Level,Never,0.90732,222,222,0.86909,0.94556
1994,Primary Level,Never,0.96387,537,537,0.94807,0.97967
1994,Lower Secondary Level,Seldom,0.03853,100,2429,0.03088,0.04619
1994,Lower Secondary Level,Never,0.92808,2329,2429,0.91781,0.93836
1994,Upper Secondary Level,At least once per week,0.00790,51,6499,0.00575,0.01006
1994,Upper Secondary Level,At least once per month,0.01229,83,6499,0.00961,0.01497
1994,Upper Secondary Level,Seldom,0.06276,384,6499,0.05687,0.06866
1994,Upper Secondary Level,Never,0.90268,5981,6499,0.89547,0.90988
1994,Post-secondary Non-tertiary Level,Never,0.89935,354,354,0.86796,0.93073
1994,First Stage of Tertiary Education,Seldom,0.07905,72,703,0.05909,0.09901
1994,First Stage of Tertiary Education,Never,0.85933,631,703,0.83361,0.88505
1994,Second Stage of Tertiary Education,At least once per week,0.01797,38,1636,0.01153,0.02441
1994,Second Stage of Tertiary Education,At least once per month,0.04031,70,1636,0.03077,0.04984
1994,Second Stage of Tertiary Education,Seldom,0.11518,172,1636,0.09971,0.13066
1994,Second Stage of Tertiary Education,Never,0.81420,1356,1636,0.79535,0.83305
1995,Pre-primary Level,Never,0.90885,267,267,0.87426,0.94344
1995,Primary Level,Never,0.94329,511,511,0.92322,0.96337
1995,Lower Secondary Level,Seldom,0.04873,114,2436,0.04018,0.05729
1995,Lower Secondary Level,Never,0.92504,2322,2436,0.91458,0.93550
1995,Upper Secondary Level,At least once per week,0.00945,59,6670,0.00713,0.01177
1995,Upper Secondary Level,At least once per month,0.01798,109,6670,0.01479,0.02117
1995,Upper Secondary Level,Seldom,0.07970,508,6670,0.07320,0.08620
1995,Upper Secondary Level,Never,0.88093,5994,6670,0.87316,0.88870
1995,Post-secondary Non-tertiary Level,Seldom,0.09000,34,461,0.06384,0.11615
1995,Post-secondary Non-tertiary Level,Never,0.89196,427,461,0.86359,0.92033
1995,First Stage of Tertiary Education,Seldom,0.13805,101,712,0.11270,0.16341
1995,First Stage of Tertiary Education,Never,0.80257,611,712,0.77331,0.83183
1995,Second Stage of Tertiary Education,At least once per week,0.02230,46,1747,0.01537,0.02922
1995,Second Stage of Tertiary Education,At least once per month,0.04491,78,1747,0.03519,0.05462
1995,Second Stage of Tertiary Education,Seldom,0.13600,219,1747,0.11992,0.15208
1995,Second Stage of Tertiary Education,Never,0.78922,1404,1747,0.77009,0.80836
1996,Pre-primary Level,Never,0.94671,277,277,0.92022,0.97321
1996,Primary Level,Never,0.95867,475,475,0.94075,0.97659
1996,Lower Secondary Level,Seldom,0.05135,113,2345,0.04241,0.06028
1996,Lower Secondary Level,Never,0.92487,2232,2345,0.91420,0.93554
1996,Upper Secondary Level,At least once per week,0.00769,48,6585,0.00558,0.00980
1996,Upper Secondary Level,At least once per month,0.01319,78,6585,0.01043,0.01594
1996,Upper Secondary Level,Seldom,0.08085,465,6585,0.07426,0.08743
1996,Upper Secondary Level,Never,0.89012,5994,6585,0.88257,0.89768
1996,Post-secondary Non-tertiary Level,Seldom,0.06925,36,466,0.04617,0.09232
1996,Post-secondary Non-tertiary Level,Never,0.92255,430,466,0.89825,0.94685
1996,First Stage of Tertiary Education,Seldom,0.12072,85,726,0.09700,0.14444
1996,First Stage of Tertiary Education,Never,0.83681,641,726,0.80991,0.86371
1996,Second Stage of Tertiary Education,At least once per week,0.01477,32,1756,0.00913,0.02042
1996,Second Stage of Tertiary Education,At least once per month,0.03933,70,1756,0.03023,0.04842
1996,Second Stage of Tertiary Education,Seldom,0.15762,254,1756,0.14057,0.17467
1996,Second Stage of Tertiary Education,Never,0.78041,1400,1756,0.76104,0.79978
1997,Pre-primary Level,Never,0.92113,293,293,0.89021,0.95204
1997,Primary Level,Never,0.96404,443,443,0.94669,0.98140
1997,Lower Secondary Level,Seldom,0.04674,89,2280,0.03807,0.05541
1997,Lower Secondary Level,Never,0.92332,2191,2280,0.91239,0.93424
1997,Upper Secondary Level,At least once per week,0.00905,50,6420,0.00673,0.01136
1997,Upper Secondary Level,At least once per month,0.01382,79,6420,0.01096,0.01668
1997,Upper Secondary Level,Seldom,0.06930,382,6420,0.06309,0.07551
1997,Upper Secondary Level,Never,0.89271,5909,6420,0.88514,0.90028
1997,Post-secondary Non-tertiary Level,Never,0.94278,425,425,0.92068,0.96489
1997,First Stage of Tertiary Education,Seldom,0.08190,70,709,0.06170,0.10209
1997,First Stage of Tertiary Education,Never,0.84814,639,709,0.82171,0.87458
1997,Second Stage of Tertiary Education,At least once per month,0.04655,84,1731,0.03662,0.05648
1997,Second Stage of Tertiary Education,Seldom,0.10905,189,1731,0.09436,0.12374
1997,Second Stage of Tertiary Education,Never,0.82301,1458,1731,0.80503,0.84100
1998,Pre-primary Level,Never,0.90040,303,303,0.86662,0.93417
1998,Primary Level,Never,0.94812,418,418,0.92684,0.96941
1998,Lower Secondary Level,Seldom,0.06836,161,2491,0.05845,0.07827
1998,Lower Secondary Level,Never,0.91040,2330,2491,0.89918,0.92162
1998,Upper Secondary Level,At least once per week,0.00864,53,6981,0.00647,0.01082
1998,Upper Secondary Level,At least once per month,0.01222,92,6981,0.00964,0.01480
1998,Upper Secondary Level,Seldom,0.09698,617,6981,0.09003,0.10392
1998,Upper Secondary Level,Never,0.87346,6219,6981,0.86566,0.88126
1998,Post-secondary Non-tertiary Level,Seldom,0.12216,46,494,0.09325,0.15107
1998,Post-secondary Non-tertiary Level,Never,0.85706,448,494,0.82617,0.88796
1998,First Stage of Tertiary Education,Seldom,0.11499,105,785,0.09266,0.13733
1998,First Stage of Tertiary Education,Never,0.84277,680,785,0.81729,0.86825
1998,Second Stage of Tertiary Education,At least once per week,0.01842,37,1961,0.01247,0.02438
1998,Second Stage of Tertiary Education,At least once per month,0.04194,89,1961,0.03307,0.05082
1998,Second Stage of Tertiary Education,Seldom,0.16043,302,1961,0.14418,0.17668
1998,Second Stage of Tertiary Education,Never,0.77494,1533,1961,0.75645,0.79342
1999,Pre-primary Level,Never,0.91229,291,291,0.87973,0.94485
1999,Primary Level,Never,0.97327,414,414,0.95772,0.98883
1999,Lower Secondary Level,Seldom,0.05238,111,2397,0.04346,0.06130
1999,Lower Secondary Level,Never,0.92648,2286,2397,0.91603,0.93693
1999,Upper Secondary Level,At least once per week,0.00858,55,6875,0.00640,0.01076
1999,Upper Secondary Level,At least once per month,0.01561,103,6875,0.01268,0.01854
1999,Upper Secondary Level,Seldom,0.06873,479,6875,0.06275,0.07471
1999,Upper Secondary Level,Never,0.89630,6238,6875,0.88909,0.90350
1999,Post-secondary Non-tertiary Level,Seldom,0.08557,39,489,0.06075,0.11039
1999,Post-secondary Non-tertiary Level,Never,0.87390,450,489,0.84444,0.90335
1999,First Stage of Tertiary Education,Seldom,0.08240,80,774,0.06302,0.10179
1999,First Stage of Tertiary Education,Never,0.86806,694,774,0.84420,0.89192
1999,Second Stage of Tertiary Education,At least once per week,0.01808,38,1943,0.01216,0.02401
1999,Second Stage of Tertiary Education,At least once per month,0.03342,74,1943,0.02542,0.04141
1999,Second Stage of Tertiary Education,Seldom,0.11925,229,1943,0.10483,0.13366
1999,Second Stage of Tertiary Education,Never,0.81556,1602,1943,0.79831,0.83281
2001,Pre-primary Level,Never,0.92756,500,500,0.90482,0.95030
2001,Primary Level,Never,0.97633,306,306,0.95927,0.99339
2001,Lower Secondary Level,Seldom,0.03387,99,3008,0.02740,0.04033
2001,Lower Secondary Level,Never,0.94246,2909,3008,0.93414,0.95079
2001,Upper Secondary Level,At least once per week,0.00708,80,11426,0.00555,0.00862
2001,Upper Secondary Level,At least once per month,0.01361,156,11426,0.01149,0.01574
2001,Upper Secondary Level,Seldom,0.06086,680,11426,0.05648,0.06525
2001,Upper Secondary Level,Never,0.90232,10510,11426,0.89688,0.90777
2001,Post-secondary Non-tertiary Level,Seldom,0.06620,72,1039,0.05107,0.08132
2001,Post-secondary Non-tertiary Level,Never,0.90517,967,1039,0.88735,0.92299
2001,First Stage of Tertiary Education,At least once per month,0.02954,44,1620,0.02129,0.03778
2001,First Stage of Tertiary Education,Seldom,0.06631,134,1620,0.05419,0.07843
2001,First Stage of Tertiary Education,Never,0.86589,1442,1620,0.84929,0.88249
2001,Second Stage of Tertiary Education,At least once per week,0.01647,64,3501,0.01225,0.02068
2001,Second Stage of Tertiary Education,At least once per month,0.03746,136,3501,0.03117,0.04375
2001,Second Stage of Tertiary Education,Seldom,0.10022,371,3501,0.09027,0.11017
2001,Second Stage of Tertiary Education,Never,0.82904,2930,3501,0.81657,0.84152
2003,Pre-primary Level,Seldom,0.08647,49,600,0.06396,0.10897
2003,Pre-primary Level,Never,0.87783,551,600,0.85160,0.90406
2003,Primary Level,Never,0.94942,262,262,0.92283,0.97600
2003,Lower Secondary Level,Seldom,0.05034,127,2685,0.04207,0.05861
2003,Lower Secondary Level,Never,0.92851,2558,2685,0.91876,0.93825
2003,Upper Secondary Level,At least once per week,0.00703,91,11034,0.00547,0.00859
2003,Upper Secondary Level,At least once per month,0.01545,172,11034,0.01314,0.01775
2003,Upper Secondary Level,Seldom,0.08368,901,11034,0.07851,0.08884
2003,Upper Secondary Level,Never,0.88682,9870,11034,0.88091,0.89273
2003,Post-secondary Non-tertiary Level,Seldom,0.07728,88,1119,0.06162,0.09293
2003,Post-secondary Non-tertiary Level,Never,0.89222,1031,1119,0.87404,0.91040
2003,First Stage of Tertiary Education,At least once per month,0.02383,47,1660,0.01649,0.03116
2003,First Stage of Tertiary Education,Seldom,0.11228,194,1660,0.09709,0.12748
2003,First Stage of Tertiary Education,Never,0.84726,1419,1660,0.82995,0.86457
2003,Second Stage of Tertiary Education,At least once per week,0.02270,114,4326,0.01826,0.02714
2003,Second Stage of Tertiary Education,At least once per month,0.03862,178,4326,0.03287,0.04436
2003,Second Stage of Tertiary Education,Seldom,0.14194,616,4326,0.13154,0.15235
2003,Second Stage of Tertiary Education,Never,0.78974,3418,4326,0.77759,0.80188
2005,Pre-primary Level,Seldom,0.04403,33,636,0.02807,0.05999
2005,Pre-primary Level,Never,0.93438,603,636,0.91512,0.95364
2005,Primary Level,Never,0.95688,239,239,0.93108,0.98269
2005,Lower Secondary Level,Seldom,0.04266,96,2350,0.03449,0.05084
2005,Lower Secondary Level,Never,0.93801,2254,2350,0.92825,0.94776
2005,Upper Secondary Level,At least once per week,0.00866,94,10165,0.00686,0.01046
2005,Upper Secondary Level,At least once per month,0.01633,161,10165,0.01387,0.01880
2005,Upper Secondary Level,Seldom,0.06844,688,10165,0.06353,0.07335
2005,Upper Secondary Level,Never,0.89571,9222,10165,0.88977,0.90165
2005,Post-secondary Non-tertiary Level,Seldom,0.05761,62,1099,0.04383,0.07139
2005,Post-secondary Non-tertiary Level,Never,0.91285,1037,1099,0.89616,0.92953
2005,First Stage of Tertiary Education,At least once per month,0.02006,32,1525,0.01302,0.02710
2005,First Stage of Tertiary Education,Seldom,0.06659,126,1525,0.05408,0.07911
2005,First Stage of Tertiary Education,Never,0.88320,1367,1525,0.86708,0.89933
2005,Second Stage of Tertiary Education,At least once per week,0.01968,97,4139,0.01545,0.02391
2005,Second Stage of Tertiary Education,At least once per month,0.03695,157,4139,0.03120,0.04270
2005,Second Stage of Tertiary Education,Seldom,0.11033,477,4139,0.10079,0.11988
2005,Second Stage of Tertiary Education,Never,0.82366,3408,4139,0.81205,0.83528
2007,Pre-primary Level,Never,0.49335,321,321,0.43857,0.54813
2007,Primary Level,Never,0.98413,213,213,0.96731,1.00095
2007,Lower Secondary Level,Seldom,0.02265,49,2155,0.01637,0.02893
2007,Lower Secondary Level,Never,0.93151,2106,2155,0.92085,0.94218
2007,Upper Secondary Level,At least once per week,0.00657,66,10225,0.00500,0.00813
2007,Upper Secondary Level,At least once per month,0.01098,129,10225,0.00896,0.01300
2007,Upper Secondary Level,Seldom,0.04306,469,10225,0.03913,0.04700
2007,Upper Secondary Level,Never,0.92449,9561,10225,0.91937,0.92961
2007,Post-secondary Non-tertiary Level,Seldom,0.05124,56,1138,0.03842,0.06405
2007,Post-secondary Non-tertiary Level,Never,0.92219,1082,1138,0.90662,0.93776
2007,First Stage of Tertiary Education,Seldom,0.08086,127,1456,0.06685,0.09487
2007,First Stage of Tertiary Education,Never,0.86126,1329,1456,0.84350,0.87902
2007,Second Stage of Tertiary Education,At least once per week,0.01608,87,4349,0.01234,0.01982
2007,Second Stage of Tertiary Education,At least once per month,0.02221,120,4349,0.01783,0.02658
2007,Second Stage of Tertiary Education,Seldom,0.09402,450,4349,0.08535,0.10270
2007,Second Stage of Tertiary Education,Never,0.85588,3692,4349,0.84545,0.86632
2008,Pre-primary Level,Never,0.54469,322,322,0.49021,0.59917
2008,Primary Level,Never,0.96166,178,178,0.93337,0.98995
2008,Lower Secondary Level,Seldom,0.03800,77,1976,0.02957,0.04643
2008,Lower Secondary Level,Never,0.91924,1899,1976,0.90722,0.93126
2008,Upper Secondary Level,At least once per week,0.00536,63,9673,0.00391,0.00682
2008,Upper Secondary Level,At least once per month,0.01354,160,9673,0.01123,0.01584
2008,Upper Secondary Level,Seldom,0.06505,654,9673,0.06013,0.06996
2008,Upper Secondary Level,Never,0.90924,8796,9673,0.90352,0.91497
2008,Post-secondary Non-tertiary Level,Seldom,0.07697,79,1057,0.06089,0.09304
2008,Post-secondary Non-tertiary Level,Never,0.89147,978,1057,0.87271,0.91024
2008,First Stage of Tertiary Education,Seldom,0.10256,163,1364,0.08645,0.11866
2008,First Stage of Tertiary Education,Never,0.86534,1201,1364,0.84721,0.88346
2008,Second Stage of Tertiary Education,At least once per week,0.01598,84,4179,0.01218,0.01978
2008,Second Stage of Tertiary Education,At least once per month,0.02759,158,4179,0.02262,0.03256
2008,Second Stage of Tertiary Education,Seldom,0.10497,466,4179,0.09567,0.11426
2008,Second Stage of Tertiary Education,Never,0.84735,3471,4179,0.83645,0.85826
2009,Pre-primary Level,Never,0.56070,277,277,0.50215,0.61925
2009,Primary Level,Never,0.98969,162,162,0.97409,1.00529
2009,Lower Secondary Level,Seldom,0.02999,50,1761,0.02202,0.03796
2009,Lower Secondary Level,Never,0.92788,1711,1761,0.91580,0.93997
2009,Upper Secondary Level,At least once per week,0.00473,48,8972,0.00331,0.00615
2009,Upper Secondary Level,At least once per month,0.01095,113,8972,0.00879,0.01310
2009,Upper Secondary Level,Seldom,0.05413,485,8972,0.04945,0.05881
2009,Upper Secondary Level,Never,0.91640,8326,8972,0.91067,0.92213
2009,Post-secondary Non-tertiary Level,Seldom,0.07645,57,977,0.05978,0.09312
2009,Post-secondary Non-tertiary Level,Never,0.90164,920,977,0.88296,0.92033
2009,First Stage of Tertiary Education,Seldom,0.08286,109,1279,0.06775,0.09797
2009,First Stage of Tertiary Education,Never,0.87832,1170,1279,0.86039,0.89624
2009,Second Stage of Tertiary Education,At least once per week,0.01361,71,4005,0.01002,0.01720
2009,Second Stage of Tertiary Education,At least once per month,0.02205,112,4005,0.01750,0.02660
2009,Second Stage of Tertiary Education,Seldom,0.08216,361,4005,0.07365,0.09067
2009,Second Stage of Tertiary Education,Never,0.87165,3461,4005,0.86129,0.88201
2011,Pre-primary Level,Never,0.50159,430,430,0.45428,0.54891
2011,Primary Level,Never,0.98981,398,398,0.97993,0.99969
2011,Lower Secondary Level,Seldom,0.03411,101,2906,0.02751,0.04071
2011,Lower Secondary Level,Never,0.92674,2805,2906,0.91726,0.93622
2011,Upper Secondary Level,At least once per week,0.00591,89,13837,0.00463,0.00719
2011,Upper Secondary Level,At least once per month,0.01256,182,13837,0.01070,0.01441
2011,Upper Secondary Level,Seldom,0.05775,697,13837,0.05386,0.06164
2011,Upper Secondary Level,Never,0.91681,12869,13837,0.91220,0.92141
2011,Post-secondary Non-tertiary Level,Seldom,0.03831,92,1961,0.02981,0.04681
2011,Post-secondary Non-tertiary Level,Never,0.93174,1869,1961,0.92058,0.94291
2011,First Stage of Tertiary Education,At least once per month,0.01366,40,1815,0.00832,0.01901
2011,First Stage of Tertiary Education,Seldom,0.06596,148,1815,0.05454,0.07739
2011,First Stage of Tertiary Education,Never,0.89249,1627,1815,0.87823,0.90674
2011,Second Stage of Tertiary Education,At least once per week,0.01920,124,6189,0.01578,0.02262
2011,Second Stage of Tertiary Education,At least once per month,0.02921,193,6189,0.02501,0.03341
2011,Second Stage of Tertiary Education,Seldom,0.09550,590,6189,0.08818,0.10282
2011,Second Stage of Tertiary Education,Never,0.84845,5282,6189,0.83952,0.85738
2013,Pre-primary Level,Seldom,0.05013,49,427,0.02941,0.07085
2013,Pre-primary Level,Never,0.36725,378,427,0.32147,0.41303
2013,Primary Level,Never,0.64806,313,313,0.59507,0.70106
2013,Lower Secondary Level,Seldom,0.04607,141,2538,0.03791,0.05422
2013,Lower Secondary Level,Never,0.75131,2397,2538,0.73449,0.76814
2013,Upper Secondary Level,At least once per week,0.00623,84,12318,0.00484,0.00762
2013,Upper Secondary Level,At least once per month,0.01409,186,12318,0.01200,0.01617
2013,Upper Secondary Level,Seldom,0.07425,906,12318,0.06962,0.07888
2013,Upper Secondary Level,Never,0.82832,11142,12318,0.82166,0.83498
2013,Post-secondary Non-tertiary Level,Seldom,0.05844,125,1721,0.04735,0.06952
2013,Post-secondary Non-tertiary Level,Never,0.75746,1596,1721,0.73720,0.77771
2013,First Stage of Tertiary Education,At least once per month,0.02822,51,1638,0.02020,0.03624
2013,First Stage of Tertiary Education,Seldom,0.10317,172,1638,0.08844,0.11791
2013,First Stage of Tertiary Education,Never,0.83733,1415,1638,0.81946,0.85521
2013,Second Stage of Tertiary Education,At least once per week,0.02333,144,5802,0.01945,0.02722
2013,Second Stage of Tertiary Education,At least once per month,0.02934,197,5802,0.02499,0.03368
2013,Second Stage of Tertiary Education,Seldom,0.11599,686,5802,0.10775,0.12423
2013,Second Stage of Tertiary Education,Never,0.74290,4775,5802,0.73165,0.75414
2015,Pre-primary Level,Never,0.50058,343,343,0.44758,0.55357
2015,Primary Level,Never,0.97670,513,513,0.96363,0.98977
2015,Lower Secondary Level,Seldom,0.03230,100,2925,0.02589,0.03871
2015,Lower Secondary Level,Never,0.92824,2825,2925,0.91888,0.93759
2015,Upper Secondary Level,At least once per week,0.00477,77,12100,0.00354,0.00600
2015,Upper Secondary Level,At least once per month,0.00955,144,12100,0.00782,0.01128
2015,Upper Secondary Level,Seldom,0.05367,628,12100,0.04965,0.05768
2015,Upper Secondary Level,Never,0.92391,11251,12100,0.91919,0.92863
2015,Post-secondary Non-tertiary Level,Seldom,0.04648,100,2118,0.03751,0.05545
2015,Post-secondary Non-tertiary Level,Never,0.92470,2018,2118,0.91346,0.93594
2015,First Stage of Tertiary Education,At least once per month,0.02285,49,1503,0.01529,0.03041
2015,First Stage of Tertiary Education,Seldom,0.09021,149,1503,0.07572,0.10470
2015,First Stage of Tertiary Education,Never,0.87358,1305,1503,0.85677,0.89038
2015,Second Stage of Tertiary Education,At least once per week,0.02072,102,6402,0.01723,0.02421
2015,Second Stage of Tertiary Education,At least once per month,0.02862,183,6402,0.02453,0.03270
2015,Second Stage of Tertiary Education,Seldom,0.08269,568,6402,0.07595,0.08944
2015,Second Stage of Tertiary Education,Never,0.86467,5549,6402,0.85629,0.87305
2017,Pre-primary Level,Never,0.50795,383,383,0.45782,0.55809
2017,Primary Level,Never,0.85709,440,440,0.82435,0.88983
2017,Lower Secondary Level,Seldom,0.02735,88,2694,0.02119,0.03351
2017,Lower Secondary Level,Never,0.91485,2606,2694,0.90431,0.92539
2017,Upper Secondary Level,At least once per week,0.00674,88,12009,0.00528,0.00820
2017,Upper Secondary Level,At least once per month,0.01118,151,12009,0.00930,0.01306
2017,Upper Secondary Level,Seldom,0.05686,638,12009,0.05272,0.06101
2017,Upper Secondary Level,Never,0.91509,11132,12009,0.91011,0.92008
2017,Post-secondary Non-tertiary Level,Seldom,0.05078,106,2167,0.04154,0.06003
2017,Post-secondary Non-tertiary Level,Never,0.91729,2061,2167,0.90569,0.92889
2017,First Stage of Tertiary Education,At least once per month,0.02197,35,1500,0.01455,0.02939
2017,First Stage of Tertiary Education,Seldom,0.07839,132,1500,0.06478,0.09199
2017,First Stage of Tertiary Education,Never,0.87609,1333,1500,0.85941,0.89277
2017,Second Stage of Tertiary Education,At least once per week,0.02315,135,6492,0.01949,0.02680
2017,Second Stage of Tertiary Education,At least once per month,0.03113,183,6492,0.02690,0.03535
2017,Second Stage of Tertiary Education,Seldom,0.08110,529,6492,0.07445,0.08774
2017,Second Stage of Tertiary Education,Never,0.85435,5645,6492,0.84576,0.86293
2019,Pre-primary Level,Seldom,0.06315,37,309,0.03599,0.09032
2019,Pre-primary Level,Never,0.51436,272,309,0.45854,0.57017
2019,Primary Level,Never,0.80633,363,363,0.76562,0.84704
2019,Lower Secondary Level,Seldom,0.06205,148,2353,0.05230,0.07180
2019,Lower Secondary Level,Never,0.86020,2205,2353,0.84619,0.87422
2019,Upper Secondary Level,At least once per week,0.00816,136,11063,0.00648,0.00983
2019,Upper Secondary Level,At least once per month,0.01416,192,11063,0.01196,0.01636
2019,Upper Secondary Level,Seldom,0.09209,987,11063,0.08670,0.09748
2019,Upper Secondary Level,Never,0.87590,9748,11063,0.86975,0.88204
2019,Post-secondary Non-tertiary Level,At least once per week,0.00614,32,2169,0.00285,0.00943
2019,Post-secondary Non-tertiary Level,At least once per month,0.02000,34,2169,0.01410,0.02589
2019,Post-secondary Non-tertiary Level,Seldom,0.09751,212,2169,0.08502,0.11000
2019,Post-secondary Non-tertiary Level,Never,0.86868,1891,2169,0.85447,0.88290
2019,First Stage of Tertiary Education,At least once per week,0.01699,35,1655,0.01076,0.02322
2019,First Stage of Tertiary Education,At least once per month,0.02372,66,1655,0.01639,0.03105
2019,First Stage of Tertiary Education,Seldom,0.10423,184,1655,0.08951,0.11896
2019,First Stage of Tertiary Education,Never,0.84630,1370,1655,0.82892,0.86368
2019,Second Stage of Tertiary Education,At least once per week,0.02660,207,6990,0.02282,0.03037
