"pld0043","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2003","Realschule","Baden-Wuerttemberg","31","0.053352508863114","0.0349353919917628","0.0717696257344652"
"Sehr oft","2003","Realschule","Bayern","32","0.049229894143363","0.0331569409025467","0.0653028473841792"
"Sehr oft","2003","Realschule","Saarland","","","",""
"Sehr oft","2003","Realschule","Berlin","18","","",""
"Sehr oft","2003","Realschule","Brandenburg","15","","",""
"Sehr oft","2003","Realschule","Mecklenburg-Vorpommern","4","0.0204796368749348","0.00141414470408975","0.0395451290457798"
"Sehr oft","2003","Realschule","Sachsen","19","","",""
"Sehr oft","2003","Realschule","Sachsen-Anhalt","14","","",""
"Sehr oft","2003","Realschule","Thueringen","13","","",""
"Sehr oft","2003","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Sehr oft","2003","(Fach-)Abitur","Hamburg","2","","",""
"Sehr oft","2003","(Fach-)Abitur","Niedersachsen","16","","",""
"Sehr oft","2003","(Fach-)Abitur","Bremen","2","","",""
"Sehr oft","2003","(Fach-)Abitur","Nordrhein-Westfalen","43","0.0807223274221573","0.0602778460820598","0.101166808762255"
"Sehr oft","2003","(Fach-)Abitur","Hessen","10","","",""
"Sehr oft","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","7","0.0526946520656045","0.0152822086823804","0.0901070954488286"
"Sehr oft","2003","(Fach-)Abitur","Baden-Wuerttemberg","20","","",""
"Sehr oft","2003","(Fach-)Abitur","Bayern","13","","",""
"Sehr oft","2003","(Fach-)Abitur","Saarland","","","",""
"Sehr oft","2003","(Fach-)Abitur","Berlin","13","","",""
"Sehr oft","2003","(Fach-)Abitur","Brandenburg","5","0.0850323870073045","0.0210468665096828","0.149017907504926"
"Sehr oft","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Sehr oft","2003","(Fach-)Abitur","Sachsen","6","0.0755686768429125","0.0242758965386714","0.126861457147154"
"Sehr oft","2003","(Fach-)Abitur","Sachsen-Anhalt","3","","",""
"Sehr oft","2003","(Fach-)Abitur","Thueringen","4","0.108282640622281","0.0327413427082433","0.183823938536319"
"Sehr oft","2003","AkademikerIn","Schleswig-Holstein","1","","",""
"Sehr oft","2003","AkademikerIn","Hamburg","3","","",""
"Sehr oft","2003","AkademikerIn","Niedersachsen","24","","",""
"Sehr oft","2003","AkademikerIn","Bremen","2","","",""
"Sehr oft","2003","AkademikerIn","Nordrhein-Westfalen","39","0.0403419970257832","0.0270754873604368","0.0536085066911297"
"Sehr oft","2003","AkademikerIn","Hessen","18","","",""
"Sehr oft","2003","AkademikerIn","Rheinland-Pfalz,Saarland","7","0.0216569540777456","0.000681735469757076","0.0426321726857342"
"Sehr oft","2003","AkademikerIn","Baden-Wuerttemberg","17","","",""
"Sehr oft","2003","AkademikerIn","Bayern","21","","",""
"Sehr oft","2003","AkademikerIn","Saarland","","","",""
"Sehr oft","2003","AkademikerIn","Berlin","9","0.0249592719140499","0.00546496172887985","0.04445358209922"
"Sehr oft","2003","AkademikerIn","Brandenburg","11","","",""
"Sehr oft","2003","AkademikerIn","Mecklenburg-Vorpommern","6","0.0446893716895959","0.0102160623100363","0.0791626810691554"
"Sehr oft","2003","AkademikerIn","Sachsen","10","","",""
"Sehr oft","2003","AkademikerIn","Sachsen-Anhalt","8","0.0303267979393114","0.00786988488865612","0.0527837109899668"
"Sehr oft","2003","AkademikerIn","Thueringen","3","","",""
"Oft","2003","(noch) kein Abschluss","Schleswig-Holstein","6","0.314241634601751","0.120262878402316","0.508220390801185"
"Oft","2003","(noch) kein Abschluss","Hamburg","5","0.370092734808868","0.0847641141122294","0.655421355505506"
"Oft","2003","(noch) kein Abschluss","Niedersachsen","28","","",""
"Oft","2003","(noch) kein Abschluss","Bremen","4","0.932496614935944","0.712584327102199","1.15240890276969"
"Oft","2003","(noch) kein Abschluss","Nordrhein-Westfalen","64","0.234009203369563","0.180220898548548","0.287797508190579"
"Oft","2003","(noch) kein Abschluss","Hessen","10","","",""
"Oft","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","18","","",""
"Oft","2003","(noch) kein Abschluss","Baden-Wuerttemberg","34","0.252155728685974","0.176029714815783","0.328281742556165"
"Oft","2003","(noch) kein Abschluss","Bayern","23","","",""
"Oft","2003","(noch) kein Abschluss","Saarland","","","",""
"Oft","2003","(noch) kein Abschluss","Berlin","20","","",""
"Oft","2003","(noch) kein Abschluss","Brandenburg","13","","",""
"Oft","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Oft","2003","(noch) kein Abschluss","Sachsen","21","","",""
"Oft","2003","(noch) kein Abschluss","Sachsen-Anhalt","14","","",""
"Oft","2003","(noch) kein Abschluss","Thueringen","10","","",""
"Oft","2003","Hauptschule","Schleswig-Holstein","22","","",""
"Oft","2003","Hauptschule","Hamburg","5","0.0550171952854905","0.00625652978516108","0.10377786078582"
"Oft","2003","Hauptschule","Niedersachsen","92","0.11214219611598","0.0896790943439762","0.134605297887983"
"Oft","2003","Hauptschule","Bremen","6","0.101597075617854","0.0251521525447556","0.178041998690952"
"Oft","2003","Hauptschule","Nordrhein-Westfalen","200","","",""
"Oft","2003","Hauptschule","Hessen","63","0.108061652281168","0.0821156790166658","0.13400762554567"
"Oft","2003","Hauptschule","Rheinland-Pfalz,Saarland","93","0.146628638767718","0.119863760999608","0.173393516535828"
"Oft","2003","Hauptschule","Baden-Wuerttemberg","111","","",""
"Oft","2003","Hauptschule","Bayern","166","","",""
"Oft","2003","Hauptschule","Saarland","","","",""
"Oft","2003","Hauptschule","Berlin","20","","",""
"Oft","2003","Hauptschule","Brandenburg","16","","",""
"Oft","2003","Hauptschule","Mecklenburg-Vorpommern","12","","",""
"Oft","2003","Hauptschule","Sachsen","34","0.0818712378973349","0.0554932589376484","0.108249216857021"
"Oft","2003","Hauptschule","Sachsen-Anhalt","31","0.103852242488806","0.0685579164551323","0.139146568522479"
"Oft","2003","Hauptschule","Thueringen","15","","",""
"Oft","2003","Realschule","Schleswig-Holstein","23","","",""
"Oft","2003","Realschule","Hamburg","18","","",""
"Oft","2003","Realschule","Niedersachsen","100","","",""
"Oft","2003","Realschule","Bremen","11","","",""
"Oft","2003","Realschule","Nordrhein-Westfalen","196","","",""
"Oft","2003","Realschule","Hessen","73","0.192826164494832","0.151196293718669","0.234456035270996"
"Oft","2003","Realschule","Rheinland-Pfalz,Saarland","59","0.231772524651039","0.180580332084195","0.282964717217883"
"Oft","2003","Realschule","Baden-Wuerttemberg","82","0.134989406617357","0.106986015005088","0.162992798229626"
"Oft","2003","Realschule","Bayern","114","","",""
"Oft","2003","Realschule","Saarland","","","",""
"Oft","2003","Realschule","Berlin","37","0.122861474360046","0.0815012998413901","0.164221648878701"
"Oft","2003","Realschule","Brandenburg","47","0.145579148949886","0.1072944886291","0.183863809270673"
"Oft","2003","Realschule","Mecklenburg-Vorpommern","37","0.171423493753442","0.120691534014468","0.222155453492417"
"Oft","2003","Realschule","Sachsen","101","","",""
"Oft","2003","Realschule","Sachsen-Anhalt","70","0.228019359101111","0.181087477280183","0.274951240922038"
"Oft","2003","Realschule","Thueringen","55","0.186069749742007","0.146838361831956","0.225301137652059"
"Oft","2003","(Fach-)Abitur","Schleswig-Holstein","19","","",""
"Oft","2003","(Fach-)Abitur","Hamburg","13","","",""
"Oft","2003","(Fach-)Abitur","Niedersachsen","54","0.29658802739338","0.232148681655256","0.361027373131505"
"Oft","2003","(Fach-)Abitur","Bremen","6","0.289829500532379","0.108321790239051","0.471337210825708"
"Oft","2003","(Fach-)Abitur","Nordrhein-Westfalen","172","","",""
"Oft","2003","(Fach-)Abitur","Hessen","50","0.23417525928654","0.176062940025809","0.292287578547272"
"Oft","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","37","0.229997614355005","0.15952903625772","0.30046619245229"
"Oft","2003","(Fach-)Abitur","Baden-Wuerttemberg","67","0.213454626765649","0.167988760433445","0.258920493097853"
"Oft","2003","(Fach-)Abitur","Bayern","71","0.225117761136894","0.177537702906647","0.272697819367141"
"Oft","2003","(Fach-)Abitur","Saarland","","","",""
"Oft","2003","(Fach-)Abitur","Berlin","33","0.287055825981922","0.203645500809159","0.370466151154685"
"Oft","2003","(Fach-)Abitur","Brandenburg","19","","",""
"Oft","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","5","0.258178697581497","0.0663811957104228","0.449976199452571"
"Oft","2003","(Fach-)Abitur","Sachsen","28","","",""
"Oft","2003","(Fach-)Abitur","Sachsen-Anhalt","18","","",""
"Oft","2003","(Fach-)Abitur","Thueringen","15","","",""
"Oft","2003","AkademikerIn","Schleswig-Holstein","22","","",""
"Oft","2003","AkademikerIn","Hamburg","16","","",""
"Oft","2003","AkademikerIn","Niedersachsen","75","0.260493539201097","0.210744813449992","0.310242264952202"
"Oft","2003","AkademikerIn","Bremen","10","","",""
"Oft","2003","AkademikerIn","Nordrhein-Westfalen","186","","",""
"Oft","2003","AkademikerIn","Hessen","72","0.228853139715553","0.183039603530653","0.274666675900454"
"Oft","2003","AkademikerIn","Rheinland-Pfalz,Saarland","40","0.198377880471924","0.140914165943616","0.255841595000233"
"Oft","2003","AkademikerIn","Baden-Wuerttemberg","84","0.184092682062437","0.14898001316904","0.219205350955834"
"Oft","2003","AkademikerIn","Bayern","118","","",""
"Oft","2003","AkademikerIn","Saarland","","","",""
"Oft","2003","AkademikerIn","Berlin","48","0.204471321275952","0.154072003301751","0.254870639250153"
"Oft","2003","AkademikerIn","Brandenburg","20","","",""
"Oft","2003","AkademikerIn","Mecklenburg-Vorpommern","28","","",""
"Oft","2003","AkademikerIn","Sachsen","76","0.201894973532793","0.161103499664897","0.242686447400688"
"Oft","2003","AkademikerIn","Sachsen-Anhalt","39","0.177015150936141","0.127031816870641","0.226998485001642"
"Oft","2003","AkademikerIn","Thueringen","23","","",""
"Manchmal","2003","(noch) kein Abschluss","Schleswig-Holstein","8","0.345568777607765","0.146851328089278","0.544286227126252"
"Manchmal","2003","(noch) kein Abschluss","Hamburg","3","","",""
"Manchmal","2003","(noch) kein Abschluss","Niedersachsen","25","","",""
"Manchmal","2003","(noch) kein Abschluss","Bremen","","","",""
"Manchmal","2003","(noch) kein Abschluss","Nordrhein-Westfalen","80","0.307443544713012","0.248820294553625","0.366066794872399"
"Manchmal","2003","(noch) kein Abschluss","Hessen","16","","",""
"Manchmal","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","14","","",""
"Manchmal","2003","(noch) kein Abschluss","Baden-Wuerttemberg","36","0.30432576445157","0.223664429552763","0.384987099350377"
"Manchmal","2003","(noch) kein Abschluss","Bayern","33","0.294772911509098","0.203567469409297","0.385978353608898"
"Manchmal","2003","(noch) kein Abschluss","Saarland","","","",""
"Manchmal","2003","(noch) kein Abschluss","Berlin","9","0.24949670522469","0.120159768043022","0.378833642406357"
"Manchmal","2003","(noch) kein Abschluss","Brandenburg","10","","",""
"Manchmal","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","7","0.480795481714293","0.249981953898005","0.71160900953058"
"Manchmal","2003","(noch) kein Abschluss","Sachsen","16","","",""
"Manchmal","2003","(noch) kein Abschluss","Sachsen-Anhalt","8","0.28910345550272","0.141013131416682","0.437193779588759"
"Manchmal","2003","(noch) kein Abschluss","Thueringen","13","","",""
"Manchmal","2003","Hauptschule","Schleswig-Holstein","94","0.357801516640828","0.301854199795708","0.413748833485949"
"Manchmal","2003","Hauptschule","Hamburg","37","0.372415808575085","0.269030578245335","0.475801038904836"
"Manchmal","2003","Hauptschule","Niedersachsen","226","","",""
"Manchmal","2003","Hauptschule","Bremen","17","","",""
"Manchmal","2003","Hauptschule","Nordrhein-Westfalen","614","0.311536387230609","0.290651747040693","0.332421027420525"
"Manchmal","2003","Hauptschule","Hessen","169","","",""
"Manchmal","2003","Hauptschule","Rheinland-Pfalz,Saarland","183","","",""
"Manchmal","2003","Hauptschule","Baden-Wuerttemberg","377","0.309475063138673","0.282768811135994","0.336181315141353"
"Manchmal","2003","Hauptschule","Bayern","415","0.259922377015014","0.237037685860481","0.282807068169547"
"Manchmal","2003","Hauptschule","Saarland","","","",""
"Manchmal","2003","Hauptschule","Berlin","42","0.271512669079043","0.201498120480045","0.341527217678041"
"Manchmal","2003","Hauptschule","Brandenburg","61","0.232696157202958","0.1791254434434","0.286266870962516"
"Manchmal","2003","Hauptschule","Mecklenburg-Vorpommern","31","0.256239346097377","0.180314182020587","0.332164510174166"
"Manchmal","2003","Hauptschule","Sachsen","88","0.208669137719213","0.169573148591214","0.247765126847213"
"Manchmal","2003","Hauptschule","Sachsen-Anhalt","56","0.184733679340905","0.139835375611362","0.229631983070449"
"Manchmal","2003","Hauptschule","Thueringen","74","0.226196086088894","0.178775108706154","0.273617063471635"
"Manchmal","2003","Realschule","Schleswig-Holstein","77","0.447233442048202","0.371367975222408","0.523098908873996"
"Manchmal","2003","Realschule","Hamburg","26","","",""
"Manchmal","2003","Realschule","Niedersachsen","230","","",""
"Manchmal","2003","Realschule","Bremen","17","","",""
"Manchmal","2003","Realschule","Nordrhein-Westfalen","379","0.411090564099772","0.379535601950704","0.442645526248839"
"Manchmal","2003","Realschule","Hessen","126","","",""
"Manchmal","2003","Realschule","Rheinland-Pfalz,Saarland","88","0.357609414920138","0.299461801692363","0.415757028147913"
"Manchmal","2003","Realschule","Baden-Wuerttemberg","241","","",""
"Manchmal","2003","Realschule","Bayern","258","","",""
"Manchmal","2003","Realschule","Saarland","","","",""
"Manchmal","2003","Realschule","Berlin","83","0.340783264603558","0.281066860313386","0.40049966889373"
"Manchmal","2003","Realschule","Brandenburg","118","","",""
"Manchmal","2003","Realschule","Mecklenburg-Vorpommern","79","0.363624245233985","0.298870724057532","0.428377766410439"
"Manchmal","2003","Realschule","Sachsen","247","","",""
"Manchmal","2003","Realschule","Sachsen-Anhalt","76","0.247500811494676","0.199226039099771","0.295775583889581"
"Manchmal","2003","Realschule","Thueringen","126","","",""
"Manchmal","2003","(Fach-)Abitur","Schleswig-Holstein","35","0.463334547619363","0.351955912997329","0.574713182241397"
"Manchmal","2003","(Fach-)Abitur","Hamburg","19","","",""
"Manchmal","2003","(Fach-)Abitur","Niedersachsen","66","0.300904393228803","0.236197285641734","0.365611500815872"
"Manchmal","2003","(Fach-)Abitur","Bremen","10","","",""
"Manchmal","2003","(Fach-)Abitur","Nordrhein-Westfalen","284","","",""
"Manchmal","2003","(Fach-)Abitur","Hessen","80","0.39698704113608","0.329846552890237","0.464127529381924"
"Manchmal","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","56","0.409295230758477","0.326958922942592","0.491631538574361"
"Manchmal","2003","(Fach-)Abitur","Baden-Wuerttemberg","96","0.294012418626216","0.243458809964847","0.344566027287585"
"Manchmal","2003","(Fach-)Abitur","Bayern","111","","",""
"Manchmal","2003","(Fach-)Abitur","Saarland","","","",""
"Manchmal","2003","(Fach-)Abitur","Berlin","44","0.422308032924586","0.331238794490235","0.513377271358936"
"Manchmal","2003","(Fach-)Abitur","Brandenburg","30","0.355524422599818","0.245718791343271","0.465330053856365"
"Manchmal","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","8","0.49766011718139","0.278531881553454","0.716788352809327"
"Manchmal","2003","(Fach-)Abitur","Sachsen","39","0.368674654265012","0.275048699700597","0.462300608829427"
"Manchmal","2003","(Fach-)Abitur","Sachsen-Anhalt","25","","",""
"Manchmal","2003","(Fach-)Abitur","Thueringen","29","","",""
"Manchmal","2003","AkademikerIn","Schleswig-Holstein","57","0.545701535987232","0.450915713987346","0.640487357987119"
"Manchmal","2003","AkademikerIn","Hamburg","31","0.406222316825107","0.294323355335272","0.518121278314943"
"Manchmal","2003","AkademikerIn","Niedersachsen","106","","",""
"Manchmal","2003","AkademikerIn","Bremen","17","","",""
"Manchmal","2003","AkademikerIn","Nordrhein-Westfalen","346","0.388817110041366","0.355948751607435","0.421685468475298"
"Manchmal","2003","AkademikerIn","Hessen","131","","",""
"Manchmal","2003","AkademikerIn","Rheinland-Pfalz,Saarland","70","0.425104573906748","0.353867750952584","0.496341396860913"
"Manchmal","2003","AkademikerIn","Baden-Wuerttemberg","193","","",""
"Manchmal","2003","AkademikerIn","Bayern","207","","",""
"Manchmal","2003","AkademikerIn","Saarland","","","",""
"Manchmal","2003","AkademikerIn","Berlin","107","","",""
"Manchmal","2003","AkademikerIn","Brandenburg","123","","",""
"Manchmal","2003","AkademikerIn","Mecklenburg-Vorpommern","48","0.317935940270521","0.240241320994712","0.39563055954633"
"Manchmal","2003","AkademikerIn","Sachsen","143","","",""
"Manchmal","2003","AkademikerIn","Sachsen-Anhalt","70","0.273122712849867","0.21477369638954","0.331471729310195"
"Manchmal","2003","AkademikerIn","Thueringen","78","0.41657317848765","0.343739775067268","0.489406581908032"
"Selten","2003","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Selten","2003","(noch) kein Abschluss","Hamburg","1","","",""
"Selten","2003","(noch) kein Abschluss","Niedersachsen","11","","",""
"Selten","2003","(noch) kein Abschluss","Bremen","","","",""
"Selten","2003","(noch) kein Abschluss","Nordrhein-Westfalen","36","0.182732272348213","0.133635898774678","0.231828645921748"
"Selten","2003","(noch) kein Abschluss","Hessen","11","","",""
"Selten","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","11","","",""
"Selten","2003","(noch) kein Abschluss","Baden-Wuerttemberg","28","","",""
"Selten","2003","(noch) kein Abschluss","Bayern","21","","",""
"Selten","2003","(noch) kein Abschluss","Saarland","","","",""
"Selten","2003","(noch) kein Abschluss","Berlin","6","0.139275548142842","0.0357891261064429","0.242761970179241"
"Selten","2003","(noch) kein Abschluss","Brandenburg","2","","",""
"Selten","2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","4","0.127509234247451","-0.0265767287241807","0.281595197219083"
"Selten","2003","(noch) kein Abschluss","Sachsen","4","0.0876326055801976","0.00764085284929951","0.167624358311096"
"Selten","2003","(noch) kein Abschluss","Sachsen-Anhalt","6","0.117282576064392","0.0121773190607918","0.222387833067992"
"Selten","2003","(noch) kein Abschluss","Thueringen","1","","",""
"Selten","2003","Hauptschule","Schleswig-Holstein","95","0.306478703485051","0.252669868571717","0.360287538398384"
"Selten","2003","Hauptschule","Hamburg","26","","",""
"Selten","2003","Hauptschule","Niedersachsen","249","","",""
"Selten","2003","Hauptschule","Bremen","15","","",""
"Selten","2003","Hauptschule","Nordrhein-Westfalen","524","0.274181978718381","0.254064875753911","0.294299081682851"
"Selten","2003","Hauptschule","Hessen","146","","",""
"Selten","2003","Hauptschule","Rheinland-Pfalz,Saarland","173","","",""
"Selten","2003","Hauptschule","Baden-Wuerttemberg","342","0.308276171825874","0.281598570629269","0.33495377302248"
"Selten","2003","Hauptschule","Bayern","433","0.301580741309663","0.277634106590416","0.32552737602891"
"Selten","2003","Hauptschule","Saarland","","","",""
"Selten","2003","Hauptschule","Berlin","48","0.261330976902961","0.192163388904244","0.330498564901678"
"Selten","2003","Hauptschule","Brandenburg","61","0.247265934278153","0.19257037468807","0.301961493868236"
"Selten","2003","Hauptschule","Mecklenburg-Vorpommern","36","0.246412274774507","0.171466991156816","0.321357558392198"
"Selten","2003","Hauptschule","Sachsen","132","","",""
"Selten","2003","Hauptschule","Sachsen-Anhalt","68","0.224162119336987","0.175914738199905","0.272409500474068"
"Selten","2003","Hauptschule","Thueringen","98","0.31236990881143","0.259837837033544","0.364901980589316"
"Selten","2003","Realschule","Schleswig-Holstein","47","0.310078221316257","0.239504717740454","0.38065172489206"
"Selten","2003","Realschule","Hamburg","21","","",""
"Selten","2003","Realschule","Niedersachsen","141","","",""
"Selten","2003","Realschule","Bremen","12","","",""
"Selten","2003","Realschule","Nordrhein-Westfalen","228","","",""
"Selten","2003","Realschule","Hessen","103","","",""
"Selten","2003","Realschule","Rheinland-Pfalz,Saarland","78","0.312850990066123","0.256601049649951","0.369100930482295"
"Selten","2003","Realschule","Baden-Wuerttemberg","155","","",""
"Selten","2003","Realschule","Bayern","210","","",""
"Selten","2003","Realschule","Saarland","","","",""
"Selten","2003","Realschule","Berlin","71","0.292684142236929","0.235358793967546","0.350009490506312"
"Selten","2003","Realschule","Brandenburg","99","0.320016783471112","0.269378990878954","0.37065457606327"
"Selten","2003","Realschule","Mecklenburg-Vorpommern","65","0.297176959212902","0.235657752991223","0.358696165434581"
"Selten","2003","Realschule","Sachsen","192","","",""
"Selten","2003","Realschule","Sachsen-Anhalt","107","","",""
"Selten","2003","Realschule","Thueringen","133","","",""
"Selten","2003","(Fach-)Abitur","Schleswig-Holstein","17","","",""
"Selten","2003","(Fach-)Abitur","Hamburg","7","0.174440893953376","0.0582814831396888","0.290600304767064"
"Selten","2003","(Fach-)Abitur","Niedersachsen","44","0.240250537549909","0.179975592755503","0.300525482344315"
"Selten","2003","(Fach-)Abitur","Bremen","5","0.227501090482699","0.0597817488178236","0.395220432147575"
"Selten","2003","(Fach-)Abitur","Nordrhein-Westfalen","128","","",""
"Selten","2003","(Fach-)Abitur","Hessen","42","0.159718084072492","0.109446500976407","0.209989667168578"
"Selten","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","23","","",""
"Selten","2003","(Fach-)Abitur","Baden-Wuerttemberg","83","0.272858746934046","0.223433468299177","0.322284025568914"
"Selten","2003","(Fach-)Abitur","Bayern","73","0.247897111787785","0.198707137316902","0.297087086258668"
"Selten","2003","(Fach-)Abitur","Saarland","","","",""
"Selten","2003","(Fach-)Abitur","Berlin","15","","",""
"Selten","2003","(Fach-)Abitur","Brandenburg","13","","",""
"Selten","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","4","0.101230925959151","-0.0309636871066894","0.233425539024992"
"Selten","2003","(Fach-)Abitur","Sachsen","23","","",""
"Selten","2003","(Fach-)Abitur","Sachsen-Anhalt","15","","",""
"Selten","2003","(Fach-)Abitur","Thueringen","14","","",""
"Selten","2003","AkademikerIn","Schleswig-Holstein","25","","",""
"Selten","2003","AkademikerIn","Hamburg","18","","",""
"Selten","2003","AkademikerIn","Niedersachsen","72","0.210536025235487","0.164325397827103","0.256746652643872"
"Selten","2003","AkademikerIn","Bremen","7","0.16653230305024","0.048078250617558","0.284986355482923"
"Selten","2003","AkademikerIn","Nordrhein-Westfalen","201","","",""
"Selten","2003","AkademikerIn","Hessen","76","0.24594271407031","0.198978616590406","0.292906811550215"
"Selten","2003","AkademikerIn","Rheinland-Pfalz,Saarland","47","0.223829539911723","0.163767582337165","0.283891497486282"
"Selten","2003","AkademikerIn","Baden-Wuerttemberg","139","","",""
"Selten","2003","AkademikerIn","Bayern","183","","",""
"Selten","2003","AkademikerIn","Saarland","","","",""
"Selten","2003","AkademikerIn","Berlin","66","0.222063988524103","0.170125232535909","0.274002744512298"
"Selten","2003","AkademikerIn","Brandenburg","76","0.263128885227714","0.209294276795431","0.316963493659997"
"Selten","2003","AkademikerIn","Mecklenburg-Vorpommern","50","0.420369733394917","0.338012870562134","0.502726596227699"
"Selten","2003","AkademikerIn","Sachsen","113","","",""
"Selten","2003","AkademikerIn","Sachsen-Anhalt","82","0.366999765917592","0.303880940162185","0.430118591673"
"Selten","2003","AkademikerIn","Thueringen","55","0.320052552340276","0.251133375997444","0.388971728683108"
"Nie","2003","(noch) kein Abschluss","Schleswig-Holstein","4","0.243154043140576","0.0638949289984642","0.422413157282687"
"Nie","2003","(noch) kein Abschluss","Hamburg","","","",""
"Nie","2003","(noch) kein Abschluss","Niedersachsen","7","0.155053931752878","0.077184871924013","0.232922991581743"
"Nie","2003","(noch) kein Abschluss","Bremen","","","",""
"Nie","2003","(noch) kein Abschluss","Nordrhein-Westfalen","37","0.196240774614045","0.145784262888696","0.246697286339394"
"Nie","2003","(noch) kein Abschluss","Hessen","10","","",""
"Nie","2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Nie","2003","(noch) kein Abschluss","Baden-Wuerttemberg","23","","",""
"Nie","2003","(noch) kein Abschluss","Bayern","12","","",""
"Nie","2003","(noch) kein Abschluss","Saarland","","","",""
"Nie","2003","(noch) kein Abschluss","Berlin","6","0.186888658846058","0.0703740594665597","0.303403258225556"
"Nie","2003","(noch) kein Abschluss","Brandenburg","2","","",""
