year,bula_h,regtyp,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Lower Saxony,Urban regions,No,0.38804,161,486,0.34467,0.43141
2007,Lower Saxony,Rural regions,Yes,0.54345,331,515,0.50039,0.58652
2007,Lower Saxony,Rural regions,No,0.45655,184,515,0.41348,0.49961
2007,Bremen,Urban regions,Yes,0.54558,54,89,0.44154,0.64961
2007,Bremen,Urban regions,No,0.45442,35,89,0.35039,0.55846
2007,North Rhine-Westphalia,Urban regions,Yes,0.56595,1465,2267,0.54554,0.58636
2007,North Rhine-Westphalia,Urban regions,No,0.43405,802,2267,0.41364,0.45446
2007,North Rhine-Westphalia,Rural regions,Yes,0.52987,34,34,0.35958,0.70016
2007,Hesse,Urban regions,Yes,0.61692,440,636,0.57911,0.65473
2007,Hesse,Urban regions,No,0.38308,196,636,0.34527,0.42089
2007,Hesse,Rural regions,Yes,0.63263,88,141,0.55277,0.71249
2007,Hesse,Rural regions,No,0.36737,53,141,0.28751,0.44723
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.49511,285,506,0.45150,0.53872
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.50489,221,506,0.46128,0.54850
2007,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.47808,84,152,0.39840,0.55775
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.52192,68,152,0.44225,0.60160
2007,Baden-Wuerttemberg,Urban regions,Yes,0.54786,752,1224,0.51997,0.57575
2007,Baden-Wuerttemberg,Urban regions,No,0.45214,472,1224,0.42425,0.48003
2007,Baden-Wuerttemberg,Rural regions,Yes,0.57006,77,116,0.47957,0.66054
2007,Baden-Wuerttemberg,Rural regions,No,0.42994,39,116,0.33946,0.52043
2007,Bavaria,Urban regions,Yes,0.60649,556,812,0.57287,0.64011
2007,Bavaria,Urban regions,No,0.39351,256,812,0.35989,0.42713
2007,Bavaria,Rural regions,Yes,0.54855,512,817,0.51441,0.58270
2007,Bavaria,Rural regions,No,0.45145,305,817,0.41730,0.48559
2007,Berlin,Urban regions,Yes,0.61037,319,464,0.56595,0.65479
2007,Berlin,Urban regions,No,0.38963,145,464,0.34521,0.43405
2007,Brandenburg,Rural regions,Yes,0.42594,223,441,0.37973,0.47214
2007,Brandenburg,Rural regions,No,0.57406,218,441,0.52786,0.62027
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.39251,122,242,0.33086,0.45416
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.60749,120,242,0.54584,0.66914
2007,Saxony,Urban regions,Yes,0.51113,243,418,0.46315,0.55911
2007,Saxony,Urban regions,No,0.48887,175,418,0.44089,0.53685
2007,Saxony,Rural regions,Yes,0.41943,211,409,0.37155,0.46731
2007,Saxony,Rural regions,No,0.58057,198,409,0.53269,0.62845
2007,Saxony-Anhalt,Urban regions,Yes,0.48329,55,93,0.38117,0.58540
2007,Saxony-Anhalt,Urban regions,No,0.51671,38,93,0.41460,0.61883
2007,Saxony-Anhalt,Rural regions,Yes,0.39074,173,369,0.34089,0.44059
2007,Saxony-Anhalt,Rural regions,No,0.60926,196,369,0.55941,0.65911
2007,Thuringa,Urban regions,Yes,0.38995,68,141,0.30916,0.47075
2007,Thuringa,Urban regions,No,0.61005,73,141,0.52925,0.69084
2007,Thuringa,Rural regions,Yes,0.34248,157,341,0.29204,0.39292
2007,Thuringa,Rural regions,No,0.65752,184,341,0.60708,0.70796
2011,Schleswig-Holstein,Urban regions,Yes,0.68503,90,90,0.58853,0.78154
2011,Schleswig-Holstein,Rural regions,Yes,0.70976,215,285,0.65698,0.76255
2011,Schleswig-Holstein,Rural regions,No,0.29024,70,285,0.23745,0.34302
2011,Hamburg,Urban regions,Yes,0.72265,156,195,0.65965,0.78565
2011,Hamburg,Urban regions,No,0.27735,39,195,0.21435,0.34035
2011,Lower Saxony,Urban regions,Yes,0.67836,388,512,0.63786,0.71886
2011,Lower Saxony,Urban regions,No,0.32164,124,512,0.28114,0.36214
2011,Lower Saxony,Rural regions,Yes,0.66883,423,574,0.63030,0.70737
2011,Lower Saxony,Rural regions,No,0.33117,151,574,0.29263,0.36970
2011,Bremen,Urban regions,Yes,0.75569,61,61,0.64696,0.86441
2011,North Rhine-Westphalia,Urban regions,Yes,0.67625,1729,2281,0.65705,0.69546
2011,North Rhine-Westphalia,Urban regions,No,0.32375,552,2281,0.30454,0.34295
2011,North Rhine-Westphalia,Rural regions,Yes,0.71162,51,51,0.58606,0.83719
2011,Hesse,Urban regions,Yes,0.73161,534,671,0.69806,0.76517
2011,Hesse,Urban regions,No,0.26839,137,671,0.23483,0.30194
2011,Hesse,Rural regions,Yes,0.70990,112,151,0.63728,0.78253
2011,Hesse,Rural regions,No,0.29010,39,151,0.21747,0.36272
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.60819,351,523,0.56631,0.65007
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.39181,172,523,0.34993,0.43369
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.65745,134,182,0.58832,0.72659
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.34255,48,182,0.27341,0.41168
2011,Baden-Wuerttemberg,Urban regions,Yes,0.70201,960,1249,0.67663,0.72738
2011,Baden-Wuerttemberg,Urban regions,No,0.29799,289,1249,0.27262,0.32337
2011,Baden-Wuerttemberg,Rural regions,Yes,0.63857,110,146,0.56037,0.71677
2011,Baden-Wuerttemberg,Rural regions,No,0.36143,36,146,0.28323,0.43963
2011,Bavaria,Urban regions,Yes,0.72361,705,901,0.69439,0.75283
2011,Bavaria,Urban regions,No,0.27639,196,901,0.24717,0.30561
2011,Bavaria,Rural regions,Yes,0.63167,641,927,0.60060,0.66273
2011,Bavaria,Rural regions,No,0.36833,286,927,0.33727,0.39940
2011,Berlin,Urban regions,Yes,0.73876,404,508,0.70052,0.77700
2011,Berlin,Urban regions,No,0.26124,104,508,0.22300,0.29948
2011,Brandenburg,Urban regions,Yes,0.84311,39,39,0.72747,0.95875
2011,Brandenburg,Rural regions,Yes,0.47036,275,471,0.42524,0.51548
2011,Brandenburg,Rural regions,No,0.52964,196,471,0.48452,0.57476
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.55864,176,283,0.50068,0.61659
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.44136,107,283,0.38341,0.49932
2011,Saxony,Urban regions,Yes,0.63689,295,423,0.59100,0.68277
2011,Saxony,Urban regions,No,0.36311,128,423,0.31723,0.40900
2011,Saxony,Rural regions,Yes,0.62238,257,379,0.57351,0.67125
2011,Saxony,Rural regions,No,0.37762,122,379,0.32875,0.42649
2011,Saxony-Anhalt,Urban regions,Yes,0.61110,96,130,0.52698,0.69523
2011,Saxony-Anhalt,Urban regions,No,0.38890,34,130,0.30477,0.47302
2011,Saxony-Anhalt,Rural regions,Yes,0.53069,230,377,0.48025,0.58114
2011,Saxony-Anhalt,Rural regions,No,0.46931,147,377,0.41886,0.51975
2011,Thuringa,Urban regions,Yes,0.64112,119,169,0.56859,0.71366
2011,Thuringa,Urban regions,No,0.35888,50,169,0.28634,0.43141
2011,Thuringa,Rural regions,Yes,0.50489,200,346,0.45214,0.55765
2011,Thuringa,Rural regions,No,0.49511,146,346,0.44235,0.54786
2013,Schleswig-Holstein,Urban regions,Yes,0.71756,114,114,0.63456,0.80057
2013,Schleswig-Holstein,Rural regions,Yes,0.71418,252,322,0.66475,0.76360
2013,Schleswig-Holstein,Rural regions,No,0.28582,70,322,0.23640,0.33525
2013,Hamburg,Urban regions,Yes,0.73989,235,278,0.68823,0.79155
2013,Hamburg,Urban regions,No,0.26011,43,278,0.20845,0.31177
2013,Lower Saxony,Urban regions,Yes,0.73900,451,550,0.70227,0.77574
2013,Lower Saxony,Urban regions,No,0.26100,99,550,0.22426,0.29773
2013,Lower Saxony,Rural regions,Yes,0.73269,555,677,0.69933,0.76605
2013,Lower Saxony,Rural regions,No,0.26731,122,677,0.23395,0.30067
2013,Bremen,Urban regions,Yes,0.83698,92,92,0.76109,0.91288
2013,North Rhine-Westphalia,Urban regions,Yes,0.75836,2338,2774,0.74243,0.77429
2013,North Rhine-Westphalia,Urban regions,No,0.24164,436,2774,0.22571,0.25757
2013,North Rhine-Westphalia,Rural regions,Yes,0.74337,48,48,0.61849,0.86824
2013,Hesse,Urban regions,Yes,0.76430,722,863,0.73596,0.79263
2013,Hesse,Urban regions,No,0.23570,141,863,0.20737,0.26404
2013,Hesse,Rural regions,Yes,0.66806,128,170,0.59706,0.73906
2013,Hesse,Rural regions,No,0.33194,42,170,0.26094,0.40294
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.68236,484,643,0.64634,0.71837
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.31764,159,643,0.28163,0.35366
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.72149,153,189,0.65741,0.78557
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.27851,36,189,0.21443,0.34259
2013,Baden-Wuerttemberg,Urban regions,Yes,0.75576,1235,1477,0.73384,0.77768
2013,Baden-Wuerttemberg,Urban regions,No,0.24424,242,1477,0.22232,0.26616
2013,Baden-Wuerttemberg,Rural regions,Yes,0.77344,129,129,0.70093,0.84596
2013,Bavaria,Urban regions,Yes,0.78098,903,1068,0.75616,0.80579
2013,Bavaria,Urban regions,No,0.21902,165,1068,0.19421,0.24384
2013,Bavaria,Rural regions,Yes,0.69718,875,1133,0.67041,0.72395
2013,Bavaria,Rural regions,No,0.30282,258,1133,0.27605,0.32959
2013,Berlin,Urban regions,Yes,0.80033,533,624,0.76894,0.83172
2013,Berlin,Urban regions,No,0.19967,91,624,0.16828,0.23106
2013,Brandenburg,Urban regions,Yes,0.84198,37,37,0.72282,0.96113
2013,Brandenburg,Rural regions,Yes,0.54935,306,477,0.50466,0.59405
2013,Brandenburg,Rural regions,No,0.45065,171,477,0.40595,0.49534
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.62478,176,260,0.56582,0.68375
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.37522,84,260,0.31625,0.43418
2013,Saxony,Urban regions,Yes,0.68709,324,428,0.64311,0.73107
2013,Saxony,Urban regions,No,0.31291,104,428,0.26893,0.35689
2013,Saxony,Rural regions,Yes,0.66485,287,393,0.61812,0.71158
2013,Saxony,Rural regions,No,0.33515,106,393,0.28842,0.38188
2013,Saxony-Anhalt,Urban regions,Yes,0.61886,96,131,0.53537,0.70235
2013,Saxony-Anhalt,Urban regions,No,0.38114,35,131,0.29765,0.46463
2013,Saxony-Anhalt,Rural regions,Yes,0.61137,253,373,0.56183,0.66090
2013,Saxony-Anhalt,Rural regions,No,0.38863,120,373,0.33910,0.43817
2013,Thuringa,Urban regions,Yes,0.68499,117,159,0.61256,0.75742
2013,Thuringa,Urban regions,No,0.31501,42,159,0.24258,0.38744
2013,Thuringa,Rural regions,Yes,0.54609,205,335,0.49269,0.59948
2013,Thuringa,Rural regions,No,0.45391,130,335,0.40052,0.50731
2014,Schleswig-Holstein,Urban regions,Yes,0.70872,136,169,0.64001,0.77742
2014,Schleswig-Holstein,Urban regions,No,0.29128,33,169,0.22258,0.35999
2014,Schleswig-Holstein,Rural regions,Yes,0.73737,330,398,0.69408,0.78066
2014,Schleswig-Holstein,Rural regions,No,0.26263,68,398,0.21934,0.30592
2014,Hamburg,Urban regions,Yes,0.78546,236,269,0.73631,0.83461
2014,Hamburg,Urban regions,No,0.21454,33,269,0.16539,0.26369
2014,Lower Saxony,Urban regions,Yes,0.76463,532,628,0.73142,0.79783
2014,Lower Saxony,Urban regions,No,0.23537,96,628,0.20217,0.26858
2014,Lower Saxony,Rural regions,Yes,0.74208,695,831,0.71231,0.77184
2014,Lower Saxony,Rural regions,No,0.25792,136,831,0.22816,0.28769
2014,Bremen,Urban regions,Yes,0.80827,105,105,0.73261,0.88393
2014,North Rhine-Westphalia,Urban regions,Yes,0.77504,2736,3158,0.76048,0.78961
2014,North Rhine-Westphalia,Urban regions,No,0.22496,422,3158,0.21039,0.23952
2014,North Rhine-Westphalia,Rural regions,Yes,0.75041,51,51,0.63045,0.87037
2014,Hesse,Urban regions,Yes,0.77877,784,909,0.75177,0.80577
2014,Hesse,Urban regions,No,0.22123,125,909,0.19423,0.24823
2014,Hesse,Rural regions,Yes,0.74040,173,173,0.67488,0.80592
2014,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.69466,556,704,0.66062,0.72871
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.30534,148,704,0.27129,0.33938
2014,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.69533,176,214,0.63351,0.75714
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.30467,38,214,0.24286,0.36649
2014,Baden-Wuerttemberg,Urban regions,Yes,0.75154,1381,1620,0.73050,0.77259
2014,Baden-Wuerttemberg,Urban regions,No,0.24846,239,1620,0.22741,0.26950
2014,Baden-Wuerttemberg,Rural regions,Yes,0.76159,175,175,0.69828,0.82491
2014,Bavaria,Urban regions,Yes,0.78543,1040,1199,0.76218,0.80868
2014,Bavaria,Urban regions,No,0.21457,159,1199,0.19132,0.23782
2014,Bavaria,Rural regions,Yes,0.70438,1092,1347,0.68000,0.72876
2014,Bavaria,Rural regions,No,0.29562,255,1347,0.27124,0.32000
2014,Berlin,Urban regions,Yes,0.83216,570,650,0.80340,0.86091
2014,Berlin,Urban regions,No,0.16784,80,650,0.13909,0.19660
2014,Brandenburg,Urban regions,Yes,0.86111,48,48,0.76224,0.95998
2014,Brandenburg,Rural regions,Yes,0.56852,399,566,0.52768,0.60936
2014,Brandenburg,Rural regions,No,0.43148,167,566,0.39064,0.47232
2014,Mecklenburg-Western Pomerania,Urban regions,Yes,0.63546,32,32,0.46603,0.80489
2014,Mecklenburg-Western Pomerania,Rural regions,Yes,0.66572,229,309,0.61304,0.71841
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.33428,80,309,0.28159,0.38696
2014,Saxony,Urban regions,Yes,0.69764,387,497,0.65722,0.73806
2014,Saxony,Urban regions,No,0.30236,110,497,0.26194,0.34278
2014,Saxony,Rural regions,Yes,0.67347,341,447,0.62995,0.71699
2014,Saxony,Rural regions,No,0.32653,106,447,0.28301,0.37005
2014,Saxony-Anhalt,Urban regions,Yes,0.55987,102,140,0.47735,0.64240
2014,Saxony-Anhalt,Urban regions,No,0.44013,38,140,0.35760,0.52265
2014,Saxony-Anhalt,Rural regions,Yes,0.62406,323,444,0.57896,0.66917
2014,Saxony-Anhalt,Rural regions,No,0.37594,121,444,0.33083,0.42104
2014,Thuringa,Urban regions,Yes,0.68748,151,197,0.62258,0.75237
2014,Thuringa,Urban regions,No,0.31252,46,197,0.24763,0.37742
2014,Thuringa,Rural regions,Yes,0.57958,270,394,0.53077,0.62838
2014,Thuringa,Rural regions,No,0.42042,124,394,0.37162,0.46923
2015,Schleswig-Holstein,Urban regions,Yes,0.79099,135,135,0.72214,0.85983
2015,Schleswig-Holstein,Rural regions,Yes,0.78331,332,395,0.74263,0.82399
2015,Schleswig-Holstein,Rural regions,No,0.21669,63,395,0.17601,0.25737
2015,Hamburg,Urban regions,Yes,0.82884,255,255,0.78252,0.87516
2015,Lower Saxony,Urban regions,Yes,0.79431,540,623,0.76254,0.82608
2015,Lower Saxony,Urban regions,No,0.20569,83,623,0.17392,0.23746
2015,Lower Saxony,Rural regions,Yes,0.77236,747,865,0.74440,0.80032
2015,Lower Saxony,Rural regions,No,0.22764,118,865,0.19968,0.25560
2015,Bremen,Urban regions,Yes,0.86751,107,107,0.80297,0.93205
2015,North Rhine-Westphalia,Urban regions,Yes,0.78343,2737,3149,0.76904,0.79782
2015,North Rhine-Westphalia,Urban regions,No,0.21657,412,3149,0.20218,0.23096
2015,North Rhine-Westphalia,Rural regions,Yes,0.72444,46,46,0.59389,0.85498
2015,Hesse,Urban regions,Yes,0.80820,809,910,0.78260,0.83380
2015,Hesse,Urban regions,No,0.19180,101,910,0.16620,0.21740
2015,Hesse,Rural regions,Yes,0.79000,189,189,0.73178,0.84823
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.72702,546,681,0.69353,0.76050
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.27298,135,681,0.23950,0.30647
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.73601,203,239,0.68001,0.79201
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.26399,36,239,0.20799,0.31999
2015,Baden-Wuerttemberg,Urban regions,Yes,0.78814,1438,1638,0.76835,0.80794
2015,Baden-Wuerttemberg,Urban regions,No,0.21186,200,1638,0.19206,0.23165
2015,Baden-Wuerttemberg,Rural regions,Yes,0.78513,166,166,0.72246,0.84780
2015,Bavaria,Urban regions,Yes,0.80259,1098,1242,0.78045,0.82474
2015,Bavaria,Urban regions,No,0.19741,144,1242,0.17526,0.21955
2015,Bavaria,Rural regions,Yes,0.74347,1125,1339,0.72007,0.76687
2015,Bavaria,Rural regions,No,0.25653,214,1339,0.23313,0.27993
2015,Berlin,Urban regions,Yes,0.81686,564,646,0.78701,0.84671
2015,Berlin,Urban regions,No,0.18314,82,646,0.15329,0.21299
2015,Brandenburg,Urban regions,Yes,0.91682,45,45,0.83522,0.99842
2015,Brandenburg,Rural regions,Yes,0.60958,414,558,0.56907,0.65010
2015,Brandenburg,Rural regions,No,0.39042,144,558,0.34990,0.43093
2015,Mecklenburg-Western Pomerania,Urban regions,Yes,0.74003,34,34,0.59038,0.88968
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.70718,231,306,0.65611,0.75825
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.29282,75,306,0.24175,0.34389
2015,Saxony,Urban regions,Yes,0.74554,405,498,0.70724,0.78383
2015,Saxony,Urban regions,No,0.25446,93,498,0.21617,0.29276
2015,Saxony,Rural regions,Yes,0.71784,322,405,0.67396,0.76173
2015,Saxony,Rural regions,No,0.28216,83,405,0.23827,0.32604
2015,Saxony-Anhalt,Urban regions,Yes,0.60736,99,134,0.52437,0.69036
2015,Saxony-Anhalt,Urban regions,No,0.39264,35,134,0.30964,0.47563
2015,Saxony-Anhalt,Rural regions,Yes,0.61771,296,410,0.57062,0.66481
2015,Saxony-Anhalt,Rural regions,No,0.38229,114,410,0.33519,0.42938
2015,Thuringa,Urban regions,Yes,0.72397,148,189,0.66006,0.78787
2015,Thuringa,Urban regions,No,0.27603,41,189,0.21213,0.33994
2015,Thuringa,Rural regions,Yes,0.62888,272,387,0.58068,0.67707
2015,Thuringa,Rural regions,No,0.37112,115,387,0.32293,0.41932
2016,Schleswig-Holstein,Urban regions,Yes,0.80596,197,237,0.75550,0.85641
2016,Schleswig-Holstein,Urban regions,No,0.19404,40,237,0.14359,0.24450
2016,Schleswig-Holstein,Rural regions,Yes,0.81803,339,392,0.77979,0.85627
2016,Schleswig-Holstein,Rural regions,No,0.18197,53,392,0.14373,0.22021
2016,Hamburg,Urban regions,Yes,0.82400,252,289,0.78002,0.86799
2016,Hamburg,Urban regions,No,0.17600,37,289,0.13201,0.21998
2016,Lower Saxony,Urban regions,Yes,0.80521,603,710,0.77606,0.83436
2016,Lower Saxony,Urban regions,No,0.19479,107,710,0.16564,0.22394
2016,Lower Saxony,Rural regions,Yes,0.80005,745,860,0.77331,0.82680
2016,Lower Saxony,Rural regions,No,0.19995,115,860,0.17320,0.22669
2016,Bremen,Urban regions,Yes,0.86350,116,116,0.80075,0.92625
2016,North Rhine-Westphalia,Urban regions,Yes,0.80392,2868,3289,0.79035,0.81750
2016,North Rhine-Westphalia,Urban regions,No,0.19608,421,3289,0.18250,0.20965
2016,North Rhine-Westphalia,Rural regions,Yes,0.85669,66,66,0.77151,0.94187
2016,Hesse,Urban regions,Yes,0.82389,801,907,0.79909,0.84869
2016,Hesse,Urban regions,No,0.17611,106,907,0.15131,0.20091
2016,Hesse,Rural regions,Yes,0.81485,192,192,0.75976,0.86993
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.74733,642,791,0.71703,0.77763
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.25267,149,791,0.22237,0.28297
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.70804,204,245,0.65099,0.76509
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.29196,41,245,0.23491,0.34901
2016,Baden-Wuerttemberg,Urban regions,Yes,0.79179,1430,1643,0.77215,0.81143
2016,Baden-Wuerttemberg,Urban regions,No,0.20821,213,1643,0.18857,0.22785
2016,Baden-Wuerttemberg,Rural regions,Yes,0.85872,194,194,0.80958,0.90786
2016,Bavaria,Urban regions,Yes,0.82851,1041,1167,0.80687,0.85014
2016,Bavaria,Urban regions,No,0.17149,126,1167,0.14986,0.19313
2016,Bavaria,Rural regions,Yes,0.75140,1135,1361,0.72843,0.77437
2016,Bavaria,Rural regions,No,0.24860,226,1361,0.22563,0.27157
2016,Berlin,Urban regions,Yes,0.85300,593,671,0.82619,0.87981
2016,Berlin,Urban regions,No,0.14700,78,671,0.12019,0.17381
2016,Brandenburg,Urban regions,Yes,0.95461,42,42,0.89089,1.01833
2016,Brandenburg,Rural regions,Yes,0.66505,459,605,0.62740,0.70269
2016,Brandenburg,Rural regions,No,0.33495,146,605,0.29731,0.37260
2016,Mecklenburg-Western Pomerania,Urban regions,Yes,0.71861,42,42,0.58096,0.85626
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.74890,251,322,0.70146,0.79634
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.25110,71,322,0.20366,0.29854
2016,Saxony,Urban regions,Yes,0.79082,441,537,0.75638,0.82525
2016,Saxony,Urban regions,No,0.20918,96,537,0.17475,0.24362
2016,Saxony,Rural regions,Yes,0.77307,345,433,0.73357,0.81256
2016,Saxony,Rural regions,No,0.22693,88,433,0.18744,0.26643
2016,Saxony-Anhalt,Urban regions,Yes,0.67478,112,149,0.59931,0.75026
2016,Saxony-Anhalt,Urban regions,No,0.32522,37,149,0.24974,0.40069
2016,Saxony-Anhalt,Rural regions,Yes,0.64964,302,421,0.60401,0.69526
2016,Saxony-Anhalt,Rural regions,No,0.35036,119,421,0.30474,0.39599
2016,Thuringa,Urban regions,Yes,0.71625,147,191,0.65215,0.78036
2016,Thuringa,Urban regions,No,0.28375,44,191,0.21964,0.34785
2016,Thuringa,Rural regions,Yes,0.67726,288,415,0.63223,0.72230
2016,Thuringa,Rural regions,No,0.32274,127,415,0.27770,0.36777
2017,Schleswig-Holstein,Urban regions,Yes,0.85863,244,244,0.81482,0.90244
2017,Schleswig-Holstein,Rural regions,Yes,0.85242,397,449,0.81957,0.88526
2017,Schleswig-Holstein,Rural regions,No,0.14758,52,449,0.11474,0.18043
2017,Hamburg,Urban regions,Yes,0.86878,307,307,0.83095,0.90662
2017,Lower Saxony,Urban regions,Yes,0.83292,747,816,0.80731,0.85853
2017,Lower Saxony,Urban regions,No,0.16708,69,816,0.14147,0.19269
2017,Lower Saxony,Rural regions,Yes,0.81087,969,1083,0.78754,0.83421
2017,Lower Saxony,Rural regions,No,0.18913,114,1083,0.16579,0.21246
2017,Bremen,Urban regions,Yes,0.85957,166,166,0.80656,0.91258
