year,bula_h,regtyp,pet_cat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Thuringa,Rural regions,Yes,0.17488,83,368,0.13601,0.21374
2006,Thuringa,Rural regions,No,0.82512,285,368,0.78626,0.86399
2011,Schleswig-Holstein,Urban regions,No,0.86940,102,102,0.80369,0.93512
2011,Schleswig-Holstein,Rural regions,Yes,0.17930,57,287,0.13484,0.22376
2011,Schleswig-Holstein,Rural regions,No,0.82070,230,287,0.77624,0.86516
2011,Hamburg,Urban regions,No,0.88690,176,176,0.83997,0.93382
2011,Lower Saxony,Urban regions,Yes,0.10052,68,513,0.07448,0.12657
2011,Lower Saxony,Urban regions,No,0.89948,445,513,0.87343,0.92552
2011,Lower Saxony,Rural regions,Yes,0.17027,97,574,0.13949,0.20104
2011,Lower Saxony,Rural regions,No,0.82973,477,574,0.79896,0.86051
2011,Bremen,Urban regions,No,0.92037,71,71,0.85695,0.98379
2011,North Rhine-Westphalia,Urban regions,Yes,0.12894,313,2287,0.11520,0.14268
2011,North Rhine-Westphalia,Urban regions,No,0.87106,1974,2287,0.85732,0.88480
2011,North Rhine-Westphalia,Rural regions,No,0.94491,60,60,0.88669,1.00313
2011,Hesse,Urban regions,Yes,0.13856,111,678,0.11253,0.16458
2011,Hesse,Urban regions,No,0.86144,567,678,0.83542,0.88747
2011,Hesse,Rural regions,No,0.86513,126,126,0.80525,0.92502
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.15727,97,527,0.12616,0.18839
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.84273,430,527,0.81161,0.87384
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14706,39,183,0.09561,0.19852
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85294,144,183,0.80148,0.90439
2011,Baden-Wuerttemberg,Urban regions,Yes,0.13924,203,1254,0.12007,0.15841
2011,Baden-Wuerttemberg,Urban regions,No,0.86076,1051,1254,0.84159,0.87993
2011,Baden-Wuerttemberg,Rural regions,No,0.83017,125,125,0.76408,0.89626
2011,Bavaria,Urban regions,Yes,0.15577,152,907,0.13216,0.17938
2011,Bavaria,Urban regions,No,0.84423,755,907,0.82062,0.86784
2011,Bavaria,Rural regions,Yes,0.21839,219,932,0.19185,0.24493
2011,Bavaria,Rural regions,No,0.78161,713,932,0.75507,0.80815
2011,Berlin,Urban regions,Yes,0.08890,71,513,0.06425,0.11356
2011,Berlin,Urban regions,No,0.91110,442,513,0.88644,0.93575
2011,Brandenburg,Urban regions,No,0.88562,39,39,0.78443,0.98682
2011,Brandenburg,Rural regions,Yes,0.23043,121,473,0.19244,0.26842
2011,Brandenburg,Rural regions,No,0.76957,352,473,0.73158,0.80756
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.17841,54,285,0.13388,0.22293
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.82159,231,285,0.77707,0.86612
2011,Saxony,Urban regions,Yes,0.15178,70,425,0.11763,0.18593
2011,Saxony,Urban regions,No,0.84822,355,425,0.81407,0.88237
2011,Saxony,Rural regions,Yes,0.26779,102,383,0.22339,0.31220
2011,Saxony,Rural regions,No,0.73221,281,383,0.68780,0.77661
2011,Saxony-Anhalt,Urban regions,No,0.87465,112,112,0.81305,0.93625
2011,Saxony-Anhalt,Rural regions,Yes,0.20588,93,379,0.16512,0.24665
2011,Saxony-Anhalt,Rural regions,No,0.79412,286,379,0.75335,0.83488
2011,Thuringa,Urban regions,No,0.81269,139,139,0.74760,0.87779
2011,Thuringa,Rural regions,Yes,0.21442,85,350,0.17136,0.25748
2011,Thuringa,Rural regions,No,0.78558,265,350,0.74252,0.82864
2016,Schleswig-Holstein,Urban regions,No,0.81067,117,117,0.73938,0.88197
2016,Schleswig-Holstein,Rural regions,Yes,0.22023,93,364,0.17760,0.26286
2016,Schleswig-Holstein,Rural regions,No,0.77977,271,364,0.73714,0.82240
2016,Hamburg,Urban regions,Yes,0.12088,35,264,0.08148,0.16028
2016,Hamburg,Urban regions,No,0.87912,229,264,0.83972,0.91852
2016,Lower Saxony,Urban regions,Yes,0.10015,82,567,0.07542,0.12489
2016,Lower Saxony,Urban regions,No,0.89985,485,567,0.87511,0.92458
2016,Lower Saxony,Rural regions,Yes,0.16492,150,781,0.13887,0.19096
2016,Lower Saxony,Rural regions,No,0.83508,631,781,0.80904,0.86113
2016,Bremen,Urban regions,No,0.86275,87,87,0.79002,0.93548
2016,North Rhine-Westphalia,Urban regions,Yes,0.12939,392,2855,0.11708,0.14171
2016,North Rhine-Westphalia,Urban regions,No,0.87061,2463,2855,0.85829,0.88292
2016,North Rhine-Westphalia,Rural regions,No,0.94702,47,47,0.88229,1.01175
2016,Hesse,Urban regions,Yes,0.12005,107,799,0.09750,0.14260
2016,Hesse,Urban regions,No,0.87995,692,799,0.85740,0.90250
2016,Hesse,Rural regions,Yes,0.17198,40,179,0.11654,0.22742
2016,Hesse,Rural regions,No,0.82802,139,179,0.77258,0.88346
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13605,92,624,0.10913,0.16297
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86395,532,624,0.83703,0.89087
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.21201,52,224,0.15837,0.26566
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.78799,172,224,0.73434,0.84163
2016,Baden-Wuerttemberg,Urban regions,Yes,0.12782,241,1454,0.11065,0.14499
2016,Baden-Wuerttemberg,Urban regions,No,0.87218,1213,1454,0.85501,0.88935
2016,Baden-Wuerttemberg,Rural regions,Yes,0.11652,32,173,0.06857,0.16447
2016,Baden-Wuerttemberg,Rural regions,No,0.88348,141,173,0.83553,0.93143
2016,Bavaria,Urban regions,Yes,0.14442,180,1100,0.12364,0.16520
2016,Bavaria,Urban regions,No,0.85558,920,1100,0.83480,0.87636
2016,Bavaria,Rural regions,Yes,0.21727,290,1200,0.19392,0.24061
2016,Bavaria,Rural regions,No,0.78273,910,1200,0.75939,0.80608
2016,Berlin,Urban regions,Yes,0.11500,86,610,0.08966,0.14034
2016,Berlin,Urban regions,No,0.88500,524,610,0.85966,0.91034
2016,Brandenburg,Urban regions,No,0.85325,37,37,0.73766,0.96884
2016,Brandenburg,Rural regions,Yes,0.29407,163,517,0.25476,0.33338
2016,Brandenburg,Rural regions,No,0.70593,354,517,0.66662,0.74524
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.89009,38,38,0.78931,0.99088
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.20147,59,283,0.15466,0.24829
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.79853,224,283,0.75171,0.84534
2016,Saxony,Urban regions,Yes,0.18013,82,465,0.14516,0.21509
2016,Saxony,Urban regions,No,0.81987,383,465,0.78491,0.85484
2016,Saxony,Rural regions,Yes,0.28391,114,400,0.23967,0.32815
2016,Saxony,Rural regions,No,0.71609,286,400,0.67185,0.76033
2016,Saxony-Anhalt,Urban regions,No,0.89024,104,104,0.82987,0.95061
2016,Saxony-Anhalt,Rural regions,Yes,0.21479,102,388,0.17387,0.25570
2016,Saxony-Anhalt,Rural regions,No,0.78521,286,388,0.74430,0.82613
2016,Thuringa,Urban regions,Yes,0.15848,36,180,0.10498,0.21198
2016,Thuringa,Urban regions,No,0.84152,144,180,0.78802,0.89502
2016,Thuringa,Rural regions,Yes,0.22050,90,364,0.17785,0.26315
2016,Thuringa,Rural regions,No,0.77950,274,364,0.73685,0.82215
2021,Schleswig-Holstein,Urban regions,No,0.87004,132,132,0.81246,0.92763
2021,Schleswig-Holstein,Rural regions,Yes,0.16557,62,272,0.12132,0.20982
2021,Schleswig-Holstein,Rural regions,No,0.83443,210,272,0.79018,0.87868
2021,Hamburg,Urban regions,Yes,0.12478,33,268,0.08514,0.16442
2021,Hamburg,Urban regions,No,0.87522,235,268,0.83558,0.91486
2021,Lower Saxony,Urban regions,Yes,0.13253,82,477,0.10207,0.16299
2021,Lower Saxony,Urban regions,No,0.86747,395,477,0.83701,0.89793
2021,Lower Saxony,Rural regions,Yes,0.19999,132,585,0.16755,0.23244
2021,Lower Saxony,Rural regions,No,0.80001,453,585,0.76756,0.83245
2021,Bremen,Urban regions,No,0.94134,68,68,0.88507,0.99761
2021,North Rhine-Westphalia,Urban regions,Yes,0.14937,340,2234,0.13458,0.16415
2021,North Rhine-Westphalia,Urban regions,No,0.85063,1894,2234,0.83585,0.86542
2021,North Rhine-Westphalia,Rural regions,No,0.86655,40,40,0.75982,0.97328
2021,Hesse,Urban regions,Yes,0.15336,92,555,0.12335,0.18336
2021,Hesse,Urban regions,No,0.84664,463,555,0.81664,0.87665
2021,Hesse,Rural regions,Yes,0.18554,35,139,0.12068,0.25040
2021,Hesse,Rural regions,No,0.81446,104,139,0.74960,0.87932
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.17257,68,414,0.13612,0.20901
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.82743,346,414,0.79099,0.86388
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.20035,32,121,0.12874,0.27197
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.79965,89,121,0.72803,0.87126
2021,Baden-Wuerttemberg,Urban regions,Yes,0.15513,194,1098,0.13370,0.17655
2021,Baden-Wuerttemberg,Urban regions,No,0.84487,904,1098,0.82345,0.86630
2021,Baden-Wuerttemberg,Rural regions,No,0.75069,89,89,0.66030,0.84108
2021,Bavaria,Urban regions,Yes,0.13748,145,877,0.11467,0.16028
2021,Bavaria,Urban regions,No,0.86252,732,877,0.83972,0.88533
2021,Bavaria,Rural regions,Yes,0.19952,212,870,0.17295,0.22609
2021,Bavaria,Rural regions,No,0.80048,658,870,0.77391,0.82705
2021,Berlin,Urban regions,Yes,0.08624,73,553,0.06282,0.10966
2021,Berlin,Urban regions,No,0.91376,480,553,0.89034,0.93718
2021,Brandenburg,Urban regions,No,0.84771,35,35,0.72694,0.96848
2021,Brandenburg,Rural regions,Yes,0.25655,123,406,0.21402,0.29909
2021,Brandenburg,Rural regions,No,0.74345,283,406,0.70091,0.78598
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.85441,44,44,0.74899,0.95983
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.19577,52,212,0.14223,0.24931
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.80423,160,212,0.75069,0.85777
2021,Saxony,Urban regions,Yes,0.15482,64,392,0.11896,0.19067
2021,Saxony,Urban regions,No,0.84518,328,392,0.80933,0.88104
2021,Saxony,Rural regions,Yes,0.27920,96,341,0.23152,0.32689
2021,Saxony,Rural regions,No,0.72080,245,341,0.67311,0.76848
2021,Saxony-Anhalt,Urban regions,No,0.88489,66,66,0.80730,0.96248
2021,Saxony-Anhalt,Rural regions,Yes,0.24205,85,288,0.19249,0.29160
2021,Saxony-Anhalt,Rural regions,No,0.75795,203,288,0.70840,0.80751
2021,Thuringa,Urban regions,No,0.91749,114,114,0.86676,0.96822
2021,Thuringa,Rural regions,Yes,0.21952,61,246,0.16769,0.27135
2021,Thuringa,Rural regions,No,0.78048,185,246,0.72865,0.83231
