"hlf0192","year","quintil","n","percent","lower_confidence","upper_confidence"
"Nein","2007","3","433","0.0817344017430739","0.0745520340026877","0.0889167694834601"
"Nein","2007","4","479","0.0854000289394744","0.0781574259894017","0.0926426318895471"
"Nein","2007","5","331","0.0620378185851362","0.0553253170082239","0.0687503201620485"
"Ja","2008","1","","","",""
"Ja","2008","2","","","",""
"Ja","2008","3","","","",""
"Ja","2008","4","","","",""
"Ja","2008","5","","","",""
"Nein","2008","1","","","",""
"Nein","2008","2","","","",""
"Nein","2008","3","","","",""
"Nein","2008","4","","","",""
"Nein","2008","5","","","",""
"Ja","2009","1","","","",""
"Ja","2009","2","","","",""
"Ja","2009","3","","","",""
"Ja","2009","4","","","",""
"Ja","2009","5","","","",""
"Nein","2009","1","","","",""
"Nein","2009","2","","","",""
"Nein","2009","3","","","",""
"Nein","2009","4","","","",""
"Nein","2009","5","","","",""
"Ja","2010","1","","","",""
"Ja","2010","2","","","",""
"Ja","2010","3","","","",""
"Ja","2010","4","","","",""
"Ja","2010","5","","","",""
"Nein","2010","1","","","",""
"Nein","2010","2","","","",""
"Nein","2010","3","","","",""
"Nein","2010","4","","","",""
"Nein","2010","5","","","",""
"Ja","2011","1","3782","0.8651594536166","0.854968471918109","0.875350435315091"
"Ja","2011","2","4289","0.910033895124661","0.901838795164688","0.918228995084633"
"Ja","2011","3","4873","0.931919560936249","0.92507603630256","0.938763085569939"
"Ja","2011","4","6013","0.923000082194468","0.916526616040969","0.929473548347967"
"Ja","2011","5","5741","0.929628010429766","0.923236113802098","0.936019907057435"
"Nein","2011","1","533","0.1348405463834","0.124649564684909","0.145031528081891"
"Nein","2011","2","394","0.0899661048753393","0.0817710049153672","0.0981612048353115"
"Nein","2011","3","331","0.0680804390637506","0.061236914430061","0.0749239636974402"
"Nein","2011","4","502","0.0769999178055322","0.070526451652033","0.0834733839590313"
"Nein","2011","5","410","0.0703719895702338","0.0639800929425652","0.0767638861979025"
"Ja","2012","1","","","",""
"Ja","2012","2","","","",""
"Ja","2012","3","","","",""
"Ja","2012","4","","","",""
"Ja","2012","5","","","",""
"Nein","2012","1","","","",""
"Nein","2012","2","","","",""
"Nein","2012","3","","","",""
"Nein","2012","4","","","",""
"Nein","2012","5","","","",""
"Ja","2013","1","5338","0.877206738425056","0.868869573421837","0.885543903428275"
"Ja","2013","2","5444","0.923701598041971","0.916880020801348","0.930523175282594"
"Ja","2013","3","5810","0.929787107899749","0.92344911695007","0.936125098849427"
"Ja","2013","4","7071","0.918130663868146","0.911980122550077","0.924281205186216"
"Ja","2013","5","6734","0.912224383740839","0.905722941844958","0.918725825636721"
"Nein","2013","1","615","0.122793261574944","0.114456096571725","0.131130426578163"
"Nein","2013","2","374","0.0762984019580292","0.0694768247174062","0.0831199791986522"
"Nein","2013","3","433","0.0702128921002513","0.0638749011505727","0.0765508830499298"
"Nein","2013","4","562","0.0818693361318535","0.0757187948137839","0.0880198774499232"
"Nein","2013","5","543","0.0877756162591604","0.0812741743632789","0.0942770581550419"
"Ja","2014","1","","","",""
"Ja","2014","2","","","",""
"Ja","2014","3","","","",""
"Ja","2014","4","","","",""
"Ja","2014","5","","","",""
"Nein","2014","1","","","",""
"Nein","2014","2","","","",""
"Nein","2014","3","","","",""
"Nein","2014","4","","","",""
"Nein","2014","5","","","",""
"Ja","2015","1","5840","0.85611127280208","0.847614121219615","0.864608424384546"
"Ja","2015","2","6577","0.895960911131941","0.888910668872807","0.903011153391074"
"Ja","2015","3","7396","0.921559323388609","0.915654393036634","0.927464253740584"
"Ja","2015","4","8738","0.916169825627827","0.910602577160428","0.921737074095226"
"Ja","2015","5","8895","0.906065105971315","0.900271031329737","0.911859180612894"
"Nein","2015","1","714","0.14388872719792","0.135391575615454","0.152385878780385"
"Nein","2015","2","627","0.104039088868059","0.0969888466089261","0.111089331127193"
"Nein","2015","3","568","0.0784406766113911","0.0725357462594163","0.0843456069633658"
"Nein","2015","4","781","0.0838301743721729","0.0782629259047736","0.0893974228395721"
"Nein","2015","5","844","0.0939348940286845","0.0881408193871057","0.0997289686702633"
"Ja","2016","1","10828","0.878806158053113","0.873170080221949","0.884442235884277"
"Ja","2016","2","6000","0.920057889018257","0.913438814271735","0.926676963764779"
"Ja","2016","3","6356","0.924577147387129","0.918329989127798","0.930824305646461"
"Ja","2016","4","8614","0.927079170360338","0.921784000270266","0.93237434045041"
"Ja","2016","5","8728","0.912290182244781","0.906615380030167","0.917964984459395"
"Nein","2016","1","2052","0.121193841946887","0.115557764115723","0.126829919778051"
"Nein","2016","2","449","0.0799421109817428","0.0733230362352208","0.0865611857282648"
"Nein","2016","3","508","0.0754228526128709","0.0691756943535394","0.0816700108722024"
"Nein","2016","4","648","0.0729208296396621","0.0676256595495902","0.078215999729734"
"Nein","2016","5","817","0.0877098177552189","0.082035015540605","0.0933846199698328"
"Ja","2017","1","12451","0.901806155406159","0.896904638217406","0.906707672594911"
"Ja","2017","2","6093","0.931486909391866","0.925363394331404","0.937610424452329"
"Ja","2017","3","6904","0.920038908373965","0.913841071132657","0.926236745615273"
"Ja","2017","4","9522","0.935970705661701","0.931212182745586","0.940729228577817"
"Ja","2017","5","10968","0.921705503271064","0.916867561907413","0.926543444634714"
"Nein","2017","1","1708","0.0981938445938413","0.0932923274050885","0.103095361782594"
"Nein","2017","2","445","0.0685130906081336","0.0623895755476713","0.074636605668596"
"Nein","2017","3","453","0.0799610916260353","0.0737632543847274","0.0861589288673433"
"Nein","2017","4","645","0.0640292943382986","0.0592707714221831","0.068787817254414"
"Nein","2017","5","876","0.078294496728936","0.0734565553652855","0.0831324380925864"
"Ja","2018","1","11170","0.894572619790444","0.889136742392707","0.90000849718818"
"Ja","2018","2","5831","0.905244330349508","0.898017981540578","0.912470679158439"
"Ja","2018","3","6617","0.928387040886039","0.922383070958293","0.934391010813786"
"Ja","2018","4","9662","0.931806981680847","0.926950856499473","0.936663106862221"
"Ja","2018","5","11188","0.92286738288069","0.91810724949596","0.92762751626542"
"Nein","2018","1","1091","0.105427380209556","0.0999915028118198","0.110863257607293"
"Nein","2018","2","479","0.0947556696504915","0.0875293208415608","0.101982018459422"
"Nein","2018","3","468","0.0716129591139605","0.0656089891862139","0.0776169290417071"
"Nein","2018","4","689","0.0681930183191531","0.0633368931377789","0.0730491435005273"
"Nein","2018","5","880","0.0771326171193097","0.0723724837345798","0.0818927505040395"
"Ja","2019","1","3034","0.919509007222724","0.910171642400971","0.928846372044477"
"Ja","2019","2","3944","0.914343185834748","0.905945236685261","0.922741134984235"
"Ja","2019","3","5383","0.920076113870931","0.913091836429989","0.927060391311873"
"Ja","2019","4","9333","0.936820142823151","0.93206677103118","0.941573514615121"
"Ja","2019","5","14645","0.901746211773097","0.897147534764054","0.90634488878214"
"Nein","2019","1","227","0.0804909927772761","0.0711536279555228","0.0898283575990294"
"Nein","2019","2","322","0.0856568141652519","0.0772588650157646","0.0940547633147392"
"Nein","2019","3","408","0.0799238861290688","0.0729396086881267","0.0869081635700109"
"Nein","2019","4","730","0.0631798571768496","0.0584264853848786","0.0679332289688205"
"Nein","2019","5","1449","0.0982537882269033","0.0936551112178602","0.102852465235946"
