"ple0097","year","bildungsniveau","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Weder-noch","1999","Hauptschule","Laendlicher Raum","13","","",""
"Weder-noch","1999","Realschule","Staedtischer Raum","25","","",""
"Weder-noch","1999","Realschule","Laendlicher Raum","11","","",""
"Weder-noch","1999","(Fach-)Abitur","Staedtischer Raum","14","","",""
"Weder-noch","1999","(Fach-)Abitur","Laendlicher Raum","6","","",""
"Weder-noch","1999","AkademikerIn","Staedtischer Raum","7","","",""
"Weder-noch","1999","AkademikerIn","Laendlicher Raum","7","","",""
"Gesetzliche KV","2000","(noch) kein Abschluss","Staedtischer Raum","592","0.88815133278404","0.86416022955319","0.912142436014889"
"Gesetzliche KV","2000","(noch) kein Abschluss","Laendlicher Raum","234","0.919392626405834","0.885913884730049","0.952871368081619"
"Gesetzliche KV","2000","Hauptschule","Staedtischer Raum","6550","0.94257148114113","0.937096098128246","0.948046864154014"
"Gesetzliche KV","2000","Hauptschule","Laendlicher Raum","3571","0.954209167102742","0.947509064980376","0.960909269225107"
"Gesetzliche KV","2000","Realschule","Staedtischer Raum","3207","0.88255047604875","0.872064008051627","0.893036944045872"
"Gesetzliche KV","2000","Realschule","Laendlicher Raum","2446","0.91255538123387","0.901824380489119","0.923286381978621"
"Gesetzliche KV","2000","(Fach-)Abitur","Staedtischer Raum","1524","0.840590412896615","0.82364202000746","0.85753880578577"
"Gesetzliche KV","2000","(Fach-)Abitur","Laendlicher Raum","493","0.878508916232311","0.851255318455279","0.905762514009344"
"Gesetzliche KV","2000","AkademikerIn","Staedtischer Raum","1828","0.688118356190252","0.67032857091697","0.705908141463533"
"Gesetzliche KV","2000","AkademikerIn","Laendlicher Raum","933","0.75393586224063","0.729657113377697","0.778214611103564"
"Private KV","2000","(noch) kein Abschluss","Staedtischer Raum","67","0.103545542867429","0.0803544536354509","0.126736632099408"
"Private KV","2000","(noch) kein Abschluss","Laendlicher Raum","17","","",""
"Private KV","2000","Hauptschule","Staedtischer Raum","356","0.0529552937503827","0.0476850162883248","0.0582255712124406"
"Private KV","2000","Hauptschule","Laendlicher Raum","149","0.0407145394959819","0.0343799415880576","0.0470491374039063"
"Private KV","2000","Realschule","Staedtischer Raum","389","0.110397681581673","0.100190360922942","0.120605002240404"
"Private KV","2000","Realschule","Laendlicher Raum","201","0.0831996368708603","0.0727080261271114","0.0936912476146092"
"Private KV","2000","(Fach-)Abitur","Staedtischer Raum","252","0.150277886367234","0.133732950509872","0.166822822224597"
"Private KV","2000","(Fach-)Abitur","Laendlicher Raum","53","0.110438381781814","0.0842910975739498","0.136585665989678"
"Private KV","2000","AkademikerIn","Staedtischer Raum","761","0.304381191166896","0.286711099946287","0.322051282387505"
"Private KV","2000","AkademikerIn","Laendlicher Raum","272","0.243238531041117","0.219054391927808","0.267422670154427"
"Weder-noch","2000","(noch) kein Abschluss","Staedtischer Raum","4","","",""
"Weder-noch","2000","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Weder-noch","2000","Hauptschule","Staedtischer Raum","30","0.00447322510848719","0.00290275238348573","0.00604369783348864"
"Weder-noch","2000","Hauptschule","Laendlicher Raum","19","","",""
"Weder-noch","2000","Realschule","Staedtischer Raum","25","","",""
"Weder-noch","2000","Realschule","Laendlicher Raum","15","","",""
"Weder-noch","2000","(Fach-)Abitur","Staedtischer Raum","16","","",""
"Weder-noch","2000","(Fach-)Abitur","Laendlicher Raum","6","","",""
"Weder-noch","2000","AkademikerIn","Staedtischer Raum","16","","",""
"Weder-noch","2000","AkademikerIn","Laendlicher Raum","4","","",""
"Gesetzliche KV","2001","(noch) kein Abschluss","Staedtischer Raum","533","0.872196977596622","0.845702154477948","0.898691800715295"
"Gesetzliche KV","2001","(noch) kein Abschluss","Laendlicher Raum","235","0.901080074061777","0.864790238414214","0.93736990970934"
"Gesetzliche KV","2001","Hauptschule","Staedtischer Raum","5758","0.943434837171962","0.937630558237759","0.949239116106165"
"Gesetzliche KV","2001","Hauptschule","Laendlicher Raum","3168","0.95859297968486","0.951799657950252","0.965386301419467"
"Gesetzliche KV","2001","Realschule","Staedtischer Raum","2978","0.879467410238086","0.868468411441298","0.890466409034873"
"Gesetzliche KV","2001","Realschule","Laendlicher Raum","2216","0.910406596325637","0.899004222228946","0.921808970422329"
"Gesetzliche KV","2001","(Fach-)Abitur","Staedtischer Raum","1443","0.832785823108013","0.815046916807908","0.850524729408118"
"Gesetzliche KV","2001","(Fach-)Abitur","Laendlicher Raum","465","0.872217973022571","0.843578815263627","0.900857130781515"
"Gesetzliche KV","2001","AkademikerIn","Staedtischer Raum","1692","0.683132816572104","0.664626714386847","0.701638918757362"
"Gesetzliche KV","2001","AkademikerIn","Laendlicher Raum","870","0.754103362001323","0.728906677587161","0.779300046415484"
"Private KV","2001","(noch) kein Abschluss","Staedtischer Raum","75","0.122412808947609","0.0964027256389588","0.14842289225626"
"Private KV","2001","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"Private KV","2001","Hauptschule","Staedtischer Raum","296","0.0509368536474636","0.0454125007707067","0.0564612065242204"
"Private KV","2001","Hauptschule","Laendlicher Raum","126","0.0378230574721433","0.0313182587808986","0.044327856163388"
"Private KV","2001","Realschule","Staedtischer Raum","367","0.114781057675674","0.104012649832984","0.125549465518364"
"Private KV","2001","Realschule","Laendlicher Raum","173","0.0797565948777442","0.0689404068450055","0.090572782910483"
"Private KV","2001","(Fach-)Abitur","Staedtischer Raum","241","0.155735805749396","0.138498989460837","0.172972622037954"
"Private KV","2001","(Fach-)Abitur","Laendlicher Raum","52","0.114157701094967","0.08687774583691","0.141437656353025"
"Private KV","2001","AkademikerIn","Staedtischer Raum","723","0.31088066391785","0.29247006896957","0.329291258866131"
"Private KV","2001","AkademikerIn","Laendlicher Raum","246","0.240340915145682","0.215338907375951","0.265342922915412"
"Weder-noch","2001","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Weder-noch","2001","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Weder-noch","2001","Hauptschule","Staedtischer Raum","31","0.00562830918057463","0.00374864117651686","0.0075079771846324"
"Weder-noch","2001","Hauptschule","Laendlicher Raum","10","","",""
"Weder-noch","2001","Realschule","Staedtischer Raum","21","","",""
"Weder-noch","2001","Realschule","Laendlicher Raum","21","","",""
"Weder-noch","2001","(Fach-)Abitur","Staedtischer Raum","16","","",""
"Weder-noch","2001","(Fach-)Abitur","Laendlicher Raum","5","","",""
"Weder-noch","2001","AkademikerIn","Staedtischer Raum","13","","",""
"Weder-noch","2001","AkademikerIn","Laendlicher Raum","6","","",""
"Gesetzliche KV","2002","(noch) kein Abschluss","Staedtischer Raum","560","0.893337382539373","0.869697717780739","0.916977047298007"
"Gesetzliche KV","2002","(noch) kein Abschluss","Laendlicher Raum","223","0.933153559116461","0.902317169555456","0.963989948677467"
"Gesetzliche KV","2002","Hauptschule","Staedtischer Raum","5455","0.946256388044709","0.940448721777891","0.952064054311527"
"Gesetzliche KV","2002","Hauptschule","Laendlicher Raum","2977","0.957375381105038","0.950292752609446","0.964458009600629"
"Gesetzliche KV","2002","Realschule","Staedtischer Raum","3108","0.889331481530376","0.879043356180175","0.899619606880577"
"Gesetzliche KV","2002","Realschule","Laendlicher Raum","2196","0.911789141816702","0.900480567467415","0.923097716165989"
"Gesetzliche KV","2002","(Fach-)Abitur","Staedtischer Raum","1536","0.847116232365367","0.830783424121749","0.863449040608986"
"Gesetzliche KV","2002","(Fach-)Abitur","Laendlicher Raum","494","0.872176438850806","0.845234445986534","0.899118431715077"
"Gesetzliche KV","2002","AkademikerIn","Staedtischer Raum","1943","0.678665370681782","0.662533147826059","0.694797593537506"
"Gesetzliche KV","2002","AkademikerIn","Laendlicher Raum","935","0.749216727164972","0.725956005124485","0.772477449205459"
"Private KV","2002","(noch) kein Abschluss","Staedtischer Raum","92","0.0955948324487215","0.0730770215972072","0.118112643300236"
"Private KV","2002","(noch) kein Abschluss","Laendlicher Raum","28","","",""
"Private KV","2002","Hauptschule","Staedtischer Raum","322","0.0508961160321624","0.0452358999536668","0.056556332110658"
"Private KV","2002","Hauptschule","Laendlicher Raum","135","0.0392648707445794","0.0324551860770836","0.0460745554120752"
"Private KV","2002","Realschule","Staedtischer Raum","445","0.105798942499863","0.0957122073202039","0.115885677679521"
"Private KV","2002","Realschule","Laendlicher Raum","201","0.080809451529443","0.0699418556447368","0.0916770474141492"
"Private KV","2002","(Fach-)Abitur","Staedtischer Raum","317","0.145794196173309","0.129777975284622","0.161810417061995"
"Private KV","2002","(Fach-)Abitur","Laendlicher Raum","88","0.115992295926561","0.0901539515322586","0.141830640320863"
"Private KV","2002","AkademikerIn","Staedtischer Raum","1256","0.317207055655007","0.301130110344553","0.33328400096546"
"Private KV","2002","AkademikerIn","Laendlicher Raum","392","0.245621885846339","0.222522616277936","0.268721155414741"
"Weder-noch","2002","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Weder-noch","2002","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Weder-noch","2002","Hauptschule","Staedtischer Raum","15","","",""
"Weder-noch","2002","Hauptschule","Laendlicher Raum","13","","",""
"Weder-noch","2002","Realschule","Staedtischer Raum","19","","",""
"Weder-noch","2002","Realschule","Laendlicher Raum","19","","",""
"Weder-noch","2002","(Fach-)Abitur","Staedtischer Raum","12","","",""
"Weder-noch","2002","(Fach-)Abitur","Laendlicher Raum","8","","",""
"Weder-noch","2002","AkademikerIn","Staedtischer Raum","20","","",""
"Weder-noch","2002","AkademikerIn","Laendlicher Raum","7","","",""
"Gesetzliche KV","2003","(noch) kein Abschluss","Staedtischer Raum","539","0.882609610313373","0.857534270096874","0.907684950529871"
"Gesetzliche KV","2003","(noch) kein Abschluss","Laendlicher Raum","229","0.905320240879009","0.869869351695061","0.940771130062958"
"Gesetzliche KV","2003","Hauptschule","Staedtischer Raum","5186","0.946782253754611","0.940856994074299","0.952707513434923"
"Gesetzliche KV","2003","Hauptschule","Laendlicher Raum","2807","0.956375191175223","0.948990553064541","0.963759829285906"
"Gesetzliche KV","2003","Realschule","Staedtischer Raum","3012","0.89513966003825","0.884901547474563","0.905377772601938"
"Gesetzliche KV","2003","Realschule","Laendlicher Raum","2123","0.909017169345575","0.89736004033377","0.920674298357379"
"Gesetzliche KV","2003","(Fach-)Abitur","Staedtischer Raum","1509","0.842789674223652","0.826153350476842","0.859425997970462"
"Gesetzliche KV","2003","(Fach-)Abitur","Laendlicher Raum","482","0.884701629499853","0.858436235403983","0.910967023595723"
"Gesetzliche KV","2003","AkademikerIn","Staedtischer Raum","1870","0.679372400890037","0.662854851864958","0.695889949915117"
"Gesetzliche KV","2003","AkademikerIn","Laendlicher Raum","906","0.760985532030232","0.737585144540835","0.784385919519628"
"Private KV","2003","(noch) kein Abschluss","Staedtischer Raum","86","0.0997305131362528","0.0763880582480437","0.123072968024462"
"Private KV","2003","(noch) kein Abschluss","Laendlicher Raum","32","0.0878164433794275","0.0535454662674414","0.122087420491414"
"Private KV","2003","Hauptschule","Staedtischer Raum","302","0.0478567434950651","0.0422219654450243","0.0534915215451059"
"Private KV","2003","Hauptschule","Laendlicher Raum","121","0.0390678925765292","0.0320629489797181","0.0460728361733403"
"Private KV","2003","Realschule","Staedtischer Raum","409","0.10091284190093","0.090847165008117","0.110978518793743"
"Private KV","2003","Realschule","Laendlicher Raum","195","0.0804153323670221","0.0693925526338243","0.0914381121002199"
"Private KV","2003","(Fach-)Abitur","Staedtischer Raum","321","0.152521378389735","0.136089509427975","0.168953247351494"
"Private KV","2003","(Fach-)Abitur","Laendlicher Raum","80","0.107423964665045","0.0819587628308329","0.132889166499258"
"Private KV","2003","AkademikerIn","Staedtischer Raum","1181","0.316269862392109","0.299812415228761","0.332727309555458"
"Private KV","2003","AkademikerIn","Laendlicher Raum","362","0.233648120321589","0.210430483524674","0.256865757118503"
"Weder-noch","2003","(noch) kein Abschluss","Staedtischer Raum","8","","",""
"Weder-noch","2003","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Weder-noch","2003","Hauptschule","Staedtischer Raum","25","","",""
"Weder-noch","2003","Hauptschule","Laendlicher Raum","11","","",""
"Weder-noch","2003","Realschule","Staedtischer Raum","19","","",""
"Weder-noch","2003","Realschule","Laendlicher Raum","20","","",""
"Weder-noch","2003","(Fach-)Abitur","Staedtischer Raum","9","","",""
"Weder-noch","2003","(Fach-)Abitur","Laendlicher Raum","6","","",""
"Weder-noch","2003","AkademikerIn","Staedtischer Raum","16","","",""
"Weder-noch","2003","AkademikerIn","Laendlicher Raum","8","","",""
"Gesetzliche KV","2004","(noch) kein Abschluss","Staedtischer Raum","532","0.909146927451993","0.886863370801789","0.931430484102197"
"Gesetzliche KV","2004","(noch) kein Abschluss","Laendlicher Raum","227","0.954071784003132","0.928277816720617","0.979865751285646"
"Gesetzliche KV","2004","Hauptschule","Staedtischer Raum","4958","0.955019768898522","0.949401029845064","0.96063850795198"
"Gesetzliche KV","2004","Hauptschule","Laendlicher Raum","2669","0.956098660030142","0.948493787322264","0.96370353273802"
"Gesetzliche KV","2004","Realschule","Staedtischer Raum","2912","0.893440455682416","0.882917862304437","0.903963049060395"
"Gesetzliche KV","2004","Realschule","Laendlicher Raum","2086","0.926176083313199","0.915421716479481","0.936930450146917"
"Gesetzliche KV","2004","(Fach-)Abitur","Staedtischer Raum","1509","0.859218208366179","0.843182284169243","0.875254132563116"
"Gesetzliche KV","2004","(Fach-)Abitur","Laendlicher Raum","485","0.881794395651713","0.855196787932337","0.908392003371089"
"Gesetzliche KV","2004","AkademikerIn","Staedtischer Raum","1825","0.685426283027197","0.668826775764322","0.702025790290072"
"Gesetzliche KV","2004","AkademikerIn","Laendlicher Raum","898","0.74937960074446","0.725441242165574","0.773317959323346"
"Private KV","2004","(noch) kein Abschluss","Staedtischer Raum","107","0.0908530725480068","0.0685695158978027","0.113136629198211"
"Private KV","2004","(noch) kein Abschluss","Laendlicher Raum","26","","",""
"Private KV","2004","Hauptschule","Staedtischer Raum","269","0.0449802311014778","0.0393614920480199","0.0505989701549358"
"Private KV","2004","Hauptschule","Laendlicher Raum","119","0.0439013399698582","0.0362964672619805","0.0515062126777359"
"Private KV","2004","Realschule","Staedtischer Raum","391","0.106559544317584","0.0960369509396047","0.117082137695563"
"Private KV","2004","Realschule","Laendlicher Raum","185","0.073823916686801","0.0630695498530828","0.0845782835205191"
"Private KV","2004","(Fach-)Abitur","Staedtischer Raum","298","0.140781791633821","0.124745867436884","0.156817715830757"
"Private KV","2004","(Fach-)Abitur","Laendlicher Raum","81","0.118205604348287","0.091607996628911","0.144803212067663"
"Private KV","2004","AkademikerIn","Staedtischer Raum","1181","0.314573716972803","0.297974209709928","0.331173224235678"
"Private KV","2004","AkademikerIn","Laendlicher Raum","361","0.25062039925554","0.226682040676654","0.274558757834426"
"Weder-noch","2004","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2004","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2004","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2004","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2004","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2004","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2004","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2004","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2004","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2005","(noch) kein Abschluss","Staedtischer Raum","523","0.903649866860518","0.880717663350922","0.926582070370113"
"Gesetzliche KV","2005","(noch) kein Abschluss","Laendlicher Raum","230","0.8968892655778","0.859853650459296","0.933924880696305"
"Gesetzliche KV","2005","Hauptschule","Staedtischer Raum","4640","0.956269710046565","0.950539292801137","0.962000127291993"
"Gesetzliche KV","2005","Hauptschule","Laendlicher Raum","2484","0.951694446037801","0.943452899450813","0.959935992624788"
"Gesetzliche KV","2005","Realschule","Staedtischer Raum","2784","0.893899665193725","0.883150150192032","0.904649180195419"
"Gesetzliche KV","2005","Realschule","Laendlicher Raum","1971","0.921682275690596","0.91033355979816","0.933030991583033"
"Gesetzliche KV","2005","(Fach-)Abitur","Staedtischer Raum","1449","0.869795909661641","0.853924229010453","0.885667590312829"
"Gesetzliche KV","2005","(Fach-)Abitur","Laendlicher Raum","472","0.887431619080946","0.860896227616555","0.913967010545338"
"Gesetzliche KV","2005","AkademikerIn","Staedtischer Raum","1775","0.689227693819292","0.67243547974063","0.706019907897953"
"Gesetzliche KV","2005","AkademikerIn","Laendlicher Raum","883","0.756552762106487","0.732301334253158","0.780804189959817"
"Private KV","2005","(noch) kein Abschluss","Staedtischer Raum","113","0.0963501331394823","0.0734179296298871","0.119282336649078"
"Private KV","2005","(noch) kein Abschluss","Laendlicher Raum","29","","",""
"Private KV","2005","Hauptschule","Staedtischer Raum","252","0.0437302899534351","0.0379998727080071","0.049460707198863"
"Private KV","2005","Hauptschule","Laendlicher Raum","116","0.0483055539621994","0.0400640073752116","0.0565471005491871"
"Private KV","2005","Realschule","Staedtischer Raum","369","0.106100334806275","0.0953508198045811","0.116849849807968"
"Private KV","2005","Realschule","Laendlicher Raum","182","0.0783177243094035","0.066969008416967","0.08966644020184"
"Private KV","2005","(Fach-)Abitur","Staedtischer Raum","278","0.130204090338359","0.114332409687171","0.146075770989547"
"Private KV","2005","(Fach-)Abitur","Laendlicher Raum","73","0.112568380919054","0.0860329894546623","0.139103772383445"
"Private KV","2005","AkademikerIn","Staedtischer Raum","1143","0.310772306180708","0.293980092102047","0.32756452025937"
"Private KV","2005","AkademikerIn","Laendlicher Raum","320","0.243447237893513","0.219195810040183","0.267698665746842"
"Weder-noch","2005","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2005","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2005","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2005","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2005","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2005","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2005","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2005","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2005","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2006","(noch) kein Abschluss","Staedtischer Raum","371","0.903032789639387","0.875961686150954","0.93010389312782"
"Gesetzliche KV","2006","(noch) kein Abschluss","Laendlicher Raum","159","0.897824159287748","0.853941564476571","0.941706754098925"
"Gesetzliche KV","2006","Hauptschule","Staedtischer Raum","4888","0.953204385495658","0.947450694285487","0.958958076705829"
"Gesetzliche KV","2006","Hauptschule","Laendlicher Raum","2743","0.95189864724312","0.944085060069153","0.959712234417086"
"Gesetzliche KV","2006","Realschule","Staedtischer Raum","2931","0.897381982778222","0.88707047501825","0.907693490538194"
"Gesetzliche KV","2006","Realschule","Laendlicher Raum","2157","0.915446230551415","0.904242866004038","0.926649595098792"
"Gesetzliche KV","2006","(Fach-)Abitur","Staedtischer Raum","1540","0.869999472277043","0.854603791033141","0.885395153520944"
"Gesetzliche KV","2006","(Fach-)Abitur","Laendlicher Raum","525","0.895656274681702","0.871133772556332","0.920178776807072"
"Gesetzliche KV","2006","AkademikerIn","Staedtischer Raum","1984","0.681278651738248","0.665171247076152","0.697386056400344"
"Gesetzliche KV","2006","AkademikerIn","Laendlicher Raum","953","0.725547106333037","0.701582919721326","0.749511292944748"
"Private KV","2006","(noch) kein Abschluss","Staedtischer Raum","88","0.096967210360613","0.0698961068721804","0.124038313849046"
"Private KV","2006","(noch) kein Abschluss","Laendlicher Raum","24","","",""
"Private KV","2006","Hauptschule","Staedtischer Raum","288","0.046795614504342","0.0410419232941708","0.0525493057145132"
"Private KV","2006","Hauptschule","Laendlicher Raum","138","0.0481013527568806","0.0402877655829145","0.0559149399308466"
"Private KV","2006","Realschule","Staedtischer Raum","396","0.102618017221778","0.092306509461806","0.11292952498175"
"Private KV","2006","Realschule","Laendlicher Raum","212","0.0845537694485852","0.0733504049012083","0.095757133995962"
"Private KV","2006","(Fach-)Abitur","Staedtischer Raum","293","0.130000527722957","0.114604846479056","0.145396208966859"
"Private KV","2006","(Fach-)Abitur","Laendlicher Raum","72","0.104343725318298","0.0798212231929274","0.128866227443668"
"Private KV","2006","AkademikerIn","Staedtischer Raum","1231","0.318721348261752","0.302613943599656","0.334828752923848"
"Private KV","2006","AkademikerIn","Laendlicher Raum","379","0.274452893666963","0.250488707055252","0.298417080278674"
"Weder-noch","2006","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2006","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2006","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2006","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2006","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2006","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2006","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2006","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2006","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2006","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2007","(noch) kein Abschluss","Staedtischer Raum","321","0.917317596094448","0.88966397469392","0.944971217494975"
"Gesetzliche KV","2007","(noch) kein Abschluss","Laendlicher Raum","149","0.893946131154933","0.847386194279008","0.940506068030859"
"Gesetzliche KV","2007","Hauptschule","Staedtischer Raum","4391","0.956444143988615","0.950563140673514","0.962325147303715"
"Gesetzliche KV","2007","Hauptschule","Laendlicher Raum","2512","0.949103503525096","0.940711638044776","0.957495369005417"
"Gesetzliche KV","2007","Realschule","Staedtischer Raum","2761","0.900993491546352","0.890523500661244","0.911463482431459"
"Gesetzliche KV","2007","Realschule","Laendlicher Raum","2033","0.917847318654495","0.906419498073548","0.929275139235442"
"Gesetzliche KV","2007","(Fach-)Abitur","Staedtischer Raum","1450","0.859117273796396","0.842826709089731","0.875407838503062"
"Gesetzliche KV","2007","(Fach-)Abitur","Laendlicher Raum","503","0.896273198946502","0.871373015508988","0.921173382384016"
"Gesetzliche KV","2007","AkademikerIn","Staedtischer Raum","1923","0.687193434929542","0.670795633863303","0.703591235995781"
"Gesetzliche KV","2007","AkademikerIn","Laendlicher Raum","895","0.718413216634449","0.69376383045653","0.743062602812368"
"Private KV","2007","(noch) kein Abschluss","Staedtischer Raum","60","0.0826824039055524","0.0550287825050248","0.11033602530608"
"Private KV","2007","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Private KV","2007","Hauptschule","Staedtischer Raum","236","0.0435558560113854","0.0376748526962846","0.0494368593264863"
"Private KV","2007","Hauptschule","Laendlicher Raum","123","0.0508964964749037","0.0425046309945833","0.0592883619552241"
"Private KV","2007","Realschule","Staedtischer Raum","365","0.0990065084536485","0.0885365175685409","0.109476499338756"
"Private KV","2007","Realschule","Laendlicher Raum","185","0.0821526813455052","0.0707248607645579","0.0935805019264525"
"Private KV","2007","(Fach-)Abitur","Staedtischer Raum","302","0.140882726203604","0.124592161496938","0.157173290910269"
"Private KV","2007","(Fach-)Abitur","Laendlicher Raum","73","0.103726801053498","0.0788266176159835","0.128626984491012"
"Private KV","2007","AkademikerIn","Staedtischer Raum","1148","0.312806565070458","0.296408764004219","0.329204366136697"
"Private KV","2007","AkademikerIn","Laendlicher Raum","384","0.281586783365551","0.256937397187632","0.30623616954347"
"Weder-noch","2007","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2007","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2007","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2007","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2007","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2007","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2007","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2007","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2007","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2007","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2008","(noch) kein Abschluss","Staedtischer Raum","320","0.910659532595033","0.88198090121139","0.939338163978675"
"Gesetzliche KV","2008","(noch) kein Abschluss","Laendlicher Raum","147","0.896325817547518","0.849953125378554","0.942698509716482"
"Gesetzliche KV","2008","Hauptschule","Staedtischer Raum","4106","0.956653017161061","0.950589698321496","0.962716336000625"
"Gesetzliche KV","2008","Hauptschule","Laendlicher Raum","2356","0.954554581837507","0.946339101107862","0.962770062567151"
"Gesetzliche KV","2008","Realschule","Staedtischer Raum","2632","0.894955930780281","0.883962217955099","0.905949643605464"
"Gesetzliche KV","2008","Realschule","Laendlicher Raum","1939","0.916085827249562","0.904277976528409","0.927893677970716"
"Gesetzliche KV","2008","(Fach-)Abitur","Staedtischer Raum","1356","0.872437207368307","0.856242116562053","0.88863229817456"
