"ple0097","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Private KV","2019","Realschule","maennlich","463","0.11419002200618","0.102468264011438","0.125911780000922"
"Private KV","2019","Realschule","weiblich","268","0.0563550646534381","0.0491360846243898","0.0635740446824865"
"Private KV","2019","(Fach-)Abitur","maennlich","366","0.141634704393682","0.125598149161233","0.15767125962613"
"Private KV","2019","(Fach-)Abitur","weiblich","206","0.0754634405559853","0.0647498512493096","0.0861770298626609"
"Private KV","2019","AkademikerIn","maennlich","1344","0.307994984328802","0.293068900978219","0.322921067679386"
"Private KV","2019","AkademikerIn","weiblich","887","0.252222206037736","0.237524671008967","0.266919741066505"
"Weder-noch","2019","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2019","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2019","Hauptschule","maennlich","","","",""
"Weder-noch","2019","Hauptschule","weiblich","","","",""
"Weder-noch","2019","Realschule","maennlich","","","",""
"Weder-noch","2019","Realschule","weiblich","","","",""
"Weder-noch","2019","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2019","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2019","AkademikerIn","maennlich","","","",""
"Weder-noch","2019","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2020","(noch) kein Abschluss","maennlich","993","0.908435181865955","0.890881428019822","0.925988935712088"
"Gesetzliche KV","2020","(noch) kein Abschluss","weiblich","841","0.955557435489612","0.941863873928399","0.969250997050826"
"Gesetzliche KV","2020","Hauptschule","maennlich","3200","0.938889888208615","0.930843199785291","0.94693657663194"
"Gesetzliche KV","2020","Hauptschule","weiblich","3038","0.966021740217847","0.959672690394109","0.972370790041585"
"Gesetzliche KV","2020","Realschule","maennlich","2211","0.896111328809363","0.884333324358734","0.907889333259992"
"Gesetzliche KV","2020","Realschule","weiblich","3414","0.946062887667119","0.938726505116832","0.953399270217406"
"Gesetzliche KV","2020","(Fach-)Abitur","maennlich","1922","0.858228858507525","0.843761168175447","0.872696548839604"
"Gesetzliche KV","2020","(Fach-)Abitur","weiblich","2491","0.937508854567328","0.928320982272355","0.946696726862301"
"Gesetzliche KV","2020","AkademikerIn","maennlich","2855","0.702988676720636","0.688903675512326","0.717073677928947"
"Gesetzliche KV","2020","AkademikerIn","weiblich","2810","0.751129109666047","0.737102716566922","0.765155502765173"
"Private KV","2020","(noch) kein Abschluss","maennlich","44","0.0915648181340451","0.0740110642879122","0.109118571980178"
"Private KV","2020","(noch) kein Abschluss","weiblich","","","",""
"Private KV","2020","Hauptschule","maennlich","204","0.0611101117913848","0.0530634233680604","0.0691568002147091"
"Private KV","2020","Hauptschule","weiblich","90","0.0339782597821533","0.0276292099584151","0.0403273096058915"
"Private KV","2020","Realschule","maennlich","367","0.103888671190637","0.0921106667400077","0.115666675641266"
"Private KV","2020","Realschule","weiblich","228","0.0539371123328814","0.0466007297825945","0.0612734948831684"
"Private KV","2020","(Fach-)Abitur","maennlich","311","0.141771141492475","0.127303451160396","0.156238831824553"
"Private KV","2020","(Fach-)Abitur","weiblich","175","0.062491145432672","0.0533032731376993","0.0716790177276447"
"Private KV","2020","AkademikerIn","maennlich","1188","0.297011323279364","0.282926322071054","0.311096324487674"
"Private KV","2020","AkademikerIn","weiblich","840","0.248870890333953","0.234844497234827","0.262897283433078"
"Weder-noch","2020","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2020","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2020","Hauptschule","maennlich","","","",""
"Weder-noch","2020","Hauptschule","weiblich","","","",""
"Weder-noch","2020","Realschule","maennlich","","","",""
"Weder-noch","2020","Realschule","weiblich","","","",""
"Weder-noch","2020","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2020","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2020","AkademikerIn","maennlich","","","",""
"Weder-noch","2020","AkademikerIn","weiblich","","","",""
