"ple0097","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Gesetzliche KV","2000","(Fach-)Abitur","weiblich","1099","0.878395697770999","0.86014572137236","0.896645674169639"
"Gesetzliche KV","2000","AkademikerIn","maennlich","1479","0.671261161581696","0.651441618455853","0.691080704707539"
"Gesetzliche KV","2000","AkademikerIn","weiblich","1282","0.755653418038832","0.734957610142267","0.776349225935398"
"Private KV","2000","(noch) kein Abschluss","maennlich","42","0.103541717103933","0.0743698784322781","0.132713555775589"
"Private KV","2000","(noch) kein Abschluss","weiblich","42","0.0849761099384623","0.0604855869678496","0.109466632909075"
"Private KV","2000","Hauptschule","maennlich","318","0.0650978965293151","0.0583595523279377","0.0718362407306926"
"Private KV","2000","Hauptschule","weiblich","187","0.0343099075188948","0.0295106802968078","0.0391091347409817"
"Private KV","2000","Realschule","maennlich","339","0.13813895934563","0.12515760860924","0.15112031008202"
"Private KV","2000","Realschule","weiblich","251","0.0706277920712226","0.0622224097448497","0.0790331743975954"
"Private KV","2000","(Fach-)Abitur","maennlich","177","0.168745401696764","0.146732428674448","0.19075837471908"
"Private KV","2000","(Fach-)Abitur","weiblich","128","0.116293847319466","0.098392939932987","0.134194754705946"
"Private KV","2000","AkademikerIn","maennlich","665","0.321150477911964","0.301450605407536","0.340850350416392"
"Private KV","2000","AkademikerIn","weiblich","368","0.240082931248239","0.219510687235179","0.260655175261299"
"Weder-noch","2000","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2000","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2000","Hauptschule","maennlich","31","0.00710622764407371","0.00481188859722619","0.00940056669092124"
"Weder-noch","2000","Hauptschule","weiblich","","","",""
"Weder-noch","2000","Realschule","maennlich","34","0.011633980778739","0.00759969886593943","0.0156682626915386"
"Weder-noch","2000","Realschule","weiblich","","","",""
"Weder-noch","2000","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2000","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2000","AkademikerIn","maennlich","","","",""
"Weder-noch","2000","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2001","(noch) kein Abschluss","maennlich","353","0.861731131918286","0.82811337947852","0.895348884358052"
"Gesetzliche KV","2001","(noch) kein Abschluss","weiblich","415","0.899121313241223","0.871747804380808","0.926494822101639"
"Gesetzliche KV","2001","Hauptschule","maennlich","4241","0.928067963183399","0.920553059658127","0.935582866708671"
"Gesetzliche KV","2001","Hauptschule","weiblich","4685","0.967095232756108","0.962073763382597","0.97211670212962"
"Gesetzliche KV","2001","Realschule","maennlich","2137","0.839498871131717","0.825101343399091","0.853896398864343"
"Gesetzliche KV","2001","Realschule","weiblich","3057","0.931358497737138","0.922704252190136","0.94001274328414"
"Gesetzliche KV","2001","(Fach-)Abitur","maennlich","853","0.808298449203197","0.784340071973095","0.8322568264333"
"Gesetzliche KV","2001","(Fach-)Abitur","weiblich","1055","0.871457588032921","0.852401433495042","0.890513742570801"
"Gesetzliche KV","2001","AkademikerIn","maennlich","1370","0.672623840007382","0.652027257439666","0.693220422575098"
"Gesetzliche KV","2001","AkademikerIn","weiblich","1192","0.743537552959616","0.721840205715603","0.765234900203629"
"Private KV","2001","(noch) kein Abschluss","maennlich","49","0.126516691027462","0.0941407949713566","0.158892587083568"
"Private KV","2001","(noch) kein Abschluss","weiblich","48","0.0941992292795398","0.0676494061482537","0.120749052410826"
"Private KV","2001","Hauptschule","maennlich","270","0.0634611325995896","0.0563704319283439","0.0705518332708354"
"Private KV","2001","Hauptschule","weiblich","152","0.031164628222347","0.0262733456411541","0.0360559108035398"
"Private KV","2001","Realschule","maennlich","320","0.14442033957849","0.130632912560964","0.158207766596016"
"Private KV","2001","Realschule","weiblich","220","0.0682742703278023","0.059641504493522","0.0769070361620826"
"Private KV","2001","(Fach-)Abitur","maennlich","165","0.170335138907898","0.147454814083052","0.193215463732743"
"Private KV","2001","(Fach-)Abitur","weiblich","128","0.125447937419634","0.106589160962809","0.144306713876459"
"Private KV","2001","AkademikerIn","maennlich","612","0.320265906377615","0.299786828613364","0.340744984141865"
"Private KV","2001","AkademikerIn","weiblich","357","0.252306403342654","0.23072551778491","0.273887288900398"
"Weder-noch","2001","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2001","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2001","Hauptschule","maennlich","30","0.00847090421701103","0.00580533504507395","0.0111364733889481"
"Weder-noch","2001","Hauptschule","weiblich","","","",""
"Weder-noch","2001","Realschule","maennlich","40","0.0160807892897927","0.0111470951694115","0.0210144834101739"
"Weder-noch","2001","Realschule","weiblich","","","",""
"Weder-noch","2001","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2001","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2001","AkademikerIn","maennlich","","","",""
"Weder-noch","2001","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2002","(noch) kein Abschluss","maennlich","362","0.890975548700208","0.861344400973795","0.920606696426621"
"Gesetzliche KV","2002","(noch) kein Abschluss","weiblich","421","0.917093249556287","0.892476751691853","0.941709747420721"
"Gesetzliche KV","2002","Hauptschule","maennlich","3988","0.933766940876076","0.926329506253395","0.941204375498757"
"Gesetzliche KV","2002","Hauptschule","weiblich","4444","0.964742840145554","0.959425890285161","0.970059790005948"
"Gesetzliche KV","2002","Realschule","maennlich","2154","0.850607138327545","0.836795589510271","0.864418687144819"
"Gesetzliche KV","2002","Realschule","weiblich","3150","0.93490997651792","0.926653277382879","0.943166675652962"
"Gesetzliche KV","2002","(Fach-)Abitur","maennlich","901","0.817879230100298","0.795504937959275","0.840253522241321"
"Gesetzliche KV","2002","(Fach-)Abitur","weiblich","1129","0.884188557728268","0.86687328430625","0.901503831150285"
"Gesetzliche KV","2002","AkademikerIn","maennlich","1559","0.665372776315928","0.647228415791403","0.683517136840452"
"Gesetzliche KV","2002","AkademikerIn","weiblich","1319","0.743191314591674","0.723825762766696","0.762556866416652"
"Private KV","2002","(noch) kein Abschluss","maennlich","60","0.0988905433408512","0.0705100604125725","0.12727102626913"
"Private KV","2002","(noch) kein Abschluss","weiblich","60","0.0765043522013336","0.0527750444146742","0.100233659987993"
"Private KV","2002","Hauptschule","maennlich","287","0.0607712066497887","0.0536262247038381","0.0679161885957392"
"Private KV","2002","Hauptschule","weiblich","170","0.0344521545443919","0.029194062148213","0.0397102469405707"
"Private KV","2002","Realschule","maennlich","371","0.137161708877431","0.123832815413058","0.150490602341803"
"Private KV","2002","Realschule","weiblich","275","0.0643306857376824","0.0561189562887328","0.072542415186632"
"Private KV","2002","(Fach-)Abitur","maennlich","228","0.171743795677651","0.149878877665904","0.193608713689399"
"Private KV","2002","(Fach-)Abitur","weiblich","177","0.109801156479632","0.092883969729585","0.126718343229679"
"Private KV","2002","AkademikerIn","maennlich","1020","0.33010324332956","0.312020790081269","0.348185696577851"
"Private KV","2002","AkademikerIn","weiblich","628","0.252562503414846","0.233302933369918","0.271822073459773"
"Weder-noch","2002","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2002","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2002","Hauptschule","maennlich","","","",""
"Weder-noch","2002","Hauptschule","weiblich","","","",""
"Weder-noch","2002","Realschule","maennlich","34","0.0122311527950245","0.0079724796765765","0.0164898259134724"
"Weder-noch","2002","Realschule","weiblich","","","",""
"Weder-noch","2002","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2002","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2002","AkademikerIn","maennlich","","","",""
"Weder-noch","2002","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2003","(noch) kein Abschluss","maennlich","353","0.884026058068734","0.853403872167536","0.914648243969932"
"Gesetzliche KV","2003","(noch) kein Abschluss","weiblich","415","0.893311241932668","0.865548521759672","0.921073962105665"
"Gesetzliche KV","2003","Hauptschule","maennlich","3788","0.932327070939153","0.924619639966757","0.940034501911549"
"Gesetzliche KV","2003","Hauptschule","weiblich","4205","0.966080230513276","0.960714349254545","0.971446111772007"
"Gesetzliche KV","2003","Realschule","maennlich","2097","0.85908091277347","0.845362190505612","0.872799635041329"
"Gesetzliche KV","2003","Realschule","weiblich","3038","0.933589128098551","0.925102630798283","0.942075625398818"
"Gesetzliche KV","2003","(Fach-)Abitur","maennlich","871","0.809874206655183","0.786737781547195","0.833010631763172"
"Gesetzliche KV","2003","(Fach-)Abitur","weiblich","1120","0.889867291728864","0.872862810759111","0.906871772698616"
"Gesetzliche KV","2003","AkademikerIn","maennlich","1484","0.667319018841575","0.648669458571838","0.685968579111312"
"Gesetzliche KV","2003","AkademikerIn","weiblich","1292","0.747941381861909","0.728371559510391","0.767511204213427"
"Private KV","2003","(noch) kein Abschluss","maennlich","62","0.0983007039081537","0.0698277434490035","0.126773664367304"
"Private KV","2003","(noch) kein Abschluss","weiblich","56","0.0948062135159053","0.0684616826590107","0.1211507443728"
"Private KV","2003","Hauptschule","maennlich","264","0.058883868989832","0.0516605334864798","0.0661072044931843"
"Private KV","2003","Hauptschule","weiblich","159","0.0321954881780981","0.0269631073834762","0.03742786897272"
"Private KV","2003","Realschule","maennlich","343","0.128708682130092","0.115504930898571","0.141912433361613"
"Private KV","2003","Realschule","weiblich","261","0.064630843473069","0.0562508741652723","0.0730108127808656"
"Private KV","2003","(Fach-)Abitur","maennlich","222","0.182187619283326","0.159428616816895","0.204946621749756"
"Private KV","2003","(Fach-)Abitur","weiblich","179","0.107116598882251","0.0903181817631051","0.123915016001396"
"Private KV","2003","AkademikerIn","maennlich","949","0.32718314797147","0.308612299270672","0.345753996672268"
"Private KV","2003","AkademikerIn","weiblich","594","0.248597871556214","0.229117948368789","0.268077794743639"
"Weder-noch","2003","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2003","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2003","Hauptschule","maennlich","","","",""
"Weder-noch","2003","Hauptschule","weiblich","","","",""
"Weder-noch","2003","Realschule","maennlich","31","0.0122104050964378","0.00788019490207567","0.0165406152907999"
"Weder-noch","2003","Realschule","weiblich","","","",""
"Weder-noch","2003","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2003","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2003","AkademikerIn","maennlich","","","",""
"Weder-noch","2003","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2004","(noch) kein Abschluss","maennlich","344","0.919577369964874","0.893286167269774","0.945868572659973"
"Gesetzliche KV","2004","(noch) kein Abschluss","weiblich","415","0.921888027832968","0.897906688085969","0.945869367579966"
"Gesetzliche KV","2004","Hauptschule","maennlich","3623","0.940634141227816","0.933185176593196","0.948083105862436"
"Gesetzliche KV","2004","Hauptschule","weiblich","4004","0.968838251138074","0.963551207150169","0.97412529512598"
"Gesetzliche KV","2004","Realschule","maennlich","2024","0.865649910604482","0.851873534655783","0.879426286553182"
"Gesetzliche KV","2004","Realschule","weiblich","2974","0.937566203416906","0.9292095767655","0.945922830068312"
"Gesetzliche KV","2004","(Fach-)Abitur","maennlich","867","0.826614342396913","0.803951793638199","0.849276891155627"
"Gesetzliche KV","2004","(Fach-)Abitur","weiblich","1127","0.89780337157246","0.881343806969425","0.914262936175495"
"Gesetzliche KV","2004","AkademikerIn","maennlich","1445","0.667740688493573","0.64888438434316","0.686596992643986"
"Gesetzliche KV","2004","AkademikerIn","weiblich","1278","0.749912032746956","0.730273401548334","0.769550663945579"
"Private KV","2004","(noch) kein Abschluss","maennlich","67","0.0804226300351261","0.0541314273400264","0.106713832730226"
"Private KV","2004","(noch) kein Abschluss","weiblich","66","0.0781119721670325","0.054130632420034","0.102093311914031"
"Private KV","2004","Hauptschule","maennlich","243","0.059365858772184","0.0519168941375639","0.066814823406804"
"Private KV","2004","Hauptschule","weiblich","145","0.0311617488619257","0.0258747048740201","0.0364487928498313"
"Private KV","2004","Realschule","maennlich","330","0.134350089395518","0.120573713446818","0.148126465344217"
"Private KV","2004","Realschule","weiblich","246","0.0624337965830938","0.0540771699316877","0.0707904232344999"
"Private KV","2004","(Fach-)Abitur","maennlich","205","0.173385657603087","0.150723108844373","0.196048206361801"
"Private KV","2004","(Fach-)Abitur","weiblich","174","0.10219662842754","0.0857370638245047","0.118656193030575"
"Private KV","2004","AkademikerIn","maennlich","952","0.332259311506427","0.313403007356014","0.35111561565684"
"Private KV","2004","AkademikerIn","weiblich","590","0.250087967253044","0.230449336054421","0.269726598451666"
"Weder-noch","2004","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2004","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2004","Hauptschule","maennlich","","","",""
"Weder-noch","2004","Hauptschule","weiblich","","","",""
"Weder-noch","2004","Realschule","maennlich","","","",""
"Weder-noch","2004","Realschule","weiblich","","","",""
"Weder-noch","2004","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2004","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2004","AkademikerIn","maennlich","","","",""
"Weder-noch","2004","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2005","(noch) kein Abschluss","maennlich","342","0.898063288459959","0.868953247000156","0.927173329919762"
"Gesetzliche KV","2005","(noch) kein Abschluss","weiblich","411","0.905432410636278","0.879255002165488","0.931609819107068"
"Gesetzliche KV","2005","Hauptschule","maennlich","3389","0.938045953909573","0.930193946095253","0.945897961723892"
"Gesetzliche KV","2005","Hauptschule","weiblich","3735","0.970041367428293","0.964671140644945","0.975411594211642"
"Gesetzliche KV","2005","Realschule","maennlich","1916","0.865224916134904","0.851077166555803","0.879372665714005"
"Gesetzliche KV","2005","Realschule","weiblich","2839","0.936025965241684","0.92736699529212","0.944684935191249"
"Gesetzliche KV","2005","(Fach-)Abitur","maennlich","822","0.841751200023933","0.8192425479096","0.864259852138267"
"Gesetzliche KV","2005","(Fach-)Abitur","weiblich","1099","0.901737536809743","0.885314543683155","0.918160529936332"
"Gesetzliche KV","2005","AkademikerIn","maennlich","1394","0.674125556060593","0.654878390658717","0.693372721462469"
"Gesetzliche KV","2005","AkademikerIn","weiblich","1264","0.749835158567796","0.730061753645901","0.769608563489691"
"Private KV","2005","(noch) kein Abschluss","maennlich","73","0.101936711540041","0.0728266700802378","0.131046752999844"
"Private KV","2005","(noch) kein Abschluss","weiblich","69","0.0945675893637218","0.0683901808929317","0.120744997834512"
"Private KV","2005","Hauptschule","maennlich","232","0.0619540460904274","0.0541020382761079","0.069806053904747"
"Private KV","2005","Hauptschule","weiblich","136","0.0299586325717065","0.024588405788358","0.0353288593550549"
"Private KV","2005","Realschule","maennlich","322","0.134775083865096","0.120627334285995","0.148922833444197"
"Private KV","2005","Realschule","weiblich","229","0.063974034758316","0.0553150648087515","0.0726330047078806"
"Private KV","2005","(Fach-)Abitur","maennlich","188","0.158248799976067","0.135740147861733","0.1807574520904"
"Private KV","2005","(Fach-)Abitur","weiblich","163","0.0982624631902566","0.0818394700636682","0.114685456316845"
"Private KV","2005","AkademikerIn","maennlich","884","0.325874443939407","0.306627278537532","0.345121609341283"
"Private KV","2005","AkademikerIn","weiblich","579","0.250164841432204","0.230391436510309","0.269938246354099"
"Weder-noch","2005","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2005","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2005","Hauptschule","maennlich","","","",""
"Weder-noch","2005","Hauptschule","weiblich","","","",""
"Weder-noch","2005","Realschule","maennlich","","","",""
"Weder-noch","2005","Realschule","weiblich","","","",""
"Weder-noch","2005","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2005","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2005","AkademikerIn","maennlich","","","",""
"Weder-noch","2005","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2006","(noch) kein Abschluss","maennlich","237","0.87810885937211","0.84108789619602","0.9151298225482"
"Gesetzliche KV","2006","(noch) kein Abschluss","weiblich","293","0.924853409809211","0.896913427385938","0.952793392232484"
"Gesetzliche KV","2006","Hauptschule","maennlich","3632","0.938208612106111","0.930641279863526","0.945775944348696"
"Gesetzliche KV","2006","Hauptschule","weiblich","3999","0.966232548935695","0.960748842376054","0.971716255495336"
"Gesetzliche KV","2006","Realschule","maennlich","2033","0.862951001938021","0.849157900476403","0.87674410339964"
"Gesetzliche KV","2006","Realschule","weiblich","3055","0.937539346510424","0.929292966312122","0.945785726708726"
"Gesetzliche KV","2006","(Fach-)Abitur","maennlich","847","0.835063673924134","0.812615997388541","0.857511350459726"
"Gesetzliche KV","2006","(Fach-)Abitur","weiblich","1218","0.910704481517875","0.895658791278543","0.925750171757208"
"Gesetzliche KV","2006","AkademikerIn","maennlich","1540","0.652309826620933","0.63374534935525","0.670874303886615"
"Gesetzliche KV","2006","AkademikerIn","weiblich","1397","0.745904781049917","0.726915003659303","0.76489455844053"
"Private KV","2006","(noch) kein Abschluss","maennlich","63","0.12189114062789","0.0848701774518004","0.15891210380398"
"Private KV","2006","(noch) kein Abschluss","weiblich","49","0.0751465901907886","0.0472066077675157","0.103086572614062"
"Private KV","2006","Hauptschule","maennlich","257","0.0617913878938893","0.0542240556513039","0.0693587201364746"
"Private KV","2006","Hauptschule","weiblich","169","0.0337674510643051","0.0282837445046638","0.0392511576239463"
"Private KV","2006","Realschule","maennlich","355","0.137048998061978","0.12325589660036","0.150842099523597"
"Private KV","2006","Realschule","weiblich","253","0.0624606534895761","0.0542142732912744","0.0707070336878778"
"Private KV","2006","(Fach-)Abitur","maennlich","203","0.164936326075866","0.142488649540274","0.187384002611459"
"Private KV","2006","(Fach-)Abitur","weiblich","162","0.0892955184821246","0.0742498282427918","0.104341208721457"
"Private KV","2006","AkademikerIn","maennlich","988","0.347690173379068","0.329125696113385","0.36625465064475"
"Private KV","2006","AkademikerIn","weiblich","622","0.254095218950084","0.23510544155947","0.273084996340697"
"Weder-noch","2006","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2006","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2006","Hauptschule","maennlich","","","",""
"Weder-noch","2006","Hauptschule","weiblich","","","",""
"Weder-noch","2006","Realschule","maennlich","","","",""
"Weder-noch","2006","Realschule","weiblich","","","",""
"Weder-noch","2006","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2006","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2006","AkademikerIn","maennlich","","","",""
"Weder-noch","2006","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2007","(noch) kein Abschluss","maennlich","205","0.892936385989786","0.853899894309981","0.931972877669591"
"Gesetzliche KV","2007","(noch) kein Abschluss","weiblich","265","0.926010463274546","0.896777971660481","0.955242954888612"
"Gesetzliche KV","2007","Hauptschule","maennlich","3298","0.938473114706282","0.930538329914688","0.946407899497876"
"Gesetzliche KV","2007","Hauptschule","weiblich","3605","0.968421231826192","0.962815915811143","0.974026547841241"
"Gesetzliche KV","2007","Realschule","maennlich","1915","0.865508716645543","0.851354566840027","0.879662866451059"
"Gesetzliche KV","2007","Realschule","weiblich","2879","0.940567654670082","0.932260835603098","0.948874473737066"
"Gesetzliche KV","2007","(Fach-)Abitur","maennlich","821","0.8325426893786","0.809695660928862","0.855389717828339"
"Gesetzliche KV","2007","(Fach-)Abitur","weiblich","1132","0.897700826893152","0.881240271933245","0.91416138185306"
"Gesetzliche KV","2007","AkademikerIn","maennlich","1453","0.65211692282674","0.632985477540732","0.671248368112747"
"Gesetzliche KV","2007","AkademikerIn","weiblich","1365","0.750532144425344","0.731419658502802","0.769644630347886"
"Private KV","2007","(noch) kein Abschluss","maennlich","36","0.107063614010214","0.068027122330409","0.146100105690019"
"Private KV","2007","(noch) kein Abschluss","weiblich","43","0.0739895367254537","0.0447570451113884","0.103222028339519"
"Private KV","2007","Hauptschule","maennlich","225","0.0615268852937182","0.0535921005021239","0.0694616700853124"
"Private KV","2007","Hauptschule","weiblich","134","0.0315787681738082","0.0259734521587593","0.0371840841888571"
"Private KV","2007","Realschule","maennlich","317","0.134491283354457","0.120337133548941","0.148645433159973"
"Private KV","2007","Realschule","weiblich","233","0.0594323453299181","0.0511255262629345","0.0677391643969018"
"Private KV","2007","(Fach-)Abitur","maennlich","205","0.1674573106214","0.144610282171661","0.190304339071138"
"Private KV","2007","(Fach-)Abitur","weiblich","170","0.102299173106848","0.0858386181469403","0.118759728066755"
"Private KV","2007","AkademikerIn","maennlich","928","0.34788307717326","0.328751631887253","0.367014522459268"
"Private KV","2007","AkademikerIn","weiblich","604","0.249467855574656","0.230355369652114","0.268580341497198"
"Weder-noch","2007","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2007","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2007","Hauptschule","maennlich","","","",""
"Weder-noch","2007","Hauptschule","weiblich","","","",""
"Weder-noch","2007","Realschule","maennlich","","","",""
"Weder-noch","2007","Realschule","weiblich","","","",""
"Weder-noch","2007","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2007","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2007","AkademikerIn","maennlich","","","",""
"Weder-noch","2007","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2008","(noch) kein Abschluss","maennlich","217","0.883556009644764","0.843953436660164","0.923158582629364"
"Gesetzliche KV","2008","(noch) kein Abschluss","weiblich","250","0.927836793651495","0.898258839469219","0.957414747833772"
"Gesetzliche KV","2008","Hauptschule","maennlich","3077","0.939795871652986","0.931666704433744","0.947925038872228"
"Gesetzliche KV","2008","Hauptschule","weiblich","3385","0.970962405500726","0.965409880257453","0.976514930743999"
"Gesetzliche KV","2008","Realschule","maennlich","1836","0.856731626560863","0.841939792757573","0.871523460364152"
"Gesetzliche KV","2008","Realschule","weiblich","2735","0.939851402076749","0.931273011078766","0.948429793074732"
"Gesetzliche KV","2008","(Fach-)Abitur","maennlich","766","0.846680613138414","0.823936556992309","0.869424669284518"
"Gesetzliche KV","2008","(Fach-)Abitur","weiblich","1062","0.908563870704699","0.892276464588119","0.924851276821278"
"Gesetzliche KV","2008","AkademikerIn","maennlich","1420","0.66056168177178","0.64115071795032","0.67997264559324"
"Gesetzliche KV","2008","AkademikerIn","weiblich","1320","0.758892714210877","0.73961312903258","0.778172299389173"
"Private KV","2008","(noch) kein Abschluss","maennlich","35","0.116443990355236","0.0768414173706361","0.156046563339836"
"Private KV","2008","(noch) kein Abschluss","weiblich","44","0.0721632063485047","0.0425852521662282","0.101741160530781"
"Private KV","2008","Hauptschule","maennlich","212","0.0602041283470137","0.0520749611277715","0.0683332955662558"
"Private KV","2008","Hauptschule","weiblich","128","0.0290375944992742","0.0234850692560011","0.0345901197425473"
"Private KV","2008","Realschule","maennlich","319","0.143268373439137","0.128476539635848","0.158060207242427"
"Private KV","2008","Realschule","weiblich","216","0.0601485979232505","0.0515702069252675","0.0687269889212335"
"Private KV","2008","(Fach-)Abitur","maennlich","198","0.153319386861586","0.130575330715482","0.176063443007691"
"Private KV","2008","(Fach-)Abitur","weiblich","141","0.0914361292953014","0.0751487231787216","0.107723535411881"
"Private KV","2008","AkademikerIn","maennlich","866","0.33943831822822","0.32002735440676","0.35884928204968"
"Private KV","2008","AkademikerIn","weiblich","571","0.241107285789123","0.221827700610827","0.26038687096742"
"Weder-noch","2008","(noch) kein Abschluss","maennlich","","","",""
"Weder-noch","2008","(noch) kein Abschluss","weiblich","","","",""
"Weder-noch","2008","Hauptschule","maennlich","","","",""
"Weder-noch","2008","Hauptschule","weiblich","","","",""
"Weder-noch","2008","Realschule","maennlich","","","",""
"Weder-noch","2008","Realschule","weiblich","","","",""
"Weder-noch","2008","(Fach-)Abitur","maennlich","","","",""
"Weder-noch","2008","(Fach-)Abitur","weiblich","","","",""
"Weder-noch","2008","AkademikerIn","maennlich","","","",""
"Weder-noch","2008","AkademikerIn","weiblich","","","",""
"Gesetzliche KV","2009","(noch) kein Abschluss","maennlich","207","0.894102888013657","0.855493849646597","0.932711926380718"
"Gesetzliche KV","2009","(noch) kein Abschluss","weiblich","198","0.897274359143205","0.858703290561763","0.935845427724646"
"Gesetzliche KV","2009","Hauptschule","maennlich","2809","0.938840283796722","0.930271351417975","0.947409216175469"
