"ple0097","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Private KV","2018","(Fach-)Abitur","Westdeutschland","345","0.116470744010178","0.105744679474339","0.127196808546016"
"Private KV","2018","(Fach-)Abitur","Ostdeutschland","37","0.0826938765313609","0.0603944802719958","0.104993272790726"
"Private KV","2018","AkademikerIn","Westdeutschland","1517","0.309512963295724","0.296647529356651","0.322378397234797"
"Private KV","2018","AkademikerIn","Ostdeutschland","216","0.145235489002814","0.126732915009955","0.163738062995673"
"Weder-noch","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2018","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2018","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2018","Realschule","Westdeutschland","","","",""
"Weder-noch","2018","Realschule","Ostdeutschland","","","",""
"Weder-noch","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2018","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2018","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2019","(noch) kein Abschluss","Westdeutschland","617","0.928381859539043","0.908827900416976","0.94793581866111"
"Gesetzliche KV","2019","(noch) kein Abschluss","Ostdeutschland","102","0.998668906909861","0.99166167646712","1.0056761373526"
"Gesetzliche KV","2019","Hauptschule","Westdeutschland","4932","0.948313898206599","0.942333751335556","0.954294045077643"
"Gesetzliche KV","2019","Hauptschule","Ostdeutschland","924","0.994154418941107","0.989275906251052","0.999032931631162"
"Gesetzliche KV","2019","Realschule","Westdeutschland","3996","0.902780136897692","0.894198330811981","0.911361942983404"
"Gesetzliche KV","2019","Realschule","Ostdeutschland","2005","0.958399756773127","0.949967447557626","0.966832065988628"
"Gesetzliche KV","2019","(Fach-)Abitur","Westdeutschland","3024","0.88686494949308","0.876421543745973","0.897308355240187"
"Gesetzliche KV","2019","(Fach-)Abitur","Ostdeutschland","540","0.944477721343675","0.926154494190313","0.962800948497038"
"Gesetzliche KV","2019","AkademikerIn","Westdeutschland","3543","0.692128059744762","0.679821730659334","0.70443438883019"
"Gesetzliche KV","2019","AkademikerIn","Ostdeutschland","1233","0.839586099466129","0.821564479697725","0.857607719234532"
"Private KV","2019","(noch) kein Abschluss","Westdeutschland","51","0.0716181404609574","0.0520641813388903","0.0911720995830245"
"Private KV","2019","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Private KV","2019","Hauptschule","Westdeutschland","333","0.0516861017934007","0.0457059549223574","0.0576662486644439"
"Private KV","2019","Hauptschule","Ostdeutschland","14","","",""
"Private KV","2019","Realschule","Westdeutschland","582","0.0972198631023074","0.0886380570165961","0.105801669188019"
"Private KV","2019","Realschule","Ostdeutschland","149","0.0416002432268729","0.0331679340113721","0.0500325524423737"
"Private KV","2019","(Fach-)Abitur","Westdeutschland","510","0.11313505050692","0.102691644759813","0.123578456254027"
"Private KV","2019","(Fach-)Abitur","Ostdeutschland","60","0.0555222786563245","0.037199051502962","0.073845505809687"
"Private KV","2019","AkademikerIn","Westdeutschland","1862","0.307871940255238","0.29556561116981","0.320178269340666"
"Private KV","2019","AkademikerIn","Ostdeutschland","360","0.160413900533871","0.142392280765468","0.178435520302275"
"Weder-noch","2019","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2019","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2019","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2019","Realschule","Westdeutschland","","","",""
"Weder-noch","2019","Realschule","Ostdeutschland","","","",""
"Weder-noch","2019","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2019","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2019","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2019","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2020","(noch) kein Abschluss","Westdeutschland","1590","0.93013359906338","0.917837102108005","0.942430096018755"
"Gesetzliche KV","2020","(noch) kein Abschluss","Ostdeutschland","244","0.950125341983043","0.923459302077126","0.97679138188896"
"Gesetzliche KV","2020","Hauptschule","Westdeutschland","5270","0.946847304281432","0.940946299269773","0.952748309293092"
"Gesetzliche KV","2020","Hauptschule","Ostdeutschland","968","0.994724720549612","0.990189386880764","0.99926005421846"
"Gesetzliche KV","2020","Realschule","Westdeutschland","3766","0.910184682569262","0.901586714997015","0.918782650141509"
"Gesetzliche KV","2020","Realschule","Ostdeutschland","1860","0.960527174590061","0.951935289039441","0.969119060140681"
"Gesetzliche KV","2020","(Fach-)Abitur","Westdeutschland","3771","0.895818997083593","0.886592010879132","0.905045983288055"
"Gesetzliche KV","2020","(Fach-)Abitur","Ostdeutschland","645","0.938420770714535","0.92049718084599","0.956344360583081"
"Gesetzliche KV","2020","AkademikerIn","Westdeutschland","4327","0.69647923733656","0.684890759453343","0.708067715219777"
"Gesetzliche KV","2020","AkademikerIn","Ostdeutschland","1339","0.862280245907296","0.845642601994272","0.87891788982032"
"Private KV","2020","(noch) kein Abschluss","Westdeutschland","61","0.06986640093662","0.0575699039812453","0.0821628978919946"
"Private KV","2020","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Private KV","2020","Hauptschule","Westdeutschland","282","0.0531526957185677","0.0472516907069079","0.0590537007302274"
"Private KV","2020","Hauptschule","Ostdeutschland","12","","",""
"Private KV","2020","Realschule","Westdeutschland","482","0.0898153174307383","0.0812173498584915","0.0984132850029852"
"Private KV","2020","Realschule","Ostdeutschland","113","0.0394728254099387","0.0308809398593184","0.0480647109605589"
"Private KV","2020","(Fach-)Abitur","Westdeutschland","440","0.104181002916407","0.0949540167119454","0.113407989120868"
"Private KV","2020","(Fach-)Abitur","Ostdeutschland","46","0.0615792292854647","0.0436556394169191","0.0795028191540103"
"Private KV","2020","AkademikerIn","Westdeutschland","1720","0.30352076266344","0.291932284780223","0.315109240546657"
"Private KV","2020","AkademikerIn","Ostdeutschland","309","0.137719754092704","0.12108211017968","0.154357398005728"
"Weder-noch","2020","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2020","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2020","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2020","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2020","Realschule","Westdeutschland","","","",""
"Weder-noch","2020","Realschule","Ostdeutschland","","","",""
"Weder-noch","2020","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2020","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2020","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2020","AkademikerIn","Ostdeutschland","","","",""
