"ple0097","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Gesetzliche KV","2000","(Fach-)Abitur","Ostdeutschland","327","0.896011647373734","0.864303397736319","0.927719897011149"
"Gesetzliche KV","2000","AkademikerIn","Westdeutschland","1616","0.639862659353518","0.621142528596426","0.65858279011061"
"Gesetzliche KV","2000","AkademikerIn","Ostdeutschland","1145","0.895991800869201","0.879320251392078","0.912663350346324"
"Private KV","2000","(noch) kein Abschluss","Westdeutschland","76","0.10220534920969","0.0806123726541055","0.123798325765275"
"Private KV","2000","(noch) kein Abschluss","Ostdeutschland","8","","",""
"Private KV","2000","Hauptschule","Westdeutschland","496","0.0563551714161755","0.0515639233464545","0.0611464194858966"
"Private KV","2000","Hauptschule","Ostdeutschland","9","","",""
"Private KV","2000","Realschule","Westdeutschland","478","0.11938339549566","0.109364070287149","0.129402720704171"
"Private KV","2000","Realschule","Ostdeutschland","112","0.0521420201474753","0.0429764511024071","0.0613075891925434"
"Private KV","2000","(Fach-)Abitur","Westdeutschland","279","0.147638699571658","0.13204490286009","0.163232496283226"
"Private KV","2000","(Fach-)Abitur","Ostdeutschland","26","","",""
"Private KV","2000","AkademikerIn","Westdeutschland","892","0.3521375155108","0.333511113077967","0.370763917943633"
"Private KV","2000","AkademikerIn","Ostdeutschland","141","0.102917958865259","0.0863239306963767","0.119511987034142"
"Weder-noch","2000","(noch) kein Abschluss","Westdeutschland","6","","",""
"Weder-noch","2000","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Weder-noch","2000","Hauptschule","Westdeutschland","47","0.0052992643164599","0.00379081230631845","0.00680771632660135"
"Weder-noch","2000","Hauptschule","Ostdeutschland","2","","",""
"Weder-noch","2000","Realschule","Westdeutschland","28","","",""
"Weder-noch","2000","Realschule","Ostdeutschland","12","","",""
"Weder-noch","2000","(Fach-)Abitur","Westdeutschland","19","","",""
"Weder-noch","2000","(Fach-)Abitur","Ostdeutschland","3","","",""
"Weder-noch","2000","AkademikerIn","Westdeutschland","18","","",""
"Weder-noch","2000","AkademikerIn","Ostdeutschland","2","","",""
"Gesetzliche KV","2001","(noch) kein Abschluss","Westdeutschland","605","0.871774157114926","0.846935206282437","0.896613107947415"
"Gesetzliche KV","2001","(noch) kein Abschluss","Ostdeutschland","163","0.92577249833455","0.886822447737669","0.964722548931432"
"Gesetzliche KV","2001","Hauptschule","Westdeutschland","7333","0.940711287215393","0.935466914485783","0.945955659945002"
"Gesetzliche KV","2001","Hauptschule","Ostdeutschland","1593","0.997367207954242","0.994855554714281","0.999878861194202"
"Gesetzliche KV","2001","Realschule","Westdeutschland","3245","0.873764836034543","0.863075131928834","0.884454540140252"
"Gesetzliche KV","2001","Realschule","Ostdeutschland","1949","0.93563155660047","0.925054574782729","0.946208538418211"
"Gesetzliche KV","2001","(Fach-)Abitur","Westdeutschland","1586","0.832971644396423","0.816079319962395","0.849863968830451"
"Gesetzliche KV","2001","(Fach-)Abitur","Ostdeutschland","322","0.906951242387932","0.876473511011255","0.937428973764609"
"Gesetzliche KV","2001","AkademikerIn","Westdeutschland","1478","0.636483648531554","0.616944204427132","0.656023092635975"
"Gesetzliche KV","2001","AkademikerIn","Ostdeutschland","1084","0.891550484318089","0.874116394999794","0.908984573636385"
"Private KV","2001","(noch) kein Abschluss","Westdeutschland","88","0.121780264288536","0.0974843345155986","0.146076194061473"
"Private KV","2001","(noch) kein Abschluss","Ostdeutschland","9","","",""
"Private KV","2001","Hauptschule","Westdeutschland","419","0.0538519755297043","0.0488394138977639","0.0588645371616447"
"Private KV","2001","Hauptschule","Ostdeutschland","3","","",""
"Private KV","2001","Realschule","Westdeutschland","433","0.118913235860245","0.108494796566136","0.129331675154354"
"Private KV","2001","Realschule","Ostdeutschland","107","0.0572227456950383","0.0472121085891333","0.0672333828009434"
"Private KV","2001","(Fach-)Abitur","Westdeutschland","268","0.154205929868843","0.137850496444172","0.170561363293513"
"Private KV","2001","(Fach-)Abitur","Ostdeutschland","25","","",""
"Private KV","2001","AkademikerIn","Westdeutschland","835","0.356632822464487","0.337174889233192","0.376090755695781"
"Private KV","2001","AkademikerIn","Ostdeutschland","134","0.105489330950085","0.0882663024815328","0.122712359418636"
"Weder-noch","2001","(noch) kein Abschluss","Westdeutschland","3","","",""
"Weder-noch","2001","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Weder-noch","2001","Hauptschule","Westdeutschland","38","0.0054367372549031","0.00380381788282914","0.00706965662697707"
"Weder-noch","2001","Hauptschule","Ostdeutschland","3","","",""
"Weder-noch","2001","Realschule","Westdeutschland","30","0.00732192810521166","0.00457785818871117","0.0100659980217122"
"Weder-noch","2001","Realschule","Ostdeutschland","12","","",""
"Weder-noch","2001","(Fach-)Abitur","Westdeutschland","19","","",""
"Weder-noch","2001","(Fach-)Abitur","Ostdeutschland","2","","",""
"Weder-noch","2001","AkademikerIn","Westdeutschland","15","","",""
"Weder-noch","2001","AkademikerIn","Ostdeutschland","4","","",""
"Gesetzliche KV","2002","(noch) kein Abschluss","Westdeutschland","626","0.898100476266856","0.876230265828089","0.919970686705623"
"Gesetzliche KV","2002","(noch) kein Abschluss","Ostdeutschland","157","0.938153486310735","0.90215548175176","0.974151490869711"
"Gesetzliche KV","2002","Hauptschule","Westdeutschland","6943","0.943424893946237","0.938165721090917","0.948684066801557"
"Gesetzliche KV","2002","Hauptschule","Ostdeutschland","1489","0.991809392883218","0.987254309529493","0.996364476236944"
"Gesetzliche KV","2002","Realschule","Westdeutschland","3391","0.878756444844227","0.868592683747477","0.888920205940976"
"Gesetzliche KV","2002","Realschule","Ostdeutschland","1913","0.945637620189933","0.935764828552663","0.955510411827203"
"Gesetzliche KV","2002","(Fach-)Abitur","Westdeutschland","1702","0.844615681740748","0.829117703908278","0.860113659573218"
"Gesetzliche KV","2002","(Fach-)Abitur","Ostdeutschland","328","0.918279300303464","0.889823125005282","0.946735475601646"
"Gesetzliche KV","2002","AkademikerIn","Westdeutschland","1771","0.632305246768244","0.615676713677071","0.648933779859417"
"Gesetzliche KV","2002","AkademikerIn","Ostdeutschland","1107","0.885946691438589","0.868817932067624","0.903075450809554"
"Private KV","2002","(noch) kein Abschluss","Westdeutschland","107","0.0946546898001365","0.0734914273438832","0.11581795225639"
"Private KV","2002","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Private KV","2002","Hauptschule","Westdeutschland","446","0.0536717335766852","0.0485414093952704","0.0588020577581"
"Private KV","2002","Hauptschule","Ostdeutschland","11","","",""
"Private KV","2002","Realschule","Westdeutschland","541","0.115444199685699","0.105493822781761","0.125394576589638"
"Private KV","2002","Realschule","Ostdeutschland","105","0.0484992250566852","0.0391451609205554","0.057853289192815"
"Private KV","2002","(Fach-)Abitur","Westdeutschland","380","0.147310156728461","0.13214825203064","0.162472061426282"
"Private KV","2002","(Fach-)Abitur","Ostdeutschland","25","","",""
"Private KV","2002","AkademikerIn","Westdeutschland","1435","0.362310041711068","0.345733581158565","0.378886502263571"
"Private KV","2002","AkademikerIn","Ostdeutschland","213","0.112449622179253","0.0954263251944424","0.129472919164064"
"Weder-noch","2002","(noch) kein Abschluss","Westdeutschland","2","","",""
"Weder-noch","2002","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Weder-noch","2002","Hauptschule","Westdeutschland","24","","",""
"Weder-noch","2002","Hauptschule","Ostdeutschland","4","","",""
"Weder-noch","2002","Realschule","Westdeutschland","30","0.00579935547007391","0.00343497294769939","0.00816373799244842"
"Weder-noch","2002","Realschule","Ostdeutschland","8","","",""
"Weder-noch","2002","(Fach-)Abitur","Westdeutschland","17","","",""
"Weder-noch","2002","(Fach-)Abitur","Ostdeutschland","3","","",""
"Weder-noch","2002","AkademikerIn","Westdeutschland","24","","",""
"Weder-noch","2002","AkademikerIn","Ostdeutschland","3","","",""
"Gesetzliche KV","2003","(noch) kein Abschluss","Westdeutschland","598","0.87693151081856","0.852784156026404","0.901078865610715"
"Gesetzliche KV","2003","(noch) kein Abschluss","Ostdeutschland","170","0.953785972087874","0.9234504442527","0.984121499923048"
"Gesetzliche KV","2003","Hauptschule","Westdeutschland","6560","0.943031135280326","0.937605633556986","0.948456637003667"
"Gesetzliche KV","2003","Hauptschule","Ostdeutschland","1433","0.995184167830884","0.991609764949889","0.998758570711878"
"Gesetzliche KV","2003","Realschule","Westdeutschland","3261","0.886549236441133","0.876437755055572","0.896660717826693"
"Gesetzliche KV","2003","Realschule","Ostdeutschland","1874","0.934511196348904","0.923666497987752","0.945355894710056"
"Gesetzliche KV","2003","(Fach-)Abitur","Westdeutschland","1656","0.844694766122052","0.828973684383858","0.860415847860246"
"Gesetzliche KV","2003","(Fach-)Abitur","Ostdeutschland","335","0.909206120344802","0.879851014950463","0.938561225739142"
"Gesetzliche KV","2003","AkademikerIn","Westdeutschland","1699","0.637253321172694","0.620195890980296","0.654310751365091"
"Gesetzliche KV","2003","AkademikerIn","Ostdeutschland","1077","0.891379592405221","0.874406068067738","0.908353116742703"
"Private KV","2003","(noch) kein Abschluss","Westdeutschland","105","0.107871584009917","0.0850691868857104","0.130673981134123"
"Private KV","2003","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Private KV","2003","Hauptschule","Westdeutschland","416","0.051459815968292","0.0462882735778766","0.0566313583587074"
"Private KV","2003","Hauptschule","Ostdeutschland","7","","",""
"Private KV","2003","Realschule","Westdeutschland","492","0.107446120638195","0.0975725955065501","0.117319645769839"
"Private KV","2003","Realschule","Ostdeutschland","112","0.0579950896694435","0.0477488646470759","0.0682413146918112"
"Private KV","2003","(Fach-)Abitur","Westdeutschland","370","0.149918682106248","0.134423467627254","0.165413896585242"
"Private KV","2003","(Fach-)Abitur","Ostdeutschland","31","0.0856034317290773","0.0570185063329267","0.114188357125228"
"Private KV","2003","AkademikerIn","Westdeutschland","1333","0.356885814824061","0.339889118540199","0.373882511107923"
"Private KV","2003","AkademikerIn","Ostdeutschland","210","0.107613590502284","0.0907093756255422","0.124517805379026"
"Weder-noch","2003","(noch) kein Abschluss","Westdeutschland","8","","",""
"Weder-noch","2003","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Weder-noch","2003","Hauptschule","Westdeutschland","35","0.00550904875138162","0.00377645464321728","0.00724164285954597"
"Weder-noch","2003","Hauptschule","Ostdeutschland","1","","",""
"Weder-noch","2003","Realschule","Westdeutschland","26","","",""
"Weder-noch","2003","Realschule","Ostdeutschland","13","","",""
"Weder-noch","2003","(Fach-)Abitur","Westdeutschland","13","","",""
"Weder-noch","2003","(Fach-)Abitur","Ostdeutschland","2","","",""
"Weder-noch","2003","AkademikerIn","Westdeutschland","20","","",""
"Weder-noch","2003","AkademikerIn","Ostdeutschland","4","","",""
"Gesetzliche KV","2004","(noch) kein Abschluss","Westdeutschland","595","0.914110683547468","0.893514713278359","0.934706653816578"
"Gesetzliche KV","2004","(noch) kein Abschluss","Ostdeutschland","164","0.961968918691301","0.934103943518434","0.989833893864168"
"Gesetzliche KV","2004","Hauptschule","Westdeutschland","6268","0.949042023370037","0.943756125912972","0.954327920827103"
"Gesetzliche KV","2004","Hauptschule","Ostdeutschland","1359","0.997314902096399","0.994570681887025","1.00005912230577"
"Gesetzliche KV","2004","Realschule","Westdeutschland","3194","0.891986796652329","0.881926674666204","0.902046918638453"
"Gesetzliche KV","2004","Realschule","Ostdeutschland","1804","0.940384348308809","0.92978522661421","0.950983470003407"
"Gesetzliche KV","2004","(Fach-)Abitur","Westdeutschland","1633","0.854519852937527","0.839001355167247","0.870038350707806"
"Gesetzliche KV","2004","(Fach-)Abitur","Ostdeutschland","361","0.934483823504344","0.909926787128463","0.959040859880226"
"Gesetzliche KV","2004","AkademikerIn","Westdeutschland","1656","0.64005557897602","0.62285694858187","0.657254209370169"
"Gesetzliche KV","2004","AkademikerIn","Ostdeutschland","1067","0.889562613870672","0.872344712732015","0.906780515009329"
"Private KV","2004","(noch) kein Abschluss","Westdeutschland","116","0.0858893164525314","0.0652933461834218","0.106485286721641"
"Private KV","2004","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Private KV","2004","Hauptschule","Westdeutschland","381","0.0509579766299626","0.0456720791728971","0.056243874087028"
"Private KV","2004","Hauptschule","Ostdeutschland","7","","",""
"Private KV","2004","Realschule","Westdeutschland","463","0.108013203347671","0.0979530813615468","0.118073325333796"
"Private KV","2004","Realschule","Ostdeutschland","113","0.0596156516911911","0.0490165299965926","0.0702147733857897"
"Private KV","2004","(Fach-)Abitur","Westdeutschland","350","0.145480147062473","0.129961649292194","0.160998644832753"
"Private KV","2004","(Fach-)Abitur","Ostdeutschland","29","","",""
"Private KV","2004","AkademikerIn","Westdeutschland","1336","0.35994442102398","0.342745790629831","0.37714305141813"
"Private KV","2004","AkademikerIn","Ostdeutschland","206","0.110437386129328","0.0932194849906711","0.127655287267985"
"Weder-noch","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2004","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2004","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2004","Realschule","Westdeutschland","","","",""
"Weder-noch","2004","Realschule","Ostdeutschland","","","",""
"Weder-noch","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2004","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2004","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2005","(noch) kein Abschluss","Westdeutschland","604","0.893155818969561","0.870731287380239","0.915580350558884"
"Gesetzliche KV","2005","(noch) kein Abschluss","Ostdeutschland","149","0.956220700128838","0.925095831755832","0.987345568501844"
"Gesetzliche KV","2005","Hauptschule","Westdeutschland","5852","0.948595841957648","0.943105464535382","0.954086219379914"
"Gesetzliche KV","2005","Hauptschule","Ostdeutschland","1272","0.996336320585442","0.993023908370613","0.99964873280027"
"Gesetzliche KV","2005","Realschule","Westdeutschland","3046","0.889326350181039","0.878920833017448","0.899731867344631"
"Gesetzliche KV","2005","Realschule","Ostdeutschland","1709","0.943444343945801","0.932814531188214","0.954074156703389"
"Gesetzliche KV","2005","(Fach-)Abitur","Westdeutschland","1560","0.864494250806939","0.849026982870205","0.879961518743673"
"Gesetzliche KV","2005","(Fach-)Abitur","Ostdeutschland","361","0.935711549235223","0.911400864724299","0.960022233746148"
"Gesetzliche KV","2005","AkademikerIn","Westdeutschland","1609","0.646284334786293","0.628828522442593","0.663740147129993"
"Gesetzliche KV","2005","AkademikerIn","Ostdeutschland","1049","0.891400105177365","0.874075494626723","0.908724715728007"
"Private KV","2005","(noch) kein Abschluss","Westdeutschland","125","0.106844181030439","0.0844196494411165","0.129268712619761"
"Private KV","2005","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Private KV","2005","Hauptschule","Westdeutschland","362","0.0514041580423522","0.0459137806200861","0.0568945354646183"
"Private KV","2005","Hauptschule","Ostdeutschland","6","","",""
"Private KV","2005","Realschule","Westdeutschland","446","0.110673649818961","0.100268132655369","0.121079166982552"
"Private KV","2005","Realschule","Ostdeutschland","105","0.0565556560541985","0.0459258432966107","0.0671854688117864"
"Private KV","2005","(Fach-)Abitur","Westdeutschland","321","0.135505749193061","0.120038481256327","0.150973017129795"
"Private KV","2005","(Fach-)Abitur","Ostdeutschland","30","0.0642884507647766","0.0399777662538524","0.0885991352757008"
"Private KV","2005","AkademikerIn","Westdeutschland","1273","0.353715665213707","0.336259852870007","0.371171477557407"
"Private KV","2005","AkademikerIn","Ostdeutschland","190","0.108599894822635","0.0912752842719934","0.125924505373276"
"Weder-noch","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2005","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2005","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2005","Realschule","Westdeutschland","","","",""
"Weder-noch","2005","Realschule","Ostdeutschland","","","",""
"Weder-noch","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2005","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2005","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2006","(noch) kein Abschluss","Westdeutschland","451","0.897896950022738","0.872523061138715","0.923270838906762"
"Gesetzliche KV","2006","(noch) kein Abschluss","Ostdeutschland","79","0.933649713379963","0.883600221339346","0.98369920542058"
"Gesetzliche KV","2006","Hauptschule","Westdeutschland","6255","0.945869213047769","0.940441365483556","0.951297060611982"
"Gesetzliche KV","2006","Hauptschule","Ostdeutschland","1376","0.997593588791985","0.995009466888277","1.00017771069569"
"Gesetzliche KV","2006","Realschule","Westdeutschland","3273","0.891665777962624","0.881734101136904","0.901597454788344"
"Gesetzliche KV","2006","Realschule","Ostdeutschland","1815","0.936793133809645","0.925948276683669","0.947637990935621"
"Gesetzliche KV","2006","(Fach-)Abitur","Westdeutschland","1683","0.86518011850055","0.850290102299558","0.880070134701542"
"Gesetzliche KV","2006","(Fach-)Abitur","Ostdeutschland","382","0.949830546939329","0.928674759905286","0.970986333973371"
"Gesetzliche KV","2006","AkademikerIn","Westdeutschland","1814","0.63381470270324","0.617185088245493","0.650444317160988"
"Gesetzliche KV","2006","AkademikerIn","Ostdeutschland","1123","0.881892067663801","0.864501433453707","0.899282701873895"
"Private KV","2006","(noch) kein Abschluss","Westdeutschland","96","0.102103049977262","0.0767291610932384","0.127476938861285"
"Private KV","2006","(noch) kein Abschluss","Ostdeutschland","16","","",""
"Private KV","2006","Hauptschule","Westdeutschland","421","0.0541307869522309","0.0487029393880175","0.0595586345164443"
"Private KV","2006","Hauptschule","Ostdeutschland","5","","",""
"Private KV","2006","Realschule","Westdeutschland","489","0.108334222037376","0.0984025452116556","0.118265898863096"
"Private KV","2006","Realschule","Ostdeutschland","119","0.0632068661903548","0.0523620090643788","0.0740517233163309"
"Private KV","2006","(Fach-)Abitur","Westdeutschland","338","0.13481988149945","0.119929865298458","0.149709897700442"
"Private KV","2006","(Fach-)Abitur","Ostdeutschland","27","","",""
"Private KV","2006","AkademikerIn","Westdeutschland","1410","0.36618529729676","0.349555682839012","0.382814911754507"
"Private KV","2006","AkademikerIn","Ostdeutschland","200","0.118107932336199","0.100717298126105","0.135498566546293"
"Weder-noch","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2006","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2006","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2006","Realschule","Westdeutschland","","","",""
"Weder-noch","2006","Realschule","Ostdeutschland","","","",""
"Weder-noch","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2006","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2006","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2007","(noch) kein Abschluss","Westdeutschland","381","0.90740298571001","0.880591337392484","0.934214634027537"
"Gesetzliche KV","2007","(noch) kein Abschluss","Ostdeutschland","89","0.931751550837368","0.88232679338293","0.981176308291807"
"Gesetzliche KV","2007","Hauptschule","Westdeutschland","5647","0.948104805442682","0.942492203891414","0.953717406993951"
"Gesetzliche KV","2007","Hauptschule","Ostdeutschland","1256","0.991713481931258","0.986712013141419","0.996714950721096"
"Gesetzliche KV","2007","Realschule","Westdeutschland","3092","0.896332887433264","0.886281374421396","0.906384400445133"
"Gesetzliche KV","2007","Realschule","Ostdeutschland","1702","0.936442463937231","0.925206432603586","0.947678495270875"
"Gesetzliche KV","2007","(Fach-)Abitur","Westdeutschland","1599","0.856719491120323","0.841137018959039","0.872301963281606"
"Gesetzliche KV","2007","(Fach-)Abitur","Ostdeutschland","354","0.943406704754766","0.920355883182898","0.966457526326633"
"Gesetzliche KV","2007","AkademikerIn","Westdeutschland","1731","0.638088084029874","0.621066998409483","0.655109169650266"
"Gesetzliche KV","2007","AkademikerIn","Ostdeutschland","1087","0.880057758592034","0.862314563502044","0.897800953682023"
"Private KV","2007","(noch) kein Abschluss","Westdeutschland","68","0.0925970142899896","0.0657853659724633","0.119408662607516"
"Private KV","2007","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Private KV","2007","Hauptschule","Westdeutschland","353","0.0518951945573176","0.0462825930060492","0.0575077961085861"
"Private KV","2007","Hauptschule","Ostdeutschland","6","","",""
"Private KV","2007","Realschule","Westdeutschland","441","0.103667112566736","0.0936155995548673","0.113718625578604"
"Private KV","2007","Realschule","Ostdeutschland","109","0.0635575360627693","0.0523215047291247","0.0747935673964139"
"Private KV","2007","(Fach-)Abitur","Westdeutschland","343","0.143280508879677","0.127698036718394","0.158862981040961"
"Private KV","2007","(Fach-)Abitur","Ostdeutschland","32","0.0565932952452343","0.0335424736733669","0.0796441168171017"
"Private KV","2007","AkademikerIn","Westdeutschland","1331","0.361911915970126","0.344890830349734","0.378933001590517"
"Private KV","2007","AkademikerIn","Ostdeutschland","201","0.119942241407966","0.102199046317977","0.137685436497955"
"Weder-noch","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Weder-noch","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weder-noch","2007","Hauptschule","Westdeutschland","","","",""
"Weder-noch","2007","Hauptschule","Ostdeutschland","","","",""
"Weder-noch","2007","Realschule","Westdeutschland","","","",""
"Weder-noch","2007","Realschule","Ostdeutschland","","","",""
"Weder-noch","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Weder-noch","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Weder-noch","2007","AkademikerIn","Westdeutschland","","","",""
"Weder-noch","2007","AkademikerIn","Ostdeutschland","","","",""
"Gesetzliche KV","2008","(noch) kein Abschluss","Westdeutschland","381","0.90858155151963","0.881834276574214","0.935328826465046"
"Gesetzliche KV","2008","(noch) kein Abschluss","Ostdeutschland","86","0.893668664460001","0.83325057464572","0.954086754274283"
"Gesetzliche KV","2008","Hauptschule","Westdeutschland","5275","0.949890112688091","0.944180537878721","0.955599687497461"
"Gesetzliche KV","2008","Hauptschule","Ostdeutschland","1187","0.997506969419214","0.994677209170871","1.00033672966756"
"Gesetzliche KV","2008","Realschule","Westdeutschland","2934","0.891404681754651","0.880886108367372","0.90192325514193"
"Gesetzliche KV","2008","Realschule","Ostdeutschland","1637","0.933175824558868","0.921459296976482","0.944892352141254"
"Gesetzliche KV","2008","(Fach-)Abitur","Westdeutschland","1500","0.872346024418951","0.856947064453644","0.887744984384257"
"Gesetzliche KV","2008","(Fach-)Abitur","Ostdeutschland","328","0.926856892684683","0.900072128714708","0.953641656654659"
"Gesetzliche KV","2008","AkademikerIn","Westdeutschland","1680","0.646606040556577","0.629323891855147","0.663888189258007"
"Gesetzliche KV","2008","AkademikerIn","Ostdeutschland","1060","0.895930531727778","0.87892122531049","0.912939838145065"
"Private KV","2008","(noch) kein Abschluss","Westdeutschland","65","0.09141844848037","0.0646711735349536","0.118165723425786"
"Private KV","2008","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Private KV","2008","Hauptschule","Westdeutschland","334","0.0501098873119093","0.0444003125025395","0.0558194621212791"
"Private KV","2008","Hauptschule","Ostdeutschland","6","","",""
"Private KV","2008","Realschule","Westdeutschland","427","0.108595318245349","0.0980767448580701","0.119113891632628"
"Private KV","2008","Realschule","Ostdeutschland","108","0.0668241754411318","0.0551076478587458","0.0785407030235178"
"Private KV","2008","(Fach-)Abitur","Westdeutschland","304","0.127653975581049","0.112255015615743","0.143052935546356"
"Private KV","2008","(Fach-)Abitur","Ostdeutschland","35","0.0731431073153169","0.0463583433453414","0.0999278712852924"
"Private KV","2008","AkademikerIn","Westdeutschland","1259","0.353393959443423","0.336111810741993","0.370676108144853"
"Private KV","2008","AkademikerIn","Ostdeutschland","178","0.104069468272222","0.0870601618549346","0.12107877468951"
