year,bula_h,regtyp,plj0175,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Saxony,Urban regions,No,0.03426,53,891,0.02231,0.04621
2017,Lower Saxony,Rural regions,Yes,0.96135,1262,1327,0.95098,0.97173
2017,Lower Saxony,Rural regions,No,0.03865,65,1327,0.02827,0.04902
2017,Bremen,Urban regions,Yes,0.90369,140,140,0.85465,0.95274
2017,North Rhine-Westphalia,Urban regions,Yes,0.93072,3690,4056,0.92290,0.93853
2017,North Rhine-Westphalia,Urban regions,No,0.06928,366,4056,0.06147,0.07710
2017,North Rhine-Westphalia,Rural regions,Yes,0.91263,97,97,0.85614,0.96912
2017,Hesse,Urban regions,Yes,0.92004,973,1072,0.90379,0.93628
2017,Hesse,Urban regions,No,0.07996,99,1072,0.06372,0.09621
2017,Hesse,Rural regions,Yes,0.96359,273,273,0.94133,0.98585
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.94346,776,832,0.92776,0.95917
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.05654,56,832,0.04083,0.07224
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.97316,279,279,0.95417,0.99216
2017,Baden-Wuerttemberg,Urban regions,Yes,0.90204,1823,2031,0.88911,0.91497
2017,Baden-Wuerttemberg,Urban regions,No,0.09796,208,2031,0.08503,0.11089
2017,Baden-Wuerttemberg,Rural regions,Yes,0.95939,264,264,0.93553,0.98324
2017,Bavaria,Urban regions,Yes,0.91615,1321,1484,0.90204,0.93025
2017,Bavaria,Urban regions,No,0.08385,163,1484,0.06975,0.09796
2017,Bavaria,Rural regions,Yes,0.94779,1744,1878,0.93773,0.95786
2017,Bavaria,Rural regions,No,0.05221,134,1878,0.04214,0.06227
2017,Berlin,Urban regions,Yes,0.93666,762,818,0.91996,0.95336
2017,Berlin,Urban regions,No,0.06334,56,818,0.04664,0.08004
2017,Brandenburg,Urban regions,Yes,0.87886,81,81,0.80736,0.95036
2017,Brandenburg,Rural regions,Yes,0.97179,832,832,0.96053,0.98305
2017,Mecklenburg-Western Pomerania,Urban regions,Yes,0.97398,68,68,0.93587,1.01210
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.96862,469,469,0.95282,0.98441
2017,Saxony,Urban regions,Yes,0.98323,828,828,0.97448,0.99198
2017,Saxony,Rural regions,Yes,0.95437,707,744,0.93937,0.96938
2017,Saxony,Rural regions,No,0.04563,37,744,0.03062,0.06063
2017,Saxony-Anhalt,Urban regions,Yes,0.95410,150,150,0.92049,0.98770
2017,Saxony-Anhalt,Rural regions,Yes,0.96278,687,687,0.94861,0.97694
2017,Thuringa,Urban regions,Yes,0.98298,261,261,0.96726,0.99870
2017,Thuringa,Rural regions,Yes,0.97067,625,625,0.95744,0.98391
2018,Schleswig-Holstein,Urban regions,Yes,0.96973,240,240,0.94801,0.99145
2018,Schleswig-Holstein,Rural regions,Yes,0.96519,481,481,0.94879,0.98158
2018,Hamburg,Urban regions,Yes,0.93554,323,363,0.91024,0.96084
2018,Hamburg,Urban regions,No,0.06446,40,363,0.03916,0.08976
2018,Lower Saxony,Urban regions,Yes,0.96419,788,840,0.95161,0.97676
2018,Lower Saxony,Urban regions,No,0.03581,52,840,0.02324,0.04839
2018,Lower Saxony,Rural regions,Yes,0.94661,1164,1229,0.93404,0.95918
2018,Lower Saxony,Rural regions,No,0.05339,65,1229,0.04082,0.06596
2018,Bremen,Urban regions,Yes,0.90851,147,147,0.86175,0.95528
2018,North Rhine-Westphalia,Urban regions,Yes,0.92148,3580,3984,0.91312,0.92983
2018,North Rhine-Westphalia,Urban regions,No,0.07852,404,3984,0.07017,0.08688
2018,North Rhine-Westphalia,Rural regions,Yes,0.95230,88,88,0.90752,0.99709
2018,Hesse,Urban regions,Yes,0.92313,959,1050,0.90700,0.93925
2018,Hesse,Urban regions,No,0.07687,91,1050,0.06075,0.09300
2018,Hesse,Rural regions,Yes,0.97772,261,261,0.95978,0.99566
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.93898,778,843,0.92281,0.95515
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.06102,65,843,0.04485,0.07719
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.95244,272,272,0.92710,0.97778
2018,Baden-Wuerttemberg,Urban regions,Yes,0.89943,1683,1890,0.88586,0.91299
2018,Baden-Wuerttemberg,Urban regions,No,0.10057,207,1890,0.08701,0.11414
2018,Baden-Wuerttemberg,Rural regions,Yes,0.94941,242,242,0.92174,0.97708
2018,Bavaria,Urban regions,Yes,0.91573,1271,1419,0.90127,0.93019
2018,Bavaria,Urban regions,No,0.08427,148,1419,0.06981,0.09873
2018,Bavaria,Rural regions,Yes,0.93948,1650,1781,0.92840,0.95056
2018,Bavaria,Rural regions,No,0.06052,131,1781,0.04944,0.07160
2018,Berlin,Urban regions,Yes,0.95404,773,825,0.93974,0.96834
2018,Berlin,Urban regions,No,0.04596,52,825,0.03166,0.06026
2018,Brandenburg,Urban regions,Yes,0.87327,83,83,0.80126,0.94527
2018,Brandenburg,Rural regions,Yes,0.96732,821,854,0.95539,0.97925
2018,Brandenburg,Rural regions,No,0.03268,33,854,0.02075,0.04461
2018,Mecklenburg-Western Pomerania,Urban regions,Yes,0.97557,84,84,0.94235,1.00878
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.97203,470,470,0.95711,0.98696
2018,Saxony,Urban regions,Yes,0.97787,804,804,0.96769,0.98804
2018,Saxony,Rural regions,Yes,0.96747,701,733,0.95462,0.98032
2018,Saxony,Rural regions,No,0.03253,32,733,0.01968,0.04538
2018,Saxony-Anhalt,Urban regions,Yes,0.94842,152,152,0.91314,0.98370
2018,Saxony-Anhalt,Rural regions,Yes,0.97921,676,676,0.96845,0.98997
2018,Thuringa,Urban regions,Yes,0.97913,264,264,0.96185,0.99641
2018,Thuringa,Rural regions,Yes,0.97353,575,575,0.96039,0.98666
2020,Schleswig-Holstein,Urban regions,Yes,0.97578,249,249,0.95665,0.99491
2020,Schleswig-Holstein,Rural regions,Yes,0.97544,466,466,0.96138,0.98951
2020,Hamburg,Urban regions,Yes,0.94206,358,396,0.91902,0.96510
2020,Hamburg,Urban regions,No,0.05794,38,396,0.03490,0.08098
2020,Lower Saxony,Urban regions,Yes,0.95888,752,802,0.94513,0.97263
2020,Lower Saxony,Urban regions,No,0.04112,50,802,0.02737,0.05487
2020,Lower Saxony,Rural regions,Yes,0.93400,1066,1138,0.91957,0.94843
2020,Lower Saxony,Rural regions,No,0.06600,72,1138,0.05157,0.08043
2020,Bremen,Urban regions,Yes,0.92212,131,131,0.87605,0.96818
2020,North Rhine-Westphalia,Urban regions,Yes,0.93404,3475,3832,0.92618,0.94190
2020,North Rhine-Westphalia,Urban regions,No,0.06596,357,3832,0.05810,0.07382
2020,North Rhine-Westphalia,Rural regions,Yes,0.86773,77,77,0.79156,0.94390
2020,Hesse,Urban regions,Yes,0.92707,930,1027,0.91116,0.94298
2020,Hesse,Urban regions,No,0.07293,97,1027,0.05702,0.08884
2020,Hesse,Rural regions,Yes,0.96852,259,259,0.94722,0.98983
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.94816,703,765,0.93244,0.96388
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.05184,62,765,0.03612,0.06756
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.96940,235,235,0.94733,0.99147
2020,Baden-Wuerttemberg,Urban regions,Yes,0.90361,1685,1859,0.89019,0.91703
2020,Baden-Wuerttemberg,Urban regions,No,0.09639,174,1859,0.08297,0.10981
2020,Baden-Wuerttemberg,Rural regions,Yes,0.93385,213,213,0.90039,0.96730
2020,Bavaria,Urban regions,Yes,0.91113,1269,1417,0.89631,0.92595
2020,Bavaria,Urban regions,No,0.08887,148,1417,0.07405,0.10369
2020,Bavaria,Rural regions,Yes,0.94322,1526,1662,0.93209,0.95435
2020,Bavaria,Rural regions,No,0.05678,136,1662,0.04565,0.06791
2020,Berlin,Urban regions,Yes,0.95040,773,826,0.93558,0.96521
2020,Berlin,Urban regions,No,0.04960,53,826,0.03479,0.06442
2020,Brandenburg,Urban regions,Yes,0.91240,88,88,0.85299,0.97181
2020,Brandenburg,Rural regions,Yes,0.96603,831,831,0.95371,0.97836
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.99220,388,388,0.98344,1.00097
2020,Saxony,Urban regions,Yes,0.98114,746,746,0.97138,0.99091
2020,Saxony,Rural regions,Yes,0.96565,665,665,0.95180,0.97950
2020,Saxony-Anhalt,Urban regions,Yes,0.96811,155,155,0.94035,0.99586
2020,Saxony-Anhalt,Rural regions,Yes,0.95754,620,620,0.94165,0.97342
2020,Thuringa,Urban regions,Yes,0.99032,255,255,0.97827,1.00236
2020,Thuringa,Rural regions,Yes,0.98305,539,539,0.97214,0.99396
2021,Schleswig-Holstein,Urban regions,Yes,0.97156,199,199,0.94841,0.99471
2021,Schleswig-Holstein,Rural regions,Yes,0.97698,371,371,0.96170,0.99226
2021,Hamburg,Urban regions,Yes,0.95109,284,284,0.92596,0.97622
2021,Lower Saxony,Urban regions,Yes,0.95673,576,615,0.94064,0.97282
2021,Lower Saxony,Urban regions,No,0.04327,39,615,0.02718,0.05936
2021,Lower Saxony,Rural regions,Yes,0.94563,748,790,0.92980,0.96145
2021,Lower Saxony,Rural regions,No,0.05437,42,790,0.03855,0.07020
2021,Bremen,Urban regions,Yes,0.93868,88,88,0.88826,0.98909
2021,North Rhine-Westphalia,Urban regions,Yes,0.92492,2424,2670,0.91492,0.93491
2021,North Rhine-Westphalia,Urban regions,No,0.07508,246,2670,0.06509,0.08508
2021,North Rhine-Westphalia,Rural regions,Yes,0.93835,80,80,0.88532,0.99139
2021,Hesse,Urban regions,Yes,0.92646,620,677,0.90678,0.94613
2021,Hesse,Urban regions,No,0.07354,57,677,0.05387,0.09322
2021,Hesse,Rural regions,Yes,0.94428,168,168,0.90949,0.97907
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.92626,464,509,0.90353,0.94899
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.07374,45,509,0.05101,0.09647
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.91842,156,156,0.87533,0.96151
2021,Baden-Wuerttemberg,Urban regions,Yes,0.88067,1197,1342,0.86332,0.89802
2021,Baden-Wuerttemberg,Urban regions,No,0.11933,145,1342,0.10198,0.13668
2021,Baden-Wuerttemberg,Rural regions,Yes,0.96807,160,160,0.94074,0.99540
2021,Bavaria,Urban regions,Yes,0.88711,919,1024,0.86772,0.90651
2021,Bavaria,Urban regions,No,0.11289,105,1024,0.09349,0.13228
2021,Bavaria,Rural regions,Yes,0.94079,1045,1152,0.92715,0.95442
2021,Bavaria,Rural regions,No,0.05921,107,1152,0.04558,0.07285
2021,Berlin,Urban regions,Yes,0.95652,568,615,0.94038,0.97265
2021,Berlin,Urban regions,No,0.04348,47,615,0.02735,0.05962
2021,Brandenburg,Urban regions,Yes,0.85105,56,56,0.75695,0.94514
2021,Brandenburg,Rural regions,Yes,0.96061,526,526,0.94397,0.97725
2021,Mecklenburg-Western Pomerania,Urban regions,Yes,0.98403,58,58,0.95150,1.01657
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.93378,298,298,0.90550,0.96206
2021,Saxony,Urban regions,Yes,0.96661,533,533,0.95135,0.98188
2021,Saxony,Rural regions,Yes,0.96284,486,486,0.94601,0.97968
2021,Saxony-Anhalt,Urban regions,Yes,0.93634,91,91,0.88590,0.98678
2021,Saxony-Anhalt,Rural regions,Yes,0.97611,404,404,0.96121,0.99102
2021,Thuringa,Urban regions,Yes,0.99164,180,180,0.97830,1.00498
2021,Thuringa,Rural regions,Yes,0.95715,349,349,0.93587,0.97843
