year,quintil_oecd_hh,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,4th Quintile,East,Inexpensive,0.28488,38,146,0.21142,0.35835
2009,4th Quintile,East,Reasonable,0.41908,73,146,0.33877,0.49939
2009,4th Quintile,East,Slightly Expensive,0.22408,35,146,0.15621,0.29196
2009,5th Quintile,West,Very Inexpensive,0.07616,42,532,0.05360,0.09872
2009,5th Quintile,West,Inexpensive,0.27823,137,532,0.24012,0.31635
2009,5th Quintile,West,Reasonable,0.44329,252,532,0.40104,0.48555
2009,5th Quintile,West,Slightly Expensive,0.18910,101,532,0.15579,0.22240
2009,5th Quintile,East,Reasonable,0.44897,39,39,0.29082,0.60712
2010,1st Quintile,West,Very Inexpensive,0.08145,123,1879,0.06908,0.09382
2010,1st Quintile,West,Inexpensive,0.20828,457,1879,0.18992,0.22665
2010,1st Quintile,West,Reasonable,0.45658,826,1879,0.43405,0.47910
2010,1st Quintile,West,Slightly Expensive,0.22366,392,1879,0.20481,0.24251
2010,1st Quintile,West,Too Expensive,0.03003,81,1879,0.02231,0.03775
2010,1st Quintile,East,Very Inexpensive,0.05127,53,734,0.03530,0.06723
2010,1st Quintile,East,Inexpensive,0.26229,179,734,0.23044,0.29413
2010,1st Quintile,East,Reasonable,0.45426,300,734,0.41822,0.49031
2010,1st Quintile,East,Slightly Expensive,0.19866,164,734,0.16978,0.22755
2010,1st Quintile,East,Too Expensive,0.03352,38,734,0.02049,0.04655
2010,2nd Quintile,West,Very Inexpensive,0.07415,105,1183,0.05922,0.08909
2010,2nd Quintile,West,Inexpensive,0.24672,315,1183,0.22215,0.27130
2010,2nd Quintile,West,Reasonable,0.47016,527,1183,0.44171,0.49862
2010,2nd Quintile,West,Slightly Expensive,0.18928,203,1183,0.16695,0.21162
2010,2nd Quintile,West,Too Expensive,0.01968,33,1183,0.01176,0.02759
2010,2nd Quintile,East,Inexpensive,0.23236,130,461,0.19376,0.27095
2010,2nd Quintile,East,Reasonable,0.49656,239,461,0.45086,0.54225
2010,2nd Quintile,East,Slightly Expensive,0.18890,92,461,0.15313,0.22467
2010,3rd Quintile,West,Very Inexpensive,0.08064,82,815,0.06193,0.09934
2010,3rd Quintile,West,Inexpensive,0.23527,220,815,0.20613,0.26441
2010,3rd Quintile,West,Reasonable,0.48361,370,815,0.44928,0.51795
2010,3rd Quintile,West,Slightly Expensive,0.18171,143,815,0.15522,0.20820
2010,3rd Quintile,East,Inexpensive,0.25502,76,259,0.20184,0.30821
2010,3rd Quintile,East,Reasonable,0.41161,131,259,0.35156,0.47166
2010,3rd Quintile,East,Slightly Expensive,0.21500,52,259,0.16487,0.26513
2010,4th Quintile,West,Very Inexpensive,0.07341,56,691,0.05395,0.09287
2010,4th Quintile,West,Inexpensive,0.26189,172,691,0.22909,0.29470
2010,4th Quintile,West,Reasonable,0.47083,338,691,0.43358,0.50807
2010,4th Quintile,West,Slightly Expensive,0.17645,125,691,0.14800,0.20489
2010,4th Quintile,East,Inexpensive,0.17628,35,160,0.11705,0.23551
2010,4th Quintile,East,Reasonable,0.40862,85,160,0.33221,0.48503
2010,4th Quintile,East,Slightly Expensive,0.31067,40,160,0.23874,0.38261
2010,5th Quintile,West,Very Inexpensive,0.09390,56,620,0.07092,0.11688
2010,5th Quintile,West,Inexpensive,0.24893,160,620,0.21487,0.28299
2010,5th Quintile,West,Reasonable,0.46749,295,620,0.42819,0.50680
2010,5th Quintile,West,Slightly Expensive,0.17957,109,620,0.14934,0.20981
2010,5th Quintile,East,Reasonable,0.54453,49,49,0.40364,0.68542
2011,1st Quintile,West,Very Inexpensive,0.06625,143,2125,0.05568,0.07683
2011,1st Quintile,West,Inexpensive,0.25578,532,2125,0.23722,0.27433
2011,1st Quintile,West,Reasonable,0.44402,916,2125,0.42289,0.46515
2011,1st Quintile,West,Slightly Expensive,0.19634,437,2125,0.17945,0.21323
2011,1st Quintile,West,Too Expensive,0.03761,97,2125,0.02952,0.04570
2011,1st Quintile,East,Very Inexpensive,0.06114,56,901,0.04549,0.07679
2011,1st Quintile,East,Inexpensive,0.27069,230,901,0.24166,0.29972
2011,1st Quintile,East,Reasonable,0.43520,373,901,0.40281,0.46759
2011,1st Quintile,East,Slightly Expensive,0.19549,196,901,0.16958,0.22140
2011,1st Quintile,East,Too Expensive,0.03748,46,901,0.02507,0.04989
2011,2nd Quintile,West,Very Inexpensive,0.06743,114,1406,0.05432,0.08055
2011,2nd Quintile,West,Inexpensive,0.25564,384,1406,0.23283,0.27845
2011,2nd Quintile,West,Reasonable,0.48710,646,1406,0.46097,0.51324
2011,2nd Quintile,West,Slightly Expensive,0.15644,219,1406,0.13744,0.17543
2011,2nd Quintile,West,Too Expensive,0.03338,43,1406,0.02399,0.04277
2011,2nd Quintile,East,Very Inexpensive,0.06107,42,548,0.04101,0.08114
2011,2nd Quintile,East,Inexpensive,0.23635,131,548,0.20075,0.27195
2011,2nd Quintile,East,Reasonable,0.45128,247,548,0.40957,0.49298
2011,2nd Quintile,East,Slightly Expensive,0.20780,128,548,0.17379,0.24180
2011,3rd Quintile,West,Very Inexpensive,0.08851,110,1040,0.07124,0.10578
2011,3rd Quintile,West,Inexpensive,0.22228,258,1040,0.19700,0.24756
2011,3rd Quintile,West,Reasonable,0.48850,507,1040,0.45810,0.51889
2011,3rd Quintile,West,Slightly Expensive,0.18088,165,1040,0.15748,0.20429
2011,3rd Quintile,East,Very Inexpensive,0.11240,35,369,0.08013,0.14468
2011,3rd Quintile,East,Inexpensive,0.21909,75,369,0.17683,0.26135
2011,3rd Quintile,East,Reasonable,0.44092,178,369,0.39019,0.49165
2011,3rd Quintile,East,Slightly Expensive,0.21832,81,369,0.17611,0.26052
2011,4th Quintile,West,Very Inexpensive,0.08923,82,862,0.07019,0.10827
2011,4th Quintile,West,Inexpensive,0.23771,216,862,0.20928,0.26615
2011,4th Quintile,West,Reasonable,0.50516,440,862,0.47177,0.53856
2011,4th Quintile,West,Slightly Expensive,0.15890,124,862,0.13448,0.18332
2011,4th Quintile,East,Inexpensive,0.20526,46,197,0.14872,0.26181
2011,4th Quintile,East,Reasonable,0.46295,104,197,0.39315,0.53276
2011,4th Quintile,East,Slightly Expensive,0.22394,47,197,0.16557,0.28230
2011,5th Quintile,West,Very Inexpensive,0.08115,62,704,0.06097,0.10134
2011,5th Quintile,West,Inexpensive,0.25477,173,704,0.22256,0.28698
2011,5th Quintile,West,Reasonable,0.49085,357,704,0.45389,0.52780
2011,5th Quintile,West,Slightly Expensive,0.15965,112,704,0.13258,0.18673
2011,5th Quintile,East,Reasonable,0.44101,44,44,0.29261,0.58942
2012,1st Quintile,West,Very Inexpensive,0.05982,145,2029,0.04950,0.07014
2012,1st Quintile,West,Inexpensive,0.24525,510,2029,0.22652,0.26397
2012,1st Quintile,West,Reasonable,0.48271,912,2029,0.46096,0.50446
2012,1st Quintile,West,Slightly Expensive,0.17341,362,2029,0.15694,0.18989
2012,1st Quintile,West,Too Expensive,0.03881,100,2029,0.03040,0.04721
2012,1st Quintile,East,Very Inexpensive,0.06597,50,953,0.05020,0.08174
2012,1st Quintile,East,Inexpensive,0.25537,240,953,0.22767,0.28307
2012,1st Quintile,East,Reasonable,0.43511,410,953,0.40362,0.46660
2012,1st Quintile,East,Slightly Expensive,0.19979,204,953,0.17439,0.22519
2012,1st Quintile,East,Too Expensive,0.04376,49,953,0.03076,0.05675
2012,2nd Quintile,West,Very Inexpensive,0.06894,109,1422,0.05577,0.08212
2012,2nd Quintile,West,Inexpensive,0.25258,404,1422,0.22999,0.27517
2012,2nd Quintile,West,Reasonable,0.46833,642,1422,0.44238,0.49427
2012,2nd Quintile,West,Slightly Expensive,0.18336,227,1422,0.16324,0.20348
2012,2nd Quintile,West,Too Expensive,0.02679,40,1422,0.01840,0.03519
2012,2nd Quintile,East,Very Inexpensive,0.05573,33,526,0.03611,0.07536
2012,2nd Quintile,East,Inexpensive,0.23571,140,526,0.19941,0.27202
2012,2nd Quintile,East,Reasonable,0.48537,252,526,0.44261,0.52812
2012,2nd Quintile,East,Slightly Expensive,0.18768,101,526,0.15428,0.22108
2012,3rd Quintile,West,Very Inexpensive,0.09313,104,1025,0.07533,0.11093
2012,3rd Quintile,West,Inexpensive,0.27680,306,1025,0.24940,0.30421
2012,3rd Quintile,West,Reasonable,0.45306,475,1025,0.42257,0.48355
2012,3rd Quintile,West,Slightly Expensive,0.16363,140,1025,0.14097,0.18629
2012,3rd Quintile,East,Inexpensive,0.26582,116,354,0.21973,0.31190
2012,3rd Quintile,East,Reasonable,0.39375,163,354,0.34278,0.44472
2012,3rd Quintile,East,Slightly Expensive,0.23055,75,354,0.18661,0.27449
2012,4th Quintile,West,Very Inexpensive,0.08895,81,815,0.06939,0.10851
2012,4th Quintile,West,Inexpensive,0.22961,218,815,0.20072,0.25850
2012,4th Quintile,West,Reasonable,0.51809,404,815,0.48377,0.55242
2012,4th Quintile,West,Slightly Expensive,0.14816,112,815,0.12375,0.17256
2012,4th Quintile,East,Inexpensive,0.30774,50,179,0.23993,0.37555
2012,4th Quintile,East,Reasonable,0.38287,91,179,0.31146,0.45428
2012,4th Quintile,East,Slightly Expensive,0.20491,38,179,0.14561,0.26420
2012,5th Quintile,West,Very Inexpensive,0.08964,54,674,0.06806,0.11123
2012,5th Quintile,West,Inexpensive,0.25558,176,674,0.22263,0.28854
2012,5th Quintile,West,Reasonable,0.49694,350,674,0.45917,0.53472
2012,5th Quintile,West,Slightly Expensive,0.14956,94,674,0.12262,0.17651
2012,5th Quintile,East,Reasonable,0.39999,48,48,0.25994,0.54005
2013,1st Quintile,West,Very Inexpensive,0.06187,157,2660,0.05271,0.07103
2013,1st Quintile,West,Inexpensive,0.24493,625,2660,0.22858,0.26127
2013,1st Quintile,West,Reasonable,0.46684,1212,2660,0.44788,0.48581
2013,1st Quintile,West,Slightly Expensive,0.19195,531,2660,0.17698,0.20692
2013,1st Quintile,West,Too Expensive,0.03441,135,2660,0.02748,0.04134
2013,1st Quintile,East,Very Inexpensive,0.05409,46,910,0.03938,0.06879
2013,1st Quintile,East,Inexpensive,0.27080,200,910,0.24191,0.29969
2013,1st Quintile,East,Reasonable,0.47618,435,910,0.44372,0.50865
2013,1st Quintile,East,Slightly Expensive,0.16384,187,910,0.13978,0.18790
2013,1st Quintile,East,Too Expensive,0.03509,42,910,0.02313,0.04705
2013,2nd Quintile,West,Very Inexpensive,0.08010,145,1843,0.06770,0.09250
2013,2nd Quintile,West,Inexpensive,0.25722,507,1843,0.23726,0.27719
2013,2nd Quintile,West,Reasonable,0.46079,807,1843,0.43803,0.48355
2013,2nd Quintile,West,Slightly Expensive,0.17352,323,1843,0.15623,0.19082
2013,2nd Quintile,West,Too Expensive,0.02837,61,1843,0.02078,0.03595
2013,2nd Quintile,East,Very Inexpensive,0.05100,35,602,0.03341,0.06859
2013,2nd Quintile,East,Inexpensive,0.27525,170,602,0.23954,0.31095
2013,2nd Quintile,East,Reasonable,0.48814,296,602,0.44818,0.52811
2013,2nd Quintile,East,Slightly Expensive,0.14967,101,602,0.12115,0.17820
2013,3rd Quintile,West,Very Inexpensive,0.07484,92,1221,0.06007,0.08960
2013,3rd Quintile,West,Inexpensive,0.28392,348,1221,0.25861,0.30922
2013,3rd Quintile,West,Reasonable,0.47354,551,1221,0.44552,0.50156
2013,3rd Quintile,West,Slightly Expensive,0.14615,198,1221,0.12633,0.16598
2013,3rd Quintile,West,Too Expensive,0.02155,32,1221,0.01341,0.02970
2013,3rd Quintile,East,Very Inexpensive,0.08197,33,343,0.05290,0.11104
2013,3rd Quintile,East,Inexpensive,0.23245,88,343,0.18768,0.27722
2013,3rd Quintile,East,Reasonable,0.47354,167,343,0.42063,0.52646
2013,3rd Quintile,East,Slightly Expensive,0.17538,55,343,0.13507,0.21568
2013,4th Quintile,West,Very Inexpensive,0.09343,98,947,0.07488,0.11198
2013,4th Quintile,West,Inexpensive,0.27086,260,947,0.24254,0.29918
2013,4th Quintile,West,Reasonable,0.49394,469,947,0.46208,0.52580
2013,4th Quintile,West,Slightly Expensive,0.12910,120,947,0.10773,0.15047
2013,4th Quintile,East,Inexpensive,0.19484,42,188,0.13807,0.25160
2013,4th Quintile,East,Reasonable,0.45172,114,188,0.38039,0.52305
2013,4th Quintile,East,Slightly Expensive,0.16311,32,188,0.11016,0.21607
2013,5th Quintile,West,Very Inexpensive,0.10007,82,756,0.07867,0.12148
2013,5th Quintile,West,Inexpensive,0.30666,208,756,0.27377,0.33956
2013,5th Quintile,West,Reasonable,0.42138,348,756,0.38616,0.45660
2013,5th Quintile,West,Slightly Expensive,0.16046,118,756,0.13428,0.18664
2013,5th Quintile,East,Reasonable,0.45775,49,49,0.31681,0.59870
2014,1st Quintile,West,Very Inexpensive,0.06402,139,2106,0.05357,0.07448
2014,1st Quintile,West,Inexpensive,0.25123,496,2106,0.23271,0.26976
2014,1st Quintile,West,Reasonable,0.43516,919,2106,0.41398,0.45634
2014,1st Quintile,West,Slightly Expensive,0.20896,447,2106,0.19159,0.22633
2014,1st Quintile,West,Too Expensive,0.04062,105,2106,0.03219,0.04906
2014,1st Quintile,East,Very Inexpensive,0.07079,56,768,0.05264,0.08894
2014,1st Quintile,East,Inexpensive,0.27149,187,768,0.24002,0.30296
2014,1st Quintile,East,Reasonable,0.41635,327,768,0.38146,0.45123
2014,1st Quintile,East,Slightly Expensive,0.21314,167,768,0.18416,0.24212
2014,1st Quintile,East,Too Expensive,0.02823,31,768,0.01651,0.03996
2014,2nd Quintile,West,Very Inexpensive,0.08205,127,1552,0.06839,0.09571
2014,2nd Quintile,West,Inexpensive,0.26801,421,1552,0.24596,0.29005
2014,2nd Quintile,West,Reasonable,0.47247,703,1552,0.44763,0.49732
2014,2nd Quintile,West,Slightly Expensive,0.16190,266,1552,0.14357,0.18023
2014,2nd Quintile,West,Too Expensive,0.01557,35,1552,0.00941,0.02173
2014,2nd Quintile,East,Very Inexpensive,0.10345,54,560,0.07820,0.12869
2014,2nd Quintile,East,Inexpensive,0.26465,143,560,0.22808,0.30122
2014,2nd Quintile,East,Reasonable,0.41649,256,560,0.37563,0.45736
2014,2nd Quintile,East,Slightly Expensive,0.17911,107,560,0.14732,0.21090
2014,3rd Quintile,West,Very Inexpensive,0.11010,117,1076,0.09139,0.12881
2014,3rd Quintile,West,Inexpensive,0.27791,320,1076,0.25114,0.30469
2014,3rd Quintile,West,Reasonable,0.43966,486,1076,0.40999,0.46933
2014,3rd Quintile,West,Slightly Expensive,0.15075,153,1076,0.12936,0.17214
2014,3rd Quintile,East,Very Inexpensive,0.10023,42,380,0.07000,0.13046
2014,3rd Quintile,East,Inexpensive,0.30534,121,380,0.25898,0.35171
2014,3rd Quintile,East,Reasonable,0.41417,156,380,0.36458,0.46376
2014,3rd Quintile,East,Slightly Expensive,0.16216,61,380,0.12505,0.19927
2014,4th Quintile,West,Very Inexpensive,0.08642,90,916,0.06822,0.10463
2014,4th Quintile,West,Inexpensive,0.30068,279,916,0.27097,0.33039
2014,4th Quintile,West,Reasonable,0.47443,416,916,0.44208,0.50679
2014,4th Quintile,West,Slightly Expensive,0.11900,131,916,0.09802,0.13998
2014,4th Quintile,East,Inexpensive,0.31595,60,200,0.25136,0.38054
2014,4th Quintile,East,Reasonable,0.41286,108,200,0.34445,0.48127
2014,4th Quintile,East,Slightly Expensive,0.16511,32,200,0.11353,0.21670
2014,5th Quintile,West,Very Inexpensive,0.10419,78,719,0.08184,0.12653
2014,5th Quintile,West,Inexpensive,0.27778,192,719,0.24502,0.31054
2014,5th Quintile,West,Reasonable,0.47572,342,719,0.43919,0.51225
2014,5th Quintile,West,Slightly Expensive,0.13912,107,719,0.11381,0.16443
2014,5th Quintile,East,Reasonable,0.35083,51,51,0.21855,0.48312
