,Unnamed: 0,year,bula_h,quintil_oecd_hh,hgreval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
30,30,1985,North Rhine-Westphalia,1st Quintile,Inexpensive,0.26211,63,1359,0.22131,0.31258
31,31,1985,North Rhine-Westphalia,1st Quintile,Reasonable,0.55845,125,1359,0.48914,0.62524
32,32,1985,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.17944,47,1359,0.1401,0.22758
33,33,1985,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.39595,73,1359,0.33539,0.45629
34,34,1985,North Rhine-Westphalia,2nd Quintile,Reasonable,0.60405,105,1359,0.52408,0.68657
35,35,1985,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.34048,41,1359,0.28074,0.41319
36,36,1985,North Rhine-Westphalia,3rd Quintile,Reasonable,0.65952,80,1359,0.58111,0.74578
37,37,1985,North Rhine-Westphalia,4th Quintile,Inexpensive,0.34542,57,1359,0.29657,0.40121
38,38,1985,North Rhine-Westphalia,4th Quintile,Reasonable,0.47606,75,1359,0.42645,0.52985
39,39,1985,North Rhine-Westphalia,4th Quintile,Slightly Expensive,0.17852,33,1359,0.14109,0.21987
40,40,1985,North Rhine-Westphalia,5th Quintile,Reasonable,1.0,59,1359,0.90012,1.08386
41,41,1985,Hesse,1st Quintile,Reasonable,1.0,33,1359,0.64974,1.34941
42,42,1985,Baden-Wuerttemberg,1st Quintile,Reasonable,1.0,52,1359,0.68943,1.35084
43,43,1985,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.46239,36,1359,0.33037,0.59115
44,44,1985,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.53761,57,1359,0.38625,0.68413
45,45,1985,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.45302,38,1359,0.3501,0.56701
46,46,1985,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.54698,57,1359,0.40012,0.6877
47,47,1985,Baden-Wuerttemberg,4th Quintile,Reasonable,1.0,53,1359,0.75183,1.20384
48,48,1985,Baden-Wuerttemberg,5th Quintile,Reasonable,1.0,32,1359,0.76892,1.24042
49,49,1985,Bavaria,1st Quintile,Reasonable,1.0,36,1359,0.79362,1.21856
50,50,1985,Bavaria,2nd Quintile,Reasonable,1.0,46,1359,0.81635,1.21648
51,51,1985,Bavaria,3rd Quintile,Reasonable,1.0,45,1359,0.7778,1.1591
52,52,1985,Bavaria,4th Quintile,Reasonable,1.0,44,1359,0.81577,1.15826
53,53,1985,Bavaria,5th Quintile,Reasonable,1.0,37,1359,0.80053,1.15245
54,54,1986,North Rhine-Westphalia,1st Quintile,Inexpensive,0.26338,57,1273,0.21231,0.31404
55,55,1986,North Rhine-Westphalia,1st Quintile,Reasonable,0.51554,109,1273,0.44592,0.59405
56,56,1986,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.22108,55,1273,0.17351,0.26798
57,57,1986,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.28683,47,1273,0.23804,0.3511
58,58,1986,North Rhine-Westphalia,2nd Quintile,Reasonable,0.53518,85,1273,0.45855,0.61712
59,59,1986,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.17799,34,1273,0.13149,0.21932
60,60,1986,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.3515,63,1273,0.29207,0.40435
61,61,1986,North Rhine-Westphalia,3rd Quintile,Reasonable,0.49173,81,1273,0.42731,0.55966
62,62,1986,North Rhine-Westphalia,3rd Quintile,Slightly Expensive,0.15678,31,1273,0.11983,0.19583
63,63,1986,North Rhine-Westphalia,4th Quintile,Inexpensive,0.37135,49,1273,0.30689,0.42318
64,64,1986,North Rhine-Westphalia,4th Quintile,Reasonable,0.62865,80,1273,0.54585,0.71681
65,65,1986,North Rhine-Westphalia,5th Quintile,Reasonable,1.0,70,1273,0.87755,1.14548
66,66,1986,Hesse,1st Quintile,Reasonable,1.0,31,1273,0.69109,1.37185
67,67,1986,Baden-Wuerttemberg,1st Quintile,Reasonable,1.0,53,1273,0.76616,1.3175
68,68,1986,Baden-Wuerttemberg,2nd Quintile,Reasonable,1.0,62,1273,0.78614,1.24092
69,69,1986,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.45999,38,1273,0.37906,0.55459
70,70,1986,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.54001,55,1273,0.4103,0.65677
71,71,1986,Baden-Wuerttemberg,4th Quintile,Reasonable,1.0,52,1273,0.79,1.25548
72,72,1986,Baden-Wuerttemberg,5th Quintile,Reasonable,1.0,32,1273,0.66523,1.28381
73,73,1986,Bavaria,1st Quintile,Reasonable,1.0,41,1273,0.77981,1.29035
74,74,1986,Bavaria,2nd Quintile,Inexpensive,1.0,38,1273,0.81794,1.20697
75,75,1986,Bavaria,3rd Quintile,Inexpensive,0.54383,37,1273,0.45587,0.63579
76,76,1986,Bavaria,3rd Quintile,Reasonable,0.45617,33,1273,0.34965,0.55912
77,77,1986,Bavaria,4th Quintile,Reasonable,1.0,40,1273,0.81835,1.14596
78,78,1987,North Rhine-Westphalia,1st Quintile,Inexpensive,0.37815,69,1303,0.3196,0.42295
79,79,1987,North Rhine-Westphalia,1st Quintile,Reasonable,0.43877,102,1303,0.36991,0.51097
80,80,1987,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.18309,45,1303,0.14286,0.21434
81,81,1987,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.30801,62,1303,0.25038,0.36804
82,82,1987,North Rhine-Westphalia,2nd Quintile,Reasonable,0.5057,102,1303,0.44683,0.58032
83,83,1987,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.18629,39,1303,0.15076,0.22856
84,84,1987,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.40706,49,1303,0.30732,0.49607
85,85,1987,North Rhine-Westphalia,3rd Quintile,Reasonable,0.59294,69,1303,0.49369,0.69202
86,86,1987,North Rhine-Westphalia,4th Quintile,Inexpensive,0.38516,47,1303,0.32654,0.44383
87,87,1987,North Rhine-Westphalia,4th Quintile,Reasonable,0.61484,74,1303,0.54046,0.68808
88,88,1987,North Rhine-Westphalia,5th Quintile,Reasonable,1.0,66,1303,0.89187,1.10991
89,89,1987,Hesse,2nd Quintile,Reasonable,1.0,32,1303,0.73824,1.29048
90,90,1987,Hesse,4th Quintile,Reasonable,1.0,31,1303,0.67948,1.27353
91,91,1987,Baden-Wuerttemberg,1st Quintile,Reasonable,1.0,31,1303,0.72334,1.28289
92,92,1987,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.5324,40,1303,0.4218,0.66767
93,93,1987,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.4676,41,1303,0.33048,0.62595
94,94,1987,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.39649,38,1303,0.30614,0.49089
95,95,1987,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.60351,59,1303,0.46671,0.7177
96,96,1987,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.48304,34,1303,0.34089,0.6507
97,97,1987,Baden-Wuerttemberg,4th Quintile,Reasonable,0.51696,49,1303,0.39553,0.64681
98,98,1987,Bavaria,1st Quintile,Reasonable,1.0,39,1303,0.82003,1.19309
99,99,1987,Bavaria,2nd Quintile,Inexpensive,0.4567,35,1303,0.36866,0.55679
100,100,1987,Bavaria,2nd Quintile,Reasonable,0.5433,38,1303,0.44487,0.65738
101,101,1987,Bavaria,3rd Quintile,Inexpensive,0.42935,32,1303,0.34931,0.50676
102,102,1987,Bavaria,3rd Quintile,Reasonable,0.57065,44,1303,0.46783,0.70348
103,103,1987,Bavaria,4th Quintile,Reasonable,1.0,36,1303,0.82021,1.19105
104,104,1988,North Rhine-Westphalia,1st Quintile,Inexpensive,0.26798,49,1110,0.21812,0.31762
105,105,1988,North Rhine-Westphalia,1st Quintile,Reasonable,0.50881,119,1110,0.42671,0.58386
106,106,1988,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.22321,53,1110,0.17087,0.27819
107,107,1988,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.41737,59,1110,0.35532,0.48693
108,108,1988,North Rhine-Westphalia,2nd Quintile,Reasonable,0.58263,88,1110,0.48741,0.67213
109,109,1988,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.45297,47,1110,0.39897,0.52609
110,110,1988,North Rhine-Westphalia,3rd Quintile,Reasonable,0.54703,71,1110,0.45373,0.63144
111,111,1988,North Rhine-Westphalia,4th Quintile,Inexpensive,0.4168,41,1110,0.34456,0.49568
112,112,1988,North Rhine-Westphalia,4th Quintile,Reasonable,0.5832,58,1110,0.49494,0.68285
113,113,1988,North Rhine-Westphalia,5th Quintile,Reasonable,1.0,63,1110,0.88158,1.09918
114,114,1988,Baden-Wuerttemberg,1st Quintile,Reasonable,1.0,43,1110,0.63705,1.30575
115,115,1988,Baden-Wuerttemberg,2nd Quintile,Reasonable,1.0,57,1110,0.77932,1.20233
116,116,1988,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.42771,39,1110,0.32632,0.53458
117,117,1988,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.57229,57,1110,0.45576,0.69967
118,118,1988,Baden-Wuerttemberg,4th Quintile,Reasonable,1.0,51,1110,0.72539,1.27491
119,119,1988,Bavaria,1st Quintile,Inexpensive,0.5075,33,1110,0.40023,0.60431
120,120,1988,Bavaria,1st Quintile,Reasonable,0.4925,35,1110,0.376,0.58973
121,121,1988,Bavaria,2nd Quintile,Inexpensive,0.53287,33,1110,0.43905,0.65466
122,122,1988,Bavaria,2nd Quintile,Reasonable,0.46713,42,1110,0.36319,0.57781
123,123,1988,Bavaria,3rd Quintile,Reasonable,1.0,38,1110,0.74444,1.2535
124,124,1988,Bavaria,4th Quintile,Reasonable,1.0,34,1110,0.83087,1.19459
125,125,1989,North Rhine-Westphalia,1st Quintile,Inexpensive,0.31764,54,1160,0.25925,0.37107
126,126,1989,North Rhine-Westphalia,1st Quintile,Reasonable,0.49717,101,1160,0.4268,0.57021
127,127,1989,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.18519,43,1160,0.13577,0.23933
128,128,1989,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.37518,54,1160,0.30973,0.43629
129,129,1989,North Rhine-Westphalia,2nd Quintile,Reasonable,0.41397,72,1160,0.33727,0.48598
130,130,1989,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.21084,38,1160,0.15309,0.27985
131,131,1989,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.37533,48,1160,0.30237,0.43883
132,132,1989,North Rhine-Westphalia,3rd Quintile,Reasonable,0.62467,68,1160,0.53597,0.69707
133,133,1989,North Rhine-Westphalia,4th Quintile,Inexpensive,0.4416,45,1160,0.35357,0.52118
134,134,1989,North Rhine-Westphalia,4th Quintile,Reasonable,0.5584,56,1160,0.47932,0.6478
135,135,1989,North Rhine-Westphalia,5th Quintile,Inexpensive,0.33805,32,1160,0.27033,0.39626
136,136,1989,North Rhine-Westphalia,5th Quintile,Reasonable,0.66195,53,1160,0.58987,0.74428
137,137,1989,Baden-Wuerttemberg,1st Quintile,Reasonable,1.0,37,1160,0.66633,1.43652
138,138,1989,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.43297,38,1160,0.323,0.56642
139,139,1989,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.56703,53,1160,0.41194,0.72535
140,140,1989,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.43218,32,1160,0.3257,0.55672
141,141,1989,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.56782,43,1160,0.40051,0.71854
142,142,1989,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.59414,42,1160,0.43885,0.78803
143,143,1989,Baden-Wuerttemberg,4th Quintile,Reasonable,0.40586,32,1160,0.29069,0.54203
144,144,1989,Bavaria,1st Quintile,Reasonable,1.0,41,1160,0.81297,1.24719
145,145,1989,Bavaria,2nd Quintile,Inexpensive,0.46469,36,1160,0.3345,0.57759
146,146,1989,Bavaria,2nd Quintile,Reasonable,0.53531,39,1160,0.42805,0.65774
147,147,1989,Bavaria,3rd Quintile,Inexpensive,0.51095,33,1160,0.3888,0.65188
148,148,1989,Bavaria,3rd Quintile,Reasonable,0.48905,32,1160,0.40412,0.58866
149,149,1989,Bavaria,4th Quintile,Reasonable,1.0,38,1160,0.79584,1.16078
150,150,1990,Lower Saxony,2nd Quintile,Reasonable,1.0,35,2790,0.78708,1.27058
151,151,1990,Lower Saxony,3rd Quintile,Reasonable,1.0,31,2790,0.79535,1.22012
152,152,1990,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.33445,76,2790,0.27069,0.3858
153,153,1990,North Rhine-Westphalia,2nd Quintile,Reasonable,0.51822,121,2790,0.4616,0.58434
154,154,1990,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.14733,42,2790,0.10435,0.18967
155,155,1990,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.33589,73,2790,0.29132,0.38375
156,156,1990,North Rhine-Westphalia,3rd Quintile,Reasonable,0.52243,105,2790,0.45912,0.59757
157,157,1990,North Rhine-Westphalia,3rd Quintile,Slightly Expensive,0.14168,32,2790,0.10454,0.17738
158,158,1990,North Rhine-Westphalia,4th Quintile,Inexpensive,0.38831,50,2790,0.31927,0.46372
159,159,1990,North Rhine-Westphalia,4th Quintile,Reasonable,0.61169,63,2790,0.51703,0.69863
160,160,1990,North Rhine-Westphalia,5th Quintile,Inexpensive,0.38524,38,2790,0.3114,0.44901
161,161,1990,North Rhine-Westphalia,5th Quintile,Reasonable,0.61476,51,2790,0.53694,0.69185
162,162,1990,Hesse,2nd Quintile,Reasonable,1.0,32,2790,0.67788,1.29963
163,163,1990,Hesse,4th Quintile,Inexpensive,0.45477,32,2790,0.32538,0.59593
164,164,1990,Hesse,4th Quintile,Reasonable,0.54523,34,2790,0.39991,0.66785
165,165,1990,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.5309,38,2790,0.39336,0.7071
166,166,1990,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.4691,52,2790,0.32952,0.59234
167,167,1990,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.45217,45,2790,0.35199,0.56918
168,168,1990,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.54783,56,2790,0.41765,0.7161
169,169,1990,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.47857,41,2790,0.3488,0.61148
170,170,1990,Baden-Wuerttemberg,4th Quintile,Reasonable,0.52143,49,2790,0.39704,0.67419
171,171,1990,Bavaria,2nd Quintile,Inexpensive,0.47287,40,2790,0.3595,0.57809
172,172,1990,Bavaria,2nd Quintile,Reasonable,0.52713,40,2790,0.43543,0.63247
173,173,1990,Bavaria,3rd Quintile,Inexpensive,0.46112,40,2790,0.36067,0.57253
174,174,1990,Bavaria,3rd Quintile,Reasonable,0.53888,47,2790,0.42649,0.64576
175,175,1990,Bavaria,4th Quintile,Inexpensive,0.46938,36,2790,0.35186,0.58071
176,176,1990,Bavaria,4th Quintile,Reasonable,0.53062,31,2790,0.39661,0.66685
177,177,1990,Bavaria,5th Quintile,Inexpensive,0.50274,34,2790,0.40769,0.58753
178,178,1990,Bavaria,5th Quintile,Reasonable,0.49726,38,2790,0.39325,0.59692
179,179,1990,Berlin,1st Quintile,Inexpensive,0.40776,48,2790,0.35531,0.47911
180,180,1990,Berlin,1st Quintile,Reasonable,0.59224,78,2790,0.52064,0.66575
181,181,1990,Brandenburg,1st Quintile,Very Inexpensive,0.24569,52,2790,0.2111,0.28428
182,182,1990,Brandenburg,1st Quintile,Inexpensive,0.39105,79,2790,0.34289,0.44502
183,183,1990,Brandenburg,1st Quintile,Reasonable,0.36326,76,2790,0.3145,0.4088
184,184,1990,Mecklenburg-Western Pomerania,1st Quintile,Very Inexpensive,0.28321,49,2790,0.24922,0.31728
185,185,1990,Mecklenburg-Western Pomerania,1st Quintile,Inexpensive,0.29673,47,2790,0.24931,0.34238
186,186,1990,Mecklenburg-Western Pomerania,1st Quintile,Reasonable,0.42006,64,2790,0.36584,0.47666
187,187,1990,Saxony,1st Quintile,Very Inexpensive,0.2579,123,2790,0.23475,0.28292
188,188,1990,Saxony,1st Quintile,Inexpensive,0.3285,154,2790,0.29434,0.35468
189,189,1990,Saxony,1st Quintile,Reasonable,0.4136,189,2790,0.38697,0.44397
190,190,1990,Saxony-Anhalt,1st Quintile,Very Inexpensive,0.25908,60,2790,0.21289,0.30227
191,191,1990,Saxony-Anhalt,1st Quintile,Inexpensive,0.3899,93,2790,0.34007,0.43555
192,192,1990,Saxony-Anhalt,1st Quintile,Reasonable,0.35101,82,2790,0.31339,0.38718
193,193,1990,Thuringa,1st Quintile,Very Inexpensive,0.20896,43,2790,0.17721,0.24277
194,194,1990,Thuringa,1st Quintile,Inexpensive,0.38802,72,2790,0.34599,0.43014
195,195,1990,Thuringa,1st Quintile,Reasonable,0.40302,79,2790,0.36801,0.44243
196,196,1991,Lower Saxony,2nd Quintile,Reasonable,1.0,44,2627,0.80178,1.1713
197,197,1991,Lower Saxony,3rd Quintile,Reasonable,1.0,37,2627,0.77599,1.2297
198,198,1991,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.3865,78,2627,0.33763,0.45273
199,199,1991,North Rhine-Westphalia,2nd Quintile,Reasonable,0.48143,122,2627,0.41632,0.55252
200,200,1991,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.13207,40,2627,0.09276,0.17567
201,201,1991,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.34683,73,2627,0.29919,0.39311
202,202,1991,North Rhine-Westphalia,3rd Quintile,Reasonable,0.50929,97,2627,0.43656,0.59557
203,203,1991,North Rhine-Westphalia,3rd Quintile,Slightly Expensive,0.14388,33,2627,0.10212,0.19059
204,204,1991,North Rhine-Westphalia,4th Quintile,Inexpensive,0.51005,71,2627,0.42973,0.5974
205,205,1991,North Rhine-Westphalia,4th Quintile,Reasonable,0.48995,66,2627,0.41391,0.55776
206,206,1991,North Rhine-Westphalia,5th Quintile,Inexpensive,0.38694,35,2627,0.31074,0.45489
207,207,1991,North Rhine-Westphalia,5th Quintile,Reasonable,0.61306,43,2627,0.50945,0.70736
208,208,1991,Hesse,2nd Quintile,Reasonable,1.0,39,2627,0.70627,1.31547
209,209,1991,Hesse,3rd Quintile,Reasonable,1.0,32,2627,0.67966,1.33541
210,210,1991,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.38053,33,2627,0.26271,0.53014
211,211,1991,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.61947,54,2627,0.44475,0.81385
212,212,1991,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.61534,54,2627,0.50495,0.71704
213,213,1991,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.38466,51,2627,0.27442,0.52339
214,214,1991,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.3877,36,2627,0.24916,0.58239
215,215,1991,Baden-Wuerttemberg,4th Quintile,Reasonable,0.6123,50,2627,0.42115,0.82813
216,216,1991,Bavaria,2nd Quintile,Inexpensive,0.47579,40,2627,0.38905,0.57092
217,217,1991,Bavaria,2nd Quintile,Reasonable,0.52421,41,2627,0.40954,0.65328
218,218,1991,Bavaria,3rd Quintile,Reasonable,1.0,52,2627,0.79049,1.19015
219,219,1991,Bavaria,4th Quintile,Inexpensive,0.5418,35,2627,0.41795,0.65982
220,220,1991,Bavaria,4th Quintile,Reasonable,0.4582,32,2627,0.3131,0.58625
221,221,1991,Bavaria,5th Quintile,Very Inexpensive,1.0,31,2627,0.78497,1.22051
222,222,1991,Berlin,1st Quintile,Very Inexpensive,0.22288,32,2627,0.1804,0.26505
223,223,1991,Berlin,1st Quintile,Inexpensive,0.40562,49,2627,0.35903,0.47619
224,224,1991,Berlin,1st Quintile,Reasonable,0.3715,53,2627,0.32522,0.42447
225,225,1991,Brandenburg,1st Quintile,Very Inexpensive,0.23005,48,2627,0.19053,0.26982
226,226,1991,Brandenburg,1st Quintile,Inexpensive,0.48918,91,2627,0.43892,0.53785
227,227,1991,Brandenburg,1st Quintile,Reasonable,0.28077,53,2627,0.24408,0.32304
228,228,1991,Mecklenburg-Western Pomerania,1st Quintile,Very Inexpensive,0.23019,36,2627,0.19312,0.26996
229,229,1991,Mecklenburg-Western Pomerania,1st Quintile,Inexpensive,0.42123,60,2627,0.37536,0.47188
230,230,1991,Mecklenburg-Western Pomerania,1st Quintile,Reasonable,0.34857,56,2627,0.31013,0.38978
231,231,1991,Saxony,1st Quintile,Very Inexpensive,0.26866,127,2627,0.24619,0.29604
232,232,1991,Saxony,1st Quintile,Inexpensive,0.41992,165,2627,0.37966,0.45475
233,233,1991,Saxony,1st Quintile,Reasonable,0.31142,129,2627,0.28654,0.34072
234,234,1991,Saxony-Anhalt,1st Quintile,Very Inexpensive,0.24801,64,2627,0.21014,0.29632
235,235,1991,Saxony-Anhalt,1st Quintile,Inexpensive,0.53241,108,2627,0.48427,0.58707
236,236,1991,Saxony-Anhalt,1st Quintile,Reasonable,0.21958,55,2627,0.18219,0.25378
237,237,1991,Thuringa,1st Quintile,Very Inexpensive,0.2141,44,2627,0.17311,0.25525
238,238,1991,Thuringa,1st Quintile,Inexpensive,0.39394,73,2627,0.34316,0.45571
239,239,1991,Thuringa,1st Quintile,Reasonable,0.39196,65,2627,0.35308,0.43336
240,240,1992,Lower Saxony,4th Quintile,Reasonable,1.0,31,1619,0.74231,1.22914
241,241,1992,North Rhine-Westphalia,1st Quintile,Inexpensive,0.42652,35,1619,0.3367,0.53054
242,242,1992,North Rhine-Westphalia,1st Quintile,Reasonable,0.57348,48,1619,0.44599,0.71237
243,243,1992,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.41934,69,1619,0.35144,0.49679
244,244,1992,North Rhine-Westphalia,2nd Quintile,Reasonable,0.58066,85,1619,0.49674,0.66788
245,245,1992,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.46,70,1619,0.39121,0.54809
246,246,1992,North Rhine-Westphalia,3rd Quintile,Reasonable,0.54,83,1619,0.46122,0.61873
247,247,1992,North Rhine-Westphalia,4th Quintile,Inexpensive,0.49737,58,1619,0.42268,0.58271
248,248,1992,North Rhine-Westphalia,4th Quintile,Reasonable,0.50263,58,1619,0.41202,0.60085
249,249,1992,North Rhine-Westphalia,5th Quintile,Inexpensive,0.43984,43,1619,0.34599,0.53117
250,250,1992,North Rhine-Westphalia,5th Quintile,Reasonable,0.56016,39,1619,0.48012,0.65543
251,251,1992,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.54805,35,1619,0.39757,0.7156
252,252,1992,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.45195,41,1619,0.30257,0.6191
253,253,1992,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.56786,44,1619,0.41837,0.72038
254,254,1992,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.43214,34,1619,0.3145,0.57887
255,255,1992,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.58739,41,1619,0.45438,0.74452
256,256,1992,Baden-Wuerttemberg,4th Quintile,Reasonable,0.41261,44,1619,0.27123,0.55529
257,257,1992,Bavaria,3rd Quintile,Reasonable,1.0,36,1619,0.74394,1.24823
258,258,1992,Bavaria,4th Quintile,Inexpensive,0.46444,34,1619,0.35331,0.56105
259,259,1992,Bavaria,4th Quintile,Reasonable,0.53556,43,1619,0.40342,0.66783
260,260,1992,Berlin,1st Quintile,Reasonable,1.0,32,1619,0.79294,1.19272
261,261,1992,Berlin,3rd Quintile,Reasonable,1.0,31,1619,0.71193,1.30345
262,262,1992,Berlin,4th Quintile,Reasonable,1.0,35,1619,0.74733,1.18897
263,263,1992,Brandenburg,1st Quintile,Reasonable,1.0,45,1619,0.89022,1.13809
264,264,1992,Saxony,1st Quintile,Reasonable,0.63051,98,1619,0.5811,0.68669
265,265,1992,Saxony,1st Quintile,Slightly Expensive,0.36949,53,1619,0.3201,0.44026
266,266,1992,Saxony,2nd Quintile,Reasonable,1.0,70,1619,0.90488,1.12311
267,267,1992,Saxony,3rd Quintile,Reasonable,1.0,39,1619,0.87841,1.1633
268,268,1992,Saxony-Anhalt,1st Quintile,Reasonable,0.58603,46,1619,0.50194,0.65996
269,269,1992,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.41397,40,1619,0.34507,0.49448
270,270,1992,Saxony-Anhalt,2nd Quintile,Reasonable,1.0,46,1619,0.89276,1.11199
271,271,1992,Thuringa,1st Quintile,Reasonable,0.607,47,1619,0.53916,0.69592
272,272,1992,Thuringa,1st Quintile,Slightly Expensive,0.393,32,1619,0.32003,0.46733
