year,bula_h,rentown,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Hamburg,Tenant,Inexpensive,0.31872,32,90,0.22191,0.41553
1986,Hamburg,Tenant,Reasonable,0.41416,58,90,0.31182,0.51650
1986,Lower Saxony,Tenant,Inexpensive,0.30426,78,233,0.24505,0.36346
1986,Lower Saxony,Tenant,Reasonable,0.37684,105,233,0.31448,0.43920
1986,Lower Saxony,Tenant,Slightly Expensive,0.17556,50,233,0.12661,0.22452
1986,North Rhine-Westphalia,Tenant,Very Inexpensive,0.11367,90,947,0.09344,0.13389
1986,North Rhine-Westphalia,Tenant,Inexpensive,0.25239,243,947,0.22471,0.28007
1986,North Rhine-Westphalia,Tenant,Reasonable,0.45732,426,947,0.42557,0.48906
1986,North Rhine-Westphalia,Tenant,Slightly Expensive,0.14056,156,947,0.11842,0.16271
1986,North Rhine-Westphalia,Tenant,Too Expensive,0.03020,32,947,0.01930,0.04111
1986,Hesse,Tenant,Very Inexpensive,0.15408,39,312,0.11395,0.19420
1986,Hesse,Tenant,Inexpensive,0.27837,93,312,0.22856,0.32819
1986,Hesse,Tenant,Reasonable,0.33292,115,312,0.28054,0.38530
1986,Hesse,Tenant,Slightly Expensive,0.15601,65,312,0.11568,0.19634
1986,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.31307,51,112,0.22680,0.39935
1986,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.33772,61,112,0.24974,0.42570
1986,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.12144,46,545,0.09399,0.14889
1986,Baden-Wuerttemberg,Tenant,Inexpensive,0.27353,128,545,0.23607,0.31099
1986,Baden-Wuerttemberg,Tenant,Reasonable,0.45006,254,545,0.40825,0.49187
1986,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.11693,83,545,0.08993,0.14393
1986,Baden-Wuerttemberg,Tenant,Too Expensive,0.03454,34,545,0.01920,0.04989
1986,Bavaria,Tenant,Very Inexpensive,0.13709,61,434,0.10469,0.16948
1986,Bavaria,Tenant,Inexpensive,0.34051,143,434,0.29588,0.38515
1986,Bavaria,Tenant,Reasonable,0.33167,167,434,0.28732,0.37602
1986,Bavaria,Tenant,Slightly Expensive,0.11625,63,434,0.08606,0.14644
1986,Berlin,Tenant,Inexpensive,0.16027,34,128,0.09647,0.22408
1986,Berlin,Tenant,Reasonable,0.55724,94,128,0.47085,0.64363
1987,Schleswig-Holstein,Tenant,Reasonable,0.51352,39,39,0.35460,0.67244
1987,Hamburg,Tenant,Inexpensive,0.34330,32,74,0.23438,0.45222
1987,Hamburg,Tenant,Reasonable,0.37743,42,74,0.26623,0.48863
1987,Lower Saxony,Tenant,Inexpensive,0.27579,76,241,0.21924,0.33233
1987,Lower Saxony,Tenant,Reasonable,0.39757,109,241,0.33566,0.45949
1987,Lower Saxony,Tenant,Slightly Expensive,0.17802,56,241,0.12963,0.22642
1987,North Rhine-Westphalia,Tenant,Very Inexpensive,0.10603,81,929,0.08622,0.12584
1987,North Rhine-Westphalia,Tenant,Inexpensive,0.27264,250,929,0.24399,0.30129
1987,North Rhine-Westphalia,Tenant,Reasonable,0.43398,413,929,0.40209,0.46587
1987,North Rhine-Westphalia,Tenant,Slightly Expensive,0.13647,146,929,0.11438,0.15855
1987,North Rhine-Westphalia,Tenant,Too Expensive,0.03947,39,929,0.02694,0.05199
1987,Hesse,Tenant,Very Inexpensive,0.15131,35,309,0.11129,0.19133
1987,Hesse,Tenant,Inexpensive,0.22846,81,309,0.18157,0.27535
1987,Hesse,Tenant,Reasonable,0.48376,142,309,0.42795,0.53957
1987,Hesse,Tenant,Slightly Expensive,0.10208,51,309,0.06827,0.13590
1987,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.25352,40,109,0.17147,0.33557
1987,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.41251,69,109,0.31966,0.50536
1987,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.10858,49,541,0.08234,0.13482
1987,Baden-Wuerttemberg,Tenant,Inexpensive,0.31214,155,541,0.27306,0.35122
1987,Baden-Wuerttemberg,Tenant,Reasonable,0.36334,210,541,0.32277,0.40390
1987,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.13969,88,541,0.11045,0.16893
1987,Baden-Wuerttemberg,Tenant,Too Expensive,0.06156,39,541,0.04129,0.08184
1987,Bavaria,Tenant,Very Inexpensive,0.15082,56,450,0.11772,0.18392
1987,Bavaria,Tenant,Inexpensive,0.30251,147,450,0.26002,0.34499
1987,Bavaria,Tenant,Reasonable,0.37912,178,450,0.33424,0.42399
1987,Bavaria,Tenant,Slightly Expensive,0.13651,69,450,0.10475,0.16827
1987,Berlin,Tenant,Inexpensive,0.16522,35,158,0.10713,0.22332
1987,Berlin,Tenant,Reasonable,0.57515,92,158,0.49782,0.65247
1987,Berlin,Tenant,Slightly Expensive,0.16358,31,158,0.10572,0.22144
1988,Hamburg,Tenant,Reasonable,0.35703,38,38,0.20265,0.51141
1988,Lower Saxony,Tenant,Inexpensive,0.25265,69,237,0.19721,0.30809
1988,Lower Saxony,Tenant,Reasonable,0.43805,109,237,0.37475,0.50135
1988,Lower Saxony,Tenant,Slightly Expensive,0.17213,59,237,0.12397,0.22029
1988,North Rhine-Westphalia,Tenant,Very Inexpensive,0.11450,86,872,0.09335,0.13564
1988,North Rhine-Westphalia,Tenant,Inexpensive,0.26717,222,872,0.23778,0.29655
1988,North Rhine-Westphalia,Tenant,Reasonable,0.43462,399,872,0.40169,0.46754
1988,North Rhine-Westphalia,Tenant,Slightly Expensive,0.13776,131,872,0.11487,0.16065
1988,North Rhine-Westphalia,Tenant,Too Expensive,0.03447,34,872,0.02235,0.04658
1988,Hesse,Tenant,Very Inexpensive,0.15863,38,294,0.11680,0.20047
1988,Hesse,Tenant,Inexpensive,0.29490,94,294,0.24268,0.34711
1988,Hesse,Tenant,Reasonable,0.36079,108,294,0.30580,0.41577
1988,Hesse,Tenant,Slightly Expensive,0.13207,54,294,0.09331,0.17084
1988,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.25408,43,111,0.17272,0.33543
1988,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.40569,68,111,0.31392,0.49745
1988,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.12452,50,496,0.09544,0.15361
1988,Baden-Wuerttemberg,Tenant,Inexpensive,0.30276,145,496,0.26229,0.34324
1988,Baden-Wuerttemberg,Tenant,Reasonable,0.41627,231,496,0.37284,0.45970
1988,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.10929,70,496,0.08180,0.13677
1988,Bavaria,Tenant,Very Inexpensive,0.14168,57,433,0.10880,0.17457
1988,Bavaria,Tenant,Inexpensive,0.30020,131,433,0.25698,0.34343
1988,Bavaria,Tenant,Reasonable,0.37416,177,433,0.32852,0.41979
1988,Bavaria,Tenant,Slightly Expensive,0.13457,68,433,0.10239,0.16675
1988,Berlin,Tenant,Reasonable,0.52804,89,125,0.44017,0.61591
1988,Berlin,Tenant,Slightly Expensive,0.22199,36,125,0.14884,0.29514
1989,Schleswig-Holstein,Tenant,Reasonable,0.43993,35,35,0.27308,0.60678
1989,Hamburg,Tenant,Inexpensive,0.36485,33,79,0.25802,0.47168
1989,Hamburg,Tenant,Reasonable,0.45344,46,79,0.34296,0.56392
1989,Lower Saxony,Tenant,Inexpensive,0.22678,64,231,0.17266,0.28090
1989,Lower Saxony,Tenant,Reasonable,0.42487,114,231,0.36099,0.48876
1989,Lower Saxony,Tenant,Slightly Expensive,0.19365,53,231,0.14258,0.24472
1989,North Rhine-Westphalia,Tenant,Very Inexpensive,0.13220,92,808,0.10883,0.15557
1989,North Rhine-Westphalia,Tenant,Inexpensive,0.27856,233,808,0.24763,0.30949
1989,North Rhine-Westphalia,Tenant,Reasonable,0.41315,351,808,0.37917,0.44712
1989,North Rhine-Westphalia,Tenant,Slightly Expensive,0.12777,132,808,0.10473,0.15080
1989,Hesse,Tenant,Very Inexpensive,0.16794,44,301,0.12564,0.21024
1989,Hesse,Tenant,Inexpensive,0.28669,87,301,0.23551,0.33786
1989,Hesse,Tenant,Reasonable,0.38320,119,301,0.32818,0.43821
1989,Hesse,Tenant,Slightly Expensive,0.10295,51,301,0.06856,0.13734
1989,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.28279,42,95,0.19175,0.37383
1989,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.34927,53,95,0.25289,0.44565
1989,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.15307,55,466,0.12034,0.18579
1989,Baden-Wuerttemberg,Tenant,Inexpensive,0.33858,156,466,0.29557,0.38159
1989,Baden-Wuerttemberg,Tenant,Reasonable,0.35065,180,466,0.30728,0.39402
1989,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.11196,75,466,0.08330,0.14062
1989,Bavaria,Tenant,Very Inexpensive,0.14549,59,435,0.11232,0.17867
1989,Bavaria,Tenant,Inexpensive,0.28630,134,435,0.24378,0.32883
1989,Bavaria,Tenant,Reasonable,0.40694,177,435,0.36072,0.45315
1989,Bavaria,Tenant,Slightly Expensive,0.12678,65,435,0.09548,0.15809
1989,Berlin,Tenant,Inexpensive,0.24026,49,158,0.17343,0.30709
1989,Berlin,Tenant,Reasonable,0.51422,76,158,0.43604,0.59240
1989,Berlin,Tenant,Slightly Expensive,0.16727,33,158,0.10889,0.22565
1990,Hamburg,Tenant,Inexpensive,0.42900,37,72,0.31387,0.54412
1990,Hamburg,Tenant,Reasonable,0.39341,35,72,0.27978,0.50704
1990,Lower Saxony,Tenant,Very Inexpensive,0.09715,31,254,0.06066,0.13365
1990,Lower Saxony,Tenant,Inexpensive,0.29220,71,254,0.23616,0.34824
1990,Lower Saxony,Tenant,Reasonable,0.43159,115,254,0.37056,0.49262
1990,Lower Saxony,Tenant,Slightly Expensive,0.13892,37,254,0.09631,0.18154
1990,North Rhine-Westphalia,Tenant,Very Inexpensive,0.11621,81,775,0.09363,0.13879
1990,North Rhine-Westphalia,Tenant,Inexpensive,0.28610,242,775,0.25426,0.31793
1990,North Rhine-Westphalia,Tenant,Reasonable,0.43865,343,775,0.40369,0.47361
1990,North Rhine-Westphalia,Tenant,Slightly Expensive,0.12061,109,775,0.09766,0.14355
1990,Hesse,Tenant,Very Inexpensive,0.15601,40,289,0.11410,0.19792
1990,Hesse,Tenant,Inexpensive,0.32880,102,289,0.27454,0.38306
1990,Hesse,Tenant,Reasonable,0.36653,108,289,0.31088,0.42218
1990,Hesse,Tenant,Slightly Expensive,0.10990,39,289,0.07378,0.14603
1990,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.30504,48,95,0.21196,0.39811
1990,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.30342,47,95,0.21048,0.39636
1990,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.14400,53,452,0.11159,0.17640
1990,Baden-Wuerttemberg,Tenant,Inexpensive,0.34062,148,452,0.29688,0.38436
1990,Baden-Wuerttemberg,Tenant,Reasonable,0.35989,184,452,0.31559,0.40419
1990,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.11032,67,452,0.08141,0.13924
1990,Bavaria,Tenant,Very Inexpensive,0.15194,60,428,0.11789,0.18599
1990,Bavaria,Tenant,Inexpensive,0.31925,151,428,0.27503,0.36346
1990,Bavaria,Tenant,Reasonable,0.35798,159,428,0.31251,0.40345
1990,Bavaria,Tenant,Slightly Expensive,0.11738,58,428,0.08685,0.14791
1990,Berlin,Tenant,Very Inexpensive,0.11601,39,311,0.08036,0.15165
1990,Berlin,Tenant,Inexpensive,0.24357,85,311,0.19579,0.29135
1990,Berlin,Tenant,Reasonable,0.45269,154,311,0.39728,0.50810
1990,Berlin,Tenant,Slightly Expensive,0.13225,33,311,0.09454,0.16996
1990,Brandenburg,Tenant,Very Inexpensive,0.22770,52,207,0.17043,0.28497
1990,Brandenburg,Tenant,Inexpensive,0.36241,79,207,0.29677,0.42805
1990,Brandenburg,Tenant,Reasonable,0.33666,76,207,0.27213,0.40120
1990,Mecklenburg-Western Pomerania,Tenant,Very Inexpensive,0.27463,49,160,0.20525,0.34401
1990,Mecklenburg-Western Pomerania,Tenant,Inexpensive,0.28774,47,160,0.21737,0.35811
1990,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.40734,64,160,0.33096,0.48371
1990,Saxony,Tenant,Very Inexpensive,0.23793,123,466,0.19922,0.27663
1990,Saxony,Tenant,Inexpensive,0.30307,154,466,0.26129,0.34484
1990,Saxony,Tenant,Reasonable,0.38158,189,466,0.33743,0.42573
1990,Saxony-Anhalt,Tenant,Very Inexpensive,0.23219,60,235,0.17809,0.28629
1990,Saxony-Anhalt,Tenant,Inexpensive,0.34943,93,235,0.28834,0.41052
1990,Saxony-Anhalt,Tenant,Reasonable,0.31458,82,235,0.25508,0.37408
1990,Thuringa,Tenant,Very Inexpensive,0.19324,43,194,0.13753,0.24895
1990,Thuringa,Tenant,Inexpensive,0.35882,72,194,0.29115,0.42649
1990,Thuringa,Tenant,Reasonable,0.37270,79,194,0.30448,0.44091
1991,Hamburg,Tenant,Inexpensive,0.36948,34,65,0.25123,0.48774
1991,Hamburg,Tenant,Reasonable,0.40527,31,65,0.28499,0.52555
1991,Lower Saxony,Tenant,Very Inexpensive,0.12988,36,258,0.08878,0.17099
1991,Lower Saxony,Tenant,Inexpensive,0.29417,75,258,0.23846,0.34988
1991,Lower Saxony,Tenant,Reasonable,0.44918,114,258,0.38836,0.50999
1991,Lower Saxony,Tenant,Slightly Expensive,0.09838,33,258,0.06197,0.13480
1991,North Rhine-Westphalia,Tenant,Very Inexpensive,0.14322,103,801,0.11894,0.16749
1991,North Rhine-Westphalia,Tenant,Inexpensive,0.31299,259,801,0.28085,0.34512
1991,North Rhine-Westphalia,Tenant,Reasonable,0.40420,336,801,0.37020,0.43821
1991,North Rhine-Westphalia,Tenant,Slightly Expensive,0.10891,103,801,0.08732,0.13050
1991,Hesse,Tenant,Very Inexpensive,0.17144,41,289,0.12791,0.21496
1991,Hesse,Tenant,Inexpensive,0.35520,102,289,0.29992,0.41047
1991,Hesse,Tenant,Reasonable,0.34819,107,289,0.29317,0.40321
1991,Hesse,Tenant,Slightly Expensive,0.08173,39,289,0.05009,0.11337
1991,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.28789,44,109,0.20250,0.37329
1991,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.38285,65,109,0.29118,0.47453
1991,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.17195,57,466,0.13765,0.20624
1991,Baden-Wuerttemberg,Tenant,Inexpensive,0.30596,148,466,0.26408,0.34785
1991,Baden-Wuerttemberg,Tenant,Reasonable,0.35103,185,466,0.30765,0.39441
1991,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.14631,76,466,0.11418,0.17843
1991,Bavaria,Tenant,Very Inexpensive,0.18486,80,431,0.14817,0.22155
1991,Bavaria,Tenant,Inexpensive,0.30662,138,431,0.26304,0.35020
1991,Bavaria,Tenant,Reasonable,0.33395,153,431,0.28937,0.37853
1991,Bavaria,Tenant,Slightly Expensive,0.12226,60,431,0.09130,0.15322
1991,Berlin,Tenant,Very Inexpensive,0.13763,48,260,0.09567,0.17959
1991,Berlin,Tenant,Inexpensive,0.30833,97,260,0.25209,0.36457
1991,Berlin,Tenant,Reasonable,0.40113,115,260,0.34143,0.46082
1991,Brandenburg,Tenant,Very Inexpensive,0.21840,48,192,0.15981,0.27700
1991,Brandenburg,Tenant,Inexpensive,0.46441,91,192,0.39368,0.53514
1991,Brandenburg,Tenant,Reasonable,0.26655,53,192,0.20384,0.32925
1991,Mecklenburg-Western Pomerania,Tenant,Very Inexpensive,0.21790,36,152,0.15205,0.28374
1991,Mecklenburg-Western Pomerania,Tenant,Inexpensive,0.39868,60,152,0.32059,0.47678
1991,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.32993,56,152,0.25493,0.40492
1991,Saxony,Tenant,Very Inexpensive,0.24864,127,421,0.20731,0.28998
1991,Saxony,Tenant,Inexpensive,0.38863,165,421,0.34201,0.43525
1991,Saxony,Tenant,Reasonable,0.28822,129,421,0.24490,0.33154
1991,Saxony-Anhalt,Tenant,Very Inexpensive,0.22939,64,227,0.17457,0.28420
1991,Saxony-Anhalt,Tenant,Inexpensive,0.49241,108,227,0.42722,0.55759
1991,Saxony-Anhalt,Tenant,Reasonable,0.20308,55,227,0.15063,0.25553
1991,Thuringa,Tenant,Very Inexpensive,0.20103,44,182,0.14265,0.25942
1991,Thuringa,Tenant,Inexpensive,0.36992,73,182,0.29958,0.44025
1991,Thuringa,Tenant,Reasonable,0.36805,65,182,0.29779,0.43831
1992,Hamburg,Tenant,Reasonable,0.46738,33,33,0.29451,0.64026
1992,Lower Saxony,Tenant,Very Inexpensive,0.15665,42,227,0.10926,0.20404
1992,Lower Saxony,Tenant,Inexpensive,0.26501,71,227,0.20747,0.32255
1992,Lower Saxony,Tenant,Reasonable,0.43473,114,227,0.37009,0.49936
1992,North Rhine-Westphalia,Tenant,Very Inexpensive,0.10225,81,767,0.08080,0.12371
1992,North Rhine-Westphalia,Tenant,Inexpensive,0.32346,275,767,0.29034,0.35659
1992,North Rhine-Westphalia,Tenant,Reasonable,0.39693,313,767,0.36228,0.43157
1992,North Rhine-Westphalia,Tenant,Slightly Expensive,0.09765,98,767,0.07663,0.11868
1992,Hesse,Tenant,Very Inexpensive,0.16748,39,276,0.12335,0.21162
1992,Hesse,Tenant,Inexpensive,0.28852,97,276,0.23497,0.34206
1992,Hesse,Tenant,Reasonable,0.37454,98,276,0.31734,0.43175
1992,Hesse,Tenant,Slightly Expensive,0.09321,42,276,0.05885,0.12757
1992,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.23385,42,104,0.15211,0.31560
1992,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.36863,62,104,0.27546,0.46180
1992,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.15952,59,461,0.12606,0.19298
1992,Baden-Wuerttemberg,Tenant,Inexpensive,0.33984,159,461,0.29655,0.38312
1992,Baden-Wuerttemberg,Tenant,Reasonable,0.28702,165,461,0.24568,0.32835
1992,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.14285,78,461,0.11087,0.17482
1992,Bavaria,Tenant,Very Inexpensive,0.15738,62,425,0.12272,0.19204
1992,Bavaria,Tenant,Inexpensive,0.32276,145,425,0.27826,0.36726
1992,Bavaria,Tenant,Reasonable,0.29253,145,425,0.24923,0.33583
1992,Bavaria,Tenant,Slightly Expensive,0.14593,73,425,0.11232,0.17953
1992,Berlin,Tenant,Inexpensive,0.20910,66,267,0.16023,0.25797
1992,Berlin,Tenant,Reasonable,0.45920,140,267,0.39931,0.51909
1992,Berlin,Tenant,Slightly Expensive,0.17558,61,267,0.12986,0.22131
1992,Brandenburg,Tenant,Reasonable,0.46244,93,156,0.38395,0.54094
1992,Brandenburg,Tenant,Slightly Expensive,0.27903,63,156,0.20842,0.34964
1992,Mecklenburg-Western Pomerania,Tenant,Reasonable,0.47989,69,103,0.38293,0.57684
1992,Mecklenburg-Western Pomerania,Tenant,Slightly Expensive,0.24710,34,103,0.16340,0.33081
1992,Saxony,Tenant,Inexpensive,0.14568,64,394,0.11080,0.18056
1992,Saxony,Tenant,Reasonable,0.50945,228,394,0.46002,0.55888
1992,Saxony,Tenant,Slightly Expensive,0.25419,102,394,0.21114,0.29724
1992,Saxony-Anhalt,Tenant,Inexpensive,0.12814,31,225,0.08437,0.17191
1992,Saxony-Anhalt,Tenant,Reasonable,0.49985,125,225,0.43437,0.56533
1992,Saxony-Anhalt,Tenant,Slightly Expensive,0.25622,69,225,0.19905,0.31339
1992,Thuringa,Tenant,Reasonable,0.51444,100,146,0.43309,0.59579
1992,Thuringa,Tenant,Slightly Expensive,0.25778,46,146,0.18658,0.32897
1993,Schleswig-Holstein,Tenant,Reasonable,0.37358,37,37,0.21555,0.53160
1993,Hamburg,Tenant,Reasonable,0.46673,38,38,0.30597,0.62748
1993,Lower Saxony,Tenant,Very Inexpensive,0.10057,36,256,0.06366,0.13749
1993,Lower Saxony,Tenant,Inexpensive,0.28863,79,256,0.23302,0.34425
1993,Lower Saxony,Tenant,Reasonable,0.39177,98,256,0.33185,0.45168
1993,Lower Saxony,Tenant,Slightly Expensive,0.12911,43,256,0.08795,0.17027
1993,North Rhine-Westphalia,Tenant,Very Inexpensive,0.10994,83,764,0.08774,0.13213
1993,North Rhine-Westphalia,Tenant,Inexpensive,0.31857,262,764,0.28551,0.35163
1993,North Rhine-Westphalia,Tenant,Reasonable,0.40214,321,764,0.36735,0.43693
1993,North Rhine-Westphalia,Tenant,Slightly Expensive,0.08563,98,764,0.06578,0.10549
1993,Hesse,Tenant,Very Inexpensive,0.14201,37,272,0.10045,0.18356
1993,Hesse,Tenant,Inexpensive,0.37029,102,272,0.31280,0.42778
1993,Hesse,Tenant,Reasonable,0.29342,90,272,0.23921,0.34763
1993,Hesse,Tenant,Slightly Expensive,0.08331,43,272,0.05040,0.11621
1993,"Rhineland-Palatinate, Saarland",Tenant,Inexpensive,0.29288,46,90,0.19834,0.38743
1993,"Rhineland-Palatinate, Saarland",Tenant,Reasonable,0.29089,44,90,0.19653,0.38525
1993,Baden-Wuerttemberg,Tenant,Very Inexpensive,0.15453,58,459,0.12143,0.18764
1993,Baden-Wuerttemberg,Tenant,Inexpensive,0.34406,152,459,0.30055,0.38757
1993,Baden-Wuerttemberg,Tenant,Reasonable,0.31510,189,459,0.27255,0.35764
1993,Baden-Wuerttemberg,Tenant,Slightly Expensive,0.09726,60,459,0.07013,0.12440
1993,Bavaria,Tenant,Very Inexpensive,0.12413,57,429,0.09289,0.15537
1993,Bavaria,Tenant,Inexpensive,0.29149,140,429,0.24843,0.33454
1993,Bavaria,Tenant,Reasonable,0.33687,165,429,0.29209,0.38165
1993,Bavaria,Tenant,Slightly Expensive,0.13722,67,429,0.10462,0.16982
1993,Berlin,Tenant,Inexpensive,0.22945,57,249,0.17712,0.28179
1993,Berlin,Tenant,Reasonable,0.39278,118,249,0.33200,0.45357
1993,Berlin,Tenant,Slightly Expensive,0.20901,74,249,0.15841,0.25962
1993,Brandenburg,Tenant,Reasonable,0.40952,77,146,0.32948,0.48956
