year,age_gr,quintil_oecd,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,30-45 y.,2nd Quintile,Sometimes,0.21687,373,1758,0.19760,0.23614
2013,30-45 y.,2nd Quintile,Seldom,0.43912,815,1758,0.41591,0.46232
2013,30-45 y.,2nd Quintile,Never,0.25008,482,1758,0.22983,0.27033
2013,30-45 y.,3rd Quintile,Often,0.05248,71,1548,0.04137,0.06359
2013,30-45 y.,3rd Quintile,Sometimes,0.23626,339,1548,0.21509,0.25743
2013,30-45 y.,3rd Quintile,Seldom,0.43243,724,1548,0.40774,0.45712
2013,30-45 y.,3rd Quintile,Never,0.25947,414,1548,0.23763,0.28131
2013,30-45 y.,4th Quintile,Often,0.03363,43,1504,0.02452,0.04274
2013,30-45 y.,4th Quintile,Sometimes,0.19504,290,1504,0.17500,0.21507
2013,30-45 y.,4th Quintile,Seldom,0.49390,752,1504,0.46863,0.51918
2013,30-45 y.,4th Quintile,Never,0.27174,419,1504,0.24925,0.29423
2013,30-45 y.,5th Quintile,Often,0.03150,42,1365,0.02223,0.04077
2013,30-45 y.,5th Quintile,Sometimes,0.15938,216,1365,0.13995,0.17881
2013,30-45 y.,5th Quintile,Seldom,0.53123,669,1365,0.50475,0.55771
2013,30-45 y.,5th Quintile,Never,0.26246,438,1365,0.23911,0.28581
2013,46-65 y.,1st Quintile,Very often,0.03345,47,1424,0.02411,0.04280
2013,46-65 y.,1st Quintile,Often,0.12136,161,1424,0.10440,0.13833
2013,46-65 y.,1st Quintile,Sometimes,0.27355,352,1424,0.25038,0.29671
2013,46-65 y.,1st Quintile,Seldom,0.32854,496,1424,0.30413,0.35294
2013,46-65 y.,1st Quintile,Never,0.22631,368,1424,0.20457,0.24805
2013,46-65 y.,2nd Quintile,Often,0.05337,86,1341,0.04134,0.06541
2013,46-65 y.,2nd Quintile,Sometimes,0.23003,296,1341,0.20750,0.25256
2013,46-65 y.,2nd Quintile,Seldom,0.42770,597,1341,0.40121,0.45419
2013,46-65 y.,2nd Quintile,Never,0.26015,362,1341,0.23666,0.28364
2013,46-65 y.,3rd Quintile,Often,0.05637,82,1593,0.04504,0.06770
2013,46-65 y.,3rd Quintile,Sometimes,0.21245,336,1593,0.19236,0.23254
2013,46-65 y.,3rd Quintile,Seldom,0.43600,720,1593,0.41164,0.46036
2013,46-65 y.,3rd Quintile,Never,0.26213,455,1593,0.24052,0.28373
2013,46-65 y.,4th Quintile,Often,0.04939,75,1894,0.03963,0.05916
2013,46-65 y.,4th Quintile,Sometimes,0.20496,354,1894,0.18677,0.22314
2013,46-65 y.,4th Quintile,Seldom,0.47124,914,1894,0.44875,0.49372
2013,46-65 y.,4th Quintile,Never,0.25809,551,1894,0.23838,0.27780
2013,46-65 y.,5th Quintile,Often,0.04198,91,2637,0.03433,0.04964
2013,46-65 y.,5th Quintile,Sometimes,0.15853,412,2637,0.14459,0.17248
2013,46-65 y.,5th Quintile,Seldom,0.49198,1305,2637,0.47290,0.51107
2013,46-65 y.,5th Quintile,Never,0.29977,829,2637,0.28228,0.31726
2013,66 and older,1st Quintile,Often,0.08196,62,794,0.06287,0.10105
2013,66 and older,1st Quintile,Sometimes,0.22310,184,794,0.19412,0.25208
2013,66 and older,1st Quintile,Seldom,0.30868,254,794,0.27653,0.34084
2013,66 and older,1st Quintile,Never,0.34850,294,794,0.31533,0.38166
2013,66 and older,2nd Quintile,Often,0.04801,58,1193,0.03587,0.06015
2013,66 and older,2nd Quintile,Sometimes,0.19377,225,1193,0.17133,0.21621
2013,66 and older,2nd Quintile,Seldom,0.36411,459,1193,0.33680,0.39143
2013,66 and older,2nd Quintile,Never,0.36575,451,1193,0.33841,0.39310
2013,66 and older,3rd Quintile,Often,0.05451,54,1028,0.04062,0.06839
2013,66 and older,3rd Quintile,Sometimes,0.21464,200,1028,0.18953,0.23975
2013,66 and older,3rd Quintile,Seldom,0.37428,411,1028,0.34468,0.40388
2013,66 and older,3rd Quintile,Never,0.33056,363,1028,0.30179,0.35933
2013,66 and older,4th Quintile,Often,0.04082,37,852,0.02753,0.05412
2013,66 and older,4th Quintile,Sometimes,0.18660,146,852,0.16042,0.21278
2013,66 and older,4th Quintile,Seldom,0.38318,335,852,0.35052,0.41584
2013,66 and older,4th Quintile,Never,0.37104,334,852,0.33859,0.40350
2013,66 and older,5th Quintile,Sometimes,0.16230,145,954,0.13889,0.18571
2013,66 and older,5th Quintile,Seldom,0.44582,436,954,0.41427,0.47738
2013,66 and older,5th Quintile,Never,0.35993,373,954,0.32945,0.39040
2021,17-29 y.,1st Quintile,Very often,0.02072,39,1215,0.01270,0.02873
2021,17-29 y.,1st Quintile,Often,0.08838,127,1215,0.07241,0.10434
2021,17-29 y.,1st Quintile,Sometimes,0.24930,346,1215,0.22497,0.27364
2021,17-29 y.,1st Quintile,Seldom,0.38740,378,1215,0.36000,0.41481
2021,17-29 y.,1st Quintile,Never,0.19554,325,1215,0.17323,0.21785
2021,17-29 y.,2nd Quintile,Often,0.05545,41,608,0.03724,0.07366
2021,17-29 y.,2nd Quintile,Sometimes,0.24065,154,608,0.20664,0.27466
2021,17-29 y.,2nd Quintile,Seldom,0.39001,250,608,0.35121,0.42882
2021,17-29 y.,2nd Quintile,Never,0.20725,163,608,0.17501,0.23950
2021,17-29 y.,3rd Quintile,Often,0.07883,43,455,0.05404,0.10362
2021,17-29 y.,3rd Quintile,Sometimes,0.17724,119,455,0.14211,0.21237
2021,17-29 y.,3rd Quintile,Seldom,0.40421,195,455,0.35906,0.44935
2021,17-29 y.,3rd Quintile,Never,0.23388,98,455,0.19494,0.27281
2021,17-29 y.,4th Quintile,Often,0.07599,41,455,0.05162,0.10037
2021,17-29 y.,4th Quintile,Sometimes,0.23089,116,455,0.19213,0.26965
2021,17-29 y.,4th Quintile,Seldom,0.42413,210,455,0.37867,0.46959
2021,17-29 y.,4th Quintile,Never,0.20952,88,455,0.17208,0.24695
2021,17-29 y.,5th Quintile,Sometimes,0.21583,84,296,0.16889,0.26278
2021,17-29 y.,5th Quintile,Seldom,0.45950,156,296,0.40263,0.51637
2021,17-29 y.,5th Quintile,Never,0.22147,56,296,0.17408,0.26885
2021,30-45 y.,1st Quintile,Very often,0.04968,103,1619,0.03909,0.06026
2021,30-45 y.,1st Quintile,Often,0.09238,165,1619,0.07827,0.10649
2021,30-45 y.,1st Quintile,Sometimes,0.20612,428,1619,0.18641,0.22583
2021,30-45 y.,1st Quintile,Seldom,0.36128,420,1619,0.33787,0.38469
2021,30-45 y.,1st Quintile,Never,0.26574,503,1619,0.24422,0.28727
2021,30-45 y.,2nd Quintile,Often,0.08629,91,984,0.06874,0.10384
2021,30-45 y.,2nd Quintile,Sometimes,0.21034,229,984,0.18486,0.23582
2021,30-45 y.,2nd Quintile,Seldom,0.45402,387,984,0.42289,0.48514
2021,30-45 y.,2nd Quintile,Never,0.23240,277,984,0.20600,0.25880
2021,30-45 y.,3rd Quintile,Often,0.04999,55,828,0.03514,0.06484
2021,30-45 y.,3rd Quintile,Sometimes,0.23186,201,828,0.20310,0.26062
2021,30-45 y.,3rd Quintile,Seldom,0.46516,350,828,0.43117,0.49916
2021,30-45 y.,3rd Quintile,Never,0.24149,222,828,0.21232,0.27066
2021,30-45 y.,4th Quintile,Often,0.03402,41,788,0.02136,0.04669
2021,30-45 y.,4th Quintile,Sometimes,0.20628,155,788,0.17801,0.23455
2021,30-45 y.,4th Quintile,Seldom,0.50902,400,788,0.47410,0.54395
2021,30-45 y.,4th Quintile,Never,0.22606,192,788,0.19684,0.25529
2021,30-45 y.,5th Quintile,Sometimes,0.19360,160,775,0.16577,0.22144
2021,30-45 y.,5th Quintile,Seldom,0.50387,375,775,0.46864,0.53909
2021,30-45 y.,5th Quintile,Never,0.24765,240,775,0.21724,0.27806
2021,46-65 y.,1st Quintile,Very often,0.03283,62,1228,0.02286,0.04280
2021,46-65 y.,1st Quintile,Often,0.10798,135,1228,0.09061,0.12534
2021,46-65 y.,1st Quintile,Sometimes,0.23979,295,1228,0.21590,0.26368
2021,46-65 y.,1st Quintile,Seldom,0.34833,363,1228,0.32167,0.37499
2021,46-65 y.,1st Quintile,Never,0.25091,373,1228,0.22665,0.27517
2021,46-65 y.,2nd Quintile,Often,0.07817,84,1106,0.06234,0.09399
2021,46-65 y.,2nd Quintile,Sometimes,0.19388,226,1106,0.17057,0.21718
2021,46-65 y.,2nd Quintile,Seldom,0.47528,468,1106,0.44584,0.50473
2021,46-65 y.,2nd Quintile,Never,0.23238,328,1106,0.20748,0.25728
2021,46-65 y.,3rd Quintile,Often,0.03278,55,1095,0.02223,0.04333
2021,46-65 y.,3rd Quintile,Sometimes,0.22946,234,1095,0.20454,0.25437
2021,46-65 y.,3rd Quintile,Seldom,0.47723,500,1095,0.44763,0.50683
2021,46-65 y.,3rd Quintile,Never,0.24321,306,1095,0.21779,0.26863
2021,46-65 y.,4th Quintile,Often,0.04613,56,1359,0.03497,0.05729
2021,46-65 y.,4th Quintile,Sometimes,0.18878,244,1359,0.16796,0.20959
2021,46-65 y.,4th Quintile,Seldom,0.44712,670,1359,0.42067,0.47356
2021,46-65 y.,4th Quintile,Never,0.29609,389,1359,0.27181,0.32037
2021,46-65 y.,5th Quintile,Often,0.03833,70,2299,0.03048,0.04618
2021,46-65 y.,5th Quintile,Sometimes,0.16330,345,2299,0.14819,0.17842
2021,46-65 y.,5th Quintile,Seldom,0.49934,1138,2299,0.47889,0.51978
2021,46-65 y.,5th Quintile,Never,0.28831,746,2299,0.26979,0.30683
2021,66 and older,1st Quintile,Often,0.06284,47,604,0.04347,0.08221
2021,66 and older,1st Quintile,Sometimes,0.21897,132,604,0.18596,0.25198
2021,66 and older,1st Quintile,Seldom,0.38499,221,604,0.34616,0.42383
2021,66 and older,1st Quintile,Never,0.26795,204,604,0.23260,0.30331
2021,66 and older,2nd Quintile,Often,0.05762,38,802,0.04148,0.07376
2021,66 and older,2nd Quintile,Sometimes,0.18052,170,802,0.15388,0.20715
2021,66 and older,2nd Quintile,Seldom,0.48400,374,802,0.44939,0.51861
2021,66 and older,2nd Quintile,Never,0.24679,220,802,0.21693,0.27664
2021,66 and older,3rd Quintile,Often,0.05333,33,627,0.03573,0.07093
2021,66 and older,3rd Quintile,Sometimes,0.19771,125,627,0.16651,0.22891
2021,66 and older,3rd Quintile,Seldom,0.44084,273,627,0.40194,0.47973
2021,66 and older,3rd Quintile,Never,0.30112,196,627,0.26518,0.33706
2021,66 and older,4th Quintile,Sometimes,0.18980,102,588,0.15808,0.22153
2021,66 and older,4th Quintile,Seldom,0.42709,264,588,0.38708,0.46711
2021,66 and older,4th Quintile,Never,0.31715,222,588,0.27950,0.35480
2021,66 and older,5th Quintile,Sometimes,0.13871,130,826,0.11512,0.16230
2021,66 and older,5th Quintile,Seldom,0.46197,392,826,0.42795,0.49599
2021,66 and older,5th Quintile,Never,0.35708,304,826,0.32438,0.38977
