year,bula_h,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Baden-Wuerttemberg,Often,0.03229,134,2973,0.02593,0.03864
2013,Baden-Wuerttemberg,Sometimes,0.15815,579,2973,0.14504,0.17127
2013,Baden-Wuerttemberg,Seldom,0.30721,1328,2973,0.29062,0.32379
2013,Baden-Wuerttemberg,Never,0.21880,932,2973,0.20394,0.23366
2013,Bavaria,Very often,0.00840,42,3993,0.00557,0.01123
2013,Bavaria,Often,0.03484,177,3993,0.02915,0.04053
2013,Bavaria,Sometimes,0.15998,827,3993,0.14861,0.17135
2013,Bavaria,Seldom,0.32532,1766,3993,0.31079,0.33985
2013,Bavaria,Never,0.22180,1181,3993,0.20891,0.23468
2013,Berlin,Often,0.06027,74,969,0.04528,0.07526
2013,Berlin,Sometimes,0.19726,224,969,0.17219,0.22233
2013,Berlin,Seldom,0.35128,457,969,0.32121,0.38135
2013,Berlin,Never,0.15248,214,969,0.12983,0.17513
2013,Brandenburg,Often,0.05919,67,1004,0.04458,0.07379
2013,Brandenburg,Sometimes,0.20809,230,1004,0.18297,0.23321
2013,Brandenburg,Seldom,0.35807,463,1004,0.32840,0.38774
2013,Brandenburg,Never,0.17662,244,1004,0.15302,0.20022
2013,Mecklenburg-Western Pomerania,Often,0.04879,43,576,0.03118,0.06640
2013,Mecklenburg-Western Pomerania,Sometimes,0.22250,132,576,0.18851,0.25650
2013,Mecklenburg-Western Pomerania,Seldom,0.38619,278,576,0.34640,0.42599
2013,Mecklenburg-Western Pomerania,Never,0.17432,123,576,0.14331,0.20533
2013,Saxony,Often,0.06595,101,1686,0.05410,0.07780
2013,Saxony,Sometimes,0.19376,359,1686,0.17488,0.21263
2013,Saxony,Seldom,0.36092,748,1686,0.33799,0.38385
2013,Saxony,Never,0.21570,478,1686,0.19606,0.23534
2013,Saxony-Anhalt,Often,0.04437,52,948,0.03126,0.05749
2013,Saxony-Anhalt,Sometimes,0.17642,210,948,0.15214,0.20070
2013,Saxony-Anhalt,Seldom,0.34625,412,948,0.31595,0.37655
2013,Saxony-Anhalt,Never,0.25064,274,948,0.22304,0.27824
2013,Thuringa,Often,0.06007,65,979,0.04518,0.07496
2013,Thuringa,Sometimes,0.18546,211,979,0.16110,0.20982
2013,Thuringa,Seldom,0.35503,422,979,0.32504,0.38503
2013,Thuringa,Never,0.23643,281,979,0.20980,0.26306
2019,Lower Saxony,Never,0.00066,32,32,-0.00838,0.00969
2019,North Rhine-Westphalia,Never,0.00050,40,40,-0.00649,0.00748
2021,Schleswig-Holstein,Often,0.03744,55,807,0.02433,0.05055
2021,Schleswig-Holstein,Sometimes,0.13844,168,807,0.11460,0.16228
2021,Schleswig-Holstein,Seldom,0.34851,306,807,0.31562,0.38141
2021,Schleswig-Holstein,Never,0.23095,278,807,0.20185,0.26004
2021,Hamburg,Sometimes,0.13140,79,407,0.09854,0.16427
2021,Hamburg,Seldom,0.34493,162,407,0.29869,0.39117
2021,Hamburg,Never,0.30296,166,407,0.25826,0.34766
2021,Lower Saxony,Very often,0.00891,40,1886,0.00467,0.01315
2021,Lower Saxony,Often,0.03178,112,1886,0.02386,0.03970
2021,Lower Saxony,Sometimes,0.17028,415,1886,0.15331,0.18725
2021,Lower Saxony,Seldom,0.39275,793,1886,0.37070,0.41480
2021,Lower Saxony,Never,0.20596,526,1886,0.18770,0.22422
2021,Bremen,Seldom,0.46798,65,105,0.37208,0.56388
2021,Bremen,Never,0.24283,40,105,0.16042,0.32525
2021,North Rhine-Westphalia,Very often,0.01503,104,4108,0.01131,0.01875
2021,North Rhine-Westphalia,Often,0.04860,293,4108,0.04203,0.05518
2021,North Rhine-Westphalia,Sometimes,0.17929,893,4108,0.16756,0.19103
2021,North Rhine-Westphalia,Seldom,0.34984,1613,4108,0.33525,0.36442
2021,North Rhine-Westphalia,Never,0.22631,1205,4108,0.21351,0.23911
2021,Hesse,Very often,0.01307,45,1317,0.00693,0.01921
2021,Hesse,Often,0.05053,87,1317,0.03870,0.06237
2021,Hesse,Sometimes,0.14580,287,1317,0.12673,0.16486
2021,Hesse,Seldom,0.40820,536,1317,0.38165,0.43476
2021,Hesse,Never,0.22263,362,1317,0.20016,0.24511
2021,"Rhineland-Palatinate, Saarland",Often,0.04308,64,974,0.03032,0.05583
2021,"Rhineland-Palatinate, Saarland",Sometimes,0.15715,219,974,0.13428,0.18002
2021,"Rhineland-Palatinate, Saarland",Seldom,0.39947,391,974,0.36870,0.43025
2021,"Rhineland-Palatinate, Saarland",Never,0.22994,300,974,0.20350,0.25638
2021,Baden-Wuerttemberg,Very often,0.01198,41,2161,0.00739,0.01657
2021,Baden-Wuerttemberg,Often,0.04177,131,2161,0.03333,0.05021
2021,Baden-Wuerttemberg,Sometimes,0.18851,491,2161,0.17201,0.20500
2021,Baden-Wuerttemberg,Seldom,0.38636,938,2161,0.36583,0.40690
2021,Baden-Wuerttemberg,Never,0.18878,560,2161,0.17228,0.20529
2021,Bavaria,Very often,0.00672,37,2838,0.00371,0.00973
2021,Bavaria,Often,0.05258,183,2838,0.04437,0.06079
2021,Bavaria,Sometimes,0.15939,605,2838,0.14592,0.17286
2021,Bavaria,Seldom,0.37693,1156,2838,0.35910,0.39477
2021,Bavaria,Never,0.22649,857,2838,0.21109,0.24189
2021,Berlin,Often,0.05975,65,884,0.04412,0.07539
2021,Berlin,Sometimes,0.21570,226,884,0.18857,0.24283
2021,Berlin,Seldom,0.35293,348,884,0.32141,0.38446
2021,Berlin,Never,0.17555,245,884,0.15046,0.20065
2021,Brandenburg,Often,0.02923,33,689,0.01664,0.04182
2021,Brandenburg,Sometimes,0.14762,128,689,0.12112,0.17413
2021,Brandenburg,Seldom,0.38756,301,689,0.35115,0.42396
2021,Brandenburg,Never,0.24391,227,689,0.21182,0.27599
2021,Mecklenburg-Western Pomerania,Sometimes,0.18633,67,372,0.14671,0.22595
2021,Mecklenburg-Western Pomerania,Seldom,0.33996,183,372,0.29176,0.38816
2021,Mecklenburg-Western Pomerania,Never,0.21451,122,372,0.17274,0.25628
2021,Saxony,Often,0.06350,78,1146,0.04937,0.07762
2021,Saxony,Sometimes,0.16822,227,1146,0.14655,0.18988
2021,Saxony,Seldom,0.39045,516,1146,0.36219,0.41871
2021,Saxony,Never,0.20254,325,1146,0.17926,0.22582
2021,Saxony-Anhalt,Often,0.05363,34,591,0.03545,0.07181
2021,Saxony-Anhalt,Sometimes,0.16129,108,591,0.13161,0.19097
2021,Saxony-Anhalt,Seldom,0.43423,285,591,0.39424,0.47423
2021,Saxony-Anhalt,Never,0.18827,164,591,0.15672,0.21981
2021,Thuringa,Often,0.09157,58,625,0.06894,0.11420
2021,Thuringa,Sometimes,0.18539,139,625,0.15490,0.21589
2021,Thuringa,Seldom,0.28829,235,625,0.25274,0.32383
2021,Thuringa,Never,0.23515,193,625,0.20188,0.26843
