"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1991","66 +","Hauptschule","8.27","7.5","1067","6","7","10","10","10","8.16","8.38","0","10","8","9"
"1991","66 +","Realschule","8.26","8.5","187","6","7","10","10","10","7.97","8.55","0","10","8","9"
"1992","17-34","(Fach-)Abitur","7.04","6.5","602","4","6","9","10","10","6.85","7.23","0","10","7","7"
"1992","17-34","(noch) kein Abschluss","7.2","7.5","343","4","6","9","10","10","6.93","7.47","0","10","7","8"
"1992","17-34","AkademikerIn","6.33","6.5","441","3","5","8","9","10","6.11","6.55","0","10","6","7"
"1992","17-34","Hauptschule","6.95","7.5","1627","3","5","9","10","10","6.82","7.08","0","10","7","7"
"1992","17-34","Realschule","6.87","6.5","1745","4","5","9","10","10","6.76","6.98","0","10","7","7"
"1992","35-65","(Fach-)Abitur","7.44","7.5","248","4","7","9","10","10","7.16","7.72","0","10","7","8"
"1992","35-65","(noch) kein Abschluss","6.79","6.5","481","4","5","8","10","10","6.57","7.01","0","10","7","7"
"1992","35-65","AkademikerIn","7.3","7.5","1102","4","6","9","10","10","7.17","7.43","0","10","7","8"
"1992","35-65","Hauptschule","7.63","7.5","3824","5","7","9","10","10","7.56","7.7","0","10","8","8"
"1992","35-65","Realschule","7.52","7.5","1139","5","7","9","10","10","7.39","7.65","0","10","8","8"
"1992","66 +","(Fach-)Abitur","8.3","8.5","45","6","8","10","10","10","7.75","8.85","2","10","8","10"
"1992","66 +","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1992","66 +","AkademikerIn","8.21","7.5","105","5","7","10","10","10","7.86","8.56","3","10","8","9"
"1992","66 +","Hauptschule","8.24","7.5","1060","6","7","10","10","10","8.13","8.35","0","10","8","8"
"1992","66 +","Realschule","8.2","7.5","193","6","7","10","10","10","7.94","8.46","0","10","8","9"
"1993","17-34","(Fach-)Abitur","7.11","6.5","617","4","6","9","10","10","6.93","7.29","0","10","7","8"
"1993","17-34","(noch) kein Abschluss","7.49","7.5","338","4","6","9","10","10","7.22","7.76","0","10","7","8"
"1993","17-34","AkademikerIn","6.46","6.5","410","3","5","8","9","10","6.24","6.68","0","10","7","7"
"1993","17-34","Hauptschule","7.16","7.5","1567","4","6","9","10","10","7.03","7.29","0","10","7","8"
"1993","17-34","Realschule","6.91","6.5","1722","3","5","9","10","10","6.79","7.03","0","10","7","8"
"1993","35-65","(Fach-)Abitur","7.69","7.5","243","5","7","9","10","10","7.41","7.97","0","10","8","8"
"1993","35-65","(noch) kein Abschluss","6.67","6.5","464","3","5","9","10","10","6.43","6.91","0","10","6","7"
"1993","35-65","AkademikerIn","7.31","7.5","1107","4","6","9","10","10","7.17","7.45","0","10","7","8"
"1993","35-65","Hauptschule","7.66","7.5","3672","5","7","9","10","10","7.59","7.73","0","10","8","8"
"1993","35-65","Realschule","7.57","7.5","1165","5","7","9","10","10","7.45","7.69","0","10","8","8"
"1993","66 +","(Fach-)Abitur","8.59","8.5","44","6","7","10","10","10","8.11","9.07","4","10","8","10"
"1993","66 +","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1993","66 +","AkademikerIn","7.94","7.5","114","5","7","9","10","10","7.57","8.31","1","10","8","8"
"1993","66 +","Hauptschule","8.2","7.5","1077","5","7","10","10","10","8.08","8.32","0","10","8","8"
"1993","66 +","Realschule","8.26","8.5","193","5","7","10","10","10","8","8.52","0","10","8","9"
"1994","17-34","(Fach-)Abitur","7.22","7.5","643","4","6","9","10","10","7.05","7.39","0","10","7","8"
"1994","17-34","(noch) kein Abschluss","7.49","7.5","367","4","7","9","10","10","7.25","7.73","0","10","8","8"
"1994","17-34","AkademikerIn","6.6","6.5","419","3","5","8","9","10","6.38","6.82","0","10","7","8"
"1994","17-34","Hauptschule","7.1","7.5","1456","3","5","9","10","10","6.97","7.23","0","10","7","8"
"1994","17-34","Realschule","6.96","6.5","1646","4","6","9","10","10","6.85","7.07","0","10","7","8"
"1994","35-65","(Fach-)Abitur","7.58","7.5","231","5","6","9","10","10","7.3","7.86","0","10","7","8"
"1994","35-65","(noch) kein Abschluss","6.61","6.5","426","3","5","8","10","10","6.38","6.84","0","10","7","8"
"1994","35-65","AkademikerIn","7.51","7.5","1103","4","7","9","10","10","7.38","7.64","0","10","8","8"
"1994","35-65","Hauptschule","7.59","7.5","3531","5","7","9","10","10","7.52","7.66","0","10","8","8"
"1994","35-65","Realschule","7.63","7.5","1197","5","7","9","10","10","7.51","7.75","0","10","8","8"
"1994","66 +","(Fach-)Abitur","8.89","9.5","43","7","8","10","10","10","8.47","9.31","5","10","9","10"
"1994","66 +","(noch) kein Abschluss","7.91","7.5","30","5","7","10","10","10","7.09","8.73","2","10","6","9"
"1994","66 +","AkademikerIn","8.07","7.5","130","5","7","10","10","10","7.75","8.39","3","10","8","8"
"1994","66 +","Hauptschule","8.31","8.5","1088","6","8","10","10","10","8.2","8.42","0","10","8","9"
"1994","66 +","Realschule","8.32","8.5","187","6","8","10","10","10","8.06","8.58","1","10","8","9"
"1995","17-34","(Fach-)Abitur","7.03","7.5","689","4","5","9","10","10","6.86","7.2","0","10","7","8"
"1995","17-34","(noch) kein Abschluss","7.31","7.5","393","4","6","9","10","10","7.08","7.54","0","10","7","8"
"1995","17-34","AkademikerIn","6.84","6.5","424","3","5","9","10","10","6.62","7.06","0","10","7","8"
"1995","17-34","Hauptschule","7.07","7.5","1483","4","6","9","10","10","6.95","7.19","0","10","7","8"
"1995","17-34","Realschule","7.04","6.5","1613","4","6","9","10","10","6.93","7.15","0","10","7","8"
"1995","35-65","(Fach-)Abitur","7.57","7.5","322","5","7","9","10","10","7.32","7.82","0","10","8","8"
"1995","35-65","(noch) kein Abschluss","6.87","7.5","416","3","5","8","10","10","6.64","7.1","0","10","7","8"
"1995","35-65","AkademikerIn","7.53","7.5","1173","5","7","9","10","10","7.41","7.65","0","10","8","8"
"1995","35-65","Hauptschule","7.52","7.5","3516","5","6","9","10","10","7.45","7.59","0","10","8","8"
"1995","35-65","Realschule","7.65","7.5","1273","5","7","9","10","10","7.53","7.77","0","10","8","8"
"1995","66 +","(Fach-)Abitur","8.41","8.5","40","7","8","10","10","10","7.82","9","0","10","8","10"
"1995","66 +","(noch) kein Abschluss","7.64","7.5","37","4","6","10","10","10","6.92","8.36","2","10","6","8"
"1995","66 +","AkademikerIn","7.95","7.5","152","5","7","10","10","10","7.64","8.26","0","10","8","8"
"1995","66 +","Hauptschule","8.15","7.5","1086","5","7","10","10","10","8.04","8.26","0","10","8","8"
"1995","66 +","Realschule","7.97","7.5","191","5","7","10","10","10","7.69","8.25","0","10","8","9"
"1996","17-34","(Fach-)Abitur","7.22","7.5","662","4","6","9","10","10","7.06","7.38","0","10","7","8"
"1996","17-34","(noch) kein Abschluss","7.35","7.5","393","4","6","9","10","10","7.12","7.58","0","10","7","8"
"1996","17-34","AkademikerIn","6.76","6.5","424","3","6","8","9","10","6.54","6.98","0","10","7","8"
"1996","17-34","Hauptschule","7.1","7.5","1424","4","5","9","10","10","6.97","7.23","0","10","8","8"
"1996","17-34","Realschule","7.08","7.5","1537","4","6","9","10","10","6.97","7.19","0","10","8","8"
"1996","35-65","(Fach-)Abitur","7.58","7.5","319","5","7","9","10","10","7.35","7.81","0","10","8","8"
"1996","35-65","(noch) kein Abschluss","6.93","6.5","382","4","5","9","10","10","6.71","7.15","0","10","7","7"
"1996","35-65","AkademikerIn","7.61","7.5","1182","5","7","9","10","10","7.49","7.73","0","10","8","8"
"1996","35-65","Hauptschule","7.6","7.5","3396","5","7","9","10","10","7.53","7.67","0","10","8","8"
"1996","35-65","Realschule","7.6","7.5","1366","5","7","9","10","10","7.49","7.71","0","10","8","8"
"1996","66 +","(Fach-)Abitur","8.16","7.5","42","5","7","10","10","10","7.53","8.79","1","10","8","10"
"1996","66 +","(noch) kein Abschluss","7.44","7.5","46","4","6","9","10","10","6.76","8.12","2","10","6","8"
"1996","66 +","AkademikerIn","7.99","7.5","156","5","7","10","10","10","7.7","8.28","0","10","8","8"
"1996","66 +","Hauptschule","8.07","7.5","1101","5","7","10","10","10","7.96","8.18","0","10","8","8"
"1996","66 +","Realschule","8.05","7.5","184","5","7","10","10","10","7.76","8.34","1","10","8","9"
"1997","17-34","(Fach-)Abitur","7.11","7.5","655","4","6","9","9","10","6.95","7.27","0","10","7","8"
"1997","17-34","(noch) kein Abschluss","7.21","7.5","399","4","6","9","10","10","6.97","7.45","0","10","7","8"
"1997","17-34","AkademikerIn","7.04","6.5","404","5","6","8","10","10","6.85","7.23","0","10","7","8"
"1997","17-34","Hauptschule","7.07","6.5","1332","4","6","9","10","10","6.94","7.2","0","10","7","8"
"1997","17-34","Realschule","7.2","7.5","1479","4","6","9","10","10","7.09","7.31","0","10","7","8"
"1997","35-65","(Fach-)Abitur","7.42","7.5","311","5","7","9","10","10","7.19","7.65","0","10","7","8"
"1997","35-65","(noch) kein Abschluss","6.69","6.5","366","4","5","8","10","10","6.46","6.92","0","10","7","7"
"1997","35-65","AkademikerIn","7.57","7.5","1195","5","7","9","10","10","7.46","7.68","0","10","8","8"
"1997","35-65","Hauptschule","7.54","7.5","3274","5","6","9","10","10","7.47","7.61","0","10","8","8"
"1997","35-65","Realschule","7.54","7.5","1392","5","7","9","10","10","7.43","7.65","0","10","8","8"
"1997","66 +","(Fach-)Abitur","8.3","7.5","44","6","8","10","10","10","7.88","8.72","5","10","8","9"
"1997","66 +","(noch) kein Abschluss","7.01","6.5","47","5","6","8","10","10","6.45","7.57","2","10","7","8"
"1997","66 +","AkademikerIn","7.99","7.5","165","5","7","10","10","10","7.68","8.3","0","10","8","8"
"1997","66 +","Hauptschule","8.01","7.5","1128","5","7","10","10","10","7.9","8.12","0","10","8","8"
"1997","66 +","Realschule","7.92","7.5","177","5","7","10","10","10","7.63","8.21","0","10","8","9"
"1998","17-34","(Fach-)Abitur","7.18","7.5","720","4","6","9","10","10","7.02","7.34","0","10","7","8"
"1998","17-34","(noch) kein Abschluss","7.35","7.5","402","4","6","9","10","10","7.13","7.57","0","10","8","8"
"1998","17-34","AkademikerIn","7.17","7.5","441","4","6","9","10","10","6.98","7.36","0","10","7","8"
"1998","17-34","Hauptschule","7.19","7.5","1306","4","6","9","10","10","7.07","7.31","0","10","8","8"
"1998","17-34","Realschule","7.41","7.5","1562","5","6","9","10","10","7.31","7.51","0","10","8","8"
"1998","35-65","(Fach-)Abitur","7.36","7.5","361","5","6","9","10","10","7.15","7.57","0","10","8","8"
"1998","35-65","(noch) kein Abschluss","7.13","6.5","347","4","6","9","10","10","6.89","7.37","0","10","7","7"
"1998","35-65","AkademikerIn","7.66","7.5","1341","5","7","9","10","10","7.55","7.77","0","10","8","8"
"1998","35-65","Hauptschule","7.67","7.5","3575","5","7","9","10","10","7.6","7.74","0","10","8","8"
"1998","35-65","Realschule","7.63","7.5","1599","5","7","9","10","10","7.53","7.73","0","10","8","8"
"1998","66 +","(Fach-)Abitur","8.72","8.5","50","7","8","10","10","10","8.26","9.18","1","10","8","10"
"1998","66 +","(noch) kein Abschluss","7.17","6.5","53","5","6","9","10","10","6.59","7.75","2","10","6","8"
"1998","66 +","AkademikerIn","8.07","7.5","180","5","7","10","10","10","7.81","8.33","0","10","8","8"
"1998","66 +","Hauptschule","7.98","7.5","1264","5","7","9","10","10","7.88","8.08","0","10","8","8"
"1998","66 +","Realschule","8.06","7.5","206","5","7","10","10","10","7.8","8.32","1","10","8","9"
"1999","17-34","(Fach-)Abitur","7.25","7.5","706","4","6","9","10","10","7.1","7.4","0","10","8","8"
"1999","17-34","(noch) kein Abschluss","7.66","7.5","379","5","7","9","10","10","7.44","7.88","0","10","8","8"
"1999","17-34","AkademikerIn","7.47","7.5","413","5","7","9","10","10","7.28","7.66","0","10","8","8"
"1999","17-34","Hauptschule","7.13","7.5","1249","4","5","9","10","10","7","7.26","0","10","8","8"
"1999","17-34","Realschule","7.41","7.5","1499","5","6","9","10","10","7.31","7.51","0","10","8","8"
"1999","35-65","(Fach-)Abitur","7.61","7.5","371","5","7","9","10","10","7.41","7.81","0","10","8","8"
"1999","35-65","(noch) kein Abschluss","7.12","6.5","322","5","6","9","10","10","6.89","7.35","0","10","7","8"
"1999","35-65","AkademikerIn","7.7","7.5","1345","5","7","9","10","10","7.6","7.8","0","10","8","8"
"1999","35-65","Hauptschule","7.67","7.5","3461","5","7","9","10","10","7.6","7.74","0","10","8","8"
"1999","35-65","Realschule","7.65","7.5","1665","5","7","9","10","10","7.56","7.74","0","10","8","8"
"1999","66 +","(Fach-)Abitur","7.84","7.5","53","5","7","9","10","10","7.3","8.38","0","10","8","9"
"1999","66 +","(noch) kein Abschluss","7.56","7.5","63","5","6","10","10","10","7.04","8.08","3","10","7","8"
"1999","66 +","AkademikerIn","8.23","7.5","196","6","7","10","10","10","7.99","8.47","1","10","8","9"
"1999","66 +","Hauptschule","8.07","7.5","1267","6","7","10","10","10","7.97","8.17","0","10","8","8"
"1999","66 +","Realschule","8.06","7.5","192","5","7","10","10","10","7.77","8.35","0","10","8","9"
"2000","17-34","(Fach-)Abitur","7.31","7.5","1293","4","6","9","10","10","7.2","7.42","0","10","8","8"
"2000","17-34","(noch) kein Abschluss","7.61","7.5","526","5","7","9","10","10","7.43","7.79","0","10","8","8"
"2000","17-34","AkademikerIn","7.32","7.5","751","5","6","9","10","10","7.18","7.46","0","10","7","8"
"2000","17-34","Hauptschule","7.3","7.5","1870","4","6","9","10","10","7.19","7.41","0","10","8","8"
"2000","17-34","Realschule","7.46","7.5","2514","5","6","9","10","10","7.38","7.54","0","10","8","8"
"2000","35-65","(Fach-)Abitur","7.66","7.5","880","5","7","9","10","10","7.53","7.79","0","10","8","8"
"2000","35-65","(noch) kein Abschluss","7.24","7.5","275","4","6","9","10","10","6.98","7.5","0","10","7","8"
"2000","35-65","AkademikerIn","7.8","7.5","2639","5","7","9","10","10","7.73","7.87","0","10","8","8"
"2000","35-65","Hauptschule","7.79","7.5","6228","5","7","9","10","10","7.74","7.84","0","10","8","8"
"2000","35-65","Realschule","7.78","7.5","3339","5","7","9","10","10","7.71","7.85","0","10","8","8"
"2000","66 +","(Fach-)Abitur","8.56","8.5","152","6","8","10","10","10","8.3","8.82","3","10","8","9"
"2000","66 +","(noch) kein Abschluss","7.56","7.5","77","5","6","9","10","10","7.09","8.03","2","10","7","9"
"2000","66 +","AkademikerIn","8.35","8.5","414","6","8","10","10","10","8.19","8.51","2","10","8","9"
"2000","66 +","Hauptschule","8.15","7.5","2527","6","7","10","10","10","8.08","8.22","0","10","8","8"
"2000","66 +","Realschule","8.09","7.5","400","5","7","10","10","10","7.92","8.26","1","10","8","9"
"2001","17-34","(Fach-)Abitur","7.29","7.5","1175","5","6","9","10","10","7.18","7.4","0","10","8","8"
"2001","17-34","(noch) kein Abschluss","7.76","7.5","586","5","7","9","10","10","7.59","7.93","0","10","8","8"
"2001","17-34","AkademikerIn","7.46","7.5","627","5","6","9","10","10","7.3","7.62","0","10","8","8"
"2001","17-34","Hauptschule","7.22","7.5","1537","4","6","9","10","10","7.11","7.33","0","10","8","8"
"2001","17-34","Realschule","7.48","7.5","2165","5","7","9","10","10","7.39","7.57","0","10","8","8"
