"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2018","35-65","(noch) kein Abschluss","6.66","6.5","348","3","5","8","10","10","6.38","6.94","0","10","7","8"
"2018","35-65","AkademikerIn","8.04","7.5","4000","6","7","9","10","10","7.99","8.09","0","10","8","8"
"2018","35-65","Hauptschule","7.65","7.5","3503","5","7","9","10","10","7.58","7.72","0","10","8","8"
"2018","35-65","Realschule","7.76","7.5","4418","5","7","9","10","10","7.71","7.81","0","10","8","8"
"2018","66 +","(Fach-)Abitur","8.31","7.5","297","6","8","10","10","10","8.13","8.49","1","10","8","9"
"2018","66 +","(noch) kein Abschluss","7.37","7.5","65","4","6","9","10","10","6.83","7.91","2","10","7","9"
"2018","66 +","AkademikerIn","8.37","8.5","1283","6","8","10","10","10","8.29","8.45","0","10","9","9"
"2018","66 +","Hauptschule","8.12","7.5","2313","6","7","9","10","10","8.05","8.19","0","10","8","8"
"2018","66 +","Realschule","8.34","7.5","971","7","8","10","10","10","8.24","8.44","1","10","8","9"
"2019","17-34","(Fach-)Abitur","7.81","7.5","1451","5","7","9","10","10","7.71","7.91","0","10","8","8"
"2019","17-34","(noch) kein Abschluss","7.85","7.5","412","5","7","10","10","10","7.62","8.08","0","10","8","9"
"2019","17-34","AkademikerIn","7.69","7.5","1020","5","7","9","10","10","7.58","7.8","0","10","8","8"
"2019","17-34","Hauptschule","7.22","7.5","777","4","6","9","10","10","7.05","7.39","0","10","8","8"
"2019","17-34","Realschule","7.7","7.5","1134","5","7","9","10","10","7.58","7.82","0","10","8","8"
"2019","35-65","(Fach-)Abitur","7.8","7.5","2354","5","7","9","10","10","7.73","7.87","0","10","8","8"
"2019","35-65","(noch) kein Abschluss","6.93","7.5","295","3","5","9","10","10","6.63","7.23","0","10","7","8"
"2019","35-65","AkademikerIn","8.06","7.5","4563","6","7","9","10","10","8.01","8.11","0","10","8","9"
"2019","35-65","Hauptschule","7.75","7.5","3197","5","7","9","10","10","7.68","7.82","0","10","8","8"
"2019","35-65","Realschule","7.88","7.5","4524","6","7","9","10","10","7.83","7.93","0","10","8","8"
"2019","66 +","(Fach-)Abitur","8.47","8.5","336","7","8","10","10","10","8.3","8.64","1","10","9","9"
"2019","66 +","(noch) kein Abschluss","8.22","8.5","61","5","8","9","10","10","7.75","8.69","2","10","8","9"
"2019","66 +","AkademikerIn","8.44","8.5","1454","7","8","10","10","10","8.36","8.52","0","10","9","9"
"2019","66 +","Hauptschule","8.16","7.5","2230","6","7","10","10","10","8.09","8.23","0","10","8","9"
"2019","66 +","Realschule","8.31","7.5","1083","6","8","10","10","10","8.22","8.4","0","10","8","9"
"2020","17-34","(Fach-)Abitur","7.81","7.5","1718","5","7","9","10","10","7.72","7.9","0","10","8","8"
"2020","17-34","(noch) kein Abschluss","7.67","8.5","500","4","7","9","10","10","7.44","7.9","0","10","8","9"
"2020","17-34","AkademikerIn","7.73","7.5","1410","5","7","9","10","10","7.63","7.83","0","10","8","8"
"2020","17-34","Hauptschule","6.8","6.5","889","3","5","9","10","10","6.64","6.96","0","10","7","8"
"2020","17-34","Realschule","7.69","7.5","1060","5","7","9","10","10","7.56","7.82","0","10","8","8"
"2020","35-65","(Fach-)Abitur","7.84","7.5","2382","5","7","9","10","10","7.77","7.91","0","10","8","8"
"2020","35-65","(noch) kein Abschluss","6.97","7.5","336","3","5","9","10","10","6.69","7.25","0","10","7","8"
"2020","35-65","AkademikerIn","8.09","7.5","4389","6","7","9","10","10","8.04","8.14","0","10","8","9"
"2020","35-65","Hauptschule","7.65","7.5","2993","5","7","9","10","10","7.58","7.72","0","10","8","8"
"2020","35-65","Realschule","7.82","7.5","4071","5","7","9","10","10","7.76","7.88","0","10","8","8"
"2020","66 +","(Fach-)Abitur","8.27","8.5","330","5","8","9","10","10","8.11","8.43","2","10","8","9"
"2020","66 +","(noch) kein Abschluss","7.76","7.5","55","5","7","9","10","10","7.29","8.23","3","10","8","9"
"2020","66 +","AkademikerIn","8.45","8.5","1393","7","8","10","10","10","8.37","8.53","1","10","9","9"
"2020","66 +","Hauptschule","8.17","7.5","2047","6","8","9","10","10","8.1","8.24","0","10","8","8"
"2020","66 +","Realschule","8.28","7.5","1059","6","8","9","10","10","8.18","8.38","0","10","8","9"
