"year","alter_gr","mean","median","n","lower_confidence","upper_confidence"
"2015","35-65 Jahre alt","7.78","8","14423","7.75","7.81"
"2015","66 und älter","8.19","8","4945","8.15","8.23"
"2016","16-34 Jahre alt","7.68","8","5540","7.62","7.74"
"2016","35-65 Jahre alt","7.8","8","13897","7.77","7.83"
"2016","66 und älter","8.22","8","4766","8.18","8.26"
"2017","16-34 Jahre alt","7.62","8","6098","7.57","7.67"
"2017","35-65 Jahre alt","7.78","8","15380","7.75","7.81"
"2017","66 und älter","8.2","8","5018","8.16","8.24"
"2018","16-34 Jahre alt","7.56","8","5934","7.51","7.61"
"2018","35-65 Jahre alt","7.76","8","14651","7.73","7.79"
"2018","66 und älter","8.21","8","5043","8.17","8.25"
"2019","16-34 Jahre alt","7.65","8","5391","7.59","7.71"
"2019","35-65 Jahre alt","7.85","8","15159","7.82","7.88"
"2019","66 und älter","8.27","8","5234","8.23","8.31"
