year,regtyp,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1993,Urban regions,East,6.386088967846698,6.322757218446672,6.449420717246724,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,1305.0
1993,Rural regions,West,7.876849694153968,7.835117475454671,7.9185819128532655,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1986.0
1993,Rural regions,East,6.827526929342524,6.782007892297755,6.873045966387292,5.0,7.0,9.0,0.0,10.0,7.0,7.0,7.0,2500.0
1994,Urban regions,West,7.65136503703672,7.627543939510654,7.675186134562785,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7103.0
1994,Urban regions,East,6.545905155500745,6.483479560480984,6.608330750520506,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1302.0
1994,Rural regions,West,7.9225198643849595,7.879334287485312,7.965705441284607,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1938.0
1994,Rural regions,East,6.976860704245975,6.932177797581323,7.021543610910626,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2449.0
1995,Urban regions,West,7.597465769366466,7.574197816967785,7.620733721765148,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7431.0
1995,Urban regions,East,6.571815571779719,6.507448039974589,6.636183103584848,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1205.0
1995,Rural regions,West,7.868919194428931,7.8288918075803196,7.908946581277542,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2073.0
1995,Rural regions,East,6.914154408160817,6.870598009638551,6.9577108066830835,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2438.0
1996,Urban regions,West,7.626079392372761,7.602941091141629,7.649217693603893,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7241.0
1996,Urban regions,East,6.564089827683924,6.50116706286382,6.627012592504029,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1227.0
1996,Rural regions,West,7.86871537544472,7.827556845735621,7.909873905153819,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2066.0
1996,Rural regions,East,7.0833081967100835,7.039273414328813,7.127342979091354,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2431.0
1997,Urban regions,West,7.579738356191321,7.556825923860707,7.6026507885219345,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7096.0
1997,Urban regions,East,6.700723086602225,6.639188363258586,6.762257809945864,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1201.0
1997,Rural regions,West,7.74850434191385,7.706139381244897,7.790869302582802,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2020.0
1997,Rural regions,East,7.13490325771011,7.093493240693566,7.176313274726653,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2400.0
1998,Urban regions,West,7.611829560366447,7.589800027791695,7.633859092941199,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7955.0
1998,Urban regions,East,6.884494766253777,6.8252414299202915,6.9437481025872625,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1238.0
1998,Rural regions,West,7.940204288280361,7.9027866727731135,7.977621903787608,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2328.0
1998,Rural regions,East,7.384542423392518,7.3472586355253195,7.421826211259717,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2578.0
1999,Urban regions,West,7.637644020497623,7.615671527067859,7.659616513927387,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7585.0
1999,Urban regions,East,7.139416634515475,7.082491193811899,7.19634207521905,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,1224.0
1999,Rural regions,West,7.900602573302207,7.861816713070369,7.939388433534044,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2230.0
1999,Rural regions,East,7.499379899969507,7.462455580595585,7.536304219343429,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2518.0
2000,Urban regions,West,7.7550752285725055,7.738599495779797,7.771550961365214,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,13768.0
2000,Urban regions,East,7.174205501737301,7.126093684412299,7.222317319062303,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1831.0
2000,Rural regions,West,7.993580289617587,7.966364484966294,8.02079609426888,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,4379.0
2000,Rural regions,East,7.629447826845576,7.599754118189251,7.659141535501901,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3959.0
2001,Urban regions,West,7.746062993987738,7.729273120969846,7.76285286700563,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,12482.0
2001,Urban regions,East,7.489274861912455,7.444824333961953,7.5337253898629575,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1735.0
2001,Rural regions,West,7.986295169579402,7.957256836138803,8.015333503020003,7.0,8.0,10.0,2.5,10.0,8.0,8.0,8.0,3888.0
2001,Rural regions,East,7.675422197952172,7.645027032151441,7.705817363752903,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3662.0
2002,Urban regions,West,7.654963628923447,7.638726355832339,7.671200902014555,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,13426.0
2002,Urban regions,East,7.380177875303354,7.335577040190634,7.424778710416074,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1763.0
2002,Rural regions,West,7.882455491245272,7.853719180751729,7.911191801738815,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4053.0
2002,Rural regions,East,7.570026757166711,7.539441394614069,7.6006121197193535,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3621.0
2003,Urban regions,West,7.664232273842818,7.647834544210606,7.68063000347503,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,12913.0
2003,Urban regions,East,7.358584184969243,7.3126004510962686,7.4045679188422175,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1758.0
2003,Rural regions,West,7.908720874951589,7.879801676826601,7.937640073076578,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3826.0
2003,Rural regions,East,7.54075217314469,7.509702496132902,7.571801850156478,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3555.0
2004,Urban regions,West,7.7204984308959395,7.704059181535974,7.736937680255905,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,12514.0
2004,Urban regions,East,7.507110373201332,7.464658291530293,7.549562454872371,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1747.0
2004,Rural regions,West,7.934894017349008,7.905862808093129,7.963925226604887,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3768.0
2004,Rural regions,East,7.712201276483097,7.681667147947092,7.742735405019102,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3424.0
2005,Urban regions,West,7.657100844816979,7.639926317827027,7.674275371806931,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,11976.0
2005,Urban regions,East,7.53982367739178,7.495595684230342,7.584051670553218,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1692.0
2005,Rural regions,West,7.950587334144506,7.9202848136002135,7.980889854688799,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3589.0
2005,Rural regions,East,7.553848860507349,7.520706351878826,7.586991369135872,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3306.0
2006,Urban regions,West,7.656100580458709,7.6394963421946755,7.6727048187227425,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,12630.0
2006,Urban regions,East,7.35747144771811,7.313009248911913,7.401933646524307,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1734.0
2006,Rural regions,West,7.840780464984207,7.810183154210827,7.871377775757588,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3971.0
2006,Rural regions,East,7.616211431180158,7.5850433904033725,7.647379471956944,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3507.0
2007,Urban regions,West,7.6744149836479,7.657713295606787,7.691116671689012,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,11714.0
2007,Urban regions,East,7.56139097458289,7.518411059554175,7.604370889611605,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1658.0
2007,Rural regions,West,7.856303052487142,7.826914167227827,7.885691937746458,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3700.0
2007,Rural regions,East,7.540225374216744,7.507718566174887,7.572732182258601,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3317.0
2008,Urban regions,West,7.7756373824899105,7.758578883224209,7.792695881755612,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,11007.0
2008,Urban regions,East,7.769697347298225,7.728665315746248,7.810729378850201,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1608.0
2008,Rural regions,West,7.981602365104664,7.9518958060145195,8.01130892419481,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3481.0
2008,Rural regions,East,7.751104854415896,7.7200333934225895,7.7821763154092025,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3136.0
2009,Urban regions,West,7.708389941035992,7.690344011186295,7.726435870885688,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10100.0
2009,Urban regions,East,7.623740383729111,7.579245670258899,7.668235097199323,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1523.0
2009,Rural regions,West,7.881682928357376,7.8508800947812345,7.912485761933518,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3310.0
2009,Rural regions,East,7.598131779142332,7.565306116379579,7.630957441905085,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2997.0
2010,Urban regions,West,7.709709067929408,7.694099426086803,7.725318709772013,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,13670.0
2010,Urban regions,East,7.5506579810113195,7.509722861034029,7.59159310098861,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1889.0
2010,Rural regions,West,7.833482181576858,7.806594536826854,7.8603698263268615,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,4761.0
2010,Rural regions,East,7.610355258929456,7.578856578980887,7.641853938878024,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3555.0
2011,Urban regions,West,7.741627911384933,7.726350749029925,7.756905073739941,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14495.0
2011,Urban regions,East,7.584430172900881,7.544656170522354,7.6242041752794085,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2020.0
2011,Rural regions,West,7.898656318364728,7.873929364034384,7.923383272695072,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5457.0
2011,Rural regions,East,7.647531426945749,7.618356537095939,7.676706316795559,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3749.0
2012,Urban regions,West,7.778712570656939,7.763986076111376,7.793439065202502,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14699.0
2012,Urban regions,East,7.575627085172111,7.535248025387713,7.616006144956509,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2039.0
2012,Rural regions,West,7.95421254761112,7.930604547550957,7.977820547671283,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5722.0
2012,Rural regions,East,7.659525464074946,7.6307215744248555,7.688329353725036,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3894.0
2013,Urban regions,West,7.7935157828503545,7.779688313718778,7.807343251981931,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,17974.0
2013,Urban regions,East,7.6339364393396885,7.593277517410652,7.674595361268725,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2117.0
2013,Rural regions,West,7.935997654661837,7.91328163436294,7.958713674960734,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6480.0
2013,Rural regions,East,7.766347091983727,7.73849520344376,7.794198980523694,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3978.0
2014,Urban regions,West,7.8145388670971485,7.799947365760649,7.829130368433648,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,15640.0
2014,Urban regions,East,7.630337858998787,7.590334817401247,7.670340900596327,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1932.0
2014,Rural regions,West,8.011195763870191,7.988764158849416,8.033627368890967,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5779.0
2014,Rural regions,East,7.779599744394423,7.750664797461614,7.808534691327232,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3632.0
2015,Urban regions,West,7.8885727317682885,7.873629388979582,7.903516074556995,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14267.0
2015,Urban regions,East,7.654371074045782,7.61144638585027,7.6972957622412945,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1837.0
2015,Rural regions,West,7.9686887213800865,7.945486698529738,7.991890744230435,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5425.0
2015,Rural regions,East,7.702507419054866,7.672348548132684,7.732666289977049,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3401.0
2016,Urban regions,West,7.861588028175545,7.846290651100108,7.876885405250982,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,13840.0
2016,Urban regions,East,7.611715704193466,7.568150014673735,7.655281393713198,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1754.0
2016,Rural regions,West,8.058573185573568,8.035816187290132,8.081330183857004,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5212.0
2016,Rural regions,East,7.833050140853559,7.803910739336917,7.862189542370201,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3254.0
2017,Urban regions,West,7.833949528654731,7.819064215291333,7.848834842018129,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,15050.0
2017,Urban regions,East,7.761505798385654,7.722633028272723,7.800378568498585,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1941.0
2017,Rural regions,West,7.998900146970432,7.976604221116953,8.02119607282391,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5706.0
2017,Rural regions,East,7.78422457167894,7.755996245145132,7.812452898212747,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3626.0
2018,Urban regions,West,7.835189459947677,7.820500712340967,7.849878207554387,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14636.0
2018,Urban regions,East,7.718422243923753,7.679768961581424,7.757075526266081,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1917.0
2018,Rural regions,West,7.911081858778149,7.88688477955009,7.935278938006209,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5380.0
2018,Rural regions,East,7.741647623686039,7.712788920270284,7.770506327101795,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3548.0
2019,Urban regions,West,7.890439022646113,7.875484404104897,7.905393641187329,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,14406.0
2019,Urban regions,East,7.837018642427712,7.799435502644458,7.874601782210966,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1895.0
2019,Rural regions,West,8.022742856323328,7.99858170830962,8.046904004337037,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5212.0
2019,Rural regions,East,7.853407742528326,7.8258903981330095,7.880925086923642,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3563.0
2020,Urban regions,West,7.903791294087132,7.889367852916329,7.918214735257936,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,15030.0
2020,Urban regions,East,7.829218017048719,7.7909274389044,7.867508595193038,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1896.0
2020,Rural regions,West,7.883060221381189,7.857765402399347,7.908355040363031,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5200.0
2020,Rural regions,East,7.905544109213174,7.877653809521841,7.933434408904508,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3399.0
2021,Urban regions,West,8.086337869431626,8.069341810631382,8.10333392823187,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,10042.0
2021,Urban regions,East,7.888647160582515,7.845041459991089,7.932252861173941,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1339.0
2021,Rural regions,West,8.083949619167644,8.055657892145883,8.112241346189405,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3522.0
2021,Rural regions,East,8.005279481562125,7.971831271631098,8.038727691493152,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2277.0
