year,sex,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,male,Very good,0.10584,1195,10655,0.10000,0.11168
2003,male,Good,0.41311,4589,10655,0.40376,0.42246
2003,male,Satisfactory,0.32350,3325,10655,0.31462,0.33239
2003,male,Poor,0.12002,1205,10655,0.11384,0.12619
2003,male,Bad,0.03753,341,10655,0.03392,0.04114
2003,female,Very good,0.07959,1048,11472,0.07463,0.08454
2003,female,Good,0.37610,4682,11472,0.36723,0.38496
2003,female,Satisfactory,0.33507,3694,11472,0.32643,0.34370
2003,female,Poor,0.16082,1626,11472,0.15409,0.16754
2003,female,Bad,0.04843,422,11472,0.04450,0.05236
2004,male,Very good,0.11017,1162,10365,0.10414,0.11620
2004,male,Good,0.39974,4419,10365,0.39030,0.40917
2004,male,Satisfactory,0.31699,3235,10365,0.30804,0.32595
2004,male,Poor,0.13009,1179,10365,0.12361,0.13656
2004,male,Bad,0.04302,370,10365,0.03911,0.04692
2004,female,Very good,0.08598,1035,11206,0.08079,0.09117
2004,female,Good,0.36244,4533,11206,0.35354,0.37134
2004,female,Satisfactory,0.32774,3550,11206,0.31905,0.33643
2004,female,Poor,0.17304,1653,11206,0.16604,0.18004
2004,female,Bad,0.05080,435,11206,0.04673,0.05486
2005,male,Very good,0.09525,982,9865,0.08945,0.10104
2005,male,Good,0.39001,4010,9865,0.38038,0.39963
2005,male,Satisfactory,0.33297,3279,9865,0.32367,0.34227
2005,male,Poor,0.13960,1236,9865,0.13276,0.14644
2005,male,Bad,0.04218,358,9865,0.03821,0.04615
2005,female,Very good,0.08216,963,10763,0.07697,0.08734
2005,female,Good,0.36506,4295,10763,0.35596,0.37415
2005,female,Satisfactory,0.33826,3485,10763,0.32932,0.34719
2005,female,Poor,0.16640,1598,10763,0.15936,0.17344
2005,female,Bad,0.04813,422,10763,0.04409,0.05218
2006,male,Very good,0.10330,1086,10611,0.09751,0.10909
2006,male,Good,0.40183,4433,10611,0.39250,0.41116
2006,male,Satisfactory,0.32835,3446,10611,0.31942,0.33729
2006,male,Poor,0.12197,1248,10611,0.11574,0.12820
2006,male,Bad,0.04455,398,10611,0.04062,0.04848
2006,female,Very good,0.08550,1028,11624,0.08041,0.09058
2006,female,Good,0.35745,4539,11624,0.34873,0.36616
2006,female,Satisfactory,0.34218,3858,11624,0.33356,0.35081
2006,female,Poor,0.16325,1703,11624,0.15653,0.16996
2006,female,Bad,0.05163,496,11624,0.04760,0.05565
2007,male,Very good,0.09312,944,9923,0.08740,0.09883
2007,male,Good,0.40421,4162,9923,0.39455,0.41386
2007,male,Satisfactory,0.32910,3193,9923,0.31985,0.33834
2007,male,Poor,0.13451,1267,9923,0.12780,0.14123
2007,male,Bad,0.03906,357,9923,0.03525,0.04288
2007,female,Very good,0.08247,929,10875,0.07730,0.08764
2007,female,Good,0.36035,4269,10875,0.35133,0.36938
2007,female,Satisfactory,0.34851,3676,10875,0.33955,0.35746
2007,female,Poor,0.16262,1580,10875,0.15569,0.16956
2007,female,Bad,0.04605,421,10875,0.04211,0.04999
2008,male,Very good,0.10013,906,9327,0.09403,0.10622
2008,male,Good,0.40208,3849,9327,0.39212,0.41203
2008,male,Satisfactory,0.32527,3039,9327,0.31576,0.33478
2008,male,Poor,0.13422,1184,9327,0.12730,0.14114
2008,male,Bad,0.03830,349,9327,0.03441,0.04220
2008,female,Very good,0.08483,889,10215,0.07942,0.09023
2008,female,Good,0.36378,3986,10215,0.35445,0.37311
2008,female,Satisfactory,0.34353,3366,10215,0.33432,0.35274
2008,female,Poor,0.16358,1594,10215,0.15640,0.17075
2008,female,Bad,0.04429,380,10215,0.04030,0.04828
2009,male,Very good,0.09127,776,8707,0.08522,0.09732
2009,male,Good,0.39753,3532,8707,0.38725,0.40781
2009,male,Satisfactory,0.34223,2987,8707,0.33227,0.35220
2009,male,Poor,0.13295,1099,8707,0.12581,0.14008
2009,male,Bad,0.03602,313,8707,0.03210,0.03993
2009,female,Very good,0.08230,784,9505,0.07677,0.08782
2009,female,Good,0.34853,3614,9505,0.33895,0.35811
2009,female,Satisfactory,0.36160,3275,9505,0.35194,0.37126
2009,female,Poor,0.16043,1454,9505,0.15305,0.16780
2009,female,Bad,0.04715,378,9505,0.04289,0.05141
2010,male,Very good,0.10127,1358,11079,0.09565,0.10688
2010,male,Good,0.39256,4633,11079,0.38347,0.40165
2010,male,Satisfactory,0.32849,3405,11079,0.31974,0.33723
2010,male,Poor,0.13862,1325,11079,0.13218,0.14505
2010,male,Bad,0.03907,358,11079,0.03546,0.04268
2010,female,Very good,0.09387,1617,13227,0.08890,0.09884
2010,female,Good,0.35104,5295,13227,0.34291,0.35918
2010,female,Satisfactory,0.34217,4045,13227,0.33408,0.35025
2010,female,Poor,0.16273,1799,13227,0.15644,0.16902
2010,female,Bad,0.05019,471,13227,0.04647,0.05391
2011,male,Very good,0.11676,1598,13114,0.11126,0.12226
2011,male,Good,0.38764,5412,13114,0.37930,0.39598
2011,male,Satisfactory,0.32716,4087,13114,0.31913,0.33519
2011,male,Poor,0.12995,1565,13114,0.12419,0.13570
2011,male,Bad,0.03850,452,13114,0.03521,0.04179
2011,female,Very good,0.09119,1710,15754,0.08669,0.09568
2011,female,Good,0.36958,6379,15754,0.36204,0.37712
2011,female,Satisfactory,0.32222,4790,15754,0.31492,0.32951
2011,female,Poor,0.17013,2286,15754,0.16426,0.17599
2011,female,Bad,0.04689,589,15754,0.04359,0.05019
2012,male,Very good,0.11111,1480,12799,0.10567,0.11656
2012,male,Good,0.39786,5388,12799,0.38938,0.40634
2012,male,Satisfactory,0.33033,4000,12799,0.32218,0.33848
2012,male,Poor,0.12581,1510,12799,0.12006,0.13155
2012,male,Bad,0.03489,421,12799,0.03171,0.03806
2012,female,Very good,0.09330,1579,15341,0.08870,0.09790
2012,female,Good,0.36925,6263,15341,0.36162,0.37689
2012,female,Satisfactory,0.33643,4846,15341,0.32895,0.34391
2012,female,Poor,0.15853,2118,15341,0.15275,0.16431
2012,female,Bad,0.04248,535,15341,0.03929,0.04567
2013,male,Very good,0.12121,1985,14238,0.11585,0.12657
2013,male,Good,0.38872,5765,14238,0.38072,0.39673
2013,male,Satisfactory,0.32095,4331,14238,0.31328,0.32862
2013,male,Poor,0.12925,1674,14238,0.12374,0.13476
2013,male,Bad,0.03986,483,14238,0.03665,0.04308
2013,female,Very good,0.09628,2002,16917,0.09184,0.10073
2013,female,Good,0.35549,6721,16917,0.34827,0.36270
2013,female,Satisfactory,0.33631,5119,16917,0.32919,0.34343
2013,female,Poor,0.16582,2467,16917,0.16021,0.17142
2013,female,Bad,0.04611,608,16917,0.04295,0.04927
2014,male,Very good,0.11554,1552,12717,0.10999,0.12110
2014,male,Good,0.39509,5279,12717,0.38659,0.40358
2014,male,Satisfactory,0.31848,3916,12717,0.31039,0.32658
2014,male,Poor,0.13567,1558,12717,0.12972,0.14162
2014,male,Bad,0.03522,412,12717,0.03201,0.03842
2014,female,Very good,0.09103,1488,14910,0.08641,0.09564
2014,female,Good,0.35408,5838,14910,0.34640,0.36175
2014,female,Satisfactory,0.33836,4772,14910,0.33077,0.34596
2014,female,Poor,0.17344,2283,14910,0.16736,0.17952
2014,female,Bad,0.04310,529,14910,0.03984,0.04636
2015,male,Very good,0.11260,1604,12569,0.10707,0.11813
2015,male,Good,0.39363,5248,12569,0.38509,0.40217
2015,male,Satisfactory,0.32563,3850,12569,0.31744,0.33383
2015,male,Poor,0.12906,1484,12569,0.12320,0.13492
2015,male,Bad,0.03907,383,12569,0.03568,0.04246
2015,female,Very good,0.09588,1624,14735,0.09112,0.10063
2015,female,Good,0.35965,5768,14735,0.35190,0.36740
2015,female,Satisfactory,0.32740,4609,14735,0.31982,0.33498
2015,female,Poor,0.17357,2233,14735,0.16745,0.17968
2015,female,Bad,0.04350,501,14735,0.04021,0.04680
2016,male,Very good,0.10494,2090,13119,0.09970,0.11019
2016,male,Good,0.40552,5273,13119,0.39712,0.41392
2016,male,Satisfactory,0.32160,3837,13119,0.31361,0.32959
2016,male,Poor,0.13301,1515,13119,0.12720,0.13882
2016,male,Bad,0.03493,404,13119,0.03178,0.03807
2016,female,Very good,0.08948,1769,14639,0.08485,0.09410
2016,female,Good,0.36307,5617,14639,0.35528,0.37086
2016,female,Satisfactory,0.32924,4435,14639,0.32163,0.33686
2016,female,Poor,0.17296,2250,14639,0.16684,0.17909
2016,female,Bad,0.04525,568,14639,0.04188,0.04861
2017,male,Very good,0.11350,2510,14802,0.10839,0.11861
2017,male,Good,0.39839,5930,14802,0.39050,0.40627
2017,male,Satisfactory,0.32209,4266,14802,0.31456,0.32962
2017,male,Poor,0.13043,1672,14802,0.12500,0.13585
2017,male,Bad,0.03560,424,14802,0.03261,0.03858
2017,female,Very good,0.09462,2077,16296,0.09013,0.09912
2017,female,Good,0.35576,6295,16296,0.34840,0.36311
2017,female,Satisfactory,0.33991,5002,16296,0.33264,0.34718
2017,female,Poor,0.17204,2376,16296,0.16625,0.17784
2017,female,Bad,0.03767,546,16296,0.03475,0.04060
2018,male,Very good,0.11995,2516,14171,0.11460,0.12530
2018,male,Good,0.39471,5601,14171,0.38666,0.40276
2018,male,Satisfactory,0.32763,4068,14171,0.31990,0.33536
2018,male,Poor,0.12422,1558,14171,0.11879,0.12965
2018,male,Bad,0.03349,428,14171,0.03053,0.03645
2018,female,Very good,0.09426,2039,15579,0.08967,0.09885
2018,female,Good,0.36332,5908,15579,0.35577,0.37087
2018,female,Satisfactory,0.33601,4852,15579,0.32859,0.34343
2018,female,Poor,0.16562,2242,15579,0.15978,0.17146
2018,female,Bad,0.04079,538,15579,0.03769,0.04390
2019,male,Very good,0.11692,2445,14475,0.11168,0.12215
2019,male,Good,0.40575,5989,14475,0.39775,0.41375
2019,male,Satisfactory,0.31842,4075,14475,0.31083,0.32601
2019,male,Poor,0.12440,1546,14475,0.11902,0.12978
2019,male,Bad,0.03450,420,14475,0.03153,0.03748
2019,female,Very good,0.09200,1940,15057,0.08738,0.09661
2019,female,Good,0.37614,5938,15057,0.36840,0.38388
2019,female,Satisfactory,0.32607,4565,15057,0.31859,0.33356
2019,female,Poor,0.17002,2148,15057,0.16402,0.17602
2019,female,Bad,0.03577,466,15057,0.03280,0.03873
2020,male,Very good,0.13015,3033,14831,0.12474,0.13557
2020,male,Good,0.40267,6185,14831,0.39478,0.41056
2020,male,Satisfactory,0.31564,3806,14831,0.30816,0.32312
2020,male,Poor,0.11899,1428,14831,0.11378,0.12420
2020,male,Bad,0.03255,379,14831,0.02969,0.03540
2020,female,Very good,0.09753,2140,15017,0.09278,0.10227
2020,female,Good,0.36896,6064,15017,0.36124,0.37668
2020,female,Satisfactory,0.33140,4338,15017,0.32387,0.33893
2020,female,Poor,0.16542,2028,15017,0.15948,0.17137
2020,female,Bad,0.03669,447,15017,0.03368,0.03970
2021,male,Very good,0.13280,1741,9667,0.12603,0.13956
2021,male,Good,0.39214,3965,9667,0.38240,0.40187
2021,male,Satisfactory,0.30874,2595,9667,0.29953,0.31795
2021,male,Poor,0.12880,1062,9667,0.12212,0.13548
2021,male,Bad,0.03753,304,9667,0.03374,0.04131
2021,female,Very good,0.11703,1478,10237,0.11081,0.12326
2021,female,Good,0.35460,3965,10237,0.34533,0.36386
2021,female,Satisfactory,0.31890,2929,10237,0.30987,0.32792
2021,female,Poor,0.16774,1485,10237,0.16050,0.17498
2021,female,Bad,0.04173,380,10237,0.03786,0.04561
2022,male,Very good,0.12848,2386,13753,0.12289,0.13407
2022,male,Good,0.39194,5735,13753,0.38378,0.40010
2022,male,Satisfactory,0.30973,3732,13753,0.30200,0.31746
2022,male,Poor,0.13155,1509,13753,0.12590,0.13720
2022,male,Bad,0.03830,391,13753,0.03509,0.04151
2022,female,Very good,0.09913,1893,14437,0.09425,0.10400
2022,female,Good,0.35411,5627,14437,0.34631,0.36191
2022,female,Satisfactory,0.32366,4350,14437,0.31603,0.33130
2022,female,Poor,0.17315,2052,14437,0.16697,0.17932
2022,female,Bad,0.04996,515,14437,0.04640,0.05351
