year,bula_h,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Hamburg,Not Disabled (<= 30%),0.80696,178,178,0.74881,0.86511
1989,Lower Saxony,Not Disabled (<= 30%),0.74741,894,991,0.72035,0.77448
1989,Lower Saxony,Disabled (> 30%),0.10016,97,991,0.08146,0.11887
1989,Bremen,Not Disabled (<= 30%),0.70545,89,89,0.61020,0.80069
1989,North Rhine-Westphalia,Not Disabled (<= 30%),0.70395,2314,2606,0.68641,0.72148
1989,North Rhine-Westphalia,Disabled (> 30%),0.12452,292,2606,0.11184,0.13720
1989,Hesse,Not Disabled (<= 30%),0.73645,903,992,0.70902,0.76388
1989,Hesse,Disabled (> 30%),0.09999,89,992,0.08132,0.11867
1989,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.75800,618,689,0.72600,0.79001
1989,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.10434,71,689,0.08150,0.12718
1989,Baden-Wuerttemberg,Not Disabled (<= 30%),0.73884,1663,1807,0.71858,0.75910
1989,Baden-Wuerttemberg,Disabled (> 30%),0.08038,144,1807,0.06784,0.09292
1989,Bavaria,Not Disabled (<= 30%),0.73660,1480,1607,0.71506,0.75814
1989,Bavaria,Disabled (> 30%),0.09132,127,1607,0.07723,0.10540
1989,Berlin,Not Disabled (<= 30%),0.70826,281,324,0.65869,0.75784
1989,Berlin,Disabled (> 30%),0.13770,43,324,0.10012,0.17528
1991,Schleswig-Holstein,Not Disabled (<= 30%),0.67906,263,298,0.62597,0.73216
1991,Schleswig-Holstein,Disabled (> 30%),0.10008,35,298,0.06595,0.13421
1991,Hamburg,Not Disabled (<= 30%),0.78733,144,144,0.72027,0.85440
1991,Lower Saxony,Not Disabled (<= 30%),0.73600,874,968,0.70822,0.76378
1991,Lower Saxony,Disabled (> 30%),0.10210,94,968,0.08302,0.12119
1991,Bremen,Not Disabled (<= 30%),0.71938,82,82,0.62153,0.81723
1991,North Rhine-Westphalia,Not Disabled (<= 30%),0.69385,2241,2538,0.67592,0.71179
1991,North Rhine-Westphalia,Disabled (> 30%),0.12315,297,2538,0.11036,0.13593
1991,Hesse,Not Disabled (<= 30%),0.72550,865,962,0.69729,0.75372
1991,Hesse,Disabled (> 30%),0.11077,97,962,0.09092,0.13061
1991,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.72016,591,664,0.68599,0.75433
1991,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11682,73,664,0.09237,0.14127
1991,Baden-Wuerttemberg,Not Disabled (<= 30%),0.72490,1643,1789,0.70421,0.74560
1991,Baden-Wuerttemberg,Disabled (> 30%),0.08299,146,1789,0.07020,0.09578
1991,Bavaria,Not Disabled (<= 30%),0.72826,1465,1595,0.70642,0.75010
1991,Bavaria,Disabled (> 30%),0.09129,130,1595,0.07715,0.10543
1991,Berlin,Not Disabled (<= 30%),0.75332,558,604,0.71891,0.78773
1991,Berlin,Disabled (> 30%),0.08697,46,604,0.06448,0.10946
1991,Brandenburg,Not Disabled (<= 30%),0.80671,678,678,0.77696,0.83645
1991,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.79132,473,473,0.75466,0.82798
1991,Saxony,Not Disabled (<= 30%),0.81470,1229,1229,0.79297,0.83644
1991,Saxony-Anhalt,Not Disabled (<= 30%),0.82346,793,793,0.79690,0.85001
1991,Thuringa,Not Disabled (<= 30%),0.79375,696,696,0.76366,0.82383
1992,Schleswig-Holstein,Not Disabled (<= 30%),0.67696,239,271,0.62118,0.73274
1992,Schleswig-Holstein,Disabled (> 30%),0.10418,32,271,0.06774,0.14062
1992,Hamburg,Not Disabled (<= 30%),0.76088,137,137,0.68919,0.83257
1992,Lower Saxony,Not Disabled (<= 30%),0.72692,863,965,0.69880,0.75505
1992,Lower Saxony,Disabled (> 30%),0.10539,102,965,0.08600,0.12477
1992,Bremen,Not Disabled (<= 30%),0.71423,77,77,0.61266,0.81581
1992,North Rhine-Westphalia,Not Disabled (<= 30%),0.69541,2225,2514,0.67742,0.71341
1992,North Rhine-Westphalia,Disabled (> 30%),0.12076,289,2514,0.10802,0.13350
1992,Hesse,Not Disabled (<= 30%),0.72542,848,947,0.69698,0.75386
1992,Hesse,Disabled (> 30%),0.11637,99,947,0.09593,0.13680
1992,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.71935,583,658,0.68500,0.75371
1992,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11684,75,658,0.09228,0.14140
1992,Baden-Wuerttemberg,Not Disabled (<= 30%),0.71539,1594,1753,0.69426,0.73652
1992,Baden-Wuerttemberg,Disabled (> 30%),0.08918,159,1753,0.07584,0.10253
1992,Bavaria,Not Disabled (<= 30%),0.73160,1500,1632,0.71010,0.75311
1992,Bavaria,Disabled (> 30%),0.08928,132,1632,0.07544,0.10312
1992,Berlin,Not Disabled (<= 30%),0.72029,531,595,0.68419,0.75638
1992,Berlin,Disabled (> 30%),0.12037,64,595,0.09420,0.14653
1992,Brandenburg,Not Disabled (<= 30%),0.73349,606,647,0.69939,0.76759
1992,Brandenburg,Disabled (> 30%),0.06103,41,647,0.04257,0.07949
1992,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.74379,393,393,0.70058,0.78701
1992,Saxony,Not Disabled (<= 30%),0.74970,1076,1143,0.72458,0.77483
1992,Saxony,Disabled (> 30%),0.05111,67,1143,0.03834,0.06389
1992,Saxony-Anhalt,Not Disabled (<= 30%),0.77023,717,755,0.74020,0.80025
1992,Saxony-Anhalt,Disabled (> 30%),0.05283,38,755,0.03686,0.06879
1992,Thuringa,Not Disabled (<= 30%),0.73029,644,679,0.69688,0.76369
1992,Thuringa,Disabled (> 30%),0.05735,35,679,0.03985,0.07486
1994,Schleswig-Holstein,Not Disabled (<= 30%),0.73246,259,259,0.67845,0.78648
1994,Hamburg,Not Disabled (<= 30%),0.77397,129,129,0.70152,0.84643
1994,Lower Saxony,Not Disabled (<= 30%),0.72492,863,963,0.69670,0.75314
1994,Lower Saxony,Disabled (> 30%),0.09794,100,963,0.07915,0.11672
1994,Bremen,Not Disabled (<= 30%),0.73456,76,76,0.63462,0.83450
1994,North Rhine-Westphalia,Not Disabled (<= 30%),0.68726,2152,2444,0.66887,0.70564
1994,North Rhine-Westphalia,Disabled (> 30%),0.12558,292,2444,0.11244,0.13872
1994,Hesse,Not Disabled (<= 30%),0.74616,823,919,0.71800,0.77431
1994,Hesse,Disabled (> 30%),0.10621,96,919,0.08628,0.12615
1994,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.71064,562,634,0.67531,0.74596
1994,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11254,72,634,0.08792,0.13716
1994,Baden-Wuerttemberg,Not Disabled (<= 30%),0.72347,1577,1727,0.70237,0.74458
1994,Baden-Wuerttemberg,Disabled (> 30%),0.08307,150,1727,0.07005,0.09609
1994,Bavaria,Not Disabled (<= 30%),0.72774,1451,1576,0.70576,0.74973
1994,Bavaria,Disabled (> 30%),0.08647,125,1576,0.07259,0.10035
1994,Berlin,Not Disabled (<= 30%),0.70403,486,548,0.66578,0.74228
1994,Berlin,Disabled (> 30%),0.11171,62,548,0.08531,0.13811
1994,Brandenburg,Not Disabled (<= 30%),0.75217,556,602,0.71765,0.78669
1994,Brandenburg,Disabled (> 30%),0.06720,46,602,0.04718,0.08722
1994,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.70318,380,380,0.65718,0.74917
1994,Saxony,Not Disabled (<= 30%),0.76918,1066,1124,0.74454,0.79383
1994,Saxony,Disabled (> 30%),0.05436,58,1124,0.04110,0.06762
1994,Saxony-Anhalt,Not Disabled (<= 30%),0.78111,661,695,0.75035,0.81187
1994,Saxony-Anhalt,Disabled (> 30%),0.04579,34,695,0.03024,0.06134
1994,Thuringa,Not Disabled (<= 30%),0.74044,625,659,0.70695,0.77394
1994,Thuringa,Disabled (> 30%),0.05568,34,659,0.03816,0.07320
1995,Schleswig-Holstein,Not Disabled (<= 30%),0.67955,249,280,0.62479,0.73431
1995,Schleswig-Holstein,Disabled (> 30%),0.10121,31,280,0.06582,0.13660
1995,Hamburg,Not Disabled (<= 30%),0.74590,120,120,0.66768,0.82412
1995,Lower Saxony,Not Disabled (<= 30%),0.69836,928,1032,0.67034,0.72638
1995,Lower Saxony,Disabled (> 30%),0.09975,104,1032,0.08146,0.11804
1995,Bremen,Not Disabled (<= 30%),0.73100,78,78,0.63195,0.83005
1995,North Rhine-Westphalia,Not Disabled (<= 30%),0.68240,2257,2556,0.66435,0.70045
1995,North Rhine-Westphalia,Disabled (> 30%),0.12732,299,2556,0.11440,0.14025
1995,Hesse,Not Disabled (<= 30%),0.73154,831,934,0.70311,0.75998
1995,Hesse,Disabled (> 30%),0.10277,103,934,0.08328,0.12225
1995,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.69515,637,704,0.66112,0.72918
1995,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.09792,67,704,0.07595,0.11989
1995,Baden-Wuerttemberg,Not Disabled (<= 30%),0.71514,1620,1779,0.69416,0.73612
1995,Baden-Wuerttemberg,Disabled (> 30%),0.08999,159,1779,0.07669,0.10330
1995,Bavaria,Not Disabled (<= 30%),0.71377,1530,1671,0.69209,0.73545
1995,Bavaria,Disabled (> 30%),0.10224,141,1671,0.08771,0.11678
1995,Berlin,Not Disabled (<= 30%),0.69921,493,565,0.66136,0.73705
1995,Berlin,Disabled (> 30%),0.12746,72,565,0.09994,0.15498
1995,Brandenburg,Not Disabled (<= 30%),0.74492,536,583,0.70951,0.78034
1995,Brandenburg,Disabled (> 30%),0.07520,47,583,0.05378,0.09663
1995,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.72797,380,413,0.68500,0.77095
1995,Mecklenburg-Western Pomerania,Disabled (> 30%),0.07788,33,413,0.05200,0.10376
1995,Saxony,Not Disabled (<= 30%),0.75744,1023,1092,0.73200,0.78287
1995,Saxony,Disabled (> 30%),0.06372,69,1092,0.04922,0.07821
1995,Saxony-Anhalt,Not Disabled (<= 30%),0.78265,645,685,0.75174,0.81356
1995,Saxony-Anhalt,Disabled (> 30%),0.06019,40,685,0.04236,0.07801
1995,Thuringa,Not Disabled (<= 30%),0.73971,611,648,0.70590,0.77352
1995,Thuringa,Disabled (> 30%),0.06357,37,648,0.04477,0.08237
1996,Schleswig-Holstein,Not Disabled (<= 30%),0.67846,249,280,0.62366,0.73327
1996,Schleswig-Holstein,Disabled (> 30%),0.10956,31,280,0.07291,0.14621
1996,Hamburg,Not Disabled (<= 30%),0.74512,113,113,0.66440,0.82583
1996,Lower Saxony,Not Disabled (<= 30%),0.71136,940,1039,0.68379,0.73893
1996,Lower Saxony,Disabled (> 30%),0.10086,99,1039,0.08254,0.11918
1996,Bremen,Not Disabled (<= 30%),0.72756,79,79,0.62875,0.82636
1996,North Rhine-Westphalia,Not Disabled (<= 30%),0.69780,2259,2550,0.67997,0.71563
1996,North Rhine-Westphalia,Disabled (> 30%),0.12219,291,2550,0.10947,0.13490
1996,Hesse,Not Disabled (<= 30%),0.73195,805,908,0.70312,0.76078
1996,Hesse,Disabled (> 30%),0.11060,103,908,0.09019,0.13101
1996,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.69731,625,692,0.66305,0.73156
1996,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.10762,67,692,0.08452,0.13073
1996,Baden-Wuerttemberg,Not Disabled (<= 30%),0.70897,1533,1697,0.68735,0.73059
1996,Baden-Wuerttemberg,Disabled (> 30%),0.09218,164,1697,0.07841,0.10595
1996,Bavaria,Not Disabled (<= 30%),0.72000,1513,1655,0.69836,0.74164
1996,Bavaria,Disabled (> 30%),0.10246,142,1655,0.08784,0.11707
1996,Berlin,Not Disabled (<= 30%),0.69336,469,539,0.65440,0.73232
1996,Berlin,Disabled (> 30%),0.13269,70,539,0.10403,0.16136
1996,Brandenburg,Not Disabled (<= 30%),0.75265,548,596,0.71798,0.78732
1996,Brandenburg,Disabled (> 30%),0.07626,48,596,0.05494,0.09759
1996,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.74060,366,398,0.69748,0.78372
1996,Mecklenburg-Western Pomerania,Disabled (> 30%),0.07800,32,398,0.05162,0.10438
1996,Saxony,Not Disabled (<= 30%),0.76435,1035,1101,0.73927,0.78943
1996,Saxony,Disabled (> 30%),0.05986,66,1101,0.04584,0.07388
1996,Saxony-Anhalt,Not Disabled (<= 30%),0.77068,624,671,0.73884,0.80251
1996,Saxony-Anhalt,Disabled (> 30%),0.07518,47,671,0.05522,0.09515
1996,Thuringa,Not Disabled (<= 30%),0.73012,609,653,0.69605,0.76420
1996,Thuringa,Disabled (> 30%),0.07401,44,653,0.05391,0.09410
1997,Schleswig-Holstein,Not Disabled (<= 30%),0.68053,239,239,0.62129,0.73977
1997,Hamburg,Not Disabled (<= 30%),0.75567,112,112,0.67573,0.83561
1997,Lower Saxony,Not Disabled (<= 30%),0.70298,926,1034,0.67511,0.73084
1997,Lower Saxony,Disabled (> 30%),0.10921,108,1034,0.09019,0.12823
1997,Bremen,Not Disabled (<= 30%),0.79483,82,82,0.70688,0.88277
1997,North Rhine-Westphalia,Not Disabled (<= 30%),0.70320,2224,2499,0.68529,0.72112
1997,North Rhine-Westphalia,Disabled (> 30%),0.11836,275,2499,0.10570,0.13103
1997,Hesse,Not Disabled (<= 30%),0.74156,755,846,0.71204,0.77107
1997,Hesse,Disabled (> 30%),0.09685,91,846,0.07691,0.11679
1997,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.69989,636,708,0.66611,0.73367
1997,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11329,72,708,0.08993,0.13666
1997,Baden-Wuerttemberg,Not Disabled (<= 30%),0.69504,1524,1698,0.67314,0.71695
1997,Baden-Wuerttemberg,Disabled (> 30%),0.10166,174,1698,0.08728,0.11603
1997,Bavaria,Not Disabled (<= 30%),0.72041,1482,1618,0.69854,0.74229
1997,Bavaria,Disabled (> 30%),0.09823,136,1618,0.08373,0.11274
1997,Berlin,Not Disabled (<= 30%),0.69031,442,506,0.64999,0.73064
1997,Berlin,Disabled (> 30%),0.12808,64,506,0.09893,0.15723
1997,Brandenburg,Not Disabled (<= 30%),0.75502,537,592,0.72035,0.78970
1997,Brandenburg,Disabled (> 30%),0.08459,55,592,0.06215,0.10702
1997,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.74459,352,384,0.70092,0.78827
1997,Mecklenburg-Western Pomerania,Disabled (> 30%),0.08673,32,384,0.05855,0.11492
1997,Saxony,Not Disabled (<= 30%),0.76787,1011,1078,0.74265,0.79308
1997,Saxony,Disabled (> 30%),0.06103,67,1078,0.04674,0.07533
1997,Saxony-Anhalt,Not Disabled (<= 30%),0.80274,621,662,0.77240,0.83307
1997,Saxony-Anhalt,Disabled (> 30%),0.05790,41,662,0.04009,0.07570
1997,Thuringa,Not Disabled (<= 30%),0.72322,612,655,0.68893,0.75751
1997,Thuringa,Disabled (> 30%),0.07123,43,655,0.05152,0.09094
1998,Schleswig-Holstein,Not Disabled (<= 30%),0.72014,316,347,0.67283,0.76744
1998,Schleswig-Holstein,Disabled (> 30%),0.08808,31,347,0.05822,0.11794
1998,Hamburg,Not Disabled (<= 30%),0.73530,135,135,0.66060,0.80999
1998,Lower Saxony,Not Disabled (<= 30%),0.70046,1066,1196,0.67448,0.72643
1998,Lower Saxony,Disabled (> 30%),0.11013,130,1196,0.09238,0.12788
1998,Bremen,Not Disabled (<= 30%),0.72601,86,86,0.63119,0.82083
1998,North Rhine-Westphalia,Not Disabled (<= 30%),0.69731,2489,2834,0.68039,0.71423
1998,North Rhine-Westphalia,Disabled (> 30%),0.12359,345,2834,0.11147,0.13570
1998,Hesse,Not Disabled (<= 30%),0.73132,842,946,0.70306,0.75959
1998,Hesse,Disabled (> 30%),0.09701,104,946,0.07814,0.11588
1998,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.70629,711,805,0.67480,0.73777
1998,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.11734,94,805,0.09509,0.13958
1998,Baden-Wuerttemberg,Not Disabled (<= 30%),0.71376,1632,1815,0.69296,0.73456
1998,Baden-Wuerttemberg,Disabled (> 30%),0.09948,183,1815,0.08570,0.11325
1998,Bavaria,Not Disabled (<= 30%),0.72224,1692,1867,0.70192,0.74256
1998,Bavaria,Disabled (> 30%),0.10402,175,1867,0.09017,0.11787
1998,Berlin,Not Disabled (<= 30%),0.72804,471,528,0.69005,0.76604
1998,Berlin,Disabled (> 30%),0.09922,57,528,0.07369,0.12474
1998,Brandenburg,Not Disabled (<= 30%),0.76409,559,619,0.73062,0.79756
1998,Brandenburg,Disabled (> 30%),0.08066,60,619,0.05919,0.10213
1998,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.74498,374,405,0.70248,0.78748
1998,Mecklenburg-Western Pomerania,Disabled (> 30%),0.07270,31,405,0.04738,0.09802
1998,Saxony,Not Disabled (<= 30%),0.77248,1100,1169,0.74844,0.79652
1998,Saxony,Disabled (> 30%),0.05481,69,1169,0.04176,0.06787
1998,Saxony-Anhalt,Not Disabled (<= 30%),0.79084,634,685,0.76036,0.82132
1998,Saxony-Anhalt,Disabled (> 30%),0.06705,51,685,0.04830,0.08579
1998,Thuringa,Not Disabled (<= 30%),0.72612,672,722,0.69357,0.75867
1998,Thuringa,Disabled (> 30%),0.07283,50,722,0.05386,0.09180
1999,Schleswig-Holstein,Not Disabled (<= 30%),0.71099,294,294,0.65908,0.76289
1999,Hamburg,Not Disabled (<= 30%),0.74658,125,125,0.67002,0.82314
1999,Lower Saxony,Not Disabled (<= 30%),0.70319,1040,1165,0.67694,0.72943
1999,Lower Saxony,Disabled (> 30%),0.11396,125,1165,0.09570,0.13221
1999,Bremen,Not Disabled (<= 30%),0.73200,74,74,0.63040,0.83361
1999,North Rhine-Westphalia,Not Disabled (<= 30%),0.69272,2361,2692,0.67529,0.71016
1999,North Rhine-Westphalia,Disabled (> 30%),0.12921,331,2692,0.11654,0.14189
1999,Hesse,Not Disabled (<= 30%),0.72953,796,894,0.70039,0.75866
1999,Hesse,Disabled (> 30%),0.10253,98,894,0.08263,0.12242
1999,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.69906,672,769,0.66662,0.73150
1999,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.12666,97,769,0.10314,0.15019
1999,Baden-Wuerttemberg,Not Disabled (<= 30%),0.70754,1549,1727,0.68608,0.72900
1999,Baden-Wuerttemberg,Disabled (> 30%),0.10221,178,1727,0.08792,0.11650
1999,Bavaria,Not Disabled (<= 30%),0.73463,1629,1793,0.71419,0.75508
1999,Bavaria,Disabled (> 30%),0.09585,164,1793,0.08222,0.10948
1999,Berlin,Not Disabled (<= 30%),0.70981,457,515,0.67057,0.74904
1999,Berlin,Disabled (> 30%),0.11448,58,515,0.08695,0.14200
1999,Brandenburg,Not Disabled (<= 30%),0.74347,530,593,0.70829,0.77865
1999,Brandenburg,Disabled (> 30%),0.09171,63,593,0.06846,0.11496
1999,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.75485,367,398,0.71254,0.79717
1999,Mecklenburg-Western Pomerania,Disabled (> 30%),0.07880,31,398,0.05230,0.10531
1999,Saxony,Not Disabled (<= 30%),0.78229,1075,1150,0.75842,0.80615
1999,Saxony,Disabled (> 30%),0.06350,75,1150,0.04940,0.07760
1999,Saxony-Anhalt,Not Disabled (<= 30%),0.80660,631,686,0.77702,0.83618
1999,Saxony-Anhalt,Disabled (> 30%),0.06798,55,686,0.04913,0.08684
1999,Thuringa,Not Disabled (<= 30%),0.74087,665,718,0.70880,0.77294
1999,Thuringa,Disabled (> 30%),0.07687,53,718,0.05737,0.09637
2000,Schleswig-Holstein,Not Disabled (<= 30%),0.73795,637,706,0.70549,0.77041
2000,Schleswig-Holstein,Disabled (> 30%),0.08896,69,706,0.06794,0.10997
2000,Hamburg,Not Disabled (<= 30%),0.72048,259,295,0.66918,0.77178
2000,Hamburg,Disabled (> 30%),0.12976,36,295,0.09135,0.16817
2000,Lower Saxony,Not Disabled (<= 30%),0.70834,1808,2021,0.68852,0.72816
2000,Lower Saxony,Disabled (> 30%),0.09925,213,2021,0.08621,0.11229
2000,Bremen,Not Disabled (<= 30%),0.72222,163,163,0.65325,0.79119
2000,North Rhine-Westphalia,Not Disabled (<= 30%),0.72259,4543,5131,0.71034,0.73484
2000,North Rhine-Westphalia,Disabled (> 30%),0.10692,588,5131,0.09847,0.11538
2000,Hesse,Not Disabled (<= 30%),0.72675,1493,1669,0.70536,0.74814
2000,Hesse,Disabled (> 30%),0.09408,176,1669,0.08007,0.10810
2000,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.70160,1298,1460,0.67812,0.72508
2000,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.10088,162,1460,0.08542,0.11633
2000,Baden-Wuerttemberg,Not Disabled (<= 30%),0.71665,2664,2952,0.70039,0.73290
2000,Baden-Wuerttemberg,Disabled (> 30%),0.08592,288,2952,0.07581,0.09603
2000,Bavaria,Not Disabled (<= 30%),0.74531,3047,3368,0.73060,0.76003
2000,Bavaria,Disabled (> 30%),0.09058,321,3368,0.08088,0.10027
2000,Berlin,Not Disabled (<= 30%),0.70785,714,811,0.67654,0.73917
