"year","hhtyp","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1988","Sonstige","Laendlicher Raum","","","","","","","","","","","","","",""
"1988","Sonstige","Staedtischer Raum","26757.4","24151","591","0","12271","35995","53174","114120","24996.83","28517.97","0","114120","27196","31511"
"1989","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","15754.85","9546.5","476","0","0","28223","39012","65609","14075.74","17433.96","0","123682","17588","21832"
"1989","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1989","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"1989","1-Pers.- Haushalt","Staedtischer Raum","9172.76","0","874","0","0","17640","25744","48317","8090.84","10254.68","0","276098","798","8692"
"1989","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"1989","Alleinerziehende","Staedtischer Raum","17919.06","14490","520","0","3252","26415","40943","83643","16350.35","19487.77","0","117137","14036","16536"
"1989","Paar mit Kind(ern)","Laendlicher Raum","","","","","","","","","","","","","",""
"1989","Paar mit Kind(ern)","Staedtischer Raum","35210.16","31477.5","6129","16285","22988","43079","55986","117035","34718.05","35702.27","0","296162","29987","31020"
"1989","Sonstige","Laendlicher Raum","","","","","","","","","","","","","",""
"1989","Sonstige","Staedtischer Raum","27584.39","21725","618","0","12885","39804","62179","99205","25838.08","29330.7","0","99205","30084","35075"
"1990","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","16639.62","9823","504","0","0","29113","42504","77163","14860.45","18418.79","0","149042","16924","21474"
"1990","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1990","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"1990","1-Pers.- Haushalt","Staedtischer Raum","9470.7","0","819","0","0","18611","27814","46119","8333.22","10608.18","0","306775","920","7314"
"1990","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"1990","Alleinerziehende","Staedtischer Raum","18604.12","17205","523","0","3828","26689","37585","71315","17028.26","20179.98","0","158279","15646","18447"
"1990","Paar mit Kind(ern)","Laendlicher Raum","","","","","","","","","","","","","",""
"1990","Paar mit Kind(ern)","Staedtischer Raum","37751.18","33010.5","5948","17652","24174","45720","59693","131478","37180.66","38321.7","0","375135","31342","32288"
"1990","Sonstige","Laendlicher Raum","","","","","","","","","","","","","",""
"1990","Sonstige","Staedtischer Raum","30786.22","29800.5","685","0","15339","41006","54453","183452","29050.98","32521.46","0","183452","34412","38408"
"1991","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","18002.94","13960.5","488","0","0","31798","46374","83852","16026.17","19979.71","0","156711","18841","21474"
"1991","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1991","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"1991","1-Pers.- Haushalt","Staedtischer Raum","10319.22","0","831","0","0","19173","30479","55220","9323.56","11314.88","0","115171","2475","10328"
"1991","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"1991","Alleinerziehende","Staedtischer Raum","18250.83","16485","514","0","4420","26618","36557","61260","16625","19876.66","0","205971","15748","18433"
"1991","Paar mit Kind(ern)","Laendlicher Raum","","","","","","","","","","","","","",""
"1991","Paar mit Kind(ern)","Staedtischer Raum","39627.12","35210.5","5861","18355","25213","49084","64167","131265","39095","40159.24","0","254440","33438","34476"
"1991","Sonstige","Laendlicher Raum","","","","","","","","","","","","","",""
"1991","Sonstige","Staedtischer Raum","33578.79","34646.5","660","1125","18611","46032","57007","100646","31889.07","35268.51","0","133345","38347","43869"
"1992","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"1992","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1992","1-Pers.- Haushalt","Laendlicher Raum","6933.29","0","351","0","0","11095","25360","49084","5732.09","8134.49","0","85897","0","0"
"1992","1-Pers.- Haushalt","Staedtischer Raum","10600.58","0","942","0","0","19940","31834","65471","9600.86","11600.3","0","134024","2352","7424"
"1992","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"1992","Alleinerziehende","Staedtischer Raum","17947.12","16278.5","659","0","3170","26769","36040","69793","16534.89","19359.35","0","207610","15236","18407"
"1992","Paar mit Kind(ern)","Laendlicher Raum","31648.42","28250.5","3967","12557","20043","39676","55504","85354","31140.81","32156.03","0","135748","25565","26488"
"1992","Paar mit Kind(ern)","Staedtischer Raum","39807.44","35407","6864","18068","25501","48414","65845","113326","39324.32","40290.56","0","227166","33183","34461"
"1992","Sonstige","Laendlicher Raum","31081.42","22798.5","483","4883","10472","43100","71405","96685","29163.27","32999.57","0","96685","22896","24905"
"1992","Sonstige","Staedtischer Raum","31370.4","27680","737","1324","16566","45168","65130","105531","29710.71","33030.09","0","113614","33674","38194"
"1993","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"1993","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1993","1-Pers.- Haushalt","Laendlicher Raum","6766.67","0","393","0","0","11402","25258","36813","5596.64","7936.7","0","110439","0","0"
"1993","1-Pers.- Haushalt","Staedtischer Raum","11795.19","0","969","0","0","22369","33822","61969","10772.72","12817.66","0","153388","3068","9970"
"1993","Alleinerziehende","Laendlicher Raum","16106.9","14239.5","305","0","4499","20446","32482","87801","14496.29","17717.51","0","87801","11525","15646"
"1993","Alleinerziehende","Staedtischer Raum","17168.35","15492.5","613","0","3190","27150","37386","61828","15958.94","18377.76","0","71987","14879","17135"
"1993","Paar mit Kind(ern)","Laendlicher Raum","34874.17","30460","3845","14326","22216","43562","60332","92465","34258.09","35490.25","0","257717","28811","29885"
"1993","Paar mit Kind(ern)","Staedtischer Raum","42202.64","38212","6720","18407","26383","52203","70880","120647","41647.6","42757.68","0","404432","35381","36430"
"1993","Sonstige","Laendlicher Raum","24984.57","24333","492","1380","10124","36404","47141","94441","23109.83","26859.31","0","104406","24695","27934"
"1993","Sonstige","Staedtischer Raum","32078.82","29651.5","743","156","15901","45914","62167","97606","30233.77","33923.87","0","106349","34972","41578"
"1994","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"1994","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1994","1-Pers.- Haushalt","Laendlicher Raum","7166.09","0","396","0","0","15134","23008","45617","6013.32","8318.86","0","73626","0","0"
"1994","1-Pers.- Haushalt","Staedtischer Raum","11365.72","0","966","0","0","22088","33899","60281","10277.51","12453.93","0","230081","2147","8334"
"1994","Alleinerziehende","Laendlicher Raum","","","","","","","","","","","","","",""
"1994","Alleinerziehende","Staedtischer Raum","20453.86","16310","599","0","3124","27610","41517","122710","18865.48","22042.24","0","122710","15684","18816"
"1994","Paar mit Kind(ern)","Laendlicher Raum","37071.59","33668.5","3709","13703","24077","47806","61827","109229","36386.38","37756.8","0","259787","31802","33178"
"1994","Paar mit Kind(ern)","Staedtischer Raum","42334.36","38086","6457","18407","27559","52254","70640","121687","41771.62","42897.1","0","301560","36420","37324"
"1994","Sonstige","Laendlicher Raum","27129.32","25488","471","0","13071","39231","56651","70998","25209.28","29049.36","0","90765","28029","32429"
"1994","Sonstige","Staedtischer Raum","36626.26","33017.5","719","1841","18407","53174","67797","98368","34682.45","38570.07","0","129766","36134","46629"
"1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1995","1-Pers.- Haushalt","Laendlicher Raum","6959.09","0","403","0","0","12424","24094","47806","5776.62","8141.56","0","73626","0","307"
"1995","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"1995","Alleinerziehende","Laendlicher Raum","17828.1","15083","314","0","6473","27098","41312","85795","16058.49","19597.71","0","85795","11034","15952"
"1995","Alleinerziehende","Staedtischer Raum","17876.03","14761.5","628","0","614","27201","42393","78877","16470.96","19281.1","0","83724","14541","18713"
"1995","Paar mit Kind(ern)","Laendlicher Raum","37112.84","34701","3886","13027","22538","46919","62784","107011","36341.78","37883.9","0","390116","32822","34257"
"1995","Paar mit Kind(ern)","Staedtischer Raum","42822.55","38693.5","6637","17179","27185","53072","73217","134727","42253.77","43391.33","0","259060","35893","36813"
"1995","Sonstige","Laendlicher Raum","29155.51","24414.5","429","0","12762","44022","64167","76592","27108.35","31202.67","0","93566","23254","27886"
"1995","Sonstige","Staedtischer Raum","35771.45","30801.5","760","4341","18458","51487","65241","108905","33981.56","37561.34","0","130635","35831","40648"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1996","1-Pers.- Haushalt","Laendlicher Raum","7467.52","0","424","0","0","15084","24695","46528","6317.27","8617.77","0","92033","0","0"
"1996","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"1996","Alleinerziehende","Laendlicher Raum","19739.42","17486.5","313","288","7107","25416","46783","75416","18008.53","21470.31","0","75416","14725","18292"
"1996","Alleinerziehende","Staedtischer Raum","18762.37","14160","646","0","3068","28809","42566","76544","17319.27","20205.47","0","102591","14163","19041"
"1996","Paar mit Kind(ern)","Laendlicher Raum","40391.46","36864","3699","16294","25154","51412","68922","104090","39654.53","41128.39","0","321705","33326","35586"
"1996","Paar mit Kind(ern)","Staedtischer Raum","44174.1","40436","6458","17282","27814","55194","75804","137538","43588.11","44760.09","0","266287","37427","38449"
"1996","Sonstige","Laendlicher Raum","33044.44","28852.5","418","1738","14161","45709","63805","130104","30484.4","35604.48","0","130104","24542","30831"
"1996","Sonstige","Staedtischer Raum","38657.26","34176.5","690","0","20758","55174","73405","99068","36558.94","40755.58","0","180997","37069","43726"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1997","1-Pers.- Haushalt","Laendlicher Raum","8023.79","0","414","0","0","16924","25616","47294","6826.09","9221.49","0","98168","0","828"
"1997","1-Pers.- Haushalt","Staedtischer Raum","12542.01","0","987","0","0","24542","34972","67491","11356","13728.02","0","241841","1836","7417"
"1997","Alleinerziehende","Laendlicher Raum","18689.7","16694","337","0","4090","27968","44247","68718","16932.52","20446.88","0","68718","13437","17384"
"1997","Alleinerziehende","Staedtischer Raum","17721.53","13844.5","630","0","2291","27073","41297","81347","16401.71","19041.35","0","85773","15185","19634"
"1997","Paar mit Kind(ern)","Laendlicher Raum","40585.31","36918","3578","15594","24184","51973","70078","107099","39733.29","41437.33","0","356862","35340","37225"
"1997","Paar mit Kind(ern)","Staedtischer Raum","45241.04","41373.5","6228","19032","28377","55953","75469","140881","44619.41","45862.67","0","324261","38117","39401"
"1997","Sonstige","Laendlicher Raum","29249.71","28243.5","392","4908","13180","42345","55986","88863","27122.58","31376.84","0","102805","25207","30678"
"1997","Sonstige","Staedtischer Raum","40988.47","35361","682","1892","22241","61815","81966","140013","39001.77","42975.17","0","147569","35586","39881"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1998","1-Pers.- Haushalt","Laendlicher Raum","7832.08","0","490","0","0","15032","25565","48777","6705.74","8958.42","0","104304","0","0"
"1998","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"1998","Alleinerziehende","Laendlicher Raum","17433.57","14520.5","361","0","3139","23775","47218","62788","15685.42","19181.72","0","101236","11146","16566"
"1998","Alleinerziehende","Staedtischer Raum","18954.62","16547.5","744","0","1953","29055","42130","81704","17610.24","20299","0","87611","15594","19634"
"1998","Paar mit Kind(ern)","Laendlicher Raum","40829.34","36796","3937","13933","24242","52402","73308","105940","40048.52","41610.16","0","259594","35181","36825"
"1998","Paar mit Kind(ern)","Staedtischer Raum","45641.28","41016","6645","18345","28393","55905","76360","135124","44964.92","46317.64","0","564977","39012","40034"
"1998","Sonstige","Laendlicher Raum","30132.13","27586.5","357","6028","18407","45711","57418","79352","28134.04","32130.22","0","82130","27565","33885"
"1998","Sonstige","Staedtischer Raum","40227.79","37554.5","648","4908","21012","53122","72939","113865","38171.36","42284.22","0","143238","36424","40883"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","","","","","","","","","","","","","",""
"1999","1-Pers.- Haushalt","Laendlicher Raum","8354.12","0","482","0","0","16374","25894","50224","7154.55","9553.69","0","98168","0","0"
"1999","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"1999","Alleinerziehende","Laendlicher Raum","18166.43","15897.5","411","0","2940","28479","44677","60286","16623.35","19709.51","0","70558","10798","15976"
"1999","Alleinerziehende","Staedtischer Raum","18166.93","14524.5","704","0","1713","27537","43767","78175","16808.05","19525.81","0","87251","15185","18640"
"1999","Paar mit Kind(ern)","Laendlicher Raum","40596.03","37505.5","3750","17011","25565","50618","71830","113456","39826.36","41365.7","0","310187","36099","37529"
"1999","Paar mit Kind(ern)","Staedtischer Raum","48112.45","42774.5","6507","19531","29476","61402","81937","165206","47448.38","48776.52","0","351539","39881","40750"
"1999","Sonstige","Laendlicher Raum","","","","","","","","","","","","","",""
"1999","Sonstige","Staedtischer Raum","40659.31","40392","420","0","20666","60614","79762","134669","38094.49","43224.13","0","134669","38347","43664"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","30029.35","22846","5274","0","0","50925","72834","134981","29146.27","30912.43","0","236421","20457","23826"
"2000","1-Pers.- Haushalt","Laendlicher Raum","10335.31","0","987","0","0","20349","30718","58808","9438.5","11232.12","0","102258","0","532"
"2000","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2000","Alleinerziehende","Laendlicher Raum","17244.3","13242.5","649","0","1227","26664","39506","78260","15918.45","18570.15","0","82804","11134","13907"
"2000","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2000","Paar mit Kind(ern)","Laendlicher Raum","42926.42","38557.5","6390","17793","26996","53072","72694","123673","42248.92","43603.92","0","614240","38086","39267"
"2000","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2000","Sonstige","Laendlicher Raum","32161.37","27333","461","0","9628","49739","74853","107952","29551.44","34771.3","0","119053","25462","32281"
"2000","Sonstige","Staedtischer Raum","37201.26","33550","737","0","18407","52919","74904","125931","35184.63","39217.89","0","130610","33387","38173"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","29767.75","20272.5","4742","0","0","50524","73626","134725","28769.18","30766.32","0","474403","19366","23321"
"2001","1-Pers.- Haushalt","Laendlicher Raum","10385.26","0","870","0","0","20247","30678","78939","9317.54","11452.98","0","153388","0","0"
"2001","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2001","Alleinerziehende","Laendlicher Raum","18230.06","16042","613","0","3559","26781","39517","95018","16933.22","19526.9","0","95018","12373","15952"
"2001","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2001","Paar mit Kind(ern)","Laendlicher Raum","43346.2","40174.5","5700","16770","27865","54903","72378","123307","42678.88","44013.52","0","297674","39267","40392"
"2001","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2001","Sonstige","Laendlicher Raum","34550.69","28732.5","357","0","15952","51317","76354","101277","31795.06","37306.32","0","101277","26229","32723"
"2001","Sonstige","Staedtischer Raum","37813.5","32178","708","0","14725","56344","72132","128890","35541","40086","0","132271","35209","43971"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","29027.58","16353","5268","0","0","48799","73100","150000","27733.53","30321.63","0","829900","24200","29253"
"2002","1-Pers.- Haushalt","Laendlicher Raum","10602.45","0","864","0","0","20400","32600","65500","9319.35","11885.55","0","303200","0","0"
"2002","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2002","Alleinerziehende","Laendlicher Raum","20322.12","16828","644","0","5928","27047","45665","97546","18511.5","22132.74","0","252481","14500","18520"
"2002","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2002","Paar mit Kind(ern)","Laendlicher Raum","43021.58","38867.5","5726","14960","26836","52950","72000","138000","42154.71","43888.45","0","290798","42460","43700"
"2002","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2002","Sonstige","Laendlicher Raum","33021.97","33030.5","353","0","15451","42258","63368","110807","29893.37","36150.57","0","113950","32000","36400"
"2002","Sonstige","Staedtischer Raum","33462.27","30050.5","665","0","5300","49279","79200","165484","30603.4","36321.14","0","176396","34212","41600"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","29556.4","15132.5","5104","0","0","50775","77227","163323","28314.61","30798.19","0","540000","22626","27400"
"2003","1-Pers.- Haushalt","Laendlicher Raum","10692.03","0","854","0","0","19300","33490","64875","9371.85","12012.21","0","180000","0","0"
"2003","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","Alleinerziehende","Laendlicher Raum","19429.72","15277","603","0","1500","28502","40164","76954","17629.08","21230.36","0","192268","12324","16243"
"2003","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","Paar mit Kind(ern)","Laendlicher Raum","45050.16","41789","5348","15050","28245","56300","77074","136000","44141.49","45958.83","0","444000","44156","45909"
"2003","Paar mit Kind(ern)","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","Sonstige","Laendlicher Raum","29634.43","26772","303","400","12260","46366","56175","106434","26301.07","32967.79","0","106434","25020","35200"
"2003","Sonstige","Staedtischer Raum","35269.82","31730","566","0","10248","52980","68282","171044","32170.86","38368.78","0","199720","38260","46200"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","29870.5","17794","5138","0","0","51350","76949","156554","28594.37","31146.63","0","670363","24150","28008"
"2004","1-Pers.- Haushalt","Laendlicher Raum","10623.08","0","857","0","0","19200","34492","61054","9233.98","12012.18","0","362854","0","473"
"2004","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","Alleinerziehende","Laendlicher Raum","18413.1","15374","568","0","3000","26720","39760","91150","16752.7","20073.5","0","120170","12001","16920"
"2004","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","Paar mit Kind(ern)","Laendlicher Raum","43946.89","41742","5158","11300","28011","56991","73000","129600","42967.73","44926.05","0","659441","44287","46150"
"2004","Paar mit Kind(ern)","Staedtischer Raum","50874.73","46248","9789","15392","31690","63300","86990","168600","50019.85","51729.61","0","696000","50000","51690"
"2004","Sonstige","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","Sonstige","Staedtischer Raum","42278.71","33037.5","516","1104","17537","58750","92200","220928","38740.81","45816.61","0","220928","33890","41900"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","28746.9","14403","4962","0","0","49350","74230","140490","27498.63","29995.17","0","512380","21000","24984"
"2005","1-Pers.- Haushalt","Laendlicher Raum","10530.79","0","870","0","0","18960","34600","72000","9343.53","11718.05","0","169500","0","845"
"2005","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","Alleinerziehende","Laendlicher Raum","15968.31","11998.5","601","0","1454","26700","34484","72000","14392.09","17544.53","0","104400","11500","16013"
"2005","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","Paar mit Kind(ern)","Laendlicher Raum","44244.21","41650","4782","12400","27430","57265","75050","128226","43303.72","45184.7","0","345515","44493","46055"
"2005","Paar mit Kind(ern)","Staedtischer Raum","51745.68","45850","9142","16100","32362","64600","90580","168500","50880.62","52610.74","0","579999","50500","52350"
"2005","Sonstige","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","Sonstige","Staedtischer Raum","40478.48","33030","470","1116","14400","57200","82730","123533","37049.07","43907.89","0","220600","31200","43006"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","29462.56","13935.5","5554","0","0","48950","78400","149583","28216.61","30708.51","0","992880","19500","24024"
"2006","1-Pers.- Haushalt","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","Alleinerziehende","Laendlicher Raum","16215.04","12003.5","702","0","900","24494","41024","90000","14794.24","17635.84","0","107100","12000","15603"
"2006","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","Paar mit Kind(ern)","Laendlicher Raum","45166.23","40722","5048","12950","26400","56325","77240","161400","44211.67","46120.79","0","418565","42600","44200"
"2006","Paar mit Kind(ern)","Staedtischer Raum","51425.92","46393.5","9340","14000","31050","64138","88200","172159","50520.04","52331.8","0","699084","50660","52290"
"2006","Sonstige","Laendlicher Raum","34155.72","26520","304","0","6396","47357","85857","113277","30948.82","37362.62","0","122160","26400","36600"
"2006","Sonstige","Staedtischer Raum","40405.44","36872.5","436","1948","17880","56500","84000","123805","37200.53","43610.35","0","197009","35450","44500"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","29296.44","13064","5128","0","0","49700","78197","153592","28024.9","30567.98","0","6e+05","18000","23100"
"2007","1-Pers.- Haushalt","Laendlicher Raum","11338.86","0","994","0","0","18600","33738","79800","10057.67","12620.05","0","241898","0","877"
"2007","1-Pers.- Haushalt","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","Alleinerziehende","Laendlicher Raum","18062.11","12525","653","0","1375","28560","43839","77610","16459.8","19664.42","0","103100","12100","16064"
"2007","Alleinerziehende","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","Paar mit Kind(ern)","Laendlicher Raum","46878.89","42222.5","4639","15530","29482","59278","80750","171862","45867.36","47890.42","0","414509","44400","46258"
