,Unnamed: 0,year,bula_h,rentown,hlc0061_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
333,333,2016,Schleswig-Holstein,Tenant,No,1.0,256,13914,0.87446,1.1207
334,334,2016,Hamburg,Owner,No,1.0,72,13914,0.79343,1.23448
335,335,2016,Hamburg,Tenant,No,1.0,181,13914,0.84999,1.13724
336,336,2016,Lower Saxony,Owner,No,1.0,686,13914,0.91539,1.0759
337,337,2016,Lower Saxony,Tenant,No,1.0,627,13914,0.89856,1.0891
338,338,2016,Bremen,Owner,No,1.0,35,13914,0.61741,1.43491
339,339,2016,Bremen,Tenant,No,1.0,69,13914,0.70665,1.26576
340,340,2016,North Rhine-Westphalia,Owner,No,1.0,1193,13914,0.94072,1.05842
341,341,2016,North Rhine-Westphalia,Tenant,Yes,0.02686,35,13914,0.01765,0.03585
342,342,2016,North Rhine-Westphalia,Tenant,No,0.97314,1641,13914,0.91072,1.02105
343,343,2016,Hesse,Owner,No,1.0,416,13914,0.92015,1.09489
344,344,2016,Hesse,Tenant,No,1.0,528,13914,0.89771,1.08807
345,345,2016,"Rhineland-Palatinate, Saarland",Owner,No,1.0,433,13914,0.90927,1.09262
346,346,2016,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,390,13914,0.9003,1.10961
347,347,2016,Baden-Wuerttemberg,Owner,No,1.0,847,13914,0.91588,1.06855
348,348,2016,Baden-Wuerttemberg,Tenant,No,1.0,754,13914,0.92641,1.06829
349,349,2016,Bavaria,Owner,No,1.0,1062,13914,0.94461,1.066
350,350,2016,Bavaria,Tenant,No,1.0,1161,13914,0.93569,1.06597
351,351,2016,Berlin,Owner,No,1.0,109,13914,0.84188,1.21355
352,352,2016,Berlin,Tenant,No,1.0,482,13914,0.91361,1.08566
353,353,2016,Brandenburg,Owner,No,1.0,248,13914,0.8786,1.13784
354,354,2016,Brandenburg,Tenant,No,1.0,293,13914,0.86065,1.15908
355,355,2016,Mecklenburg-Western Pomerania,Owner,No,1.0,102,13914,0.81049,1.20339
356,356,2016,Mecklenburg-Western Pomerania,Tenant,No,1.0,205,13914,0.87389,1.16718
357,357,2016,Saxony,Owner,No,1.0,291,13914,0.88751,1.10947
358,358,2016,Saxony,Tenant,No,1.0,540,13914,0.91921,1.08804
359,359,2016,Saxony-Anhalt,Owner,No,1.0,207,13914,0.86028,1.137
360,360,2016,Saxony-Anhalt,Tenant,No,1.0,293,13914,0.88722,1.11385
361,361,2016,Thuringa,Owner,No,1.0,233,13914,0.83426,1.12824
362,362,2016,Thuringa,Tenant,No,1.0,294,13914,0.88686,1.12043
363,363,2017,Schleswig-Holstein,Owner,No,1.0,282,17089,0.8811,1.13435
364,364,2017,Schleswig-Holstein,Tenant,No,1.0,393,17089,0.86696,1.17377
365,365,2017,Hamburg,Owner,No,1.0,80,17089,0.80417,1.21338
366,366,2017,Hamburg,Tenant,No,1.0,234,17089,0.85455,1.14263
367,367,2017,Lower Saxony,Owner,No,1.0,803,17089,0.93347,1.08403
368,368,2017,Lower Saxony,Tenant,No,1.0,904,17089,0.92349,1.0941
369,369,2017,Bremen,Owner,No,1.0,45,17089,0.70512,1.34841
370,370,2017,Bremen,Tenant,No,1.0,131,17089,0.76848,1.27865
371,371,2017,North Rhine-Westphalia,Owner,No,1.0,1388,17089,0.94876,1.05054
372,372,2017,North Rhine-Westphalia,Tenant,Yes,0.02688,32,17089,0.0176,0.03718
373,373,2017,North Rhine-Westphalia,Tenant,No,0.97312,2103,17089,0.92428,1.02507
374,374,2017,Hesse,Owner,No,1.0,460,17089,0.90589,1.0857
375,375,2017,Hesse,Tenant,No,1.0,716,17089,0.91575,1.09463
376,376,2017,"Rhineland-Palatinate, Saarland",Owner,No,1.0,456,17089,0.92276,1.08965
377,377,2017,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,534,17089,0.89905,1.10566
378,378,2017,Baden-Wuerttemberg,Owner,No,1.0,912,17089,0.94429,1.06885
379,379,2017,Baden-Wuerttemberg,Tenant,No,1.0,1000,17089,0.92982,1.07519
380,380,2017,Bavaria,Owner,No,1.0,1164,17089,0.9426,1.05327
381,381,2017,Bavaria,Tenant,No,1.0,1456,17089,0.93958,1.06499
382,382,2017,Berlin,Owner,No,1.0,112,17089,0.84718,1.18187
383,383,2017,Berlin,Tenant,No,1.0,573,17089,0.91964,1.08532
384,384,2017,Brandenburg,Owner,No,1.0,274,17089,0.89873,1.12971
385,385,2017,Brandenburg,Tenant,No,1.0,412,17089,0.88009,1.1407
386,386,2017,Mecklenburg-Western Pomerania,Owner,No,1.0,123,17089,0.8145,1.1894
387,387,2017,Mecklenburg-Western Pomerania,Tenant,No,1.0,256,17089,0.84885,1.20241
388,388,2017,Saxony,Owner,No,1.0,353,17089,0.88776,1.12459
389,389,2017,Saxony,Tenant,No,1.0,684,17089,0.90678,1.08319
390,390,2017,Saxony-Anhalt,Owner,No,1.0,228,17089,0.87809,1.12786
391,391,2017,Saxony-Anhalt,Tenant,No,1.0,367,17089,0.89449,1.12978
392,392,2017,Thuringa,Owner,No,1.0,263,17089,0.85413,1.14814
393,393,2017,Thuringa,Tenant,No,1.0,351,17089,0.8853,1.12967
394,394,2018,Schleswig-Holstein,Owner,No,1.0,267,17559,0.87209,1.11093
395,395,2018,Schleswig-Holstein,Tenant,No,1.0,393,17559,0.84871,1.11919
396,396,2018,Hamburg,Owner,No,1.0,75,17559,0.77636,1.20496
397,397,2018,Hamburg,Tenant,No,1.0,273,17559,0.85162,1.15235
398,398,2018,Lower Saxony,Owner,No,1.0,750,17559,0.90565,1.07864
399,399,2018,Lower Saxony,Tenant,Yes,0.05428,36,17559,0.03338,0.07472
400,400,2018,Lower Saxony,Tenant,No,0.94572,994,17559,0.87278,1.04618
401,401,2018,Bremen,Owner,No,1.0,52,17559,0.62892,1.35949
402,402,2018,Bremen,Tenant,No,1.0,126,17559,0.73803,1.28281
403,403,2018,North Rhine-Westphalia,Owner,No,1.0,1329,17559,0.9473,1.05193
404,404,2018,North Rhine-Westphalia,Tenant,Yes,0.03249,49,17559,0.02319,0.04493
405,405,2018,North Rhine-Westphalia,Tenant,No,0.96751,2363,17559,0.91538,1.00917
406,406,2018,Hesse,Owner,No,1.0,441,17559,0.89187,1.10517
407,407,2018,Hesse,Tenant,No,1.0,761,17559,0.90464,1.12265
408,408,2018,"Rhineland-Palatinate, Saarland",Owner,No,1.0,441,17559,0.9148,1.07392
409,409,2018,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,598,17559,0.88917,1.13557
410,410,2018,Baden-Wuerttemberg,Owner,No,1.0,868,17559,0.94033,1.07825
411,411,2018,Baden-Wuerttemberg,Tenant,No,1.0,978,17559,0.92952,1.08752
412,412,2018,Bavaria,Owner,No,1.0,1139,17559,0.93294,1.06608
413,413,2018,Bavaria,Tenant,Yes,0.03353,32,17559,0.01896,0.04917
414,414,2018,Bavaria,Tenant,No,0.96647,1449,17559,0.90482,1.03183
415,415,2018,Berlin,Owner,No,1.0,112,17559,0.84725,1.16437
416,416,2018,Berlin,Tenant,No,1.0,649,17559,0.91027,1.08122
417,417,2018,Brandenburg,Owner,No,1.0,263,17559,0.87943,1.11996
418,418,2018,Brandenburg,Tenant,No,1.0,445,17559,0.87518,1.13638
419,419,2018,Mecklenburg-Western Pomerania,Owner,No,1.0,120,17559,0.84001,1.1808
420,420,2018,Mecklenburg-Western Pomerania,Tenant,No,1.0,280,17559,0.84809,1.15061
421,421,2018,Saxony,Owner,No,1.0,343,17559,0.9125,1.11581
422,422,2018,Saxony,Tenant,No,1.0,695,17559,0.91344,1.08642
423,423,2018,Saxony-Anhalt,Owner,No,1.0,222,17559,0.88307,1.12933
424,424,2018,Saxony-Anhalt,Tenant,No,1.0,388,17559,0.88229,1.13437
425,425,2018,Thuringa,Owner,No,1.0,244,17559,0.84411,1.16335
426,426,2018,Thuringa,Tenant,No,1.0,384,17559,0.89254,1.12735
427,427,2019,Schleswig-Holstein,Owner,No,1.0,336,18129,0.87992,1.12511
428,428,2019,Schleswig-Holstein,Tenant,No,1.0,369,18129,0.83733,1.14809
429,429,2019,Hamburg,Owner,No,1.0,110,18129,0.81667,1.22827
430,430,2019,Hamburg,Tenant,No,1.0,269,18129,0.86727,1.14712
431,431,2019,Lower Saxony,Owner,No,1.0,809,18129,0.9189,1.09419
432,432,2019,Lower Saxony,Tenant,Yes,0.05152,32,18129,0.03698,0.07107
433,433,2019,Lower Saxony,Tenant,No,0.94848,911,18129,0.86165,1.04136
434,434,2019,Bremen,Owner,No,1.0,49,18129,0.64182,1.44436
435,435,2019,Bremen,Tenant,No,1.0,122,18129,0.77118,1.23384
436,436,2019,North Rhine-Westphalia,Owner,No,1.0,1560,18129,0.92443,1.0633
437,437,2019,North Rhine-Westphalia,Tenant,Yes,0.04116,53,18129,0.02676,0.05463
438,438,2019,North Rhine-Westphalia,Tenant,No,0.95884,2241,18129,0.89982,1.00866
439,439,2019,Hesse,Owner,No,1.0,537,18129,0.90007,1.10679
440,440,2019,Hesse,Tenant,No,1.0,732,18129,0.90378,1.0878
441,441,2019,"Rhineland-Palatinate, Saarland",Owner,No,1.0,489,18129,0.91984,1.10336
442,442,2019,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,545,18129,0.88864,1.11455
443,443,2019,Baden-Wuerttemberg,Owner,No,1.0,960,18129,0.92468,1.08492
444,444,2019,Baden-Wuerttemberg,Tenant,No,1.0,955,18129,0.91461,1.07962
445,445,2019,Bavaria,Owner,No,1.0,1306,18129,0.92743,1.07326
446,446,2019,Bavaria,Tenant,Yes,0.02883,32,18129,0.01885,0.04185
447,447,2019,Bavaria,Tenant,No,0.97117,1415,18129,0.9092,1.03581
448,448,2019,Berlin,Owner,No,1.0,154,18129,0.78608,1.21065
449,449,2019,Berlin,Tenant,No,1.0,632,18129,0.91569,1.07643
450,450,2019,Brandenburg,Owner,No,1.0,354,18129,0.88437,1.14462
451,451,2019,Brandenburg,Tenant,No,1.0,424,18129,0.86055,1.15722
452,452,2019,Mecklenburg-Western Pomerania,Owner,No,1.0,160,18129,0.78383,1.23372
453,453,2019,Mecklenburg-Western Pomerania,Tenant,No,1.0,256,18129,0.86459,1.15267
454,454,2019,Saxony,Owner,No,1.0,417,18129,0.87256,1.14969
455,455,2019,Saxony,Tenant,No,1.0,662,18129,0.91772,1.10231
456,456,2019,Saxony-Anhalt,Owner,No,1.0,260,18129,0.8616,1.14
457,457,2019,Saxony-Anhalt,Tenant,No,1.0,346,18129,0.86225,1.15334
458,458,2019,Thuringa,Owner,No,1.0,284,18129,0.8177,1.20523
459,459,2019,Thuringa,Tenant,No,1.0,348,18129,0.88527,1.15756
460,460,2020,Schleswig-Holstein,Owner,No,1.0,292,18854,0.88863,1.13169
461,461,2020,Schleswig-Holstein,Tenant,No,1.0,385,18854,0.84859,1.14684
462,462,2020,Hamburg,Owner,No,1.0,98,18854,0.76353,1.31194
463,463,2020,Hamburg,Tenant,No,1.0,322,18854,0.86963,1.17596
464,464,2020,Lower Saxony,Owner,No,1.0,723,18854,0.91488,1.07998
465,465,2020,Lower Saxony,Tenant,No,1.0,1046,18854,0.89415,1.08757
466,466,2020,Bremen,Owner,No,1.0,50,18854,0.68286,1.35844
467,467,2020,Bremen,Tenant,No,1.0,160,18854,0.7169,1.40094
468,468,2020,North Rhine-Westphalia,Owner,No,1.0,1335,18854,0.94455,1.06978
469,469,2020,North Rhine-Westphalia,Tenant,Yes,0.04103,61,18854,0.03008,0.05293
470,470,2020,North Rhine-Westphalia,Tenant,No,0.95897,2909,18854,0.89769,1.01221
471,471,2020,Hesse,Owner,No,1.0,469,18854,0.90663,1.11068
472,472,2020,Hesse,Tenant,No,1.0,847,18854,0.89186,1.12721
473,473,2020,"Rhineland-Palatinate, Saarland",Owner,No,1.0,429,18854,0.90044,1.10547
474,474,2020,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,592,18854,0.87444,1.13361
475,475,2020,Baden-Wuerttemberg,Owner,No,1.0,855,18854,0.91595,1.08415
476,476,2020,Baden-Wuerttemberg,Tenant,No,1.0,1083,18854,0.90139,1.07674
477,477,2020,Bavaria,Owner,No,1.0,1149,18854,0.93217,1.06437
478,478,2020,Bavaria,Tenant,No,1.0,1673,18854,0.92687,1.08086
479,479,2020,Berlin,Owner,No,1.0,137,18854,0.80398,1.19163
480,480,2020,Berlin,Tenant,No,1.0,870,18854,0.9035,1.10539
481,481,2020,Brandenburg,Owner,No,1.0,319,18854,0.88681,1.11482
482,482,2020,Brandenburg,Tenant,No,1.0,413,18854,0.88437,1.13544
483,483,2020,Mecklenburg-Western Pomerania,Owner,No,1.0,121,18854,0.77865,1.29538
484,484,2020,Mecklenburg-Western Pomerania,Tenant,No,1.0,239,18854,0.83655,1.17189
485,485,2020,Saxony,Owner,No,1.0,366,18854,0.87189,1.1438
486,486,2020,Saxony,Tenant,No,1.0,698,18854,0.91671,1.10863
487,487,2020,Saxony-Anhalt,Owner,No,1.0,242,18854,0.85903,1.14996
488,488,2020,Saxony-Anhalt,Tenant,No,1.0,358,18854,0.88436,1.15267
489,489,2020,Thuringa,Owner,No,1.0,249,18854,0.84169,1.20934
490,490,2020,Thuringa,Tenant,No,1.0,364,18854,0.87729,1.13378
491,491,2021,Schleswig-Holstein,Owner,No,1.0,240,12229,0.82584,1.16062
492,492,2021,Schleswig-Holstein,Tenant,No,1.0,267,12229,0.81472,1.20543
493,493,2021,Hamburg,Owner,No,1.0,76,12229,0.71827,1.33249
494,494,2021,Hamburg,Tenant,No,1.0,220,12229,0.83625,1.17756
495,495,2021,Lower Saxony,Owner,No,1.0,564,12229,0.90904,1.12038
496,496,2021,Lower Saxony,Tenant,No,1.0,617,12229,0.90999,1.12506
497,497,2021,Bremen,Tenant,No,1.0,80,12229,0.69164,1.40327
498,498,2021,North Rhine-Westphalia,Owner,No,1.0,995,12229,0.92086,1.08912
499,499,2021,North Rhine-Westphalia,Tenant,No,1.0,1631,12229,0.93502,1.07709
500,500,2021,Hesse,Owner,No,1.0,322,12229,0.87566,1.1274
501,501,2021,Hesse,Tenant,No,1.0,516,12229,0.86648,1.13433
502,502,2021,"Rhineland-Palatinate, Saarland",Owner,No,1.0,295,12229,0.89359,1.11974
503,503,2021,"Rhineland-Palatinate, Saarland",Tenant,No,1.0,330,12229,0.84867,1.1505
504,504,2021,Baden-Wuerttemberg,Owner,No,1.0,639,12229,0.9044,1.08948
505,505,2021,Baden-Wuerttemberg,Tenant,No,1.0,674,12229,0.89427,1.11173
506,506,2021,Bavaria,Owner,No,1.0,851,12229,0.92652,1.0955
507,507,2021,Bavaria,Tenant,No,1.0,979,12229,0.91919,1.07701
508,508,2021,Berlin,Owner,No,1.0,107,12229,0.78233,1.2645
509,509,2021,Berlin,Tenant,No,1.0,532,12229,0.86582,1.12223
510,510,2021,Brandenburg,Owner,No,1.0,227,12229,0.83522,1.16292
511,511,2021,Brandenburg,Tenant,No,1.0,246,12229,0.85648,1.15403
512,512,2021,Mecklenburg-Western Pomerania,Owner,No,1.0,99,12229,0.75575,1.30984
513,513,2021,Mecklenburg-Western Pomerania,Tenant,No,1.0,167,12229,0.83678,1.18948
514,514,2021,Saxony,Owner,No,1.0,261,12229,0.85952,1.15625
515,515,2021,Saxony,Tenant,No,1.0,493,12229,0.90147,1.11825
516,516,2021,Saxony-Anhalt,Owner,No,1.0,149,12229,0.82485,1.19755
517,517,2021,Saxony-Anhalt,Tenant,No,1.0,241,12229,0.81815,1.14881
518,518,2021,Thuringa,Owner,No,1.0,168,12229,0.81642,1.25781
519,519,2021,Thuringa,Tenant,No,1.0,243,12229,0.85419,1.15656
