year,bula_h,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Baden-Wuerttemberg,Just Right,0.70809,950,1280,0.68318,0.73301
2005,Baden-Wuerttemberg,A Bit Too Large,0.11208,137,1280,0.09479,0.12937
2005,Bavaria,A Bit Too Small,0.14331,225,1505,0.12560,0.16102
2005,Bavaria,Just Right,0.71081,1108,1505,0.68790,0.73372
2005,Bavaria,A Bit Too Large,0.11521,172,1505,0.09907,0.13134
2005,Berlin,A Bit Too Small,0.17432,88,448,0.13915,0.20949
2005,Berlin,Just Right,0.73600,328,448,0.69514,0.77686
2005,Berlin,A Bit Too Large,0.06521,32,448,0.04232,0.08810
2005,Brandenburg,A Bit Too Small,0.13735,69,460,0.10586,0.16884
2005,Brandenburg,Just Right,0.75807,355,460,0.71890,0.79725
2005,Brandenburg,A Bit Too Large,0.07979,36,460,0.05500,0.10458
2005,Mecklenburg-Western Pomerania,A Bit Too Small,0.10904,31,271,0.07187,0.14622
2005,Mecklenburg-Western Pomerania,Just Right,0.77558,207,271,0.72582,0.82535
2005,Mecklenburg-Western Pomerania,A Bit Too Large,0.10299,33,271,0.06673,0.13924
2005,Saxony,A Bit Too Small,0.11976,96,792,0.09713,0.14238
2005,Saxony,Just Right,0.78394,624,792,0.75526,0.81262
2005,Saxony,A Bit Too Large,0.06746,72,792,0.04998,0.08494
2005,Saxony-Anhalt,A Bit Too Small,0.10913,49,463,0.08070,0.13756
2005,Saxony-Anhalt,Just Right,0.75463,360,463,0.71539,0.79387
2005,Saxony-Anhalt,A Bit Too Large,0.12617,54,463,0.09589,0.15644
2005,Thuringa,A Bit Too Small,0.12646,59,453,0.09582,0.15711
2005,Thuringa,Just Right,0.78438,355,453,0.74646,0.82229
2005,Thuringa,A Bit Too Large,0.07284,39,453,0.04889,0.09680
2006,Schleswig-Holstein,A Bit Too Small,0.09389,36,369,0.06409,0.12369
2006,Schleswig-Holstein,Just Right,0.76469,296,369,0.72134,0.80803
2006,Schleswig-Holstein,A Bit Too Large,0.08762,37,369,0.05873,0.11650
2006,Hamburg,A Bit Too Small,0.18538,36,177,0.12797,0.24279
2006,Hamburg,Just Right,0.70077,141,177,0.63311,0.76842
2006,Lower Saxony,A Bit Too Small,0.10907,104,1032,0.09004,0.12809
2006,Lower Saxony,Just Right,0.67811,758,1032,0.64959,0.70663
2006,Lower Saxony,A Bit Too Large,0.17093,170,1032,0.14795,0.19391
2006,Bremen,Just Right,0.71778,65,65,0.60751,0.82805
2006,North Rhine-Westphalia,Much Too Small,0.01507,33,2533,0.01033,0.01982
2006,North Rhine-Westphalia,A Bit Too Small,0.12053,298,2533,0.10785,0.13321
2006,North Rhine-Westphalia,Just Right,0.73504,1876,2533,0.71785,0.75223
2006,North Rhine-Westphalia,A Bit Too Large,0.11447,285,2533,0.10207,0.12687
2006,North Rhine-Westphalia,Much Too Large,0.01489,41,2533,0.01017,0.01960
2006,Hesse,A Bit Too Small,0.19874,147,811,0.17126,0.22622
2006,Hesse,Just Right,0.63109,544,811,0.59786,0.66432
2006,Hesse,A Bit Too Large,0.12279,120,811,0.10018,0.14539
2006,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10401,80,696,0.08131,0.12670
2006,"Rhineland-Palatinate, Saarland",Just Right,0.67700,499,696,0.64224,0.71177
2006,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16570,117,696,0.13806,0.19335
2006,Baden-Wuerttemberg,A Bit Too Small,0.13689,201,1427,0.11905,0.15473
2006,Baden-Wuerttemberg,Just Right,0.71050,1060,1427,0.68696,0.73404
2006,Baden-Wuerttemberg,A Bit Too Large,0.11733,166,1427,0.10063,0.13403
2006,Bavaria,A Bit Too Small,0.15400,259,1670,0.13669,0.17132
2006,Bavaria,Just Right,0.69341,1203,1670,0.67128,0.71553
2006,Bavaria,A Bit Too Large,0.12014,208,1670,0.10454,0.13574
2006,Berlin,A Bit Too Small,0.19265,94,472,0.15703,0.22827
2006,Berlin,Just Right,0.70745,341,472,0.66637,0.74854
2006,Berlin,A Bit Too Large,0.07728,37,472,0.05316,0.10139
2006,Brandenburg,A Bit Too Small,0.11683,64,514,0.08903,0.14462
2006,Brandenburg,Just Right,0.75185,402,514,0.71448,0.78923
2006,Brandenburg,A Bit Too Large,0.10535,48,514,0.07878,0.13192
2006,Mecklenburg-Western Pomerania,A Bit Too Small,0.09640,32,295,0.06267,0.13014
2006,Mecklenburg-Western Pomerania,Just Right,0.76824,227,295,0.72001,0.81647
2006,Mecklenburg-Western Pomerania,A Bit Too Large,0.10149,36,295,0.06697,0.13601
2006,Saxony,A Bit Too Small,0.09204,87,859,0.07269,0.11138
2006,Saxony,Just Right,0.79921,677,859,0.77241,0.82602
2006,Saxony,A Bit Too Large,0.08806,95,859,0.06910,0.10703
2006,Saxony-Anhalt,A Bit Too Small,0.11688,65,481,0.08814,0.14562
2006,Saxony-Anhalt,Just Right,0.79070,373,481,0.75430,0.82709
2006,Saxony-Anhalt,A Bit Too Large,0.08335,43,481,0.05862,0.10807
2006,Thuringa,A Bit Too Small,0.12065,58,505,0.09221,0.14908
2006,Thuringa,Just Right,0.77108,391,505,0.73440,0.80776
2006,Thuringa,A Bit Too Large,0.09712,56,505,0.07127,0.12297
2007,Schleswig-Holstein,A Bit Too Small,0.10754,39,354,0.07522,0.13986
2007,Schleswig-Holstein,Just Right,0.75594,272,354,0.71113,0.80075
2007,Schleswig-Holstein,A Bit Too Large,0.10863,43,354,0.07617,0.14109
2007,Hamburg,A Bit Too Small,0.18194,39,173,0.12428,0.23960
2007,Hamburg,Just Right,0.72769,134,173,0.66116,0.79422
2007,Lower Saxony,A Bit Too Small,0.11506,108,975,0.09502,0.13510
2007,Lower Saxony,Just Right,0.67215,693,975,0.64266,0.70163
2007,Lower Saxony,A Bit Too Large,0.18208,174,975,0.15784,0.20631
2007,Bremen,Just Right,0.78184,68,68,0.68295,0.88074
2007,North Rhine-Westphalia,A Bit Too Small,0.12788,294,2314,0.11427,0.14149
2007,North Rhine-Westphalia,Just Right,0.72576,1718,2314,0.70758,0.74394
2007,North Rhine-Westphalia,A Bit Too Large,0.11706,263,2314,0.10396,0.13016
2007,North Rhine-Westphalia,Much Too Large,0.01513,39,2314,0.01015,0.02010
2007,Hesse,A Bit Too Small,0.15984,116,758,0.13374,0.18595
2007,Hesse,Just Right,0.68909,528,758,0.65611,0.72206
2007,Hesse,A Bit Too Large,0.11997,114,758,0.09682,0.14312
2007,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10513,75,643,0.08141,0.12886
2007,"Rhineland-Palatinate, Saarland",Just Right,0.72394,470,643,0.68936,0.75852
2007,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.14487,98,643,0.11764,0.17210
2007,Baden-Wuerttemberg,A Bit Too Small,0.14489,214,1318,0.12588,0.16390
2007,Baden-Wuerttemberg,Just Right,0.70442,958,1318,0.67977,0.72906
2007,Baden-Wuerttemberg,A Bit Too Large,0.12280,146,1318,0.10508,0.14053
2007,Bavaria,A Bit Too Small,0.14473,233,1584,0.12740,0.16207
2007,Bavaria,Just Right,0.70626,1154,1584,0.68382,0.72870
2007,Bavaria,A Bit Too Large,0.11473,197,1584,0.09903,0.13043
2007,Berlin,A Bit Too Small,0.18929,88,454,0.15321,0.22536
2007,Berlin,Just Right,0.71743,330,454,0.67597,0.75889
2007,Berlin,A Bit Too Large,0.06977,36,454,0.04631,0.09323
2007,Brandenburg,A Bit Too Small,0.10411,60,480,0.07676,0.13146
2007,Brandenburg,Just Right,0.79444,381,480,0.75825,0.83063
2007,Brandenburg,A Bit Too Large,0.08887,39,480,0.06339,0.11436
2007,Mecklenburg-Western Pomerania,A Bit Too Small,0.12094,35,239,0.07952,0.16237
2007,Mecklenburg-Western Pomerania,Just Right,0.75033,204,239,0.69534,0.80532
2007,Saxony,A Bit Too Small,0.11770,94,815,0.09556,0.13983
2007,Saxony,Just Right,0.76993,638,815,0.74101,0.79884
2007,Saxony,A Bit Too Large,0.09051,83,815,0.07080,0.11022
2007,Saxony-Anhalt,A Bit Too Small,0.10662,52,453,0.07816,0.13507
2007,Saxony-Anhalt,Just Right,0.76449,350,453,0.72537,0.80361
2007,Saxony-Anhalt,A Bit Too Large,0.11141,51,453,0.08241,0.14042
2007,Thuringa,A Bit Too Small,0.14048,57,478,0.10930,0.17167
2007,Thuringa,Just Right,0.74318,372,478,0.70397,0.78239
2007,Thuringa,A Bit Too Large,0.10000,49,478,0.07308,0.12692
2008,Schleswig-Holstein,A Bit Too Small,0.10439,32,320,0.07083,0.13794
2008,Schleswig-Holstein,Just Right,0.75952,255,320,0.71262,0.80642
2008,Schleswig-Holstein,A Bit Too Large,0.10275,33,320,0.06943,0.13607
2008,Hamburg,A Bit Too Small,0.20465,41,174,0.14453,0.26476
2008,Hamburg,Just Right,0.73429,133,174,0.66847,0.80011
2008,Lower Saxony,A Bit Too Small,0.10172,90,924,0.08222,0.12122
2008,Lower Saxony,Just Right,0.67212,668,924,0.64183,0.70240
2008,Lower Saxony,A Bit Too Large,0.18260,166,924,0.15768,0.20753
2008,Bremen,Just Right,0.73614,62,62,0.62554,0.84674
2008,North Rhine-Westphalia,A Bit Too Small,0.11003,247,2155,0.09682,0.12325
2008,North Rhine-Westphalia,Just Right,0.73920,1613,2155,0.72065,0.75774
2008,North Rhine-Westphalia,A Bit Too Large,0.11894,252,2155,0.10527,0.13261
2008,North Rhine-Westphalia,Much Too Large,0.01926,43,2155,0.01345,0.02506
2008,Hesse,A Bit Too Small,0.18078,116,707,0.15239,0.20917
2008,Hesse,Just Right,0.65961,480,707,0.62466,0.69457
2008,Hesse,A Bit Too Large,0.12347,111,707,0.09920,0.14774
2008,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10394,69,584,0.07916,0.12871
2008,"Rhineland-Palatinate, Saarland",Just Right,0.68204,420,584,0.64424,0.71985
2008,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.15471,95,584,0.12535,0.18406
2008,Baden-Wuerttemberg,A Bit Too Small,0.12468,167,1241,0.10630,0.14307
2008,Baden-Wuerttemberg,Just Right,0.70222,915,1241,0.67677,0.72768
2008,Baden-Wuerttemberg,A Bit Too Large,0.13772,159,1241,0.11853,0.15690
2008,Bavaria,A Bit Too Small,0.15019,218,1481,0.13199,0.16839
2008,Bavaria,Just Right,0.68144,1066,1481,0.65770,0.70518
2008,Bavaria,A Bit Too Large,0.13193,197,1481,0.11469,0.14917
2008,Berlin,A Bit Too Small,0.18097,77,438,0.14488,0.21707
2008,Berlin,Just Right,0.72849,328,438,0.68680,0.77019
2008,Berlin,A Bit Too Large,0.06298,33,438,0.04020,0.08575
2008,Brandenburg,A Bit Too Small,0.11764,68,458,0.08810,0.14718
2008,Brandenburg,Just Right,0.74968,348,458,0.70997,0.78940
2008,Brandenburg,A Bit Too Large,0.11065,42,458,0.08189,0.13941
2008,Mecklenburg-Western Pomerania,Just Right,0.78219,208,241,0.72996,0.83441
2008,Mecklenburg-Western Pomerania,A Bit Too Large,0.08873,33,241,0.05276,0.12471
2008,Saxony,A Bit Too Small,0.12749,88,790,0.10422,0.15077
2008,Saxony,Just Right,0.77348,624,790,0.74427,0.80269
2008,Saxony,A Bit Too Large,0.08200,78,790,0.06286,0.10115
2008,Saxony-Anhalt,A Bit Too Small,0.12703,53,424,0.09529,0.15876
2008,Saxony-Anhalt,Just Right,0.72535,324,424,0.68281,0.76788
2008,Saxony-Anhalt,A Bit Too Large,0.12203,47,424,0.09084,0.15323
2008,Thuringa,A Bit Too Small,0.11218,51,460,0.08331,0.14106
2008,Thuringa,Just Right,0.76049,353,460,0.72145,0.79954
2008,Thuringa,A Bit Too Large,0.10814,56,460,0.07972,0.13655
2009,Schleswig-Holstein,Just Right,0.70407,218,267,0.64922,0.75893
2009,Schleswig-Holstein,A Bit Too Large,0.15394,49,267,0.11057,0.19731
2009,Hamburg,A Bit Too Small,0.20551,36,162,0.14310,0.26793
2009,Hamburg,Just Right,0.71991,126,162,0.65055,0.78927
2009,Lower Saxony,A Bit Too Small,0.12491,91,900,0.10329,0.14652
2009,Lower Saxony,Just Right,0.64665,627,900,0.61540,0.67790
2009,Lower Saxony,A Bit Too Large,0.17442,150,900,0.14961,0.19922
2009,Lower Saxony,Much Too Large,0.04012,32,900,0.02729,0.05295
2009,Bremen,Just Right,0.74668,54,54,0.62959,0.86377
2009,North Rhine-Westphalia,A Bit Too Small,0.12245,243,1998,0.10807,0.13683
2009,North Rhine-Westphalia,Just Right,0.72971,1480,1998,0.71023,0.74919
2009,North Rhine-Westphalia,A Bit Too Large,0.11670,236,1998,0.10262,0.13078
2009,North Rhine-Westphalia,Much Too Large,0.01640,39,1998,0.01083,0.02197
2009,Hesse,A Bit Too Small,0.18153,110,666,0.15223,0.21082
2009,Hesse,Just Right,0.65132,448,666,0.61510,0.68754
2009,Hesse,A Bit Too Large,0.13169,108,666,0.10598,0.15739
2009,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09845,53,552,0.07357,0.12332
2009,"Rhineland-Palatinate, Saarland",Just Right,0.69513,407,552,0.65669,0.73357
2009,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.14825,92,552,0.11858,0.17792
2009,Baden-Wuerttemberg,A Bit Too Small,0.12798,158,1113,0.10834,0.14761
2009,Baden-Wuerttemberg,Just Right,0.66859,790,1113,0.64092,0.69626
2009,Baden-Wuerttemberg,A Bit Too Large,0.16848,165,1113,0.14648,0.19048
2009,Bavaria,A Bit Too Small,0.14878,206,1408,0.13018,0.16737
2009,Bavaria,Just Right,0.68528,1003,1408,0.66101,0.70954
2009,Bavaria,A Bit Too Large,0.13446,199,1408,0.11663,0.15228
2009,Berlin,A Bit Too Small,0.21811,87,421,0.17861,0.25760
2009,Berlin,Just Right,0.68379,296,421,0.63931,0.72826
2009,Berlin,A Bit Too Large,0.06432,38,421,0.04086,0.08778
2009,Brandenburg,A Bit Too Small,0.14040,64,441,0.10794,0.17286
2009,Brandenburg,Just Right,0.74809,341,441,0.70753,0.78865
2009,Brandenburg,A Bit Too Large,0.09593,36,441,0.06841,0.12345
2009,Mecklenburg-Western Pomerania,Just Right,0.76039,201,201,0.70123,0.81955
2009,Saxony,A Bit Too Small,0.12983,92,741,0.10561,0.15404
2009,Saxony,Just Right,0.75488,566,741,0.72389,0.78588
2009,Saxony,A Bit Too Large,0.08708,83,741,0.06676,0.10739
2009,Saxony-Anhalt,A Bit Too Small,0.12576,42,413,0.09374,0.15777
2009,Saxony-Anhalt,Just Right,0.71031,317,413,0.66651,0.75411
2009,Saxony-Anhalt,A Bit Too Large,0.15196,54,413,0.11730,0.18663
2009,Thuringa,A Bit Too Small,0.15066,58,443,0.11731,0.18401
2009,Thuringa,Just Right,0.72291,330,443,0.68119,0.76464
2009,Thuringa,A Bit Too Large,0.10964,55,443,0.08051,0.13877
2010,Schleswig-Holstein,A Bit Too Small,0.12988,78,425,0.09788,0.16188
2010,Schleswig-Holstein,Just Right,0.69612,305,425,0.65234,0.73990
2010,Schleswig-Holstein,A Bit Too Large,0.12147,42,425,0.09038,0.15257
2010,Hamburg,A Bit Too Small,0.19736,61,218,0.14440,0.25032
2010,Hamburg,Just Right,0.69787,157,218,0.63677,0.75896
2010,Lower Saxony,A Bit Too Small,0.10900,184,1228,0.09156,0.12644
2010,Lower Saxony,Just Right,0.66812,848,1228,0.64177,0.69447
2010,Lower Saxony,A Bit Too Large,0.16361,157,1228,0.14292,0.18431
2010,Lower Saxony,Much Too Large,0.04480,39,1228,0.03323,0.05638
2010,Bremen,Just Right,0.72938,65,65,0.62053,0.83823
2010,North Rhine-Westphalia,Much Too Small,0.00960,86,2811,0.00600,0.01321
2010,North Rhine-Westphalia,A Bit Too Small,0.11941,480,2811,0.10742,0.13140
2010,North Rhine-Westphalia,Just Right,0.72832,1936,2811,0.71188,0.74477
2010,North Rhine-Westphalia,A Bit Too Large,0.12280,275,2811,0.11067,0.13494
2010,North Rhine-Westphalia,Much Too Large,0.01986,34,2811,0.01470,0.02501
2010,Hesse,Much Too Small,0.02558,45,947,0.01552,0.03564
2010,Hesse,A Bit Too Small,0.15228,193,947,0.12938,0.17518
2010,Hesse,Just Right,0.67753,613,947,0.64774,0.70731
2010,Hesse,A Bit Too Large,0.12264,96,947,0.10174,0.14354
2010,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10243,103,742,0.08060,0.12427
2010,"Rhineland-Palatinate, Saarland",Just Right,0.68554,526,742,0.65211,0.71898
2010,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.17634,113,742,0.14890,0.20378
2010,Baden-Wuerttemberg,Much Too Small,0.01112,55,1594,0.00597,0.01627
2010,Baden-Wuerttemberg,A Bit Too Small,0.12921,304,1594,0.11274,0.14568
2010,Baden-Wuerttemberg,Just Right,0.67788,1062,1594,0.65493,0.70083
2010,Baden-Wuerttemberg,A Bit Too Large,0.14923,173,1594,0.13173,0.16673
2010,Bavaria,Much Too Small,0.01177,53,2003,0.00705,0.01650
2010,Bavaria,A Bit Too Small,0.15649,371,2003,0.14057,0.17240
2010,Bavaria,Just Right,0.67124,1334,2003,0.65066,0.69181
2010,Bavaria,A Bit Too Large,0.14311,245,2003,0.12777,0.15845
2010,Berlin,A Bit Too Small,0.20155,147,567,0.16850,0.23460
2010,Berlin,Just Right,0.71539,379,567,0.67821,0.75256
2010,Berlin,A Bit Too Large,0.05970,41,567,0.04018,0.07922
2010,Brandenburg,A Bit Too Small,0.13578,93,537,0.10678,0.16478
2010,Brandenburg,Just Right,0.70412,392,537,0.66548,0.74277
2010,Brandenburg,A Bit Too Large,0.12184,52,537,0.09415,0.14953
2010,Mecklenburg-Western Pomerania,A Bit Too Small,0.12972,54,340,0.09395,0.16548
2010,Mecklenburg-Western Pomerania,Just Right,0.72351,247,340,0.67590,0.77112
2010,Mecklenburg-Western Pomerania,A Bit Too Large,0.12642,39,340,0.09105,0.16180
2010,Saxony,A Bit Too Small,0.14357,171,898,0.12063,0.16652
2010,Saxony,Just Right,0.72618,647,898,0.69700,0.75536
2010,Saxony,A Bit Too Large,0.09976,80,898,0.08015,0.11937
2010,Saxony-Anhalt,A Bit Too Small,0.13200,83,510,0.10260,0.16141
2010,Saxony-Anhalt,Just Right,0.69317,365,510,0.65311,0.73324
2010,Saxony-Anhalt,A Bit Too Large,0.15765,62,510,0.12599,0.18931
2010,Thuringa,A Bit Too Small,0.11679,85,518,0.08911,0.14448
2010,Thuringa,Just Right,0.76156,386,518,0.72483,0.79830
2010,Thuringa,A Bit Too Large,0.08148,47,518,0.05790,0.10506
2011,Schleswig-Holstein,A Bit Too Small,0.09791,94,584,0.07379,0.12204
2011,Schleswig-Holstein,Just Right,0.74090,433,584,0.70534,0.77647
2011,Schleswig-Holstein,A Bit Too Large,0.13915,57,584,0.11105,0.16724
2011,Hamburg,A Bit Too Small,0.19189,71,241,0.14207,0.24172
2011,Hamburg,Just Right,0.67573,170,241,0.61651,0.73495
2011,Lower Saxony,Much Too Small,0.01819,31,1514,0.01146,0.02493
2011,Lower Saxony,A Bit Too Small,0.10212,190,1514,0.08686,0.11737
2011,Lower Saxony,Just Right,0.68056,1044,1514,0.65707,0.70406
2011,Lower Saxony,A Bit Too Large,0.16376,212,1514,0.14511,0.18240
2011,Lower Saxony,Much Too Large,0.03537,37,1514,0.02606,0.04468
2011,Bremen,Just Right,0.75922,83,83,0.66668,0.85176
2011,North Rhine-Westphalia,Much Too Small,0.01057,79,3294,0.00708,0.01407
2011,North Rhine-Westphalia,A Bit Too Small,0.12640,528,3294,0.11505,0.13775
2011,North Rhine-Westphalia,Just Right,0.71005,2274,3294,0.69455,0.72554
2011,North Rhine-Westphalia,A Bit Too Large,0.13582,374,3294,0.12412,0.14752
2011,North Rhine-Westphalia,Much Too Large,0.01716,39,3294,0.01272,0.02159
2011,Hesse,Much Too Small,0.02421,52,1136,0.01527,0.03315
2011,Hesse,A Bit Too Small,0.15086,212,1136,0.13004,0.17168
2011,Hesse,Just Right,0.66694,731,1136,0.63952,0.69436
2011,Hesse,A Bit Too Large,0.13827,141,1136,0.11819,0.15835
2011,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09684,114,898,0.07748,0.11619
2011,"Rhineland-Palatinate, Saarland",Just Right,0.68899,650,898,0.65869,0.71928
2011,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16084,134,898,0.13680,0.18488
2011,Baden-Wuerttemberg,Much Too Small,0.01292,61,2001,0.00797,0.01787
2011,Baden-Wuerttemberg,A Bit Too Small,0.11368,320,2001,0.09977,0.12759
2011,Baden-Wuerttemberg,Just Right,0.69972,1360,2001,0.67963,0.71981
2011,Baden-Wuerttemberg,A Bit Too Large,0.14198,223,2001,0.12668,0.15727
2011,Baden-Wuerttemberg,Much Too Large,0.03170,37,2001,0.02403,0.03938
2011,Bavaria,Much Too Small,0.01292,58,2574,0.00856,0.01728
2011,Bavaria,A Bit Too Small,0.16030,456,2574,0.14613,0.17448
2011,Bavaria,Just Right,0.66521,1704,2574,0.64698,0.68345
2011,Bavaria,A Bit Too Large,0.14177,315,2574,0.12829,0.15525
2011,Bavaria,Much Too Large,0.01979,41,2574,0.01441,0.02518
2011,Berlin,A Bit Too Small,0.20302,144,645,0.17195,0.23409
2011,Berlin,Just Right,0.69509,452,645,0.65953,0.73064
2011,Berlin,A Bit Too Large,0.07571,49,645,0.05528,0.09614
2011,Brandenburg,A Bit Too Small,0.11563,100,650,0.09103,0.14023
2011,Brandenburg,Just Right,0.73480,490,650,0.70083,0.76876
2011,Brandenburg,A Bit Too Large,0.11871,60,650,0.09382,0.14359
2011,Mecklenburg-Western Pomerania,A Bit Too Small,0.12648,67,391,0.09349,0.15947
2011,Mecklenburg-Western Pomerania,Just Right,0.71970,283,391,0.67513,0.76428
2011,Mecklenburg-Western Pomerania,A Bit Too Large,0.11693,41,391,0.08503,0.14882
2011,Saxony,A Bit Too Small,0.13173,178,1028,0.11105,0.15242
2011,Saxony,Just Right,0.74270,755,1028,0.71597,0.76944
2011,Saxony,A Bit Too Large,0.11040,95,1028,0.09123,0.12957
2011,Saxony-Anhalt,A Bit Too Small,0.11527,100,630,0.09032,0.14023
2011,Saxony-Anhalt,Just Right,0.74534,469,630,0.71129,0.77939
2011,Saxony-Anhalt,A Bit Too Large,0.11458,61,630,0.08969,0.13948
2011,Thuringa,A Bit Too Small,0.12914,100,634,0.10302,0.15527
2011,Thuringa,Just Right,0.75487,465,634,0.72136,0.78838
2011,Thuringa,A Bit Too Large,0.09907,69,634,0.07579,0.12234
2012,Schleswig-Holstein,A Bit Too Small,0.07841,71,580,0.05651,0.10031
2012,Schleswig-Holstein,Just Right,0.75949,452,580,0.72467,0.79430
2012,Schleswig-Holstein,A Bit Too Large,0.12129,57,580,0.09470,0.14788
2012,Hamburg,A Bit Too Small,0.17063,61,245,0.12343,0.21783
2012,Hamburg,Just Right,0.71285,184,245,0.65608,0.76962
2012,Lower Saxony,A Bit Too Small,0.09713,189,1460,0.08193,0.11232
2012,Lower Saxony,Just Right,0.68631,1021,1460,0.66250,0.71012
2012,Lower Saxony,A Bit Too Large,0.17180,214,1460,0.15244,0.19115
2012,Lower Saxony,Much Too Large,0.03466,36,1460,0.02527,0.04404
2012,Bremen,A Bit Too Small,0.18209,32,115,0.11124,0.25293
2012,Bremen,Just Right,0.76466,83,115,0.68679,0.84253
2012,North Rhine-Westphalia,Much Too Small,0.01257,71,3205,0.00871,0.01642
2012,North Rhine-Westphalia,A Bit Too Small,0.11477,490,3205,0.10374,0.12581
2012,North Rhine-Westphalia,Just Right,0.71711,2234,3205,0.70152,0.73271
2012,North Rhine-Westphalia,A Bit Too Large,0.12932,344,3205,0.11770,0.14094
2012,North Rhine-Westphalia,Much Too Large,0.02623,66,3205,0.02069,0.03176
2012,Hesse,Much Too Small,0.01931,31,1113,0.01122,0.02739
2012,Hesse,A Bit Too Small,0.13880,206,1113,0.11848,0.15912
2012,Hesse,Just Right,0.67519,725,1113,0.64766,0.70271
2012,Hesse,A Bit Too Large,0.14656,151,1113,0.12577,0.16735
2012,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09358,109,893,0.07446,0.11269
2012,"Rhineland-Palatinate, Saarland",Just Right,0.70735,653,893,0.67749,0.73720
2012,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16522,131,893,0.14085,0.18960
2012,Baden-Wuerttemberg,Much Too Small,0.01789,45,1904,0.01193,0.02384
2012,Baden-Wuerttemberg,A Bit Too Small,0.11490,276,1904,0.10057,0.12922
2012,Baden-Wuerttemberg,Just Right,0.69625,1310,1904,0.67559,0.71691
2012,Baden-Wuerttemberg,A Bit Too Large,0.14270,230,1904,0.12698,0.15841
2012,Baden-Wuerttemberg,Much Too Large,0.02827,43,1904,0.02083,0.03572
2012,Bavaria,Much Too Small,0.02224,59,2532,0.01650,0.02799
2012,Bavaria,A Bit Too Small,0.13535,412,2532,0.12203,0.14868
2012,Bavaria,Just Right,0.68098,1710,2532,0.66282,0.69914
2012,Bavaria,A Bit Too Large,0.14599,314,2532,0.13223,0.15975
2012,Bavaria,Much Too Large,0.01543,37,2532,0.01063,0.02023
2012,Berlin,A Bit Too Small,0.18613,138,673,0.15670,0.21555
2012,Berlin,Just Right,0.70617,478,673,0.67173,0.74061
2012,Berlin,A Bit Too Large,0.08253,57,673,0.06172,0.10333
2012,Brandenburg,A Bit Too Small,0.13397,93,644,0.10764,0.16030
2012,Brandenburg,Just Right,0.72499,482,644,0.69048,0.75950
2012,Brandenburg,A Bit Too Large,0.11071,69,644,0.08646,0.13497
2012,Mecklenburg-Western Pomerania,A Bit Too Small,0.14221,54,381,0.10709,0.17733
2012,Mecklenburg-Western Pomerania,Just Right,0.68000,275,381,0.63309,0.72690
2012,Mecklenburg-Western Pomerania,A Bit Too Large,0.13813,52,381,0.10344,0.17282
2012,Saxony,A Bit Too Small,0.11903,164,1046,0.09940,0.13867
2012,Saxony,Just Right,0.74877,783,1046,0.72247,0.77506
2012,Saxony,A Bit Too Large,0.11592,99,1046,0.09651,0.13533
2012,Saxony-Anhalt,A Bit Too Small,0.09570,74,600,0.07214,0.11926
2012,Saxony-Anhalt,Just Right,0.74679,458,600,0.71196,0.78161
2012,Saxony-Anhalt,A Bit Too Large,0.13058,68,600,0.10360,0.15757
2012,Thuringa,A Bit Too Small,0.12102,85,623,0.09539,0.14666
2012,Thuringa,Just Right,0.76662,471,623,0.73338,0.79986
2012,Thuringa,A Bit Too Large,0.09773,67,623,0.07440,0.12107
2013,Schleswig-Holstein,A Bit Too Small,0.11818,96,623,0.09281,0.14355
2013,Schleswig-Holstein,Just Right,0.69545,463,623,0.65928,0.73162
2013,Schleswig-Holstein,A Bit Too Large,0.14254,64,623,0.11506,0.17001
2013,Hamburg,A Bit Too Small,0.17519,75,301,0.13217,0.21820
2013,Hamburg,Just Right,0.72895,226,301,0.67865,0.77925
2013,Lower Saxony,Much Too Small,0.02307,44,1628,0.01578,0.03037
2013,Lower Saxony,A Bit Too Small,0.09304,209,1628,0.07892,0.10715
2013,Lower Saxony,Just Right,0.69017,1134,1628,0.66770,0.71264
2013,Lower Saxony,A Bit Too Large,0.15112,200,1628,0.13372,0.16853
2013,Lower Saxony,Much Too Large,0.04260,41,1628,0.03279,0.05241
2013,Bremen,Just Right,0.70185,97,97,0.61035,0.79336
2013,North Rhine-Westphalia,Much Too Small,0.01506,99,3664,0.01111,0.01900
2013,North Rhine-Westphalia,A Bit Too Small,0.10892,560,3664,0.09883,0.11901
2013,North Rhine-Westphalia,Just Right,0.71799,2579,3664,0.70342,0.73257
2013,North Rhine-Westphalia,A Bit Too Large,0.13517,369,3664,0.12410,0.14624
