year,bula_h,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,Owner,Just Right,0.76255,68,68,0.66066,0.86444
1985,Schleswig-Holstein,Tenant,Just Right,0.72932,65,65,0.62047,0.83818
1985,Hamburg,Tenant,A Bit Too Small,0.20435,33,122,0.13250,0.27620
1985,Hamburg,Tenant,Just Right,0.68327,89,122,0.60038,0.76616
1985,Lower Saxony,Owner,Just Right,0.77404,181,181,0.71295,0.83514
1985,Lower Saxony,Tenant,A Bit Too Small,0.08919,32,258,0.05435,0.12404
1985,Lower Saxony,Tenant,Just Right,0.80944,226,258,0.76143,0.85746
1985,Bremen,Tenant,Just Right,0.81627,36,36,0.68796,0.94457
1985,North Rhine-Westphalia,Owner,A Bit Too Small,0.06861,32,400,0.04380,0.09341
1985,North Rhine-Westphalia,Owner,Just Right,0.80557,331,400,0.76674,0.84441
1985,North Rhine-Westphalia,Owner,A Bit Too Large,0.09811,37,400,0.06893,0.12730
1985,North Rhine-Westphalia,Tenant,Much Too Small,0.03650,52,1001,0.02488,0.04813
1985,North Rhine-Westphalia,Tenant,A Bit Too Small,0.15316,190,1001,0.13083,0.17548
1985,North Rhine-Westphalia,Tenant,Just Right,0.74501,718,1001,0.71800,0.77203
1985,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05522,41,1001,0.04106,0.06937
1985,Hesse,Owner,Just Right,0.84023,137,137,0.77865,0.90181
1985,Hesse,Tenant,A Bit Too Small,0.15461,77,319,0.11487,0.19435
1985,Hesse,Tenant,Just Right,0.71778,242,319,0.66831,0.76725
1985,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.80845,148,148,0.74484,0.87207
1985,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.75870,123,123,0.68278,0.83463
1985,Baden-Wuerttemberg,Owner,Just Right,0.83377,288,288,0.79070,0.87684
1985,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.13213,100,539,0.10351,0.16074
1985,Baden-Wuerttemberg,Tenant,Just Right,0.77797,439,539,0.74285,0.81309
1985,Bavaria,Owner,A Bit Too Small,0.09086,40,371,0.06157,0.12014
1985,Bavaria,Owner,Just Right,0.78038,293,371,0.73820,0.82257
1985,Bavaria,Owner,A Bit Too Large,0.11348,38,371,0.08116,0.14579
1985,Bavaria,Tenant,A Bit Too Small,0.15487,97,452,0.12148,0.18826
1985,Bavaria,Tenant,Just Right,0.73635,355,452,0.69569,0.77702
1985,Berlin,Tenant,A Bit Too Small,0.18528,38,165,0.12581,0.24474
1985,Berlin,Tenant,Just Right,0.73711,127,165,0.66974,0.80449
1986,Schleswig-Holstein,Owner,Just Right,0.80713,67,67,0.71194,0.90232
1986,Schleswig-Holstein,Tenant,Just Right,0.70732,56,56,0.58707,0.82756
1986,Hamburg,Tenant,Just Right,0.74015,87,87,0.64746,0.83284
1986,Lower Saxony,Owner,Just Right,0.76213,185,219,0.70561,0.81865
1986,Lower Saxony,Owner,A Bit Too Large,0.16684,34,219,0.11735,0.21633
1986,Lower Saxony,Tenant,Just Right,0.84431,227,227,0.79704,0.89158
1986,Bremen,Tenant,Just Right,0.77090,32,32,0.62295,0.91884
1986,North Rhine-Westphalia,Owner,A Bit Too Small,0.07221,32,401,0.04684,0.09757
1986,North Rhine-Westphalia,Owner,Just Right,0.80448,333,401,0.76562,0.84335
1986,North Rhine-Westphalia,Owner,A Bit Too Large,0.09444,36,401,0.06578,0.12309
1986,North Rhine-Westphalia,Tenant,Much Too Small,0.02933,38,940,0.01854,0.04012
1986,North Rhine-Westphalia,Tenant,A Bit Too Small,0.14839,166,940,0.12565,0.17113
1986,North Rhine-Westphalia,Tenant,Just Right,0.76414,699,940,0.73699,0.79130
1986,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05343,37,940,0.03904,0.06781
1986,Hesse,Owner,Just Right,0.82272,125,125,0.75550,0.88994
1986,Hesse,Tenant,A Bit Too Small,0.19678,83,305,0.15209,0.24148
1986,Hesse,Tenant,Just Right,0.68965,222,305,0.63764,0.74166
1986,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.79494,145,145,0.72899,0.86088
1986,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.77180,128,128,0.69881,0.84479
1986,Baden-Wuerttemberg,Owner,Just Right,0.82425,286,317,0.78229,0.86622
1986,Baden-Wuerttemberg,Owner,A Bit Too Large,0.10162,31,317,0.06830,0.13493
1986,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.12723,89,498,0.09794,0.15653
1986,Baden-Wuerttemberg,Tenant,Just Right,0.77578,409,498,0.73911,0.81244
1986,Bavaria,Owner,A Bit Too Small,0.08419,36,359,0.05543,0.11296
1986,Bavaria,Owner,Just Right,0.76970,282,359,0.72609,0.81332
1986,Bavaria,Owner,A Bit Too Large,0.12763,41,359,0.09307,0.16220
1986,Bavaria,Tenant,A Bit Too Small,0.15404,84,413,0.11918,0.18890
1986,Bavaria,Tenant,Just Right,0.73561,329,413,0.69302,0.77819
1986,Berlin,Tenant,A Bit Too Small,0.20321,39,167,0.14199,0.26442
1986,Berlin,Tenant,Just Right,0.74016,128,167,0.67345,0.80688
1987,Schleswig-Holstein,Owner,Just Right,0.78747,69,69,0.69023,0.88471
1987,Schleswig-Holstein,Tenant,Just Right,0.74636,57,57,0.63240,0.86032
1987,Hamburg,Tenant,Just Right,0.78475,80,80,0.69412,0.87538
1987,Lower Saxony,Owner,Just Right,0.76120,178,211,0.70354,0.81887
1987,Lower Saxony,Owner,A Bit Too Large,0.16488,33,211,0.11469,0.21507
1987,Lower Saxony,Tenant,Just Right,0.80907,222,222,0.75725,0.86089
1987,Bremen,Tenant,Just Right,0.85118,35,35,0.73155,0.97082
1987,North Rhine-Westphalia,Owner,A Bit Too Small,0.07049,33,406,0.04556,0.09542
1987,North Rhine-Westphalia,Owner,Just Right,0.80801,336,406,0.76965,0.84637
1987,North Rhine-Westphalia,Owner,A Bit Too Large,0.09822,37,406,0.06924,0.12721
1987,North Rhine-Westphalia,Tenant,Much Too Small,0.02728,31,924,0.01677,0.03779
1987,North Rhine-Westphalia,Tenant,A Bit Too Small,0.12734,149,924,0.10584,0.14885
1987,North Rhine-Westphalia,Tenant,Just Right,0.78007,702,924,0.75335,0.80680
1987,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06045,42,924,0.04508,0.07583
1987,Hesse,Owner,Just Right,0.83455,129,129,0.77017,0.89892
1987,Hesse,Tenant,A Bit Too Small,0.18300,78,294,0.13873,0.22728
1987,Hesse,Tenant,Just Right,0.69134,216,294,0.63844,0.74423
1987,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.79846,150,150,0.73405,0.86287
1987,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.77219,123,123,0.69777,0.84662
1987,Baden-Wuerttemberg,Owner,Just Right,0.84563,289,289,0.80390,0.88736
1987,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.13435,91,502,0.10449,0.16422
1987,Baden-Wuerttemberg,Tenant,Just Right,0.79182,411,502,0.75627,0.82737
1987,Bavaria,Owner,A Bit Too Small,0.08742,35,351,0.05783,0.11702
1987,Bavaria,Owner,Just Right,0.77175,277,351,0.72777,0.81572
1987,Bavaria,Owner,A Bit Too Large,0.12179,39,351,0.08753,0.15606
1987,Bavaria,Tenant,A Bit Too Small,0.15741,84,427,0.12283,0.19199
1987,Bavaria,Tenant,Just Right,0.76633,343,427,0.72614,0.80651
1987,Berlin,Tenant,A Bit Too Small,0.18785,36,166,0.12825,0.24745
1987,Berlin,Tenant,Just Right,0.74451,130,166,0.67796,0.81106
1988,Schleswig-Holstein,Owner,Just Right,0.73158,62,62,0.62038,0.84279
1988,Schleswig-Holstein,Tenant,Just Right,0.76545,60,60,0.65733,0.87357
1988,Hamburg,Tenant,Just Right,0.81716,75,75,0.72909,0.90523
1988,Lower Saxony,Owner,Just Right,0.76692,167,167,0.70260,0.83123
1988,Lower Saxony,Tenant,Just Right,0.82658,220,220,0.77643,0.87672
1988,Bremen,Tenant,Just Right,0.80501,33,33,0.66773,0.94228
1988,North Rhine-Westphalia,Owner,A Bit Too Small,0.07078,33,401,0.04564,0.09591
1988,North Rhine-Westphalia,Owner,Just Right,0.81266,333,401,0.77443,0.85090
1988,North Rhine-Westphalia,Owner,A Bit Too Large,0.09292,35,401,0.06447,0.12137
1988,North Rhine-Westphalia,Tenant,A Bit Too Small,0.13186,138,842,0.10900,0.15473
1988,North Rhine-Westphalia,Tenant,Just Right,0.78622,666,842,0.75852,0.81393
1988,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05384,38,842,0.03859,0.06910
1988,Hesse,Owner,Just Right,0.84602,125,125,0.78249,0.90955
1988,Hesse,Tenant,A Bit Too Small,0.16722,71,276,0.12311,0.21132
1988,Hesse,Tenant,Just Right,0.68857,205,276,0.63383,0.74330
1988,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.79160,135,135,0.72283,0.86037
1988,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.78241,129,129,0.71093,0.85389
1988,Baden-Wuerttemberg,Owner,Just Right,0.84758,286,286,0.80585,0.88931
1988,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.13822,82,490,0.10763,0.16881
1988,Baden-Wuerttemberg,Tenant,Just Right,0.78948,408,490,0.75334,0.82561
1988,Bavaria,Owner,Just Right,0.77282,259,298,0.72517,0.82048
1988,Bavaria,Owner,A Bit Too Large,0.13315,39,298,0.09451,0.17178
1988,Bavaria,Tenant,A Bit Too Small,0.15409,81,422,0.11961,0.18858
1988,Bavaria,Tenant,Just Right,0.77133,341,422,0.73122,0.81145
1988,Berlin,Tenant,A Bit Too Small,0.19848,35,160,0.13648,0.26048
1988,Berlin,Tenant,Just Right,0.74524,125,160,0.67752,0.81297
1989,Schleswig-Holstein,Owner,Just Right,0.71524,57,57,0.59704,0.83344
1989,Schleswig-Holstein,Tenant,Just Right,0.74942,58,58,0.63692,0.86192
1989,Hamburg,Tenant,Just Right,0.78290,73,73,0.68767,0.87813
1989,Lower Saxony,Owner,Just Right,0.74723,161,193,0.68575,0.80870
1989,Lower Saxony,Owner,A Bit Too Large,0.17753,32,193,0.12348,0.23158
1989,Lower Saxony,Tenant,Just Right,0.80786,212,212,0.75470,0.86102
1989,Bremen,Tenant,Just Right,0.82786,37,37,0.70454,0.95118
1989,North Rhine-Westphalia,Owner,A Bit Too Small,0.07718,35,395,0.05083,0.10353
1989,North Rhine-Westphalia,Owner,Just Right,0.80825,328,395,0.76938,0.84712
1989,North Rhine-Westphalia,Owner,A Bit Too Large,0.09059,32,395,0.06225,0.11893
1989,North Rhine-Westphalia,Tenant,A Bit Too Small,0.12780,125,810,0.10479,0.15081
1989,North Rhine-Westphalia,Tenant,Just Right,0.80120,652,810,0.77370,0.82870
1989,North Rhine-Westphalia,Tenant,A Bit Too Large,0.04864,33,810,0.03382,0.06346
1989,Hesse,Owner,Just Right,0.85262,123,123,0.78972,0.91552
1989,Hesse,Tenant,A Bit Too Small,0.17486,74,285,0.13068,0.21903
1989,Hesse,Tenant,Just Right,0.69543,211,285,0.64190,0.74896
1989,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.77841,136,136,0.70835,0.84847
1989,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.80434,116,116,0.73183,0.87684
1989,Baden-Wuerttemberg,Owner,Just Right,0.85131,284,284,0.80986,0.89276
1989,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.10409,70,456,0.07603,0.13215
1989,Baden-Wuerttemberg,Tenant,Just Right,0.83103,386,456,0.79660,0.86547
1989,Bavaria,Owner,Just Right,0.75697,246,286,0.70718,0.80677
1989,Bavaria,Owner,A Bit Too Large,0.14435,40,286,0.10355,0.18515
1989,Bavaria,Tenant,A Bit Too Small,0.16045,83,418,0.12522,0.19568
1989,Bavaria,Tenant,Just Right,0.77064,335,418,0.73029,0.81099
1989,Berlin,Tenant,A Bit Too Small,0.20151,34,157,0.13856,0.26446
1989,Berlin,Tenant,Just Right,0.73093,123,157,0.66134,0.80052
1990,Schleswig-Holstein,Owner,Just Right,0.79466,57,57,0.68886,0.90046
1990,Schleswig-Holstein,Tenant,Just Right,0.70241,56,56,0.58158,0.82324
1990,Hamburg,Tenant,Just Right,0.77258,71,71,0.67439,0.87078
1990,Lower Saxony,Owner,Just Right,0.77145,170,170,0.70814,0.83476
1990,Lower Saxony,Tenant,A Bit Too Small,0.10953,34,234,0.06943,0.14963
1990,Lower Saxony,Tenant,Just Right,0.77862,200,234,0.72531,0.83193
1990,Bremen,Tenant,Just Right,0.84623,35,35,0.72497,0.96748
1990,North Rhine-Westphalia,Owner,A Bit Too Small,0.06685,31,402,0.04241,0.09130
1990,North Rhine-Westphalia,Owner,Just Right,0.81526,338,402,0.77728,0.85325
1990,North Rhine-Westphalia,Owner,A Bit Too Large,0.09109,33,402,0.06293,0.11925
1990,North Rhine-Westphalia,Tenant,A Bit Too Small,0.13095,115,752,0.10683,0.15508
1990,North Rhine-Westphalia,Tenant,Just Right,0.80657,637,752,0.77832,0.83482
1990,Hesse,Owner,Just Right,0.82565,127,127,0.75940,0.89190
1990,Hesse,Tenant,A Bit Too Small,0.18358,69,273,0.13757,0.22958
1990,Hesse,Tenant,Just Right,0.71588,204,273,0.66229,0.76948
1990,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.76691,128,128,0.69338,0.84044
1990,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.80823,121,121,0.73779,0.87867
1990,Baden-Wuerttemberg,Owner,Just Right,0.86656,293,293,0.82756,0.90556
1990,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.11484,69,442,0.08508,0.14459
1990,Baden-Wuerttemberg,Tenant,Just Right,0.80404,373,442,0.76700,0.84109
1990,Bavaria,Owner,Just Right,0.77025,258,299,0.72248,0.81801
1990,Bavaria,Owner,A Bit Too Large,0.14061,41,299,0.10114,0.18008
1990,Bavaria,Tenant,A Bit Too Small,0.16015,79,414,0.12478,0.19552
1990,Bavaria,Tenant,Just Right,0.77475,335,414,0.73446,0.81504
1990,Berlin,Tenant,A Bit Too Small,0.20948,69,295,0.16296,0.25599
1990,Berlin,Tenant,Just Right,0.71877,226,295,0.66738,0.77017
1990,Brandenburg,Owner,Just Right,0.79557,98,98,0.71531,0.87583
1990,Brandenburg,Tenant,A Bit Too Small,0.24865,70,194,0.18767,0.30963
1990,Brandenburg,Tenant,Just Right,0.60134,124,194,0.53226,0.67041
1990,Mecklenburg-Western Pomerania,Owner,Just Right,0.92422,57,57,0.85490,0.99353
1990,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.25942,49,134,0.18492,0.33391
1990,Mecklenburg-Western Pomerania,Tenant,Just Right,0.55235,85,134,0.46784,0.63686
1990,Saxony,Owner,Just Right,0.78414,115,115,0.70862,0.85967
1990,Saxony,Tenant,Much Too Small,0.06844,43,486,0.04597,0.09091
1990,Saxony,Tenant,A Bit Too Small,0.26640,156,486,0.22706,0.30574
1990,Saxony,Tenant,Just Right,0.61732,287,486,0.57406,0.66058
1990,Saxony-Anhalt,Owner,Just Right,0.88308,116,116,0.82435,0.94181
1990,Saxony-Anhalt,Tenant,A Bit Too Small,0.25472,80,223,0.19741,0.31204
1990,Saxony-Anhalt,Tenant,Just Right,0.62315,143,223,0.55941,0.68690
1990,Thuringa,Owner,Just Right,0.80607,117,117,0.73412,0.87802
1990,Thuringa,Tenant,A Bit Too Small,0.26600,64,183,0.20180,0.33020
1990,Thuringa,Tenant,Just Right,0.59287,119,183,0.52149,0.66425
1991,Schleswig-Holstein,Owner,Just Right,0.74364,55,55,0.62719,0.86010
1991,Schleswig-Holstein,Tenant,Just Right,0.68231,51,51,0.55326,0.81136
1991,Hamburg,Tenant,Just Right,0.82034,65,65,0.72629,0.91440
1991,Lower Saxony,Owner,Just Right,0.71369,151,151,0.64135,0.78603
1991,Lower Saxony,Tenant,A Bit Too Small,0.21368,62,232,0.16082,0.26654
1991,Lower Saxony,Tenant,Just Right,0.67031,170,232,0.60969,0.73094
1991,Bremen,Tenant,Just Right,0.82344,34,34,0.69335,0.95354
1991,North Rhine-Westphalia,Owner,A Bit Too Small,0.09145,44,407,0.06341,0.11949
1991,North Rhine-Westphalia,Owner,Just Right,0.79386,323,407,0.75451,0.83321
1991,North Rhine-Westphalia,Owner,A Bit Too Large,0.09988,40,407,0.07071,0.12904
1991,North Rhine-Westphalia,Tenant,Much Too Small,0.04676,49,785,0.03199,0.06154
1991,North Rhine-Westphalia,Tenant,A Bit Too Small,0.20927,191,785,0.18079,0.23775
1991,North Rhine-Westphalia,Tenant,Just Right,0.68818,545,785,0.65575,0.72060
1991,Hesse,Owner,Just Right,0.74576,114,114,0.66547,0.82604
1991,Hesse,Tenant,A Bit Too Small,0.20356,83,260,0.15453,0.25260
1991,Hesse,Tenant,Just Right,0.66980,177,260,0.61253,0.72708
1991,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.72697,125,125,0.64856,0.80539
1991,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.75337,121,121,0.67624,0.83049
1991,Baden-Wuerttemberg,Owner,Just Right,0.81185,278,278,0.76582,0.85788
1991,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.22166,107,433,0.18249,0.26083
1991,Baden-Wuerttemberg,Tenant,Just Right,0.72262,326,433,0.68041,0.76484
1991,Bavaria,Owner,Just Right,0.81658,266,305,0.77307,0.86008
1991,Bavaria,Owner,A Bit Too Large,0.11928,39,305,0.08284,0.15571
1991,Bavaria,Tenant,A Bit Too Small,0.20056,101,394,0.16098,0.24015
1991,Bavaria,Tenant,Just Right,0.68383,293,394,0.63786,0.72981
1991,Berlin,Tenant,A Bit Too Small,0.20305,62,263,0.15434,0.25176
1991,Berlin,Tenant,Just Right,0.70151,201,263,0.64610,0.75692
1991,Brandenburg,Owner,Just Right,0.75300,91,91,0.66390,0.84210
1991,Brandenburg,Tenant,A Bit Too Small,0.23005,61,177,0.16787,0.29223
1991,Brandenburg,Tenant,Just Right,0.65053,116,177,0.58008,0.72097
1991,Mecklenburg-Western Pomerania,Owner,Just Right,0.93310,55,55,0.86646,0.99974
1991,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.23632,41,131,0.16330,0.30935
1991,Mecklenburg-Western Pomerania,Tenant,Just Right,0.60118,90,131,0.51701,0.68536
1991,Saxony,Owner,Just Right,0.79941,107,107,0.72317,0.87564
1991,Saxony,Tenant,A Bit Too Small,0.22944,116,398,0.18808,0.27080
1991,Saxony,Tenant,Just Right,0.65052,282,398,0.60361,0.69742
1991,Saxony-Anhalt,Owner,Just Right,0.88224,108,108,0.82116,0.94331
1991,Saxony-Anhalt,Tenant,A Bit Too Small,0.23026,73,219,0.17437,0.28614
1991,Saxony-Anhalt,Tenant,Just Right,0.66625,146,219,0.60365,0.72885
1991,Thuringa,Owner,Just Right,0.79553,111,111,0.72016,0.87090
1991,Thuringa,Tenant,A Bit Too Small,0.19737,43,182,0.13938,0.25535
1991,Thuringa,Tenant,Just Right,0.73538,139,182,0.67112,0.79965
1992,Schleswig-Holstein,Owner,Just Right,0.80249,54,54,0.69530,0.90967
1992,Schleswig-Holstein,Tenant,Just Right,0.57647,46,46,0.43210,0.72084
1992,Hamburg,Tenant,Just Right,0.73056,52,52,0.60879,0.85233
1992,Lower Saxony,Owner,Just Right,0.70533,151,186,0.63963,0.77102
1992,Lower Saxony,Owner,A Bit Too Large,0.17057,35,186,0.11637,0.22477
1992,Lower Saxony,Tenant,A Bit Too Small,0.18502,58,245,0.13630,0.23375
1992,Lower Saxony,Tenant,Just Right,0.70824,187,245,0.65121,0.76528
1992,North Rhine-Westphalia,Owner,A Bit Too Small,0.08423,40,403,0.05708,0.11138
1992,North Rhine-Westphalia,Owner,Just Right,0.79021,326,403,0.75041,0.83001
1992,North Rhine-Westphalia,Owner,A Bit Too Large,0.10148,37,403,0.07196,0.13100
1992,North Rhine-Westphalia,Tenant,Much Too Small,0.04277,49,815,0.02887,0.05667
1992,North Rhine-Westphalia,Tenant,A Bit Too Small,0.20114,190,815,0.17360,0.22868
1992,North Rhine-Westphalia,Tenant,Just Right,0.69000,542,815,0.65823,0.72177
1992,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06269,34,815,0.04604,0.07934
1992,Hesse,Owner,Just Right,0.79324,129,129,0.72308,0.86340
1992,Hesse,Tenant,A Bit Too Small,0.20021,77,253,0.15080,0.24962
1992,Hesse,Tenant,Just Right,0.69843,176,253,0.64177,0.75510
1992,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.78774,126,126,0.71606,0.85943
1992,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.23817,42,154,0.17067,0.30566
1992,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.68727,112,154,0.61381,0.76073
1992,Baden-Wuerttemberg,Owner,Just Right,0.80237,276,276,0.75530,0.84943
1992,Baden-Wuerttemberg,Tenant,Much Too Small,0.05361,44,454,0.03287,0.07435
1992,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.19898,103,454,0.16221,0.23574
1992,Baden-Wuerttemberg,Tenant,Just Right,0.69758,307,454,0.65528,0.73988
1992,Bavaria,Owner,Just Right,0.81498,279,314,0.77196,0.85800
1992,Bavaria,Owner,A Bit Too Large,0.11605,35,314,0.08057,0.15153
1992,Bavaria,Tenant,A Bit Too Small,0.20748,108,418,0.16856,0.24640
1992,Bavaria,Tenant,Just Right,0.70610,310,418,0.66238,0.74983
1992,Berlin,Tenant,A Bit Too Small,0.22850,66,265,0.17785,0.27914
1992,Berlin,Tenant,Just Right,0.68879,199,265,0.63294,0.74464
1992,Brandenburg,Owner,Just Right,0.70483,74,74,0.60019,0.80946
1992,Brandenburg,Tenant,A Bit Too Small,0.23589,61,185,0.17454,0.29723
1992,Brandenburg,Tenant,Just Right,0.64448,124,185,0.57532,0.71365
1992,Mecklenburg-Western Pomerania,Owner,Just Right,0.93646,51,51,0.86884,1.00407
1992,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.25547,41,123,0.17808,0.33286
1992,Mecklenburg-Western Pomerania,Tenant,Just Right,0.62304,82,123,0.53705,0.70904
1992,Saxony,Owner,Just Right,0.78236,103,103,0.70227,0.86244
1992,Saxony,Tenant,A Bit Too Small,0.22011,112,388,0.17883,0.26139
1992,Saxony,Tenant,Just Right,0.68199,276,388,0.63559,0.72839
1992,Saxony-Anhalt,Owner,Just Right,0.81120,93,93,0.73123,0.89117
1992,Saxony-Anhalt,Tenant,A Bit Too Small,0.20611,70,220,0.15254,0.25969
1992,Saxony-Anhalt,Tenant,Just Right,0.66157,150,220,0.59890,0.72424
1992,Thuringa,Owner,Just Right,0.84431,116,116,0.77804,0.91057
1992,Thuringa,Tenant,A Bit Too Small,0.18356,39,175,0.12604,0.24108
1992,Thuringa,Tenant,Just Right,0.73088,136,175,0.66498,0.79678
1993,Schleswig-Holstein,Owner,Just Right,0.75996,52,52,0.64274,0.87718
1993,Schleswig-Holstein,Tenant,Just Right,0.59287,51,51,0.45669,0.72906
1993,Hamburg,Tenant,Just Right,0.76862,55,55,0.65614,0.88110
1993,Lower Saxony,Owner,Just Right,0.67838,153,189,0.61161,0.74515
1993,Lower Saxony,Owner,A Bit Too Large,0.20397,36,189,0.14637,0.26157
1993,Lower Saxony,Tenant,A Bit Too Small,0.13900,50,251,0.09611,0.18188
1993,Lower Saxony,Tenant,Just Right,0.74544,201,251,0.69145,0.79944
1993,North Rhine-Westphalia,Owner,A Bit Too Small,0.10193,51,409,0.07257,0.13129
1993,North Rhine-Westphalia,Owner,Just Right,0.74986,309,409,0.70784,0.79189
1993,North Rhine-Westphalia,Owner,A Bit Too Large,0.12862,49,409,0.09613,0.16110
1993,North Rhine-Westphalia,Tenant,Much Too Small,0.04512,57,821,0.03092,0.05933
1993,North Rhine-Westphalia,Tenant,A Bit Too Small,0.21844,203,821,0.19016,0.24672
1993,North Rhine-Westphalia,Tenant,Just Right,0.67701,528,821,0.64500,0.70902
1993,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05943,33,821,0.04325,0.07561
1993,Hesse,Owner,Just Right,0.74845,117,117,0.66948,0.82741
1993,Hesse,Tenant,A Bit Too Small,0.20169,72,257,0.15253,0.25084
1993,Hesse,Tenant,Just Right,0.70679,185,257,0.65102,0.76256
1993,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.76575,126,126,0.69150,0.84000
1993,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.22342,33,143,0.15491,0.29194
1993,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.71728,110,143,0.64321,0.79135
1993,Baden-Wuerttemberg,Owner,Just Right,0.85049,274,274,0.80819,0.89279
