year,hhtyp,quintil_oecd_hh,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Couple with children,4th Quintile,A Bit Too Small,0.10450,57,390,0.07410,0.13490
1986,Couple with children,4th Quintile,Just Right,0.80283,333,390,0.76329,0.84236
1986,Couple with children,5th Quintile,A Bit Too Small,0.11348,40,295,0.07722,0.14973
1986,Couple with children,5th Quintile,Just Right,0.80255,255,295,0.75704,0.84805
1986,Multi-generational household,2nd Quintile,Just Right,0.92028,32,32,0.82492,1.01563
1987,Single-person household,1st Quintile,A Bit Too Small,0.10731,39,252,0.06902,0.14560
1987,Single-person household,1st Quintile,Just Right,0.77169,213,252,0.71977,0.82362
1987,Single-person household,2nd Quintile,Just Right,0.81672,154,154,0.75542,0.87803
1987,Single-person household,3rd Quintile,Just Right,0.86935,172,172,0.81884,0.91986
1987,Single-person household,4th Quintile,A Bit Too Small,0.15881,34,167,0.10320,0.21441
1987,Single-person household,4th Quintile,Just Right,0.69616,133,167,0.62619,0.76612
1987,Single-person household,5th Quintile,Just Right,0.70744,139,139,0.63154,0.78335
1987,Couple without children,1st Quintile,Just Right,0.90500,121,121,0.85253,0.95746
1987,Couple without children,2nd Quintile,Just Right,0.81669,146,146,0.75371,0.87967
1987,Couple without children,3rd Quintile,Just Right,0.79025,156,156,0.72615,0.85434
1987,Couple without children,4th Quintile,Just Right,0.80165,241,241,0.75120,0.85210
1987,Couple without children,5th Quintile,A Bit Too Small,0.10528,39,369,0.07392,0.13663
1987,Couple without children,5th Quintile,Just Right,0.77292,293,369,0.73011,0.81572
1987,Couple without children,5th Quintile,A Bit Too Large,0.11298,37,369,0.08063,0.14532
1987,Single parent,1st Quintile,Just Right,0.74929,67,67,0.64472,0.85385
1987,Single parent,2nd Quintile,Just Right,0.78106,49,49,0.66407,0.89805
1987,Single parent,3rd Quintile,Just Right,0.77402,37,37,0.63740,0.91064
1987,Couple with children,1st Quintile,A Bit Too Small,0.21973,94,341,0.17572,0.26375
1987,Couple with children,1st Quintile,Just Right,0.65086,247,341,0.60019,0.70153
1987,Couple with children,2nd Quintile,A Bit Too Small,0.14801,92,481,0.11624,0.17978
1987,Couple with children,2nd Quintile,Just Right,0.80195,389,481,0.76630,0.83761
1987,Couple with children,3rd Quintile,A Bit Too Small,0.17315,97,487,0.13951,0.20679
1987,Couple with children,3rd Quintile,Just Right,0.74841,390,487,0.70983,0.78699
1987,Couple with children,4th Quintile,A Bit Too Small,0.10616,59,417,0.07656,0.13577
1987,Couple with children,4th Quintile,Just Right,0.81326,358,417,0.77581,0.85071
1987,Couple with children,5th Quintile,Just Right,0.81878,251,251,0.77102,0.86653
1987,Multi-generational household,2nd Quintile,Just Right,0.75930,32,32,0.60880,0.90979
1988,Single-person household,1st Quintile,A Bit Too Small,0.12054,36,246,0.07977,0.16131
1988,Single-person household,1st Quintile,Just Right,0.78526,210,246,0.73384,0.83668
1988,Single-person household,2nd Quintile,Just Right,0.84146,156,156,0.78396,0.89896
1988,Single-person household,3rd Quintile,Just Right,0.79441,151,151,0.72974,0.85909
1988,Single-person household,4th Quintile,Just Right,0.70643,142,142,0.63127,0.78160
1988,Single-person household,5th Quintile,Just Right,0.72647,135,135,0.65100,0.80195
1988,Couple without children,1st Quintile,Just Right,0.89892,127,127,0.84628,0.95155
1988,Couple without children,2nd Quintile,Just Right,0.79936,150,150,0.73505,0.86366
1988,Couple without children,3rd Quintile,Just Right,0.80054,162,162,0.73881,0.86226
1988,Couple without children,4th Quintile,Just Right,0.78069,207,207,0.72419,0.83720
1988,Couple without children,5th Quintile,A Bit Too Small,0.11806,41,329,0.08314,0.15299
1988,Couple without children,5th Quintile,Just Right,0.79643,288,329,0.75286,0.84001
1988,Single parent,1st Quintile,Just Right,0.74572,66,66,0.63986,0.85159
1988,Single parent,2nd Quintile,Just Right,0.86608,43,43,0.76309,0.96908
1988,Single parent,3rd Quintile,Just Right,0.75743,39,39,0.62114,0.89371
1988,Single parent,4th Quintile,Just Right,0.85613,32,32,0.73258,0.97968
1988,Couple with children,1st Quintile,A Bit Too Small,0.19238,87,353,0.15120,0.23355
1988,Couple with children,1st Quintile,Just Right,0.72740,266,353,0.68088,0.77392
1988,Couple with children,2nd Quintile,A Bit Too Small,0.14013,79,449,0.10799,0.17227
1988,Couple with children,2nd Quintile,Just Right,0.79644,370,449,0.75916,0.83373
1988,Couple with children,3rd Quintile,A Bit Too Small,0.16378,86,461,0.12996,0.19760
1988,Couple with children,3rd Quintile,Just Right,0.76251,375,461,0.72362,0.80140
1988,Couple with children,4th Quintile,A Bit Too Small,0.08874,46,398,0.06077,0.11671
1988,Couple with children,4th Quintile,Just Right,0.82000,352,398,0.78221,0.85779
1988,Couple with children,5th Quintile,Just Right,0.79033,222,222,0.73666,0.84400
1989,Single-person household,1st Quintile,A Bit Too Small,0.09808,33,245,0.06076,0.13540
1989,Single-person household,1st Quintile,Just Right,0.82135,212,245,0.77329,0.86941
1989,Single-person household,2nd Quintile,Just Right,0.81572,160,160,0.75545,0.87598
1989,Single-person household,3rd Quintile,Just Right,0.77701,151,151,0.71040,0.84363
1989,Single-person household,4th Quintile,Just Right,0.70405,138,138,0.62761,0.78048
1989,Single-person household,5th Quintile,Just Right,0.75399,134,134,0.68080,0.82719
1989,Couple without children,1st Quintile,Just Right,0.83191,111,111,0.76203,0.90180
1989,Couple without children,2nd Quintile,Just Right,0.82518,142,142,0.76249,0.88787
1989,Couple without children,3rd Quintile,Just Right,0.78525,157,157,0.72081,0.84969
1989,Couple without children,4th Quintile,Just Right,0.80278,243,243,0.75265,0.85292
1989,Couple without children,5th Quintile,A Bit Too Small,0.11951,38,338,0.08487,0.15414
1989,Couple without children,5th Quintile,Just Right,0.77844,268,338,0.73410,0.82278
1989,Couple without children,5th Quintile,A Bit Too Large,0.09111,32,338,0.06038,0.12183
1989,Single parent,1st Quintile,Just Right,0.77171,61,61,0.66550,0.87792
1989,Single parent,2nd Quintile,Just Right,0.79535,46,46,0.67747,0.91323
1989,Single parent,3rd Quintile,Just Right,0.81917,32,32,0.68368,0.95466
1989,Couple with children,1st Quintile,A Bit Too Small,0.16295,81,352,0.12431,0.20159
1989,Couple with children,1st Quintile,Just Right,0.76033,271,352,0.71567,0.80499
1989,Couple with children,2nd Quintile,A Bit Too Small,0.15222,86,453,0.11910,0.18534
1989,Couple with children,2nd Quintile,Just Right,0.77415,367,453,0.73560,0.81269
1989,Couple with children,3rd Quintile,A Bit Too Small,0.12247,71,435,0.09163,0.15331
1989,Couple with children,3rd Quintile,Just Right,0.79852,364,435,0.76079,0.83626
1989,Couple with children,4th Quintile,A Bit Too Small,0.10360,38,345,0.07140,0.13581
1989,Couple with children,4th Quintile,Just Right,0.79676,307,345,0.75424,0.83929
1989,Couple with children,5th Quintile,Just Right,0.79494,208,208,0.73993,0.84994
1990,Single-person household,1st Quintile,A Bit Too Small,0.15613,51,309,0.11559,0.19667
1990,Single-person household,1st Quintile,Just Right,0.73065,258,309,0.68110,0.78019
1990,Single-person household,2nd Quintile,A Bit Too Small,0.11770,40,254,0.07799,0.15741
1990,Single-person household,2nd Quintile,Just Right,0.78558,214,254,0.73501,0.83616
1990,Single-person household,3rd Quintile,Just Right,0.83805,190,190,0.78552,0.89057
1990,Single-person household,4th Quintile,Just Right,0.78070,189,189,0.72155,0.83985
1990,Single-person household,5th Quintile,Just Right,0.73689,158,158,0.66801,0.80577
1990,Couple without children,1st Quintile,A Bit Too Small,0.14955,75,439,0.11616,0.18295
1990,Couple without children,1st Quintile,Just Right,0.76082,364,439,0.72087,0.80077
1990,Couple without children,2nd Quintile,Just Right,0.83177,163,163,0.77416,0.88937
1990,Couple without children,3rd Quintile,Just Right,0.78777,188,188,0.72916,0.84637
1990,Couple without children,4th Quintile,Just Right,0.79449,247,247,0.74400,0.84499
1990,Couple without children,5th Quintile,A Bit Too Small,0.08730,35,424,0.06040,0.11421
1990,Couple without children,5th Quintile,Just Right,0.81200,354,424,0.77476,0.84923
1990,Couple without children,5th Quintile,A Bit Too Large,0.08154,35,424,0.05546,0.10762
1990,Single parent,1st Quintile,A Bit Too Small,0.22113,32,116,0.14528,0.29698
1990,Single parent,1st Quintile,Just Right,0.65803,84,116,0.57133,0.74474
1990,Single parent,2nd Quintile,Just Right,0.76696,66,66,0.66418,0.86974
1990,Single parent,3rd Quintile,Just Right,0.82258,55,55,0.72069,0.92447
1990,Single parent,4th Quintile,Just Right,0.72984,40,40,0.59048,0.86921
1990,Couple with children,1st Quintile,Much Too Small,0.10602,111,1084,0.08769,0.12436
1990,Couple with children,1st Quintile,A Bit Too Small,0.30648,351,1084,0.27902,0.33393
1990,Couple with children,1st Quintile,Just Right,0.56021,622,1084,0.53065,0.58977
1990,Couple with children,2nd Quintile,A Bit Too Small,0.15857,99,490,0.12619,0.19094
1990,Couple with children,2nd Quintile,Just Right,0.76757,391,490,0.73014,0.80501
1990,Couple with children,3rd Quintile,A Bit Too Small,0.12975,87,523,0.10093,0.15858
1990,Couple with children,3rd Quintile,Just Right,0.79882,436,523,0.76443,0.83321
1990,Couple with children,4th Quintile,A Bit Too Small,0.13583,75,477,0.10505,0.16660
1990,Couple with children,4th Quintile,Just Right,0.76933,369,477,0.73148,0.80717
1990,Couple with children,4th Quintile,A Bit Too Large,0.07828,33,477,0.05415,0.10241
1990,Couple with children,5th Quintile,Just Right,0.82640,281,313,0.78437,0.86842
1990,Couple with children,5th Quintile,A Bit Too Large,0.09167,32,313,0.05965,0.12369
1990,Multi-generational household,1st Quintile,Just Right,0.69612,38,38,0.54792,0.84432
1990,Other Combinations,1st Quintile,Just Right,0.62330,38,38,0.46717,0.77944
1991,Single-person household,1st Quintile,A Bit Too Small,0.09762,31,262,0.06161,0.13363
1991,Single-person household,1st Quintile,Just Right,0.76296,231,262,0.71137,0.81455
1991,Single-person household,2nd Quintile,A Bit Too Small,0.12798,40,254,0.08681,0.16914
1991,Single-person household,2nd Quintile,Just Right,0.75704,214,254,0.70419,0.80988
1991,Single-person household,3rd Quintile,Just Right,0.79235,175,175,0.73208,0.85262
1991,Single-person household,4th Quintile,A Bit Too Small,0.12363,33,202,0.07812,0.16913
1991,Single-person household,4th Quintile,Just Right,0.73902,169,202,0.67831,0.79974
1991,Single-person household,5th Quintile,Just Right,0.68859,147,178,0.62037,0.75681
1991,Single-person household,5th Quintile,A Bit Too Large,0.13112,31,178,0.08139,0.18085
1991,Couple without children,1st Quintile,A Bit Too Small,0.11820,53,448,0.08827,0.14813
1991,Couple without children,1st Quintile,Just Right,0.79387,362,448,0.75637,0.83138
1991,Couple without children,1st Quintile,A Bit Too Large,0.06653,33,448,0.04343,0.08963
1991,Couple without children,2nd Quintile,Just Right,0.80119,151,151,0.73732,0.86506
1991,Couple without children,3rd Quintile,Just Right,0.79999,193,193,0.74341,0.85657
1991,Couple without children,4th Quintile,A Bit Too Small,0.11867,41,273,0.08023,0.15710
1991,Couple without children,4th Quintile,Just Right,0.75407,232,273,0.70289,0.80525
1991,Couple without children,5th Quintile,A Bit Too Small,0.14444,64,407,0.11024,0.17863
1991,Couple without children,5th Quintile,Just Right,0.69034,297,407,0.64536,0.73531
1991,Couple without children,5th Quintile,A Bit Too Large,0.13520,46,407,0.10194,0.16846
1991,Single parent,1st Quintile,A Bit Too Small,0.31686,37,104,0.22701,0.40671
1991,Single parent,1st Quintile,Just Right,0.54896,67,104,0.45286,0.64506
1991,Single parent,2nd Quintile,Just Right,0.80570,78,78,0.71732,0.89408
1991,Single parent,3rd Quintile,Just Right,0.78856,49,49,0.67305,0.90408
1991,Single parent,4th Quintile,Just Right,0.78376,44,44,0.66071,0.90681
1991,Couple with children,1st Quintile,Much Too Small,0.06920,70,1045,0.05380,0.08459
1991,Couple with children,1st Quintile,A Bit Too Small,0.27072,285,1045,0.24377,0.29768
1991,Couple with children,1st Quintile,Just Right,0.62880,659,1045,0.59949,0.65810
1991,Couple with children,1st Quintile,A Bit Too Large,0.02884,31,1045,0.01869,0.03899
1991,Couple with children,2nd Quintile,Much Too Small,0.06800,46,476,0.04536,0.09064
1991,Couple with children,2nd Quintile,A Bit Too Small,0.24616,121,476,0.20742,0.28490
1991,Couple with children,2nd Quintile,Just Right,0.67102,309,476,0.62876,0.71327
1991,Couple with children,3rd Quintile,Much Too Small,0.04022,34,544,0.02370,0.05675
1991,Couple with children,3rd Quintile,A Bit Too Small,0.25060,153,544,0.21415,0.28705
1991,Couple with children,3rd Quintile,Just Right,0.65999,357,544,0.62015,0.69984
1991,Couple with children,4th Quintile,A Bit Too Small,0.18390,97,467,0.14873,0.21907
1991,Couple with children,4th Quintile,Just Right,0.74093,370,467,0.70115,0.78071
1991,Couple with children,5th Quintile,A Bit Too Small,0.17766,63,311,0.13511,0.22021
1991,Couple with children,5th Quintile,Just Right,0.70706,248,311,0.65640,0.75772
1991,Multi-generational household,1st Quintile,Just Right,0.63662,31,31,0.46451,0.80874
1991,Other Combinations,1st Quintile,Just Right,0.58021,36,36,0.41671,0.74372
1992,Single-person household,1st Quintile,A Bit Too Small,0.10244,42,401,0.07272,0.13215
1992,Single-person household,1st Quintile,Just Right,0.80066,326,401,0.76151,0.83981
1992,Single-person household,1st Quintile,A Bit Too Large,0.07092,33,401,0.04577,0.09608
1992,Single-person household,2nd Quintile,Just Right,0.73837,161,161,0.67027,0.80648
1992,Single-person household,3rd Quintile,A Bit Too Small,0.12522,34,193,0.07841,0.17204
1992,Single-person household,3rd Quintile,Just Right,0.75467,159,193,0.69381,0.81553
1992,Single-person household,4th Quintile,A Bit Too Small,0.14014,34,196,0.09142,0.18887
1992,Single-person household,4th Quintile,Just Right,0.72881,162,196,0.66641,0.79121
1992,Single-person household,5th Quintile,Just Right,0.75903,148,148,0.68990,0.82817
1992,Couple without children,1st Quintile,Just Right,0.86690,236,236,0.82346,0.91033
1992,Couple without children,2nd Quintile,Just Right,0.79253,222,222,0.73907,0.84599
1992,Couple without children,3rd Quintile,A Bit Too Small,0.11547,39,254,0.07609,0.15485
1992,Couple without children,3rd Quintile,Just Right,0.77557,215,254,0.72415,0.82698
1992,Couple without children,4th Quintile,A Bit Too Small,0.13371,54,368,0.09889,0.16853
1992,Couple without children,4th Quintile,Just Right,0.73620,275,368,0.69111,0.78129
1992,Couple without children,4th Quintile,A Bit Too Large,0.11693,39,368,0.08406,0.14981
1992,Couple without children,5th Quintile,A Bit Too Small,0.14141,63,426,0.10828,0.17454
1992,Couple without children,5th Quintile,Just Right,0.69205,317,426,0.64816,0.73594
1992,Couple without children,5th Quintile,A Bit Too Large,0.12932,46,426,0.09742,0.16123
1992,Single parent,1st Quintile,A Bit Too Small,0.25011,37,138,0.17759,0.32263
1992,Single parent,1st Quintile,Just Right,0.69477,101,138,0.61766,0.77189
1992,Single parent,2nd Quintile,Just Right,0.69689,62,62,0.58156,0.81223
1992,Single parent,3rd Quintile,Just Right,0.70598,38,38,0.55917,0.85278
1992,Single parent,4th Quintile,Just Right,0.81039,43,43,0.69184,0.92895
1992,Couple with children,1st Quintile,Much Too Small,0.06669,35,463,0.04394,0.08944
1992,Couple with children,1st Quintile,A Bit Too Small,0.28822,137,463,0.24692,0.32952
1992,Couple with children,1st Quintile,Just Right,0.61228,291,463,0.56785,0.65671
1992,Couple with children,2nd Quintile,Much Too Small,0.05010,58,763,0.03461,0.06558
1992,Couple with children,2nd Quintile,A Bit Too Small,0.27081,223,763,0.23926,0.30237
1992,Couple with children,2nd Quintile,Just Right,0.64366,482,763,0.60965,0.67766
1992,Couple with children,3rd Quintile,Much Too Small,0.05427,40,677,0.03719,0.07134
1992,Couple with children,3rd Quintile,A Bit Too Small,0.25430,180,677,0.22147,0.28713
1992,Couple with children,3rd Quintile,Just Right,0.64115,425,677,0.60499,0.67731
1992,Couple with children,3rd Quintile,A Bit Too Large,0.04741,32,677,0.03139,0.06343
1992,Couple with children,4th Quintile,A Bit Too Small,0.22133,124,498,0.18483,0.25783
1992,Couple with children,4th Quintile,Just Right,0.68169,374,498,0.64073,0.72264
1992,Couple with children,5th Quintile,A Bit Too Small,0.14047,64,329,0.10286,0.17807
1992,Couple with children,5th Quintile,Just Right,0.74459,265,329,0.69740,0.79179
1992,Other Combinations,3rd Quintile,Just Right,0.77063,33,33,0.62496,0.91630
1993,Single-person household,1st Quintile,A Bit Too Small,0.09914,46,402,0.06989,0.12839
1993,Single-person household,1st Quintile,Just Right,0.78014,313,402,0.73961,0.82068
1993,Single-person household,1st Quintile,A Bit Too Large,0.08914,43,402,0.06125,0.11703
1993,Single-person household,2nd Quintile,Just Right,0.76768,193,193,0.70794,0.82741
1993,Single-person household,3rd Quintile,Just Right,0.75721,181,181,0.69457,0.81985
1993,Single-person household,4th Quintile,A Bit Too Small,0.15361,35,191,0.10234,0.20488
1993,Single-person household,4th Quintile,Just Right,0.69781,156,191,0.63251,0.76311
1993,Single-person household,5th Quintile,Just Right,0.70264,144,144,0.62772,0.77756
1993,Couple without children,1st Quintile,Just Right,0.85727,198,198,0.80843,0.90612
1993,Couple without children,2nd Quintile,A Bit Too Small,0.11420,36,306,0.07851,0.14990
1993,Couple without children,2nd Quintile,Just Right,0.75638,239,306,0.70821,0.80456
1993,Couple without children,2nd Quintile,A Bit Too Large,0.09580,31,306,0.06277,0.12883
1993,Couple without children,3rd Quintile,Just Right,0.78548,223,223,0.73148,0.83948
1993,Couple without children,4th Quintile,A Bit Too Small,0.14335,66,386,0.10834,0.17835
1993,Couple without children,4th Quintile,Just Right,0.74390,284,386,0.70030,0.78750
1993,Couple without children,4th Quintile,A Bit Too Large,0.09493,36,386,0.06565,0.12421
1993,Couple without children,5th Quintile,A Bit Too Small,0.15277,70,439,0.11908,0.18646
1993,Couple without children,5th Quintile,Just Right,0.67060,314,439,0.62658,0.71461
1993,Couple without children,5th Quintile,A Bit Too Large,0.15328,55,439,0.11954,0.18702
1993,Single parent,1st Quintile,A Bit Too Small,0.26824,35,128,0.19118,0.34529
1993,Single parent,1st Quintile,Just Right,0.68605,93,128,0.60534,0.76677
1993,Single parent,2nd Quintile,Just Right,0.64917,56,56,0.52304,0.77529
1993,Single parent,3rd Quintile,Just Right,0.68989,44,44,0.55164,0.82814
1993,Single parent,4th Quintile,Just Right,0.77720,39,39,0.64489,0.90951
1993,Couple with children,1st Quintile,A Bit Too Small,0.32663,138,393,0.28020,0.37305
1993,Couple with children,1st Quintile,Just Right,0.60793,255,393,0.55960,0.65626
1993,Couple with children,2nd Quintile,Much Too Small,0.07200,59,703,0.05288,0.09113
1993,Couple with children,2nd Quintile,A Bit Too Small,0.24781,191,703,0.21587,0.27975
1993,Couple with children,2nd Quintile,Just Right,0.64993,453,703,0.61465,0.68522
1993,Couple with children,3rd Quintile,Much Too Small,0.03877,37,709,0.02455,0.05299
1993,Couple with children,3rd Quintile,A Bit Too Small,0.22442,173,709,0.19369,0.25516
1993,Couple with children,3rd Quintile,Just Right,0.68951,467,709,0.65542,0.72359
1993,Couple with children,3rd Quintile,A Bit Too Large,0.04542,32,709,0.03008,0.06075
1993,Couple with children,4th Quintile,A Bit Too Small,0.19444,110,486,0.15922,0.22967
1993,Couple with children,4th Quintile,Just Right,0.70730,376,486,0.66680,0.74779
1993,Couple with children,5th Quintile,A Bit Too Small,0.19299,74,315,0.14934,0.23664
1993,Couple with children,5th Quintile,Just Right,0.70226,241,315,0.65168,0.75284
1993,Multi-generational household,3rd Quintile,Just Right,0.81889,31,31,0.68108,0.95670
1994,Single-person household,1st Quintile,A Bit Too Small,0.10016,42,393,0.07044,0.12988
1994,Single-person household,1st Quintile,Just Right,0.77661,302,393,0.73538,0.81784
1994,Single-person household,1st Quintile,A Bit Too Large,0.10769,49,393,0.07700,0.13838
1994,Single-person household,2nd Quintile,Just Right,0.76517,182,182,0.70342,0.82693
1994,Single-person household,3rd Quintile,A Bit Too Small,0.13234,35,233,0.08873,0.17594
1994,Single-person household,3rd Quintile,Just Right,0.77757,198,233,0.72406,0.83109
1994,Single-person household,4th Quintile,Just Right,0.73763,156,156,0.66838,0.80689
1994,Single-person household,5th Quintile,Just Right,0.70132,143,176,0.63351,0.76913
1994,Single-person household,5th Quintile,A Bit Too Large,0.16189,33,176,0.10731,0.21646
1994,Couple without children,1st Quintile,Just Right,0.81990,194,194,0.76568,0.87411
1994,Couple without children,2nd Quintile,Just Right,0.84475,254,254,0.80013,0.88938
1994,Couple without children,3rd Quintile,A Bit Too Small,0.12783,43,269,0.08786,0.16781
1994,Couple without children,3rd Quintile,Just Right,0.76582,226,269,0.71512,0.81652
1994,Couple without children,4th Quintile,A Bit Too Small,0.15231,61,378,0.11604,0.18858
1994,Couple without children,4th Quintile,Just Right,0.73108,284,378,0.68632,0.77584
1994,Couple without children,4th Quintile,A Bit Too Large,0.09698,33,378,0.06711,0.12686
1994,Couple without children,5th Quintile,A Bit Too Small,0.15103,75,465,0.11845,0.18362
1994,Couple without children,5th Quintile,Just Right,0.65611,325,465,0.61289,0.69933
1994,Couple without children,5th Quintile,A Bit Too Large,0.17021,65,465,0.13602,0.20441
1994,Single parent,1st Quintile,A Bit Too Small,0.22633,31,117,0.15018,0.30248
