year,hhtyp,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Couple without children,Tenant,A Bit Too Large,0.04933,38,703,0.03331,0.06535
1988,Single parent,Owner,Just Right,0.81155,73,73,0.72121,0.90188
1988,Single parent,Tenant,A Bit Too Small,0.16159,37,164,0.10509,0.21810
1988,Single parent,Tenant,Just Right,0.76369,127,164,0.69847,0.82891
1988,Couple with children,Owner,A Bit Too Small,0.09097,87,889,0.07206,0.10989
1988,Couple with children,Owner,Just Right,0.81259,733,889,0.78692,0.83826
1988,Couple with children,Owner,A Bit Too Large,0.08358,69,889,0.06538,0.10178
1988,Couple with children,Tenant,Much Too Small,0.03027,51,1142,0.02033,0.04021
1988,Couple with children,Tenant,A Bit Too Small,0.18373,239,1142,0.16126,0.20620
1988,Couple with children,Tenant,Just Right,0.74751,852,1142,0.72230,0.77272
1988,Multi-generational household,Owner,Just Right,0.78115,37,37,0.64608,0.91621
1988,Multi-generational household,Tenant,Just Right,0.74360,38,38,0.60290,0.88430
1988,Other Combinations,Tenant,Just Right,0.82694,51,51,0.72208,0.93180
1989,Single-person household,Owner,Just Right,0.72750,164,203,0.66610,0.78890
1989,Single-person household,Owner,A Bit Too Large,0.19169,39,203,0.13740,0.24597
1989,Single-person household,Tenant,A Bit Too Small,0.11275,105,789,0.09066,0.13483
1989,Single-person household,Tenant,Just Right,0.79711,632,789,0.76904,0.82519
1989,Single-person household,Tenant,A Bit Too Large,0.06907,52,789,0.05137,0.08678
1989,Couple without children,Owner,Just Right,0.82057,364,414,0.78356,0.85758
1989,Couple without children,Owner,A Bit Too Large,0.11744,50,414,0.08639,0.14849
1989,Couple without children,Tenant,A Bit Too Small,0.13497,93,693,0.10951,0.16043
1989,Couple without children,Tenant,Just Right,0.78335,557,693,0.75266,0.81405
1989,Couple without children,Tenant,A Bit Too Large,0.05886,43,693,0.04132,0.07639
1989,Single parent,Owner,Just Right,0.77039,71,71,0.67186,0.86891
1989,Single parent,Tenant,Just Right,0.78540,117,117,0.71069,0.86011
1989,Couple with children,Owner,A Bit Too Small,0.08411,79,855,0.06550,0.10273
1989,Couple with children,Owner,Just Right,0.81096,702,855,0.78470,0.83722
1989,Couple with children,Owner,A Bit Too Large,0.09338,74,855,0.07386,0.11289
1989,Couple with children,Tenant,Much Too Small,0.02921,46,1085,0.01919,0.03924
1989,Couple with children,Tenant,A Bit Too Small,0.17794,225,1085,0.15518,0.20071
1989,Couple with children,Tenant,Just Right,0.75851,814,1085,0.73303,0.78399
1989,Multi-generational household,Owner,Just Right,0.74627,39,39,0.60792,0.88463
1989,Multi-generational household,Tenant,Just Right,0.72738,38,38,0.58389,0.87087
1989,Other Combinations,Tenant,Just Right,0.86299,45,45,0.76138,0.96459
1990,Single-person household,Owner,Just Right,0.78555,217,256,0.73517,0.83593
1990,Single-person household,Owner,A Bit Too Large,0.15706,39,256,0.11240,0.20172
1990,Single-person household,Tenant,A Bit Too Small,0.13534,152,1012,0.11426,0.15643
1990,Single-person household,Tenant,Just Right,0.77377,792,1012,0.74798,0.79956
1990,Single-person household,Tenant,A Bit Too Large,0.06695,68,1012,0.05155,0.08236
1990,Couple without children,Owner,Just Right,0.82741,509,567,0.79628,0.85854
1990,Couple without children,Owner,A Bit Too Large,0.10651,58,567,0.08110,0.13193
1990,Couple without children,Tenant,A Bit Too Small,0.14808,157,1015,0.12622,0.16994
1990,Couple without children,Tenant,Just Right,0.77611,807,1015,0.75046,0.80177
1990,Couple without children,Tenant,A Bit Too Large,0.04688,51,1015,0.03387,0.05989
1990,Single parent,Owner,Just Right,0.74912,82,82,0.65471,0.84353
1990,Single parent,Tenant,A Bit Too Small,0.17581,54,246,0.12814,0.22348
1990,Single parent,Tenant,Just Right,0.74016,192,246,0.68524,0.79507
1990,Couple with children,Owner,A Bit Too Small,0.08585,123,1194,0.06995,0.10174
1990,Couple with children,Owner,Just Right,0.81974,985,1194,0.79793,0.84155
1990,Couple with children,Owner,A Bit Too Large,0.08260,86,1194,0.06698,0.09822
1990,Couple with children,Tenant,Much Too Small,0.06750,152,1824,0.05599,0.07902
1990,Couple with children,Tenant,A Bit Too Small,0.24062,518,1824,0.22100,0.26024
1990,Couple with children,Tenant,Just Right,0.66200,1114,1824,0.64029,0.68372
1990,Couple with children,Tenant,A Bit Too Large,0.02758,40,1824,0.02006,0.03509
1990,Multi-generational household,Owner,Just Right,0.75648,68,68,0.65371,0.85926
1990,Multi-generational household,Tenant,Just Right,0.72817,56,56,0.61059,0.84575
1990,Other Combinations,Owner,Just Right,0.76430,51,51,0.64665,0.88195
1990,Other Combinations,Tenant,Just Right,0.76506,55,55,0.65198,0.87814
1991,Single-person household,Owner,Just Right,0.72665,188,239,0.67002,0.78327
1991,Single-person household,Owner,A Bit Too Large,0.20087,51,239,0.14996,0.25177
1991,Single-person household,Tenant,A Bit Too Small,0.14002,145,968,0.11815,0.16190
1991,Single-person household,Tenant,Just Right,0.75560,748,968,0.72851,0.78268
1991,Single-person household,Tenant,A Bit Too Large,0.07095,75,968,0.05477,0.08713
1991,Couple without children,Owner,Just Right,0.78431,475,568,0.75046,0.81817
1991,Couple without children,Owner,A Bit Too Large,0.16702,93,568,0.13632,0.19772
1991,Couple without children,Tenant,A Bit Too Small,0.17759,174,985,0.15371,0.20147
1991,Couple without children,Tenant,Just Right,0.73934,760,985,0.71191,0.76677
1991,Couple without children,Tenant,A Bit Too Large,0.05645,51,985,0.04203,0.07087
1991,Single parent,Owner,Just Right,0.79540,89,89,0.71111,0.87969
1991,Single parent,Tenant,A Bit Too Small,0.22255,60,235,0.16926,0.27585
1991,Single parent,Tenant,Just Right,0.68727,175,235,0.62786,0.74667
1991,Couple with children,Owner,A Bit Too Small,0.11859,138,1164,0.10001,0.13717
1991,Couple with children,Owner,Just Right,0.80950,961,1164,0.78693,0.83207
1991,Couple with children,Owner,A Bit Too Large,0.06149,65,1164,0.04768,0.07529
1991,Couple with children,Tenant,Much Too Small,0.08139,161,1759,0.06861,0.09418
1991,Couple with children,Tenant,A Bit Too Small,0.33459,580,1759,0.31253,0.35664
1991,Couple with children,Tenant,Just Right,0.55309,982,1759,0.52985,0.57633
1991,Couple with children,Tenant,A Bit Too Large,0.02687,36,1759,0.01931,0.03443
1991,Multi-generational household,Owner,Just Right,0.79349,62,62,0.69190,0.89507
1991,Multi-generational household,Tenant,Just Right,0.63826,43,43,0.49294,0.78358
1991,Other Combinations,Owner,Just Right,0.76733,48,48,0.64653,0.88813
1991,Other Combinations,Tenant,Just Right,0.61565,48,48,0.47658,0.75473
1992,Single-person household,Owner,Just Right,0.76644,195,240,0.71280,0.82008
1992,Single-person household,Owner,A Bit Too Large,0.17156,45,240,0.12377,0.21936
1992,Single-person household,Tenant,A Bit Too Small,0.14298,149,990,0.12116,0.16479
1992,Single-person household,Tenant,Just Right,0.75940,762,990,0.73276,0.78604
1992,Single-person household,Tenant,A Bit Too Large,0.07660,79,990,0.06002,0.09317
1992,Couple without children,Owner,Just Right,0.80162,494,582,0.76920,0.83405
1992,Couple without children,Owner,A Bit Too Large,0.15083,88,582,0.12173,0.17993
1992,Couple without children,Tenant,Much Too Small,0.03361,39,1054,0.02272,0.04449
1992,Couple without children,Tenant,A Bit Too Small,0.17758,181,1054,0.15450,0.20067
1992,Couple without children,Tenant,Just Right,0.72637,771,1054,0.69945,0.75330
1992,Couple without children,Tenant,A Bit Too Large,0.06160,63,1054,0.04708,0.07612
1992,Single parent,Owner,Just Right,0.81313,82,82,0.72824,0.89802
1992,Single parent,Tenant,A Bit Too Small,0.22307,61,250,0.17136,0.27478
1992,Single parent,Tenant,Just Right,0.68042,189,250,0.62250,0.73834
1992,Couple with children,Owner,A Bit Too Small,0.12518,150,1156,0.10609,0.14426
1992,Couple with children,Owner,Just Right,0.78800,932,1156,0.76442,0.81157
1992,Couple with children,Owner,A Bit Too Large,0.07072,74,1156,0.05594,0.08551
1992,Couple with children,Tenant,Much Too Small,0.07540,146,1675,0.06275,0.08805
1992,Couple with children,Tenant,A Bit Too Small,0.34732,578,1675,0.32451,0.37013
1992,Couple with children,Tenant,Just Right,0.53985,905,1675,0.51598,0.56373
1992,Couple with children,Tenant,A Bit Too Large,0.03395,46,1675,0.02527,0.04262
1992,Multi-generational household,Owner,Just Right,0.68450,56,56,0.56169,0.80732
1992,Multi-generational household,Tenant,Just Right,0.69630,36,36,0.54395,0.84865
1992,Other Combinations,Owner,Just Right,0.81513,53,53,0.70961,0.92064
1992,Other Combinations,Tenant,Just Right,0.65240,64,64,0.53480,0.76999
1993,Single-person household,Owner,Just Right,0.74364,199,254,0.68984,0.79744
1993,Single-person household,Owner,A Bit Too Large,0.19574,55,254,0.14685,0.24464
1993,Single-person household,Tenant,A Bit Too Small,0.14758,153,1032,0.12593,0.16923
1993,Single-person household,Tenant,Just Right,0.74717,789,1032,0.72064,0.77370
1993,Single-person household,Tenant,A Bit Too Large,0.07705,90,1032,0.06077,0.09333
1993,Couple without children,Owner,A Bit Too Small,0.04998,35,630,0.03295,0.06701
1993,Couple without children,Owner,Just Right,0.76588,489,630,0.73278,0.79897
1993,Couple without children,Owner,A Bit Too Large,0.17760,106,630,0.14773,0.20747
1993,Couple without children,Tenant,Much Too Small,0.03029,39,1054,0.01994,0.04064
1993,Couple without children,Tenant,A Bit Too Small,0.18383,183,1054,0.16043,0.20722
1993,Couple without children,Tenant,Just Right,0.72989,769,1054,0.70307,0.75671
1993,Couple without children,Tenant,A Bit Too Large,0.05286,63,1054,0.03934,0.06637
1993,Single parent,Owner,Just Right,0.76934,72,72,0.67135,0.86733
1993,Single parent,Tenant,A Bit Too Small,0.22944,59,243,0.17646,0.28241
1993,Single parent,Tenant,Just Right,0.68166,184,243,0.62297,0.74035
1993,Couple with children,Owner,A Bit Too Small,0.12705,147,1108,0.10743,0.14667
1993,Couple with children,Owner,Just Right,0.79099,889,1108,0.76703,0.81494
1993,Couple with children,Owner,A Bit Too Large,0.07167,72,1108,0.05647,0.08686
1993,Couple with children,Tenant,Much Too Small,0.07164,134,1622,0.05908,0.08419
1993,Couple with children,Tenant,A Bit Too Small,0.34056,539,1622,0.31749,0.36363
1993,Couple with children,Tenant,Just Right,0.55476,903,1622,0.53056,0.57895
1993,Couple with children,Tenant,A Bit Too Large,0.03114,46,1622,0.02268,0.03959
1993,Multi-generational household,Owner,Just Right,0.78130,71,71,0.68446,0.87814
1993,Multi-generational household,Tenant,Just Right,0.72304,35,35,0.57262,0.87346
1993,Other Combinations,Owner,Just Right,0.80435,52,52,0.69547,0.91323
1993,Other Combinations,Tenant,A Bit Too Small,0.30757,33,89,0.21115,0.40399
1993,Other Combinations,Tenant,Just Right,0.59363,56,89,0.49101,0.69625
1994,Single-person household,Owner,Just Right,0.73246,203,264,0.67896,0.78596
1994,Single-person household,Owner,A Bit Too Large,0.20001,61,264,0.15167,0.24836
1994,Single-person household,Tenant,A Bit Too Small,0.13643,143,1012,0.11528,0.15759
1994,Single-person household,Tenant,Just Right,0.76156,777,1012,0.73529,0.78783
1994,Single-person household,Tenant,A Bit Too Large,0.07781,92,1012,0.06130,0.09432
1994,Couple without children,Owner,A Bit Too Small,0.05113,34,634,0.03397,0.06829
1994,Couple without children,Owner,Just Right,0.75247,491,634,0.71885,0.78609
1994,Couple without children,Owner,A Bit Too Large,0.17827,109,634,0.14845,0.20808
1994,Couple without children,Tenant,A Bit Too Small,0.18273,196,1048,0.15932,0.20614
1994,Couple without children,Tenant,Just Right,0.73918,792,1048,0.71258,0.76578
1994,Couple without children,Tenant,A Bit Too Large,0.05662,60,1048,0.04262,0.07062
1994,Single parent,Owner,Just Right,0.76535,73,73,0.66746,0.86324
1994,Single parent,Tenant,A Bit Too Small,0.23515,62,238,0.18116,0.28915
1994,Single parent,Tenant,Just Right,0.68113,176,238,0.62179,0.74046
1994,Couple with children,Owner,A Bit Too Small,0.12168,142,1112,0.10246,0.14090
1994,Couple with children,Owner,Just Right,0.78870,894,1112,0.76470,0.81271
1994,Couple with children,Owner,A Bit Too Large,0.07752,76,1112,0.06179,0.09324
1994,Couple with children,Tenant,Much Too Small,0.08463,146,1518,0.07063,0.09864
1994,Couple with children,Tenant,A Bit Too Small,0.32959,472,1518,0.30593,0.35324
1994,Couple with children,Tenant,Just Right,0.54342,852,1518,0.51835,0.56849
1994,Couple with children,Tenant,A Bit Too Large,0.04072,48,1518,0.03077,0.05066
1994,Multi-generational household,Owner,Just Right,0.83808,63,63,0.74638,0.92977
1994,Multi-generational household,Tenant,Just Right,0.66853,37,37,0.51475,0.82230
1994,Other Combinations,Owner,Just Right,0.80113,54,54,0.69366,0.90859
1994,Other Combinations,Tenant,A Bit Too Small,0.35069,34,95,0.25422,0.44715
1994,Other Combinations,Tenant,Just Right,0.58792,61,95,0.48842,0.68742
1995,Single-person household,Owner,Just Right,0.72306,207,272,0.66978,0.77633
1995,Single-person household,Owner,A Bit Too Large,0.22768,65,272,0.17776,0.27761
1995,Single-person household,Tenant,A Bit Too Small,0.15863,174,1076,0.13679,0.18047
1995,Single-person household,Tenant,Just Right,0.75406,822,1076,0.72831,0.77980
1995,Single-person household,Tenant,A Bit Too Large,0.06644,80,1076,0.05155,0.08132
1995,Couple without children,Owner,A Bit Too Small,0.04228,32,656,0.02687,0.05769
1995,Couple without children,Owner,Just Right,0.75678,512,656,0.72392,0.78963
1995,Couple without children,Owner,A Bit Too Large,0.18479,112,656,0.15507,0.21451
1995,Couple without children,Tenant,Much Too Small,0.02209,33,1133,0.01353,0.03065
1995,Couple without children,Tenant,A Bit Too Small,0.15247,174,1133,0.13153,0.17342
1995,Couple without children,Tenant,Just Right,0.74855,844,1133,0.72328,0.77383
1995,Couple without children,Tenant,A Bit Too Large,0.07557,82,1133,0.06018,0.09097
1995,Single parent,Owner,Just Right,0.73562,73,73,0.63376,0.83749
1995,Single parent,Tenant,A Bit Too Small,0.27292,68,244,0.21691,0.32893
1995,Single parent,Tenant,Just Right,0.60196,176,244,0.54041,0.66350
1995,Couple with children,Owner,A Bit Too Small,0.12747,136,1123,0.10795,0.14698
1995,Couple with children,Owner,Just Right,0.77881,901,1123,0.75453,0.80310
1995,Couple with children,Owner,A Bit Too Large,0.07969,86,1123,0.06385,0.09554
1995,Couple with children,Tenant,Much Too Small,0.08392,133,1598,0.07032,0.09751
1995,Couple with children,Tenant,A Bit Too Small,0.32959,508,1598,0.30653,0.35264
1995,Couple with children,Tenant,Just Right,0.54580,907,1598,0.52138,0.57022
1995,Couple with children,Tenant,A Bit Too Large,0.03676,50,1598,0.02753,0.04599
1995,Multi-generational household,Owner,Just Right,0.69048,57,57,0.56940,0.81157
1995,Other Combinations,Owner,Just Right,0.75341,55,55,0.63845,0.86838
1995,Other Combinations,Tenant,A Bit Too Small,0.37200,36,93,0.27323,0.47076
1995,Other Combinations,Tenant,Just Right,0.55617,57,93,0.45465,0.65770
1996,Single-person household,Owner,Just Right,0.69104,199,269,0.63572,0.74636
1996,Single-person household,Owner,A Bit Too Large,0.24490,70,269,0.19342,0.29639
1996,Single-person household,Tenant,A Bit Too Small,0.14498,154,1093,0.12410,0.16587
1996,Single-person household,Tenant,Just Right,0.74853,848,1093,0.72279,0.77426
1996,Single-person household,Tenant,A Bit Too Large,0.08418,91,1093,0.06771,0.10065
1996,Couple without children,Owner,Just Right,0.74037,523,646,0.70654,0.77421
1996,Couple without children,Owner,A Bit Too Large,0.20289,123,646,0.17186,0.23393
1996,Couple without children,Tenant,A Bit Too Small,0.17099,189,1108,0.14881,0.19317
1996,Couple without children,Tenant,Just Right,0.74128,844,1108,0.71548,0.76708
1996,Couple without children,Tenant,A Bit Too Large,0.06389,75,1108,0.04948,0.07829
1996,Single parent,Owner,Just Right,0.68350,72,72,0.57531,0.79169
1996,Single parent,Tenant,A Bit Too Small,0.21840,58,248,0.16687,0.26992
1996,Single parent,Tenant,Just Right,0.66407,190,248,0.60516,0.72297
1996,Couple with children,Owner,A Bit Too Small,0.12954,137,1145,0.11008,0.14900
1996,Couple with children,Owner,Just Right,0.76921,925,1145,0.74480,0.79363
1996,Couple with children,Owner,A Bit Too Large,0.08642,83,1145,0.07013,0.10270
1996,Couple with children,Tenant,Much Too Small,0.06139,106,1493,0.04921,0.07357
1996,Couple with children,Tenant,A Bit Too Small,0.33489,493,1493,0.31095,0.35884
1996,Couple with children,Tenant,Just Right,0.56314,847,1493,0.53797,0.58830
1996,Couple with children,Tenant,A Bit Too Large,0.03714,47,1493,0.02755,0.04674
1996,Multi-generational household,Owner,Just Right,0.73008,53,53,0.60943,0.85074
1996,Multi-generational household,Tenant,Just Right,0.57541,32,32,0.40141,0.74941
1996,Other Combinations,Owner,Just Right,0.61833,48,48,0.47944,0.75722
1996,Other Combinations,Tenant,Just Right,0.60911,59,59,0.48354,0.73469
1997,Single-person household,Owner,Just Right,0.66646,191,264,0.60948,0.72344
1997,Single-person household,Owner,A Bit Too Large,0.26686,73,264,0.21340,0.32032
1997,Single-person household,Tenant,A Bit Too Small,0.16396,178,1071,0.14178,0.18615
1997,Single-person household,Tenant,Just Right,0.72831,807,1071,0.70166,0.75497
1997,Single-person household,Tenant,A Bit Too Large,0.08334,86,1071,0.06678,0.09991
1997,Couple without children,Owner,A Bit Too Small,0.04410,33,707,0.02895,0.05924
1997,Couple without children,Owner,Just Right,0.76559,561,707,0.73434,0.79684
1997,Couple without children,Owner,A Bit Too Large,0.16837,113,707,0.14077,0.19597
1997,Couple without children,Tenant,A Bit Too Small,0.16879,187,1128,0.14692,0.19066
1997,Couple without children,Tenant,Just Right,0.73946,863,1128,0.71384,0.76509
1997,Couple without children,Tenant,A Bit Too Large,0.07864,78,1128,0.06293,0.09436
1997,Single parent,Owner,Just Right,0.77493,79,79,0.68225,0.86761
1997,Single parent,Tenant,A Bit Too Small,0.19682,52,259,0.14831,0.24534
1997,Single parent,Tenant,Just Right,0.69307,207,259,0.63679,0.74935
1997,Couple with children,Owner,A Bit Too Small,0.14465,158,1171,0.12450,0.16481
1997,Couple with children,Owner,Just Right,0.76029,927,1171,0.73583,0.78475
1997,Couple with children,Owner,A Bit Too Large,0.08840,86,1171,0.07213,0.10466
1997,Couple with children,Tenant,Much Too Small,0.05033,83,1395,0.03885,0.06180
1997,Couple with children,Tenant,A Bit Too Small,0.32499,427,1395,0.30041,0.34958
1997,Couple with children,Tenant,Just Right,0.58694,843,1395,0.56109,0.61279
1997,Couple with children,Tenant,A Bit Too Large,0.03728,42,1395,0.02734,0.04723
1997,Multi-generational household,Owner,Just Right,0.79921,53,53,0.69033,0.90809
1997,Other Combinations,Owner,Just Right,0.64440,53,53,0.51429,0.77451
1997,Other Combinations,Tenant,Just Right,0.56104,50,50,0.42209,0.69999
1998,Single-person household,Owner,Just Right,0.69951,252,338,0.65056,0.74846
1998,Single-person household,Owner,A Bit Too Large,0.23717,86,338,0.19175,0.28258
1998,Single-person household,Tenant,Much Too Small,0.02720,38,1297,0.01835,0.03606
1998,Single-person household,Tenant,A Bit Too Small,0.14902,197,1297,0.12964,0.16841
1998,Single-person household,Tenant,Just Right,0.72289,939,1297,0.69852,0.74726
1998,Single-person household,Tenant,A Bit Too Large,0.09636,123,1297,0.08030,0.11243
1998,Couple without children,Owner,A Bit Too Small,0.04659,39,878,0.03264,0.06054
1998,Couple without children,Owner,Just Right,0.73668,677,878,0.70753,0.76583
1998,Couple without children,Owner,A Bit Too Large,0.19533,162,878,0.16909,0.22157
