year,hhtyp,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Couple without children,Owner,Much Too Large,0.03991,111,2636,0.03243,0.04738
2020,Couple without children,Tenant,Much Too Small,0.01184,61,2493,0.00759,0.01609
2020,Couple without children,Tenant,A Bit Too Small,0.14841,385,2493,0.13446,0.16237
2020,Couple without children,Tenant,Just Right,0.72104,1839,2493,0.70343,0.73865
2020,Couple without children,Tenant,A Bit Too Large,0.11080,208,2493,0.09848,0.12312
2020,Single parent,Owner,Just Right,0.68337,255,329,0.63303,0.73371
2020,Single parent,Owner,A Bit Too Large,0.23773,74,329,0.19166,0.28380
2020,Single parent,Tenant,Much Too Small,0.03957,91,1224,0.02865,0.05050
2020,Single parent,Tenant,A Bit Too Small,0.21483,268,1224,0.19181,0.23784
2020,Single parent,Tenant,Just Right,0.67037,789,1224,0.64403,0.69672
2020,Single parent,Tenant,A Bit Too Large,0.07141,76,1224,0.05698,0.08584
2020,Couple with children,Owner,A Bit Too Small,0.12392,301,2687,0.11146,0.13639
2020,Couple with children,Owner,Just Right,0.74485,2068,2687,0.72836,0.76133
2020,Couple with children,Owner,A Bit Too Large,0.11192,286,2687,0.10000,0.12385
2020,Couple with children,Owner,Much Too Large,0.01318,32,2687,0.00887,0.01750
2020,Couple with children,Tenant,Much Too Small,0.05777,428,3832,0.05039,0.06516
2020,Couple with children,Tenant,A Bit Too Small,0.30295,1073,3832,0.28839,0.31750
2020,Couple with children,Tenant,Just Right,0.58953,2213,3832,0.57395,0.60510
2020,Couple with children,Tenant,A Bit Too Large,0.04791,118,3832,0.04115,0.05467
2020,Multi-generational household,Owner,Just Right,0.86066,45,45,0.75834,0.96299
2020,Multi-generational household,Tenant,Just Right,0.70529,58,58,0.58693,0.82365
2020,Other Combinations,Owner,Just Right,0.75173,75,75,0.65329,0.85016
2020,Other Combinations,Tenant,Much Too Small,0.04760,34,372,0.02593,0.06926
2020,Other Combinations,Tenant,A Bit Too Small,0.24292,78,372,0.19928,0.28656
2020,Other Combinations,Tenant,Just Right,0.67216,260,372,0.62439,0.71992
2021,No answer / don't know,Tenant,Just Right,0.75124,37,37,0.61002,0.89245
2021,Single-person household,Owner,Just Right,0.62705,521,839,0.59431,0.65979
2021,Single-person household,Owner,A Bit Too Large,0.24462,230,839,0.21551,0.27372
2021,Single-person household,Owner,Much Too Large,0.09505,88,839,0.07519,0.11490
2021,Single-person household,Tenant,Much Too Small,0.00809,59,2667,0.00469,0.01150
2021,Single-person household,Tenant,A Bit Too Small,0.11796,382,2667,0.10571,0.13020
2021,Single-person household,Tenant,Just Right,0.75145,1937,2667,0.73504,0.76785
2021,Single-person household,Tenant,A Bit Too Large,0.11269,258,2667,0.10069,0.12469
2021,Single-person household,Tenant,Much Too Large,0.00982,31,2667,0.00607,0.01356
2021,Couple without children,Owner,A Bit Too Small,0.02256,49,1923,0.01592,0.02919
2021,Couple without children,Owner,Just Right,0.66598,1239,1923,0.64489,0.68706
2021,Couple without children,Owner,A Bit Too Large,0.27389,543,1923,0.25395,0.29382
2021,Couple without children,Owner,Much Too Large,0.03747,92,1923,0.02898,0.04596
2021,Couple without children,Tenant,A Bit Too Small,0.12197,216,1518,0.10550,0.13843
2021,Couple without children,Tenant,Just Right,0.75400,1151,1518,0.73233,0.77567
2021,Couple without children,Tenant,A Bit Too Large,0.09866,151,1518,0.08365,0.11367
2021,Single parent,Owner,Just Right,0.62710,167,221,0.56320,0.69100
2021,Single parent,Owner,A Bit Too Large,0.19606,54,221,0.14360,0.24852
2021,Single parent,Tenant,Much Too Small,0.04939,51,771,0.03409,0.06470
2021,Single parent,Tenant,A Bit Too Small,0.19916,176,771,0.17095,0.22737
2021,Single parent,Tenant,Just Right,0.65462,487,771,0.62104,0.68821
2021,Single parent,Tenant,A Bit Too Large,0.09231,57,771,0.07187,0.11276
2021,Couple with children,Owner,A Bit Too Small,0.09769,197,1869,0.08422,0.11115
2021,Couple with children,Owner,Just Right,0.77723,1459,1869,0.75836,0.79610
2021,Couple with children,Owner,A Bit Too Large,0.11023,213,1869,0.09603,0.12443
2021,Couple with children,Tenant,Much Too Small,0.06313,259,2105,0.05274,0.07352
2021,Couple with children,Tenant,A Bit Too Small,0.30859,591,2105,0.28885,0.32833
2021,Couple with children,Tenant,Just Right,0.58361,1185,2105,0.56255,0.60467
2021,Couple with children,Tenant,A Bit Too Large,0.04366,70,2105,0.03493,0.05240
2021,Multi-generational household,Owner,Just Right,0.82442,32,32,0.69049,0.95835
2021,Multi-generational household,Tenant,Just Right,0.75736,35,35,0.61327,0.90146
2021,Other Combinations,Owner,Just Right,0.72856,77,77,0.62858,0.82854
2021,Other Combinations,Tenant,A Bit Too Small,0.19717,56,221,0.14460,0.24975
2021,Other Combinations,Tenant,Just Right,0.63827,165,221,0.57477,0.70176
2022,No answer / don't know,Owner,Just Right,0.71517,106,106,0.62884,0.80150
2022,No answer / don't know,Tenant,A Bit Too Small,0.17959,67,256,0.13248,0.22670
2022,No answer / don't know,Tenant,Just Right,0.65453,189,256,0.59616,0.71289
2022,Single-person household,Owner,A Bit Too Small,0.03800,59,1212,0.02724,0.04877
2022,Single-person household,Owner,Just Right,0.58129,712,1212,0.55350,0.60908
2022,Single-person household,Owner,A Bit Too Large,0.28369,336,1212,0.25830,0.30908
2022,Single-person household,Owner,Much Too Large,0.09035,105,1212,0.07420,0.10650
2022,Single-person household,Tenant,Much Too Small,0.01755,149,4614,0.01376,0.02134
2022,Single-person household,Tenant,A Bit Too Small,0.12965,802,4614,0.11996,0.13935
2022,Single-person household,Tenant,Just Right,0.72626,3191,4614,0.71339,0.73912
2022,Single-person household,Tenant,A Bit Too Large,0.10784,415,4614,0.09889,0.11679
2022,Single-person household,Tenant,Much Too Large,0.01870,57,4614,0.01479,0.02261
2022,Couple without children,Owner,A Bit Too Small,0.04665,119,2774,0.03880,0.05450
2022,Couple without children,Owner,Just Right,0.64857,1775,2774,0.63080,0.66634
2022,Couple without children,Owner,A Bit Too Large,0.26806,762,2774,0.25157,0.28454
2022,Couple without children,Owner,Much Too Large,0.03616,118,2774,0.02921,0.04311
2022,Couple without children,Tenant,Much Too Small,0.01474,70,2976,0.01041,0.01907
2022,Couple without children,Tenant,A Bit Too Small,0.15492,599,2976,0.14192,0.16792
2022,Couple without children,Tenant,Just Right,0.71267,2062,2976,0.69641,0.72894
2022,Couple without children,Tenant,A Bit Too Large,0.10647,245,2976,0.09538,0.11755
2022,Single parent,Owner,Just Right,0.66734,206,281,0.61215,0.72253
2022,Single parent,Owner,A Bit Too Large,0.25721,75,281,0.20601,0.30841
2022,Single parent,Tenant,Much Too Small,0.05589,61,911,0.04096,0.07081
2022,Single parent,Tenant,A Bit Too Small,0.21594,215,911,0.18920,0.24267
2022,Single parent,Tenant,Just Right,0.64485,570,911,0.61376,0.67595
2022,Single parent,Tenant,A Bit Too Large,0.07446,65,911,0.05740,0.09151
2022,Couple with children,Owner,A Bit Too Small,0.14387,382,2892,0.13108,0.15666
2022,Couple with children,Owner,Just Right,0.72426,2164,2892,0.70797,0.74055
2022,Couple with children,Owner,A Bit Too Large,0.11255,346,2892,0.10103,0.12407
2022,Couple with children,Tenant,Much Too Small,0.08007,277,2877,0.07016,0.08999
2022,Couple with children,Tenant,A Bit Too Small,0.35155,887,2877,0.33410,0.36900
2022,Couple with children,Tenant,Just Right,0.50989,1587,2877,0.49162,0.52816
2022,Couple with children,Tenant,A Bit Too Large,0.05411,126,2877,0.04585,0.06238
2022,Multi-generational household,Tenant,Just Right,0.57791,35,35,0.41190,0.74393
2022,Other Combinations,Owner,Just Right,0.69142,303,377,0.64473,0.73811
2022,Other Combinations,Owner,A Bit Too Large,0.17498,74,377,0.13658,0.21339
2022,Other Combinations,Tenant,Much Too Small,0.04230,34,768,0.02806,0.05655
2022,Other Combinations,Tenant,A Bit Too Small,0.24547,184,768,0.21501,0.27592
2022,Other Combinations,Tenant,Just Right,0.63931,500,768,0.60532,0.67329
2022,Other Combinations,Tenant,A Bit Too Large,0.05324,50,768,0.03736,0.06913
